year,age_gr,pgisced97,pli0081,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,No answer / don't know,At least once per week,0.32690,38,38,0.17575,0.47805
1990,17-29 y.,Pre-primary Level,At least once per week,0.20014,39,137,0.13290,0.26739
1990,17-29 y.,Pre-primary Level,At least once per month,0.39111,55,137,0.30910,0.47313
1990,17-29 y.,Pre-primary Level,Seldom,0.31571,43,137,0.23759,0.39382
1990,17-29 y.,Primary Level,At least once per week,0.28959,41,41,0.14903,0.43015
1990,17-29 y.,Lower Secondary Level,Daily,0.10090,83,793,0.07992,0.12188
1990,17-29 y.,Lower Secondary Level,At least once per week,0.33285,305,793,0.30003,0.36567
1990,17-29 y.,Lower Secondary Level,At least once per month,0.28896,186,793,0.25740,0.32053
1990,17-29 y.,Lower Secondary Level,Seldom,0.24389,177,793,0.21398,0.27380
1990,17-29 y.,Lower Secondary Level,Never,0.03339,42,793,0.02088,0.04590
1990,17-29 y.,Upper Secondary Level,Daily,0.07152,116,1263,0.05731,0.08574
1990,17-29 y.,Upper Secondary Level,At least once per week,0.41963,554,1263,0.39240,0.44686
1990,17-29 y.,Upper Secondary Level,At least once per month,0.28765,326,1263,0.26268,0.31263
1990,17-29 y.,Upper Secondary Level,Seldom,0.19676,230,1263,0.17483,0.21870
1990,17-29 y.,Upper Secondary Level,Never,0.02443,37,1263,0.01591,0.03295
1990,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.32208,44,90,0.22500,0.41916
1990,17-29 y.,Post-secondary Non-tertiary Level,At least once per month,0.45373,46,90,0.35030,0.55716
1990,17-29 y.,First Stage of Tertiary Education,At least once per week,0.50577,42,42,0.35273,0.65881
1990,30-45 y.,Primary Level,At least once per week,0.43732,87,161,0.36046,0.51418
1990,30-45 y.,Primary Level,At least once per month,0.17694,38,161,0.11781,0.23608
1990,30-45 y.,Primary Level,Seldom,0.20613,36,161,0.14345,0.26882
1990,30-45 y.,Lower Secondary Level,Daily,0.07678,43,487,0.05311,0.10045
1990,30-45 y.,Lower Secondary Level,At least once per week,0.38119,194,487,0.33801,0.42437
1990,30-45 y.,Lower Secondary Level,At least once per month,0.26916,118,487,0.22973,0.30859
1990,30-45 y.,Lower Secondary Level,Seldom,0.22495,93,487,0.18783,0.26208
1990,30-45 y.,Lower Secondary Level,Never,0.04792,39,487,0.02893,0.06691
