"pli0081","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Taeglich","1990","(noch) kein Abschluss","Staedtischer Raum","80","0.0871882219582301","0.0666813030656285","0.107695140850832"
"Taeglich","1990","(noch) kein Abschluss","Laendlicher Raum","16","","",""
"Taeglich","1990","Hauptschule","Staedtischer Raum","381","0.0869456834131666","0.0782938151429346","0.0955975516833985"
"Taeglich","1990","Hauptschule","Laendlicher Raum","80","0.0683796639689565","0.0543821846991367","0.0823771432387762"
"Taeglich","1990","Realschule","Staedtischer Raum","79","0.0571936956871506","0.0443770060784048","0.0700103852958964"
"Taeglich","1990","Realschule","Laendlicher Raum","17","","",""
"Taeglich","1990","(Fach-)Abitur","Staedtischer Raum","20","","",""
"Taeglich","1990","(Fach-)Abitur","Laendlicher Raum","5","","",""
"Taeglich","1990","AkademikerIn","Staedtischer Raum","18","","",""
"Taeglich","1990","AkademikerIn","Laendlicher Raum","3","","",""
"Min 1x pro Woche","1990","(noch) kein Abschluss","Staedtischer Raum","295","0.321512127777167","0.287561281048505","0.355462974505828"
"Min 1x pro Woche","1990","(noch) kein Abschluss","Laendlicher Raum","28","","",""
"Min 1x pro Woche","1990","Hauptschule","Staedtischer Raum","1608","0.379670310817117","0.364768049276501","0.394572572357734"
"Min 1x pro Woche","1990","Hauptschule","Laendlicher Raum","436","0.334338133604049","0.308175186215763","0.360501080992334"
"Min 1x pro Woche","1990","Realschule","Staedtischer Raum","472","0.372923162130822","0.346232422631238","0.399613901630407"
"Min 1x pro Woche","1990","Realschule","Laendlicher Raum","124","0.314870847218018","0.26682528089996","0.362916413536076"
"Min 1x pro Woche","1990","(Fach-)Abitur","Staedtischer Raum","235","0.36006789579291","0.322878660037844","0.397257131547975"
"Min 1x pro Woche","1990","(Fach-)Abitur","Laendlicher Raum","22","","",""
"Min 1x pro Woche","1990","AkademikerIn","Staedtischer Raum","182","0.329897133413236","0.291829200804253","0.367965066022219"
"Min 1x pro Woche","1990","AkademikerIn","Laendlicher Raum","34","0.296194681250707","0.210871576835231","0.381517785666183"
"Min 1x pro Monat","1990","(noch) kein Abschluss","Staedtischer Raum","153","0.264692207372465","0.232623160845904","0.296761253899025"
"Min 1x pro Monat","1990","(noch) kein Abschluss","Laendlicher Raum","26","","",""
"Min 1x pro Monat","1990","Hauptschule","Staedtischer Raum","1103","0.294973676902182","0.280970329094814","0.308977024709549"
"Min 1x pro Monat","1990","Hauptschule","Laendlicher Raum","419","0.348812071130017","0.322380937191","0.375243205069033"
"Min 1x pro Monat","1990","Realschule","Staedtischer Raum","415","0.331232254684706","0.305254924314175","0.357209585055238"
"Min 1x pro Monat","1990","Realschule","Laendlicher Raum","123","0.356862635772524","0.307305833298108","0.406419438246939"
"Min 1x pro Monat","1990","(Fach-)Abitur","Staedtischer Raum","185","0.31747944384388","0.281415453552975","0.353543434134785"
"Min 1x pro Monat","1990","(Fach-)Abitur","Laendlicher Raum","39","0.344763376777735","0.254282916121073","0.435243837434396"
"Min 1x pro Monat","1990","AkademikerIn","Staedtischer Raum","191","0.330056052478748","0.291983467251162","0.368128637706333"
"Min 1x pro Monat","1990","AkademikerIn","Laendlicher Raum","36","0.306771349007275","0.22059315305561","0.392949544958941"
"Seltener","1990","(noch) kein Abschluss","Staedtischer Raum","132","0.240273410953158","0.209216203319788","0.271330618586529"
"Seltener","1990","(noch) kein Abschluss","Laendlicher Raum","30","0.300587001281604","0.215670708192008","0.3855032943712"
"Seltener","1990","Hauptschule","Staedtischer Raum","809","0.209710635669586","0.197209747339553","0.222211523999618"
"Seltener","1990","Hauptschule","Laendlicher Raum","278","0.228805167089457","0.205509141144489","0.252101193034426"
"Seltener","1990","Realschule","Staedtischer Raum","268","0.217125035415057","0.194369256725014","0.2398808141051"
"Seltener","1990","Realschule","Laendlicher Raum","91","0.263037700727796","0.217493561109254","0.308581840346337"
