year,pli0081,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1990,At least once per week,0.3748108108108108,18165,0.3677711756061186,0.381850446015503
1990,At least once per month,0.2897297297297297,18165,0.28313272615651985,0.29632673330293957
1990,Seldom,0.22054054054054054,18165,0.21451106755633273,0.22657001352474834
1990,Daily,0.07502702702702703,18165,0.07119603047865503,0.07885802357539903
1990,Never,0.03989189189189189,18165,0.03704585349091827,0.04273793029286552
1995,At least once per week,0.4049268668206313,17246,0.39760055585387544,0.4122531777873871
1995,At least once per month,0.28960739030023097,17246,0.2828377449410686,0.29637703565939333
1995,Seldom,0.19337952270977676,17246,0.18748495794164602,0.1992740874779075
1995,Daily,0.08229407236335642,17246,0.07819252315853618,0.08639562156817666
1995,Never,0.02979214780600462,17246,0.02725471132170329,0.03232958429030595
1998,At least once per week,0.4139715394566624,18147,0.4068051856123068,0.421137893301018
1998,At least once per month,0.29380480091993677,18147,0.2871773659322217,0.30043223590765183
1998,Seldom,0.18470605145896218,18147,0.1790599156097532,0.19035218730817116
1998,Daily,0.09041253413827799,18147,0.08624009311851226,0.09458497515804372
1998,Never,0.0171050740261607,18147,0.015218518129947622,0.018991629922373778
2003,At least once per week,0.39691030666359234,27727,0.39115137703539365,0.402669236291791
2003,At least once per month,0.30864652985934976,27727,0.30320920347600133,0.3140838562426982
2003,Seldom,0.19797094765967257,27727,0.1932806499339425,0.20266124538540264
2003,Daily,0.0724002766889555,27727,0.06934988893806107,0.07545066443984993
2003,Never,0.02407193912842979,27727,0.02226780396525549,0.025876074291604094
2008,At least once per week,0.3806800457523136,23673,0.37449465678686367,0.3868654347177636
2008,At least once per month,0.3059166060101903,23673,0.3000466239295564,0.31178658809082416
2008,Seldom,0.2107725902048456,23673,0.20557696794795235,0.21596821246173883
2008,Daily,0.08084641780180929,23673,0.07737382504394605,0.08431901055967253
2008,Never,0.02178434023084122,23673,0.01992474281754654,0.0236439376441359
2013,At least once per week,0.3801730920535012,44486,0.37566211837406865,0.38468406573293373
2013,At least once per month,0.3036978756884343,44486,0.29942456833906705,0.3079711830378016
2013,Seldom,0.20967741935483872,44486,0.20589454062317233,0.2134602980865051
2013,Daily,0.08009441384736428,44486,0.07757199539718608,0.08261683229754248
2013,Never,0.026357199055861525,44486,0.02486854477936755,0.0278458533323555
2019,At least once per week,0.36780757835646344,42417,0.3632185464620034,0.37239661025092347
2019,At least once per month,0.3063308903789178,42417,0.30194399102386404,0.31071778973397157
2019,Seldom,0.2215421799469827,42417,0.21759004421079917,0.22549431568316622
2019,Daily,0.06939030095119289,42417,0.06697195031389086,0.07180865158849492
2019,Never,0.034929050366443164,42417,0.0331817840394202,0.036676316693466125
2021,At least once per week,0.3964844886793551,27598,0.3907131762523399,0.40225580110637027
2021,At least once per month,0.2756533379896397,27598,0.27038137775624155,0.28092529822303786
2021,Seldom,0.21541237413421804,27598,0.21056202146827582,0.22026272680016026
2021,Daily,0.07712007450090216,27598,0.0739725176280046,0.08026763137379973
2021,Never,0.03532972469588499,27598,0.0331516295800465,0.03750781981172348
