"pli0081","year","bula_h","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Woche","2018","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Min 1x pro Woche","2018","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Min 1x pro Woche","2018","Baden-Wuerttemberg","Westdeutschland","","","",""
"Min 1x pro Woche","2018","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Min 1x pro Woche","2018","Bayern","Westdeutschland","","","",""
"Min 1x pro Woche","2018","Bayern","Ostdeutschland","","","",""
"Min 1x pro Woche","2018","Saarland","Westdeutschland","","","",""
"Min 1x pro Woche","2018","Saarland","Ostdeutschland","","","",""
"Min 1x pro Woche","2018","Berlin","Westdeutschland","","","",""
"Min 1x pro Woche","2018","Berlin","Ostdeutschland","","","",""
"Min 1x pro Woche","2018","Brandenburg","Westdeutschland","","","",""
"Min 1x pro Woche","2018","Brandenburg","Ostdeutschland","","","",""
"Min 1x pro Woche","2018","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Min 1x pro Woche","2018","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Min 1x pro Woche","2018","Sachsen","Westdeutschland","","","",""
"Min 1x pro Woche","2018","Sachsen","Ostdeutschland","","","",""
"Min 1x pro Woche","2018","Sachsen-Anhalt","Westdeutschland","","","",""
"Min 1x pro Woche","2018","Sachsen-Anhalt","Ostdeutschland","","","",""
"Min 1x pro Woche","2018","Thueringen","Westdeutschland","","","",""
"Min 1x pro Woche","2018","Thueringen","Ostdeutschland","","","",""
"Min 1x pro Monat","2018","Schleswig-Holstein","Westdeutschland","","","",""
"Min 1x pro Monat","2018","Schleswig-Holstein","Ostdeutschland","","","",""
"Min 1x pro Monat","2018","Hamburg","Westdeutschland","","","",""
"Min 1x pro Monat","2018","Hamburg","Ostdeutschland","","","",""
"Min 1x pro Monat","2018","Niedersachsen","Westdeutschland","","","",""
"Min 1x pro Monat","2018","Niedersachsen","Ostdeutschland","","","",""
"Min 1x pro Monat","2018","Bremen","Westdeutschland","","","",""
"Min 1x pro Monat","2018","Bremen","Ostdeutschland","","","",""
"Min 1x pro Monat","2018","Nordrhein-Westfalen","Westdeutschland","","","",""
"Min 1x pro Monat","2018","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Min 1x pro Monat","2018","Hessen","Westdeutschland","","","",""
"Min 1x pro Monat","2018","Hessen","Ostdeutschland","","","",""
"Min 1x pro Monat","2018","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Min 1x pro Monat","2018","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Min 1x pro Monat","2018","Baden-Wuerttemberg","Westdeutschland","","","",""
"Min 1x pro Monat","2018","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Min 1x pro Monat","2018","Bayern","Westdeutschland","","","",""
"Min 1x pro Monat","2018","Bayern","Ostdeutschland","","","",""
"Min 1x pro Monat","2018","Saarland","Westdeutschland","","","",""
"Min 1x pro Monat","2018","Saarland","Ostdeutschland","","","",""
"Min 1x pro Monat","2018","Berlin","Westdeutschland","","","",""
"Min 1x pro Monat","2018","Berlin","Ostdeutschland","","","",""
"Min 1x pro Monat","2018","Brandenburg","Westdeutschland","","","",""
"Min 1x pro Monat","2018","Brandenburg","Ostdeutschland","","","",""
"Min 1x pro Monat","2018","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Min 1x pro Monat","2018","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Min 1x pro Monat","2018","Sachsen","Westdeutschland","","","",""
"Min 1x pro Monat","2018","Sachsen","Ostdeutschland","","","",""
"Min 1x pro Monat","2018","Sachsen-Anhalt","Westdeutschland","","","",""
"Min 1x pro Monat","2018","Sachsen-Anhalt","Ostdeutschland","","","",""
"Min 1x pro Monat","2018","Thueringen","Westdeutschland","","","",""
"Min 1x pro Monat","2018","Thueringen","Ostdeutschland","","","",""
"Seltener","2018","Schleswig-Holstein","Westdeutschland","","","",""
"Seltener","2018","Schleswig-Holstein","Ostdeutschland","","","",""
"Seltener","2018","Hamburg","Westdeutschland","","","",""
"Seltener","2018","Hamburg","Ostdeutschland","","","",""
"Seltener","2018","Niedersachsen","Westdeutschland","","","",""
"Seltener","2018","Niedersachsen","Ostdeutschland","","","",""
"Seltener","2018","Bremen","Westdeutschland","","","",""
"Seltener","2018","Bremen","Ostdeutschland","","","",""
"Seltener","2018","Nordrhein-Westfalen","Westdeutschland","","","",""
"Seltener","2018","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Seltener","2018","Hessen","Westdeutschland","","","",""
"Seltener","2018","Hessen","Ostdeutschland","","","",""
"Seltener","2018","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Seltener","2018","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Seltener","2018","Baden-Wuerttemberg","Westdeutschland","","","",""
"Seltener","2018","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Seltener","2018","Bayern","Westdeutschland","","","",""
"Seltener","2018","Bayern","Ostdeutschland","","","",""
"Seltener","2018","Saarland","Westdeutschland","","","",""
"Seltener","2018","Saarland","Ostdeutschland","","","",""
"Seltener","2018","Berlin","Westdeutschland","","","",""
"Seltener","2018","Berlin","Ostdeutschland","","","",""
"Seltener","2018","Brandenburg","Westdeutschland","","","",""
"Seltener","2018","Brandenburg","Ostdeutschland","","","",""
"Seltener","2018","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Seltener","2018","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Seltener","2018","Sachsen","Westdeutschland","","","",""
"Seltener","2018","Sachsen","Ostdeutschland","","","",""
"Seltener","2018","Sachsen-Anhalt","Westdeutschland","","","",""
"Seltener","2018","Sachsen-Anhalt","Ostdeutschland","","","",""
"Seltener","2018","Thueringen","Westdeutschland","","","",""
"Seltener","2018","Thueringen","Ostdeutschland","","","",""
"Nie","2018","Schleswig-Holstein","Westdeutschland","","","",""
"Nie","2018","Schleswig-Holstein","Ostdeutschland","","","",""
"Nie","2018","Hamburg","Westdeutschland","","","",""
"Nie","2018","Hamburg","Ostdeutschland","","","",""
"Nie","2018","Niedersachsen","Westdeutschland","","","",""
"Nie","2018","Niedersachsen","Ostdeutschland","","","",""
"Nie","2018","Bremen","Westdeutschland","","","",""
"Nie","2018","Bremen","Ostdeutschland","","","",""
"Nie","2018","Nordrhein-Westfalen","Westdeutschland","","","",""
"Nie","2018","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Nie","2018","Hessen","Westdeutschland","","","",""
"Nie","2018","Hessen","Ostdeutschland","","","",""
"Nie","2018","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Nie","2018","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Nie","2018","Baden-Wuerttemberg","Westdeutschland","","","",""
"Nie","2018","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Nie","2018","Bayern","Westdeutschland","","","",""
"Nie","2018","Bayern","Ostdeutschland","","","",""
"Nie","2018","Saarland","Westdeutschland","","","",""
"Nie","2018","Saarland","Ostdeutschland","","","",""
"Nie","2018","Berlin","Westdeutschland","","","",""
"Nie","2018","Berlin","Ostdeutschland","","","",""
"Nie","2018","Brandenburg","Westdeutschland","","","",""
"Nie","2018","Brandenburg","Ostdeutschland","","","",""
"Nie","2018","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Nie","2018","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Nie","2018","Sachsen","Westdeutschland","","","",""
"Nie","2018","Sachsen","Ostdeutschland","","","",""
"Nie","2018","Sachsen-Anhalt","Westdeutschland","","","",""
"Nie","2018","Sachsen-Anhalt","Ostdeutschland","","","",""
"Nie","2018","Thueringen","Westdeutschland","","","",""
"Nie","2018","Thueringen","Ostdeutschland","","","",""
"Taeglich","2019","Schleswig-Holstein","Westdeutschland","60","0.0573809314681399","0.0426384343238378","0.072123428612442"
"Taeglich","2019","Schleswig-Holstein","Ostdeutschland","","","",""
"Taeglich","2019","Hamburg","Westdeutschland","28","","",""
"Taeglich","2019","Hamburg","Ostdeutschland","","","",""
"Taeglich","2019","Niedersachsen","Westdeutschland","226","","",""
"Taeglich","2019","Niedersachsen","Ostdeutschland","","","",""
"Taeglich","2019","Bremen","Westdeutschland","15","","",""
"Taeglich","2019","Bremen","Ostdeutschland","","","",""
"Taeglich","2019","Nordrhein-Westfalen","Westdeutschland","445","0.083507957278163","0.0761394903259675","0.0908764242303585"
"Taeglich","2019","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Taeglich","2019","Hessen","Westdeutschland","121","","",""
"Taeglich","2019","Hessen","Ostdeutschland","","","",""
"Taeglich","2019","Rheinland-Pfalz,Saarland","Westdeutschland","88","0.0511700450036284","0.0398945627149618","0.0624455272922949"
"Taeglich","2019","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Taeglich","2019","Baden-Wuerttemberg","Westdeutschland","154","","",""
"Taeglich","2019","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Taeglich","2019","Bayern","Westdeutschland","234","","",""
"Taeglich","2019","Bayern","Ostdeutschland","","","",""
"Taeglich","2019","Saarland","Westdeutschland","","","",""
"Taeglich","2019","Saarland","Ostdeutschland","","","",""
"Taeglich","2019","Berlin","Westdeutschland","15","","",""
"Taeglich","2019","Berlin","Ostdeutschland","8","0.0140812156539154","0.00221890941929811","0.0259435218885327"
"Taeglich","2019","Brandenburg","Westdeutschland","","","",""
"Taeglich","2019","Brandenburg","Ostdeutschland","54","0.0530750417071854","0.0399163227581069","0.0662337606562639"
"Taeglich","2019","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Taeglich","2019","Mecklenburg-Vorpommern","Ostdeutschland","43","0.0659024591069449","0.0462131671856365","0.0855917510282533"
"Taeglich","2019","Sachsen","Westdeutschland","","","",""
"Taeglich","2019","Sachsen","Ostdeutschland","112","","",""
"Taeglich","2019","Sachsen-Anhalt","Westdeutschland","","","",""
"Taeglich","2019","Sachsen-Anhalt","Ostdeutschland","84","0.0918242347178252","0.0728307250934088","0.110817744342242"
"Taeglich","2019","Thueringen","Westdeutschland","","","",""
"Taeglich","2019","Thueringen","Ostdeutschland","101","","",""
"Min 1x pro Woche","2019","Schleswig-Holstein","Westdeutschland","328","0.356407206475851","0.32604747195657","0.386766940995132"
"Min 1x pro Woche","2019","Schleswig-Holstein","Ostdeutschland","","","",""
"Min 1x pro Woche","2019","Hamburg","Westdeutschland","163","","",""
"Min 1x pro Woche","2019","Hamburg","Ostdeutschland","","","",""
"Min 1x pro Woche","2019","Niedersachsen","Westdeutschland","927","0.367848366815171","0.348941915914101","0.386754817716242"
"Min 1x pro Woche","2019","Niedersachsen","Ostdeutschland","","","",""
"Min 1x pro Woche","2019","Bremen","Westdeutschland","68","0.242645853559345","0.186127709109605","0.299163998009084"
"Min 1x pro Woche","2019","Bremen","Ostdeutschland","","","",""
"Min 1x pro Woche","2019","Nordrhein-Westfalen","Westdeutschland","2155","","",""
"Min 1x pro Woche","2019","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Min 1x pro Woche","2019","Hessen","Westdeutschland","610","0.34818929843613","0.325629362486753","0.370749234385507"
"Min 1x pro Woche","2019","Hessen","Ostdeutschland","","","",""
"Min 1x pro Woche","2019","Rheinland-Pfalz,Saarland","Westdeutschland","567","0.386226260858046","0.361311421845341","0.411141099870751"
"Min 1x pro Woche","2019","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Min 1x pro Woche","2019","Baden-Wuerttemberg","Westdeutschland","1016","","",""
"Min 1x pro Woche","2019","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Min 1x pro Woche","2019","Bayern","Westdeutschland","1463","","",""
"Min 1x pro Woche","2019","Bayern","Ostdeutschland","","","",""
"Min 1x pro Woche","2019","Saarland","Westdeutschland","","","",""
"Min 1x pro Woche","2019","Saarland","Ostdeutschland","","","",""
"Min 1x pro Woche","2019","Berlin","Westdeutschland","146","","",""
"Min 1x pro Woche","2019","Berlin","Ostdeutschland","108","","",""
"Min 1x pro Woche","2019","Brandenburg","Westdeutschland","","","",""
"Min 1x pro Woche","2019","Brandenburg","Ostdeutschland","414","0.390580857541417","0.361944077712929","0.419217637369905"
"Min 1x pro Woche","2019","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Min 1x pro Woche","2019","Mecklenburg-Vorpommern","Ostdeutschland","248","","",""
"Min 1x pro Woche","2019","Sachsen","Westdeutschland","","","",""
"Min 1x pro Woche","2019","Sachsen","Ostdeutschland","567","0.327479015329857","0.30474540511878","0.350212625540934"
"Min 1x pro Woche","2019","Sachsen-Anhalt","Westdeutschland","","","",""
"Min 1x pro Woche","2019","Sachsen-Anhalt","Ostdeutschland","333","0.395065660228289","0.362912003702636","0.427219316753943"
"Min 1x pro Woche","2019","Thueringen","Westdeutschland","","","",""
"Min 1x pro Woche","2019","Thueringen","Ostdeutschland","340","0.340533495079051","0.309878373747433","0.371188616410668"
"Min 1x pro Monat","2019","Schleswig-Holstein","Westdeutschland","334","0.338210336935408","0.308220605740478","0.368200068130338"
"Min 1x pro Monat","2019","Schleswig-Holstein","Ostdeutschland","","","",""
"Min 1x pro Monat","2019","Hamburg","Westdeutschland","167","","",""
"Min 1x pro Monat","2019","Hamburg","Ostdeutschland","","","",""
"Min 1x pro Monat","2019","Niedersachsen","Westdeutschland","745","0.281324102208883","0.263694806042346","0.298953398375421"
"Min 1x pro Monat","2019","Niedersachsen","Ostdeutschland","","","",""
"Min 1x pro Monat","2019","Bremen","Westdeutschland","64","0.314871292404423","0.25363560883699","0.376106975971857"
"Min 1x pro Monat","2019","Bremen","Ostdeutschland","","","",""
"Min 1x pro Monat","2019","Nordrhein-Westfalen","Westdeutschland","1529","","",""
"Min 1x pro Monat","2019","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Min 1x pro Monat","2019","Hessen","Westdeutschland","515","0.309121354284973","0.287236946536783","0.331005762033163"
"Min 1x pro Monat","2019","Hessen","Ostdeutschland","","","",""
"Min 1x pro Monat","2019","Rheinland-Pfalz,Saarland","Westdeutschland","425","0.300793352206646","0.277325684759085","0.324261019654206"
"Min 1x pro Monat","2019","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Min 1x pro Monat","2019","Baden-Wuerttemberg","Westdeutschland","908","0.319700408544463","0.302429577432655","0.33697123965627"
"Min 1x pro Monat","2019","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Min 1x pro Monat","2019","Bayern","Westdeutschland","1188","","",""
"Min 1x pro Monat","2019","Bayern","Ostdeutschland","","","",""
"Min 1x pro Monat","2019","Saarland","Westdeutschland","","","",""
"Min 1x pro Monat","2019","Saarland","Ostdeutschland","","","",""
"Min 1x pro Monat","2019","Berlin","Westdeutschland","189","","",""
"Min 1x pro Monat","2019","Berlin","Ostdeutschland","120","","",""
"Min 1x pro Monat","2019","Brandenburg","Westdeutschland","","","",""
"Min 1x pro Monat","2019","Brandenburg","Ostdeutschland","373","0.336576184221808","0.308839925641069","0.364312442802546"
"Min 1x pro Monat","2019","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Min 1x pro Monat","2019","Mecklenburg-Vorpommern","Ostdeutschland","192","","",""
"Min 1x pro Monat","2019","Sachsen","Westdeutschland","","","",""
"Min 1x pro Monat","2019","Sachsen","Ostdeutschland","584","0.33838458631716","0.315463676906585","0.361305495727735"
"Min 1x pro Monat","2019","Sachsen-Anhalt","Westdeutschland","","","",""
"Min 1x pro Monat","2019","Sachsen-Anhalt","Ostdeutschland","250","","",""
"Min 1x pro Monat","2019","Thueringen","Westdeutschland","","","",""
"Min 1x pro Monat","2019","Thueringen","Ostdeutschland","284","","",""
"Seltener","2019","Schleswig-Holstein","Westdeutschland","204","","",""
"Seltener","2019","Schleswig-Holstein","Ostdeutschland","","","",""
"Seltener","2019","Hamburg","Westdeutschland","145","","",""
"Seltener","2019","Hamburg","Ostdeutschland","","","",""
"Seltener","2019","Niedersachsen","Westdeutschland","532","0.237522298677854","0.22083712504817","0.254207472307537"
"Seltener","2019","Niedersachsen","Ostdeutschland","","","",""
"Seltener","2019","Bremen","Westdeutschland","63","0.306829241629618","0.246026880528879","0.367631602730357"
"Seltener","2019","Bremen","Ostdeutschland","","","",""
"Seltener","2019","Nordrhein-Westfalen","Westdeutschland","1085","","",""
"Seltener","2019","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Seltener","2019","Hessen","Westdeutschland","413","0.244005670073893","0.223666714961695","0.264344625186092"
"Seltener","2019","Hessen","Ostdeutschland","","","",""
"Seltener","2019","Rheinland-Pfalz,Saarland","Westdeutschland","324","0.233997078381971","0.212332339218987","0.255661817544955"
"Seltener","2019","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Seltener","2019","Baden-Wuerttemberg","Westdeutschland","622","0.225549891921077","0.210072079800061","0.241027704042093"
"Seltener","2019","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Seltener","2019","Bayern","Westdeutschland","938","0.246923566249333","0.233487694028837","0.260359438469829"
"Seltener","2019","Bayern","Ostdeutschland","","","",""
"Seltener","2019","Saarland","Westdeutschland","","","",""
"Seltener","2019","Saarland","Ostdeutschland","","","",""
"Seltener","2019","Berlin","Westdeutschland","176","","",""
"Seltener","2019","Berlin","Ostdeutschland","132","","",""
"Seltener","2019","Brandenburg","Westdeutschland","","","",""
"Seltener","2019","Brandenburg","Ostdeutschland","238","","",""
"Seltener","2019","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Seltener","2019","Mecklenburg-Vorpommern","Ostdeutschland","110","","",""
"Seltener","2019","Sachsen","Westdeutschland","","","",""
"Seltener","2019","Sachsen","Ostdeutschland","333","0.239304302994903","0.218636015923037","0.259972590066769"
"Seltener","2019","Sachsen-Anhalt","Westdeutschland","","","",""
"Seltener","2019","Sachsen-Anhalt","Ostdeutschland","190","","",""
"Seltener","2019","Thueringen","Westdeutschland","","","",""
"Seltener","2019","Thueringen","Ostdeutschland","169","","",""
"Nie","2019","Schleswig-Holstein","Westdeutschland","30","0.030483490131873","0.0195859345214291","0.0413810457423169"
"Nie","2019","Schleswig-Holstein","Ostdeutschland","","","",""
