year,bula_h,regtyp,pli0081,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,Urban regions,At least once per month,0.41304347826086957,18165,0.40588304632069344,0.4202039102010457
1990,Schleswig-Holstein,Urban regions,At least once per week,0.2898550724637681,18165,0.28325722429304906,0.2964529206344872
1990,Schleswig-Holstein,Urban regions,Seldom,0.1956521739130435,18165,0.18988314579992674,0.20142120202616023
1990,Schleswig-Holstein,Urban regions,Daily,0.09420289855072464,18165,0.0899548842851436,0.09845091281630568
1990,Schleswig-Holstein,Urban regions,Never,0.007246376811594203,18165,0.006012932440367661,0.008479821182820745
1990,Schleswig-Holstein,Rural regions,At least once per month,0.3541666666666667,18165,0.34721158169076227,0.3611217516425711
1990,Schleswig-Holstein,Rural regions,At least once per week,0.2986111111111111,18165,0.2919557627477407,0.3052664594744815
1990,Schleswig-Holstein,Rural regions,Seldom,0.2361111111111111,18165,0.22993504865412567,0.24228717356809654
1990,Schleswig-Holstein,Rural regions,Daily,0.09027777777777778,18165,0.08611020490836387,0.09444535064719169
1990,Schleswig-Holstein,Rural regions,Never,0.020833333333333332,18165,0.018756287587008248,0.022910379079658417
1990,Hamburg,Urban regions,At least once per week,0.3696969696969697,18165,0.36267698746024324,0.37671695193369614
1990,Hamburg,Urban regions,Seldom,0.2727272727272727,18165,0.2662506096386313,0.27920393581591413
1990,Hamburg,Urban regions,At least once per month,0.24848484848484848,18165,0.24220054432084256,0.2547691526488544
1990,Hamburg,Urban regions,Never,0.07878787878787878,18165,0.07487002796042887,0.0827057296153287
1990,Hamburg,Urban regions,Daily,0.030303030303030304,18165,0.02781016151791188,0.03279589908814873
1990,Lower Saxony,Urban regions,At least once per week,0.38155136268343814,18165,0.37448710238850147,0.3886156229783748
1990,Lower Saxony,Urban regions,At least once per month,0.3039832285115304,18165,0.2972940461766657,0.31067241084639513
1990,Lower Saxony,Urban regions,Seldom,0.20125786163522014,18165,0.19542719655785729,0.207088526712583
1990,Lower Saxony,Urban regions,Daily,0.07756813417190776,18165,0.07367815575684916,0.08145811258696636
1990,Lower Saxony,Urban regions,Never,0.03563941299790356,18165,0.03294339139550182,0.0383354346003053
1990,Lower Saxony,Rural regions,At least once per month,0.3629032258064516,18165,0.35591066120023207,0.3698957904126712
1990,Lower Saxony,Rural regions,At least once per week,0.3024193548387097,18165,0.2957399099223069,0.30909879975511245
1990,Lower Saxony,Rural regions,Seldom,0.2540322580645161,18165,0.24770168787477986,0.2603628282542524
1990,Lower Saxony,Rural regions,Daily,0.04838709677419355,18165,0.04526653119386663,0.051507662354520464
1990,Lower Saxony,Rural regions,Never,0.03225806451612903,18165,0.02968863147952862,0.034827497552729444
1990,Bremen,Urban regions,At least once per month,0.32038834951456313,18165,0.3136024545131002,0.32717424451602606
1990,Bremen,Urban regions,At least once per week,0.2912621359223301,18165,0.2846548484453422,0.29786942339931793
1990,Bremen,Urban regions,Seldom,0.27184466019417475,18165,0.2653745631757312,0.2783147572126183
1990,Bremen,Urban regions,Never,0.07766990291262135,18165,0.07377758825511786,0.08156221757012484
1990,Bremen,Urban regions,Daily,0.038834951456310676,18165,0.03602532399841689,0.041644578914204464
1990,North Rhine-Westphalia,Urban regions,At least once per week,0.39523617278966494,18165,0.3881263362474237,0.4023460093319062
1990,North Rhine-Westphalia,Urban regions,At least once per month,0.28784820347194184,18165,0.2812639518561287,0.294432455087755
1990,North Rhine-Westphalia,Urban regions,Seldom,0.20710536939846588,18165,0.20121229684579367,0.2129984419511381
1990,North Rhine-Westphalia,Urban regions,Daily,0.0641905530884134,18165,0.060626307328387134,0.06775479884843966
1990,North Rhine-Westphalia,Urban regions,Never,0.045619701251513926,18165,0.04258528384118687,0.04865411866184098
1990,North Rhine-Westphalia,Rural regions,At least once per week,0.38028169014084506,18165,0.3732219577005141,0.38734142258117604
1990,North Rhine-Westphalia,Rural regions,At least once per month,0.36619718309859156,18165,0.35919113761565863,0.3732032285815245
1990,North Rhine-Westphalia,Rural regions,Seldom,0.16901408450704225,18165,0.16356408264844313,0.17446408636564137
1990,North Rhine-Westphalia,Rural regions,Daily,0.08450704225352113,18165,0.08046210000799504,0.0885519844990472
1990,Hesse,Urban regions,At least once per week,0.35141509433962265,18165,0.34447233686340384,0.35835785181584145
1990,Hesse,Urban regions,At least once per month,0.27240566037735847,18165,0.2659313861600078,0.27887993459470917
1990,Hesse,Urban regions,Seldom,0.23702830188679244,18165,0.23084397144149035,0.24321263233209453
1990,Hesse,Urban regions,Daily,0.08490566037735849,18165,0.08085207217929603,0.08895924857542094
1990,Hesse,Urban regions,Never,0.054245283018867926,18165,0.05095139661205612,0.057539169425679736
1990,Hesse,Rural regions,At least once per week,0.2835820895522388,18165,0.27702726628361984,0.29013691282085774
1990,Hesse,Rural regions,At least once per month,0.2835820895522388,18165,0.27702726628361984,0.29013691282085774
1990,Hesse,Rural regions,Seldom,0.27611940298507465,18165,0.26961780217196535,0.28262100379818395
1990,Hesse,Rural regions,Daily,0.1044776119402985,18165,0.10002937192331754,0.10892585195727947
1990,Hesse,Rural regions,Never,0.05223880597014925,18165,0.04900298524441547,0.05547462669588303
1990,"Rhineland-Palatinate, Saarland",Urban regions,At least once per week,0.4275491949910555,18165,0.4203546968948414,0.43474369308726957
1990,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.24329159212880144,18165,0.23705185634507728,0.2495313279125256
1990,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.1806797853309481,18165,0.17508452898760157,0.18627504167429465
1990,"Rhineland-Palatinate, Saarland",Urban regions,Daily,0.1252236135957066,18165,0.12041045677510527,0.13003677041630793
