year,bula_h,pgisced97,pli0081,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Schleswig-Holstein,Lower Secondary Level,At least once per week,0.43267,32,32,0.25826,0.60708
2003,Schleswig-Holstein,Upper Secondary Level,At least once per week,0.36341,132,334,0.31174,0.41507
2003,Schleswig-Holstein,Upper Secondary Level,At least once per month,0.32404,121,334,0.27378,0.37431
2003,Schleswig-Holstein,Upper Secondary Level,Seldom,0.23941,81,334,0.19358,0.28525
2003,Schleswig-Holstein,Second Stage of Tertiary Education,At least once per week,0.31619,34,75,0.21024,0.42213
2003,Schleswig-Holstein,Second Stage of Tertiary Education,At least once per month,0.46313,41,75,0.34952,0.57674
2003,Hamburg,Upper Secondary Level,At least once per week,0.34925,47,130,0.26698,0.43152
2003,Hamburg,Upper Secondary Level,At least once per month,0.30276,52,130,0.22348,0.38205
2003,Hamburg,Upper Secondary Level,Seldom,0.26495,31,130,0.18880,0.34111
2003,Lower Saxony,Lower Secondary Level,At least once per week,0.35070,102,222,0.28779,0.41362
2003,Lower Saxony,Lower Secondary Level,At least once per month,0.22664,61,222,0.17144,0.28184
2003,Lower Saxony,Lower Secondary Level,Seldom,0.25293,59,222,0.19562,0.31024
2003,Lower Saxony,Upper Secondary Level,Daily,0.08230,85,972,0.06502,0.09959
2003,Lower Saxony,Upper Secondary Level,At least once per week,0.38130,377,972,0.35075,0.41185
2003,Lower Saxony,Upper Secondary Level,At least once per month,0.28750,299,972,0.25903,0.31597
2003,Lower Saxony,Upper Secondary Level,Seldom,0.22714,211,972,0.20079,0.25349
2003,Lower Saxony,Post-secondary Non-tertiary Level,At least once per week,0.36019,46,83,0.25629,0.46410
2003,Lower Saxony,Post-secondary Non-tertiary Level,At least once per month,0.36372,37,83,0.25960,0.46785
2003,Lower Saxony,First Stage of Tertiary Education,At least once per week,0.40258,43,85,0.29770,0.50746
2003,Lower Saxony,First Stage of Tertiary Education,At least once per month,0.31698,42,85,0.21747,0.41648
2003,Lower Saxony,Second Stage of Tertiary Education,At least once per week,0.31396,88,280,0.25950,0.36842
2003,Lower Saxony,Second Stage of Tertiary Education,At least once per month,0.38610,119,280,0.32897,0.44322
2003,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.21876,73,280,0.17025,0.26727
2003,Bremen,Upper Secondary Level,At least once per week,0.29910,38,38,0.15157,0.44664
2003,North Rhine-Westphalia,Pre-primary Level,At least once per week,0.27354,43,130,0.19661,0.35046
2003,North Rhine-Westphalia,Pre-primary Level,At least once per month,0.30843,46,130,0.22873,0.38812
2003,North Rhine-Westphalia,Pre-primary Level,Seldom,0.28675,41,130,0.20871,0.36479
2003,North Rhine-Westphalia,Primary Level,At least once per week,0.40948,43,43,0.26076,0.55820
2003,North Rhine-Westphalia,Lower Secondary Level,Daily,0.09988,60,572,0.07529,0.12447
2003,North Rhine-Westphalia,Lower Secondary Level,At least once per week,0.44102,263,572,0.40029,0.48174
2003,North Rhine-Westphalia,Lower Secondary Level,At least once per month,0.22932,143,572,0.19484,0.26381
2003,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.17898,106,572,0.14754,0.21042
2003,North Rhine-Westphalia,Upper Secondary Level,Daily,0.07496,174,2243,0.06406,0.08586
2003,North Rhine-Westphalia,Upper Secondary Level,At least once per week,0.42908,971,2243,0.40859,0.44957
2003,North Rhine-Westphalia,Upper Secondary Level,At least once per month,0.28461,646,2243,0.26594,0.30329
2003,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.16820,385,2243,0.15272,0.18369
2003,North Rhine-Westphalia,Upper Secondary Level,Never,0.03253,67,2243,0.02519,0.03988
2003,North Rhine-Westphalia,Post-secondary Non-tertiary Level,At least once per week,0.42235,151,316,0.36780,0.47690
2003,North Rhine-Westphalia,Post-secondary Non-tertiary Level,At least once per month,0.30815,103,316,0.25716,0.35914
2003,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.19113,62,316,0.14771,0.23455
2003,North Rhine-Westphalia,First Stage of Tertiary Education,At least once per week,0.48388,152,308,0.42798,0.53978
2003,North Rhine-Westphalia,First Stage of Tertiary Education,At least once per month,0.29576,105,308,0.24471,0.34682
2003,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.13967,51,308,0.10090,0.17845
2003,North Rhine-Westphalia,Second Stage of Tertiary Education,Daily,0.05284,39,825,0.03756,0.06811
2003,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per week,0.33822,290,825,0.30592,0.37052
2003,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per month,0.36757,311,825,0.33465,0.40049
2003,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.19944,185,825,0.17216,0.22672
2003,Hesse,Lower Secondary Level,At least once per week,0.43061,90,177,0.35745,0.50376
2003,Hesse,Lower Secondary Level,At least once per month,0.22450,48,177,0.16285,0.28614
2003,Hesse,Lower Secondary Level,Seldom,0.17364,39,177,0.11768,0.22960
2003,Hesse,Upper Secondary Level,Daily,0.09040,59,668,0.06864,0.11216
2003,Hesse,Upper Secondary Level,At least once per week,0.42651,309,668,0.38897,0.46404
2003,Hesse,Upper Secondary Level,At least once per month,0.23812,175,668,0.20580,0.27045
2003,Hesse,Upper Secondary Level,Seldom,0.19417,125,668,0.16415,0.22419
2003,Hesse,Post-secondary Non-tertiary Level,At least once per week,0.34239,39,81,0.23841,0.44637
2003,Hesse,Post-secondary Non-tertiary Level,At least once per month,0.33310,42,81,0.22981,0.43638
2003,Hesse,First Stage of Tertiary Education,At least once per week,0.33349,33,66,0.21887,0.44811
2003,Hesse,First Stage of Tertiary Education,At least once per month,0.36705,33,66,0.24987,0.48422
2003,Hesse,Second Stage of Tertiary Education,At least once per week,0.30942,108,299,0.25693,0.36190
2003,Hesse,Second Stage of Tertiary Education,At least once per month,0.30930,106,299,0.25682,0.36178
2003,Hesse,Second Stage of Tertiary Education,Seldom,0.29383,85,299,0.24211,0.34555
2003,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Daily,0.15758,34,223,0.10965,0.20550
2003,"Rhineland-Palatinate, Saarland",Lower Secondary Level,At least once per week,0.42736,104,223,0.36228,0.49243
2003,"Rhineland-Palatinate, Saarland",Lower Secondary Level,At least once per month,0.19935,46,223,0.14679,0.25190
2003,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.16994,39,223,0.12053,0.21934
2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Daily,0.07417,58,676,0.05440,0.09394
2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per week,0.37251,268,676,0.33604,0.40899
2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per month,0.30275,211,676,0.26809,0.33741
2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.22369,139,676,0.19225,0.25513
2003,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,At least once per week,0.36510,41,76,0.25613,0.47406
2003,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,At least once per month,0.35292,35,76,0.24477,0.46108
2003,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,At least once per week,0.33548,76,169,0.26408,0.40687
2003,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,At least once per month,0.33254,52,169,0.26129,0.40378
2003,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.24198,41,169,0.17722,0.30675
2003,Baden-Wuerttemberg,Lower Secondary Level,Daily,0.15486,72,440,0.12102,0.18870
2003,Baden-Wuerttemberg,Lower Secondary Level,At least once per week,0.46845,222,440,0.42177,0.51513
2003,Baden-Wuerttemberg,Lower Secondary Level,At least once per month,0.17361,82,440,0.13818,0.20905
2003,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.16705,64,440,0.13215,0.20194
2003,Baden-Wuerttemberg,Upper Secondary Level,Daily,0.08177,110,1220,0.06639,0.09715
2003,Baden-Wuerttemberg,Upper Secondary Level,At least once per week,0.42724,549,1220,0.39947,0.45501
2003,Baden-Wuerttemberg,Upper Secondary Level,At least once per month,0.27416,349,1220,0.24912,0.29921
2003,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.18348,212,1220,0.16175,0.20521
2003,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,At least once per week,0.39723,62,106,0.30364,0.49083
2003,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,At least once per month,0.29812,44,106,0.21062,0.38562
2003,Baden-Wuerttemberg,First Stage of Tertiary Education,At least once per week,0.41295,85,152,0.33441,0.49148
2003,Baden-Wuerttemberg,First Stage of Tertiary Education,At least once per month,0.29004,67,152,0.21767,0.36242
2003,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per week,0.33234,163,442,0.28838,0.37631
2003,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per month,0.34715,153,442,0.30272,0.39158
2003,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.25647,126,442,0.21571,0.29722
2003,Bavaria,Lower Secondary Level,Daily,0.06407,31,381,0.03945,0.08869
2003,Bavaria,Lower Secondary Level,At least once per week,0.39222,156,381,0.34313,0.44131
2003,Bavaria,Lower Secondary Level,At least once per month,0.29486,123,381,0.24901,0.34070
2003,Bavaria,Lower Secondary Level,Seldom,0.19836,71,381,0.15827,0.23846
2003,Bavaria,Upper Secondary Level,Daily,0.04292,70,1622,0.03306,0.05279
2003,Bavaria,Upper Secondary Level,At least once per week,0.40248,695,1622,0.37861,0.42636
2003,Bavaria,Upper Secondary Level,At least once per month,0.30495,496,1622,0.28254,0.32736
2003,Bavaria,Upper Secondary Level,Seldom,0.21074,324,1622,0.19089,0.23060
2003,Bavaria,Upper Secondary Level,Never,0.02956,37,1622,0.02131,0.03780
2003,Bavaria,Post-secondary Non-tertiary Level,At least once per week,0.40981,57,102,0.31389,0.50572
2003,Bavaria,Post-secondary Non-tertiary Level,At least once per month,0.26122,45,102,0.17554,0.34689
2003,Bavaria,First Stage of Tertiary Education,At least once per week,0.38243,93,221,0.31821,0.44665
2003,Bavaria,First Stage of Tertiary Education,At least once per month,0.26570,68,221,0.20733,0.32407
2003,Bavaria,First Stage of Tertiary Education,Seldom,0.23332,60,221,0.17743,0.28921
2003,Bavaria,Second Stage of Tertiary Education,At least once per week,0.26950,166,547,0.23229,0.30672
2003,Bavaria,Second Stage of Tertiary Education,At least once per month,0.32800,203,547,0.28862,0.36738
2003,Bavaria,Second Stage of Tertiary Education,Seldom,0.31494,178,547,0.27598,0.35390
2003,Berlin,Upper Secondary Level,At least once per week,0.32564,109,308,0.27322,0.37806
2003,Berlin,Upper Secondary Level,At least once per month,0.30278,113,308,0.25138,0.35417
2003,Berlin,Upper Secondary Level,Seldom,0.26005,86,308,0.21098,0.30912
2003,Berlin,Second Stage of Tertiary Education,At least once per week,0.27767,69,225,0.21902,0.33632
2003,Berlin,Second Stage of Tertiary Education,At least once per month,0.34374,96,225,0.28154,0.40594
2003,Berlin,Second Stage of Tertiary Education,Seldom,0.28735,60,225,0.22809,0.34661
2003,Brandenburg,Upper Secondary Level,At least once per week,0.40096,177,427,0.35442,0.44750
2003,Brandenburg,Upper Secondary Level,At least once per month,0.33650,161,427,0.29163,0.38137
2003,Brandenburg,Upper Secondary Level,Seldom,0.18475,89,427,0.14790,0.22161
2003,Brandenburg,First Stage of Tertiary Education,At least once per week,0.45489,33,33,0.28235,0.62742
2003,Brandenburg,Second Stage of Tertiary Education,At least once per week,0.47396,109,249,0.41181,0.53610
2003,Brandenburg,Second Stage of Tertiary Education,At least once per month,0.31306,94,249,0.25534,0.37078
2003,Brandenburg,Second Stage of Tertiary Education,Seldom,0.16038,46,249,0.11470,0.20605
2003,Mecklenburg-Western Pomerania,Upper Secondary Level,At least once per week,0.44343,107,248,0.38147,0.50538
2003,Mecklenburg-Western Pomerania,Upper Secondary Level,At least once per month,0.31938,103,248,0.26123,0.37752
2003,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.14872,38,248,0.10434,0.19309
2003,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,At least once per week,0.50471,48,106,0.40908,0.60035
2003,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,At least once per month,0.29079,58,106,0.20393,0.37765
2003,Saxony,Lower Secondary Level,At least once per week,0.35603,44,78,0.24907,0.46298
2003,Saxony,Lower Secondary Level,At least once per month,0.28060,34,78,0.18025,0.38096
2003,Saxony,Upper Secondary Level,Daily,0.07255,66,856,0.05516,0.08994
2003,Saxony,Upper Secondary Level,At least once per week,0.38343,352,856,0.35084,0.41602
2003,Saxony,Upper Secondary Level,At least once per month,0.31794,278,856,0.28673,0.34916
2003,Saxony,Upper Secondary Level,Seldom,0.19607,160,856,0.16946,0.22268
2003,Saxony,First Stage of Tertiary Education,At least once per week,0.32176,44,98,0.22879,0.41472
2003,Saxony,First Stage of Tertiary Education,At least once per month,0.41045,54,98,0.31255,0.50834
2003,Saxony,Second Stage of Tertiary Education,At least once per week,0.39163,148,359,0.34107,0.44219
2003,Saxony,Second Stage of Tertiary Education,At least once per month,0.34322,138,359,0.29404,0.39241
2003,Saxony,Second Stage of Tertiary Education,Seldom,0.21505,73,359,0.17249,0.25761
2003,Saxony-Anhalt,Upper Secondary Level,Daily,0.09247,42,447,0.06559,0.11936
2003,Saxony-Anhalt,Upper Secondary Level,At least once per week,0.43252,200,447,0.38654,0.47850
2003,Saxony-Anhalt,Upper Secondary Level,At least once per month,0.33628,149,447,0.29244,0.38013
2003,Saxony-Anhalt,Upper Secondary Level,Seldom,0.11353,56,447,0.08409,0.14297
2003,Saxony-Anhalt,First Stage of Tertiary Education,At least once per week,0.41390,40,40,0.25932,0.56848
2003,Saxony-Anhalt,Second Stage of Tertiary Education,At least once per week,0.32200,86,199,0.25692,0.38709
2003,Saxony-Anhalt,Second Stage of Tertiary Education,At least once per month,0.39362,77,199,0.32557,0.46167
2003,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.17923,36,199,0.12581,0.23266
2003,Thuringa,Upper Secondary Level,Daily,0.07409,36,563,0.05243,0.09574
2003,Thuringa,Upper Secondary Level,At least once per week,0.41707,238,563,0.37630,0.45784
2003,Thuringa,Upper Secondary Level,At least once per month,0.30389,184,563,0.26587,0.34192
2003,Thuringa,Upper Secondary Level,Seldom,0.18197,105,563,0.15007,0.21387
2003,Thuringa,Second Stage of Tertiary Education,At least once per week,0.35258,73,133,0.27107,0.43408
2003,Thuringa,Second Stage of Tertiary Education,At least once per month,0.38718,60,133,0.30408,0.47028
2008,Schleswig-Holstein,Upper Secondary Level,At least once per week,0.31014,82,261,0.25391,0.36636
2008,Schleswig-Holstein,Upper Secondary Level,At least once per month,0.34571,107,261,0.28790,0.40352
2008,Schleswig-Holstein,Upper Secondary Level,Seldom,0.23703,72,261,0.18534,0.28872
2008,Schleswig-Holstein,Second Stage of Tertiary Education,Seldom,0.44990,33,33,0.27753,0.62227
2008,Hamburg,Upper Secondary Level,At least once per week,0.39705,42,81,0.28983,0.50426
2008,Hamburg,Upper Secondary Level,At least once per month,0.29902,39,81,0.19869,0.39935
2008,Hamburg,Second Stage of Tertiary Education,At least once per month,0.55107,36,36,0.38629,0.71585
2008,Lower Saxony,Lower Secondary Level,At least once per week,0.36251,73,169,0.28981,0.43520
2008,Lower Saxony,Lower Secondary Level,At least once per month,0.20133,46,169,0.14069,0.26196
2008,Lower Saxony,Lower Secondary Level,Seldom,0.24643,50,169,0.18126,0.31159
2008,Lower Saxony,Upper Secondary Level,Daily,0.09073,90,909,0.07205,0.10941
2008,Lower Saxony,Upper Secondary Level,At least once per week,0.37072,362,909,0.33930,0.40213
2008,Lower Saxony,Upper Secondary Level,At least once per month,0.29195,266,909,0.26237,0.32152
2008,Lower Saxony,Upper Secondary Level,Seldom,0.21686,191,909,0.19005,0.24366
2008,Lower Saxony,Post-secondary Non-tertiary Level,At least once per week,0.31831,45,45,0.18067,0.45596
2008,Lower Saxony,First Stage of Tertiary Education,At least once per week,0.48974,45,83,0.38154,0.59794
2008,Lower Saxony,First Stage of Tertiary Education,At least once per month,0.28949,38,83,0.19133,0.38766
2008,Lower Saxony,Second Stage of Tertiary Education,At least once per week,0.28149,100,287,0.22937,0.33362
2008,Lower Saxony,Second Stage of Tertiary Education,At least once per month,0.44437,128,287,0.38678,0.50196
2008,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.18318,59,287,0.13835,0.22801
2008,Bremen,Upper Secondary Level,At least once per week,0.32348,35,35,0.16623,0.48073
2008,North Rhine-Westphalia,Lower Secondary Level,Daily,0.11654,58,456,0.08706,0.14602
2008,North Rhine-Westphalia,Lower Secondary Level,At least once per week,0.38623,197,456,0.34149,0.43097
2008,North Rhine-Westphalia,Lower Secondary Level,At least once per month,0.24610,115,456,0.20652,0.28568
2008,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.19928,86,456,0.16258,0.23599
2008,North Rhine-Westphalia,Upper Secondary Level,Daily,0.08170,163,1891,0.06935,0.09405
2008,North Rhine-Westphalia,Upper Secondary Level,At least once per week,0.40677,809,1891,0.38462,0.42891
2008,North Rhine-Westphalia,Upper Secondary Level,At least once per month,0.26698,502,1891,0.24704,0.28693
2008,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.21339,382,1891,0.19492,0.23186
2008,North Rhine-Westphalia,Upper Secondary Level,Never,0.02190,35,1891,0.01530,0.02850
2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,At least once per week,0.48043,133,273,0.42106,0.53981
2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,At least once per month,0.25239,81,273,0.20077,0.30402
2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.19563,59,273,0.14849,0.24278
2008,North Rhine-Westphalia,First Stage of Tertiary Education,At least once per week,0.34224,96,240,0.28208,0.40239
2008,North Rhine-Westphalia,First Stage of Tertiary Education,At least once per month,0.31654,88,240,0.25757,0.37551
2008,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.22402,56,240,0.17116,0.27688
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Daily,0.04324,35,770,0.02886,0.05761
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per week,0.30776,245,770,0.27514,0.34039
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per month,0.37849,294,770,0.34421,0.41277
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.24775,196,770,0.21724,0.27826
2008,Hesse,Lower Secondary Level,At least once per week,0.48091,60,91,0.37769,0.58414
2008,Hesse,Lower Secondary Level,At least once per month,0.19617,31,91,0.11413,0.27821
2008,Hesse,Upper Secondary Level,Daily,0.09266,54,604,0.06952,0.11580
2008,Hesse,Upper Secondary Level,At least once per week,0.39567,255,604,0.35664,0.43470
2008,Hesse,Upper Secondary Level,At least once per month,0.27214,166,604,0.23662,0.30766
2008,Hesse,Upper Secondary Level,Seldom,0.19566,129,604,0.16399,0.22732
2008,Hesse,Post-secondary Non-tertiary Level,At least once per week,0.30512,36,67,0.19403,0.41621
2008,Hesse,Post-secondary Non-tertiary Level,At least once per month,0.30235,31,67,0.19154,0.41315
2008,Hesse,Second Stage of Tertiary Education,At least once per week,0.33464,108,303,0.28142,0.38786
2008,Hesse,Second Stage of Tertiary Education,At least once per month,0.31542,115,303,0.26301,0.36783
2008,Hesse,Second Stage of Tertiary Education,Seldom,0.26901,80,303,0.21899,0.31902
2008,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Daily,0.21780,34,165,0.15463,0.28097
2008,"Rhineland-Palatinate, Saarland",Lower Secondary Level,At least once per week,0.38332,68,165,0.30890,0.45773
2008,"Rhineland-Palatinate, Saarland",Lower Secondary Level,At least once per month,0.19858,32,165,0.13753,0.25964
2008,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.17955,31,165,0.12081,0.23830
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Daily,0.11053,78,555,0.08442,0.13664
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per week,0.35941,209,555,0.31945,0.39936
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per month,0.28103,144,555,0.24360,0.31846
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.23456,124,555,0.19928,0.26985
2008,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,At least once per week,0.33434,32,32,0.16827,0.50041
2008,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,At least once per week,0.37507,67,125,0.28985,0.46028
2008,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,At least once per month,0.37366,58,125,0.28851,0.45881
2008,Baden-Wuerttemberg,Lower Secondary Level,Daily,0.11610,44,295,0.07948,0.15272
2008,Baden-Wuerttemberg,Lower Secondary Level,At least once per week,0.41563,135,295,0.35930,0.47197
2008,Baden-Wuerttemberg,Lower Secondary Level,At least once per month,0.20365,71,295,0.15762,0.24969
2008,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.18808,45,295,0.14341,0.23274
2008,Baden-Wuerttemberg,Upper Secondary Level,Daily,0.07696,88,1114,0.06130,0.09262
2008,Baden-Wuerttemberg,Upper Secondary Level,At least once per week,0.38624,470,1114,0.35764,0.41485
2008,Baden-Wuerttemberg,Upper Secondary Level,At least once per month,0.31002,340,1114,0.28284,0.33719
2008,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.19758,216,1114,0.17419,0.22097
2008,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,At least once per week,0.48423,63,95,0.38320,0.58526
2008,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,At least once per month,0.21308,32,95,0.13030,0.29586
2008,Baden-Wuerttemberg,First Stage of Tertiary Education,At least once per week,0.41053,76,130,0.32564,0.49542
2008,Baden-Wuerttemberg,First Stage of Tertiary Education,At least once per month,0.32832,54,130,0.24728,0.40936
2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per week,0.32110,141,432,0.27702,0.36518
2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per month,0.34237,164,432,0.29757,0.38717
2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.29289,127,432,0.24992,0.33585
2008,Bavaria,Lower Secondary Level,At least once per week,0.39382,133,267,0.33510,0.45253
2008,Bavaria,Lower Secondary Level,At least once per month,0.22711,74,267,0.17676,0.27746
2008,Bavaria,Lower Secondary Level,Seldom,0.22447,60,267,0.17433,0.27461
2008,Bavaria,Upper Secondary Level,Daily,0.08181,122,1415,0.06753,0.09610
2008,Bavaria,Upper Secondary Level,At least once per week,0.41155,580,1415,0.38590,0.43720
2008,Bavaria,Upper Secondary Level,At least once per month,0.25255,402,1415,0.22990,0.27519
2008,Bavaria,Upper Secondary Level,Seldom,0.22930,311,1415,0.20738,0.25121
2008,Bavaria,Post-secondary Non-tertiary Level,At least once per week,0.45061,53,96,0.35056,0.55066
2008,Bavaria,Post-secondary Non-tertiary Level,At least once per month,0.29528,43,96,0.20355,0.38701
2008,Bavaria,First Stage of Tertiary Education,At least once per week,0.36199,69,188,0.29311,0.43087
2008,Bavaria,First Stage of Tertiary Education,At least once per month,0.33604,69,188,0.26833,0.40374
2008,Bavaria,First Stage of Tertiary Education,Seldom,0.17935,50,188,0.12437,0.23434
2008,Bavaria,Second Stage of Tertiary Education,At least once per week,0.27652,171,514,0.23781,0.31522
2008,Bavaria,Second Stage of Tertiary Education,At least once per month,0.35338,195,514,0.31201,0.39475
2008,Bavaria,Second Stage of Tertiary Education,Seldom,0.28835,148,514,0.24915,0.32755
2008,Berlin,Upper Secondary Level,At least once per week,0.32849,90,263,0.27162,0.38536
2008,Berlin,Upper Secondary Level,At least once per month,0.31973,107,263,0.26325,0.37620
2008,Berlin,Upper Secondary Level,Seldom,0.24444,66,263,0.19240,0.29648
2008,Berlin,Second Stage of Tertiary Education,At least once per week,0.24188,71,242,0.18782,0.29595
2008,Berlin,Second Stage of Tertiary Education,At least once per month,0.34729,91,242,0.28718,0.40740
2008,Berlin,Second Stage of Tertiary Education,Seldom,0.34781,80,242,0.28768,0.40794
2008,Brandenburg,Upper Secondary Level,Daily,0.10013,34,393,0.07042,0.12985
2008,Brandenburg,Upper Secondary Level,At least once per week,0.33671,138,393,0.28992,0.38349
2008,Brandenburg,Upper Secondary Level,At least once per month,0.34083,137,393,0.29391,0.38775
2008,Brandenburg,Upper Secondary Level,Seldom,0.19649,84,393,0.15715,0.23582
2008,Brandenburg,Second Stage of Tertiary Education,At least once per week,0.46077,96,222,0.39505,0.52648
2008,Brandenburg,Second Stage of Tertiary Education,At least once per month,0.31460,82,222,0.25337,0.37582
2008,Brandenburg,Second Stage of Tertiary Education,Seldom,0.15972,44,222,0.11142,0.20802
2008,Mecklenburg-Western Pomerania,Upper Secondary Level,At least once per week,0.40355,96,216,0.33797,0.46913
2008,Mecklenburg-Western Pomerania,Upper Secondary Level,At least once per month,0.25725,74,216,0.19882,0.31567
2008,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.21259,46,216,0.15790,0.26728
2008,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,At least once per week,0.49407,62,107,0.39889,0.58925
2008,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,At least once per month,0.31355,45,107,0.22523,0.40187
2008,Saxony,Lower Secondary Level,At least once per month,0.36256,32,32,0.19333,0.53180
2008,Saxony,Upper Secondary Level,Daily,0.06978,58,760,0.05165,0.08791
2008,Saxony,Upper Secondary Level,At least once per week,0.36883,309,760,0.33451,0.40316
2008,Saxony,Upper Secondary Level,At least once per month,0.30024,234,760,0.26763,0.33285
2008,Saxony,Upper Secondary Level,Seldom,0.23922,159,760,0.20887,0.26957
2008,Saxony,First Stage of Tertiary Education,At least once per week,0.30936,47,97,0.21689,0.40182
2008,Saxony,First Stage of Tertiary Education,At least once per month,0.48299,50,97,0.38302,0.58295
2008,Saxony,Second Stage of Tertiary Education,At least once per week,0.37413,139,338,0.32247,0.42580
2008,Saxony,Second Stage of Tertiary Education,At least once per month,0.34316,127,338,0.29247,0.39385
2008,Saxony,Second Stage of Tertiary Education,Seldom,0.22137,72,338,0.17704,0.26570
2008,Saxony-Anhalt,Upper Secondary Level,Daily,0.11273,48,412,0.08215,0.14330
2008,Saxony-Anhalt,Upper Secondary Level,At least once per week,0.37447,165,412,0.32767,0.42126
2008,Saxony-Anhalt,Upper Secondary Level,At least once per month,0.33917,132,412,0.29340,0.38494
2008,Saxony-Anhalt,Upper Secondary Level,Seldom,0.14869,67,412,0.11429,0.18309
2008,Saxony-Anhalt,First Stage of Tertiary Education,At least once per week,0.44321,32,32,0.26833,0.61808
2008,Saxony-Anhalt,Second Stage of Tertiary Education,At least once per week,0.34949,76,184,0.28041,0.41858
2008,Saxony-Anhalt,Second Stage of Tertiary Education,At least once per month,0.37137,71,184,0.30136,0.44137
2008,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.20586,37,184,0.14728,0.26445
2008,Thuringa,Upper Secondary Level,Daily,0.09959,45,505,0.07344,0.12573
2008,Thuringa,Upper Secondary Level,At least once per week,0.40697,196,505,0.36408,0.44986
2008,Thuringa,Upper Secondary Level,At least once per month,0.28183,167,505,0.24256,0.32111
2008,Thuringa,Upper Secondary Level,Seldom,0.18671,97,505,0.15269,0.22073
2008,Thuringa,Second Stage of Tertiary Education,At least once per week,0.35807,60,163,0.28424,0.43190
2008,Thuringa,Second Stage of Tertiary Education,At least once per month,0.35506,68,163,0.28137,0.42875
2008,Thuringa,Second Stage of Tertiary Education,Seldom,0.20974,35,163,0.14704,0.27243
2013,Schleswig-Holstein,Upper Secondary Level,Daily,0.09950,45,459,0.07209,0.12692
