year,regtyp,sex,pli0081,proportion,n,lower_confidence,upper_confidence
1990,Staedtischer Raum,weiblich,Min 1x pro Woche,0.16043243243243244,18165,0.15509524713365602,0.16576961773120885
1990,Staedtischer Raum,maennlich,Min 1x pro Woche,0.14475675675675675,18165,0.13963990755291483,0.14987360596059868
1990,Staedtischer Raum,maennlich,Min 1x pro Monat,0.11167567567567567,18165,0.10709527529843937,0.11625607605291197
1990,Staedtischer Raum,weiblich,Min 1x pro Monat,0.1094054054054054,18165,0.10486601236392383,0.11394479844688697
1990,Staedtischer Raum,maennlich,Seltener,0.09124324324324325,18165,0.0870556686744278,0.0954308178120587
1990,Staedtischer Raum,weiblich,Seltener,0.07902702702702703,18165,0.07510374403882898,0.08295031001522508
1990,Staedtischer Raum,weiblich,Taeglich,0.03881081081081081,18165,0.03600202147910993,0.04161960014251169
1990,Laendlicher Raum,weiblich,Min 1x pro Woche,0.03643243243243243,18165,0.03370770200738928,0.03915716285747558
1990,Laendlicher Raum,weiblich,Min 1x pro Monat,0.03513513513513514,18165,0.03245755528945021,0.03781271498082006
1990,Laendlicher Raum,maennlich,Min 1x pro Monat,0.03351351351351351,18165,0.03089625727399126,0.03613076975303576
1990,Laendlicher Raum,maennlich,Min 1x pro Woche,0.033189189189189186,18165,0.03058419091069818,0.03579418746768019
1990,Laendlicher Raum,maennlich,Seltener,0.027783783783783784,18165,0.025393686953716302,0.030173880613851265
1990,Staedtischer Raum,maennlich,Taeglich,0.02302702702702703,18165,0.020845811500914548,0.02520824255313951
1990,Laendlicher Raum,weiblich,Seltener,0.022486486486486486,18165,0.02033042790690846,0.024642545066064513
1990,Staedtischer Raum,maennlich,Nie,0.01902702702702703,18165,0.01704023522698985,0.021013818827064205
1990,Staedtischer Raum,weiblich,Nie,0.014594594594594595,18165,0.012850613156447203,0.016338576032741987
1990,Laendlicher Raum,weiblich,Taeglich,0.007891891891891892,18165,0.006605099651283553,0.00917868413250023
1990,Laendlicher Raum,maennlich,Taeglich,0.005297297297297297,18165,0.004241666157493138,0.0063529284371014565
1990,Laendlicher Raum,weiblich,Nie,0.0033513513513513515,18165,0.00251088681704224,0.004191815885660463
1990,Laendlicher Raum,maennlich,Nie,0.0029189189189189188,18165,0.0021343797629038634,0.003703458074933974
1995,Staedtischer Raum,weiblich,Min 1x pro Woche,0.14503464203233257,17246,0.13977904555102294,0.1502902385136422
1995,Staedtischer Raum,maennlich,Min 1x pro Woche,0.12471131639722864,17246,0.11978025433010779,0.1296423784643495
1995,Staedtischer Raum,weiblich,Min 1x pro Monat,0.0922247882986913,17246,0.08790636834731576,0.09654320825006683
1995,Staedtischer Raum,maennlich,Min 1x pro Monat,0.09037721324095457,17246,0.08609792028344601,0.09465650619846314
1995,Laendlicher Raum,weiblich,Min 1x pro Woche,0.07236335642802155,17246,0.06849648101584324,0.07623023184019986
1995,Staedtischer Raum,maennlich,Seltener,0.06635873749037721,17246,0.0626438047390441,0.07007367024171032
1995,Laendlicher Raum,maennlich,Min 1x pro Woche,0.0628175519630485,17246,0.059196252356250256,0.06643885156984675
1995,Staedtischer Raum,weiblich,Seltener,0.060739030023094685,17246,0.05717419903342774,0.06430386101276163
1995,Laendlicher Raum,maennlich,Min 1x pro Monat,0.054734411085450345,17246,0.05133957328355704,0.05812924888734365
1995,Laendlicher Raum,weiblich,Min 1x pro Monat,0.05227097767513472,17246,0.04894909505687485,0.055592860293394594
1995,Laendlicher Raum,maennlich,Seltener,0.0340261739799846,17246,0.03132034016996142,0.03673200779000778
1995,Laendlicher Raum,weiblich,Seltener,0.032255581216320245,17246,0.029618675181896648,0.03489248725074384
1995,Staedtischer Raum,weiblich,Taeglich,0.03187066974595843,17246,0.029249023047903305,0.03449231644401356
1995,Staedtischer Raum,maennlich,Taeglich,0.023941493456505005,17246,0.021659967443213766,0.026223019469796244
1995,Laendlicher Raum,weiblich,Taeglich,0.016397228637413396,17246,0.014501802005150055,0.018292655269676737
1995,Staedtischer Raum,maennlich,Nie,0.01123941493456505,17246,0.009666050583708249,0.012812779285421851
1995,Staedtischer Raum,weiblich,Nie,0.010700538876058506,17246,0.009164937150997983,0.012236140601119029
1995,Laendlicher Raum,maennlich,Taeglich,0.0100846805234796,17246,0.008593459645653062,0.011575901401306139
1995,Laendlicher Raum,weiblich,Nie,0.004080061585835258,17246,0.003128674059061548,0.0050314491126089685
1995,Laendlicher Raum,maennlich,Nie,0.0037721324095458045,17246,0.0028572091089724386,0.004687055710119171
1998,Staedtischer Raum,weiblich,Min 1x pro Woche,0.14769297110823632,18147,0.1425308094550704,0.15285513276140222
1998,Staedtischer Raum,maennlich,Min 1x pro Woche,0.12577260313353458,18147,0.12094803012511389,0.13059717614195526
1998,Staedtischer Raum,maennlich,Min 1x pro Monat,0.0947247376742849,18147,0.09046408939902242,0.09898538594954737
1998,Staedtischer Raum,weiblich,Min 1x pro Monat,0.0880408221934742,18147,0.08391810641168476,0.09216353797526364
1998,Laendlicher Raum,weiblich,Min 1x pro Woche,0.0752479517033204,18147,0.07140987505080298,0.0790860283558378
1998,Laendlicher Raum,maennlich,Min 1x pro Woche,0.06525801351157108,18147,0.06166452341904427,0.06885150360409789
1998,Staedtischer Raum,maennlich,Seltener,0.06015523932729625,18147,0.05669569863263071,0.0636147800219618
1998,Staedtischer Raum,weiblich,Seltener,0.05965214891476211,18147,0.05620618308522454,0.06309811474429967
1998,Laendlicher Raum,maennlich,Min 1x pro Monat,0.056921086675291076,18147,0.053550043924128904,0.06029212942645325
1998,Laendlicher Raum,weiblich,Min 1x pro Monat,0.054118154376886586,18147,0.050826277484337545,0.05741003126943563
1998,Staedtischer Raum,weiblich,Taeglich,0.035863159407790716,18147,0.03315766111615534,0.03856865769942609
1998,Laendlicher Raum,maennlich,Seltener,0.03449762828805519,18147,0.031842258905335936,0.03715299767077445
1998,Laendlicher Raum,weiblich,Seltener,0.03040103492884864,18147,0.027903026453388484,0.0328990434043088
1998,Staedtischer Raum,maennlich,Taeglich,0.025945091274974845,18147,0.023632105441412036,0.028258077108537654
1998,Laendlicher Raum,weiblich,Taeglich,0.017033203967227253,18147,0.015150546768770604,0.018915861165683903
1998,Laendlicher Raum,maennlich,Taeglich,0.011571079488285181,18147,0.010015066161637614,0.013127092814932748
1998,Staedtischer Raum,maennlich,Nie,0.007330746011211729,18147,0.006089579573229891,0.008571912449193569
1998,Staedtischer Raum,weiblich,Nie,0.005965214891476211,18147,0.004844829365650715,0.007085600417301708
1998,Laendlicher Raum,weiblich,Nie,0.002012361650136553,18147,0.001360329141810297,0.002664394158462809
1998,Laendlicher Raum,maennlich,Nie,0.0017967514733362082,18147,0.0011805721144178864,0.00241293083225453
2003,Staedtischer Raum,weiblich,Min 1x pro Woche,0.14489278302974407,27727,0.14074956017968276,0.14903600587980537
2003,Staedtischer Raum,maennlich,Min 1x pro Woche,0.11989854738298363,27727,0.116074898899415,0.12372219586655225
