year,quintil_oecd,plh0184,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,4th Quintile,Sometimes,0.40815,1530,3427,0.39169,0.42461
2010,4th Quintile,Often,0.13840,559,3427,0.12683,0.14996
2010,4th Quintile,Very often,0.02793,113,3427,0.02242,0.03345
2010,5th Quintile,Very seldom,0.08096,429,4374,0.07287,0.08904
2010,5th Quintile,Seldom,0.24617,1203,4374,0.23340,0.25894
2010,5th Quintile,Sometimes,0.39876,1916,4374,0.38425,0.41327
2010,5th Quintile,Often,0.17066,719,4374,0.15951,0.18181
2010,5th Quintile,Very often,0.02120,107,4374,0.01693,0.02547
2011,1st Quintile,Very seldom,0.07890,278,2448,0.06822,0.08959
2011,1st Quintile,Seldom,0.17196,596,2448,0.15701,0.18691
2011,1st Quintile,Sometimes,0.26075,977,2448,0.24335,0.27814
2011,1st Quintile,Often,0.12532,474,2448,0.11220,0.13844
2011,1st Quintile,Very often,0.02963,123,2448,0.02291,0.03635
2011,2nd Quintile,Very seldom,0.10451,357,2745,0.09306,0.11595
2011,2nd Quintile,Seldom,0.17282,661,2745,0.15868,0.18697
2011,2nd Quintile,Sometimes,0.29017,1133,2745,0.27319,0.30715
2011,2nd Quintile,Often,0.11907,484,2745,0.10695,0.13119
2011,2nd Quintile,Very often,0.02514,110,2745,0.01928,0.03099
2011,3rd Quintile,Very seldom,0.08192,312,3063,0.07220,0.09163
2011,3rd Quintile,Seldom,0.16976,714,3063,0.15646,0.18306
2011,3rd Quintile,Sometimes,0.35913,1379,3063,0.34214,0.37613
2011,3rd Quintile,Often,0.13854,534,3063,0.12630,0.15077
2011,3rd Quintile,Very often,0.02698,124,3063,0.02124,0.03272
2011,4th Quintile,Very seldom,0.08589,313,3209,0.07620,0.09559
2011,4th Quintile,Seldom,0.19034,787,3209,0.17675,0.20392
2011,4th Quintile,Sometimes,0.35285,1413,3209,0.33631,0.36938
2011,4th Quintile,Often,0.14094,575,3209,0.12890,0.15298
2011,4th Quintile,Very often,0.03079,121,3209,0.02481,0.03677
2011,5th Quintile,Very seldom,0.07855,416,4134,0.07035,0.08675
2011,5th Quintile,Seldom,0.20967,1084,4134,0.19726,0.22208
2011,5th Quintile,Sometimes,0.38309,1798,4134,0.36826,0.39791
2011,5th Quintile,Often,0.14175,695,4134,0.13112,0.15238
2011,5th Quintile,Very often,0.03234,141,4134,0.02695,0.03774
2012,1st Quintile,Very seldom,0.08435,370,3016,0.07443,0.09427
2012,1st Quintile,Seldom,0.18931,784,3016,0.17533,0.20330
2012,1st Quintile,Sometimes,0.24662,1131,3016,0.23123,0.26200
2012,1st Quintile,Often,0.11556,572,3016,0.10414,0.12697
2012,1st Quintile,Very often,0.02724,159,3016,0.02143,0.03305
2012,2nd Quintile,Very seldom,0.09484,419,3194,0.08468,0.10501
2012,2nd Quintile,Seldom,0.19847,850,3194,0.18463,0.21230
2012,2nd Quintile,Sometimes,0.30213,1310,3194,0.28620,0.31806
2012,2nd Quintile,Often,0.10893,494,3194,0.09812,0.11973
2012,2nd Quintile,Very often,0.02753,121,3194,0.02185,0.03320
2012,3rd Quintile,Very seldom,0.07473,367,3499,0.06602,0.08345
2012,3rd Quintile,Seldom,0.20536,935,3499,0.19197,0.21875
2012,3rd Quintile,Sometimes,0.32717,1502,3499,0.31162,0.34272
2012,3rd Quintile,Often,0.12618,562,3499,0.11517,0.13718
2012,3rd Quintile,Very often,0.02846,133,3499,0.02295,0.03397
2012,4th Quintile,Very seldom,0.08371,398,3768,0.07487,0.09256
2012,4th Quintile,Seldom,0.22188,1063,3768,0.20862,0.23515
2012,4th Quintile,Sometimes,0.33603,1558,3768,0.32095,0.35112
2012,4th Quintile,Often,0.12816,631,3768,0.11749,0.13884
2012,4th Quintile,Very often,0.02870,118,3768,0.02337,0.03403
2012,5th Quintile,Very seldom,0.08838,518,4515,0.08010,0.09666
2012,5th Quintile,Seldom,0.23479,1242,4515,0.22242,0.24715
2012,5th Quintile,Sometimes,0.35325,1908,4515,0.33930,0.36719
2012,5th Quintile,Often,0.14164,724,4515,0.13147,0.15181
2012,5th Quintile,Very often,0.02685,123,4515,0.02214,0.03157
2013,1st Quintile,Very seldom,0.08091,471,5174,0.07348,0.08834
2013,1st Quintile,Seldom,0.21312,1217,5174,0.20196,0.22428
2013,1st Quintile,Sometimes,0.30907,1948,5174,0.29647,0.32166
2013,1st Quintile,Often,0.16141,1141,5174,0.15139,0.17144
2013,1st Quintile,Very often,0.04827,397,5174,0.04243,0.05412
2013,2nd Quintile,Very seldom,0.09676,554,5168,0.08870,0.10482
2013,2nd Quintile,Seldom,0.23871,1333,5168,0.22709,0.25034
2013,2nd Quintile,Sometimes,0.32650,2072,5168,0.31371,0.33928
2013,2nd Quintile,Often,0.13412,962,5168,0.12482,0.14341
2013,2nd Quintile,Very often,0.03303,247,5168,0.02816,0.03790
2013,3rd Quintile,Very seldom,0.08108,438,4923,0.07345,0.08870
2013,3rd Quintile,Seldom,0.22799,1342,4923,0.21627,0.23971
2013,3rd Quintile,Sometimes,0.35452,2051,4923,0.34115,0.36788
2013,3rd Quintile,Often,0.14773,885,4923,0.13782,0.15765
2013,3rd Quintile,Very often,0.03050,207,4923,0.02570,0.03530
2013,4th Quintile,Very seldom,0.09851,476,4879,0.09015,0.10688
2013,4th Quintile,Seldom,0.24070,1302,4879,0.22871,0.25270
2013,4th Quintile,Sometimes,0.35683,2105,4879,0.34339,0.37028
2013,4th Quintile,Often,0.13847,829,4879,0.12878,0.14816
2013,4th Quintile,Very often,0.02893,167,4879,0.02422,0.03363
2013,5th Quintile,Very seldom,0.09992,620,5462,0.09196,0.10787
2013,5th Quintile,Seldom,0.25520,1560,5462,0.24364,0.26677
2013,5th Quintile,Sometimes,0.37526,2236,5462,0.36242,0.38810
2013,5th Quintile,Often,0.14234,880,5462,0.13307,0.15161
2013,5th Quintile,Very often,0.02401,166,5462,0.01995,0.02807
2014,1st Quintile,Very seldom,0.09796,681,5780,0.09030,0.10563
2014,1st Quintile,Seldom,0.21642,1390,5780,0.20580,0.22703
2014,1st Quintile,Sometimes,0.27093,2092,5780,0.25947,0.28238
2014,1st Quintile,Often,0.15350,1197,5780,0.14420,0.16279
2014,1st Quintile,Very often,0.04819,420,5780,0.04267,0.05371
2014,2nd Quintile,Very seldom,0.11119,698,5506,0.10289,0.11950
2014,2nd Quintile,Seldom,0.21447,1369,5506,0.20363,0.22531
2014,2nd Quintile,Sometimes,0.30709,2087,5506,0.29491,0.31928
2014,2nd Quintile,Often,0.14211,1049,5506,0.13289,0.15133
2014,2nd Quintile,Very often,0.03867,303,5506,0.03358,0.04377
2014,3rd Quintile,Very seldom,0.09028,517,5172,0.08246,0.09809
2014,3rd Quintile,Seldom,0.22099,1306,5172,0.20968,0.23230
2014,3rd Quintile,Sometimes,0.35099,2158,5172,0.33798,0.36400
2014,3rd Quintile,Often,0.15125,980,5172,0.14148,0.16102
2014,3rd Quintile,Very often,0.02766,211,5172,0.02319,0.03214
2014,4th Quintile,Very seldom,0.09705,525,5152,0.08896,0.10513
2014,4th Quintile,Seldom,0.22570,1310,5152,0.21428,0.23711
2014,4th Quintile,Sometimes,0.36013,2195,5152,0.34702,0.37324
2014,4th Quintile,Often,0.14430,916,5152,0.13471,0.15390
2014,4th Quintile,Very often,0.03337,206,5152,0.02847,0.03828
2014,5th Quintile,Very seldom,0.09936,601,5402,0.09138,0.10733
2014,5th Quintile,Seldom,0.25492,1530,5402,0.24330,0.26655
2014,5th Quintile,Sometimes,0.36498,2198,5402,0.35214,0.37782
2014,5th Quintile,Often,0.14973,894,5402,0.14022,0.15925
2014,5th Quintile,Very often,0.02821,179,5402,0.02379,0.03262
2015,1st Quintile,Very seldom,0.09637,566,4991,0.08819,0.10456
2015,1st Quintile,Seldom,0.21478,1194,4991,0.20338,0.22617
2015,1st Quintile,Sometimes,0.27733,1859,4991,0.26491,0.28975
2015,1st Quintile,Often,0.15054,1008,4991,0.14062,0.16046
2015,1st Quintile,Very often,0.05287,364,4991,0.04667,0.05908
2015,2nd Quintile,Very seldom,0.10855,599,5273,0.10015,0.11694
2015,2nd Quintile,Seldom,0.22044,1373,5273,0.20925,0.23163
2015,2nd Quintile,Sometimes,0.31767,2074,5273,0.30510,0.33024
2015,2nd Quintile,Often,0.14197,972,5273,0.13254,0.15139
2015,2nd Quintile,Very often,0.03654,255,5273,0.03148,0.04161
2015,3rd Quintile,Very seldom,0.09195,522,4867,0.08383,0.10007
2015,3rd Quintile,Seldom,0.23516,1353,4867,0.22325,0.24708
2015,3rd Quintile,Sometimes,0.34198,1910,4867,0.32866,0.35531
2015,3rd Quintile,Often,0.13479,876,4867,0.12520,0.14439
2015,3rd Quintile,Very often,0.03103,206,4867,0.02616,0.03590
2015,4th Quintile,Very seldom,0.10164,460,4760,0.09305,0.11022
2015,4th Quintile,Seldom,0.22981,1305,4760,0.21785,0.24176
2015,4th Quintile,Sometimes,0.35736,2014,4760,0.34374,0.37097
2015,4th Quintile,Often,0.14142,827,4760,0.13152,0.15132
2015,4th Quintile,Very often,0.02982,154,4760,0.02499,0.03465
2015,5th Quintile,Very seldom,0.09561,518,5091,0.08753,0.10369
2015,5th Quintile,Seldom,0.26112,1504,5091,0.24905,0.27319
2015,5th Quintile,Sometimes,0.36966,2137,5091,0.35640,0.38292
2015,5th Quintile,Often,0.14433,801,5091,0.13468,0.15399
2015,5th Quintile,Very often,0.02396,131,5091,0.01976,0.02816
2016,1st Quintile,Very seldom,0.09509,606,4959,0.08693,0.10326
2016,1st Quintile,Seldom,0.20291,1215,4959,0.19172,0.21410
2016,1st Quintile,Sometimes,0.28498,1856,4959,0.27242,0.29755
2016,1st Quintile,Often,0.14946,941,4959,0.13954,0.15939
2016,1st Quintile,Very often,0.04706,341,4959,0.04117,0.05296
2016,2nd Quintile,Very seldom,0.10613,630,5119,0.09769,0.11457
2016,2nd Quintile,Seldom,0.22011,1318,5119,0.20875,0.23146
2016,2nd Quintile,Sometimes,0.32077,2015,5119,0.30798,0.33355
2016,2nd Quintile,Often,0.13058,878,5119,0.12135,0.13981
2016,2nd Quintile,Very often,0.03850,278,5119,0.03323,0.04377
2016,3rd Quintile,Very seldom,0.08822,499,4639,0.08006,0.09638
2016,3rd Quintile,Seldom,0.21220,1184,4639,0.20043,0.22396
2016,3rd Quintile,Sometimes,0.35093,1926,4639,0.33719,0.36467
2016,3rd Quintile,Often,0.14665,835,4639,0.13647,0.15683
2016,3rd Quintile,Very often,0.03348,195,4639,0.02830,0.03866
2016,4th Quintile,Very seldom,0.09579,474,4581,0.08727,0.10432
2016,4th Quintile,Seldom,0.23179,1241,4581,0.21957,0.24401
2016,4th Quintile,Sometimes,0.35738,1900,4581,0.34350,0.37126
2016,4th Quintile,Often,0.14868,801,4581,0.13837,0.15898
2016,4th Quintile,Very often,0.03110,165,4581,0.02607,0.03613
2016,5th Quintile,Very seldom,0.11380,579,4811,0.10482,0.12277
2016,5th Quintile,Seldom,0.25213,1414,4811,0.23985,0.26440
2016,5th Quintile,Sometimes,0.35279,1949,4811,0.33928,0.36629
2016,5th Quintile,Often,0.14439,724,4811,0.13445,0.15432
2016,5th Quintile,Very often,0.03061,145,4811,0.02574,0.03548
2017,1st Quintile,Very seldom,0.11120,606,4612,0.10212,0.12027
2017,1st Quintile,Seldom,0.18079,1065,4612,0.16969,0.19190
2017,1st Quintile,Sometimes,0.26778,1723,4612,0.25500,0.28056
2017,1st Quintile,Often,0.14483,884,4612,0.13467,0.15498
2017,1st Quintile,Very often,0.05441,334,4612,0.04786,0.06095
2017,2nd Quintile,Very seldom,0.10899,569,4811,0.10019,0.11780
2017,2nd Quintile,Seldom,0.22227,1313,4811,0.21052,0.23402
2017,2nd Quintile,Sometimes,0.32153,1892,4811,0.30833,0.33473
2017,2nd Quintile,Often,0.13267,794,4811,0.12309,0.14226
2017,2nd Quintile,Very often,0.03701,243,4811,0.03168,0.04235
2017,3rd Quintile,Very seldom,0.09028,471,4393,0.08181,0.09876
2017,3rd Quintile,Seldom,0.22385,1182,4393,0.21153,0.23618
2017,3rd Quintile,Sometimes,0.35684,1838,4393,0.34267,0.37101
2017,3rd Quintile,Often,0.12971,740,4393,0.11977,0.13965
2017,3rd Quintile,Very often,0.03131,162,4393,0.02616,0.03646
2017,4th Quintile,Very seldom,0.08859,435,4323,0.08012,0.09706
2017,4th Quintile,Seldom,0.25402,1245,4323,0.24105,0.26700
2017,4th Quintile,Sometimes,0.35689,1823,4323,0.34260,0.37117
2017,4th Quintile,Often,0.14824,691,4323,0.13765,0.15884
2017,4th Quintile,Very often,0.02570,129,4323,0.02099,0.03042
2017,5th Quintile,Very seldom,0.10533,548,4536,0.09639,0.11426
2017,5th Quintile,Seldom,0.27334,1360,4536,0.26037,0.28632
2017,5th Quintile,Sometimes,0.34504,1825,4536,0.33120,0.35888
2017,5th Quintile,Often,0.13443,675,4536,0.12451,0.14436
2017,5th Quintile,Very often,0.02983,128,4536,0.02488,0.03478
2018,1st Quintile,Very seldom,0.09986,552,4641,0.09123,0.10849
2018,1st Quintile,Seldom,0.19965,1157,4641,0.18815,0.21115
2018,1st Quintile,Sometimes,0.27298,1728,4641,0.26016,0.28579
2018,1st Quintile,Often,0.13771,894,4641,0.12780,0.14763
2018,1st Quintile,Very often,0.05208,310,4641,0.04569,0.05847
2018,2nd Quintile,Very seldom,0.09785,615,5224,0.08980,0.10591
2018,2nd Quintile,Seldom,0.24162,1438,5224,0.23001,0.25323
2018,2nd Quintile,Sometimes,0.30936,1938,5224,0.29682,0.32189
2018,2nd Quintile,Often,0.13302,979,5224,0.12381,0.14223
2018,2nd Quintile,Very often,0.03435,254,5224,0.02941,0.03929
2018,3rd Quintile,Very seldom,0.08548,472,4747,0.07753,0.09344
2018,3rd Quintile,Seldom,0.22554,1282,4747,0.21364,0.23743
2018,3rd Quintile,Sometimes,0.35855,2021,4747,0.34490,0.37219
2018,3rd Quintile,Often,0.14071,801,4747,0.13082,0.15060
2018,3rd Quintile,Very often,0.03129,171,4747,0.02633,0.03624
2018,4th Quintile,Very seldom,0.10358,516,4607,0.09478,0.11238
2018,4th Quintile,Seldom,0.24419,1331,4607,0.23179,0.25660
2018,4th Quintile,Sometimes,0.35390,1904,4607,0.34009,0.36771
2018,4th Quintile,Often,0.13585,698,4607,0.12596,0.14575
2018,4th Quintile,Very often,0.02783,158,4607,0.02308,0.03258
2018,5th Quintile,Very seldom,0.10868,628,5080,0.10012,0.11724
2018,5th Quintile,Seldom,0.26552,1523,5080,0.25337,0.27766
2018,5th Quintile,Sometimes,0.35412,2023,5080,0.34096,0.36727
2018,5th Quintile,Often,0.13513,746,5080,0.12573,0.14453
2018,5th Quintile,Very often,0.02963,160,5080,0.02497,0.03430
2019,1st Quintile,Very seldom,0.11518,593,4389,0.10573,0.12462
2019,1st Quintile,Seldom,0.20192,1148,4389,0.19004,0.21380
2019,1st Quintile,Sometimes,0.25518,1544,4389,0.24228,0.26808
2019,1st Quintile,Often,0.14224,837,4389,0.13191,0.15258
2019,1st Quintile,Very often,0.04150,267,4389,0.03560,0.04741
2019,2nd Quintile,Very seldom,0.10074,618,4756,0.09218,0.10929
2019,2nd Quintile,Seldom,0.23661,1336,4756,0.22453,0.24869
2019,2nd Quintile,Sometimes,0.32102,1829,4756,0.30775,0.33429
2019,2nd Quintile,Often,0.12663,765,4756,0.11717,0.13608
2019,2nd Quintile,Very often,0.03024,208,4756,0.02537,0.03511
2019,3rd Quintile,Very seldom,0.09565,499,4503,0.08706,0.10425
2019,3rd Quintile,Seldom,0.25503,1291,4503,0.24229,0.26776
2019,3rd Quintile,Sometimes,0.31555,1780,4503,0.30197,0.32912
2019,3rd Quintile,Often,0.13656,739,4503,0.12653,0.14659
2019,3rd Quintile,Very often,0.03441,194,4503,0.02909,0.03974
2019,4th Quintile,Very seldom,0.10069,480,4266,0.09166,0.10972
2019,4th Quintile,Seldom,0.24642,1237,4266,0.23349,0.25936
2019,4th Quintile,Sometimes,0.35209,1768,4266,0.33776,0.36643
2019,4th Quintile,Often,0.13158,645,4266,0.12144,0.14173
2019,4th Quintile,Very often,0.02449,136,4266,0.01985,0.02913
2019,5th Quintile,Very seldom,0.10664,584,4781,0.09789,0.11540
2019,5th Quintile,Seldom,0.27293,1525,4781,0.26031,0.28556
2019,5th Quintile,Sometimes,0.36397,1860,4781,0.35033,0.37761
2019,5th Quintile,Often,0.13082,691,4781,0.12126,0.14038
2019,5th Quintile,Very often,0.02260,121,4781,0.01839,0.02682
2020,1st Quintile,Very seldom,0.10686,519,4261,0.09758,0.11614
2020,1st Quintile,Seldom,0.20505,1063,4261,0.19292,0.21717
2020,1st Quintile,Sometimes,0.27254,1584,4261,0.25917,0.28591
2020,1st Quintile,Often,0.13767,855,4261,0.12732,0.14801
2020,1st Quintile,Very often,0.04809,240,4261,0.04167,0.05452
2020,2nd Quintile,Very seldom,0.08377,463,4532,0.07570,0.09183
2020,2nd Quintile,Seldom,0.20054,1166,4532,0.18888,0.21219
2020,2nd Quintile,Sometimes,0.34314,1848,4532,0.32931,0.35696
2020,2nd Quintile,Often,0.14138,833,4532,0.13124,0.15153
2020,2nd Quintile,Very often,0.03754,222,4532,0.03200,0.04307
2020,3rd Quintile,Very seldom,0.09302,465,4386,0.08442,0.10162
2020,3rd Quintile,Seldom,0.22226,1187,4386,0.20995,0.23456
2020,3rd Quintile,Sometimes,0.34877,1800,4386,0.33467,0.36288
2020,3rd Quintile,Often,0.14134,769,4386,0.13103,0.15165
2020,3rd Quintile,Very often,0.03314,165,4386,0.02784,0.03844
2020,4th Quintile,Very seldom,0.08275,431,4413,0.07463,0.09088
2020,4th Quintile,Seldom,0.23325,1245,4413,0.22077,0.24573
2020,4th Quintile,Sometimes,0.37398,1884,4413,0.35970,0.38826
2020,4th Quintile,Often,0.13643,707,4413,0.12630,0.14656
2020,4th Quintile,Very often,0.02462,146,4413,0.02005,0.02919
2020,5th Quintile,Very seldom,0.09287,686,5987,0.08552,0.10022
2020,5th Quintile,Seldom,0.27524,1757,5987,0.26393,0.28656
2020,5th Quintile,Sometimes,0.35807,2417,5987,0.34593,0.37022
2020,5th Quintile,Often,0.12963,927,5987,0.12112,0.13814
2020,5th Quintile,Very often,0.02657,200,5987,0.02250,0.03065
2021,1st Quintile,Very seldom,0.10320,449,3187,0.09264,0.11376
2021,1st Quintile,Seldom,0.22332,938,3187,0.20886,0.23778
2021,1st Quintile,Sometimes,0.25842,1059,3187,0.24322,0.27362
2021,1st Quintile,Often,0.13068,548,3187,0.11897,0.14238
2021,1st Quintile,Very often,0.04956,193,3187,0.04202,0.05710
2021,2nd Quintile,Very seldom,0.09878,470,3383,0.08873,0.10884
2021,2nd Quintile,Seldom,0.24266,1043,3383,0.22821,0.25711
2021,2nd Quintile,Sometimes,0.29827,1219,3383,0.28285,0.31368
2021,2nd Quintile,Often,0.12745,514,3383,0.11621,0.13869
2021,2nd Quintile,Very often,0.03902,137,3383,0.03249,0.04554
2021,3rd Quintile,Very seldom,0.11317,384,3008,0.10185,0.12450
2021,3rd Quintile,Seldom,0.23869,945,3008,0.22346,0.25393
2021,3rd Quintile,Sometimes,0.31274,1088,3008,0.29617,0.32931
2021,3rd Quintile,Often,0.12584,477,3008,0.11399,0.13770
2021,3rd Quintile,Very often,0.02886,114,3008,0.02288,0.03484
2021,4th Quintile,Very seldom,0.11088,427,3242,0.10007,0.12169
2021,4th Quintile,Seldom,0.27286,1040,3242,0.25753,0.28820
2021,4th Quintile,Sometimes,0.31911,1229,3242,0.30306,0.33516
2021,4th Quintile,Often,0.12667,445,3242,0.11522,0.13812
2021,4th Quintile,Very often,0.03066,101,3242,0.02473,0.03660
2021,5th Quintile,Very seldom,0.12448,633,4306,0.11462,0.13435
2021,5th Quintile,Seldom,0.29291,1440,4306,0.27931,0.30650
2021,5th Quintile,Sometimes,0.32163,1564,4306,0.30768,0.33559
2021,5th Quintile,Often,0.11683,541,4306,0.10724,0.12643
2021,5th Quintile,Very often,0.02235,128,4306,0.01794,0.02677
