year,bula_h,plh0184,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Schleswig-Holstein,Very seldom,0.12883,112,594,0.10187,0.15580
2007,Schleswig-Holstein,Seldom,0.19672,146,594,0.16472,0.22871
2007,Schleswig-Holstein,Sometimes,0.34401,241,594,0.30578,0.38225
2007,Schleswig-Holstein,Often,0.14332,95,594,0.11512,0.17152
2007,Hamburg,Seldom,0.17795,66,256,0.13100,0.22489
2007,Hamburg,Sometimes,0.43792,137,256,0.37702,0.49881
2007,Hamburg,Often,0.14261,53,256,0.09969,0.18553
2007,Lower Saxony,Very seldom,0.09385,176,1820,0.08045,0.10726
2007,Lower Saxony,Seldom,0.17995,422,1820,0.16229,0.19760
2007,Lower Saxony,Sometimes,0.32352,724,1820,0.30202,0.34502
2007,Lower Saxony,Often,0.18513,405,1820,0.16728,0.20298
2007,Lower Saxony,Very often,0.04020,93,1820,0.03117,0.04923
2007,Bremen,Seldom,0.22142,37,100,0.13963,0.30320
2007,Bremen,Sometimes,0.38427,63,100,0.28845,0.48009
2007,North Rhine-Westphalia,Very seldom,0.09754,526,4196,0.08857,0.10652
2007,North Rhine-Westphalia,Seldom,0.18981,991,4196,0.17794,0.20168
2007,North Rhine-Westphalia,Sometimes,0.32836,1662,4196,0.31415,0.34257
2007,North Rhine-Westphalia,Often,0.16987,810,4196,0.15850,0.18123
2007,North Rhine-Westphalia,Very often,0.03672,207,4196,0.03102,0.04241
2007,Hesse,Very seldom,0.08201,140,1391,0.06759,0.09644
2007,Hesse,Seldom,0.14342,267,1391,0.12499,0.16184
2007,Hesse,Sometimes,0.35223,596,1391,0.32712,0.37734
2007,Hesse,Often,0.17140,292,1391,0.15159,0.19121
2007,Hesse,Very often,0.06705,96,1391,0.05390,0.08020
2007,"Rhineland-Palatinate, Saarland",Very seldom,0.12067,163,1170,0.10199,0.13934
2007,"Rhineland-Palatinate, Saarland",Seldom,0.15320,234,1170,0.13255,0.17385
2007,"Rhineland-Palatinate, Saarland",Sometimes,0.31053,446,1170,0.28401,0.33706
2007,"Rhineland-Palatinate, Saarland",Often,0.17056,243,1170,0.14900,0.19213
2007,"Rhineland-Palatinate, Saarland",Very often,0.05811,84,1170,0.04470,0.07153
2007,Baden-Wuerttemberg,Very seldom,0.05861,166,2476,0.04936,0.06787
2007,Baden-Wuerttemberg,Seldom,0.18067,550,2476,0.16552,0.19583
2007,Baden-Wuerttemberg,Sometimes,0.35058,1072,2476,0.33178,0.36938
2007,Baden-Wuerttemberg,Often,0.17093,532,2476,0.15610,0.18576
2007,Baden-Wuerttemberg,Very often,0.05119,156,2476,0.04251,0.05988
2007,Bavaria,Very seldom,0.08820,313,2944,0.07796,0.09845
2007,Bavaria,Seldom,0.19160,675,2944,0.17738,0.20582
2007,Bavaria,Sometimes,0.34176,1242,2944,0.32462,0.35890
2007,Bavaria,Often,0.15559,553,2944,0.14249,0.16868
2007,Bavaria,Very often,0.04780,161,2944,0.04009,0.05551
2007,Berlin,Very seldom,0.06690,54,751,0.04902,0.08478
2007,Berlin,Seldom,0.16665,147,751,0.13998,0.19332
2007,Berlin,Sometimes,0.35213,307,751,0.31795,0.38632
2007,Berlin,Often,0.18810,164,751,0.16013,0.21607
2007,Berlin,Very often,0.08843,79,751,0.06811,0.10875
2007,Brandenburg,Very seldom,0.05597,58,859,0.04059,0.07135
2007,Brandenburg,Seldom,0.19514,198,859,0.16862,0.22166
2007,Brandenburg,Sometimes,0.36346,360,859,0.33127,0.39564
2007,Brandenburg,Often,0.20050,195,859,0.17371,0.22730
2007,Brandenburg,Very often,0.05087,48,859,0.03617,0.06558
2007,Mecklenburg-Western Pomerania,Very seldom,0.09323,56,491,0.06748,0.11897
2007,Mecklenburg-Western Pomerania,Seldom,0.19640,122,491,0.16122,0.23157
