year,sex,plh0184,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,male,Very seldom,0.07892,988,9752,0.07357,0.08427
2007,male,Seldom,0.18579,2240,9752,0.17807,0.19351
2007,male,Sometimes,0.33575,4004,9752,0.32637,0.34512
2007,male,Often,0.17984,2027,9752,0.17221,0.18746
2007,male,Very often,0.04406,493,9752,0.03998,0.04813
2007,female,Very seldom,0.09400,1087,10702,0.08847,0.09953
2007,female,Seldom,0.17378,2261,10702,0.16660,0.18096
2007,female,Sometimes,0.35286,4508,10702,0.34381,0.36192
2007,female,Often,0.16619,2174,10702,0.15913,0.17324
2007,female,Very often,0.05318,672,10702,0.04893,0.05743
2008,male,Very seldom,0.08405,963,9184,0.07837,0.08972
2008,male,Seldom,0.20384,2339,9184,0.19560,0.21208
2008,male,Sometimes,0.35080,3856,9184,0.34104,0.36056
2008,male,Often,0.15407,1664,9184,0.14669,0.16146
2008,male,Very often,0.03512,362,9184,0.03136,0.03889
2008,female,Very seldom,0.08642,978,10082,0.08094,0.09191
2008,female,Seldom,0.19768,2380,10082,0.18990,0.20545
2008,female,Sometimes,0.36079,4367,10082,0.35142,0.37017
2008,female,Often,0.16084,1869,10082,0.15367,0.16801
2008,female,Very often,0.03903,488,10082,0.03525,0.04281
2009,male,Very seldom,0.08450,949,8568,0.07861,0.09039
2009,male,Seldom,0.21374,2257,8568,0.20505,0.22242
2009,male,Sometimes,0.34601,3481,8568,0.33594,0.35609
2009,male,Often,0.15392,1555,8568,0.14628,0.16156
2009,male,Very often,0.03307,326,8568,0.02928,0.03685
2009,female,Very seldom,0.09220,940,9383,0.08634,0.09805
2009,female,Seldom,0.20369,2327,9383,0.19554,0.21183
2009,female,Sometimes,0.35020,3941,9383,0.34055,0.35986
2009,female,Often,0.16298,1768,9383,0.15550,0.17045
2009,female,Very often,0.03558,407,9383,0.03184,0.03933
2010,male,Very seldom,0.08167,883,7902,0.07563,0.08771
2010,male,Seldom,0.20535,2153,7902,0.19644,0.21425
2010,male,Sometimes,0.32253,3357,7902,0.31222,0.33283
2010,male,Often,0.13184,1296,7902,0.12438,0.13930
2010,male,Very often,0.02079,213,7902,0.01764,0.02393
2010,female,Very seldom,0.08491,910,8688,0.07905,0.09077
2010,female,Seldom,0.19334,2195,8688,0.18503,0.20164
2010,female,Sometimes,0.33089,3814,8688,0.32100,0.34079
2010,female,Often,0.12471,1486,8688,0.11776,0.13166
2010,female,Very often,0.02354,283,8688,0.02036,0.02673
2011,male,Very seldom,0.09507,1252,9749,0.08925,0.10089
2011,male,Seldom,0.19752,2611,9749,0.18962,0.20543
2011,male,Sometimes,0.31344,3957,9749,0.30423,0.32265
2011,male,Often,0.12943,1591,9749,0.12276,0.13609
2011,male,Very often,0.02721,338,9749,0.02398,0.03044
2011,female,Very seldom,0.09447,1260,10901,0.08898,0.09996
2011,female,Seldom,0.18662,2698,10901,0.17931,0.19394
2011,female,Sometimes,0.31615,4490,10901,0.30742,0.32488
2011,female,Often,0.13084,1945,10901,0.12451,0.13717
2011,female,Very often,0.03355,508,10901,0.03017,0.03693
2012,male,Very seldom,0.08742,1198,9633,0.08178,0.09307
2012,male,Seldom,0.22207,2778,9633,0.21377,0.23037
2012,male,Sometimes,0.31129,3855,9633,0.30204,0.32053
2012,male,Often,0.12291,1509,9633,0.11635,0.12947
2012,male,Very often,0.02528,293,9633,0.02215,0.02842
2012,female,Very seldom,0.08817,1228,10804,0.08282,0.09352
2012,female,Seldom,0.20552,2821,10804,0.19790,0.21314
2012,female,Sometimes,0.31731,4501,10804,0.30854,0.32609
2012,female,Often,0.12469,1806,10804,0.11846,0.13092
2012,female,Very often,0.03130,448,10804,0.02802,0.03459
2013,male,Very seldom,0.08441,1296,11575,0.07935,0.08948
2013,male,Seldom,0.21221,3257,11575,0.20476,0.21966
2013,male,Sometimes,0.30828,4650,11575,0.29987,0.31670
2013,male,Often,0.12582,1951,11575,0.11978,0.13186
2013,male,Very often,0.02592,421,11575,0.02302,0.02881
2013,female,Very seldom,0.08149,1264,14035,0.07697,0.08602
2013,female,Seldom,0.21390,3497,14035,0.20711,0.22068
2013,female,Sometimes,0.31638,5763,14035,0.30869,0.32408
2013,female,Often,0.13546,2748,14035,0.12980,0.14112
2013,female,Very often,0.03280,763,14035,0.02985,0.03574
2014,male,Very seldom,0.10253,1516,12405,0.09720,0.10787
2014,male,Seldom,0.23372,3433,12405,0.22628,0.24117
2014,male,Sometimes,0.32401,4884,12405,0.31577,0.33224
2014,male,Often,0.14445,2089,12405,0.13826,0.15064
2014,male,Very often,0.03020,483,12405,0.02719,0.03322
2014,female,Very seldom,0.09599,1508,14614,0.09121,0.10076
2014,female,Seldom,0.21966,3475,14614,0.21295,0.22638
2014,female,Sometimes,0.33736,5846,14614,0.32970,0.34503
2014,female,Often,0.15176,2948,14614,0.14595,0.15758
2014,female,Very often,0.04006,837,14614,0.03688,0.04324
2015,male,Very seldom,0.09868,1338,11434,0.09321,0.10415
2015,male,Seldom,0.22697,3275,11434,0.21929,0.23464
2015,male,Sometimes,0.31963,4522,11434,0.31108,0.32818
2015,male,Often,0.13797,1876,11434,0.13165,0.14429
2015,male,Very often,0.03180,423,11434,0.02858,0.03502
2015,female,Very seldom,0.09446,1327,13552,0.08954,0.09939
2015,female,Seldom,0.22716,3454,13552,0.22011,0.23422
2015,female,Sometimes,0.33156,5474,13552,0.32363,0.33949
2015,female,Often,0.14064,2610,13552,0.13479,0.14649
2015,female,Very often,0.03593,687,13552,0.03280,0.03906
2016,male,Very seldom,0.09958,1403,11033,0.09399,0.10517
2016,male,Seldom,0.22329,3105,11033,0.21552,0.23106
2016,male,Sometimes,0.33197,4367,11033,0.32319,0.34076
2016,male,Often,0.13688,1744,11033,0.13047,0.14329
2016,male,Very often,0.03112,414,11033,0.02788,0.03436
2016,female,Very seldom,0.09894,1386,13080,0.09382,0.10405
2016,female,Seldom,0.22175,3267,13080,0.21463,0.22887
2016,female,Sometimes,0.33139,5281,13080,0.32332,0.33946
2016,female,Often,0.14906,2436,13080,0.14296,0.15517
2016,female,Very often,0.04047,710,13080,0.03709,0.04384
2017,male,Very seldom,0.09624,1486,12190,0.09100,0.10147
2017,male,Seldom,0.24308,3642,12190,0.23546,0.25069
2017,male,Sometimes,0.31633,4748,12190,0.30808,0.32459
2017,male,Often,0.13501,1895,12190,0.12895,0.14108
2017,male,Very often,0.02980,419,12190,0.02678,0.03282
2017,female,Very seldom,0.09793,1496,14192,0.09304,0.10282
2017,female,Seldom,0.21814,3589,14192,0.21134,0.22493
2017,female,Sometimes,0.33908,5875,14192,0.33129,0.34687
2017,female,Often,0.14214,2523,14192,0.13639,0.14788
2017,female,Very often,0.04044,709,14192,0.03720,0.04368
2018,male,Very seldom,0.10201,1479,11750,0.09654,0.10748
2018,male,Seldom,0.24761,3565,11750,0.23981,0.25542
2018,male,Sometimes,0.31393,4475,11750,0.30554,0.32232
2018,male,Often,0.13069,1821,11750,0.12459,0.13678
2018,male,Very often,0.02987,410,11750,0.02679,0.03295
2018,female,Very seldom,0.09643,1475,13787,0.09150,0.10136
2018,female,Seldom,0.22213,3487,13787,0.21519,0.22907
2018,female,Sometimes,0.34224,5573,13787,0.33432,0.35016
2018,female,Often,0.14195,2516,13787,0.13613,0.14778
2018,female,Very often,0.04093,736,13787,0.03762,0.04424
2019,male,Very seldom,0.11306,1711,12266,0.10745,0.11866
2019,male,Seldom,0.24772,3723,12266,0.24008,0.25536
2019,male,Sometimes,0.30774,4551,12266,0.29957,0.31591
2019,male,Often,0.12765,1859,12266,0.12175,0.13356
2019,male,Very often,0.02484,422,12266,0.02209,0.02760
2019,female,Very seldom,0.09472,1447,13418,0.08976,0.09967
2019,female,Seldom,0.23456,3565,13418,0.22739,0.24173
2019,female,Sometimes,0.33158,5391,13418,0.32362,0.33955
2019,female,Often,0.13950,2345,13418,0.13363,0.14536
2019,female,Very often,0.03761,670,13418,0.03439,0.04083
2020,male,Very seldom,0.09869,1731,12246,0.09341,0.10397
2020,male,Seldom,0.23708,3602,12246,0.22955,0.24461
2020,male,Sometimes,0.32544,4649,12246,0.31714,0.33374
2020,male,Often,0.12840,1847,12246,0.12248,0.13433
2020,male,Very often,0.02892,417,12246,0.02595,0.03188
2020,female,Very seldom,0.08539,1477,13364,0.08065,0.09013
2020,female,Seldom,0.21615,3406,13364,0.20917,0.22313
2020,female,Sometimes,0.35035,5486,13364,0.34226,0.35844
2020,female,Often,0.14392,2381,13364,0.13797,0.14987
2020,female,Very often,0.03840,614,13364,0.03514,0.04166
2021,male,Very seldom,0.11397,1240,8077,0.10704,0.12090
2021,male,Seldom,0.26930,2808,8077,0.25963,0.27898
2021,male,Sometimes,0.28405,2722,8077,0.27421,0.29388
2021,male,Often,0.11766,1051,8077,0.11063,0.12469
2021,male,Very often,0.02712,256,8077,0.02358,0.03066
2021,female,Very seldom,0.10534,1135,9102,0.09903,0.11164
2021,female,Seldom,0.23711,2612,9102,0.22837,0.24584
2021,female,Sometimes,0.31645,3450,9102,0.30689,0.32600
2021,female,Often,0.13187,1481,9102,0.12492,0.13882
2021,female,Very often,0.04070,424,9102,0.03664,0.04476
