year,age_gr,migback,plh0184,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,17-29 y.,No migration background,Very seldom,0.04961,163,2682,0.04139,0.05783
2007,17-29 y.,No migration background,Seldom,0.18321,556,2682,0.16857,0.19785
2007,17-29 y.,No migration background,Sometimes,0.39281,1122,2682,0.37433,0.41130
2007,17-29 y.,No migration background,Often,0.22313,669,2682,0.20737,0.23889
2007,17-29 y.,No migration background,Very often,0.06485,172,2682,0.05553,0.07417
2007,17-29 y.,Direct migration background,Seldom,0.22011,68,235,0.16703,0.27320
2007,17-29 y.,Direct migration background,Sometimes,0.39973,120,235,0.33697,0.46250
2007,17-29 y.,Direct migration background,Often,0.19672,47,235,0.14579,0.24765
2007,17-29 y.,Indirect migration background,Very seldom,0.07677,37,443,0.05195,0.10159
2007,17-29 y.,Indirect migration background,Seldom,0.15921,96,443,0.12510,0.19331
2007,17-29 y.,Indirect migration background,Sometimes,0.38062,170,443,0.33535,0.42588
2007,17-29 y.,Indirect migration background,Often,0.21156,98,443,0.17348,0.24963
2007,17-29 y.,Indirect migration background,Very often,0.08623,42,443,0.06006,0.11240
2007,30-45 y.,No migration background,Very seldom,0.05897,294,4743,0.05227,0.06567
2007,30-45 y.,No migration background,Seldom,0.16129,749,4743,0.15082,0.17176
2007,30-45 y.,No migration background,Sometimes,0.42677,2077,4743,0.41270,0.44085
2007,30-45 y.,No migration background,Often,0.27033,1274,4743,0.25769,0.28297
2007,30-45 y.,No migration background,Very often,0.08087,349,4743,0.07311,0.08863
2007,30-45 y.,Direct migration background,Very seldom,0.09537,59,685,0.07336,0.11738
2007,30-45 y.,Direct migration background,Seldom,0.18867,141,685,0.15935,0.21799
2007,30-45 y.,Direct migration background,Sometimes,0.37373,258,685,0.33747,0.40999
2007,30-45 y.,Direct migration background,Often,0.24514,163,685,0.21290,0.27738
2007,30-45 y.,Direct migration background,Very often,0.09370,64,685,0.07186,0.11554
2007,30-45 y.,Indirect migration background,Seldom,0.15874,45,224,0.11077,0.20670
2007,30-45 y.,Indirect migration background,Sometimes,0.46801,118,224,0.40252,0.53350
2007,30-45 y.,Indirect migration background,Often,0.22951,61,224,0.17431,0.28470
2007,46-65 y.,No migration background,Very seldom,0.08784,550,6204,0.08080,0.09488
2007,46-65 y.,No migration background,Seldom,0.21454,1373,6204,0.20433,0.22476
2007,46-65 y.,No migration background,Sometimes,0.43279,2712,6204,0.42046,0.44512
2007,46-65 y.,No migration background,Often,0.20398,1223,6204,0.19395,0.21401
2007,46-65 y.,No migration background,Very often,0.05786,346,6204,0.05205,0.06367
2007,46-65 y.,Direct migration background,Very seldom,0.09982,89,786,0.07885,0.12079
2007,46-65 y.,Direct migration background,Seldom,0.23105,192,786,0.20157,0.26054
2007,46-65 y.,Direct migration background,Sometimes,0.38961,312,786,0.35550,0.42373
2007,46-65 y.,Direct migration background,Often,0.22584,147,786,0.19659,0.25509
2007,46-65 y.,Direct migration background,Very often,0.04731,46,786,0.03246,0.06216
