year,plh0184,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Very seldom,0.08659,2075,20454,0.08274,0.09045
2007,Seldom,0.17968,4501,20454,0.17442,0.18494
2007,Sometimes,0.34446,8512,20454,0.33794,0.35097
2007,Often,0.17289,4201,20454,0.16771,0.17807
2007,Very often,0.04870,1165,20454,0.04575,0.05165
2008,Very seldom,0.08525,1941,19266,0.08131,0.08920
2008,Seldom,0.20070,4719,19266,0.19505,0.20636
2008,Sometimes,0.35589,8223,19266,0.34912,0.36265
2008,Often,0.15752,3533,19266,0.15237,0.16266
2008,Very often,0.03711,850,19266,0.03444,0.03978
2009,Very seldom,0.08842,1889,17951,0.08426,0.09257
2009,Seldom,0.20862,4584,17951,0.20268,0.21457
2009,Sometimes,0.34814,7422,17951,0.34117,0.35511
2009,Often,0.15853,3323,17951,0.15318,0.16387
2009,Very often,0.03435,733,17951,0.03168,0.03701
2010,Very seldom,0.08332,1793,16590,0.07911,0.08752
2010,Seldom,0.19924,4348,16590,0.19316,0.20532
2010,Sometimes,0.32678,7171,16590,0.31964,0.33392
2010,Often,0.12821,2782,16590,0.12313,0.13330
2010,Very often,0.02219,496,16590,0.01995,0.02443
2011,Very seldom,0.09476,2512,20650,0.09077,0.09876
2011,Seldom,0.19195,5309,20650,0.18658,0.19733
2011,Sometimes,0.31482,8447,20650,0.30848,0.32115
2011,Often,0.13015,3536,20650,0.12556,0.13474
2011,Very often,0.03044,846,20650,0.02810,0.03279
2012,Very seldom,0.08780,2426,20437,0.08392,0.09168
2012,Seldom,0.21363,5599,20437,0.20801,0.21925
2012,Sometimes,0.31436,8356,20437,0.30799,0.32072
2012,Often,0.12382,3315,20437,0.11930,0.12833
2012,Very often,0.02835,741,20437,0.02608,0.03063
2013,Very seldom,0.08293,2560,25610,0.07955,0.08630
2013,Seldom,0.21307,6754,25610,0.20805,0.21808
2013,Sometimes,0.31240,10413,25610,0.30673,0.31808
2013,Often,0.13073,4699,25610,0.12660,0.13486
2013,Very often,0.02942,1184,25610,0.02735,0.03149
2014,Very seldom,0.09920,3024,27019,0.09564,0.10277
2014,Seldom,0.22657,6908,27019,0.22157,0.23156
2014,Sometimes,0.33079,10730,27019,0.32518,0.33640
2014,Often,0.14816,5037,27019,0.14393,0.15240
2014,Very often,0.03521,1320,27019,0.03302,0.03741
2015,Very seldom,0.09653,2665,24986,0.09287,0.10020
2015,Seldom,0.22706,6729,24986,0.22187,0.23226
2015,Sometimes,0.32568,9996,24986,0.31987,0.33149
2015,Often,0.13932,4486,24986,0.13503,0.14362
2015,Very often,0.03390,1110,24986,0.03165,0.03614
2016,Very seldom,0.09924,2789,24113,0.09546,0.10301
2016,Seldom,0.22247,6372,24113,0.21722,0.22772
2016,Sometimes,0.33161,9648,24113,0.32567,0.33756
2016,Often,0.14301,4180,24113,0.13859,0.14743
2016,Very often,0.03583,1124,24113,0.03349,0.03818
2017,Very seldom,0.09708,2982,26382,0.09351,0.10066
2017,Seldom,0.23049,7231,26382,0.22541,0.23558
2017,Sometimes,0.32779,10623,26382,0.32213,0.33346
2017,Often,0.13860,4418,26382,0.13443,0.14277
2017,Very often,0.03516,1128,26382,0.03294,0.03738
2018,Very seldom,0.09918,2954,25537,0.09552,0.10285
2018,Seldom,0.23472,7052,25537,0.22952,0.23992
2018,Sometimes,0.32818,10048,25537,0.32242,0.33394
2018,Often,0.13636,4337,25537,0.13215,0.14057
2018,Very often,0.03545,1146,25537,0.03318,0.03772
2019,Very seldom,0.10374,3158,25691,0.10001,0.10747
2019,Seldom,0.24098,7289,25691,0.23575,0.24621
2019,Sometimes,0.31966,9944,25691,0.31396,0.32536
2019,Often,0.13373,4208,25691,0.12957,0.13789
2019,Very often,0.03128,1092,25691,0.02915,0.03341
2020,Very seldom,0.09192,3208,25618,0.08838,0.09545
2020,Seldom,0.22637,7008,25618,0.22124,0.23149
2020,Sometimes,0.33795,10140,25618,0.33216,0.34375
2020,Often,0.13625,4231,25618,0.13205,0.14045
2020,Very often,0.03369,1031,25618,0.03148,0.03590
2021,Very seldom,0.10960,2376,17186,0.10493,0.11427
2021,Seldom,0.25301,5422,17186,0.24651,0.25951
2021,Sometimes,0.30050,6175,17186,0.29365,0.30736
2021,Often,0.12481,2533,17186,0.11987,0.12975
2021,Very often,0.03396,680,17186,0.03125,0.03667
