year,migback,plh0184,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,No migration background,Very seldom,0.08867,1772,17567,0.08446,0.09287
2007,No migration background,Seldom,0.18431,3834,17567,0.17858,0.19004
2007,No migration background,Sometimes,0.35313,7370,17567,0.34606,0.36020
2007,No migration background,Often,0.17485,3629,17567,0.16923,0.18047
2007,No migration background,Very often,0.04854,962,17567,0.04536,0.05172
2007,Direct migration background,Very seldom,0.10735,243,2112,0.09414,0.12055
2007,Direct migration background,Seldom,0.21609,515,2112,0.19854,0.23365
2007,Direct migration background,Sometimes,0.38007,825,2112,0.35936,0.40078
2007,Direct migration background,Often,0.19971,397,2112,0.18265,0.21676
2007,Direct migration background,Very often,0.05632,132,2112,0.04649,0.06615
2007,Indirect migration background,Very seldom,0.03459,60,775,0.02172,0.04747
2007,Indirect migration background,Seldom,0.07789,152,775,0.05901,0.09677
2007,Indirect migration background,Sometimes,0.20108,317,775,0.17284,0.22931
2007,Indirect migration background,Often,0.11326,175,775,0.09094,0.13559
2007,Indirect migration background,Very often,0.03934,71,775,0.02565,0.05304
2008,No migration background,Very seldom,0.08772,1669,16606,0.08342,0.09203
2008,No migration background,Seldom,0.20292,4038,16606,0.19680,0.20903
2008,No migration background,Sometimes,0.36564,7143,16606,0.35831,0.37296
2008,No migration background,Often,0.15794,3030,16606,0.15239,0.16348
2008,No migration background,Very often,0.03773,726,16606,0.03484,0.04063
2008,Direct migration background,Very seldom,0.10225,210,1897,0.08862,0.11589
2008,Direct migration background,Seldom,0.24571,487,1897,0.22633,0.26509
2008,Direct migration background,Sometimes,0.39467,780,1897,0.37267,0.41668
2008,Direct migration background,Often,0.19358,351,1897,0.17579,0.21136
2008,Direct migration background,Very often,0.03417,69,1897,0.02599,0.04235
2008,Indirect migration background,Very seldom,0.03632,62,763,0.02303,0.04960
2008,Indirect migration background,Seldom,0.11554,194,763,0.09284,0.13824
2008,Indirect migration background,Sometimes,0.20191,300,763,0.17341,0.23041
2008,Indirect migration background,Often,0.10318,152,763,0.08158,0.12478
2008,Indirect migration background,Very often,0.03475,55,763,0.02175,0.04775
2009,No migration background,Very seldom,0.09314,1671,15593,0.08858,0.09771
2009,No migration background,Seldom,0.21367,3991,15593,0.20723,0.22010
2009,No migration background,Sometimes,0.35342,6467,15593,0.34592,0.36092
2009,No migration background,Often,0.15649,2855,15593,0.15079,0.16220
2009,No migration background,Very often,0.03402,609,15593,0.03118,0.03687
2009,Direct migration background,Very seldom,0.09577,172,1652,0.08157,0.10996
