year,bula_h,quintil_oecd_hh,hgeqpter,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Lower Saxony,2nd Quintile,No,0.37093,35,93,0.27223,0.46964
1985,Lower Saxony,3rd Quintile,Yes,0.72700,80,113,0.64449,0.80951
1985,Lower Saxony,3rd Quintile,No,0.27300,33,113,0.19049,0.35551
1985,Lower Saxony,4th Quintile,Yes,0.67727,55,88,0.57902,0.77551
1985,Lower Saxony,4th Quintile,No,0.32273,33,88,0.22449,0.42098
1985,Lower Saxony,5th Quintile,Yes,0.73424,80,80,0.63683,0.83165
1985,North Rhine-Westphalia,1st Quintile,Yes,0.46968,129,318,0.41474,0.52462
1985,North Rhine-Westphalia,1st Quintile,No,0.53032,189,318,0.47538,0.58526
1985,North Rhine-Westphalia,2nd Quintile,Yes,0.54444,161,305,0.48845,0.60042
1985,North Rhine-Westphalia,2nd Quintile,No,0.45556,144,305,0.39958,0.51155
1985,North Rhine-Westphalia,3rd Quintile,Yes,0.62560,150,253,0.56584,0.68535
1985,North Rhine-Westphalia,3rd Quintile,No,0.37440,103,253,0.31465,0.43416
1985,North Rhine-Westphalia,4th Quintile,Yes,0.67186,181,276,0.61637,0.72736
1985,North Rhine-Westphalia,4th Quintile,No,0.32814,95,276,0.27264,0.38363
1985,North Rhine-Westphalia,5th Quintile,Yes,0.76883,191,254,0.71688,0.82078
1985,North Rhine-Westphalia,5th Quintile,No,0.23117,63,254,0.17922,0.28312
1985,Hesse,1st Quintile,Yes,0.34145,40,121,0.25661,0.42630
1985,Hesse,1st Quintile,No,0.65855,81,121,0.57370,0.74339
1985,Hesse,2nd Quintile,Yes,0.53762,56,98,0.43840,0.63685
1985,Hesse,2nd Quintile,No,0.46238,42,98,0.36315,0.56160
1985,Hesse,3rd Quintile,Yes,0.58947,57,98,0.49157,0.68737
1985,Hesse,3rd Quintile,No,0.41053,41,98,0.31263,0.50843
1985,Hesse,4th Quintile,Yes,0.76777,71,108,0.68777,0.84778
1985,Hesse,4th Quintile,No,0.23223,37,108,0.15222,0.31223
1985,Hesse,5th Quintile,Yes,0.78264,71,71,0.68602,0.87927
1985,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.46027,36,80,0.35036,0.57018
1985,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.53973,44,80,0.42982,0.64964
1985,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.66084,42,42,0.51592,0.80575
1985,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.77923,53,53,0.66650,0.89196
1985,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.71014,50,50,0.58310,0.83717
1985,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.73126,38,38,0.58842,0.87410
1985,Baden-Wuerttemberg,1st Quintile,Yes,0.48160,77,173,0.40693,0.55628
1985,Baden-Wuerttemberg,1st Quintile,No,0.51840,96,173,0.44372,0.59307
1985,Baden-Wuerttemberg,2nd Quintile,Yes,0.55920,93,185,0.48746,0.63094
1985,Baden-Wuerttemberg,2nd Quintile,No,0.44080,92,185,0.36906,0.51254
1985,Baden-Wuerttemberg,3rd Quintile,Yes,0.72038,142,227,0.66187,0.77890
1985,Baden-Wuerttemberg,3rd Quintile,No,0.27962,85,227,0.22110,0.33813
1985,Baden-Wuerttemberg,4th Quintile,Yes,0.77459,128,186,0.71437,0.83480
1985,Baden-Wuerttemberg,4th Quintile,No,0.22541,58,186,0.16520,0.28563
1985,Baden-Wuerttemberg,5th Quintile,Yes,0.79866,112,149,0.73406,0.86327
1985,Baden-Wuerttemberg,5th Quintile,No,0.20134,37,149,0.13673,0.26594
1985,Bavaria,1st Quintile,Yes,0.54288,73,135,0.45853,0.62723
1985,Bavaria,1st Quintile,No,0.45712,62,135,0.37277,0.54147
1985,Bavaria,2nd Quintile,Yes,0.68870,121,184,0.62161,0.75579
1985,Bavaria,2nd Quintile,No,0.31130,63,184,0.24421,0.37839
1985,Bavaria,3rd Quintile,Yes,0.69809,116,169,0.62867,0.76751
1985,Bavaria,3rd Quintile,No,0.30191,53,169,0.23249,0.37133
1985,Bavaria,4th Quintile,Yes,0.85261,143,179,0.80053,0.90469
1985,Bavaria,4th Quintile,No,0.14739,36,179,0.09531,0.19947
1985,Bavaria,5th Quintile,Yes,0.85931,157,190,0.80974,0.90888
1985,Bavaria,5th Quintile,No,0.14069,33,190,0.09112,0.19026
1985,Berlin,3rd Quintile,Yes,0.80755,34,34,0.67304,0.94205
1985,Berlin,4th Quintile,Yes,0.80837,32,32,0.66981,0.94692
1985,Berlin,5th Quintile,Yes,0.85257,42,42,0.74404,0.96109
1986,Lower Saxony,1st Quintile,Yes,0.44433,50,108,0.35017,0.53848
1986,Lower Saxony,1st Quintile,No,0.55567,58,108,0.46152,0.64983
1986,Lower Saxony,2nd Quintile,Yes,0.68430,68,104,0.59453,0.77406
1986,Lower Saxony,2nd Quintile,No,0.31570,36,104,0.22594,0.40547
1986,Lower Saxony,3rd Quintile,Yes,0.69457,71,104,0.60562,0.78352
1986,Lower Saxony,3rd Quintile,No,0.30543,33,104,0.21648,0.39438
1986,Lower Saxony,4th Quintile,Yes,0.65672,62,98,0.56223,0.75121
1986,Lower Saxony,4th Quintile,No,0.34328,36,98,0.24879,0.43777
1986,Lower Saxony,5th Quintile,Yes,0.72746,71,71,0.62315,0.83177
1986,North Rhine-Westphalia,1st Quintile,Yes,0.45310,122,289,0.39561,0.51059
1986,North Rhine-Westphalia,1st Quintile,No,0.54690,167,289,0.48941,0.60439
1986,North Rhine-Westphalia,2nd Quintile,Yes,0.59399,143,257,0.53383,0.65415
1986,North Rhine-Westphalia,2nd Quintile,No,0.40601,114,257,0.34585,0.46617
1986,North Rhine-Westphalia,3rd Quintile,Yes,0.60664,165,276,0.54891,0.66438
1986,North Rhine-Westphalia,3rd Quintile,No,0.39336,111,276,0.33562,0.45109
1986,North Rhine-Westphalia,4th Quintile,Yes,0.69767,183,275,0.64329,0.75205
1986,North Rhine-Westphalia,4th Quintile,No,0.30233,92,275,0.24795,0.35671
1986,North Rhine-Westphalia,5th Quintile,Yes,0.79636,189,241,0.74541,0.84731
1986,North Rhine-Westphalia,5th Quintile,No,0.20364,52,241,0.15269,0.25459
1986,Hesse,1st Quintile,Yes,0.44079,47,111,0.34801,0.53358
1986,Hesse,1st Quintile,No,0.55921,64,111,0.46642,0.65199
1986,Hesse,2nd Quintile,Yes,0.53476,51,97,0.43498,0.63453
1986,Hesse,2nd Quintile,No,0.46524,46,97,0.36547,0.56502
1986,Hesse,3rd Quintile,Yes,0.66032,42,42,0.51535,0.80529
1986,Hesse,4th Quintile,Yes,0.63800,63,108,0.54694,0.72906
1986,Hesse,4th Quintile,No,0.36200,45,108,0.27094,0.45306
1986,Hesse,5th Quintile,Yes,0.87650,79,79,0.80349,0.94952
1986,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.60814,40,40,0.45493,0.76135
1986,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.65541,56,56,0.52982,0.78101
1986,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.71240,43,43,0.57551,0.84930
1986,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.74765,47,47,0.62213,0.87317
1986,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.80332,44,44,0.68451,0.92213
1986,Baden-Wuerttemberg,1st Quintile,Yes,0.52005,74,156,0.44140,0.59870
1986,Baden-Wuerttemberg,1st Quintile,No,0.47995,82,156,0.40130,0.55860
1986,Baden-Wuerttemberg,2nd Quintile,Yes,0.59838,99,185,0.52755,0.66922
1986,Baden-Wuerttemberg,2nd Quintile,No,0.40162,86,185,0.33078,0.47245
1986,Baden-Wuerttemberg,3rd Quintile,Yes,0.69049,125,205,0.62705,0.75392
1986,Baden-Wuerttemberg,3rd Quintile,No,0.30951,80,205,0.24608,0.37295
1986,Baden-Wuerttemberg,4th Quintile,Yes,0.78324,112,170,0.72112,0.84536
1986,Baden-Wuerttemberg,4th Quintile,No,0.21676,58,170,0.15464,0.27888
1986,Baden-Wuerttemberg,5th Quintile,Yes,0.81961,129,163,0.76040,0.87882
1986,Baden-Wuerttemberg,5th Quintile,No,0.18039,34,163,0.12118,0.23960
1986,Bavaria,1st Quintile,Yes,0.51974,66,128,0.43285,0.60664
1986,Bavaria,1st Quintile,No,0.48026,62,128,0.39336,0.56715
1986,Bavaria,2nd Quintile,Yes,0.69062,113,164,0.61966,0.76158
1986,Bavaria,2nd Quintile,No,0.30938,51,164,0.23842,0.38034
1986,Bavaria,3rd Quintile,Yes,0.72581,122,180,0.66046,0.79116
1986,Bavaria,3rd Quintile,No,0.27419,58,180,0.20884,0.33954
1986,Bavaria,4th Quintile,Yes,0.78362,122,160,0.71961,0.84762
1986,Bavaria,4th Quintile,No,0.21638,38,160,0.15238,0.28039
1986,Bavaria,5th Quintile,Yes,0.88867,152,152,0.83850,0.93884
1986,Berlin,3rd Quintile,Yes,0.80562,34,34,0.67060,0.94064
1986,Berlin,4th Quintile,Yes,0.74193,33,33,0.59031,0.89354
1986,Berlin,5th Quintile,Yes,0.84215,34,34,0.71776,0.96655
1987,Lower Saxony,1st Quintile,Yes,0.51874,56,109,0.42451,0.61297
1987,Lower Saxony,1st Quintile,No,0.48126,53,109,0.38703,0.57549
1987,Lower Saxony,2nd Quintile,Yes,0.65170,62,97,0.55640,0.74701
1987,Lower Saxony,2nd Quintile,No,0.34830,35,97,0.25299,0.44360
1987,Lower Saxony,3rd Quintile,Yes,0.64173,65,102,0.54822,0.73524
1987,Lower Saxony,3rd Quintile,No,0.35827,37,102,0.26476,0.45178
1987,Lower Saxony,4th Quintile,Yes,0.75065,71,71,0.64929,0.85200
1987,Lower Saxony,5th Quintile,Yes,0.71355,72,72,0.60838,0.81871
1987,North Rhine-Westphalia,1st Quintile,Yes,0.47102,122,285,0.41297,0.52908
1987,North Rhine-Westphalia,1st Quintile,No,0.52898,163,285,0.47092,0.58703
1987,North Rhine-Westphalia,2nd Quintile,Yes,0.56897,148,281,0.51096,0.62698
1987,North Rhine-Westphalia,2nd Quintile,No,0.43103,133,281,0.37302,0.48904
1987,North Rhine-Westphalia,3rd Quintile,Yes,0.63148,160,258,0.57250,0.69046
1987,North Rhine-Westphalia,3rd Quintile,No,0.36852,98,258,0.30954,0.42750
1987,North Rhine-Westphalia,4th Quintile,Yes,0.76042,171,242,0.70653,0.81431
1987,North Rhine-Westphalia,4th Quintile,No,0.23958,71,242,0.18569,0.29347
1987,North Rhine-Westphalia,5th Quintile,Yes,0.75388,194,260,0.70142,0.80634
1987,North Rhine-Westphalia,5th Quintile,No,0.24612,66,260,0.19366,0.29858
1987,Hesse,1st Quintile,Yes,0.38567,36,94,0.28674,0.48460
1987,Hesse,1st Quintile,No,0.61433,58,94,0.51540,0.71326
1987,Hesse,2nd Quintile,Yes,0.56904,49,82,0.46119,0.67688
1987,Hesse,2nd Quintile,No,0.43096,33,82,0.32312,0.53881
1987,Hesse,3rd Quintile,Yes,0.67253,58,93,0.57663,0.76843
1987,Hesse,3rd Quintile,No,0.32747,35,93,0.23157,0.42337
1987,Hesse,4th Quintile,Yes,0.72915,72,109,0.64534,0.81296
1987,Hesse,4th Quintile,No,0.27085,37,109,0.18704,0.35466
1987,Hesse,5th Quintile,Yes,0.81036,72,72,0.71917,0.90154
1987,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.48762,34,69,0.36881,0.60643
1987,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.51238,35,69,0.39357,0.63119
1987,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.54799,47,47,0.40416,0.69182
1987,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.65445,45,45,0.51394,0.79497
1987,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.67282,41,41,0.52741,0.81822
1987,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.82857,47,47,0.71966,0.93748
1987,Baden-Wuerttemberg,1st Quintile,Yes,0.48310,65,131,0.39720,0.56900
1987,Baden-Wuerttemberg,1st Quintile,No,0.51690,66,131,0.43100,0.60280
1987,Baden-Wuerttemberg,2nd Quintile,Yes,0.64476,105,190,0.57653,0.71299
1987,Baden-Wuerttemberg,2nd Quintile,No,0.35524,85,190,0.28701,0.42347
1987,Baden-Wuerttemberg,3rd Quintile,Yes,0.66487,113,195,0.59844,0.73129
1987,Baden-Wuerttemberg,3rd Quintile,No,0.33513,82,195,0.26871,0.40156
1987,Baden-Wuerttemberg,4th Quintile,Yes,0.82399,147,202,0.77134,0.87664
1987,Baden-Wuerttemberg,4th Quintile,No,0.17601,55,202,0.12336,0.22866
1987,Baden-Wuerttemberg,5th Quintile,Yes,0.78317,117,151,0.71722,0.84912
1987,Baden-Wuerttemberg,5th Quintile,No,0.21683,34,151,0.15088,0.28278
1987,Bavaria,1st Quintile,Yes,0.55382,78,138,0.47058,0.63706
1987,Bavaria,1st Quintile,No,0.44618,60,138,0.36294,0.52942
1987,Bavaria,2nd Quintile,Yes,0.64724,104,163,0.57366,0.72082
1987,Bavaria,2nd Quintile,No,0.35276,59,163,0.27918,0.42634
1987,Bavaria,3rd Quintile,Yes,0.75001,123,172,0.68511,0.81491
1987,Bavaria,3rd Quintile,No,0.24999,49,172,0.18509,0.31489
1987,Bavaria,4th Quintile,Yes,0.77658,115,160,0.71183,0.84132
1987,Bavaria,4th Quintile,No,0.22342,45,160,0.15868,0.28817
1987,Bavaria,5th Quintile,Yes,0.87223,142,142,0.81713,0.92734
1987,Berlin,3rd Quintile,Yes,0.73373,33,33,0.58058,0.88688
1987,Berlin,4th Quintile,Yes,0.83542,41,41,0.72050,0.95033
1987,Berlin,5th Quintile,Yes,0.90761,41,41,0.81787,0.99735
1988,Lower Saxony,1st Quintile,Yes,0.51367,49,97,0.41368,0.61365
1988,Lower Saxony,1st Quintile,No,0.48633,48,97,0.38635,0.58632
1988,Lower Saxony,2nd Quintile,Yes,0.73664,70,70,0.63271,0.84057
1988,Lower Saxony,3rd Quintile,Yes,0.74632,63,63,0.63801,0.85463
1988,Lower Saxony,4th Quintile,Yes,0.63354,69,110,0.54308,0.72399
1988,Lower Saxony,4th Quintile,No,0.36646,41,110,0.27601,0.45692
1988,Lower Saxony,5th Quintile,Yes,0.74022,69,69,0.63600,0.84445
1988,North Rhine-Westphalia,1st Quintile,Yes,0.49331,133,285,0.43516,0.55145
1988,North Rhine-Westphalia,1st Quintile,No,0.50669,152,285,0.44855,0.56484
1988,North Rhine-Westphalia,2nd Quintile,Yes,0.59186,140,257,0.53165,0.65207
1988,North Rhine-Westphalia,2nd Quintile,No,0.40814,117,257,0.34793,0.46835
1988,North Rhine-Westphalia,3rd Quintile,Yes,0.65962,148,237,0.59917,0.72008
1988,North Rhine-Westphalia,3rd Quintile,No,0.34038,89,237,0.27992,0.40083
1988,North Rhine-Westphalia,4th Quintile,Yes,0.67850,155,232,0.61827,0.73873
1988,North Rhine-Westphalia,4th Quintile,No,0.32150,77,232,0.26127,0.38173
1988,North Rhine-Westphalia,5th Quintile,Yes,0.76399,189,247,0.71093,0.81706
1988,North Rhine-Westphalia,5th Quintile,No,0.23601,58,247,0.18294,0.28907
1988,Hesse,1st Quintile,Yes,0.48551,42,89,0.38109,0.58993
1988,Hesse,1st Quintile,No,0.51449,47,89,0.41007,0.61891
1988,Hesse,2nd Quintile,Yes,0.53692,44,92,0.43447,0.63937
1988,Hesse,2nd Quintile,No,0.46308,48,92,0.36063,0.56553
1988,Hesse,3rd Quintile,Yes,0.77666,59,59,0.66947,0.88385
1988,Hesse,4th Quintile,Yes,0.63548,68,110,0.54513,0.72584
1988,Hesse,4th Quintile,No,0.36452,42,110,0.27416,0.45487
1988,Hesse,5th Quintile,Yes,0.81860,63,63,0.72268,0.91452
1988,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.58817,38,38,0.42959,0.74676
1988,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.50039,37,37,0.33706,0.66373
1988,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.67681,51,51,0.54717,0.80645
1988,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.71247,46,46,0.58023,0.84471
1988,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.78242,38,38,0.64947,0.91537
1988,Baden-Wuerttemberg,1st Quintile,Yes,0.50094,64,136,0.41660,0.58529
1988,Baden-Wuerttemberg,1st Quintile,No,0.49906,72,136,0.41471,0.58340
1988,Baden-Wuerttemberg,2nd Quintile,Yes,0.68814,105,183,0.62083,0.75544
1988,Baden-Wuerttemberg,2nd Quintile,No,0.31186,78,183,0.24456,0.37917
1988,Baden-Wuerttemberg,3rd Quintile,Yes,0.68993,116,193,0.62451,0.75536
1988,Baden-Wuerttemberg,3rd Quintile,No,0.31007,77,193,0.24464,0.37549
1988,Baden-Wuerttemberg,4th Quintile,Yes,0.76300,126,186,0.70172,0.82427
1988,Baden-Wuerttemberg,4th Quintile,No,0.23700,60,186,0.17573,0.29828
1988,Baden-Wuerttemberg,5th Quintile,Yes,0.78919,114,149,0.72347,0.85490
1988,Baden-Wuerttemberg,5th Quintile,No,0.21081,35,149,0.14510,0.27653
1988,Bavaria,1st Quintile,Yes,0.59751,82,134,0.51416,0.68085
1988,Bavaria,1st Quintile,No,0.40249,52,134,0.31915,0.48584
1988,Bavaria,2nd Quintile,Yes,0.70470,104,153,0.63218,0.77722
1988,Bavaria,2nd Quintile,No,0.29530,49,153,0.22278,0.36782
1988,Bavaria,3rd Quintile,Yes,0.73050,114,167,0.66300,0.79799
1988,Bavaria,3rd Quintile,No,0.26950,53,167,0.20201,0.33700
1988,Bavaria,4th Quintile,Yes,0.80216,122,163,0.74082,0.86351
1988,Bavaria,4th Quintile,No,0.19784,41,163,0.13649,0.25918
1988,Bavaria,5th Quintile,Yes,0.88914,133,133,0.83558,0.94270
1988,Berlin,3rd Quintile,Yes,0.79638,35,35,0.66102,0.93174
1988,Berlin,4th Quintile,Yes,0.84755,33,33,0.72300,0.97209
1988,Berlin,5th Quintile,Yes,0.91734,41,41,0.83201,1.00268
1989,Lower Saxony,1st Quintile,Yes,0.52451,53,99,0.42564,0.62339
1989,Lower Saxony,1st Quintile,No,0.47549,46,99,0.37661,0.57436
1989,Lower Saxony,2nd Quintile,Yes,0.68399,55,55,0.55999,0.80800
1989,Lower Saxony,3rd Quintile,Yes,0.66410,66,102,0.57198,0.75621
1989,Lower Saxony,3rd Quintile,No,0.33590,36,102,0.24379,0.42802
1989,Lower Saxony,4th Quintile,Yes,0.65153,69,110,0.56208,0.74099
1989,Lower Saxony,4th Quintile,No,0.34847,41,110,0.25901,0.43792
1989,Lower Saxony,5th Quintile,Yes,0.70398,60,60,0.58749,0.82046
1989,North Rhine-Westphalia,1st Quintile,Yes,0.48461,119,264,0.42421,0.54501
1989,North Rhine-Westphalia,1st Quintile,No,0.51539,145,264,0.45499,0.57579
1989,North Rhine-Westphalia,2nd Quintile,Yes,0.65408,149,252,0.59524,0.71293
1989,North Rhine-Westphalia,2nd Quintile,No,0.34592,103,252,0.28707,0.40476
1989,North Rhine-Westphalia,3rd Quintile,Yes,0.63923,159,254,0.58005,0.69841
1989,North Rhine-Westphalia,3rd Quintile,No,0.36077,95,254,0.30159,0.41995
1989,North Rhine-Westphalia,4th Quintile,Yes,0.71338,142,213,0.65251,0.77425
1989,North Rhine-Westphalia,4th Quintile,No,0.28662,71,213,0.22575,0.34749
1989,North Rhine-Westphalia,5th Quintile,Yes,0.78038,188,239,0.72778,0.83297
1989,North Rhine-Westphalia,5th Quintile,No,0.21962,51,239,0.16703,0.27222
1989,Hesse,1st Quintile,Yes,0.52535,46,94,0.42386,0.62684
1989,Hesse,1st Quintile,No,0.47465,48,94,0.37316,0.57614
1989,Hesse,2nd Quintile,Yes,0.58726,47,90,0.48497,0.68954
1989,Hesse,2nd Quintile,No,0.41274,43,90,0.31046,0.51503
1989,Hesse,3rd Quintile,Yes,0.64823,58,93,0.55065,0.74581
1989,Hesse,3rd Quintile,No,0.35177,35,93,0.25419,0.44935
1989,Hesse,4th Quintile,Yes,0.68730,64,96,0.59408,0.78053
1989,Hesse,4th Quintile,No,0.31270,32,96,0.21947,0.40592
1989,Hesse,5th Quintile,Yes,0.80289,65,65,0.70543,0.90036
1989,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.52296,38,69,0.40424,0.64167
1989,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.47704,31,69,0.35833,0.59576
1989,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.59259,50,81,0.48492,0.70027
1989,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.40741,31,81,0.29973,0.51508
1989,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.82282,48,48,0.71366,0.93198
1989,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.67118,37,37,0.51772,0.82465
1989,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.75255,31,31,0.59813,0.90697
1989,Baden-Wuerttemberg,1st Quintile,Yes,0.53386,63,138,0.45033,0.61740
1989,Baden-Wuerttemberg,1st Quintile,No,0.46614,75,138,0.38260,0.54967
1989,Baden-Wuerttemberg,2nd Quintile,Yes,0.70227,104,179,0.63510,0.76945
1989,Baden-Wuerttemberg,2nd Quintile,No,0.29773,75,179,0.23055,0.36490
1989,Baden-Wuerttemberg,3rd Quintile,Yes,0.72646,108,173,0.65984,0.79308
1989,Baden-Wuerttemberg,3rd Quintile,No,0.27354,65,173,0.20692,0.34016
1989,Baden-Wuerttemberg,4th Quintile,Yes,0.73438,126,187,0.67091,0.79785
1989,Baden-Wuerttemberg,4th Quintile,No,0.26562,61,187,0.20215,0.32909
1989,Baden-Wuerttemberg,5th Quintile,Yes,0.83612,105,105,0.76498,0.90726
1989,Bavaria,1st Quintile,Yes,0.55552,64,124,0.46771,0.64334
1989,Bavaria,1st Quintile,No,0.44448,60,124,0.35666,0.53229
1989,Bavaria,2nd Quintile,Yes,0.69545,106,156,0.62300,0.76790
1989,Bavaria,2nd Quintile,No,0.30455,50,156,0.23210,0.37700
1989,Bavaria,3rd Quintile,Yes,0.75073,107,147,0.68056,0.82090
1989,Bavaria,3rd Quintile,No,0.24927,40,147,0.17910,0.31944
