year,bula_h,rentown,hgeqpter,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Saxony,Tenant,Yes,0.56509,303,507,0.52190,0.60829
2007,Saxony,Tenant,No,0.43491,204,507,0.39171,0.47810
2007,Saxony-Anhalt,Owner,Yes,0.54407,126,216,0.47750,0.61065
2007,Saxony-Anhalt,Owner,No,0.45593,90,216,0.38935,0.52250
2007,Saxony-Anhalt,Tenant,Yes,0.56887,130,248,0.50711,0.63063
2007,Saxony-Anhalt,Tenant,No,0.43113,118,248,0.36937,0.49289
2007,Thuringa,Owner,Yes,0.62351,155,248,0.56309,0.68394
2007,Thuringa,Owner,No,0.37649,93,248,0.31606,0.43691
2007,Thuringa,Tenant,Yes,0.59008,147,241,0.52785,0.65230
2007,Thuringa,Tenant,No,0.40992,94,241,0.34770,0.47215
2008,Schleswig-Holstein,Owner,Yes,0.90232,165,165,0.85689,0.94776
2008,Schleswig-Holstein,Tenant,Yes,0.69313,112,152,0.61957,0.76669
2008,Schleswig-Holstein,Tenant,No,0.30687,40,152,0.23331,0.38043
2008,Hamburg,Tenant,Yes,0.75250,110,110,0.67148,0.83352
2008,Lower Saxony,Owner,Yes,0.93000,547,584,0.90929,0.95071
2008,Lower Saxony,Owner,No,0.07000,37,584,0.04929,0.09071
2008,Lower Saxony,Tenant,Yes,0.74690,295,381,0.70319,0.79062
2008,Lower Saxony,Tenant,No,0.25310,86,381,0.20938,0.29681
2008,Bremen,Owner,Yes,0.85873,32,32,0.73611,0.98134
2008,Bremen,Tenant,Yes,0.82523,41,41,0.70754,0.94292
2008,North Rhine-Westphalia,Owner,Yes,0.94167,1003,1054,0.92751,0.95583
2008,North Rhine-Westphalia,Owner,No,0.05833,51,1054,0.04417,0.07249
2008,North Rhine-Westphalia,Tenant,Yes,0.73031,813,1119,0.70429,0.75632
2008,North Rhine-Westphalia,Tenant,No,0.26969,306,1119,0.24368,0.29571
2008,Hesse,Owner,Yes,0.90784,349,349,0.87745,0.93823
2008,Hesse,Tenant,Yes,0.72264,267,354,0.67594,0.76935
2008,Hesse,Tenant,No,0.27736,87,354,0.23065,0.32406
2008,"Rhineland-Palatinate, Saarland",Owner,Yes,0.90139,328,328,0.86907,0.93370
2008,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.73527,193,264,0.68194,0.78859
2008,"Rhineland-Palatinate, Saarland",Tenant,No,0.26473,71,264,0.21141,0.31806
2008,Baden-Wuerttemberg,Owner,Yes,0.91063,649,711,0.88965,0.93162
2008,Baden-Wuerttemberg,Owner,No,0.08937,62,711,0.06838,0.11035
2008,Baden-Wuerttemberg,Tenant,Yes,0.74680,422,572,0.71113,0.78246
2008,Baden-Wuerttemberg,Tenant,No,0.25320,150,572,0.21754,0.28887
2008,Bavaria,Owner,Yes,0.91949,820,873,0.90143,0.93755
2008,Bavaria,Owner,No,0.08051,53,873,0.06245,0.09857
2008,Bavaria,Tenant,Yes,0.74951,508,662,0.71647,0.78254
2008,Bavaria,Tenant,No,0.25049,154,662,0.21746,0.28353
2008,Berlin,Owner,Yes,0.88486,80,80,0.81447,0.95525
2008,Berlin,Tenant,Yes,0.74111,272,360,0.69580,0.78642
2008,Berlin,Tenant,No,0.25889,88,360,0.21358,0.30420
2008,Brandenburg,Owner,Yes,0.74570,145,194,0.68427,0.80714
2008,Brandenburg,Owner,No,0.25430,49,194,0.19286,0.31573
2008,Brandenburg,Tenant,Yes,0.65000,179,276,0.59362,0.70637
2008,Brandenburg,Tenant,No,0.35000,97,276,0.29363,0.40638
2008,Mecklenburg-Western Pomerania,Owner,Yes,0.76611,101,101,0.68314,0.84908
2008,Mecklenburg-Western Pomerania,Tenant,Yes,0.64084,101,149,0.56355,0.71814
2008,Mecklenburg-Western Pomerania,Tenant,No,0.35916,48,149,0.28186,0.43645
2008,Saxony,Owner,Yes,0.56495,189,310,0.50967,0.62022
2008,Saxony,Owner,No,0.43505,121,310,0.37978,0.49033
2008,Saxony,Tenant,Yes,0.60164,300,490,0.55825,0.64503
2008,Saxony,Tenant,No,0.39836,190,490,0.35497,0.44175
2008,Saxony-Anhalt,Owner,Yes,0.59076,130,205,0.52329,0.65823
2008,Saxony-Anhalt,Owner,No,0.40924,75,205,0.34177,0.47671
2008,Saxony-Anhalt,Tenant,Yes,0.58685,123,232,0.52335,0.65035
2008,Saxony-Anhalt,Tenant,No,0.41315,109,232,0.34965,0.47665
2008,Thuringa,Owner,Yes,0.60664,156,238,0.54445,0.66884
2008,Thuringa,Owner,No,0.39336,82,238,0.33116,0.45555
2008,Thuringa,Tenant,Yes,0.64509,149,235,0.58378,0.70640
2008,Thuringa,Tenant,No,0.35491,86,235,0.29360,0.41622
2009,Schleswig-Holstein,Owner,Yes,0.94823,157,157,0.91346,0.98300
2009,Schleswig-Holstein,Tenant,Yes,0.71772,98,137,0.64207,0.79337
2009,Schleswig-Holstein,Tenant,No,0.28228,39,137,0.20663,0.35793
2009,Hamburg,Tenant,Yes,0.76963,109,109,0.69021,0.84904
2009,Lower Saxony,Owner,Yes,0.92055,502,538,0.89768,0.94342
2009,Lower Saxony,Owner,No,0.07945,36,538,0.05658,0.10232
2009,Lower Saxony,Tenant,Yes,0.76691,294,377,0.72417,0.80964
2009,Lower Saxony,Tenant,No,0.23309,83,377,0.19036,0.27583
2009,Bremen,Tenant,Yes,0.81510,35,35,0.68461,0.94560
2009,North Rhine-Westphalia,Owner,Yes,0.92889,934,982,0.91280,0.94497
2009,North Rhine-Westphalia,Owner,No,0.07111,48,982,0.05503,0.08720
2009,North Rhine-Westphalia,Tenant,Yes,0.76071,784,1046,0.73485,0.78658
2009,North Rhine-Westphalia,Tenant,No,0.23929,262,1046,0.21342,0.26515
2009,Hesse,Owner,Yes,0.91477,327,327,0.88446,0.94508
2009,Hesse,Tenant,Yes,0.71984,254,342,0.67217,0.76750
2009,Hesse,Tenant,No,0.28016,88,342,0.23250,0.32783
2009,"Rhineland-Palatinate, Saarland",Owner,Yes,0.89068,306,337,0.85731,0.92404
2009,"Rhineland-Palatinate, Saarland",Owner,No,0.10932,31,337,0.07596,0.14269
2009,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.70403,180,245,0.64675,0.76131
2009,"Rhineland-Palatinate, Saarland",Tenant,No,0.29597,65,245,0.23869,0.35325
2009,Baden-Wuerttemberg,Owner,Yes,0.90532,589,646,0.88273,0.92792
2009,Baden-Wuerttemberg,Owner,No,0.09468,57,646,0.07208,0.11727
2009,Baden-Wuerttemberg,Tenant,Yes,0.76903,381,506,0.73227,0.80579
2009,Baden-Wuerttemberg,Tenant,No,0.23097,125,506,0.19421,0.26773
2009,Bavaria,Owner,Yes,0.91738,768,816,0.89847,0.93628
2009,Bavaria,Owner,No,0.08262,48,816,0.06372,0.10153
2009,Bavaria,Tenant,Yes,0.74984,480,635,0.71613,0.78355
2009,Bavaria,Tenant,No,0.25016,155,635,0.21645,0.28387
2009,Berlin,Owner,Yes,0.91357,85,85,0.85348,0.97366
2009,Berlin,Tenant,Yes,0.72413,258,348,0.67710,0.77116
2009,Berlin,Tenant,No,0.27587,90,348,0.22884,0.32290
2009,Brandenburg,Owner,Yes,0.72309,140,191,0.65947,0.78672
2009,Brandenburg,Owner,No,0.27691,51,191,0.21328,0.34053
2009,Brandenburg,Tenant,Yes,0.62162,164,260,0.56255,0.68068
2009,Brandenburg,Tenant,No,0.37838,96,260,0.31932,0.43745
2009,Mecklenburg-Western Pomerania,Owner,Yes,0.79244,109,109,0.71595,0.86893
2009,Mecklenburg-Western Pomerania,Tenant,Yes,0.62825,91,142,0.54848,0.70802
2009,Mecklenburg-Western Pomerania,Tenant,No,0.37175,51,142,0.29198,0.45152
2009,Saxony,Owner,Yes,0.57102,186,298,0.51473,0.62731
2009,Saxony,Owner,No,0.42898,112,298,0.37269,0.48527
2009,Saxony,Tenant,Yes,0.60893,288,457,0.56414,0.65372
2009,Saxony,Tenant,No,0.39107,169,457,0.34628,0.43586
2009,Saxony-Anhalt,Owner,Yes,0.60783,132,204,0.54066,0.67499
2009,Saxony-Anhalt,Owner,No,0.39217,72,204,0.32501,0.45934
2009,Saxony-Anhalt,Tenant,Yes,0.60270,118,220,0.53789,0.66751
2009,Saxony-Anhalt,Tenant,No,0.39730,102,220,0.33249,0.46211
2009,Thuringa,Owner,Yes,0.56241,144,230,0.49816,0.62667
2009,Thuringa,Owner,No,0.43759,86,230,0.37333,0.50184
2009,Thuringa,Tenant,Yes,0.63822,140,221,0.57472,0.70172
2009,Thuringa,Tenant,No,0.36178,81,221,0.29828,0.42528
2010,Schleswig-Holstein,Owner,Yes,0.93638,202,202,0.90263,0.97012
2010,Schleswig-Holstein,Tenant,Yes,0.71886,175,236,0.66138,0.77634
2010,Schleswig-Holstein,Tenant,No,0.28114,61,236,0.22366,0.33862
2010,Hamburg,Tenant,Yes,0.80140,155,155,0.73840,0.86441
2010,Lower Saxony,Owner,Yes,0.89460,615,660,0.87115,0.91804
2010,Lower Saxony,Owner,No,0.10540,45,660,0.08196,0.12885
2010,Lower Saxony,Tenant,Yes,0.78586,461,600,0.75301,0.81872
2010,Lower Saxony,Tenant,No,0.21414,139,600,0.18128,0.24699
2010,Bremen,Owner,Yes,0.83199,37,37,0.70986,0.95413
2010,Bremen,Tenant,Yes,0.83029,55,55,0.73017,0.93041
2010,North Rhine-Westphalia,Owner,Yes,0.92727,1162,1234,0.91278,0.94177
2010,North Rhine-Westphalia,Owner,No,0.07273,72,1234,0.05823,0.08722
2010,North Rhine-Westphalia,Tenant,Yes,0.75846,1191,1579,0.73734,0.77958
2010,North Rhine-Westphalia,Tenant,No,0.24154,388,1579,0.22042,0.26266
2010,Hesse,Owner,Yes,0.89062,392,431,0.86112,0.92013
2010,Hesse,Owner,No,0.10938,39,431,0.07987,0.13888
2010,Hesse,Tenant,Yes,0.73348,401,534,0.69595,0.77102
2010,Hesse,Tenant,No,0.26652,133,534,0.22898,0.30405
2010,"Rhineland-Palatinate, Saarland",Owner,Yes,0.88309,396,440,0.85304,0.91315
2010,"Rhineland-Palatinate, Saarland",Owner,No,0.11691,44,440,0.08685,0.14696
2010,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.69706,238,335,0.64778,0.74634
2010,"Rhineland-Palatinate, Saarland",Tenant,No,0.30294,97,335,0.25366,0.35222
2010,Baden-Wuerttemberg,Owner,Yes,0.92628,798,850,0.90870,0.94386
2010,Baden-Wuerttemberg,Owner,No,0.07372,52,850,0.05614,0.09130
2010,Baden-Wuerttemberg,Tenant,Yes,0.73699,598,775,0.70597,0.76800
2010,Baden-Wuerttemberg,Tenant,No,0.26301,177,775,0.23200,0.29403
2010,Bavaria,Owner,Yes,0.91005,1025,1085,0.89301,0.92708
2010,Bavaria,Owner,No,0.08995,60,1085,0.07292,0.10699
2010,Bavaria,Tenant,Yes,0.73029,732,949,0.70204,0.75854
2010,Bavaria,Tenant,No,0.26971,217,949,0.24146,0.29796
2010,Berlin,Owner,Yes,0.93411,98,98,0.88474,0.98348
2010,Berlin,Tenant,Yes,0.70782,375,488,0.66743,0.74821
2010,Berlin,Tenant,No,0.29218,113,488,0.25179,0.33257
2010,Brandenburg,Owner,Yes,0.72658,167,228,0.66860,0.78457
2010,Brandenburg,Owner,No,0.27342,61,228,0.21543,0.33140
2010,Brandenburg,Tenant,Yes,0.63511,214,333,0.58333,0.68689
2010,Brandenburg,Tenant,No,0.36489,119,333,0.31311,0.41667
2010,Mecklenburg-Western Pomerania,Owner,Yes,0.75533,112,112,0.67535,0.83530
2010,Mecklenburg-Western Pomerania,Tenant,Yes,0.65479,159,217,0.59139,0.71820
2010,Mecklenburg-Western Pomerania,Tenant,No,0.34521,58,217,0.28180,0.40861
2010,Saxony,Owner,Yes,0.61743,217,339,0.56561,0.66924
2010,Saxony,Owner,No,0.38257,122,339,0.33076,0.43439
2010,Saxony,Tenant,Yes,0.63999,381,596,0.60142,0.67856
2010,Saxony,Tenant,No,0.36001,215,596,0.32144,0.39858
2010,Saxony-Anhalt,Owner,Yes,0.61750,157,243,0.55627,0.67874
2010,Saxony-Anhalt,Owner,No,0.38250,86,243,0.32126,0.44373
2010,Saxony-Anhalt,Tenant,Yes,0.60653,164,291,0.55030,0.66275
2010,Saxony-Anhalt,Tenant,No,0.39347,127,291,0.33725,0.44970
2010,Thuringa,Owner,Yes,0.58911,179,259,0.52907,0.64914
2010,Thuringa,Owner,No,0.41089,80,259,0.35086,0.47093
2010,Thuringa,Tenant,Yes,0.59632,169,279,0.53864,0.65399
2010,Thuringa,Tenant,No,0.40368,110,279,0.34601,0.46136
2011,Schleswig-Holstein,Owner,Yes,0.94943,267,267,0.92310,0.97576
2011,Schleswig-Holstein,Tenant,Yes,0.70338,237,323,0.65349,0.75327
2011,Schleswig-Holstein,Tenant,No,0.29662,86,323,0.24673,0.34651
2011,Hamburg,Tenant,Yes,0.84349,176,176,0.78965,0.89732
2011,Lower Saxony,Owner,Yes,0.93636,805,849,0.91993,0.95279
2011,Lower Saxony,Owner,No,0.06364,44,849,0.04721,0.08007
2011,Lower Saxony,Tenant,Yes,0.76390,514,666,0.73163,0.79618
2011,Lower Saxony,Tenant,No,0.23610,152,666,0.20382,0.26837
2011,Bremen,Owner,Yes,0.81524,36,36,0.68666,0.94382
2011,Bremen,Tenant,Yes,0.85928,70,70,0.77724,0.94133
2011,North Rhine-Westphalia,Owner,Yes,0.93993,1392,1463,0.92774,0.95211
2011,North Rhine-Westphalia,Owner,No,0.06007,71,1463,0.04789,0.07226
2011,North Rhine-Westphalia,Tenant,Yes,0.75618,1393,1832,0.73651,0.77585
2011,North Rhine-Westphalia,Tenant,No,0.24382,439,1832,0.22415,0.26349
2011,Hesse,Owner,Yes,0.93043,515,555,0.90925,0.95162
2011,Hesse,Owner,No,0.06957,40,555,0.04838,0.09075
2011,Hesse,Tenant,Yes,0.72894,457,603,0.69343,0.76445
2011,Hesse,Tenant,No,0.27106,146,603,0.23555,0.30657
2011,"Rhineland-Palatinate, Saarland",Owner,Yes,0.90783,490,537,0.88335,0.93232
2011,"Rhineland-Palatinate, Saarland",Owner,No,0.09217,47,537,0.06768,0.11665
2011,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.71879,297,407,0.67506,0.76253
2011,"Rhineland-Palatinate, Saarland",Tenant,No,0.28121,110,407,0.23747,0.32494
2011,Baden-Wuerttemberg,Owner,Yes,0.91729,997,1083,0.90088,0.93370
2011,Baden-Wuerttemberg,Owner,No,0.08271,86,1083,0.06630,0.09912
2011,Baden-Wuerttemberg,Tenant,Yes,0.77204,732,916,0.74486,0.79923
2011,Baden-Wuerttemberg,Tenant,No,0.22796,184,916,0.20077,0.25514
2011,Bavaria,Owner,Yes,0.93525,1295,1363,0.92218,0.94832
2011,Bavaria,Owner,No,0.06475,68,1363,0.05168,0.07782
2011,Bavaria,Tenant,Yes,0.72400,942,1212,0.69882,0.74918
2011,Bavaria,Tenant,No,0.27600,270,1212,0.25082,0.30118
2011,Berlin,Owner,Yes,0.93909,114,114,0.89499,0.98319
2011,Berlin,Tenant,Yes,0.73906,433,549,0.70229,0.77583
2011,Berlin,Tenant,No,0.26094,116,549,0.22417,0.29771
2011,Brandenburg,Owner,Yes,0.73074,212,285,0.67915,0.78233
2011,Brandenburg,Owner,No,0.26926,73,285,0.21767,0.32085
2011,Brandenburg,Tenant,Yes,0.62468,254,395,0.57686,0.67249
2011,Brandenburg,Tenant,No,0.37532,141,395,0.32751,0.42314
2011,Mecklenburg-Western Pomerania,Owner,Yes,0.79415,120,120,0.72151,0.86680
2011,Mecklenburg-Western Pomerania,Tenant,Yes,0.59684,174,262,0.53733,0.65635
2011,Mecklenburg-Western Pomerania,Tenant,No,0.40316,88,262,0.34365,0.46267
2011,Saxony,Owner,Yes,0.60375,233,370,0.55384,0.65365
2011,Saxony,Owner,No,0.39625,137,370,0.34635,0.44616
2011,Saxony,Tenant,Yes,0.63622,442,685,0.60017,0.67227
2011,Saxony,Tenant,No,0.36378,243,685,0.32773,0.39983
2011,Saxony-Anhalt,Owner,Yes,0.63050,173,275,0.57335,0.68765
2011,Saxony-Anhalt,Owner,No,0.36950,102,275,0.31235,0.42665
2011,Saxony-Anhalt,Tenant,Yes,0.58927,222,381,0.53980,0.63873
2011,Saxony-Anhalt,Tenant,No,0.41073,159,381,0.36127,0.46020
2011,Thuringa,Owner,Yes,0.64154,198,286,0.58586,0.69721
2011,Thuringa,Owner,No,0.35846,88,286,0.30279,0.41414
2011,Thuringa,Tenant,Yes,0.56634,209,363,0.51529,0.61739
2011,Thuringa,Tenant,No,0.43366,154,363,0.38261,0.48471
2012,Schleswig-Holstein,Owner,Yes,0.94304,273,273,0.91549,0.97058
2012,Schleswig-Holstein,Tenant,Yes,0.74642,236,317,0.69845,0.79439
2012,Schleswig-Holstein,Tenant,No,0.25358,81,317,0.20561,0.30155
2012,Hamburg,Tenant,Yes,0.82467,172,172,0.76767,0.88166
2012,Lower Saxony,Owner,Yes,0.93332,768,821,0.91625,0.95040
2012,Lower Saxony,Owner,No,0.06668,53,821,0.04960,0.08375
2012,Lower Saxony,Tenant,Yes,0.79235,520,659,0.76136,0.82334
2012,Lower Saxony,Tenant,No,0.20765,139,659,0.17666,0.23864
2012,Bremen,Owner,Yes,0.90224,42,42,0.81133,0.99315
2012,Bremen,Tenant,Yes,0.84029,69,69,0.75322,0.92736
2012,North Rhine-Westphalia,Owner,Yes,0.93195,1356,1443,0.91895,0.94495
2012,North Rhine-Westphalia,Owner,No,0.06805,87,1443,0.05505,0.08105
2012,North Rhine-Westphalia,Tenant,Yes,0.75261,1351,1763,0.73246,0.77276
2012,North Rhine-Westphalia,Tenant,No,0.24739,412,1763,0.22724,0.26754
2012,Hesse,Owner,Yes,0.91483,518,569,0.89187,0.93779
2012,Hesse,Owner,No,0.08517,51,569,0.06221,0.10813
2012,Hesse,Tenant,Yes,0.72730,436,569,0.69068,0.76393
2012,Hesse,Tenant,No,0.27270,133,569,0.23607,0.30932
2012,"Rhineland-Palatinate, Saarland",Owner,Yes,0.91041,471,510,0.88560,0.93522
2012,"Rhineland-Palatinate, Saarland",Owner,No,0.08959,39,510,0.06478,0.11440
2012,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.68371,278,420,0.63918,0.72824
2012,"Rhineland-Palatinate, Saarland",Tenant,No,0.31629,142,420,0.27176,0.36082
2012,Baden-Wuerttemberg,Owner,Yes,0.92778,985,1055,0.91216,0.94341
2012,Baden-Wuerttemberg,Owner,No,0.07222,70,1055,0.05659,0.08784
2012,Baden-Wuerttemberg,Tenant,Yes,0.76901,675,851,0.74067,0.79734
2012,Baden-Wuerttemberg,Tenant,No,0.23099,176,851,0.20266,0.25933
2012,Bavaria,Owner,Yes,0.92616,1262,1328,0.91209,0.94023
2012,Bavaria,Owner,No,0.07384,66,1328,0.05977,0.08791
2012,Bavaria,Tenant,Yes,0.75612,950,1204,0.73185,0.78039
2012,Bavaria,Tenant,No,0.24388,254,1204,0.21961,0.26815
2012,Berlin,Owner,Yes,0.93784,123,123,0.89499,0.98068
2012,Berlin,Tenant,Yes,0.73957,447,567,0.70342,0.77573
2012,Berlin,Tenant,No,0.26043,120,567,0.22427,0.29658
2012,Brandenburg,Owner,Yes,0.71618,212,292,0.66438,0.76799
2012,Brandenburg,Owner,No,0.28382,80,292,0.23201,0.33562
2012,Brandenburg,Tenant,Yes,0.66500,254,376,0.61722,0.71277
2012,Brandenburg,Tenant,No,0.33500,122,376,0.28723,0.38278
2012,Mecklenburg-Western Pomerania,Owner,Yes,0.79698,104,104,0.71930,0.87467
2012,Mecklenburg-Western Pomerania,Tenant,Yes,0.63247,188,270,0.57485,0.69008
2012,Mecklenburg-Western Pomerania,Tenant,No,0.36753,82,270,0.30992,0.42515
2012,Saxony,Owner,Yes,0.66659,246,373,0.61869,0.71450
2012,Saxony,Owner,No,0.33341,127,373,0.28550,0.38131
2012,Saxony,Tenant,Yes,0.65774,468,702,0.62262,0.69287
2012,Saxony,Tenant,No,0.34226,234,702,0.30713,0.37738
2012,Saxony-Anhalt,Owner,Yes,0.64949,175,260,0.59138,0.70760
2012,Saxony-Anhalt,Owner,No,0.35051,85,260,0.29240,0.40862
2012,Saxony-Anhalt,Tenant,Yes,0.60387,224,365,0.55362,0.65411
2012,Saxony-Anhalt,Tenant,No,0.39613,141,365,0.34589,0.44638
2012,Thuringa,Owner,Yes,0.68603,197,277,0.63127,0.74078
2012,Thuringa,Owner,No,0.31397,80,277,0.25922,0.36873
2012,Thuringa,Tenant,Yes,0.57381,211,362,0.52279,0.62482
2012,Thuringa,Tenant,No,0.42619,151,362,0.37518,0.47721
2013,Schleswig-Holstein,Owner,Yes,0.95854,267,267,0.93459,0.98250
2013,Schleswig-Holstein,Tenant,Yes,0.70914,264,372,0.66293,0.75535
2013,Schleswig-Holstein,Tenant,No,0.29086,108,372,0.24465,0.33707
2013,Hamburg,Tenant,Yes,0.85958,236,236,0.81516,0.90400
2013,Lower Saxony,Owner,Yes,0.94816,784,820,0.93297,0.96334
2013,Lower Saxony,Owner,No,0.05184,36,820,0.03666,0.06703
2013,Lower Saxony,Tenant,Yes,0.76534,634,809,0.73611,0.79456
2013,Lower Saxony,Tenant,No,0.23466,175,809,0.20544,0.26389
2013,Bremen,Owner,Yes,0.82463,42,42,0.70823,0.94104
2013,Bremen,Tenant,Yes,0.82822,86,86,0.74803,0.90841
2013,North Rhine-Westphalia,Owner,Yes,0.94006,1423,1505,0.92806,0.95206
2013,North Rhine-Westphalia,Owner,No,0.05994,82,1505,0.04794,0.07194
2013,North Rhine-Westphalia,Tenant,Yes,0.74927,1668,2159,0.73098,0.76756
2013,North Rhine-Westphalia,Tenant,No,0.25073,491,2159,0.23244,0.26902
2013,Hesse,Owner,Yes,0.90264,518,573,0.87834,0.92693
2013,Hesse,Owner,No,0.09736,55,573,0.07307,0.12166
2013,Hesse,Tenant,Yes,0.73624,555,735,0.70436,0.76812
2013,Hesse,Tenant,No,0.26376,180,735,0.23188,0.29564
2013,"Rhineland-Palatinate, Saarland",Owner,Yes,0.89547,498,550,0.86988,0.92107
2013,"Rhineland-Palatinate, Saarland",Owner,No,0.10453,52,550,0.07893,0.13012
2013,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.69889,335,485,0.65802,0.73976
2013,"Rhineland-Palatinate, Saarland",Tenant,No,0.30111,150,485,0.26024,0.34198
2013,Baden-Wuerttemberg,Owner,Yes,0.93631,1023,1089,0.92180,0.95082
2013,Baden-Wuerttemberg,Owner,No,0.06369,66,1089,0.04918,0.07820
2013,Baden-Wuerttemberg,Tenant,Yes,0.75521,810,1045,0.72913,0.78129
2013,Baden-Wuerttemberg,Tenant,No,0.24479,235,1045,0.21871,0.27087
2013,Bavaria,Owner,Yes,0.92157,1276,1349,0.90722,0.93592
2013,Bavaria,Owner,No,0.07843,73,1349,0.06408,0.09278
2013,Bavaria,Tenant,Yes,0.74329,1156,1498,0.72117,0.76542
2013,Bavaria,Tenant,No,0.25671,342,1498,0.23458,0.27883
2013,Berlin,Owner,Yes,0.93783,118,118,0.89407,0.98158
2013,Berlin,Tenant,Yes,0.72599,496,643,0.69148,0.76049
2013,Berlin,Tenant,No,0.27401,147,643,0.23951,0.30852
2013,Brandenburg,Owner,Yes,0.74334,207,275,0.69163,0.79506
2013,Brandenburg,Owner,No,0.25666,68,275,0.20494,0.30837
2013,Brandenburg,Tenant,Yes,0.69794,280,398,0.65277,0.74310
2013,Brandenburg,Tenant,No,0.30206,118,398,0.25690,0.34723
2013,Mecklenburg-Western Pomerania,Owner,Yes,0.80919,105,105,0.73367,0.88471
2013,Mecklenburg-Western Pomerania,Tenant,Yes,0.63837,179,260,0.57986,0.69689
2013,Mecklenburg-Western Pomerania,Tenant,No,0.36163,81,260,0.30311,0.42014
2013,Saxony,Owner,Yes,0.62411,236,361,0.57408,0.67414
2013,Saxony,Owner,No,0.37589,125,361,0.32586,0.42592
2013,Saxony,Tenant,Yes,0.67112,476,688,0.63599,0.70625
2013,Saxony,Tenant,No,0.32888,212,688,0.29375,0.36401
2013,Saxony-Anhalt,Owner,Yes,0.66491,171,252,0.60651,0.72330
2013,Saxony-Anhalt,Owner,No,0.33509,81,252,0.27670,0.39349
2013,Saxony-Anhalt,Tenant,Yes,0.57672,233,383,0.52718,0.62627
2013,Saxony-Anhalt,Tenant,No,0.42328,150,383,0.37373,0.47282
2013,Thuringa,Owner,Yes,0.67482,198,282,0.62005,0.72959
2013,Thuringa,Owner,No,0.32518,84,282,0.27041,0.37995
2013,Thuringa,Tenant,Yes,0.55331,191,327,0.49934,0.60728
2013,Thuringa,Tenant,No,0.44669,136,327,0.39272,0.50066
2014,Schleswig-Holstein,Owner,Yes,0.94359,249,249,0.91488,0.97230
2014,Schleswig-Holstein,Tenant,Yes,0.73116,223,307,0.68148,0.78084
2014,Schleswig-Holstein,Tenant,No,0.26884,84,307,0.21916,0.31852
2014,Hamburg,Tenant,Yes,0.87286,179,179,0.82393,0.92180
2014,Lower Saxony,Owner,Yes,0.93217,725,767,0.91436,0.94998
2014,Lower Saxony,Owner,No,0.06783,42,767,0.05002,0.08564
2014,Lower Saxony,Tenant,Yes,0.77946,546,699,0.74871,0.81022
2014,Lower Saxony,Tenant,No,0.22054,153,699,0.18978,0.25129
2014,Bremen,Owner,Yes,0.95027,41,41,0.88291,1.01764
2014,Bremen,Tenant,Yes,0.82204,72,72,0.73307,0.91101
2014,North Rhine-Westphalia,Owner,Yes,0.93822,1295,1373,0.92548,0.95096
2014,North Rhine-Westphalia,Owner,No,0.06178,78,1373,0.04904,0.07452
2014,North Rhine-Westphalia,Tenant,Yes,0.75166,1443,1854,0.73199,0.77133
2014,North Rhine-Westphalia,Tenant,No,0.24834,411,1854,0.22867,0.26801
2014,Hesse,Owner,Yes,0.89682,473,522,0.87070,0.92294
2014,Hesse,Owner,No,0.10318,49,522,0.07706,0.12930
2014,Hesse,Tenant,Yes,0.73160,460,592,0.69587,0.76733
2014,Hesse,Tenant,No,0.26840,132,592,0.23267,0.30413
2014,"Rhineland-Palatinate, Saarland",Owner,Yes,0.90640,453,488,0.88054,0.93227
2014,"Rhineland-Palatinate, Saarland",Owner,No,0.09360,35,488,0.06773,0.11946
2014,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.68770,309,433,0.64400,0.73141
2014,"Rhineland-Palatinate, Saarland",Tenant,No,0.31230,124,433,0.26859,0.35600
2014,Baden-Wuerttemberg,Owner,Yes,0.94326,919,969,0.92869,0.95784
2014,Baden-Wuerttemberg,Owner,No,0.05674,50,969,0.04216,0.07131
2014,Baden-Wuerttemberg,Tenant,Yes,0.74001,664,857,0.71062,0.76939
2014,Baden-Wuerttemberg,Tenant,No,0.25999,193,857,0.23061,0.28938
2014,Bavaria,Owner,Yes,0.92855,1178,1251,0.91427,0.94283
2014,Bavaria,Owner,No,0.07145,73,1251,0.05717,0.08573
2014,Bavaria,Tenant,Yes,0.74616,1022,1300,0.72249,0.76982
2014,Bavaria,Tenant,No,0.25384,278,1300,0.23018,0.27751
2014,Berlin,Owner,Yes,0.95095,105,105,0.90944,0.99246
2014,Berlin,Tenant,Yes,0.76392,437,544,0.72820,0.79964
2014,Berlin,Tenant,No,0.23608,107,544,0.20036,0.27180
2014,Brandenburg,Owner,Yes,0.73241,186,256,0.67807,0.78675
2014,Brandenburg,Owner,No,0.26759,70,256,0.21325,0.32193
2014,Brandenburg,Tenant,Yes,0.71487,256,365,0.66849,0.76125
2014,Brandenburg,Tenant,No,0.28513,109,365,0.23875,0.33151
2014,Mecklenburg-Western Pomerania,Owner,Yes,0.83359,88,88,0.75533,0.91186
2014,Mecklenburg-Western Pomerania,Tenant,Yes,0.62067,163,246,0.55991,0.68143
