year,bula_h,regtyp,hgeqpter,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Lower Saxony,Rural regions,Yes,0.73523,184,251,0.68054,0.78993
1995,Lower Saxony,Rural regions,No,0.25978,67,251,0.20542,0.31414
1995,Bremen,Urban regions,Yes,0.76283,45,45,0.63714,0.88851
1995,North Rhine-Westphalia,Urban regions,Yes,0.67537,814,1225,0.64914,0.70160
1995,North Rhine-Westphalia,Urban regions,No,0.27948,411,1225,0.25434,0.30462
1995,Hesse,Urban regions,Yes,0.69779,265,393,0.65233,0.74325
1995,Hesse,Urban regions,No,0.27467,128,393,0.23048,0.31885
1995,Hesse,Rural regions,Yes,0.60799,47,47,0.46691,0.74907
1995,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.67378,195,286,0.61935,0.72821
1995,"Rhineland-Palatinate, Saarland",Urban regions,No,0.32072,91,286,0.26653,0.37491
1995,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.68861,42,42,0.54687,0.83035
1995,Baden-Wuerttemberg,Urban regions,Yes,0.73930,504,735,0.70754,0.77106
1995,Baden-Wuerttemberg,Urban regions,No,0.23675,231,735,0.20600,0.26750
1995,Baden-Wuerttemberg,Rural regions,Yes,0.72268,69,105,0.63664,0.80872
1995,Baden-Wuerttemberg,Rural regions,No,0.21002,36,105,0.13173,0.28830
1995,Bavaria,Urban regions,Yes,0.77624,346,440,0.73726,0.81523
1995,Bavaria,Urban regions,No,0.16814,94,440,0.13316,0.20313
1995,Bavaria,Rural regions,Yes,0.71725,295,398,0.67295,0.76155
1995,Bavaria,Rural regions,No,0.21861,103,398,0.17795,0.25927
1995,Berlin,Urban regions,Yes,0.69762,225,296,0.64521,0.75003
1995,Berlin,Urban regions,No,0.20625,71,296,0.16008,0.25243
1995,Brandenburg,Rural regions,Yes,0.45472,137,262,0.39431,0.51513
1995,Brandenburg,Rural regions,No,0.49671,125,262,0.43605,0.55737
1995,Mecklenburg-Western Pomerania,Rural regions,Yes,0.53095,94,166,0.45481,0.60710
1995,Mecklenburg-Western Pomerania,Rural regions,No,0.39439,72,166,0.31982,0.46896
1995,Saxony,Urban regions,Yes,0.43830,131,275,0.37955,0.49705
1995,Saxony,Urban regions,No,0.49614,144,275,0.43694,0.55534
1995,Saxony,Rural regions,Yes,0.30239,83,248,0.24511,0.35967
1995,Saxony,Rural regions,No,0.65845,165,248,0.59931,0.71760
1995,Saxony-Anhalt,Urban regions,Yes,0.47551,31,31,0.29680,0.65421
1995,Saxony-Anhalt,Rural regions,Yes,0.32602,99,255,0.26838,0.38367
1995,Saxony-Anhalt,Rural regions,No,0.58928,156,255,0.52878,0.64979
1995,Thuringa,Urban regions,Yes,0.47542,45,92,0.37281,0.57802
1995,Thuringa,Urban regions,No,0.48994,47,92,0.38723,0.59265
1995,Thuringa,Rural regions,Yes,0.39555,95,210,0.32926,0.46185
1995,Thuringa,Rural regions,No,0.49060,115,210,0.42282,0.55837
1996,Schleswig-Holstein,Urban regions,Yes,0.69230,52,52,0.56562,0.81897
1996,Schleswig-Holstein,Rural regions,Yes,0.70995,57,57,0.59109,0.82880
1996,Hamburg,Urban regions,Yes,0.64395,54,54,0.51504,0.77287
1996,Lower Saxony,Urban regions,Yes,0.68319,186,269,0.62749,0.73889
1996,Lower Saxony,Urban regions,No,0.28331,83,269,0.22936,0.33725
1996,Lower Saxony,Rural regions,Yes,0.75739,188,248,0.70393,0.81085
1996,Lower Saxony,Rural regions,No,0.23222,60,248,0.17956,0.28487
1996,Bremen,Urban regions,Yes,0.81940,45,45,0.70573,0.93307
1996,North Rhine-Westphalia,Urban regions,Yes,0.67824,815,1216,0.65198,0.70451
1996,North Rhine-Westphalia,Urban regions,No,0.28022,401,1216,0.25497,0.30547
1996,Hesse,Urban regions,Yes,0.71393,265,374,0.66806,0.75979
1996,Hesse,Urban regions,No,0.24951,109,374,0.20559,0.29342
1996,Hesse,Rural regions,Yes,0.61552,47,47,0.47494,0.75611
1996,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.66591,192,282,0.61076,0.72106
1996,"Rhineland-Palatinate, Saarland",Urban regions,No,0.31171,90,282,0.25756,0.36587
1996,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.71567,41,41,0.57587,0.85546
1996,Baden-Wuerttemberg,Urban regions,Yes,0.75284,495,718,0.72127,0.78442
1996,Baden-Wuerttemberg,Urban regions,No,0.22726,223,718,0.19659,0.25794
1996,Baden-Wuerttemberg,Rural regions,Yes,0.71619,68,102,0.62827,0.80412
1996,Baden-Wuerttemberg,Rural regions,No,0.23018,34,102,0.14809,0.31228
1996,Bavaria,Urban regions,Yes,0.79882,343,430,0.76088,0.83675
1996,Bavaria,Urban regions,No,0.15455,87,430,0.12034,0.18876
1996,Bavaria,Rural regions,Yes,0.75048,307,408,0.70844,0.79252
1996,Bavaria,Rural regions,No,0.20726,101,408,0.16788,0.24665
1996,Berlin,Urban regions,Yes,0.69695,220,284,0.64340,0.75049
1996,Berlin,Urban regions,No,0.21303,64,284,0.16532,0.26073
1996,Brandenburg,Rural regions,Yes,0.45438,140,265,0.39432,0.51445
1996,Brandenburg,Rural regions,No,0.47838,125,265,0.41812,0.53864
1996,Mecklenburg-Western Pomerania,Rural regions,Yes,0.53591,95,164,0.45935,0.61247
1996,Mecklenburg-Western Pomerania,Rural regions,No,0.40796,69,164,0.33251,0.48341
1996,Saxony,Urban regions,Yes,0.47617,142,276,0.41714,0.53520
1996,Saxony,Urban regions,No,0.45666,134,276,0.39778,0.51553
1996,Saxony,Rural regions,Yes,0.30043,89,252,0.24371,0.35715
1996,Saxony,Rural regions,No,0.66198,163,252,0.60345,0.72050
1996,Saxony-Anhalt,Urban regions,Yes,0.51910,39,39,0.36024,0.67796
1996,Saxony-Anhalt,Rural regions,Yes,0.38859,103,241,0.32693,0.45026
1996,Saxony-Anhalt,Rural regions,No,0.54446,138,241,0.48145,0.60746
1996,Thuringa,Urban regions,Yes,0.49088,48,92,0.38816,0.59359
1996,Thuringa,Urban regions,No,0.47250,44,92,0.36992,0.57507
1996,Thuringa,Rural regions,Yes,0.40698,100,215,0.34115,0.47280
1996,Thuringa,Rural regions,No,0.49189,115,215,0.42491,0.55887
1997,Schleswig-Holstein,Urban regions,Yes,0.64819,47,47,0.51019,0.78619
1997,Schleswig-Holstein,Rural regions,Yes,0.64982,50,50,0.51626,0.78339
1997,Hamburg,Urban regions,Yes,0.61038,52,52,0.47654,0.74422
1997,Lower Saxony,Urban regions,Yes,0.73045,195,261,0.67651,0.78439
1997,Lower Saxony,Urban regions,No,0.22350,66,261,0.17286,0.27414
1997,Lower Saxony,Rural regions,Yes,0.76930,195,254,0.71738,0.82121
1997,Lower Saxony,Rural regions,No,0.22380,59,254,0.17244,0.27516
1997,Bremen,Urban regions,Yes,0.81884,46,46,0.70630,0.93137
1997,North Rhine-Westphalia,Urban regions,Yes,0.70036,830,1199,0.67442,0.72630
1997,North Rhine-Westphalia,Urban regions,No,0.25843,369,1199,0.23364,0.28322
1997,Hesse,Urban regions,Yes,0.71342,255,351,0.66605,0.76079
1997,Hesse,Urban regions,No,0.24699,96,351,0.20181,0.29217
1997,Hesse,Rural regions,Yes,0.63405,44,44,0.49007,0.77803
1997,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.64679,194,291,0.59178,0.70180
1997,"Rhineland-Palatinate, Saarland",Urban regions,No,0.33735,97,291,0.28293,0.39177
1997,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.73704,43,43,0.60389,0.87018
1997,Baden-Wuerttemberg,Urban regions,Yes,0.76576,504,722,0.73485,0.79668
1997,Baden-Wuerttemberg,Urban regions,No,0.21673,218,722,0.18666,0.24681
1997,Baden-Wuerttemberg,Rural regions,Yes,0.65127,64,96,0.55544,0.74711
1997,Baden-Wuerttemberg,Rural regions,No,0.22855,32,96,0.14411,0.31299
1997,Bavaria,Urban regions,Yes,0.79491,332,419,0.75620,0.83362
1997,Bavaria,Urban regions,No,0.15418,87,419,0.11956,0.18880
1997,Bavaria,Rural regions,Yes,0.76672,315,402,0.72532,0.80811
1997,Bavaria,Rural regions,No,0.17825,87,402,0.14079,0.21571
1997,Berlin,Urban regions,Yes,0.69574,216,275,0.64126,0.75022
1997,Berlin,Urban regions,No,0.19510,59,275,0.14818,0.24202
1997,Brandenburg,Rural regions,Yes,0.46625,146,272,0.40685,0.52564
1997,Brandenburg,Rural regions,No,0.46539,126,272,0.40600,0.52477
1997,Mecklenburg-Western Pomerania,Rural regions,Yes,0.53063,94,161,0.45330,0.60796
1997,Mecklenburg-Western Pomerania,Rural regions,No,0.41992,67,161,0.34344,0.49639
1997,Saxony,Urban regions,Yes,0.47500,140,268,0.41510,0.53490
1997,Saxony,Urban regions,No,0.45134,128,268,0.39165,0.51103
1997,Saxony,Rural regions,Yes,0.34300,96,246,0.28356,0.40245
1997,Saxony,Rural regions,No,0.60650,150,246,0.54533,0.66768
1997,Saxony-Anhalt,Urban regions,Yes,0.48660,35,67,0.36602,0.60719
1997,Saxony-Anhalt,Urban regions,No,0.39957,32,67,0.28140,0.51774
1997,Saxony-Anhalt,Rural regions,Yes,0.40463,107,243,0.34279,0.46647
1997,Saxony-Anhalt,Rural regions,No,0.54916,136,243,0.48647,0.61185
1997,Thuringa,Urban regions,Yes,0.49844,49,93,0.39627,0.60061
1997,Thuringa,Urban regions,No,0.46449,44,93,0.36257,0.56640
1997,Thuringa,Rural regions,Yes,0.42302,98,208,0.35572,0.49032
1997,Thuringa,Rural regions,No,0.46880,110,208,0.40081,0.53678
1998,Schleswig-Holstein,Urban regions,Yes,0.72376,73,73,0.62048,0.82704
1998,Schleswig-Holstein,Rural regions,Yes,0.72642,67,67,0.61886,0.83397
1998,Hamburg,Urban regions,Yes,0.62743,62,96,0.53021,0.72466
1998,Hamburg,Urban regions,No,0.36639,34,96,0.26950,0.46328
1998,Lower Saxony,Urban regions,Yes,0.78187,242,309,0.73575,0.82799
1998,Lower Saxony,Urban regions,No,0.21607,67,309,0.17011,0.26204
1998,Lower Saxony,Rural regions,Yes,0.82968,253,304,0.78735,0.87200
1998,Lower Saxony,Rural regions,No,0.15573,51,304,0.11490,0.19656
1998,Bremen,Urban regions,Yes,0.77314,48,48,0.65340,0.89287
1998,North Rhine-Westphalia,Urban regions,Yes,0.73540,1044,1451,0.71269,0.75810
1998,North Rhine-Westphalia,Urban regions,No,0.25853,407,1451,0.23600,0.28107
1998,Hesse,Urban regions,Yes,0.74349,308,411,0.70122,0.78576
1998,Hesse,Urban regions,No,0.23978,103,411,0.19846,0.28111
1998,Hesse,Rural regions,Yes,0.75173,57,57,0.63858,0.86488
1998,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.69836,236,330,0.64876,0.74795
1998,"Rhineland-Palatinate, Saarland",Urban regions,No,0.30164,94,330,0.25205,0.35124
1998,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.72888,61,61,0.61640,0.84137
1998,Baden-Wuerttemberg,Urban regions,Yes,0.74587,568,816,0.71598,0.77576
1998,Baden-Wuerttemberg,Urban regions,No,0.25306,248,816,0.22321,0.28291
1998,Baden-Wuerttemberg,Rural regions,Yes,0.66948,71,106,0.57950,0.75946
1998,Baden-Wuerttemberg,Rural regions,No,0.30419,35,106,0.21619,0.39219
1998,Bavaria,Urban regions,Yes,0.84565,400,494,0.81376,0.87754
1998,Bavaria,Urban regions,No,0.15435,94,494,0.12246,0.18624
1998,Bavaria,Rural regions,Yes,0.80725,396,485,0.77211,0.84239
1998,Bavaria,Rural regions,No,0.18494,89,485,0.15035,0.21953
1998,Berlin,Urban regions,Yes,0.68534,229,321,0.63446,0.73622
1998,Berlin,Urban regions,No,0.29985,92,321,0.24964,0.35005
1998,Brandenburg,Rural regions,Yes,0.54476,168,300,0.48831,0.60121
1998,Brandenburg,Rural regions,No,0.43988,132,300,0.38362,0.49615
1998,Mecklenburg-Western Pomerania,Rural regions,Yes,0.55509,111,183,0.48289,0.62729
1998,Mecklenburg-Western Pomerania,Rural regions,No,0.44282,72,183,0.37065,0.51498
1998,Saxony,Urban regions,Yes,0.55072,163,291,0.49347,0.60797
1998,Saxony,Urban regions,No,0.43470,128,291,0.37764,0.49175
1998,Saxony,Rural regions,Yes,0.44860,139,286,0.39086,0.50634
1998,Saxony,Rural regions,No,0.52739,147,286,0.46943,0.58536
1998,Saxony-Anhalt,Urban regions,Yes,0.56082,41,72,0.44538,0.67626
1998,Saxony-Anhalt,Urban regions,No,0.38583,31,72,0.27260,0.49906
1998,Saxony-Anhalt,Rural regions,Yes,0.39642,119,277,0.33871,0.45413
1998,Saxony-Anhalt,Rural regions,No,0.59505,158,277,0.53714,0.65296
1998,Thuringa,Urban regions,Yes,0.51015,55,105,0.41408,0.60623
1998,Thuringa,Urban regions,No,0.48985,50,105,0.39377,0.58592
1998,Thuringa,Rural regions,Yes,0.44464,119,245,0.38228,0.50699
1998,Thuringa,Rural regions,No,0.51784,126,245,0.45514,0.58054
1999,Schleswig-Holstein,Urban regions,Yes,0.72812,66,66,0.61995,0.83628
1999,Schleswig-Holstein,Rural regions,Yes,0.71039,70,70,0.60337,0.81742
1999,Hamburg,Urban regions,Yes,0.61593,55,55,0.48621,0.74566
1999,Lower Saxony,Urban regions,Yes,0.77331,234,300,0.72585,0.82077
1999,Lower Saxony,Urban regions,No,0.20866,66,300,0.16260,0.25472
1999,Lower Saxony,Rural regions,Yes,0.84433,250,294,0.80281,0.88584
1999,Lower Saxony,Rural regions,No,0.14244,44,294,0.10242,0.18246
1999,Bremen,Urban regions,Yes,0.73042,43,43,0.59622,0.86462
1999,North Rhine-Westphalia,Urban regions,Yes,0.72995,990,1372,0.70645,0.75345
1999,North Rhine-Westphalia,Urban regions,No,0.25598,382,1372,0.23288,0.27908
1999,Hesse,Urban regions,Yes,0.75475,295,393,0.71216,0.79735
1999,Hesse,Urban regions,No,0.23647,98,393,0.19441,0.27854
1999,Hesse,Rural regions,Yes,0.78667,57,57,0.67937,0.89396
1999,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.73623,234,315,0.68749,0.78497
1999,"Rhineland-Palatinate, Saarland",Urban regions,No,0.25650,81,315,0.20820,0.30480
1999,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.75312,62,62,0.64491,0.86133
1999,Baden-Wuerttemberg,Urban regions,Yes,0.74872,554,777,0.71820,0.77924
1999,Baden-Wuerttemberg,Urban regions,No,0.24786,223,777,0.21748,0.27824
1999,Baden-Wuerttemberg,Rural regions,Yes,0.68574,68,99,0.59383,0.77765
1999,Baden-Wuerttemberg,Rural regions,No,0.27291,31,99,0.18471,0.36110
1999,Bavaria,Urban regions,Yes,0.83975,389,477,0.80680,0.87271
1999,Bavaria,Urban regions,No,0.15481,88,477,0.12231,0.18731
1999,Bavaria,Rural regions,Yes,0.81082,376,458,0.77491,0.84673
1999,Bavaria,Rural regions,No,0.18011,82,458,0.14488,0.21534
1999,Berlin,Urban regions,Yes,0.68762,217,306,0.63561,0.73964
1999,Berlin,Urban regions,No,0.29804,89,306,0.24671,0.34938
1999,Brandenburg,Rural regions,Yes,0.54815,158,284,0.49017,0.60613
1999,Brandenburg,Rural regions,No,0.42795,126,284,0.37030,0.48560
1999,Mecklenburg-Western Pomerania,Rural regions,Yes,0.60568,114,180,0.53408,0.67727
1999,Mecklenburg-Western Pomerania,Rural regions,No,0.39227,66,180,0.32075,0.46380
1999,Saxony,Urban regions,Yes,0.58274,168,283,0.52518,0.64029
1999,Saxony,Urban regions,No,0.39765,115,283,0.34052,0.45477
1999,Saxony,Rural regions,Yes,0.44184,137,281,0.38367,0.50001
1999,Saxony,Rural regions,No,0.51290,144,281,0.45435,0.57145
1999,Saxony-Anhalt,Urban regions,Yes,0.57949,44,44,0.43195,0.72704
1999,Saxony-Anhalt,Rural regions,Yes,0.44442,129,277,0.38580,0.50304
1999,Saxony-Anhalt,Rural regions,No,0.55216,148,277,0.49349,0.61083
1999,Thuringa,Urban regions,Yes,0.51269,58,108,0.41798,0.60740
1999,Thuringa,Urban regions,No,0.48113,50,108,0.38646,0.57580
1999,Thuringa,Rural regions,Yes,0.43778,116,240,0.37488,0.50068
1999,Thuringa,Rural regions,No,0.51905,124,240,0.45571,0.58240
2000,Schleswig-Holstein,Urban regions,Yes,0.69580,124,165,0.62539,0.76621
2000,Schleswig-Holstein,Urban regions,No,0.27624,41,165,0.20780,0.34467
2000,Schleswig-Holstein,Rural regions,Yes,0.77563,193,235,0.72218,0.82909
2000,Schleswig-Holstein,Rural regions,No,0.22011,42,235,0.16702,0.27319
2000,Hamburg,Urban regions,Yes,0.61951,128,180,0.54839,0.69064
2000,Hamburg,Urban regions,No,0.32108,52,180,0.25268,0.38948
2000,Lower Saxony,Urban regions,Yes,0.75739,418,526,0.72073,0.79406
2000,Lower Saxony,Urban regions,No,0.21409,108,526,0.17900,0.24918
2000,Lower Saxony,Rural regions,Yes,0.79434,441,540,0.76021,0.82846
2000,Lower Saxony,Rural regions,No,0.19680,99,540,0.16323,0.23036
2000,Bremen,Urban regions,Yes,0.76722,93,93,0.68087,0.85358
2000,North Rhine-Westphalia,Urban regions,Yes,0.75436,2045,2667,0.73802,0.77070
2000,North Rhine-Westphalia,Urban regions,No,0.23251,622,2667,0.21647,0.24854
2000,North Rhine-Westphalia,Rural regions,Yes,0.87845,67,67,0.79961,0.95728
2000,Hesse,Urban regions,Yes,0.71693,529,724,0.68409,0.74977
2000,Hesse,Urban regions,No,0.26943,195,724,0.23709,0.30177
2000,Hesse,Rural regions,Yes,0.79800,134,134,0.72976,0.86623
2000,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.72610,445,592,0.69015,0.76206
2000,"Rhineland-Palatinate, Saarland",Urban regions,No,0.26291,147,592,0.22742,0.29840
2000,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.71221,127,181,0.64607,0.77835
2000,"Rhineland-Palatinate, Saarland",Rural regions,No,0.27153,54,181,0.20655,0.33650
2000,Baden-Wuerttemberg,Urban regions,Yes,0.77819,1049,1367,0.75616,0.80023
2000,Baden-Wuerttemberg,Urban regions,No,0.21380,318,1367,0.19206,0.23554
2000,Baden-Wuerttemberg,Rural regions,Yes,0.75157,119,157,0.68376,0.81938
2000,Baden-Wuerttemberg,Rural regions,No,0.22804,38,157,0.16220,0.29388
2000,Bavaria,Urban regions,Yes,0.80873,726,883,0.78278,0.83469
2000,Bavaria,Urban regions,No,0.17931,157,883,0.15400,0.20463
2000,Bavaria,Rural regions,Yes,0.80932,754,915,0.78385,0.83479
2000,Bavaria,Rural regions,No,0.18609,161,915,0.16086,0.21132
2000,Berlin,Urban regions,Yes,0.67331,353,505,0.63236,0.71426
2000,Berlin,Urban regions,No,0.30874,152,505,0.26841,0.34907
2000,Brandenburg,Rural regions,Yes,0.52488,270,489,0.48058,0.56919
2000,Brandenburg,Rural regions,No,0.45715,219,489,0.41295,0.50135
2000,Mecklenburg-Western Pomerania,Rural regions,Yes,0.54159,155,268,0.48182,0.60136
2000,Mecklenburg-Western Pomerania,Rural regions,No,0.44830,113,268,0.38865,0.50796
2000,Saxony,Urban regions,Yes,0.57082,256,430,0.52399,0.61766
2000,Saxony,Urban regions,No,0.39792,174,430,0.35161,0.44424
2000,Saxony,Rural regions,Yes,0.41989,208,475,0.37546,0.46432
2000,Saxony,Rural regions,No,0.55109,267,475,0.50632,0.59587
2000,Saxony-Anhalt,Urban regions,Yes,0.63776,73,107,0.54625,0.72926
2000,Saxony-Anhalt,Urban regions,No,0.28482,34,107,0.19890,0.37074
2000,Saxony-Anhalt,Rural regions,Yes,0.43390,194,419,0.38639,0.48141
2000,Saxony-Anhalt,Rural regions,No,0.55741,225,419,0.50979,0.60503
2000,Thuringa,Urban regions,Yes,0.58780,87,146,0.50768,0.66792
2000,Thuringa,Urban regions,No,0.40786,59,146,0.32787,0.48785
2000,Thuringa,Rural regions,Yes,0.42011,183,379,0.37035,0.46987
2000,Thuringa,Rural regions,No,0.54503,196,379,0.49483,0.59523
2001,Schleswig-Holstein,Urban regions,Yes,0.69427,118,156,0.62174,0.76680
2001,Schleswig-Holstein,Urban regions,No,0.28798,38,156,0.21669,0.35927
2001,Schleswig-Holstein,Rural regions,Yes,0.81524,175,175,0.75757,0.87291
2001,Hamburg,Urban regions,Yes,0.61191,118,171,0.53865,0.68516
2001,Hamburg,Urban regions,No,0.33336,53,171,0.26250,0.40423
2001,Lower Saxony,Urban regions,Yes,0.76639,369,472,0.72817,0.80460
2001,Lower Saxony,Urban regions,No,0.20763,103,472,0.17100,0.24426
2001,Lower Saxony,Rural regions,Yes,0.79770,390,474,0.76149,0.83390
2001,Lower Saxony,Rural regions,No,0.19332,84,474,0.15773,0.22891
2001,Bremen,Urban regions,Yes,0.75186,80,80,0.65661,0.84711
2001,North Rhine-Westphalia,Urban regions,Yes,0.75679,1861,2383,0.73956,0.77402
2001,North Rhine-Westphalia,Urban regions,No,0.22344,522,2383,0.20671,0.24017
2001,North Rhine-Westphalia,Rural regions,Yes,0.84706,54,54,0.75016,0.94397
2001,Hesse,Urban regions,Yes,0.71504,464,622,0.67954,0.75054
2001,Hesse,Urban regions,No,0.26452,158,622,0.22983,0.29921
2001,Hesse,Rural regions,Yes,0.78256,121,121,0.70876,0.85637
2001,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.74839,424,546,0.71196,0.78482
2001,"Rhineland-Palatinate, Saarland",Urban regions,No,0.24094,122,546,0.20503,0.27684
2001,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.74554,124,166,0.67908,0.81200
2001,"Rhineland-Palatinate, Saarland",Rural regions,No,0.23691,42,166,0.17203,0.30179
2001,Baden-Wuerttemberg,Urban regions,Yes,0.78012,938,1211,0.75679,0.80346
2001,Baden-Wuerttemberg,Urban regions,No,0.20864,273,1211,0.18574,0.23153
2001,Baden-Wuerttemberg,Rural regions,Yes,0.76258,101,133,0.68999,0.83516
2001,Baden-Wuerttemberg,Rural regions,No,0.21374,32,133,0.14381,0.28368
2001,Bavaria,Urban regions,Yes,0.80882,663,799,0.78153,0.83610
2001,Bavaria,Urban regions,No,0.17747,136,799,0.15096,0.20398
2001,Bavaria,Rural regions,Yes,0.82504,677,807,0.79882,0.85127
2001,Bavaria,Rural regions,No,0.16819,130,807,0.14237,0.19402
2001,Berlin,Urban regions,Yes,0.70019,341,475,0.65894,0.74144
2001,Berlin,Urban regions,No,0.28384,134,475,0.24326,0.32443
2001,Brandenburg,Rural regions,Yes,0.54262,261,454,0.49674,0.58850
2001,Brandenburg,Rural regions,No,0.43887,193,454,0.39317,0.48457
2001,Mecklenburg-Western Pomerania,Rural regions,Yes,0.53719,137,242,0.47424,0.60014
2001,Mecklenburg-Western Pomerania,Rural regions,No,0.45186,105,242,0.38902,0.51469
2001,Saxony,Urban regions,Yes,0.54659,238,407,0.49816,0.59501
2001,Saxony,Urban regions,No,0.41364,169,407,0.36573,0.46154
2001,Saxony,Rural regions,Yes,0.44060,194,421,0.39312,0.48808
2001,Saxony,Rural regions,No,0.53605,227,421,0.48835,0.58374
2001,Saxony-Anhalt,Urban regions,Yes,0.64665,69,69,0.53303,0.76026
2001,Saxony-Anhalt,Rural regions,Yes,0.42181,183,392,0.37286,0.47076
2001,Saxony-Anhalt,Rural regions,No,0.54617,209,392,0.49682,0.59552
2001,Thuringa,Urban regions,Yes,0.56348,83,142,0.48162,0.64534
2001,Thuringa,Urban regions,No,0.42397,59,142,0.34240,0.50554
2001,Thuringa,Rural regions,Yes,0.42231,167,340,0.36973,0.47489
2001,Thuringa,Rural regions,No,0.54103,173,340,0.48798,0.59408
2002,Schleswig-Holstein,Urban regions,Yes,0.68815,131,168,0.61789,0.75841
2002,Schleswig-Holstein,Urban regions,No,0.28478,37,168,0.21633,0.35323
2002,Schleswig-Holstein,Rural regions,Yes,0.77673,187,222,0.72182,0.83163
2002,Schleswig-Holstein,Rural regions,No,0.21478,35,222,0.16063,0.26892
2002,Hamburg,Urban regions,Yes,0.61933,141,188,0.54973,0.68892
2002,Hamburg,Urban regions,No,0.33317,47,188,0.26561,0.40073
2002,Lower Saxony,Urban regions,Yes,0.77558,409,502,0.73904,0.81211
2002,Lower Saxony,Urban regions,No,0.18566,93,502,0.15162,0.21971
2002,Lower Saxony,Rural regions,Yes,0.81471,424,504,0.78075,0.84866
2002,Lower Saxony,Rural regions,No,0.17052,80,504,0.13765,0.20338
2002,Bremen,Urban regions,Yes,0.73270,84,84,0.63749,0.82791
2002,North Rhine-Westphalia,Urban regions,Yes,0.76889,2014,2485,0.75231,0.78547
2002,North Rhine-Westphalia,Urban regions,No,0.20846,471,2485,0.19248,0.22443
2002,North Rhine-Westphalia,Rural regions,Yes,0.82386,51,51,0.71827,0.92945
2002,Hesse,Urban regions,Yes,0.72144,552,703,0.68828,0.75461
2002,Hesse,Urban regions,No,0.25420,151,703,0.22199,0.28641
2002,Hesse,Rural regions,Yes,0.77679,115,115,0.70035,0.85323
2002,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.73904,433,554,0.70244,0.77564
2002,"Rhineland-Palatinate, Saarland",Urban regions,No,0.25190,121,554,0.21571,0.28808
2002,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.72046,129,168,0.65240,0.78853
2002,"Rhineland-Palatinate, Saarland",Rural regions,No,0.23901,39,168,0.17433,0.30369
2002,Baden-Wuerttemberg,Urban regions,Yes,0.78304,1035,1290,0.76054,0.80555
2002,Baden-Wuerttemberg,Urban regions,No,0.19617,255,1290,0.17449,0.21784
2002,Baden-Wuerttemberg,Rural regions,Yes,0.74938,100,100,0.66402,0.83475
2002,Bavaria,Urban regions,Yes,0.80992,740,879,0.78396,0.83587
2002,Bavaria,Urban regions,No,0.17248,139,879,0.14749,0.19747
2002,Bavaria,Rural regions,Yes,0.80033,688,826,0.77305,0.82761
2002,Bavaria,Rural regions,No,0.18765,138,826,0.16101,0.21430
2002,Berlin,Urban regions,Yes,0.68767,360,489,0.64656,0.72879
2002,Berlin,Urban regions,No,0.28439,129,489,0.24436,0.32441
2002,Brandenburg,Rural regions,Yes,0.52786,264,457,0.48203,0.57368
2002,Brandenburg,Rural regions,No,0.45610,193,457,0.41039,0.50182
2002,Mecklenburg-Western Pomerania,Urban regions,Yes,0.69588,32,32,0.53393,0.85782
2002,Mecklenburg-Western Pomerania,Rural regions,Yes,0.54071,141,233,0.47658,0.60483
2002,Mecklenburg-Western Pomerania,Rural regions,No,0.43095,92,233,0.36722,0.49467
2002,Saxony,Urban regions,Yes,0.55114,249,408,0.50281,0.59946
2002,Saxony,Urban regions,No,0.40322,159,408,0.35556,0.45088
2002,Saxony,Rural regions,Yes,0.45204,201,415,0.40410,0.49998
2002,Saxony,Rural regions,No,0.51700,214,415,0.46886,0.56514
2002,Saxony-Anhalt,Urban regions,Yes,0.64557,68,68,0.53103,0.76011
2002,Saxony-Anhalt,Rural regions,Yes,0.44193,194,393,0.39277,0.49109
2002,Saxony-Anhalt,Rural regions,No,0.52341,199,393,0.47396,0.57285
2002,Thuringa,Urban regions,Yes,0.57986,88,141,0.49810,0.66163
2002,Thuringa,Urban regions,No,0.38695,53,141,0.30627,0.46763
2002,Thuringa,Rural regions,Yes,0.43575,165,334,0.38249,0.48901
2002,Thuringa,Rural regions,No,0.51767,169,334,0.46400,0.57134
2003,Schleswig-Holstein,Urban regions,Yes,0.67550,122,163,0.60340,0.74759
2003,Schleswig-Holstein,Urban regions,No,0.32450,41,163,0.25241,0.39660
2003,Schleswig-Holstein,Rural regions,Yes,0.75923,169,207,0.70084,0.81762
2003,Schleswig-Holstein,Rural regions,No,0.24077,38,207,0.18238,0.29916
2003,Hamburg,Urban regions,Yes,0.61645,128,173,0.54378,0.68912
