"plh0012_h","year","bula_h","n","percent","lower_confidence","upper_confidence"
"NPD/Republikaner/Die Rechte","1984","Thueringen","","","",""
"Andere","1984","Schleswig-Holstein","","","",""
"Andere","1984","Hamburg","","","",""
"Andere","1984","Niedersachsen","","","",""
"Andere","1984","Bremen","","","",""
"Andere","1984","Nordrhein-Westfalen","","","",""
"Andere","1984","Hessen","","","",""
"Andere","1984","Rheinland-Pfalz,Saarland","","","",""
"Andere","1984","Baden-Wuerttemberg","","","",""
"Andere","1984","Bayern","","","",""
"Andere","1984","Saarland","","","",""
"Andere","1984","Berlin","","","",""
"Andere","1984","Brandenburg","","","",""
"Andere","1984","Mecklenburg-Vorpommern","","","",""
"Andere","1984","Sachsen","","","",""
"Andere","1984","Sachsen-Anhalt","","","",""
"Andere","1984","Thueringen","","","",""
"SPD/Buendnis90/Gruene","1984","Schleswig-Holstein","","","",""
"SPD/Buendnis90/Gruene","1984","Hamburg","","","",""
"SPD/Buendnis90/Gruene","1984","Niedersachsen","","","",""
"SPD/Buendnis90/Gruene","1984","Bremen","","","",""
"SPD/Buendnis90/Gruene","1984","Nordrhein-Westfalen","","","",""
"SPD/Buendnis90/Gruene","1984","Hessen","","","",""
"SPD/Buendnis90/Gruene","1984","Rheinland-Pfalz,Saarland","","","",""
"SPD/Buendnis90/Gruene","1984","Baden-Wuerttemberg","","","",""
"SPD/Buendnis90/Gruene","1984","Bayern","","","",""
"SPD/Buendnis90/Gruene","1984","Saarland","","","",""
"SPD/Buendnis90/Gruene","1984","Berlin","","","",""
"SPD/Buendnis90/Gruene","1984","Brandenburg","","","",""
"SPD/Buendnis90/Gruene","1984","Mecklenburg-Vorpommern","","","",""
"SPD/Buendnis90/Gruene","1984","Sachsen","","","",""
"SPD/Buendnis90/Gruene","1984","Sachsen-Anhalt","","","",""
"SPD/Buendnis90/Gruene","1984","Thueringen","","","",""
"SPD/CDU","1984","Schleswig-Holstein","","","",""
"SPD/CDU","1984","Hamburg","","","",""
"SPD/CDU","1984","Niedersachsen","","","",""
"SPD/CDU","1984","Bremen","","","",""
"SPD/CDU","1984","Nordrhein-Westfalen","","","",""
"SPD/CDU","1984","Hessen","","","",""
"SPD/CDU","1984","Rheinland-Pfalz,Saarland","","","",""
"SPD/CDU","1984","Baden-Wuerttemberg","","","",""
"SPD/CDU","1984","Bayern","","","",""
"SPD/CDU","1984","Saarland","","","",""
"SPD/CDU","1984","Berlin","","","",""
"SPD/CDU","1984","Brandenburg","","","",""
"SPD/CDU","1984","Mecklenburg-Vorpommern","","","",""
"SPD/CDU","1984","Sachsen","","","",""
"SPD/CDU","1984","Sachsen-Anhalt","","","",""
"SPD/CDU","1984","Thueringen","","","",""
"SPD/FDP","1984","Schleswig-Holstein","","","",""
"SPD/FDP","1984","Hamburg","","","",""
"SPD/FDP","1984","Niedersachsen","","","",""
"SPD/FDP","1984","Bremen","","","",""
"SPD/FDP","1984","Nordrhein-Westfalen","","","",""
"SPD/FDP","1984","Hessen","","","",""
"SPD/FDP","1984","Rheinland-Pfalz,Saarland","","","",""
"SPD/FDP","1984","Baden-Wuerttemberg","","","",""
"SPD/FDP","1984","Bayern","","","",""
"SPD/FDP","1984","Saarland","","","",""
"SPD/FDP","1984","Berlin","","","",""
"SPD/FDP","1984","Brandenburg","","","",""
"SPD/FDP","1984","Mecklenburg-Vorpommern","","","",""
"SPD/FDP","1984","Sachsen","","","",""
"SPD/FDP","1984","Sachsen-Anhalt","","","",""
"SPD/FDP","1984","Thueringen","","","",""
"SPD/DVU(Rep/NPD)","1984","Schleswig-Holstein","","","",""
"SPD/DVU(Rep/NPD)","1984","Hamburg","","","",""
"SPD/DVU(Rep/NPD)","1984","Niedersachsen","","","",""
"SPD/DVU(Rep/NPD)","1984","Bremen","","","",""
"SPD/DVU(Rep/NPD)","1984","Nordrhein-Westfalen","","","",""
"SPD/DVU(Rep/NPD)","1984","Hessen","","","",""
"SPD/DVU(Rep/NPD)","1984","Rheinland-Pfalz,Saarland","","","",""
"SPD/DVU(Rep/NPD)","1984","Baden-Wuerttemberg","","","",""
"SPD/DVU(Rep/NPD)","1984","Bayern","","","",""
"SPD/DVU(Rep/NPD)","1984","Saarland","","","",""
"SPD/DVU(Rep/NPD)","1984","Berlin","","","",""
"SPD/DVU(Rep/NPD)","1984","Brandenburg","","","",""
"SPD/DVU(Rep/NPD)","1984","Mecklenburg-Vorpommern","","","",""
"SPD/DVU(Rep/NPD)","1984","Sachsen","","","",""
"SPD/DVU(Rep/NPD)","1984","Sachsen-Anhalt","","","",""
"SPD/DVU(Rep/NPD)","1984","Thueringen","","","",""
"CDU/CSU","1984","Schleswig-Holstein","","","",""
"CDU/CSU","1984","Hamburg","","","",""
"CDU/CSU","1984","Niedersachsen","","","",""
"CDU/CSU","1984","Bremen","","","",""
"CDU/CSU","1984","Nordrhein-Westfalen","113","0.0593263334125966","0.0484069907568909","0.0702456760683023"
"CDU/CSU","1984","Hessen","49","0.0588396787788416","0.0410075996207622","0.076671757936921"
"CDU/CSU","1984","Rheinland-Pfalz,Saarland","","","",""
"CDU/CSU","1984","Baden-Wuerttemberg","86","0.0579270717484935","0.0437294869619137","0.0721246565350733"
"CDU/CSU","1984","Bayern","301","0.277977529521805","0.251693242801419","0.304261816242191"
"CDU/CSU","1984","Saarland","","","",""
"CDU/CSU","1984","Berlin","","","",""
"CDU/CSU","1984","Brandenburg","","","",""
"CDU/CSU","1984","Mecklenburg-Vorpommern","","","",""
"CDU/CSU","1984","Sachsen","","","",""
"CDU/CSU","1984","Sachsen-Anhalt","","","",""
"CDU/CSU","1984","Thueringen","","","",""
"CDU/FDP","1984","Schleswig-Holstein","","","",""
"CDU/FDP","1984","Hamburg","","","",""
"CDU/FDP","1984","Niedersachsen","","","",""
"CDU/FDP","1984","Bremen","","","",""
"CDU/FDP","1984","Nordrhein-Westfalen","","","",""
"CDU/FDP","1984","Hessen","","","",""
"CDU/FDP","1984","Rheinland-Pfalz,Saarland","","","",""
"CDU/FDP","1984","Baden-Wuerttemberg","","","",""
"CDU/FDP","1984","Bayern","","","",""
"CDU/FDP","1984","Saarland","","","",""
"CDU/FDP","1984","Berlin","","","",""
"CDU/FDP","1984","Brandenburg","","","",""
"CDU/FDP","1984","Mecklenburg-Vorpommern","","","",""
"CDU/FDP","1984","Sachsen","","","",""
"CDU/FDP","1984","Sachsen-Anhalt","","","",""
"CDU/FDP","1984","Thueringen","","","",""
"CDU/Buendnis90/Gruene","1984","Schleswig-Holstein","","","",""
"CDU/Buendnis90/Gruene","1984","Hamburg","","","",""
"CDU/Buendnis90/Gruene","1984","Niedersachsen","","","",""
"CDU/Buendnis90/Gruene","1984","Bremen","","","",""
"CDU/Buendnis90/Gruene","1984","Nordrhein-Westfalen","","","",""
"CDU/Buendnis90/Gruene","1984","Hessen","","","",""
"CDU/Buendnis90/Gruene","1984","Rheinland-Pfalz,Saarland","","","",""
"CDU/Buendnis90/Gruene","1984","Baden-Wuerttemberg","","","",""
"CDU/Buendnis90/Gruene","1984","Bayern","","","",""
"CDU/Buendnis90/Gruene","1984","Saarland","","","",""
"CDU/Buendnis90/Gruene","1984","Berlin","","","",""
"CDU/Buendnis90/Gruene","1984","Brandenburg","","","",""
"CDU/Buendnis90/Gruene","1984","Mecklenburg-Vorpommern","","","",""
"CDU/Buendnis90/Gruene","1984","Sachsen","","","",""
"CDU/Buendnis90/Gruene","1984","Sachsen-Anhalt","","","",""
"CDU/Buendnis90/Gruene","1984","Thueringen","","","",""
"Buendnis90/Gruene/Die Linke","1984","Schleswig-Holstein","","","",""
"Buendnis90/Gruene/Die Linke","1984","Hamburg","","","",""
"Buendnis90/Gruene/Die Linke","1984","Niedersachsen","","","",""
"Buendnis90/Gruene/Die Linke","1984","Bremen","","","",""
"Buendnis90/Gruene/Die Linke","1984","Nordrhein-Westfalen","","","",""
"Buendnis90/Gruene/Die Linke","1984","Hessen","","","",""
"Buendnis90/Gruene/Die Linke","1984","Rheinland-Pfalz,Saarland","","","",""
"Buendnis90/Gruene/Die Linke","1984","Baden-Wuerttemberg","","","",""
"Buendnis90/Gruene/Die Linke","1984","Bayern","","","",""
"Buendnis90/Gruene/Die Linke","1984","Saarland","","","",""
"Buendnis90/Gruene/Die Linke","1984","Berlin","","","",""
"Buendnis90/Gruene/Die Linke","1984","Brandenburg","","","",""
"Buendnis90/Gruene/Die Linke","1984","Mecklenburg-Vorpommern","","","",""
"Buendnis90/Gruene/Die Linke","1984","Sachsen","","","",""
"Buendnis90/Gruene/Die Linke","1984","Sachsen-Anhalt","","","",""
"Buendnis90/Gruene/Die Linke","1984","Thueringen","","","",""
"SPD/Die Linke","1984","Schleswig-Holstein","","","",""
"SPD/Die Linke","1984","Hamburg","","","",""
"SPD/Die Linke","1984","Niedersachsen","","","",""
"SPD/Die Linke","1984","Bremen","","","",""
"SPD/Die Linke","1984","Nordrhein-Westfalen","","","",""
"SPD/Die Linke","1984","Hessen","","","",""
"SPD/Die Linke","1984","Rheinland-Pfalz,Saarland","","","",""
"SPD/Die Linke","1984","Baden-Wuerttemberg","","","",""
"SPD/Die Linke","1984","Bayern","","","",""
"SPD/Die Linke","1984","Saarland","","","",""
"SPD/Die Linke","1984","Berlin","","","",""
"SPD/Die Linke","1984","Brandenburg","","","",""
"SPD/Die Linke","1984","Mecklenburg-Vorpommern","","","",""
"SPD/Die Linke","1984","Sachsen","","","",""
"SPD/Die Linke","1984","Sachsen-Anhalt","","","",""
"SPD/Die Linke","1984","Thueringen","","","",""
"Gruene/DVU(Rep/NPD)","1984","Schleswig-Holstein","","","",""
"Gruene/DVU(Rep/NPD)","1984","Hamburg","","","",""
"Gruene/DVU(Rep/NPD)","1984","Niedersachsen","","","",""
"Gruene/DVU(Rep/NPD)","1984","Bremen","","","",""
"Gruene/DVU(Rep/NPD)","1984","Nordrhein-Westfalen","","","",""
"Gruene/DVU(Rep/NPD)","1984","Hessen","","","",""
"Gruene/DVU(Rep/NPD)","1984","Rheinland-Pfalz,Saarland","","","",""
"Gruene/DVU(Rep/NPD)","1984","Baden-Wuerttemberg","","","",""
"Gruene/DVU(Rep/NPD)","1984","Bayern","","","",""
"Gruene/DVU(Rep/NPD)","1984","Saarland","","","",""
"Gruene/DVU(Rep/NPD)","1984","Berlin","","","",""
"Gruene/DVU(Rep/NPD)","1984","Brandenburg","","","",""
"Gruene/DVU(Rep/NPD)","1984","Mecklenburg-Vorpommern","","","",""
"Gruene/DVU(Rep/NPD)","1984","Sachsen","","","",""
"Gruene/DVU(Rep/NPD)","1984","Sachsen-Anhalt","","","",""
"Gruene/DVU(Rep/NPD)","1984","Thueringen","","","",""
"Die Linke /DVU(Rep/NPD)","1984","Schleswig-Holstein","","","",""
"Die Linke /DVU(Rep/NPD)","1984","Hamburg","","","",""
"Die Linke /DVU(Rep/NPD)","1984","Niedersachsen","","","",""
"Die Linke /DVU(Rep/NPD)","1984","Bremen","","","",""
"Die Linke /DVU(Rep/NPD)","1984","Nordrhein-Westfalen","","","",""
"Die Linke /DVU(Rep/NPD)","1984","Hessen","","","",""
"Die Linke /DVU(Rep/NPD)","1984","Rheinland-Pfalz,Saarland","","","",""
"Die Linke /DVU(Rep/NPD)","1984","Baden-Wuerttemberg","","","",""
"Die Linke /DVU(Rep/NPD)","1984","Bayern","","","",""
"Die Linke /DVU(Rep/NPD)","1984","Saarland","","","",""
"Die Linke /DVU(Rep/NPD)","1984","Berlin","","","",""
"Die Linke /DVU(Rep/NPD)","1984","Brandenburg","","","",""
"Die Linke /DVU(Rep/NPD)","1984","Mecklenburg-Vorpommern","","","",""
"Die Linke /DVU(Rep/NPD)","1984","Sachsen","","","",""
"Die Linke /DVU(Rep/NPD)","1984","Sachsen-Anhalt","","","",""
"Die Linke /DVU(Rep/NPD)","1984","Thueringen","","","",""
"CDU/Die Linke","1984","Schleswig-Holstein","","","",""
"CDU/Die Linke","1984","Hamburg","","","",""
"CDU/Die Linke","1984","Niedersachsen","","","",""
"CDU/Die Linke","1984","Bremen","","","",""
"CDU/Die Linke","1984","Nordrhein-Westfalen","","","",""
"CDU/Die Linke","1984","Hessen","","","",""
"CDU/Die Linke","1984","Rheinland-Pfalz,Saarland","","","",""
"CDU/Die Linke","1984","Baden-Wuerttemberg","","","",""
"CDU/Die Linke","1984","Bayern","","","",""
"CDU/Die Linke","1984","Saarland","","","",""
"CDU/Die Linke","1984","Berlin","","","",""
"CDU/Die Linke","1984","Brandenburg","","","",""
"CDU/Die Linke","1984","Mecklenburg-Vorpommern","","","",""
"CDU/Die Linke","1984","Sachsen","","","",""
"CDU/Die Linke","1984","Sachsen-Anhalt","","","",""
"CDU/Die Linke","1984","Thueringen","","","",""
"CDU/DVU(Rep/NPD)","1984","Schleswig-Holstein","","","",""
"CDU/DVU(Rep/NPD)","1984","Hamburg","","","",""
"CDU/DVU(Rep/NPD)","1984","Niedersachsen","","","",""
"CDU/DVU(Rep/NPD)","1984","Bremen","","","",""
"CDU/DVU(Rep/NPD)","1984","Nordrhein-Westfalen","","","",""
"CDU/DVU(Rep/NPD)","1984","Hessen","","","",""
"CDU/DVU(Rep/NPD)","1984","Rheinland-Pfalz,Saarland","","","",""
"CDU/DVU(Rep/NPD)","1984","Baden-Wuerttemberg","","","",""
"CDU/DVU(Rep/NPD)","1984","Bayern","","","",""
"CDU/DVU(Rep/NPD)","1984","Saarland","","","",""
"CDU/DVU(Rep/NPD)","1984","Berlin","","","",""
"CDU/DVU(Rep/NPD)","1984","Brandenburg","","","",""
"CDU/DVU(Rep/NPD)","1984","Mecklenburg-Vorpommern","","","",""
"CDU/DVU(Rep/NPD)","1984","Sachsen","","","",""
"CDU/DVU(Rep/NPD)","1984","Sachsen-Anhalt","","","",""
"CDU/DVU(Rep/NPD)","1984","Thueringen","","","",""
"CSU/FDP","1984","Schleswig-Holstein","","","",""
"CSU/FDP","1984","Hamburg","","","",""
"CSU/FDP","1984","Niedersachsen","","","",""
"CSU/FDP","1984","Bremen","","","",""
"CSU/FDP","1984","Nordrhein-Westfalen","","","",""
"CSU/FDP","1984","Hessen","","","",""
"CSU/FDP","1984","Rheinland-Pfalz,Saarland","","","",""
"CSU/FDP","1984","Baden-Wuerttemberg","","","",""
"CSU/FDP","1984","Bayern","","","",""
"CSU/FDP","1984","Saarland","","","",""
"CSU/FDP","1984","Berlin","","","",""
"CSU/FDP","1984","Brandenburg","","","",""
"CSU/FDP","1984","Mecklenburg-Vorpommern","","","",""
"CSU/FDP","1984","Sachsen","","","",""
"CSU/FDP","1984","Sachsen-Anhalt","","","",""
"CSU/FDP","1984","Thueringen","","","",""
"Gruene/FDP","1984","Schleswig-Holstein","","","",""
"Gruene/FDP","1984","Hamburg","","","",""
"Gruene/FDP","1984","Niedersachsen","","","",""
"Gruene/FDP","1984","Bremen","","","",""
"Gruene/FDP","1984","Nordrhein-Westfalen","","","",""
"Gruene/FDP","1984","Hessen","","","",""
"Gruene/FDP","1984","Rheinland-Pfalz,Saarland","","","",""
"Gruene/FDP","1984","Baden-Wuerttemberg","","","",""
"Gruene/FDP","1984","Bayern","","","",""
"Gruene/FDP","1984","Saarland","","","",""
"Gruene/FDP","1984","Berlin","","","",""
"Gruene/FDP","1984","Brandenburg","","","",""
"Gruene/FDP","1984","Mecklenburg-Vorpommern","","","",""
"Gruene/FDP","1984","Sachsen","","","",""
"Gruene/FDP","1984","Sachsen-Anhalt","","","",""
"Gruene/FDP","1984","Thueringen","","","",""
"FDP/Die Linke","1984","Schleswig-Holstein","","","",""
"FDP/Die Linke","1984","Hamburg","","","",""
"FDP/Die Linke","1984","Niedersachsen","","","",""
"FDP/Die Linke","1984","Bremen","","","",""
"FDP/Die Linke","1984","Nordrhein-Westfalen","","","",""
"FDP/Die Linke","1984","Hessen","","","",""
"FDP/Die Linke","1984","Rheinland-Pfalz,Saarland","","","",""
"FDP/Die Linke","1984","Baden-Wuerttemberg","","","",""
"FDP/Die Linke","1984","Bayern","","","",""
"FDP/Die Linke","1984","Saarland","","","",""
"FDP/Die Linke","1984","Berlin","","","",""
"FDP/Die Linke","1984","Brandenburg","","","",""
"FDP/Die Linke","1984","Mecklenburg-Vorpommern","","","",""
"FDP/Die Linke","1984","Sachsen","","","",""
"FDP/Die Linke","1984","Sachsen-Anhalt","","","",""
"FDP/Die Linke","1984","Thueringen","","","",""
"FDP/NPD","1984","Schleswig-Holstein","","","",""
"FDP/NPD","1984","Hamburg","","","",""
"FDP/NPD","1984","Niedersachsen","","","",""
"FDP/NPD","1984","Bremen","","","",""
"FDP/NPD","1984","Nordrhein-Westfalen","","","",""
"FDP/NPD","1984","Hessen","","","",""
"FDP/NPD","1984","Rheinland-Pfalz,Saarland","","","",""
"FDP/NPD","1984","Baden-Wuerttemberg","","","",""
"FDP/NPD","1984","Bayern","","","",""
"FDP/NPD","1984","Saarland","","","",""
"FDP/NPD","1984","Berlin","","","",""
"FDP/NPD","1984","Brandenburg","","","",""
"FDP/NPD","1984","Mecklenburg-Vorpommern","","","",""
"FDP/NPD","1984","Sachsen","","","",""
"FDP/NPD","1984","Sachsen-Anhalt","","","",""
"FDP/NPD","1984","Thueringen","","","",""
"Piratenpartei","1984","Schleswig-Holstein","","","",""
"Piratenpartei","1984","Hamburg","","","",""
"Piratenpartei","1984","Niedersachsen","","","",""
"Piratenpartei","1984","Bremen","","","",""
"Piratenpartei","1984","Nordrhein-Westfalen","","","",""
"Piratenpartei","1984","Hessen","","","",""
"Piratenpartei","1984","Rheinland-Pfalz,Saarland","","","",""
"Piratenpartei","1984","Baden-Wuerttemberg","","","",""
"Piratenpartei","1984","Bayern","","","",""
"Piratenpartei","1984","Saarland","","","",""
"Piratenpartei","1984","Berlin","","","",""
"Piratenpartei","1984","Brandenburg","","","",""
"Piratenpartei","1984","Mecklenburg-Vorpommern","","","",""
"Piratenpartei","1984","Sachsen","","","",""
"Piratenpartei","1984","Sachsen-Anhalt","","","",""
"Piratenpartei","1984","Thueringen","","","",""
"AfD","1984","Schleswig-Holstein","","","",""
"AfD","1984","Hamburg","","","",""
"AfD","1984","Niedersachsen","","","",""
"AfD","1984","Bremen","","","",""
"AfD","1984","Nordrhein-Westfalen","","","",""
"AfD","1984","Hessen","","","",""
"AfD","1984","Rheinland-Pfalz,Saarland","","","",""
"AfD","1984","Baden-Wuerttemberg","","","",""
"AfD","1984","Bayern","","","",""
"AfD","1984","Saarland","","","",""
"AfD","1984","Berlin","","","",""
"AfD","1984","Brandenburg","","","",""
"AfD","1984","Mecklenburg-Vorpommern","","","",""
"AfD","1984","Sachsen","","","",""
"AfD","1984","Sachsen-Anhalt","","","",""
"AfD","1984","Thueringen","","","",""
"CDU+/oder CSU/AfD","1984","Schleswig-Holstein","","","",""
"CDU+/oder CSU/AfD","1984","Hamburg","","","",""
"CDU+/oder CSU/AfD","1984","Niedersachsen","","","",""
"CDU+/oder CSU/AfD","1984","Bremen","","","",""
"CDU+/oder CSU/AfD","1984","Nordrhein-Westfalen","","","",""
"CDU+/oder CSU/AfD","1984","Hessen","","","",""
"CDU+/oder CSU/AfD","1984","Rheinland-Pfalz,Saarland","","","",""
"CDU+/oder CSU/AfD","1984","Baden-Wuerttemberg","","","",""
"CDU+/oder CSU/AfD","1984","Bayern","","","",""
"CDU+/oder CSU/AfD","1984","Saarland","","","",""
"CDU+/oder CSU/AfD","1984","Berlin","","","",""
"CDU+/oder CSU/AfD","1984","Brandenburg","","","",""
"CDU+/oder CSU/AfD","1984","Mecklenburg-Vorpommern","","","",""
"CDU+/oder CSU/AfD","1984","Sachsen","","","",""
"CDU+/oder CSU/AfD","1984","Sachsen-Anhalt","","","",""
"CDU+/oder CSU/AfD","1984","Thueringen","","","",""
"SPD/AfD","1984","Schleswig-Holstein","","","",""
"SPD/AfD","1984","Hamburg","","","",""
"SPD/AfD","1984","Niedersachsen","","","",""
"SPD/AfD","1984","Bremen","","","",""
"SPD/AfD","1984","Nordrhein-Westfalen","","","",""
"SPD/AfD","1984","Hessen","","","",""
"SPD/AfD","1984","Rheinland-Pfalz,Saarland","","","",""
"SPD/AfD","1984","Baden-Wuerttemberg","","","",""
"SPD/AfD","1984","Bayern","","","",""
"SPD/AfD","1984","Saarland","","","",""
"SPD/AfD","1984","Berlin","","","",""
"SPD/AfD","1984","Brandenburg","","","",""
"SPD/AfD","1984","Mecklenburg-Vorpommern","","","",""
"SPD/AfD","1984","Sachsen","","","",""
"SPD/AfD","1984","Sachsen-Anhalt","","","",""
"SPD/AfD","1984","Thueringen","","","",""
"SPD","1985","Schleswig-Holstein","135","0.557568807091461","0.493931430723763","0.621206183459159"
"SPD","1985","Hamburg","82","0.510198844298035","0.430200297212889","0.590197391383181"
"SPD","1985","Niedersachsen","297","0.462382279901934","0.422881128181244","0.501883431622624"
"SPD","1985","Bremen","42","0.569719103635179","0.453733124118874","0.685705083151483"
"SPD","1985","Nordrhein-Westfalen","822","0.473572232205091","0.449340546914641","0.49780391749554"
