"plh0012_h","year","alter_gr","n","percent","lower_confidence","upper_confidence"
"Buendnis90/Gruene/Die Linke","1985","35-65 Jahre alt","","","",""
"Buendnis90/Gruene/Die Linke","1985","66 und älter","","","",""
"SPD/Die Linke","1985","16-34 Jahre alt","","","",""
"SPD/Die Linke","1985","35-65 Jahre alt","","","",""
"SPD/Die Linke","1985","66 und älter","","","",""
"Gruene/DVU(Rep/NPD)","1985","16-34 Jahre alt","","","",""
"Gruene/DVU(Rep/NPD)","1985","35-65 Jahre alt","","","",""
"Gruene/DVU(Rep/NPD)","1985","66 und älter","","","",""
"Die Linke /DVU(Rep/NPD)","1985","16-34 Jahre alt","","","",""
"Die Linke /DVU(Rep/NPD)","1985","35-65 Jahre alt","","","",""
"Die Linke /DVU(Rep/NPD)","1985","66 und älter","","","",""
"CDU/Die Linke","1985","16-34 Jahre alt","","","",""
"CDU/Die Linke","1985","35-65 Jahre alt","","","",""
"CDU/Die Linke","1985","66 und älter","","","",""
"CDU/DVU(Rep/NPD)","1985","16-34 Jahre alt","","","",""
"CDU/DVU(Rep/NPD)","1985","35-65 Jahre alt","","","",""
"CDU/DVU(Rep/NPD)","1985","66 und älter","","","",""
"CSU/FDP","1985","16-34 Jahre alt","","","",""
"CSU/FDP","1985","35-65 Jahre alt","","","",""
"CSU/FDP","1985","66 und älter","","","",""
"Gruene/FDP","1985","16-34 Jahre alt","","","",""
"Gruene/FDP","1985","35-65 Jahre alt","","","",""
"Gruene/FDP","1985","66 und älter","","","",""
"FDP/Die Linke","1985","16-34 Jahre alt","","","",""
"FDP/Die Linke","1985","35-65 Jahre alt","","","",""
"FDP/Die Linke","1985","66 und älter","","","",""
"FDP/NPD","1985","16-34 Jahre alt","","","",""
"FDP/NPD","1985","35-65 Jahre alt","","","",""
"FDP/NPD","1985","66 und älter","","","",""
"Piratenpartei","1985","16-34 Jahre alt","","","",""
"Piratenpartei","1985","35-65 Jahre alt","","","",""
"Piratenpartei","1985","66 und älter","","","",""
"AfD","1985","16-34 Jahre alt","","","",""
"AfD","1985","35-65 Jahre alt","","","",""
"AfD","1985","66 und älter","","","",""
"CDU+/oder CSU/AfD","1985","16-34 Jahre alt","","","",""
"CDU+/oder CSU/AfD","1985","35-65 Jahre alt","","","",""
"CDU+/oder CSU/AfD","1985","66 und älter","","","",""
"SPD/AfD","1985","16-34 Jahre alt","","","",""
"SPD/AfD","1985","35-65 Jahre alt","","","",""
"SPD/AfD","1985","66 und älter","","","",""
"SPD","1986","16-34 Jahre alt","890","0.467394915165209","0.444124861370968","0.490664968959449"
"SPD","1986","35-65 Jahre alt","1544","0.462488738155186","0.444934512862867","0.480042963447506"
"SPD","1986","66 und älter","257","0.416744921344975","0.377748179096006","0.455741663593945"
"CDU","1986","16-34 Jahre alt","310","0.201829589552337","0.183110144411716","0.220549034692958"
"CDU","1986","35-65 Jahre alt","881","0.317448197262474","0.301059608996961","0.333836785527987"
"CDU","1986","66 und älter","223","0.366750259901408","0.328631687199949","0.404868832602867"
"CSU","1986","16-34 Jahre alt","66","0.0426464319306408","0.0332225405431799","0.0520703233181016"
"CSU","1986","35-65 Jahre alt","175","0.066115559999288","0.0573670173572364","0.0748641026413395"
"CSU","1986","66 und älter","43","0.0758837011155586","0.0549376830923077","0.0968297191388096"
"FDP","1986","16-34 Jahre alt","38","0.0241194724382127","0.0169640550878669","0.0312748897885585"
"FDP","1986","35-65 Jahre alt","95","0.0331432336122507","0.0268406906853883","0.0394457765391131"
"FDP","1986","66 und älter","37","0.0559771359510234","0.0377943469519326","0.0741599249501141"
"Buendnis90/Gruene","1986","16-34 Jahre alt","286","0.163425804259999","0.146180721252444","0.180670887267554"
"Buendnis90/Gruene","1986","35-65 Jahre alt","95","0.0288427423505495","0.0229502319441765","0.0347352527569225"
"Buendnis90/Gruene","1986","66 und älter","","","",""
"Die Linke","1986","16-34 Jahre alt","","","",""
"Die Linke","1986","35-65 Jahre alt","","","",""
"Die Linke","1986","66 und älter","","","",""
"NPD/Republikaner/Die Rechte","1986","16-34 Jahre alt","","","",""
"NPD/Republikaner/Die Rechte","1986","35-65 Jahre alt","","","",""
"NPD/Republikaner/Die Rechte","1986","66 und älter","","","",""
"Andere","1986","16-34 Jahre alt","","","",""
"Andere","1986","35-65 Jahre alt","","","",""
"Andere","1986","66 und älter","","","",""
"SPD/Buendnis90/Gruene","1986","16-34 Jahre alt","","","",""
"SPD/Buendnis90/Gruene","1986","35-65 Jahre alt","","","",""
"SPD/Buendnis90/Gruene","1986","66 und älter","","","",""
"SPD/CDU","1986","16-34 Jahre alt","","","",""
"SPD/CDU","1986","35-65 Jahre alt","","","",""
"SPD/CDU","1986","66 und älter","","","",""
"SPD/FDP","1986","16-34 Jahre alt","","","",""
"SPD/FDP","1986","35-65 Jahre alt","","","",""
"SPD/FDP","1986","66 und älter","","","",""
"SPD/DVU(Rep/NPD)","1986","16-34 Jahre alt","","","",""
"SPD/DVU(Rep/NPD)","1986","35-65 Jahre alt","","","",""
"SPD/DVU(Rep/NPD)","1986","66 und älter","","","",""
"CDU/CSU","1986","16-34 Jahre alt","168","0.0963952538222769","0.0826304565749575","0.110160051069596"
"CDU/CSU","1986","35-65 Jahre alt","291","0.0856791408860598","0.0758248774460051","0.0955334043261144"
"CDU/CSU","1986","66 und älter","47","0.0701623631802975","0.0499591907657969","0.0903655355947982"
"CDU/FDP","1986","16-34 Jahre alt","","","",""
"CDU/FDP","1986","35-65 Jahre alt","","","",""
"CDU/FDP","1986","66 und älter","","","",""
"CDU/Buendnis90/Gruene","1986","16-34 Jahre alt","","","",""
"CDU/Buendnis90/Gruene","1986","35-65 Jahre alt","","","",""
"CDU/Buendnis90/Gruene","1986","66 und älter","","","",""
"Buendnis90/Gruene/Die Linke","1986","16-34 Jahre alt","","","",""
"Buendnis90/Gruene/Die Linke","1986","35-65 Jahre alt","","","",""
"Buendnis90/Gruene/Die Linke","1986","66 und älter","","","",""
"SPD/Die Linke","1986","16-34 Jahre alt","","","",""
"SPD/Die Linke","1986","35-65 Jahre alt","","","",""
"SPD/Die Linke","1986","66 und älter","","","",""
"Gruene/DVU(Rep/NPD)","1986","16-34 Jahre alt","","","",""
"Gruene/DVU(Rep/NPD)","1986","35-65 Jahre alt","","","",""
"Gruene/DVU(Rep/NPD)","1986","66 und älter","","","",""
"Die Linke /DVU(Rep/NPD)","1986","16-34 Jahre alt","","","",""
"Die Linke /DVU(Rep/NPD)","1986","35-65 Jahre alt","","","",""
"Die Linke /DVU(Rep/NPD)","1986","66 und älter","","","",""
"CDU/Die Linke","1986","16-34 Jahre alt","","","",""
"CDU/Die Linke","1986","35-65 Jahre alt","","","",""
"CDU/Die Linke","1986","66 und älter","","","",""
"CDU/DVU(Rep/NPD)","1986","16-34 Jahre alt","","","",""
"CDU/DVU(Rep/NPD)","1986","35-65 Jahre alt","","","",""
"CDU/DVU(Rep/NPD)","1986","66 und älter","","","",""
"CSU/FDP","1986","16-34 Jahre alt","","","",""
"CSU/FDP","1986","35-65 Jahre alt","","","",""
"CSU/FDP","1986","66 und älter","","","",""
"Gruene/FDP","1986","16-34 Jahre alt","","","",""
"Gruene/FDP","1986","35-65 Jahre alt","","","",""
"Gruene/FDP","1986","66 und älter","","","",""
"FDP/Die Linke","1986","16-34 Jahre alt","","","",""
"FDP/Die Linke","1986","35-65 Jahre alt","","","",""
"FDP/Die Linke","1986","66 und älter","","","",""
"FDP/NPD","1986","16-34 Jahre alt","","","",""
"FDP/NPD","1986","35-65 Jahre alt","","","",""
"FDP/NPD","1986","66 und älter","","","",""
"Piratenpartei","1986","16-34 Jahre alt","","","",""
"Piratenpartei","1986","35-65 Jahre alt","","","",""
"Piratenpartei","1986","66 und älter","","","",""
"AfD","1986","16-34 Jahre alt","","","",""
"AfD","1986","35-65 Jahre alt","","","",""
"AfD","1986","66 und älter","","","",""
"CDU+/oder CSU/AfD","1986","16-34 Jahre alt","","","",""
"CDU+/oder CSU/AfD","1986","35-65 Jahre alt","","","",""
"CDU+/oder CSU/AfD","1986","66 und älter","","","",""
"SPD/AfD","1986","16-34 Jahre alt","","","",""
"SPD/AfD","1986","35-65 Jahre alt","","","",""
"SPD/AfD","1986","66 und älter","","","",""
"SPD","1987","16-34 Jahre alt","850","0.395469268874055","0.373638310795531","0.417300226952579"
"SPD","1987","35-65 Jahre alt","1493","0.434115939888391","0.416951239846705","0.451280639930077"
"SPD","1987","66 und älter","275","0.40247793674143","0.365966452688578","0.438989420794283"
"CDU","1987","16-34 Jahre alt","389","0.231447080764101","0.21261622852217","0.250277933006032"
"CDU","1987","35-65 Jahre alt","899","0.309517643289944","0.293507743276983","0.325527543302905"
"CDU","1987","66 und älter","251","0.3494433535224","0.313944655477963","0.384942051566837"
"CSU","1987","16-34 Jahre alt","79","0.0516637240948528","0.0417808953515423","0.0615465528381633"
"CSU","1987","35-65 Jahre alt","145","0.0522702312371279","0.0445622776038885","0.0599781848703672"
"CSU","1987","66 und älter","60","0.0875553193390818","0.0665114297876928","0.108599208890471"
"FDP","1987","16-34 Jahre alt","63","0.0388037061364121","0.0301808750054943","0.0474265372673298"
"FDP","1987","35-65 Jahre alt","170","0.0567640874169745","0.0487506912195747","0.0647774836143743"
"FDP","1987","66 und älter","45","0.0681621284571223","0.0493982235253056","0.086926033388939"
"Buendnis90/Gruene","1987","16-34 Jahre alt","330","0.169387846475979","0.152640442448212","0.186135250503746"
"Buendnis90/Gruene","1987","35-65 Jahre alt","137","0.0365904401621237","0.0300882612636163","0.0430926190606312"
"Buendnis90/Gruene","1987","66 und älter","","","",""
"Die Linke","1987","16-34 Jahre alt","","","",""
"Die Linke","1987","35-65 Jahre alt","","","",""
"Die Linke","1987","66 und älter","","","",""
"NPD/Republikaner/Die Rechte","1987","16-34 Jahre alt","","","",""
"NPD/Republikaner/Die Rechte","1987","35-65 Jahre alt","","","",""
"NPD/Republikaner/Die Rechte","1987","66 und älter","","","",""
"Andere","1987","16-34 Jahre alt","","","",""
"Andere","1987","35-65 Jahre alt","","","",""
"Andere","1987","66 und älter","","","",""
"SPD/Buendnis90/Gruene","1987","16-34 Jahre alt","","","",""
"SPD/Buendnis90/Gruene","1987","35-65 Jahre alt","","","",""
"SPD/Buendnis90/Gruene","1987","66 und älter","","","",""
"SPD/CDU","1987","16-34 Jahre alt","","","",""
"SPD/CDU","1987","35-65 Jahre alt","","","",""
"SPD/CDU","1987","66 und älter","","","",""
"SPD/FDP","1987","16-34 Jahre alt","","","",""
"SPD/FDP","1987","35-65 Jahre alt","","","",""
"SPD/FDP","1987","66 und älter","","","",""
"SPD/DVU(Rep/NPD)","1987","16-34 Jahre alt","","","",""
"SPD/DVU(Rep/NPD)","1987","35-65 Jahre alt","","","",""
"SPD/DVU(Rep/NPD)","1987","66 und älter","","","",""
"CDU/CSU","1987","16-34 Jahre alt","203","0.105807999704845","0.0920744793388759","0.119541520070815"
"CDU/CSU","1987","35-65 Jahre alt","341","0.10459642135216","0.0939980911197967","0.115194751584522"
"CDU/CSU","1987","66 und älter","52","0.0747850293868277","0.0552006355675791","0.0943694232060762"
"CDU/FDP","1987","16-34 Jahre alt","","","",""
"CDU/FDP","1987","35-65 Jahre alt","","","",""
"CDU/FDP","1987","66 und älter","","","",""
"CDU/Buendnis90/Gruene","1987","16-34 Jahre alt","","","",""
"CDU/Buendnis90/Gruene","1987","35-65 Jahre alt","","","",""
"CDU/Buendnis90/Gruene","1987","66 und älter","","","",""
"Buendnis90/Gruene/Die Linke","1987","16-34 Jahre alt","","","",""
"Buendnis90/Gruene/Die Linke","1987","35-65 Jahre alt","","","",""
"Buendnis90/Gruene/Die Linke","1987","66 und älter","","","",""
"SPD/Die Linke","1987","16-34 Jahre alt","","","",""
"SPD/Die Linke","1987","35-65 Jahre alt","","","",""
"SPD/Die Linke","1987","66 und älter","","","",""
"Gruene/DVU(Rep/NPD)","1987","16-34 Jahre alt","","","",""
"Gruene/DVU(Rep/NPD)","1987","35-65 Jahre alt","","","",""
"Gruene/DVU(Rep/NPD)","1987","66 und älter","","","",""
"Die Linke /DVU(Rep/NPD)","1987","16-34 Jahre alt","","","",""
"Die Linke /DVU(Rep/NPD)","1987","35-65 Jahre alt","","","",""
"Die Linke /DVU(Rep/NPD)","1987","66 und älter","","","",""
"CDU/Die Linke","1987","16-34 Jahre alt","","","",""
"CDU/Die Linke","1987","35-65 Jahre alt","","","",""
"CDU/Die Linke","1987","66 und älter","","","",""
"CDU/DVU(Rep/NPD)","1987","16-34 Jahre alt","","","",""
"CDU/DVU(Rep/NPD)","1987","35-65 Jahre alt","","","",""
"CDU/DVU(Rep/NPD)","1987","66 und älter","","","",""
"CSU/FDP","1987","16-34 Jahre alt","","","",""
"CSU/FDP","1987","35-65 Jahre alt","","","",""
"CSU/FDP","1987","66 und älter","","","",""
"Gruene/FDP","1987","16-34 Jahre alt","","","",""
"Gruene/FDP","1987","35-65 Jahre alt","","","",""
"Gruene/FDP","1987","66 und älter","","","",""
"FDP/Die Linke","1987","16-34 Jahre alt","","","",""
"FDP/Die Linke","1987","35-65 Jahre alt","","","",""
"FDP/Die Linke","1987","66 und älter","","","",""
"FDP/NPD","1987","16-34 Jahre alt","","","",""
"FDP/NPD","1987","35-65 Jahre alt","","","",""
"FDP/NPD","1987","66 und älter","","","",""
"Piratenpartei","1987","16-34 Jahre alt","","","",""
"Piratenpartei","1987","35-65 Jahre alt","","","",""
"Piratenpartei","1987","66 und älter","","","",""
"AfD","1987","16-34 Jahre alt","","","",""
"AfD","1987","35-65 Jahre alt","","","",""
"AfD","1987","66 und älter","","","",""
"CDU+/oder CSU/AfD","1987","16-34 Jahre alt","","","",""
"CDU+/oder CSU/AfD","1987","35-65 Jahre alt","","","",""
"CDU+/oder CSU/AfD","1987","66 und älter","","","",""
"SPD/AfD","1987","16-34 Jahre alt","","","",""
"SPD/AfD","1987","35-65 Jahre alt","","","",""
"SPD/AfD","1987","66 und älter","","","",""
"SPD","1988","16-34 Jahre alt","851","0.466948866581399","0.443035041248683","0.490862691914115"
"SPD","1988","35-65 Jahre alt","1471","0.479334341104307","0.461104876168848","0.497563806039766"
"SPD","1988","66 und älter","278","0.42942360903761","0.391602435362783","0.467244782712436"
"CDU","1988","16-34 Jahre alt","295","0.195773660808099","0.17675428623327","0.214793035382928"
"CDU","1988","35-65 Jahre alt","753","0.288781031540073","0.272243861977858","0.305318201102288"
"CDU","1988","66 und älter","248","0.363980740355839","0.327217864327584","0.400743616384095"
"CSU","1988","16-34 Jahre alt","57","0.0406250219543309","0.0311621938200759","0.0500878500885858"
"CSU","1988","35-65 Jahre alt","153","0.0595619130478441","0.0509256749714116","0.0681981511242765"
"CSU","1988","66 und älter","46","0.068657103108074","0.0493359658815269","0.0879782403346211"
"FDP","1988","16-34 Jahre alt","52","0.0360357227933706","0.0271021116840452","0.0449693339026959"
"FDP","1988","35-65 Jahre alt","125","0.0457972262089295","0.0381691485271643","0.0534253038906946"
"FDP","1988","66 und älter","37","0.0582021038344231","0.0403132158805801","0.0760909917882662"
"Buendnis90/Gruene","1988","16-34 Jahre alt","235","0.150222846237012","0.133097061808361","0.167348630665662"
"Buendnis90/Gruene","1988","35-65 Jahre alt","102","0.0312340627443706","0.0248866191310345","0.0375815063577067"
"Buendnis90/Gruene","1988","66 und älter","","","",""
"Die Linke","1988","16-34 Jahre alt","","","",""
"Die Linke","1988","35-65 Jahre alt","","","",""
"Die Linke","1988","66 und älter","","","",""
"NPD/Republikaner/Die Rechte","1988","16-34 Jahre alt","","","",""
"NPD/Republikaner/Die Rechte","1988","35-65 Jahre alt","","","",""
"NPD/Republikaner/Die Rechte","1988","66 und älter","","","",""
"Andere","1988","16-34 Jahre alt","","","",""
"Andere","1988","35-65 Jahre alt","","","",""
"Andere","1988","66 und älter","","","",""
"SPD/Buendnis90/Gruene","1988","16-34 Jahre alt","","","",""
"SPD/Buendnis90/Gruene","1988","35-65 Jahre alt","","","",""
"SPD/Buendnis90/Gruene","1988","66 und älter","","","",""
"SPD/CDU","1988","16-34 Jahre alt","","","",""
"SPD/CDU","1988","35-65 Jahre alt","","","",""
"SPD/CDU","1988","66 und älter","","","",""
"SPD/FDP","1988","16-34 Jahre alt","","","",""
"SPD/FDP","1988","35-65 Jahre alt","","","",""
"SPD/FDP","1988","66 und älter","","","",""
"SPD/DVU(Rep/NPD)","1988","16-34 Jahre alt","","","",""
"SPD/DVU(Rep/NPD)","1988","35-65 Jahre alt","","","",""
"SPD/DVU(Rep/NPD)","1988","66 und älter","","","",""
"CDU/CSU","1988","16-34 Jahre alt","165","0.0988693263713988","0.0845621270195545","0.113176525723243"
"CDU/CSU","1988","35-65 Jahre alt","258","0.0865512097372791","0.076291056290041","0.0968113631845172"
"CDU/CSU","1988","66 und älter","39","0.0633493861785562","0.0447372954542886","0.0819614769028238"
"CDU/FDP","1988","16-34 Jahre alt","","","",""
"CDU/FDP","1988","35-65 Jahre alt","","","",""
"CDU/FDP","1988","66 und älter","","","",""
"CDU/Buendnis90/Gruene","1988","16-34 Jahre alt","","","",""
"CDU/Buendnis90/Gruene","1988","35-65 Jahre alt","","","",""
"CDU/Buendnis90/Gruene","1988","66 und älter","","","",""
"Buendnis90/Gruene/Die Linke","1988","16-34 Jahre alt","","","",""
"Buendnis90/Gruene/Die Linke","1988","35-65 Jahre alt","","","",""
"Buendnis90/Gruene/Die Linke","1988","66 und älter","","","",""
"SPD/Die Linke","1988","16-34 Jahre alt","","","",""
"SPD/Die Linke","1988","35-65 Jahre alt","","","",""
"SPD/Die Linke","1988","66 und älter","","","",""
"Gruene/DVU(Rep/NPD)","1988","16-34 Jahre alt","","","",""
"Gruene/DVU(Rep/NPD)","1988","35-65 Jahre alt","","","",""
"Gruene/DVU(Rep/NPD)","1988","66 und älter","","","",""
"Die Linke /DVU(Rep/NPD)","1988","16-34 Jahre alt","","","",""
"Die Linke /DVU(Rep/NPD)","1988","35-65 Jahre alt","","","",""
"Die Linke /DVU(Rep/NPD)","1988","66 und älter","","","",""
"CDU/Die Linke","1988","16-34 Jahre alt","","","",""
"CDU/Die Linke","1988","35-65 Jahre alt","","","",""
"CDU/Die Linke","1988","66 und älter","","","",""
"CDU/DVU(Rep/NPD)","1988","16-34 Jahre alt","","","",""
"CDU/DVU(Rep/NPD)","1988","35-65 Jahre alt","","","",""
"CDU/DVU(Rep/NPD)","1988","66 und älter","","","",""
"CSU/FDP","1988","16-34 Jahre alt","","","",""
"CSU/FDP","1988","35-65 Jahre alt","","","",""
"CSU/FDP","1988","66 und älter","","","",""
"Gruene/FDP","1988","16-34 Jahre alt","","","",""
