"plh0012_h","year","sampreg","n","percent","lower_confidence","upper_confidence"
"Gruene/DVU(Rep/NPD)","2006","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2006","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2006","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","2006","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","2006","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2006","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2006","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","2006","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","2006","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","2006","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","2006","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","2006","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","2006","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","2006","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","2006","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","2006","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","2006","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","2006","Westdeutschland, alte Bundeslaender","","","",""
"AfD","2006","Ostdeutschland, neue Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2006","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2006","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","2006","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","2006","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","2007","Westdeutschland, alte Bundeslaender","2667","0.385196182845807","0.373943030609041","0.396449335082572"
"SPD","2007","Ostdeutschland, neue Bundeslaender","477","0.290891658498295","0.269063158283589","0.312720158713001"
"CDU","2007","Westdeutschland, alte Bundeslaender","2401","0.321592885612652","0.310791901125769","0.332393870099535"
"CDU","2007","Ostdeutschland, neue Bundeslaender","504","0.267962119890388","0.246675561705809","0.289248678074967"
"CSU","2007","Westdeutschland, alte Bundeslaender","619","0.0892708418139241","0.0826773667976958","0.0958643168301525"
"CSU","2007","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","2007","Westdeutschland, alte Bundeslaender","375","0.0422358988169004","0.0375850194292414","0.0468867782045594"
"FDP","2007","Ostdeutschland, neue Bundeslaender","77","0.0439788875401884","0.0341238603286348","0.0538339147517421"
"Buendnis90/Gruene","2007","Westdeutschland, alte Bundeslaender","755","0.104755301101957","0.0976738246884557","0.111836777515459"
"Buendnis90/Gruene","2007","Ostdeutschland, neue Bundeslaender","115","0.0824962481614268","0.069273461539728","0.0957190347831256"
"Die Linke","2007","Westdeutschland, alte Bundeslaender","136","0.0214883427931406","0.0181352205015333","0.0248414650847479"
"Die Linke","2007","Ostdeutschland, neue Bundeslaender","414","0.261556470765663","0.240434066744194","0.282678874787131"
"NPD/Republikaner/Die Rechte","2007","Westdeutschland, alte Bundeslaender","77","0.0125595148211599","0.00998433936027569","0.0151346902820442"
"NPD/Republikaner/Die Rechte","2007","Ostdeutschland, neue Bundeslaender","38","0.0347444843347662","0.0259427947568927","0.0435461739126396"
"Andere","2007","Westdeutschland, alte Bundeslaender","64","0.00852838491029142","0.00640201671214031","0.0106547531084425"
"Andere","2007","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","2007","Westdeutschland, alte Bundeslaender","37","0.00681078542915786","0.00490892113207246","0.00871264972624326"
"SPD/Buendnis90/Gruene","2007","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","2007","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","2007","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","2007","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","2007","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2007","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2007","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","2007","Westdeutschland, alte Bundeslaender","30","0.00225433670660144","0.00115764579391159","0.0033510276192913"
"CDU/CSU","2007","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","2007","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","2007","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2007","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2007","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2007","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2007","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","2007","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","2007","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2007","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2007","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2007","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2007","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","2007","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","2007","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2007","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2007","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","2007","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","2007","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","2007","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","2007","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","2007","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","2007","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","2007","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","2007","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","2007","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","2007","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","2007","Westdeutschland, alte Bundeslaender","","","",""
"AfD","2007","Ostdeutschland, neue Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2007","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2007","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","2007","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","2007","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","2008","Westdeutschland, alte Bundeslaender","2389","0.366542277761746","0.355101175142096","0.377983380381397"
"SPD","2008","Ostdeutschland, neue Bundeslaender","408","0.245075321434103","0.223771681462177","0.266378961406028"
"CDU","2008","Westdeutschland, alte Bundeslaender","2406","0.343781551541779","0.332504059536744","0.355059043546814"
"CDU","2008","Ostdeutschland, neue Bundeslaender","493","0.299288435121188","0.276607193632141","0.321969676610235"
"CSU","2008","Westdeutschland, alte Bundeslaender","567","0.080171939548048","0.0737241396859781","0.086619739410118"
"CSU","2008","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","2008","Westdeutschland, alte Bundeslaender","364","0.0459452568415473","0.0409741394874472","0.0509163741956474"
"FDP","2008","Ostdeutschland, neue Bundeslaender","75","0.0436124678149801","0.0334972673047154","0.0537276683252447"
"Buendnis90/Gruene","2008","Westdeutschland, alte Bundeslaender","692","0.101353037493059","0.0941873153149212","0.108518759671196"
"Buendnis90/Gruene","2008","Ostdeutschland, neue Bundeslaender","104","0.0796902123737268","0.0662773420852852","0.0931030826621685"
"Die Linke","2008","Westdeutschland, alte Bundeslaender","183","0.0268289313722551","0.0229923597659454","0.0306655029785648"
"Die Linke","2008","Ostdeutschland, neue Bundeslaender","415","0.276325174321183","0.254177191851879","0.298473156790488"
"NPD/Republikaner/Die Rechte","2008","Westdeutschland, alte Bundeslaender","61","0.00884055680716185","0.00661797068900944","0.0110631429253143"
"NPD/Republikaner/Die Rechte","2008","Ostdeutschland, neue Bundeslaender","40","0.0376921930173075","0.0282595169588958","0.0471248690757192"
"Andere","2008","Westdeutschland, alte Bundeslaender","53","0.0087742830429098","0.00655996944563883","0.0109885966401808"
"Andere","2008","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","2008","Westdeutschland, alte Bundeslaender","38","0.00489797228492577","0.00324033695804621","0.00655560761180532"
"SPD/Buendnis90/Gruene","2008","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","2008","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","2008","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","2008","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","2008","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2008","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2008","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","2008","Westdeutschland, alte Bundeslaender","","","",""
"CDU/CSU","2008","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","2008","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","2008","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2008","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2008","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2008","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2008","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","2008","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","2008","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2008","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2008","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2008","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2008","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","2008","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","2008","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2008","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2008","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","2008","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","2008","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","2008","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","2008","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","2008","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","2008","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","2008","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","2008","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","2008","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","2008","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","2008","Westdeutschland, alte Bundeslaender","","","",""
"AfD","2008","Ostdeutschland, neue Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2008","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2008","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","2008","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","2008","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","2009","Westdeutschland, alte Bundeslaender","2026","0.33505145236327","0.323291035617312","0.346811869109228"
"SPD","2009","Ostdeutschland, neue Bundeslaender","360","0.229129725031576","0.207739818727901","0.250519631335251"
"CDU","2009","Westdeutschland, alte Bundeslaender","2067","0.333495998872434","0.321749197295244","0.345242800449624"
"CDU","2009","Ostdeutschland, neue Bundeslaender","461","0.278766186480929","0.255945137545075","0.301587235416783"
"CSU","2009","Westdeutschland, alte Bundeslaender","498","0.072389681297022","0.065933227368845","0.078846135225199"
"CSU","2009","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","2009","Westdeutschland, alte Bundeslaender","520","0.0751524374970794","0.0685837356126677","0.081721139381491"
"FDP","2009","Ostdeutschland, neue Bundeslaender","91","0.0680756732936781","0.0552563880118123","0.0808949585755438"
"Buendnis90/Gruene","2009","Westdeutschland, alte Bundeslaender","715","0.115123656676824","0.107171287768694","0.123076025584953"
"Buendnis90/Gruene","2009","Ostdeutschland, neue Bundeslaender","116","0.0911047764266128","0.0764592495749877","0.105750303278238"
"Die Linke","2009","Westdeutschland, alte Bundeslaender","149","0.0250364956159093","0.0211437691467355","0.0289292220850831"
"Die Linke","2009","Ostdeutschland, neue Bundeslaender","387","0.266186838368124","0.243693000890095","0.288680675846152"
"NPD/Republikaner/Die Rechte","2009","Westdeutschland, alte Bundeslaender","62","0.0127189099500334","0.00992689143355252","0.0155109284665143"
"NPD/Republikaner/Die Rechte","2009","Ostdeutschland, neue Bundeslaender","39","0.0484107953314412","0.0374870044520992","0.0593345862107831"
"Andere","2009","Westdeutschland, alte Bundeslaender","61","0.00989035080621051","0.00742476322986934","0.0123559383825517"
"Andere","2009","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","2009","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","2009","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","2009","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","2009","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","2009","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","2009","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2009","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2009","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","2009","Westdeutschland, alte Bundeslaender","","","",""
"CDU/CSU","2009","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","2009","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","2009","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2009","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2009","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2009","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2009","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","2009","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","2009","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2009","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2009","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2009","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2009","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","2009","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","2009","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2009","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2009","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","2009","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","2009","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","2009","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","2009","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","2009","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","2009","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","2009","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","2009","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","2009","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","2009","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","2009","Westdeutschland, alte Bundeslaender","","","",""
"AfD","2009","Ostdeutschland, neue Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2009","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2009","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","2009","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","2009","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","2010","Westdeutschland, alte Bundeslaender","2783","0.337683375184723","0.327864806776296","0.34750194359315"
"SPD","2010","Ostdeutschland, neue Bundeslaender","459","0.205612143178093","0.188388160361606","0.22283612599458"
"CDU","2010","Westdeutschland, alte Bundeslaender","2846","0.329281461939657","0.319524507034968","0.339038416844347"
"CDU","2010","Ostdeutschland, neue Bundeslaender","650","0.286939515076576","0.267661990287234","0.306217039865918"
"CSU","2010","Westdeutschland, alte Bundeslaender","648","0.0641112066330196","0.0590256370492455","0.0691967762167937"
"CSU","2010","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","2010","Westdeutschland, alte Bundeslaender","607","0.0605754095670985","0.0556227366913102","0.0655280824428869"
"FDP","2010","Ostdeutschland, neue Bundeslaender","103","0.032906236453838","0.0253035635907035","0.0405089093169725"
"Buendnis90/Gruene","2010","Westdeutschland, alte Bundeslaender","1412","0.130297963371326","0.123308971113114","0.137286955629538"
"Buendnis90/Gruene","2010","Ostdeutschland, neue Bundeslaender","205","0.0859148321163131","0.0739716430048186","0.0978580212278076"
"Die Linke","2010","Westdeutschland, alte Bundeslaender","319","0.0379616093121947","0.0339939989913606","0.0419292196330287"
"Die Linke","2010","Ostdeutschland, neue Bundeslaender","562","0.303294718542685","0.283704021868758","0.322885415216612"
"NPD/Republikaner/Die Rechte","2010","Westdeutschland, alte Bundeslaender","91","0.00988334731779755","0.00782955883870548","0.0119371357968896"
"NPD/Republikaner/Die Rechte","2010","Ostdeutschland, neue Bundeslaender","70","0.0476247602255262","0.0385483659295652","0.0567011545214871"
"Andere","2010","Westdeutschland, alte Bundeslaender","93","0.0117316771557573","0.00949616008172041","0.0139671942297941"
"Andere","2010","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","2010","Westdeutschland, alte Bundeslaender","39","0.00604783812851574","0.00443814413774533","0.00765753211928615"
"SPD/Buendnis90/Gruene","2010","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","2010","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","2010","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","2010","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","2010","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2010","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2010","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","2010","Westdeutschland, alte Bundeslaender","","","",""
"CDU/CSU","2010","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","2010","Westdeutschland, alte Bundeslaender","31","0.0062840907341322","0.00464345242913734","0.00792472903912706"
"CDU/FDP","2010","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2010","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2010","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2010","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2010","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","2010","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","2010","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2010","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2010","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2010","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2010","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","2010","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","2010","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2010","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2010","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","2010","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","2010","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","2010","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","2010","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","2010","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","2010","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","2010","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","2010","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","2010","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","2010","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","2010","Westdeutschland, alte Bundeslaender","","","",""
"AfD","2010","Ostdeutschland, neue Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2010","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2010","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","2010","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","2010","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","2011","Westdeutschland, alte Bundeslaender","2405","0.343319710331646","0.332537785148199","0.354101635515093"
"SPD","2011","Ostdeutschland, neue Bundeslaender","427","0.23801467781687","0.217632211536749","0.25839714409699"
"CDU","2011","Westdeutschland, alte Bundeslaender","2382","0.313862281133754","0.303324597272944","0.324399964994565"
"CDU","2011","Ostdeutschland, neue Bundeslaender","522","0.310306436059114","0.288165038088117","0.332447834030111"
"CSU","2011","Westdeutschland, alte Bundeslaender","609","0.0724328141601845","0.0665469488153982","0.0783186795049708"
"CSU","2011","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","2011","Westdeutschland, alte Bundeslaender","251","0.026663932110017","0.0230057656758154","0.0303220985442186"
"FDP","2011","Ostdeutschland, neue Bundeslaender","49","0.0208347176341255","0.0139986968810847","0.0276707383871664"
"Buendnis90/Gruene","2011","Westdeutschland, alte Bundeslaender","1374","0.17463209813569","0.166011135192705","0.183253061078676"
"Buendnis90/Gruene","2011","Ostdeutschland, neue Bundeslaender","154","0.087604210780272","0.0740730303047094","0.101135391255835"
"Die Linke","2011","Westdeutschland, alte Bundeslaender","165","0.0242946035637111","0.0207985005844231","0.0277907065429991"
"Die Linke","2011","Ostdeutschland, neue Bundeslaender","419","0.266133740809392","0.24498229839238","0.287285183226404"
"NPD/Republikaner/Die Rechte","2011","Westdeutschland, alte Bundeslaender","55","0.00885543917694114","0.00672806683880257","0.0109828115150797"
"NPD/Republikaner/Die Rechte","2011","Ostdeutschland, neue Bundeslaender","52","0.0465319267165904","0.0364507748979479","0.0566130785352328"
"Andere","2011","Westdeutschland, alte Bundeslaender","95","0.015444784210621","0.0126446366658321","0.0182449317554099"
"Andere","2011","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","2011","Westdeutschland, alte Bundeslaender","48","0.00879458841128504","0.00667447278764662","0.0109147040349235"
"SPD/Buendnis90/Gruene","2011","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","2011","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","2011","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","2011","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","2011","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2011","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2011","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","2011","Westdeutschland, alte Bundeslaender","33","0.00546671634477032","0.00379237930182588","0.00714105338771476"
"CDU/CSU","2011","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","2011","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","2011","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2011","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2011","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2011","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2011","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","2011","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","2011","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2011","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2011","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2011","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2011","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","2011","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","2011","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2011","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2011","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","2011","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","2011","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","2011","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","2011","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","2011","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","2011","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","2011","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","2011","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","2011","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","2011","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","2011","Westdeutschland, alte Bundeslaender","","","",""
"AfD","2011","Ostdeutschland, neue Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2011","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2011","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","2011","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","2011","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","2012","Westdeutschland, alte Bundeslaender","2433","0.344661440255286","0.333738979130279","0.355583901380293"
"SPD","2012","Ostdeutschland, neue Bundeslaender","433","0.240894318378106","0.220128361474244","0.261660275281968"
"CDU","2012","Westdeutschland, alte Bundeslaender","2348","0.321198086863986","0.310466861858102","0.33192931186987"
"CDU","2012","Ostdeutschland, neue Bundeslaender","522","0.321637855249318","0.298954780188719","0.344320930309917"
"CSU","2012","Westdeutschland, alte Bundeslaender","607","0.0714907658743607","0.0655695705754676","0.0774119611732539"
