"plh0012_h","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"CDU/Die Linke","1991","Realschulabschluss","","","",""
"CDU/Die Linke","1991","(Fach-)Abitur","","","",""
"CDU/Die Linke","1991","AkademikerInnen","","","",""
"CDU/DVU(Rep/NPD)","1991","(noch) kein Abschluss","","","",""
"CDU/DVU(Rep/NPD)","1991","Hauptschulabschluss","","","",""
"CDU/DVU(Rep/NPD)","1991","Realschulabschluss","","","",""
"CDU/DVU(Rep/NPD)","1991","(Fach-)Abitur","","","",""
"CDU/DVU(Rep/NPD)","1991","AkademikerInnen","","","",""
"CSU/FDP","1991","(noch) kein Abschluss","","","",""
"CSU/FDP","1991","Hauptschulabschluss","","","",""
"CSU/FDP","1991","Realschulabschluss","","","",""
"CSU/FDP","1991","(Fach-)Abitur","","","",""
"CSU/FDP","1991","AkademikerInnen","","","",""
"Gruene/FDP","1991","(noch) kein Abschluss","","","",""
"Gruene/FDP","1991","Hauptschulabschluss","","","",""
"Gruene/FDP","1991","Realschulabschluss","","","",""
"Gruene/FDP","1991","(Fach-)Abitur","","","",""
"Gruene/FDP","1991","AkademikerInnen","","","",""
"FDP/Die Linke","1991","(noch) kein Abschluss","","","",""
"FDP/Die Linke","1991","Hauptschulabschluss","","","",""
"FDP/Die Linke","1991","Realschulabschluss","","","",""
"FDP/Die Linke","1991","(Fach-)Abitur","","","",""
"FDP/Die Linke","1991","AkademikerInnen","","","",""
"FDP/NPD","1991","(noch) kein Abschluss","","","",""
"FDP/NPD","1991","Hauptschulabschluss","","","",""
"FDP/NPD","1991","Realschulabschluss","","","",""
"FDP/NPD","1991","(Fach-)Abitur","","","",""
"FDP/NPD","1991","AkademikerInnen","","","",""
"Piratenpartei","1991","(noch) kein Abschluss","","","",""
"Piratenpartei","1991","Hauptschulabschluss","","","",""
"Piratenpartei","1991","Realschulabschluss","","","",""
"Piratenpartei","1991","(Fach-)Abitur","","","",""
"Piratenpartei","1991","AkademikerInnen","","","",""
"AfD","1991","(noch) kein Abschluss","","","",""
"AfD","1991","Hauptschulabschluss","","","",""
"AfD","1991","Realschulabschluss","","","",""
"AfD","1991","(Fach-)Abitur","","","",""
"AfD","1991","AkademikerInnen","","","",""
"CDU+/oder CSU/AfD","1991","(noch) kein Abschluss","","","",""
"CDU+/oder CSU/AfD","1991","Hauptschulabschluss","","","",""
"CDU+/oder CSU/AfD","1991","Realschulabschluss","","","",""
"CDU+/oder CSU/AfD","1991","(Fach-)Abitur","","","",""
"CDU+/oder CSU/AfD","1991","AkademikerInnen","","","",""
"SPD/AfD","1991","(noch) kein Abschluss","","","",""
"SPD/AfD","1991","Hauptschulabschluss","","","",""
"SPD/AfD","1991","Realschulabschluss","","","",""
"SPD/AfD","1991","(Fach-)Abitur","","","",""
"SPD/AfD","1991","AkademikerInnen","","","",""
"SPD","1992","(noch) kein Abschluss","122","0.596976111200114","0.52471488468005","0.669237337720177"
"SPD","1992","Hauptschulabschluss","1398","0.492707754881007","0.474103226157648","0.511312283604367"
"SPD","1992","Realschulabschluss","511","0.402286607212008","0.374971554092789","0.429601660331226"
"SPD","1992","(Fach-)Abitur","201","0.374102724292978","0.329542644890035","0.418662803695922"
"SPD","1992","AkademikerInnen","284","0.31729826624034","0.285767486233191","0.34882904624749"
"CDU","1992","(noch) kein Abschluss","","","",""
"CDU","1992","Hauptschulabschluss","961","0.363060941197459","0.345165864333313","0.380956018061604"
"CDU","1992","Realschulabschluss","451","0.387510857285816","0.360372790712562","0.414648923859071"
"CDU","1992","(Fach-)Abitur","107","0.281226854620773","0.239824665375548","0.322629043865998"
"CDU","1992","AkademikerInnen","223","0.287770574755918","0.25710024041814","0.318440909093697"
"CSU","1992","(noch) kein Abschluss","","","",""
"CSU","1992","Hauptschulabschluss","174","0.0693765979043589","0.0599210141268221","0.0788321816818957"
"CSU","1992","Realschulabschluss","76","0.0730132125401217","0.0585213145105949","0.0875051105696484"
"CSU","1992","(Fach-)Abitur","","","",""
"CSU","1992","AkademikerInnen","36","0.0575433835164086","0.0417667715793235","0.0733199954534936"
"FDP","1992","(noch) kein Abschluss","","","",""
"FDP","1992","Hauptschulabschluss","72","0.023410900458527","0.0177841214566267","0.0290376794604273"
"FDP","1992","Realschulabschluss","52","0.0421760844974336","0.0309800626749925","0.0533721063198746"
"FDP","1992","(Fach-)Abitur","34","0.109310395812489","0.0805766056965352","0.138044185928444"
"FDP","1992","AkademikerInnen","82","0.113962291109427","0.0924348678067251","0.135489714412128"
"Buendnis90/Gruene","1992","(noch) kein Abschluss","","","",""
"Buendnis90/Gruene","1992","Hauptschulabschluss","76","0.020920373464722","0.015594527690445","0.0262462192389991"
"Buendnis90/Gruene","1992","Realschulabschluss","96","0.0624551106115202","0.0489757964655475","0.0759344247574928"
"Buendnis90/Gruene","1992","(Fach-)Abitur","70","0.130380219545826","0.099372519882809","0.161387919208842"
"Buendnis90/Gruene","1992","AkademikerInnen","140","0.159486231572589","0.134682365585363","0.184290097559815"
"Die Linke","1992","(noch) kein Abschluss","","","",""
"Die Linke","1992","Hauptschulabschluss","35","0.0101039621116444","0.00638231226289189","0.0138256119603969"
"Die Linke","1992","Realschulabschluss","","","",""
"Die Linke","1992","(Fach-)Abitur","","","",""
"Die Linke","1992","AkademikerInnen","62","0.0514781954328943","0.0365082340983178","0.0664481567674709"
"NPD/Republikaner/Die Rechte","1992","(noch) kein Abschluss","","","",""
"NPD/Republikaner/Die Rechte","1992","Hauptschulabschluss","","","",""
"NPD/Republikaner/Die Rechte","1992","Realschulabschluss","","","",""
"NPD/Republikaner/Die Rechte","1992","(Fach-)Abitur","","","",""
"NPD/Republikaner/Die Rechte","1992","AkademikerInnen","","","",""
"Andere","1992","(noch) kein Abschluss","","","",""
"Andere","1992","Hauptschulabschluss","58","0.020419469982282","0.0151564239621855","0.0256825160023786"
"Andere","1992","Realschulabschluss","34","0.0249736462298368","0.0162813018640577","0.0336659905956159"
"Andere","1992","(Fach-)Abitur","","","",""
"Andere","1992","AkademikerInnen","","","",""
"SPD/Buendnis90/Gruene","1992","(noch) kein Abschluss","","","",""
"SPD/Buendnis90/Gruene","1992","Hauptschulabschluss","","","",""
"SPD/Buendnis90/Gruene","1992","Realschulabschluss","","","",""
"SPD/Buendnis90/Gruene","1992","(Fach-)Abitur","","","",""
"SPD/Buendnis90/Gruene","1992","AkademikerInnen","","","",""
"SPD/CDU","1992","(noch) kein Abschluss","","","",""
"SPD/CDU","1992","Hauptschulabschluss","","","",""
"SPD/CDU","1992","Realschulabschluss","","","",""
"SPD/CDU","1992","(Fach-)Abitur","","","",""
"SPD/CDU","1992","AkademikerInnen","","","",""
"SPD/FDP","1992","(noch) kein Abschluss","","","",""
"SPD/FDP","1992","Hauptschulabschluss","","","",""
"SPD/FDP","1992","Realschulabschluss","","","",""
"SPD/FDP","1992","(Fach-)Abitur","","","",""
"SPD/FDP","1992","AkademikerInnen","","","",""
"SPD/DVU(Rep/NPD)","1992","(noch) kein Abschluss","","","",""
"SPD/DVU(Rep/NPD)","1992","Hauptschulabschluss","","","",""
"SPD/DVU(Rep/NPD)","1992","Realschulabschluss","","","",""
"SPD/DVU(Rep/NPD)","1992","(Fach-)Abitur","","","",""
"SPD/DVU(Rep/NPD)","1992","AkademikerInnen","","","",""
"CDU/CSU","1992","(noch) kein Abschluss","","","",""
"CDU/CSU","1992","Hauptschulabschluss","","","",""
"CDU/CSU","1992","Realschulabschluss","","","",""
"CDU/CSU","1992","(Fach-)Abitur","","","",""
"CDU/CSU","1992","AkademikerInnen","","","",""
"CDU/FDP","1992","(noch) kein Abschluss","","","",""
"CDU/FDP","1992","Hauptschulabschluss","","","",""
"CDU/FDP","1992","Realschulabschluss","","","",""
"CDU/FDP","1992","(Fach-)Abitur","","","",""
"CDU/FDP","1992","AkademikerInnen","","","",""
"CDU/Buendnis90/Gruene","1992","(noch) kein Abschluss","","","",""
"CDU/Buendnis90/Gruene","1992","Hauptschulabschluss","","","",""
"CDU/Buendnis90/Gruene","1992","Realschulabschluss","","","",""
"CDU/Buendnis90/Gruene","1992","(Fach-)Abitur","","","",""
"CDU/Buendnis90/Gruene","1992","AkademikerInnen","","","",""
"Buendnis90/Gruene/Die Linke","1992","(noch) kein Abschluss","","","",""
"Buendnis90/Gruene/Die Linke","1992","Hauptschulabschluss","","","",""
"Buendnis90/Gruene/Die Linke","1992","Realschulabschluss","","","",""
"Buendnis90/Gruene/Die Linke","1992","(Fach-)Abitur","","","",""
"Buendnis90/Gruene/Die Linke","1992","AkademikerInnen","","","",""
"SPD/Die Linke","1992","(noch) kein Abschluss","","","",""
"SPD/Die Linke","1992","Hauptschulabschluss","","","",""
"SPD/Die Linke","1992","Realschulabschluss","","","",""
"SPD/Die Linke","1992","(Fach-)Abitur","","","",""
"SPD/Die Linke","1992","AkademikerInnen","","","",""
"Gruene/DVU(Rep/NPD)","1992","(noch) kein Abschluss","","","",""
"Gruene/DVU(Rep/NPD)","1992","Hauptschulabschluss","","","",""
"Gruene/DVU(Rep/NPD)","1992","Realschulabschluss","","","",""
"Gruene/DVU(Rep/NPD)","1992","(Fach-)Abitur","","","",""
"Gruene/DVU(Rep/NPD)","1992","AkademikerInnen","","","",""
"Die Linke /DVU(Rep/NPD)","1992","(noch) kein Abschluss","","","",""
"Die Linke /DVU(Rep/NPD)","1992","Hauptschulabschluss","","","",""
"Die Linke /DVU(Rep/NPD)","1992","Realschulabschluss","","","",""
"Die Linke /DVU(Rep/NPD)","1992","(Fach-)Abitur","","","",""
"Die Linke /DVU(Rep/NPD)","1992","AkademikerInnen","","","",""
"CDU/Die Linke","1992","(noch) kein Abschluss","","","",""
"CDU/Die Linke","1992","Hauptschulabschluss","","","",""
"CDU/Die Linke","1992","Realschulabschluss","","","",""
"CDU/Die Linke","1992","(Fach-)Abitur","","","",""
"CDU/Die Linke","1992","AkademikerInnen","","","",""
"CDU/DVU(Rep/NPD)","1992","(noch) kein Abschluss","","","",""
"CDU/DVU(Rep/NPD)","1992","Hauptschulabschluss","","","",""
"CDU/DVU(Rep/NPD)","1992","Realschulabschluss","","","",""
"CDU/DVU(Rep/NPD)","1992","(Fach-)Abitur","","","",""
"CDU/DVU(Rep/NPD)","1992","AkademikerInnen","","","",""
"CSU/FDP","1992","(noch) kein Abschluss","","","",""
"CSU/FDP","1992","Hauptschulabschluss","","","",""
"CSU/FDP","1992","Realschulabschluss","","","",""
"CSU/FDP","1992","(Fach-)Abitur","","","",""
"CSU/FDP","1992","AkademikerInnen","","","",""
"Gruene/FDP","1992","(noch) kein Abschluss","","","",""
"Gruene/FDP","1992","Hauptschulabschluss","","","",""
"Gruene/FDP","1992","Realschulabschluss","","","",""
"Gruene/FDP","1992","(Fach-)Abitur","","","",""
"Gruene/FDP","1992","AkademikerInnen","","","",""
"FDP/Die Linke","1992","(noch) kein Abschluss","","","",""
"FDP/Die Linke","1992","Hauptschulabschluss","","","",""
"FDP/Die Linke","1992","Realschulabschluss","","","",""
"FDP/Die Linke","1992","(Fach-)Abitur","","","",""
"FDP/Die Linke","1992","AkademikerInnen","","","",""
"FDP/NPD","1992","(noch) kein Abschluss","","","",""
"FDP/NPD","1992","Hauptschulabschluss","","","",""
"FDP/NPD","1992","Realschulabschluss","","","",""
"FDP/NPD","1992","(Fach-)Abitur","","","",""
"FDP/NPD","1992","AkademikerInnen","","","",""
"Piratenpartei","1992","(noch) kein Abschluss","","","",""
"Piratenpartei","1992","Hauptschulabschluss","","","",""
"Piratenpartei","1992","Realschulabschluss","","","",""
"Piratenpartei","1992","(Fach-)Abitur","","","",""
"Piratenpartei","1992","AkademikerInnen","","","",""
"AfD","1992","(noch) kein Abschluss","","","",""
"AfD","1992","Hauptschulabschluss","","","",""
"AfD","1992","Realschulabschluss","","","",""
"AfD","1992","(Fach-)Abitur","","","",""
"AfD","1992","AkademikerInnen","","","",""
"CDU+/oder CSU/AfD","1992","(noch) kein Abschluss","","","",""
"CDU+/oder CSU/AfD","1992","Hauptschulabschluss","","","",""
"CDU+/oder CSU/AfD","1992","Realschulabschluss","","","",""
"CDU+/oder CSU/AfD","1992","(Fach-)Abitur","","","",""
"CDU+/oder CSU/AfD","1992","AkademikerInnen","","","",""
"SPD/AfD","1992","(noch) kein Abschluss","","","",""
"SPD/AfD","1992","Hauptschulabschluss","","","",""
"SPD/AfD","1992","Realschulabschluss","","","",""
"SPD/AfD","1992","(Fach-)Abitur","","","",""
"SPD/AfD","1992","AkademikerInnen","","","",""
"SPD","1993","(noch) kein Abschluss","112","0.631391362565665","0.554188299140145","0.708594425991184"
"SPD","1993","Hauptschulabschluss","1216","0.48331845307402","0.463437309261658","0.503199596886381"
"SPD","1993","Realschulabschluss","414","0.371018547806723","0.341854720652041","0.400182374961406"
"SPD","1993","(Fach-)Abitur","174","0.355660891285069","0.310202025708856","0.401119756861282"
"SPD","1993","AkademikerInnen","270","0.304705743268883","0.272507075444219","0.336904411093546"
"CDU","1993","(noch) kein Abschluss","","","",""
"CDU","1993","Hauptschulabschluss","787","0.342009073789995","0.323136029051727","0.360882118528263"
"CDU","1993","Realschulabschluss","351","0.351404594810253","0.322582971528781","0.380226218091725"
"CDU","1993","(Fach-)Abitur","101","0.279982455583168","0.23734608385344","0.322618827312897"
"CDU","1993","AkademikerInnen","183","0.261147933838069","0.230419862262036","0.291876005414101"
"CSU","1993","(noch) kein Abschluss","","","",""
"CSU","1993","Hauptschulabschluss","165","0.0737925187617862","0.0633915566980845","0.0841934808254878"
"CSU","1993","Realschulabschluss","55","0.0657624559899346","0.0507985333004791","0.0807263786793902"
"CSU","1993","(Fach-)Abitur","","","",""
"CSU","1993","AkademikerInnen","31","0.0564408665312227","0.0402974794418276","0.0725842536206178"
"FDP","1993","(noch) kein Abschluss","","","",""
"FDP","1993","Hauptschulabschluss","54","0.0236949347422561","0.0176438430675471","0.0297460264169651"
"FDP","1993","Realschulabschluss","51","0.063536823084769","0.0488107861311378","0.0782628600384002"
"FDP","1993","(Fach-)Abitur","30","0.0892487712725367","0.0621752779276864","0.116322264617387"
"FDP","1993","AkademikerInnen","64","0.0958446682497211","0.0752517087334448","0.116437627765997"
"Buendnis90/Gruene","1993","(noch) kein Abschluss","","","",""
"Buendnis90/Gruene","1993","Hauptschulabschluss","75","0.0236746962652176","0.0176261266506773","0.0297232658797579"
"Buendnis90/Gruene","1993","Realschulabschluss","107","0.0879435320508492","0.070845717533997","0.105041346567701"
"Buendnis90/Gruene","1993","(Fach-)Abitur","89","0.198162907869134","0.160310148327934","0.236015667410335"
"Buendnis90/Gruene","1993","AkademikerInnen","145","0.190219162699207","0.162763992319116","0.217674333079298"
"Die Linke","1993","(noch) kein Abschluss","","","",""
"Die Linke","1993","Hauptschulabschluss","36","0.0116362752147248","0.00736970798094875","0.0159028424485008"
"Die Linke","1993","Realschulabschluss","","","",""
"Die Linke","1993","(Fach-)Abitur","","","",""
"Die Linke","1993","AkademikerInnen","75","0.0682561328488459","0.0506147602127592","0.0858975054849326"
"NPD/Republikaner/Die Rechte","1993","(noch) kein Abschluss","","","",""
"NPD/Republikaner/Die Rechte","1993","Hauptschulabschluss","75","0.0337909790922817","0.0266022993744652","0.0409796588100981"
"NPD/Republikaner/Die Rechte","1993","Realschulabschluss","39","0.0332322602894038","0.0224112253096238","0.0440532952691838"
"NPD/Republikaner/Die Rechte","1993","(Fach-)Abitur","","","",""
"NPD/Republikaner/Die Rechte","1993","AkademikerInnen","","","",""
"Andere","1993","(noch) kein Abschluss","","","",""
"Andere","1993","Hauptschulabschluss","","","",""
"Andere","1993","Realschulabschluss","","","",""
"Andere","1993","(Fach-)Abitur","","","",""
"Andere","1993","AkademikerInnen","","","",""
"SPD/Buendnis90/Gruene","1993","(noch) kein Abschluss","","","",""
"SPD/Buendnis90/Gruene","1993","Hauptschulabschluss","","","",""
"SPD/Buendnis90/Gruene","1993","Realschulabschluss","","","",""
"SPD/Buendnis90/Gruene","1993","(Fach-)Abitur","","","",""
"SPD/Buendnis90/Gruene","1993","AkademikerInnen","","","",""
"SPD/CDU","1993","(noch) kein Abschluss","","","",""
"SPD/CDU","1993","Hauptschulabschluss","","","",""
"SPD/CDU","1993","Realschulabschluss","","","",""
"SPD/CDU","1993","(Fach-)Abitur","","","",""
"SPD/CDU","1993","AkademikerInnen","","","",""
"SPD/FDP","1993","(noch) kein Abschluss","","","",""
"SPD/FDP","1993","Hauptschulabschluss","","","",""
"SPD/FDP","1993","Realschulabschluss","","","",""
"SPD/FDP","1993","(Fach-)Abitur","","","",""
"SPD/FDP","1993","AkademikerInnen","","","",""
"SPD/DVU(Rep/NPD)","1993","(noch) kein Abschluss","","","",""
"SPD/DVU(Rep/NPD)","1993","Hauptschulabschluss","","","",""
"SPD/DVU(Rep/NPD)","1993","Realschulabschluss","","","",""
"SPD/DVU(Rep/NPD)","1993","(Fach-)Abitur","","","",""
"SPD/DVU(Rep/NPD)","1993","AkademikerInnen","","","",""
"CDU/CSU","1993","(noch) kein Abschluss","","","",""
"CDU/CSU","1993","Hauptschulabschluss","","","",""
"CDU/CSU","1993","Realschulabschluss","","","",""
"CDU/CSU","1993","(Fach-)Abitur","","","",""
"CDU/CSU","1993","AkademikerInnen","","","",""
"CDU/FDP","1993","(noch) kein Abschluss","","","",""
"CDU/FDP","1993","Hauptschulabschluss","","","",""
"CDU/FDP","1993","Realschulabschluss","","","",""
"CDU/FDP","1993","(Fach-)Abitur","","","",""
"CDU/FDP","1993","AkademikerInnen","","","",""
"CDU/Buendnis90/Gruene","1993","(noch) kein Abschluss","","","",""
"CDU/Buendnis90/Gruene","1993","Hauptschulabschluss","","","",""
"CDU/Buendnis90/Gruene","1993","Realschulabschluss","","","",""
"CDU/Buendnis90/Gruene","1993","(Fach-)Abitur","","","",""
"CDU/Buendnis90/Gruene","1993","AkademikerInnen","","","",""
"Buendnis90/Gruene/Die Linke","1993","(noch) kein Abschluss","","","",""
"Buendnis90/Gruene/Die Linke","1993","Hauptschulabschluss","","","",""
"Buendnis90/Gruene/Die Linke","1993","Realschulabschluss","","","",""
"Buendnis90/Gruene/Die Linke","1993","(Fach-)Abitur","","","",""
"Buendnis90/Gruene/Die Linke","1993","AkademikerInnen","","","",""
"SPD/Die Linke","1993","(noch) kein Abschluss","","","",""
"SPD/Die Linke","1993","Hauptschulabschluss","","","",""
"SPD/Die Linke","1993","Realschulabschluss","","","",""
"SPD/Die Linke","1993","(Fach-)Abitur","","","",""
"SPD/Die Linke","1993","AkademikerInnen","","","",""
"Gruene/DVU(Rep/NPD)","1993","(noch) kein Abschluss","","","",""
"Gruene/DVU(Rep/NPD)","1993","Hauptschulabschluss","","","",""
"Gruene/DVU(Rep/NPD)","1993","Realschulabschluss","","","",""
"Gruene/DVU(Rep/NPD)","1993","(Fach-)Abitur","","","",""
"Gruene/DVU(Rep/NPD)","1993","AkademikerInnen","","","",""
"Die Linke /DVU(Rep/NPD)","1993","(noch) kein Abschluss","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Hauptschulabschluss","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Realschulabschluss","","","",""
"Die Linke /DVU(Rep/NPD)","1993","(Fach-)Abitur","","","",""
"Die Linke /DVU(Rep/NPD)","1993","AkademikerInnen","","","",""
"CDU/Die Linke","1993","(noch) kein Abschluss","","","",""
"CDU/Die Linke","1993","Hauptschulabschluss","","","",""
"CDU/Die Linke","1993","Realschulabschluss","","","",""
"CDU/Die Linke","1993","(Fach-)Abitur","","","",""
"CDU/Die Linke","1993","AkademikerInnen","","","",""
"CDU/DVU(Rep/NPD)","1993","(noch) kein Abschluss","","","",""
"CDU/DVU(Rep/NPD)","1993","Hauptschulabschluss","","","",""
"CDU/DVU(Rep/NPD)","1993","Realschulabschluss","","","",""
"CDU/DVU(Rep/NPD)","1993","(Fach-)Abitur","","","",""
"CDU/DVU(Rep/NPD)","1993","AkademikerInnen","","","",""
"CSU/FDP","1993","(noch) kein Abschluss","","","",""
"CSU/FDP","1993","Hauptschulabschluss","","","",""
"CSU/FDP","1993","Realschulabschluss","","","",""
"CSU/FDP","1993","(Fach-)Abitur","","","",""
"CSU/FDP","1993","AkademikerInnen","","","",""
"Gruene/FDP","1993","(noch) kein Abschluss","","","",""
"Gruene/FDP","1993","Hauptschulabschluss","","","",""
"Gruene/FDP","1993","Realschulabschluss","","","",""
"Gruene/FDP","1993","(Fach-)Abitur","","","",""
"Gruene/FDP","1993","AkademikerInnen","","","",""
"FDP/Die Linke","1993","(noch) kein Abschluss","","","",""
"FDP/Die Linke","1993","Hauptschulabschluss","","","",""
"FDP/Die Linke","1993","Realschulabschluss","","","",""
"FDP/Die Linke","1993","(Fach-)Abitur","","","",""
"FDP/Die Linke","1993","AkademikerInnen","","","",""
"FDP/NPD","1993","(noch) kein Abschluss","","","",""
"FDP/NPD","1993","Hauptschulabschluss","","","",""
"FDP/NPD","1993","Realschulabschluss","","","",""
"FDP/NPD","1993","(Fach-)Abitur","","","",""
"FDP/NPD","1993","AkademikerInnen","","","",""
"Piratenpartei","1993","(noch) kein Abschluss","","","",""
"Piratenpartei","1993","Hauptschulabschluss","","","",""
"Piratenpartei","1993","Realschulabschluss","","","",""
"Piratenpartei","1993","(Fach-)Abitur","","","",""
"Piratenpartei","1993","AkademikerInnen","","","",""
"AfD","1993","(noch) kein Abschluss","","","",""
"AfD","1993","Hauptschulabschluss","","","",""
"AfD","1993","Realschulabschluss","","","",""
"AfD","1993","(Fach-)Abitur","","","",""
"AfD","1993","AkademikerInnen","","","",""
"CDU+/oder CSU/AfD","1993","(noch) kein Abschluss","","","",""
"CDU+/oder CSU/AfD","1993","Hauptschulabschluss","","","",""
"CDU+/oder CSU/AfD","1993","Realschulabschluss","","","",""
"CDU+/oder CSU/AfD","1993","(Fach-)Abitur","","","",""
"CDU+/oder CSU/AfD","1993","AkademikerInnen","","","",""
"SPD/AfD","1993","(noch) kein Abschluss","","","",""
"SPD/AfD","1993","Hauptschulabschluss","","","",""
"SPD/AfD","1993","Realschulabschluss","","","",""
"SPD/AfD","1993","(Fach-)Abitur","","","",""
"SPD/AfD","1993","AkademikerInnen","","","",""
"SPD","1994","(noch) kein Abschluss","113","0.596291093699536","0.522318973728537","0.670263213670535"
"SPD","1994","Hauptschulabschluss","1330","0.515152466769007","0.495651328893577","0.534653604644438"
"SPD","1994","Realschulabschluss","451","0.396976763737966","0.367864043369403","0.426089484106529"
"SPD","1994","(Fach-)Abitur","194","0.402352537665224","0.356217684940828","0.44848739038962"
"SPD","1994","AkademikerInnen","288","0.330402272616813","0.298403188852192","0.362401356381434"
"CDU","1994","(noch) kein Abschluss","","","",""
"CDU","1994","Hauptschulabschluss","788","0.331759361150215","0.313386893109531","0.350131829190899"
"CDU","1994","Realschulabschluss","369","0.379097716034988","0.350229467568154","0.407965964501822"
"CDU","1994","(Fach-)Abitur","94","0.229352514459316","0.189799201823025","0.268905827095607"
"CDU","1994","AkademikerInnen","202","0.266243354232539","0.236173975392115","0.296312733072964"
"CSU","1994","(noch) kein Abschluss","","","",""
"CSU","1994","Hauptschulabschluss","147","0.0586718383373668","0.0495017221233491","0.0678419545513844"
"CSU","1994","Realschulabschluss","61","0.0688350052148931","0.0537706267721237","0.0838993836576625"
"CSU","1994","(Fach-)Abitur","","","",""
"CSU","1994","AkademikerInnen","39","0.0591477940787543","0.0430991249026143","0.0751964632548942"
"FDP","1994","(noch) kein Abschluss","","","",""
"FDP","1994","Hauptschulabschluss","47","0.0228454306213559","0.0170154008342256","0.0286754604084862"
"FDP","1994","Realschulabschluss","","","",""
"FDP","1994","(Fach-)Abitur","","","",""
"FDP","1994","AkademikerInnen","55","0.0797313512901526","0.0613032360012569","0.0981594665790483"
"Buendnis90/Gruene","1994","(noch) kein Abschluss","","","",""
"Buendnis90/Gruene","1994","Hauptschulabschluss","77","0.0254946271249627","0.0193441909367879","0.0316450633131374"
"Buendnis90/Gruene","1994","Realschulabschluss","104","0.0789127347065184","0.0628707847244108","0.094954684688626"
"Buendnis90/Gruene","1994","(Fach-)Abitur","85","0.200330784409903","0.162674951274503","0.237986617545304"
"Buendnis90/Gruene","1994","AkademikerInnen","128","0.1711180188345","0.145496594692731","0.196739442976268"
"Die Linke","1994","(noch) kein Abschluss","","","",""
"Die Linke","1994","Hauptschulabschluss","56","0.0182946174086935","0.0130653395632414","0.0235238952541457"
"Die Linke","1994","Realschulabschluss","34","0.017192080153381","0.00945758878137022","0.0249265715253917"
"Die Linke","1994","(Fach-)Abitur","","","",""
"Die Linke","1994","AkademikerInnen","103","0.0775696588814686","0.059371737878498","0.0957675798844391"
"NPD/Republikaner/Die Rechte","1994","(noch) kein Abschluss","","","",""
"NPD/Republikaner/Die Rechte","1994","Hauptschulabschluss","55","0.0175717660674812","0.0124449517348589","0.0226985804001035"
"NPD/Republikaner/Die Rechte","1994","Realschulabschluss","","","",""
"NPD/Republikaner/Die Rechte","1994","(Fach-)Abitur","","","",""
"NPD/Republikaner/Die Rechte","1994","AkademikerInnen","","","",""
"Andere","1994","(noch) kein Abschluss","","","",""
"Andere","1994","Hauptschulabschluss","","","",""
"Andere","1994","Realschulabschluss","","","",""
"Andere","1994","(Fach-)Abitur","","","",""
"Andere","1994","AkademikerInnen","","","",""
"SPD/Buendnis90/Gruene","1994","(noch) kein Abschluss","","","",""
"SPD/Buendnis90/Gruene","1994","Hauptschulabschluss","","","",""
"SPD/Buendnis90/Gruene","1994","Realschulabschluss","","","",""
"SPD/Buendnis90/Gruene","1994","(Fach-)Abitur","","","",""
"SPD/Buendnis90/Gruene","1994","AkademikerInnen","","","",""
"SPD/CDU","1994","(noch) kein Abschluss","","","",""
"SPD/CDU","1994","Hauptschulabschluss","","","",""
"SPD/CDU","1994","Realschulabschluss","","","",""
"SPD/CDU","1994","(Fach-)Abitur","","","",""
"SPD/CDU","1994","AkademikerInnen","","","",""
"SPD/FDP","1994","(noch) kein Abschluss","","","",""
"SPD/FDP","1994","Hauptschulabschluss","","","",""
"SPD/FDP","1994","Realschulabschluss","","","",""
"SPD/FDP","1994","(Fach-)Abitur","","","",""
"SPD/FDP","1994","AkademikerInnen","","","",""
"SPD/DVU(Rep/NPD)","1994","(noch) kein Abschluss","","","",""
"SPD/DVU(Rep/NPD)","1994","Hauptschulabschluss","","","",""
"SPD/DVU(Rep/NPD)","1994","Realschulabschluss","","","",""
"SPD/DVU(Rep/NPD)","1994","(Fach-)Abitur","","","",""
"SPD/DVU(Rep/NPD)","1994","AkademikerInnen","","","",""
"CDU/CSU","1994","(noch) kein Abschluss","","","",""
"CDU/CSU","1994","Hauptschulabschluss","","","",""
"CDU/CSU","1994","Realschulabschluss","","","",""
"CDU/CSU","1994","(Fach-)Abitur","","","",""
"CDU/CSU","1994","AkademikerInnen","","","",""
"CDU/FDP","1994","(noch) kein Abschluss","","","",""
"CDU/FDP","1994","Hauptschulabschluss","","","",""
"CDU/FDP","1994","Realschulabschluss","","","",""
"CDU/FDP","1994","(Fach-)Abitur","","","",""
"CDU/FDP","1994","AkademikerInnen","","","",""
"CDU/Buendnis90/Gruene","1994","(noch) kein Abschluss","","","",""
"CDU/Buendnis90/Gruene","1994","Hauptschulabschluss","","","",""
"CDU/Buendnis90/Gruene","1994","Realschulabschluss","","","",""
"CDU/Buendnis90/Gruene","1994","(Fach-)Abitur","","","",""
"CDU/Buendnis90/Gruene","1994","AkademikerInnen","","","",""
"Buendnis90/Gruene/Die Linke","1994","(noch) kein Abschluss","","","",""
"Buendnis90/Gruene/Die Linke","1994","Hauptschulabschluss","","","",""
"Buendnis90/Gruene/Die Linke","1994","Realschulabschluss","","","",""
"Buendnis90/Gruene/Die Linke","1994","(Fach-)Abitur","","","",""
"Buendnis90/Gruene/Die Linke","1994","AkademikerInnen","","","",""
