"plh0012_h","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"SPD/Die Linke","1993","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","1993","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","1993","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","1993","Hessen","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","1993","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","1993","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","1993","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","1993","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","1993","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","1993","Bayern","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","1993","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","1993","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","1993","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","1993","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","1993","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","1993","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","1993","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","1993","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","1993","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","1993","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","1993","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","1993","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","1993","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","1993","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","1993","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Niedersachsen","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Hessen","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Bayern","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Niedersachsen","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Hessen","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Bayern","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1993","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1993","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1993","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1993","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1993","Niedersachsen","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1993","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1993","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1993","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1993","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1993","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1993","Hessen","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1993","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1993","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1993","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1993","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1993","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1993","Bayern","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1993","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1993","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1993","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1993","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1993","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1993","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1993","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1993","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1993","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1993","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1993","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1993","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1993","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1993","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1993","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Niedersachsen","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Hessen","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Bayern","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1993","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1993","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1993","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1993","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1993","Niedersachsen","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1993","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1993","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1993","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1993","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1993","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1993","Hessen","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1993","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1993","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1993","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1993","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1993","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1993","Bayern","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1993","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1993","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1993","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1993","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1993","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1993","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1993","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1993","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1993","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1993","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1993","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1993","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1993","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1993","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1993","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1993","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1993","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1993","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1993","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1993","Niedersachsen","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1993","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1993","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1993","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1993","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1993","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1993","Hessen","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1993","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1993","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1993","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1993","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1993","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1993","Bayern","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1993","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1993","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1993","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1993","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1993","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1993","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1993","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1993","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1993","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1993","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1993","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1993","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1993","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1993","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1993","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1993","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1993","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1993","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1993","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1993","Niedersachsen","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1993","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1993","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1993","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1993","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1993","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1993","Hessen","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1993","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1993","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1993","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1993","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1993","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1993","Bayern","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1993","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1993","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1993","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1993","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1993","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1993","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1993","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1993","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1993","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1993","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1993","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1993","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1993","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1993","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1993","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1993","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1993","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1993","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1993","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1993","Niedersachsen","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1993","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1993","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1993","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1993","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1993","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1993","Hessen","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1993","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1993","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1993","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1993","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1993","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1993","Bayern","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1993","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1993","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1993","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1993","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1993","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1993","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1993","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1993","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1993","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1993","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1993","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1993","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1993","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1993","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1993","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","1993","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","1993","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","1993","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","1993","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","1993","Niedersachsen","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","1993","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","1993","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","1993","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
