"plh0012_h","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"CDU/CSU","1996","66 und älter","weiblich","","","",""
"CDU/FDP","1996","16-34 Jahre alt","maennlich","","","",""
"CDU/FDP","1996","16-34 Jahre alt","weiblich","","","",""
"CDU/FDP","1996","35-65 Jahre alt","maennlich","","","",""
"CDU/FDP","1996","35-65 Jahre alt","weiblich","","","",""
"CDU/FDP","1996","66 und älter","maennlich","","","",""
"CDU/FDP","1996","66 und älter","weiblich","","","",""
"CDU/Buendnis90/Gruene","1996","16-34 Jahre alt","maennlich","","","",""
"CDU/Buendnis90/Gruene","1996","16-34 Jahre alt","weiblich","","","",""
"CDU/Buendnis90/Gruene","1996","35-65 Jahre alt","maennlich","","","",""
"CDU/Buendnis90/Gruene","1996","35-65 Jahre alt","weiblich","","","",""
"CDU/Buendnis90/Gruene","1996","66 und älter","maennlich","","","",""
"CDU/Buendnis90/Gruene","1996","66 und älter","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1996","16-34 Jahre alt","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1996","16-34 Jahre alt","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1996","35-65 Jahre alt","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1996","35-65 Jahre alt","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1996","66 und älter","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1996","66 und älter","weiblich","","","",""
"SPD/Die Linke","1996","16-34 Jahre alt","maennlich","","","",""
"SPD/Die Linke","1996","16-34 Jahre alt","weiblich","","","",""
"SPD/Die Linke","1996","35-65 Jahre alt","maennlich","","","",""
"SPD/Die Linke","1996","35-65 Jahre alt","weiblich","","","",""
"SPD/Die Linke","1996","66 und älter","maennlich","","","",""
"SPD/Die Linke","1996","66 und älter","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1996","16-34 Jahre alt","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1996","16-34 Jahre alt","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1996","35-65 Jahre alt","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1996","35-65 Jahre alt","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1996","66 und älter","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1996","66 und älter","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1996","16-34 Jahre alt","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1996","16-34 Jahre alt","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1996","35-65 Jahre alt","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1996","35-65 Jahre alt","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1996","66 und älter","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1996","66 und älter","weiblich","","","",""
"CDU/Die Linke","1996","16-34 Jahre alt","maennlich","","","",""
"CDU/Die Linke","1996","16-34 Jahre alt","weiblich","","","",""
"CDU/Die Linke","1996","35-65 Jahre alt","maennlich","","","",""
"CDU/Die Linke","1996","35-65 Jahre alt","weiblich","","","",""
"CDU/Die Linke","1996","66 und älter","maennlich","","","",""
"CDU/Die Linke","1996","66 und älter","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1996","16-34 Jahre alt","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1996","16-34 Jahre alt","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1996","35-65 Jahre alt","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1996","35-65 Jahre alt","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1996","66 und älter","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1996","66 und älter","weiblich","","","",""
"CSU/FDP","1996","16-34 Jahre alt","maennlich","","","",""
"CSU/FDP","1996","16-34 Jahre alt","weiblich","","","",""
"CSU/FDP","1996","35-65 Jahre alt","maennlich","","","",""
"CSU/FDP","1996","35-65 Jahre alt","weiblich","","","",""
"CSU/FDP","1996","66 und älter","maennlich","","","",""
"CSU/FDP","1996","66 und älter","weiblich","","","",""
"Gruene/FDP","1996","16-34 Jahre alt","maennlich","","","",""
"Gruene/FDP","1996","16-34 Jahre alt","weiblich","","","",""
"Gruene/FDP","1996","35-65 Jahre alt","maennlich","","","",""
"Gruene/FDP","1996","35-65 Jahre alt","weiblich","","","",""
"Gruene/FDP","1996","66 und älter","maennlich","","","",""
"Gruene/FDP","1996","66 und älter","weiblich","","","",""
"FDP/Die Linke","1996","16-34 Jahre alt","maennlich","","","",""
"FDP/Die Linke","1996","16-34 Jahre alt","weiblich","","","",""
"FDP/Die Linke","1996","35-65 Jahre alt","maennlich","","","",""
"FDP/Die Linke","1996","35-65 Jahre alt","weiblich","","","",""
"FDP/Die Linke","1996","66 und älter","maennlich","","","",""
"FDP/Die Linke","1996","66 und älter","weiblich","","","",""
"FDP/NPD","1996","16-34 Jahre alt","maennlich","","","",""
"FDP/NPD","1996","16-34 Jahre alt","weiblich","","","",""
"FDP/NPD","1996","35-65 Jahre alt","maennlich","","","",""
"FDP/NPD","1996","35-65 Jahre alt","weiblich","","","",""
"FDP/NPD","1996","66 und älter","maennlich","","","",""
"FDP/NPD","1996","66 und älter","weiblich","","","",""
"Piratenpartei","1996","16-34 Jahre alt","maennlich","","","",""
"Piratenpartei","1996","16-34 Jahre alt","weiblich","","","",""
"Piratenpartei","1996","35-65 Jahre alt","maennlich","","","",""
"Piratenpartei","1996","35-65 Jahre alt","weiblich","","","",""
"Piratenpartei","1996","66 und älter","maennlich","","","",""
"Piratenpartei","1996","66 und älter","weiblich","","","",""
"AfD","1996","16-34 Jahre alt","maennlich","","","",""
"AfD","1996","16-34 Jahre alt","weiblich","","","",""
"AfD","1996","35-65 Jahre alt","maennlich","","","",""
"AfD","1996","35-65 Jahre alt","weiblich","","","",""
"AfD","1996","66 und älter","maennlich","","","",""
"AfD","1996","66 und älter","weiblich","","","",""
"CDU+/oder CSU/AfD","1996","16-34 Jahre alt","maennlich","","","",""
"CDU+/oder CSU/AfD","1996","16-34 Jahre alt","weiblich","","","",""
"CDU+/oder CSU/AfD","1996","35-65 Jahre alt","maennlich","","","",""
"CDU+/oder CSU/AfD","1996","35-65 Jahre alt","weiblich","","","",""
"CDU+/oder CSU/AfD","1996","66 und älter","maennlich","","","",""
"CDU+/oder CSU/AfD","1996","66 und älter","weiblich","","","",""
"SPD/AfD","1996","16-34 Jahre alt","maennlich","","","",""
"SPD/AfD","1996","16-34 Jahre alt","weiblich","","","",""
"SPD/AfD","1996","35-65 Jahre alt","maennlich","","","",""
"SPD/AfD","1996","35-65 Jahre alt","weiblich","","","",""
"SPD/AfD","1996","66 und älter","maennlich","","","",""
"SPD/AfD","1996","66 und älter","weiblich","","","",""
"SPD","1997","16-34 Jahre alt","maennlich","282","0.365550513032935","0.330639566276541","0.400461459789329"
"SPD","1997","16-34 Jahre alt","weiblich","229","0.354549886750615","0.315651638741475","0.393448134759755"
"SPD","1997","35-65 Jahre alt","maennlich","718","0.461883663204254","0.437301282691864","0.486466043716645"
"SPD","1997","35-65 Jahre alt","weiblich","569","0.440026739448551","0.413389246048437","0.466664232848665"
"SPD","1997","66 und älter","maennlich","171","0.447755051505927","0.398212458700162","0.497297644311693"
"SPD","1997","66 und älter","weiblich","174","0.360892499062867","0.317241167143944","0.40454383098179"
"CDU","1997","16-34 Jahre alt","maennlich","204","0.29374990988487","0.260731395294382","0.326768424475359"
"CDU","1997","16-34 Jahre alt","weiblich","152","0.249540419158164","0.214352456034","0.284728382282328"
"CDU","1997","35-65 Jahre alt","maennlich","503","0.322190678642583","0.299148167728339","0.345233189556827"
"CDU","1997","35-65 Jahre alt","weiblich","458","0.354465128522183","0.328795665227951","0.380134591816414"
"CDU","1997","66 und älter","maennlich","125","0.31128270551332","0.265151946628386","0.357413464398254"
"CDU","1997","66 und älter","weiblich","194","0.429977661879757","0.38497994290532","0.474975380854193"
"CSU","1997","16-34 Jahre alt","maennlich","45","0.0507461380949977","0.0348357018600182","0.0666565743299772"
"CSU","1997","16-34 Jahre alt","weiblich","","","",""
"CSU","1997","35-65 Jahre alt","maennlich","97","0.0668907930557026","0.0545719773704873","0.0792096087409179"
"CSU","1997","35-65 Jahre alt","weiblich","67","0.0507740447978808","0.0389932155976141","0.0625548739981475"
"CSU","1997","66 und älter","maennlich","47","0.152053793912505","0.116279144239621","0.18782844358539"
"CSU","1997","66 und älter","weiblich","39","0.085353106481692","0.0599575337010874","0.110748679262297"
"FDP","1997","16-34 Jahre alt","maennlich","","","",""
"FDP","1997","16-34 Jahre alt","weiblich","","","",""
"FDP","1997","35-65 Jahre alt","maennlich","35","0.0229036556710569","0.0155273204579704","0.0302799908841434"
"FDP","1997","35-65 Jahre alt","weiblich","31","0.0236122879890493","0.0154643002927399","0.0317602756853586"
"FDP","1997","66 und älter","maennlich","","","",""
"FDP","1997","66 und älter","weiblich","","","",""
"Buendnis90/Gruene","1997","16-34 Jahre alt","maennlich","100","0.158566878519949","0.132087642990238","0.185046114049659"
"Buendnis90/Gruene","1997","16-34 Jahre alt","weiblich","129","0.259414978769503","0.223774378393741","0.295055579145265"
"Buendnis90/Gruene","1997","35-65 Jahre alt","maennlich","117","0.074840164501321","0.0618655250150219","0.08781480398762"
"Buendnis90/Gruene","1997","35-65 Jahre alt","weiblich","129","0.0964526105074503","0.0806108794097286","0.112294341605172"
"Buendnis90/Gruene","1997","66 und älter","maennlich","","","",""
"Buendnis90/Gruene","1997","66 und älter","weiblich","","","",""
"Die Linke","1997","16-34 Jahre alt","maennlich","33","0.0352919587391435","0.0219159903658506","0.0486679271124364"
"Die Linke","1997","16-34 Jahre alt","weiblich","","","",""
"Die Linke","1997","35-65 Jahre alt","maennlich","64","0.022862397576116","0.0154925535425445","0.0302322416096874"
"Die Linke","1997","35-65 Jahre alt","weiblich","66","0.0258338639000706","0.0173208885835317","0.0343468392166094"
"Die Linke","1997","66 und älter","maennlich","","","",""
"Die Linke","1997","66 und älter","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1997","16-34 Jahre alt","maennlich","37","0.0480780652206844","0.0325697878185395","0.0635863426228293"
"NPD/Republikaner/Die Rechte","1997","16-34 Jahre alt","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1997","35-65 Jahre alt","maennlich","34","0.0215367734248263","0.0143789312011363","0.0286946156485164"
"NPD/Republikaner/Die Rechte","1997","35-65 Jahre alt","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1997","66 und älter","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1997","66 und älter","weiblich","","","",""
"Andere","1997","16-34 Jahre alt","maennlich","","","",""
"Andere","1997","16-34 Jahre alt","weiblich","","","",""
"Andere","1997","35-65 Jahre alt","maennlich","","","",""
"Andere","1997","35-65 Jahre alt","weiblich","","","",""
"Andere","1997","66 und älter","maennlich","","","",""
"Andere","1997","66 und älter","weiblich","","","",""
"SPD/Buendnis90/Gruene","1997","16-34 Jahre alt","maennlich","","","",""
"SPD/Buendnis90/Gruene","1997","16-34 Jahre alt","weiblich","","","",""
"SPD/Buendnis90/Gruene","1997","35-65 Jahre alt","maennlich","","","",""
"SPD/Buendnis90/Gruene","1997","35-65 Jahre alt","weiblich","","","",""
"SPD/Buendnis90/Gruene","1997","66 und älter","maennlich","","","",""
"SPD/Buendnis90/Gruene","1997","66 und älter","weiblich","","","",""
"SPD/CDU","1997","16-34 Jahre alt","maennlich","","","",""
"SPD/CDU","1997","16-34 Jahre alt","weiblich","","","",""
"SPD/CDU","1997","35-65 Jahre alt","maennlich","","","",""
"SPD/CDU","1997","35-65 Jahre alt","weiblich","","","",""
"SPD/CDU","1997","66 und älter","maennlich","","","",""
"SPD/CDU","1997","66 und älter","weiblich","","","",""
"SPD/FDP","1997","16-34 Jahre alt","maennlich","","","",""
"SPD/FDP","1997","16-34 Jahre alt","weiblich","","","",""
"SPD/FDP","1997","35-65 Jahre alt","maennlich","","","",""
"SPD/FDP","1997","35-65 Jahre alt","weiblich","","","",""
"SPD/FDP","1997","66 und älter","maennlich","","","",""
"SPD/FDP","1997","66 und älter","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1997","16-34 Jahre alt","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1997","16-34 Jahre alt","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1997","35-65 Jahre alt","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1997","35-65 Jahre alt","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1997","66 und älter","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1997","66 und älter","weiblich","","","",""
"CDU/CSU","1997","16-34 Jahre alt","maennlich","","","",""
"CDU/CSU","1997","16-34 Jahre alt","weiblich","","","",""
"CDU/CSU","1997","35-65 Jahre alt","maennlich","","","",""
"CDU/CSU","1997","35-65 Jahre alt","weiblich","","","",""
"CDU/CSU","1997","66 und älter","maennlich","","","",""
"CDU/CSU","1997","66 und älter","weiblich","","","",""
"CDU/FDP","1997","16-34 Jahre alt","maennlich","","","",""
"CDU/FDP","1997","16-34 Jahre alt","weiblich","","","",""
"CDU/FDP","1997","35-65 Jahre alt","maennlich","","","",""
"CDU/FDP","1997","35-65 Jahre alt","weiblich","","","",""
"CDU/FDP","1997","66 und älter","maennlich","","","",""
"CDU/FDP","1997","66 und älter","weiblich","","","",""
"CDU/Buendnis90/Gruene","1997","16-34 Jahre alt","maennlich","","","",""
"CDU/Buendnis90/Gruene","1997","16-34 Jahre alt","weiblich","","","",""
"CDU/Buendnis90/Gruene","1997","35-65 Jahre alt","maennlich","","","",""
"CDU/Buendnis90/Gruene","1997","35-65 Jahre alt","weiblich","","","",""
"CDU/Buendnis90/Gruene","1997","66 und älter","maennlich","","","",""
"CDU/Buendnis90/Gruene","1997","66 und älter","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1997","16-34 Jahre alt","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1997","16-34 Jahre alt","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1997","35-65 Jahre alt","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1997","35-65 Jahre alt","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1997","66 und älter","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1997","66 und älter","weiblich","","","",""
"SPD/Die Linke","1997","16-34 Jahre alt","maennlich","","","",""
"SPD/Die Linke","1997","16-34 Jahre alt","weiblich","","","",""
"SPD/Die Linke","1997","35-65 Jahre alt","maennlich","","","",""
"SPD/Die Linke","1997","35-65 Jahre alt","weiblich","","","",""
"SPD/Die Linke","1997","66 und älter","maennlich","","","",""
"SPD/Die Linke","1997","66 und älter","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1997","16-34 Jahre alt","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1997","16-34 Jahre alt","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1997","35-65 Jahre alt","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1997","35-65 Jahre alt","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1997","66 und älter","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1997","66 und älter","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1997","16-34 Jahre alt","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1997","16-34 Jahre alt","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1997","35-65 Jahre alt","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1997","35-65 Jahre alt","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1997","66 und älter","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1997","66 und älter","weiblich","","","",""
"CDU/Die Linke","1997","16-34 Jahre alt","maennlich","","","",""
"CDU/Die Linke","1997","16-34 Jahre alt","weiblich","","","",""
"CDU/Die Linke","1997","35-65 Jahre alt","maennlich","","","",""
"CDU/Die Linke","1997","35-65 Jahre alt","weiblich","","","",""
"CDU/Die Linke","1997","66 und älter","maennlich","","","",""
"CDU/Die Linke","1997","66 und älter","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1997","16-34 Jahre alt","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1997","16-34 Jahre alt","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1997","35-65 Jahre alt","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1997","35-65 Jahre alt","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1997","66 und älter","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1997","66 und älter","weiblich","","","",""
"CSU/FDP","1997","16-34 Jahre alt","maennlich","","","",""
"CSU/FDP","1997","16-34 Jahre alt","weiblich","","","",""
"CSU/FDP","1997","35-65 Jahre alt","maennlich","","","",""
"CSU/FDP","1997","35-65 Jahre alt","weiblich","","","",""
"CSU/FDP","1997","66 und älter","maennlich","","","",""
"CSU/FDP","1997","66 und älter","weiblich","","","",""
"Gruene/FDP","1997","16-34 Jahre alt","maennlich","","","",""
"Gruene/FDP","1997","16-34 Jahre alt","weiblich","","","",""
"Gruene/FDP","1997","35-65 Jahre alt","maennlich","","","",""
"Gruene/FDP","1997","35-65 Jahre alt","weiblich","","","",""
"Gruene/FDP","1997","66 und älter","maennlich","","","",""
"Gruene/FDP","1997","66 und älter","weiblich","","","",""
"FDP/Die Linke","1997","16-34 Jahre alt","maennlich","","","",""
"FDP/Die Linke","1997","16-34 Jahre alt","weiblich","","","",""
"FDP/Die Linke","1997","35-65 Jahre alt","maennlich","","","",""
"FDP/Die Linke","1997","35-65 Jahre alt","weiblich","","","",""
"FDP/Die Linke","1997","66 und älter","maennlich","","","",""
"FDP/Die Linke","1997","66 und älter","weiblich","","","",""
"FDP/NPD","1997","16-34 Jahre alt","maennlich","","","",""
"FDP/NPD","1997","16-34 Jahre alt","weiblich","","","",""
"FDP/NPD","1997","35-65 Jahre alt","maennlich","","","",""
"FDP/NPD","1997","35-65 Jahre alt","weiblich","","","",""
"FDP/NPD","1997","66 und älter","maennlich","","","",""
"FDP/NPD","1997","66 und älter","weiblich","","","",""
"Piratenpartei","1997","16-34 Jahre alt","maennlich","","","",""
"Piratenpartei","1997","16-34 Jahre alt","weiblich","","","",""
"Piratenpartei","1997","35-65 Jahre alt","maennlich","","","",""
"Piratenpartei","1997","35-65 Jahre alt","weiblich","","","",""
"Piratenpartei","1997","66 und älter","maennlich","","","",""
"Piratenpartei","1997","66 und älter","weiblich","","","",""
"AfD","1997","16-34 Jahre alt","maennlich","","","",""
"AfD","1997","16-34 Jahre alt","weiblich","","","",""
"AfD","1997","35-65 Jahre alt","maennlich","","","",""
"AfD","1997","35-65 Jahre alt","weiblich","","","",""
"AfD","1997","66 und älter","maennlich","","","",""
"AfD","1997","66 und älter","weiblich","","","",""
"CDU+/oder CSU/AfD","1997","16-34 Jahre alt","maennlich","","","",""
"CDU+/oder CSU/AfD","1997","16-34 Jahre alt","weiblich","","","",""
"CDU+/oder CSU/AfD","1997","35-65 Jahre alt","maennlich","","","",""
"CDU+/oder CSU/AfD","1997","35-65 Jahre alt","weiblich","","","",""
"CDU+/oder CSU/AfD","1997","66 und älter","maennlich","","","",""
"CDU+/oder CSU/AfD","1997","66 und älter","weiblich","","","",""
"SPD/AfD","1997","16-34 Jahre alt","maennlich","","","",""
"SPD/AfD","1997","16-34 Jahre alt","weiblich","","","",""
