year,age_gr,bula_h,ple0018,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Schleswig-Holstein,No,0.89031,80,80,0.82140,0.95922
2009,17-29 y.,Hamburg,No,0.97791,58,58,0.93975,1.01607
2009,17-29 y.,Lower Saxony,No,0.93336,218,218,0.90017,0.96654
2009,17-29 y.,North Rhine-Westphalia,No,0.89916,528,528,0.87346,0.92487
2009,17-29 y.,Hesse,No,0.92995,186,186,0.89316,0.96673
2009,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.83720,154,154,0.77871,0.89570
2009,17-29 y.,Baden-Wuerttemberg,No,0.91615,393,393,0.88871,0.94359
2009,17-29 y.,Bavaria,No,0.91093,405,405,0.88316,0.93871
2009,17-29 y.,Berlin,No,0.91352,115,115,0.86192,0.96511
2009,17-29 y.,Brandenburg,No,0.83989,98,98,0.76691,0.91287
2009,17-29 y.,Mecklenburg-Western Pomerania,No,0.92022,59,59,0.85049,0.98996
2009,17-29 y.,Saxony,No,0.95182,220,220,0.92345,0.98018
2009,17-29 y.,Saxony-Anhalt,No,0.94520,129,129,0.90577,0.98463
2009,17-29 y.,Thuringa,No,0.94411,128,128,0.90416,0.98406
2009,30-45 y.,Schleswig-Holstein,No,0.86347,96,96,0.79442,0.93251
2009,30-45 y.,Hamburg,No,0.88965,57,57,0.80758,0.97171
2009,30-45 y.,Lower Saxony,Yes,0.11152,47,453,0.08250,0.14054
2009,30-45 y.,Lower Saxony,No,0.88848,406,453,0.85946,0.91750
2009,30-45 y.,Bremen,No,0.96461,37,37,0.90426,1.02497
2009,30-45 y.,North Rhine-Westphalia,Yes,0.08097,72,1000,0.06405,0.09788
2009,30-45 y.,North Rhine-Westphalia,No,0.91903,928,1000,0.90212,0.93595
2009,30-45 y.,Hesse,No,0.95174,301,301,0.92749,0.97599
2009,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.92611,227,227,0.89200,0.96021
2009,30-45 y.,Baden-Wuerttemberg,Yes,0.08341,45,581,0.06091,0.10592
2009,30-45 y.,Baden-Wuerttemberg,No,0.91659,536,581,0.89408,0.93909
2009,30-45 y.,Bavaria,Yes,0.08189,62,724,0.06190,0.10188
2009,30-45 y.,Bavaria,No,0.91811,662,724,0.89812,0.93810
2009,30-45 y.,Berlin,No,0.90847,144,144,0.86121,0.95573
2009,30-45 y.,Brandenburg,No,0.93572,168,168,0.89852,0.97292
2009,30-45 y.,Mecklenburg-Western Pomerania,No,0.83347,98,98,0.75933,0.90762
2009,30-45 y.,Saxony,Yes,0.07523,32,335,0.04694,0.10352
2009,30-45 y.,Saxony,No,0.92477,303,335,0.89648,0.95306
2009,30-45 y.,Saxony-Anhalt,No,0.85150,151,151,0.79459,0.90840
2009,30-45 y.,Thuringa,No,0.92126,173,173,0.88101,0.96151
2009,46-65 y.,Schleswig-Holstein,Yes,0.24959,49,180,0.18619,0.31300
2009,46-65 y.,Schleswig-Holstein,No,0.75041,131,180,0.68700,0.81381
