year,quintil_oecd,ple0018,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,1st Quintile,Yes,0.19967,696,2879,0.18506,0.21427
2009,1st Quintile,No,0.61928,2183,2879,0.60154,0.63702
2009,2nd Quintile,Yes,0.21571,871,3166,0.20138,0.23004
2009,2nd Quintile,No,0.59186,2295,3166,0.57474,0.60899
2009,3rd Quintile,Yes,0.19392,798,3434,0.18070,0.20715
2009,3rd Quintile,No,0.64668,2636,3434,0.63069,0.66267
2009,4th Quintile,Yes,0.19756,834,3732,0.18479,0.21034
2009,4th Quintile,No,0.65544,2898,3732,0.64019,0.67069
2009,5th Quintile,Yes,0.18362,1022,4802,0.17266,0.19457
2009,5th Quintile,No,0.71440,3780,4802,0.70162,0.72717
2011,1st Quintile,Yes,0.20056,631,2462,0.18474,0.21638
2011,1st Quintile,No,0.47225,1831,2462,0.45252,0.49197
2011,2nd Quintile,Yes,0.21817,793,2762,0.20277,0.23358
2011,2nd Quintile,No,0.49967,1969,2762,0.48102,0.51832
2011,3rd Quintile,Yes,0.21797,823,3070,0.20336,0.23258
2011,3rd Quintile,No,0.56216,2247,3070,0.54461,0.57972
2011,4th Quintile,Yes,0.20040,757,3218,0.18656,0.21423
2011,4th Quintile,No,0.60398,2461,3218,0.58708,0.62088
2011,5th Quintile,Yes,0.19519,971,4150,0.18313,0.20725
2011,5th Quintile,No,0.65453,3179,4150,0.64007,0.66900
2013,1st Quintile,Yes,0.23054,885,3103,0.21572,0.24536
2013,1st Quintile,No,0.47876,2218,3103,0.46118,0.49634
2013,2nd Quintile,Yes,0.24576,1075,3436,0.23136,0.26016
2013,2nd Quintile,No,0.50164,2361,3436,0.48492,0.51836
2013,3rd Quintile,Yes,0.24587,1111,3592,0.23179,0.25996
2013,3rd Quintile,No,0.53360,2481,3592,0.51729,0.54992
2013,4th Quintile,Yes,0.23707,1104,3938,0.22378,0.25035
2013,4th Quintile,No,0.58302,2834,3938,0.56761,0.59842
2013,5th Quintile,Yes,0.21731,1242,4793,0.20563,0.22898
2013,5th Quintile,No,0.64741,3551,4793,0.63388,0.66094
2015,1st Quintile,Yes,0.20808,1069,5007,0.19683,0.21932
2015,1st Quintile,No,0.58798,3938,5007,0.57434,0.60161
2015,2nd Quintile,Yes,0.26310,1374,5281,0.25122,0.27497
2015,2nd Quintile,No,0.56382,3907,5281,0.55044,0.57719
2015,3rd Quintile,Yes,0.23699,1180,4880,0.22505,0.24892
2015,3rd Quintile,No,0.60145,3700,4880,0.58772,0.61519
2015,4th Quintile,Yes,0.23663,1143,4767,0.22457,0.24870
2015,4th Quintile,No,0.62620,3624,4767,0.61246,0.63993
2015,5th Quintile,Yes,0.21490,1177,5101,0.20362,0.22617
2015,5th Quintile,No,0.68151,3924,5101,0.66872,0.69429
2017,1st Quintile,Yes,0.21345,1018,4676,0.20171,0.22520
2017,1st Quintile,No,0.55441,3658,4676,0.54016,0.56865
2017,2nd Quintile,Yes,0.25340,1213,4851,0.24116,0.26564
2017,2nd Quintile,No,0.57613,3638,4851,0.56222,0.59004
2017,3rd Quintile,Yes,0.24683,1126,4415,0.23411,0.25955
2017,3rd Quintile,No,0.59009,3289,4415,0.57558,0.60460
2017,4th Quintile,Yes,0.24770,1078,4340,0.23486,0.26055
2017,4th Quintile,No,0.62870,3262,4340,0.61433,0.64308
2017,5th Quintile,Yes,0.22976,1144,4554,0.21754,0.24198
2017,5th Quintile,No,0.66281,3410,4554,0.64908,0.67654
2019,1st Quintile,Yes,0.20385,1040,4398,0.19194,0.21575
2019,1st Quintile,No,0.55560,3358,4398,0.54091,0.57028
2019,2nd Quintile,Yes,0.25255,1304,4763,0.24021,0.26489
2019,2nd Quintile,No,0.56500,3459,4763,0.55092,0.57908
2019,3rd Quintile,Yes,0.23398,1163,4509,0.22162,0.24633
2019,3rd Quintile,No,0.60417,3346,4509,0.58990,0.61845
2019,4th Quintile,Yes,0.23720,1141,4270,0.22444,0.24996
2019,4th Quintile,No,0.61954,3129,4270,0.60497,0.63410
2019,5th Quintile,Yes,0.24273,1309,4786,0.23058,0.25488
2019,5th Quintile,No,0.65534,3477,4786,0.64188,0.66881
2021,1st Quintile,Yes,0.21724,912,4717,0.20547,0.22901
2021,1st Quintile,No,0.57128,3805,4717,0.55715,0.58540
2021,2nd Quintile,Yes,0.24393,936,3582,0.22986,0.25799
2021,2nd Quintile,No,0.55878,2646,3582,0.54251,0.57504
2021,3rd Quintile,Yes,0.23972,806,3034,0.22453,0.25492
2021,3rd Quintile,No,0.57508,2228,3034,0.55748,0.59267
2021,4th Quintile,Yes,0.22755,824,3246,0.21313,0.24198
2021,4th Quintile,No,0.62729,2422,3246,0.61065,0.64392
2021,5th Quintile,Yes,0.23919,1131,4281,0.22641,0.25197
2021,5th Quintile,No,0.62934,3150,4281,0.61487,0.64381
