year,age_gr,bula_h,m11126,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,46-65 y.,Baden-Wuerttemberg,Good,0.26526,141,430,0.22349,0.30704
1999,46-65 y.,Baden-Wuerttemberg,Satisfactory,0.43148,180,430,0.38461,0.47835
1999,46-65 y.,Baden-Wuerttemberg,Poor,0.22266,109,430,0.18329,0.26203
1999,46-65 y.,Bavaria,Good,0.30926,173,463,0.26711,0.35141
1999,46-65 y.,Bavaria,Satisfactory,0.41750,197,463,0.37253,0.46247
1999,46-65 y.,Bavaria,Poor,0.18762,93,463,0.15202,0.22322
1999,46-65 y.,Berlin,Good,0.19490,36,143,0.12975,0.26006
1999,46-65 y.,Berlin,Satisfactory,0.43175,66,143,0.35028,0.51322
1999,46-65 y.,Berlin,Poor,0.27800,41,143,0.20431,0.35169
1999,46-65 y.,Brandenburg,Good,0.32253,63,191,0.25606,0.38899
1999,46-65 y.,Brandenburg,Satisfactory,0.45979,92,191,0.38892,0.53065
1999,46-65 y.,Brandenburg,Poor,0.14554,36,191,0.09539,0.19568
1999,46-65 y.,Mecklenburg-Western Pomerania,Good,0.36118,51,98,0.26559,0.45677
1999,46-65 y.,Mecklenburg-Western Pomerania,Satisfactory,0.38245,47,98,0.28574,0.47917
1999,46-65 y.,Saxony,Good,0.32932,119,356,0.28043,0.37821
1999,46-65 y.,Saxony,Satisfactory,0.44408,169,356,0.39240,0.49577
1999,46-65 y.,Saxony,Poor,0.18507,68,356,0.14467,0.22547
1999,46-65 y.,Saxony-Anhalt,Good,0.30022,67,220,0.23951,0.36092
1999,46-65 y.,Saxony-Anhalt,Satisfactory,0.41443,108,220,0.34918,0.47968
1999,46-65 y.,Saxony-Anhalt,Poor,0.18215,45,220,0.13103,0.23327
1999,46-65 y.,Thuringa,Good,0.26004,62,184,0.19648,0.32360
1999,46-65 y.,Thuringa,Satisfactory,0.51496,122,184,0.44254,0.58737
1999,66 and older,Lower Saxony,Satisfactory,0.42940,66,101,0.33238,0.52641
1999,66 and older,Lower Saxony,Poor,0.28151,35,101,0.19336,0.36965
1999,66 and older,North Rhine-Westphalia,Good,0.15624,53,321,0.11646,0.19602
1999,66 and older,North Rhine-Westphalia,Satisfactory,0.43495,144,321,0.38063,0.48927
1999,66 and older,North Rhine-Westphalia,Poor,0.26117,81,321,0.21304,0.30930
1999,66 and older,North Rhine-Westphalia,Bad,0.13123,43,321,0.09423,0.16822
1999,66 and older,Hesse,Good,0.21778,32,81,0.12734,0.30823
1999,66 and older,Hesse,Satisfactory,0.39970,49,81,0.29236,0.50704
1999,66 and older,"Rhineland-Palatinate, Saarland",Satisfactory,0.47872,60,60,0.35125,0.60619
1999,66 and older,Baden-Wuerttemberg,Good,0.14193,31,206,0.09416,0.18971
1999,66 and older,Baden-Wuerttemberg,Satisfactory,0.40569,88,206,0.33847,0.47290
1999,66 and older,Baden-Wuerttemberg,Poor,0.27555,56,206,0.21439,0.33672
1999,66 and older,Baden-Wuerttemberg,Bad,0.15868,31,206,0.10866,0.20869
1999,66 and older,Bavaria,Good,0.19959,56,259,0.15082,0.24837
1999,66 and older,Bavaria,Satisfactory,0.36750,108,259,0.30867,0.42633
1999,66 and older,Bavaria,Poor,0.25591,64,259,0.20266,0.30916
1999,66 and older,Bavaria,Bad,0.14212,31,259,0.09952,0.18473
1999,66 and older,Berlin,Satisfactory,0.53403,34,34,0.36383,0.70423
1999,66 and older,Brandenburg,Satisfactory,0.52347,36,36,0.35800,0.68894
1999,66 and older,Saxony,Satisfactory,0.47528,74,110,0.38153,0.56903
1999,66 and older,Saxony,Poor,0.22643,36,110,0.14786,0.30500
1999,66 and older,Saxony-Anhalt,Satisfactory,0.49500,43,43,0.34379,0.64621
1999,66 and older,Thuringa,Satisfactory,0.40071,39,39,0.24490,0.55652
2000,17-29 y.,Schleswig-Holstein,Very good,0.31428,33,83,0.21380,0.41476
2000,17-29 y.,Schleswig-Holstein,Good,0.49469,50,83,0.38647,0.60290
2000,17-29 y.,Lower Saxony,Very good,0.25628,96,374,0.21197,0.30058
2000,17-29 y.,Lower Saxony,Good,0.47879,192,374,0.42810,0.52949
2000,17-29 y.,Lower Saxony,Satisfactory,0.21066,86,374,0.16928,0.25204
2000,17-29 y.,North Rhine-Westphalia,Very good,0.26721,244,940,0.23891,0.29551
2000,17-29 y.,North Rhine-Westphalia,Good,0.49927,473,940,0.46728,0.53125
2000,17-29 y.,North Rhine-Westphalia,Satisfactory,0.17874,174,940,0.15423,0.20324
2000,17-29 y.,North Rhine-Westphalia,Poor,0.04943,49,940,0.03556,0.06329
2000,17-29 y.,Hesse,Very good,0.26354,84,293,0.21301,0.31407
2000,17-29 y.,Hesse,Good,0.55641,158,293,0.49942,0.61339
2000,17-29 y.,Hesse,Satisfactory,0.15603,51,293,0.11440,0.19765
2000,17-29 y.,"Rhineland-Palatinate, Saarland",Very good,0.23053,47,205,0.17273,0.28833
2000,17-29 y.,"Rhineland-Palatinate, Saarland",Good,0.51446,121,205,0.44588,0.58305
2000,17-29 y.,"Rhineland-Palatinate, Saarland",Satisfactory,0.15633,37,205,0.10649,0.20617
2000,17-29 y.,Baden-Wuerttemberg,Very good,0.31469,191,608,0.27774,0.35163
2000,17-29 y.,Baden-Wuerttemberg,Good,0.50642,338,608,0.46664,0.54619
2000,17-29 y.,Baden-Wuerttemberg,Satisfactory,0.14227,79,608,0.11448,0.17006
2000,17-29 y.,Bavaria,Very good,0.31436,185,614,0.27761,0.35111
2000,17-29 y.,Bavaria,Good,0.43276,285,614,0.39354,0.47198
2000,17-29 y.,Bavaria,Satisfactory,0.18815,109,614,0.15721,0.21909
2000,17-29 y.,Bavaria,Poor,0.05045,35,614,0.03313,0.06778
2000,17-29 y.,Berlin,Very good,0.27624,37,142,0.20243,0.35004
2000,17-29 y.,Berlin,Good,0.45141,74,142,0.36927,0.53355
2000,17-29 y.,Berlin,Satisfactory,0.20557,31,142,0.13887,0.27227
2000,17-29 y.,Brandenburg,Very good,0.18832,39,204,0.13454,0.24211
2000,17-29 y.,Brandenburg,Good,0.50349,116,204,0.43471,0.57227
2000,17-29 y.,Brandenburg,Satisfactory,0.22446,49,204,0.16707,0.28186
2000,17-29 y.,Mecklenburg-Western Pomerania,Very good,0.33207,35,97,0.23786,0.42628
2000,17-29 y.,Mecklenburg-Western Pomerania,Good,0.41307,62,97,0.31457,0.51156
2000,17-29 y.,Saxony,Very good,0.19684,67,329,0.15381,0.23987
2000,17-29 y.,Saxony,Good,0.54793,196,329,0.49407,0.60179
2000,17-29 y.,Saxony,Satisfactory,0.21237,66,329,0.16811,0.25663
2000,17-29 y.,Saxony-Anhalt,Very good,0.13830,31,194,0.08959,0.18700
2000,17-29 y.,Saxony-Anhalt,Good,0.57310,128,194,0.50332,0.64289
2000,17-29 y.,Saxony-Anhalt,Satisfactory,0.16225,35,194,0.11023,0.21426
2000,17-29 y.,Thuringa,Very good,0.21523,47,185,0.15585,0.27462
2000,17-29 y.,Thuringa,Good,0.58981,138,185,0.51873,0.66088
2000,30-45 y.,Schleswig-Holstein,Very good,0.23371,60,213,0.17674,0.29068
2000,30-45 y.,Schleswig-Holstein,Good,0.41307,98,213,0.34679,0.47935
2000,30-45 y.,Schleswig-Holstein,Satisfactory,0.25567,55,213,0.19695,0.31439
2000,30-45 y.,Hamburg,Good,0.50119,47,47,0.35670,0.64568
2000,30-45 y.,Lower Saxony,Very good,0.11395,78,688,0.09019,0.13771
2000,30-45 y.,Lower Saxony,Good,0.50991,354,688,0.47252,0.54729
2000,30-45 y.,Lower Saxony,Satisfactory,0.29956,212,688,0.26530,0.33381
2000,30-45 y.,Lower Saxony,Poor,0.05645,44,688,0.03919,0.07371
2000,30-45 y.,North Rhine-Westphalia,Very good,0.11030,186,1691,0.09537,0.12524
2000,30-45 y.,North Rhine-Westphalia,Good,0.50166,885,1691,0.47782,0.52550
2000,30-45 y.,North Rhine-Westphalia,Satisfactory,0.29553,486,1691,0.27377,0.31728
2000,30-45 y.,North Rhine-Westphalia,Poor,0.07908,134,1691,0.06621,0.09194
2000,30-45 y.,Hesse,Very good,0.14659,79,583,0.11785,0.17532
2000,30-45 y.,Hesse,Good,0.48371,296,583,0.44311,0.52431
2000,30-45 y.,Hesse,Satisfactory,0.27016,155,583,0.23409,0.30624
2000,30-45 y.,Hesse,Poor,0.09003,53,583,0.06677,0.11328
2000,30-45 y.,"Rhineland-Palatinate, Saarland",Very good,0.10490,61,555,0.07938,0.13042
2000,30-45 y.,"Rhineland-Palatinate, Saarland",Good,0.50883,291,555,0.46720,0.55046
2000,30-45 y.,"Rhineland-Palatinate, Saarland",Satisfactory,0.28493,158,555,0.24734,0.32252
2000,30-45 y.,"Rhineland-Palatinate, Saarland",Poor,0.08797,45,555,0.06438,0.11155
2000,30-45 y.,Baden-Wuerttemberg,Very good,0.16182,151,1061,0.13965,0.18400
2000,30-45 y.,Baden-Wuerttemberg,Good,0.52441,599,1061,0.49435,0.55448
2000,30-45 y.,Baden-Wuerttemberg,Satisfactory,0.24206,242,1061,0.21627,0.26784
2000,30-45 y.,Baden-Wuerttemberg,Poor,0.05927,69,1061,0.04506,0.07349
2000,30-45 y.,Bavaria,Very good,0.14593,181,1163,0.12563,0.16623
2000,30-45 y.,Bavaria,Good,0.49619,592,1163,0.46744,0.52494
2000,30-45 y.,Bavaria,Satisfactory,0.26394,310,1163,0.23860,0.28928
2000,30-45 y.,Bavaria,Poor,0.07340,80,1163,0.05841,0.08840
2000,30-45 y.,Berlin,Very good,0.18676,50,255,0.13883,0.23469
2000,30-45 y.,Berlin,Good,0.40664,120,255,0.34623,0.46705
2000,30-45 y.,Berlin,Satisfactory,0.30417,85,255,0.24759,0.36075
2000,30-45 y.,Brandenburg,Good,0.44885,133,242,0.38605,0.51165
2000,30-45 y.,Brandenburg,Satisfactory,0.34508,109,242,0.28506,0.40510
2000,30-45 y.,Mecklenburg-Western Pomerania,Good,0.55017,93,142,0.46806,0.63229
2000,30-45 y.,Mecklenburg-Western Pomerania,Satisfactory,0.30005,49,142,0.22441,0.37570
2000,30-45 y.,Saxony,Very good,0.11262,63,579,0.08685,0.13839
2000,30-45 y.,Saxony,Good,0.53852,313,579,0.49788,0.57916
2000,30-45 y.,Saxony,Satisfactory,0.26065,165,579,0.22486,0.29644
2000,30-45 y.,Saxony,Poor,0.07235,38,579,0.05123,0.09347
2000,30-45 y.,Saxony-Anhalt,Good,0.48640,144,232,0.42195,0.55086
2000,30-45 y.,Saxony-Anhalt,Satisfactory,0.30108,88,232,0.24192,0.36023
2000,30-45 y.,Thuringa,Good,0.50378,174,307,0.44775,0.55980
2000,30-45 y.,Thuringa,Satisfactory,0.30259,100,307,0.25112,0.35406
2000,30-45 y.,Thuringa,Poor,0.09012,33,307,0.05803,0.12220
2000,46-65 y.,Schleswig-Holstein,Very good,0.13346,39,239,0.09026,0.17667
2000,46-65 y.,Schleswig-Holstein,Good,0.35538,90,239,0.29457,0.41618
2000,46-65 y.,Schleswig-Holstein,Satisfactory,0.34054,79,239,0.28033,0.40074
2000,46-65 y.,Schleswig-Holstein,Poor,0.14055,31,239,0.09639,0.18470
2000,46-65 y.,Hamburg,Good,0.38939,49,88,0.28692,0.49185
2000,46-65 y.,Hamburg,Satisfactory,0.31356,39,88,0.21607,0.41105
2000,46-65 y.,Lower Saxony,Very good,0.05369,32,587,0.03544,0.07194
2000,46-65 y.,Lower Saxony,Good,0.33596,217,587,0.29771,0.37420
2000,46-65 y.,Lower Saxony,Satisfactory,0.42355,254,587,0.38354,0.46355
2000,46-65 y.,Lower Saxony,Poor,0.14129,84,587,0.11309,0.16949
2000,46-65 y.,North Rhine-Westphalia,Very good,0.04568,75,1718,0.03580,0.05555
2000,46-65 y.,North Rhine-Westphalia,Good,0.31989,546,1718,0.29783,0.34195
2000,46-65 y.,North Rhine-Westphalia,Satisfactory,0.42297,733,1718,0.39960,0.44634
2000,46-65 y.,North Rhine-Westphalia,Poor,0.15776,279,1718,0.14051,0.17500
2000,46-65 y.,North Rhine-Westphalia,Bad,0.05166,85,1718,0.04119,0.06213
2000,46-65 y.,Hesse,Very good,0.06366,35,521,0.04267,0.08464
2000,46-65 y.,Hesse,Good,0.34470,182,521,0.30385,0.38555
2000,46-65 y.,Hesse,Satisfactory,0.37065,202,521,0.32914,0.41216
2000,46-65 y.,Hesse,Poor,0.18531,102,521,0.15192,0.21871
2000,46-65 y.,"Rhineland-Palatinate, Saarland",Good,0.35180,144,378,0.30359,0.40000
2000,46-65 y.,"Rhineland-Palatinate, Saarland",Satisfactory,0.39454,159,378,0.34520,0.44388
2000,46-65 y.,"Rhineland-Palatinate, Saarland",Poor,0.16556,75,378,0.12804,0.20308
2000,46-65 y.,Baden-Wuerttemberg,Very good,0.05795,53,863,0.04235,0.07355
2000,46-65 y.,Baden-Wuerttemberg,Good,0.32616,277,863,0.29486,0.35745
2000,46-65 y.,Baden-Wuerttemberg,Satisfactory,0.39295,319,863,0.36035,0.42556
2000,46-65 y.,Baden-Wuerttemberg,Poor,0.17533,175,863,0.14995,0.20072
2000,46-65 y.,Baden-Wuerttemberg,Bad,0.04485,39,863,0.03104,0.05867
2000,46-65 y.,Bavaria,Very good,0.07426,74,1063,0.05849,0.09003
2000,46-65 y.,Bavaria,Good,0.36277,371,1063,0.33385,0.39168
2000,46-65 y.,Bavaria,Satisfactory,0.37517,419,1063,0.34605,0.40429
2000,46-65 y.,Bavaria,Poor,0.14713,159,1063,0.12582,0.16843
2000,46-65 y.,Bavaria,Bad,0.03980,40,1063,0.02805,0.05156
2000,46-65 y.,Berlin,Good,0.29673,82,245,0.23941,0.35405
2000,46-65 y.,Berlin,Satisfactory,0.38834,107,245,0.32719,0.44950
2000,46-65 y.,Berlin,Poor,0.19876,56,245,0.14869,0.24884
2000,46-65 y.,Brandenburg,Good,0.32120,107,312,0.26930,0.37309
2000,46-65 y.,Brandenburg,Satisfactory,0.40936,133,312,0.35471,0.46401
2000,46-65 y.,Brandenburg,Poor,0.18946,72,312,0.14590,0.23301
2000,46-65 y.,Mecklenburg-Western Pomerania,Good,0.30798,60,146,0.23284,0.38312
2000,46-65 y.,Mecklenburg-Western Pomerania,Satisfactory,0.47542,86,146,0.39413,0.55671
2000,46-65 y.,Saxony,Good,0.33187,188,536,0.29197,0.37177
2000,46-65 y.,Saxony,Satisfactory,0.42826,255,536,0.38633,0.47019
2000,46-65 y.,Saxony,Poor,0.16369,93,536,0.13234,0.19504
2000,46-65 y.,Saxony-Anhalt,Good,0.29576,114,365,0.24888,0.34265
2000,46-65 y.,Saxony-Anhalt,Satisfactory,0.44253,181,365,0.39151,0.49356
2000,46-65 y.,Saxony-Anhalt,Poor,0.18017,70,365,0.14069,0.21965
2000,46-65 y.,Thuringa,Good,0.33018,114,309,0.27766,0.38270
2000,46-65 y.,Thuringa,Satisfactory,0.38375,133,309,0.32944,0.43806
2000,46-65 y.,Thuringa,Poor,0.18597,62,309,0.14251,0.22942
2000,66 and older,Schleswig-Holstein,Good,0.22691,31,81,0.13513,0.31869
2000,66 and older,Schleswig-Holstein,Satisfactory,0.43184,50,81,0.32330,0.54038
2000,66 and older,Lower Saxony,Good,0.20298,68,296,0.15708,0.24888
2000,66 and older,Lower Saxony,Satisfactory,0.47237,152,296,0.41539,0.52934
2000,66 and older,Lower Saxony,Poor,0.25863,76,296,0.20866,0.30860
2000,66 and older,North Rhine-Westphalia,Good,0.17499,136,743,0.14765,0.20233
2000,66 and older,North Rhine-Westphalia,Satisfactory,0.46305,346,743,0.42717,0.49893
2000,66 and older,North Rhine-Westphalia,Poor,0.24584,185,743,0.21486,0.27682
2000,66 and older,North Rhine-Westphalia,Bad,0.09524,76,743,0.07411,0.11636
2000,66 and older,Hesse,Good,0.13844,33,230,0.09371,0.18317
2000,66 and older,Hesse,Satisfactory,0.40635,98,230,0.34273,0.46996
2000,66 and older,Hesse,Poor,0.30173,67,230,0.24228,0.36119
2000,66 and older,Hesse,Bad,0.12420,32,230,0.08149,0.16692
2000,66 and older,"Rhineland-Palatinate, Saarland",Good,0.14538,41,228,0.09952,0.19123
2000,66 and older,"Rhineland-Palatinate, Saarland",Satisfactory,0.46366,119,228,0.39879,0.52854
2000,66 and older,"Rhineland-Palatinate, Saarland",Poor,0.25826,68,228,0.20132,0.31520
2000,66 and older,Baden-Wuerttemberg,Good,0.16844,70,382,0.13086,0.20602
2000,66 and older,Baden-Wuerttemberg,Satisfactory,0.48354,181,382,0.43336,0.53372
2000,66 and older,Baden-Wuerttemberg,Poor,0.20079,82,382,0.16057,0.24102
2000,66 and older,Baden-Wuerttemberg,Bad,0.13084,49,382,0.09698,0.16471
2000,66 and older,Bavaria,Good,0.18237,95,484,0.14793,0.21681
2000,66 and older,Bavaria,Satisfactory,0.44021,224,484,0.39594,0.48448
2000,66 and older,Bavaria,Poor,0.25461,125,484,0.21576,0.29347
2000,66 and older,Bavaria,Bad,0.09186,40,484,0.06610,0.11762
2000,66 and older,Berlin,Satisfactory,0.54679,58,58,0.41756,0.67602
2000,66 and older,Brandenburg,Satisfactory,0.45403,74,116,0.36303,0.54503
2000,66 and older,Brandenburg,Poor,0.26810,42,116,0.18713,0.34906
2000,66 and older,Mecklenburg-Western Pomerania,Satisfactory,0.52990,41,41,0.37522,0.68457
2000,66 and older,Saxony,Good,0.16025,44,238,0.11354,0.20695
2000,66 and older,Saxony,Satisfactory,0.49310,134,238,0.42945,0.55675
2000,66 and older,Saxony,Poor,0.23916,60,238,0.18485,0.29347
2000,66 and older,Saxony-Anhalt,Satisfactory,0.43745,68,109,0.34389,0.53101
2000,66 and older,Saxony-Anhalt,Poor,0.24998,41,109,0.16832,0.33164
2000,66 and older,Thuringa,Good,0.22240,32,137,0.15251,0.29230
2000,66 and older,Thuringa,Satisfactory,0.46655,74,137,0.38270,0.55039
2000,66 and older,Thuringa,Poor,0.17433,31,137,0.11057,0.23810
2001,17-29 y.,Schleswig-Holstein,Very good,0.40466,40,75,0.29283,0.51649
2001,17-29 y.,Schleswig-Holstein,Good,0.42135,35,75,0.30885,0.53386
2001,17-29 y.,Lower Saxony,Very good,0.24426,85,325,0.19748,0.29104
2001,17-29 y.,Lower Saxony,Good,0.47022,166,325,0.41588,0.52457
2001,17-29 y.,Lower Saxony,Satisfactory,0.22099,74,325,0.17581,0.26617
2001,17-29 y.,North Rhine-Westphalia,Very good,0.28089,230,825,0.25020,0.31158
2001,17-29 y.,North Rhine-Westphalia,Good,0.51829,418,825,0.48418,0.55241
2001,17-29 y.,North Rhine-Westphalia,Satisfactory,0.13652,127,825,0.11307,0.15996
2001,17-29 y.,North Rhine-Westphalia,Poor,0.06024,50,825,0.04399,0.07648
2001,17-29 y.,Hesse,Very good,0.19943,55,250,0.14980,0.24906
2001,17-29 y.,Hesse,Good,0.55381,144,250,0.49206,0.61555
2001,17-29 y.,Hesse,Satisfactory,0.20408,51,250,0.15402,0.25414
2001,17-29 y.,"Rhineland-Palatinate, Saarland",Very good,0.27660,54,201,0.21461,0.33860
2001,17-29 y.,"Rhineland-Palatinate, Saarland",Good,0.48160,98,201,0.41235,0.55085
2001,17-29 y.,"Rhineland-Palatinate, Saarland",Satisfactory,0.20319,49,201,0.14742,0.25896
2001,17-29 y.,Baden-Wuerttemberg,Very good,0.34134,170,513,0.30027,0.38242
2001,17-29 y.,Baden-Wuerttemberg,Good,0.46312,266,513,0.41993,0.50631
2001,17-29 y.,Baden-Wuerttemberg,Satisfactory,0.14797,77,513,0.11722,0.17873
2001,17-29 y.,Bavaria,Very good,0.34154,185,526,0.30097,0.38210
2001,17-29 y.,Bavaria,Good,0.43709,256,526,0.39466,0.47952
2001,17-29 y.,Bavaria,Satisfactory,0.15526,85,526,0.12428,0.18624
2001,17-29 y.,Berlin,Very good,0.21973,41,117,0.14438,0.29508
2001,17-29 y.,Berlin,Good,0.51937,76,117,0.42845,0.61030
2001,17-29 y.,Brandenburg,Very good,0.16979,31,183,0.11525,0.22434
2001,17-29 y.,Brandenburg,Good,0.51715,102,183,0.44455,0.58975
2001,17-29 y.,Brandenburg,Satisfactory,0.22825,50,183,0.16727,0.28923
2001,17-29 y.,Mecklenburg-Western Pomerania,Good,0.49362,56,56,0.36149,0.62576
2001,17-29 y.,Saxony,Very good,0.19334,66,308,0.14917,0.23752
2001,17-29 y.,Saxony,Good,0.56872,182,308,0.51332,0.62412
2001,17-29 y.,Saxony,Satisfactory,0.21004,60,308,0.16448,0.25561
2001,17-29 y.,Saxony-Anhalt,Very good,0.15386,34,192,0.10269,0.20503
2001,17-29 y.,Saxony-Anhalt,Good,0.59883,122,192,0.52932,0.66835
2001,17-29 y.,Saxony-Anhalt,Satisfactory,0.18728,36,192,0.13195,0.24261
2001,17-29 y.,Thuringa,Very good,0.22108,49,199,0.16328,0.27888
2001,17-29 y.,Thuringa,Good,0.54988,119,199,0.48059,0.61918
2001,17-29 y.,Thuringa,Satisfactory,0.17696,31,199,0.12380,0.23012
2001,30-45 y.,Schleswig-Holstein,Very good,0.18412,45,180,0.12734,0.24090
2001,30-45 y.,Schleswig-Holstein,Good,0.48543,88,180,0.41221,0.55864
2001,30-45 y.,Schleswig-Holstein,Satisfactory,0.24384,47,180,0.18093,0.30674
2001,30-45 y.,Hamburg,Good,0.47449,43,43,0.32347,0.62551
2001,30-45 y.,Lower Saxony,Very good,0.11847,65,629,0.09319,0.14374
2001,30-45 y.,Lower Saxony,Good,0.47589,318,629,0.43683,0.51495
2001,30-45 y.,Lower Saxony,Satisfactory,0.30969,199,629,0.27353,0.34585
2001,30-45 y.,Lower Saxony,Poor,0.08495,47,629,0.06314,0.10676
2001,30-45 y.,North Rhine-Westphalia,Very good,0.10806,186,1547,0.09259,0.12354
2001,30-45 y.,North Rhine-Westphalia,Good,0.52140,831,1547,0.49650,0.54630
2001,30-45 y.,North Rhine-Westphalia,Satisfactory,0.28442,432,1547,0.26193,0.30691
2001,30-45 y.,North Rhine-Westphalia,Poor,0.06751,98,1547,0.05501,0.08002
2001,30-45 y.,Hesse,Very good,0.12833,59,500,0.09898,0.15767
2001,30-45 y.,Hesse,Good,0.49498,253,500,0.45111,0.53885
2001,30-45 y.,Hesse,Satisfactory,0.29844,155,500,0.25830,0.33859
2001,30-45 y.,Hesse,Poor,0.05580,33,500,0.03566,0.07594
2001,30-45 y.,"Rhineland-Palatinate, Saarland",Very good,0.13170,59,502,0.10209,0.16132
2001,30-45 y.,"Rhineland-Palatinate, Saarland",Good,0.46423,245,502,0.42056,0.50790
2001,30-45 y.,"Rhineland-Palatinate, Saarland",Satisfactory,0.31761,159,502,0.27685,0.35838
2001,30-45 y.,"Rhineland-Palatinate, Saarland",Poor,0.07335,39,502,0.05052,0.09618
2001,30-45 y.,Baden-Wuerttemberg,Very good,0.14991,127,920,0.12683,0.17299
2001,30-45 y.,Baden-Wuerttemberg,Good,0.52457,497,920,0.49228,0.55686
2001,30-45 y.,Baden-Wuerttemberg,Satisfactory,0.25232,231,920,0.22423,0.28040
2001,30-45 y.,Baden-Wuerttemberg,Poor,0.05523,65,920,0.04046,0.06999
2001,30-45 y.,Bavaria,Very good,0.18601,182,1047,0.16243,0.20960
2001,30-45 y.,Bavaria,Good,0.46641,519,1047,0.43618,0.49664
2001,30-45 y.,Bavaria,Satisfactory,0.25376,261,1047,0.22739,0.28013
2001,30-45 y.,Bavaria,Poor,0.07845,85,1047,0.06215,0.09474
2001,30-45 y.,Berlin,Good,0.47956,121,203,0.41066,0.54845
2001,30-45 y.,Berlin,Satisfactory,0.31144,82,203,0.24758,0.37530
2001,30-45 y.,Brandenburg,Good,0.44161,121,220,0.37584,0.50738
2001,30-45 y.,Brandenburg,Satisfactory,0.36939,99,220,0.30546,0.43331
2001,30-45 y.,Mecklenburg-Western Pomerania,Good,0.54968,91,132,0.46448,0.63487
2001,30-45 y.,Mecklenburg-Western Pomerania,Satisfactory,0.22657,41,132,0.15488,0.29826
2001,30-45 y.,Saxony,Very good,0.07680,43,511,0.05369,0.09991
2001,30-45 y.,Saxony,Good,0.54876,283,511,0.50557,0.59195
2001,30-45 y.,Saxony,Satisfactory,0.28732,152,511,0.24805,0.32659
2001,30-45 y.,Saxony,Poor,0.06611,33,511,0.04455,0.08768
2001,30-45 y.,Saxony-Anhalt,Good,0.50551,140,254,0.44390,0.56712
2001,30-45 y.,Saxony-Anhalt,Satisfactory,0.28242,76,254,0.22695,0.33789
2001,30-45 y.,Saxony-Anhalt,Poor,0.15069,38,254,0.10660,0.19477
2001,30-45 y.,Thuringa,Good,0.48810,151,244,0.42525,0.55095
2001,30-45 y.,Thuringa,Satisfactory,0.30699,93,244,0.24899,0.36498
2001,46-65 y.,Schleswig-Holstein,Very good,0.13298,41,202,0.08604,0.17992
2001,46-65 y.,Schleswig-Holstein,Good,0.31344,77,202,0.24931,0.37757
2001,46-65 y.,Schleswig-Holstein,Satisfactory,0.37718,84,202,0.31017,0.44418
2001,46-65 y.,Hamburg,Good,0.38153,43,43,0.23462,0.52844
2001,46-65 y.,Lower Saxony,Good,0.33554,203,512,0.29460,0.37648
2001,46-65 y.,Lower Saxony,Satisfactory,0.37412,214,512,0.33217,0.41608
2001,46-65 y.,Lower Saxony,Poor,0.18136,95,512,0.14795,0.21477
2001,46-65 y.,North Rhine-Westphalia,Very good,0.03704,56,1531,0.02758,0.04651
2001,46-65 y.,North Rhine-Westphalia,Good,0.33639,518,1531,0.31272,0.36007
2001,46-65 y.,North Rhine-Westphalia,Satisfactory,0.40749,632,1531,0.38287,0.43211
2001,46-65 y.,North Rhine-Westphalia,Poor,0.17150,263,1531,0.15261,0.19038
2001,46-65 y.,North Rhine-Westphalia,Bad,0.04399,62,1531,0.03372,0.05427
2001,46-65 y.,Hesse,Very good,0.07536,32,462,0.05126,0.09946
2001,46-65 y.,Hesse,Good,0.32185,152,462,0.27920,0.36450
2001,46-65 y.,Hesse,Satisfactory,0.36961,193,462,0.32554,0.41367
2001,46-65 y.,Hesse,Poor,0.19238,85,462,0.15640,0.22836
2001,46-65 y.,"Rhineland-Palatinate, Saarland",Good,0.34321,131,362,0.29423,0.39219
2001,46-65 y.,"Rhineland-Palatinate, Saarland",Satisfactory,0.42852,172,362,0.37747,0.47957
2001,46-65 y.,"Rhineland-Palatinate, Saarland",Poor,0.14914,59,362,0.11239,0.18589
2001,46-65 y.,Baden-Wuerttemberg,Very good,0.06364,41,765,0.04633,0.08095
2001,46-65 y.,Baden-Wuerttemberg,Good,0.35155,274,765,0.31770,0.38541
2001,46-65 y.,Baden-Wuerttemberg,Satisfactory,0.36667,263,765,0.33250,0.40084
2001,46-65 y.,Baden-Wuerttemberg,Poor,0.16295,141,765,0.13676,0.18914
2001,46-65 y.,Baden-Wuerttemberg,Bad,0.05145,46,765,0.03579,0.06712
2001,46-65 y.,Bavaria,Very good,0.10064,85,942,0.08142,0.11986
2001,46-65 y.,Bavaria,Good,0.35657,331,942,0.32597,0.38717
2001,46-65 y.,Bavaria,Satisfactory,0.33127,338,942,0.30120,0.36134
2001,46-65 y.,Bavaria,Poor,0.16573,152,942,0.14197,0.18949
2001,46-65 y.,Bavaria,Bad,0.03959,36,942,0.02713,0.05204
2001,46-65 y.,Berlin,Good,0.31405,87,250,0.25640,0.37170
2001,46-65 y.,Berlin,Satisfactory,0.40294,112,250,0.34201,0.46386
2001,46-65 y.,Berlin,Poor,0.17625,51,250,0.12892,0.22358
2001,46-65 y.,Brandenburg,Good,0.31625,102,299,0.26345,0.36905
2001,46-65 y.,Brandenburg,Satisfactory,0.41416,139,299,0.35824,0.47009
2001,46-65 y.,Brandenburg,Poor,0.17137,58,299,0.12859,0.21416
2001,46-65 y.,Mecklenburg-Western Pomerania,Good,0.27527,52,126,0.19697,0.35358
