year,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,,,,,,,,,,,,
1985,West,,,,,,,,,,,,
1986,West,,,,,,,,,,,,
1987,West,,,,,,,,,,,,
1988,West,,,,,,,,,,,,
1989,West,,,,,,,,,,,,
1990,West,,,,,,,,,,,,
1990,East,1477,7.52482,7.38568,7.66396,6.00000,8.00000,10.00000,0.00000,10.00000,8.00000,8.00000,8.00000
1991,West,,,,,,,,,,,,
1991,East,,,,,,,,,,,,
1992,West,,,,,,,,,,,,
1992,East,,,,,,,,,,,,
1993,West,,,,,,,,,,,,
1993,East,,,,,,,,,,,,
1994,West,,,,,,,,,,,,
1994,East,,,,,,,,,,,,
1995,West,,,,,,,,,,,,
1995,East,,,,,,,,,,,,
1996,West,,,,,,,,,,,,
1996,East,,,,,,,,,,,,
1997,West,2617,6.34447,6.24941,6.43953,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1997,East,833,6.71677,6.55877,6.87476,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1998,West,2774,6.47600,6.38115,6.57086,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1998,East,890,7.05048,6.90090,7.20005,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1999,West,2736,6.54290,6.44773,6.63806,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1999,East,870,6.71526,6.55122,6.87930,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2000,West,4763,6.47714,6.40000,6.55428,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2000,East,1163,6.72859,6.57812,6.87905,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
2001,West,3523,6.43098,6.33836,6.52360,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
