year,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2001,Rural regions,1508,6.46508,6.32247,6.60769,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2002,Urban regions,2791,6.39695,6.30207,6.49183,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2002,Rural regions,1312,6.44718,6.30144,6.59293,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2003,Urban regions,5939,6.25585,6.19166,6.32005,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
2003,Rural regions,3285,6.32460,6.23817,6.41103,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2004,Urban regions,2628,6.26929,6.16889,6.36969,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2004,Rural regions,1278,6.31275,6.16456,6.46093,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2005,Urban regions,2466,6.16942,6.05755,6.28128,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2005,Rural regions,1259,6.18544,6.02399,6.34688,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.97500,7.00000
2006,Urban regions,2336,6.12207,6.00416,6.23997,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2006,Rural regions,1259,6.25765,6.10447,6.41084,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2007,Urban regions,2226,6.17140,6.05326,6.28953,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2007,Rural regions,1201,6.31570,6.15842,6.47298,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2008,Urban regions,1849,6.62201,6.50279,6.74122,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
2008,Rural regions,1014,6.66433,6.50387,6.82479,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
2009,Urban regions,1661,6.60668,6.47325,6.74012,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
2009,Rural regions,1018,6.67480,6.50685,6.84274,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
2010,Urban regions,4510,6.66342,6.57990,6.74694,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
2010,Rural regions,2365,6.84445,6.73400,6.95490,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
2011,Urban regions,4627,6.89915,6.82218,6.97611,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
2011,Rural regions,2628,7.03796,6.93553,7.14040,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2012,Urban regions,4228,7.05265,6.97544,7.12986,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2012,Rural regions,2492,7.30041,7.20908,7.39174,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2013,Urban regions,3868,7.05021,6.96928,7.13115,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,8.00000,8.00000
2013,Rural regions,2241,7.23936,7.14149,7.33722,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2014,Urban regions,4181,7.06392,6.98767,7.14017,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2014,Rural regions,2172,7.14446,7.04152,7.24740,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2015,Urban regions,3436,7.33901,7.26104,7.41699,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2015,Rural regions,1835,7.13618,7.01889,7.25348,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2016,Urban regions,3131,7.29996,7.22058,7.37933,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2016,Rural regions,1705,7.37430,7.26996,7.47864,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2017,Urban regions,2869,7.19664,7.10827,7.28501,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2017,Rural regions,1585,7.40511,7.29808,7.51215,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2018,Urban regions,2741,7.12503,7.03516,7.21490,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2018,Rural regions,1485,7.06465,6.94553,7.18376,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2019,Urban regions,2596,7.22755,7.13606,7.31905,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2019,Rural regions,1403,7.38146,7.26173,7.50119,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2020,Urban regions,2964,6.86504,6.77364,6.95644,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
2020,Rural regions,1462,7.12526,7.00283,7.24768,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2021,Urban regions,1642,7.15870,7.04360,7.27380,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
2021,Rural regions,923,7.11805,6.97002,7.26607,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
2022,Urban regions,3456,6.76926,6.68599,6.85253,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,7.00000
2022,Rural regions,1862,6.82990,6.71621,6.94359,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
