year,pgisced97,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2021,Post-secondary Non-tertiary Level,male,102,7.52524,7.11636,7.93413,7.00000,8.00000,8.00000,5.50000,9.50000,8.00000,8.00000,8.00000
2021,Post-secondary Non-tertiary Level,female,176,7.33911,7.04052,7.63770,7.00000,8.00000,8.00000,5.50000,9.50000,8.00000,7.00000,8.00000
2021,First Stage of Tertiary Education,male,85,7.95338,7.36489,8.54187,7.00000,9.00000,10.00000,2.50000,10.00000,9.00000,8.00000,10.00000
2021,First Stage of Tertiary Education,female,41,7.22700,6.59207,7.86192,7.00000,7.00000,9.00000,4.00000,10.00000,7.00000,7.00000,9.00000
2021,Second Stage of Tertiary Education,male,445,7.13548,6.95762,7.31335,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
2021,Second Stage of Tertiary Education,female,449,7.42051,7.21319,7.62782,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2022,Pre-primary Level,male,,,,,,,,,,,,
2022,Pre-primary Level,female,,,,,,,,,,,,
2022,Primary Level,male,47,6.45213,5.57921,7.32505,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,5.00000,10.00000
2022,Primary Level,female,51,6.23334,5.49763,6.96904,5.00000,5.00000,9.00000,0.00000,10.00000,5.00000,5.00000,9.00000
2022,Lower Secondary Level,male,143,6.03639,5.48803,6.58476,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,5.00000,8.00000
2022,Lower Secondary Level,female,179,6.23734,5.78983,6.68484,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,8.00000
2022,Upper Secondary Level,male,692,6.63240,6.44745,6.81735,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
2022,Upper Secondary Level,female,775,6.81030,6.63062,6.98998,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
2022,Post-secondary Non-tertiary Level,male,195,6.64936,6.34795,6.95076,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
2022,Post-secondary Non-tertiary Level,female,319,6.86665,6.58763,7.14568,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
2022,First Stage of Tertiary Education,male,158,6.95620,6.54896,7.36344,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
2022,First Stage of Tertiary Education,female,88,7.31971,6.88417,7.75525,6.00000,8.00000,9.00000,2.00000,10.00000,8.00000,7.00000,9.00000
2022,Second Stage of Tertiary Education,male,851,7.06088,6.91599,7.20577,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
2022,Second Stage of Tertiary Education,female,919,6.99386,6.84024,7.14747,6.00000,7.00000,9.00000,1.50000,10.00000,7.00000,7.00000,8.00000
