year,bula_h,sampreg,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,Lower Saxony,West,No,0.29239,290,1072,0.26515,0.31963
2000,Bremen,West,Yes,0.36724,49,109,0.27633,0.45816
2000,Bremen,West,No,0.57739,60,109,0.48423,0.67056
2000,North Rhine-Westphalia,West,Yes,0.53642,1605,2744,0.51775,0.55508
2000,North Rhine-Westphalia,West,No,0.45111,1139,2744,0.43249,0.46973
2000,Hesse,West,Yes,0.59006,562,891,0.55775,0.62238
2000,Hesse,West,No,0.40247,329,891,0.37025,0.43469
2000,"Rhineland-Palatinate, Saarland",West,Yes,0.63525,524,779,0.60143,0.66908
2000,"Rhineland-Palatinate, Saarland",West,No,0.35924,255,779,0.32552,0.39295
2000,Baden-Wuerttemberg,West,Yes,0.58379,912,1508,0.55891,0.60868
2000,Baden-Wuerttemberg,West,No,0.39566,596,1508,0.37097,0.42034
2000,Bavaria,West,Yes,0.61538,1187,1789,0.59283,0.63793
2000,Bavaria,West,No,0.36876,602,1789,0.34640,0.39112
2000,Berlin,West,Yes,0.14444,47,279,0.10312,0.18577
2000,Berlin,West,No,0.83697,232,279,0.79354,0.88039
2000,Berlin,East,No,0.82497,193,193,0.77122,0.87872
2000,Brandenburg,East,Yes,0.47525,278,526,0.43254,0.51797
2000,Brandenburg,East,No,0.50618,248,526,0.46341,0.54895
2000,Mecklenburg-Western Pomerania,East,Yes,0.42928,143,313,0.37436,0.48420
2000,Mecklenburg-Western Pomerania,East,No,0.56844,170,313,0.51348,0.62340
2000,Saxony,East,Yes,0.46296,455,908,0.43051,0.49541
2000,Saxony,East,No,0.51163,453,908,0.47910,0.54416
2000,Saxony-Anhalt,East,Yes,0.50825,293,531,0.46569,0.55081
2000,Saxony-Anhalt,East,No,0.47862,238,531,0.43609,0.52115
2000,Thuringa,East,Yes,0.51192,299,531,0.46937,0.55448
2000,Thuringa,East,No,0.47763,232,531,0.43511,0.52016
2001,Schleswig-Holstein,West,Yes,0.69165,256,361,0.64395,0.73936
2001,Schleswig-Holstein,West,No,0.30068,105,361,0.25331,0.34805
2001,Hamburg,West,Yes,0.25391,54,170,0.18829,0.31953
2001,Hamburg,West,No,0.68770,116,170,0.61783,0.75757
2001,Lower Saxony,West,Yes,0.71529,705,951,0.68659,0.74398
2001,Lower Saxony,West,No,0.27326,246,951,0.24492,0.30160
2001,Bremen,West,Yes,0.38772,44,94,0.28870,0.48675
2001,Bremen,West,No,0.54716,50,94,0.44599,0.64833
2001,North Rhine-Westphalia,West,Yes,0.54157,1445,2441,0.52180,0.56134
2001,North Rhine-Westphalia,West,No,0.43627,996,2441,0.41659,0.45595
2001,Hesse,West,Yes,0.58159,486,770,0.54672,0.61646
2001,Hesse,West,No,0.40237,284,770,0.36771,0.43703
2001,"Rhineland-Palatinate, Saarland",West,Yes,0.65294,495,715,0.61802,0.68786
2001,"Rhineland-Palatinate, Saarland",West,No,0.33532,220,715,0.30069,0.36995
2001,Baden-Wuerttemberg,West,Yes,0.56715,789,1330,0.54051,0.59379
2001,Baden-Wuerttemberg,West,No,0.41058,541,1330,0.38414,0.43703
2001,Bavaria,West,Yes,0.62524,1068,1598,0.60150,0.64898
2001,Bavaria,West,No,0.35722,530,1598,0.33372,0.38072
2001,Berlin,West,Yes,0.14603,48,266,0.10351,0.18855
2001,Berlin,West,No,0.82498,218,266,0.77923,0.87073
2001,Berlin,East,No,0.85206,179,179,0.79990,0.90422
2001,Brandenburg,East,Yes,0.51162,270,490,0.46731,0.55592
2001,Brandenburg,East,No,0.46905,220,490,0.42482,0.51328
2001,Mecklenburg-Western Pomerania,East,Yes,0.44042,130,284,0.38258,0.49826
2001,Mecklenburg-Western Pomerania,East,No,0.55832,154,284,0.50046,0.61617
2001,Saxony,East,Yes,0.44738,419,829,0.41351,0.48125
2001,Saxony,East,No,0.52233,410,829,0.48830,0.55635
2001,Saxony-Anhalt,East,Yes,0.52249,283,497,0.47853,0.56645
2001,Saxony-Anhalt,East,No,0.45139,214,497,0.40760,0.49519
2001,Thuringa,East,Yes,0.48515,278,487,0.44071,0.52958
2001,Thuringa,East,No,0.49707,209,487,0.45262,0.54152
2002,Schleswig-Holstein,West,Yes,0.65951,276,391,0.61248,0.70654
2002,Schleswig-Holstein,West,No,0.33165,115,391,0.28492,0.37837
2002,Hamburg,West,Yes,0.27932,75,187,0.21484,0.34380
2002,Hamburg,West,No,0.66869,112,187,0.60105,0.73634
2002,Lower Saxony,West,Yes,0.71836,770,1013,0.69065,0.74607
2002,Lower Saxony,West,No,0.26434,243,1013,0.23717,0.29151
2002,Bremen,West,Yes,0.44345,52,101,0.34608,0.54083
2002,Bremen,West,No,0.50119,49,101,0.40319,0.59919
2002,North Rhine-Westphalia,West,Yes,0.54284,1577,2548,0.52349,0.56218
2002,North Rhine-Westphalia,West,No,0.43629,971,2548,0.41703,0.45555
2002,Hesse,West,Yes,0.57623,559,849,0.54297,0.60949
2002,Hesse,West,No,0.40228,290,849,0.36928,0.43529
2002,"Rhineland-Palatinate, Saarland",West,Yes,0.66453,518,724,0.63012,0.69895
2002,"Rhineland-Palatinate, Saarland",West,No,0.32126,206,724,0.28722,0.35530
2002,Baden-Wuerttemberg,West,Yes,0.56092,861,1406,0.53497,0.58687
2002,Baden-Wuerttemberg,West,No,0.40679,545,1406,0.38111,0.43248
2002,Bavaria,West,Yes,0.61911,1162,1697,0.59600,0.64222
2002,Bavaria,West,No,0.35905,535,1697,0.33622,0.38188
2002,Berlin,West,Yes,0.15325,61,276,0.11068,0.19583
2002,Berlin,West,No,0.80534,215,276,0.75854,0.85213
2002,Berlin,East,Yes,0.08980,31,207,0.05076,0.12885
2002,Berlin,East,No,0.85699,176,207,0.80919,0.90480
2002,Brandenburg,East,Yes,0.52038,274,490,0.47610,0.56466
2002,Brandenburg,East,No,0.45849,216,490,0.41433,0.50266
2002,Mecklenburg-Western Pomerania,East,Yes,0.41761,134,277,0.35942,0.47579
2002,Mecklenburg-Western Pomerania,East,No,0.57386,143,277,0.51552,0.63220
2002,Saxony,East,Yes,0.46473,442,829,0.43075,0.49870
2002,Saxony,East,No,0.50252,387,829,0.46846,0.53658
2002,Saxony-Anhalt,East,Yes,0.50731,282,496,0.46327,0.55135
2002,Saxony-Anhalt,East,No,0.47290,214,496,0.42892,0.51689
2002,Thuringa,East,Yes,0.48976,278,480,0.44499,0.53452
2002,Thuringa,East,No,0.47843,202,480,0.43370,0.52317
2003,Schleswig-Holstein,West,Yes,0.66848,261,370,0.62044,0.71651
2003,Schleswig-Holstein,West,No,0.33152,109,370,0.28349,0.37956
2003,Hamburg,West,Yes,0.27418,65,172,0.20731,0.34104
2003,Hamburg,West,No,0.67330,107,172,0.60300,0.74359
2003,Lower Saxony,West,Yes,0.71510,736,971,0.68669,0.74350
2003,Lower Saxony,West,No,0.26906,235,971,0.24115,0.29697
2003,Bremen,West,Yes,0.41575,50,96,0.31664,0.51485
2003,Bremen,West,No,0.50157,46,96,0.40103,0.60212
2003,North Rhine-Westphalia,West,Yes,0.54096,1523,2454,0.52124,0.56068
2003,North Rhine-Westphalia,West,No,0.43183,931,2454,0.41223,0.45143
2003,Hesse,West,Yes,0.57261,520,789,0.53806,0.60715
2003,Hesse,West,No,0.40247,269,789,0.36823,0.43671
2003,"Rhineland-Palatinate, Saarland",West,Yes,0.66814,509,714,0.63357,0.70270
2003,"Rhineland-Palatinate, Saarland",West,No,0.31228,205,714,0.27826,0.34629
2003,Baden-Wuerttemberg,West,Yes,0.56878,829,1358,0.54243,0.59513
2003,Baden-Wuerttemberg,West,No,0.40254,529,1358,0.37644,0.42863
2003,Bavaria,West,Yes,0.62251,1115,1625,0.59893,0.64608
2003,Bavaria,West,No,0.35329,510,1625,0.33004,0.37654
2003,Berlin,West,Yes,0.16339,59,267,0.11895,0.20782
2003,Berlin,West,No,0.79778,208,267,0.74951,0.84605
2003,Berlin,East,Yes,0.09486,32,204,0.05455,0.13517
2003,Berlin,East,No,0.84684,172,204,0.79729,0.89638
2003,Brandenburg,East,Yes,0.51615,270,484,0.47158,0.56072
2003,Brandenburg,East,No,0.46254,214,484,0.41807,0.50700
2003,Mecklenburg-Western Pomerania,East,Yes,0.45677,139,276,0.39790,0.51565
2003,Mecklenburg-Western Pomerania,East,No,0.52968,137,276,0.47069,0.58867
2003,Saxony,East,Yes,0.45170,429,818,0.41758,0.48583
2003,Saxony,East,No,0.51732,389,818,0.48306,0.55159
2003,Saxony-Anhalt,East,Yes,0.49360,268,483,0.44897,0.53823
2003,Saxony-Anhalt,East,No,0.49225,215,483,0.44762,0.53688
2003,Thuringa,East,Yes,0.51015,280,470,0.46490,0.55539
2003,Thuringa,East,No,0.46218,190,470,0.41706,0.50730
2004,Schleswig-Holstein,West,Yes,0.64972,254,362,0.60050,0.69893
2004,Schleswig-Holstein,West,No,0.34604,108,362,0.29697,0.39511
2004,Hamburg,West,Yes,0.29448,70,172,0.22616,0.36280
2004,Hamburg,West,No,0.65238,102,172,0.58100,0.72376
2004,Lower Saxony,West,Yes,0.70458,728,961,0.67571,0.73344
2004,Lower Saxony,West,No,0.26780,233,961,0.23979,0.29581
2004,Bremen,West,Yes,0.41090,48,94,0.31090,0.51089
2004,Bremen,West,No,0.56332,46,94,0.46252,0.66412
2004,North Rhine-Westphalia,West,Yes,0.55171,1499,2382,0.53173,0.57168
2004,North Rhine-Westphalia,West,No,0.42359,883,2382,0.40374,0.44343
2004,Hesse,West,Yes,0.57951,510,765,0.54450,0.61451
2004,Hesse,West,No,0.39833,255,765,0.36361,0.43304
2004,"Rhineland-Palatinate, Saarland",West,Yes,0.66611,497,693,0.63097,0.70125
2004,"Rhineland-Palatinate, Saarland",West,No,0.30694,196,693,0.27258,0.34131
2004,Baden-Wuerttemberg,West,Yes,0.57447,814,1321,0.54780,0.60114
2004,Baden-Wuerttemberg,West,No,0.39859,507,1321,0.37218,0.42501
2004,Bavaria,West,Yes,0.61514,1093,1577,0.59111,0.63916
2004,Bavaria,West,No,0.35024,484,1577,0.32669,0.37379
2004,Berlin,West,Yes,0.14602,55,257,0.10276,0.18928
2004,Berlin,West,No,0.81043,202,257,0.76242,0.85845
2004,Berlin,East,No,0.86357,177,177,0.81286,0.91428
2004,Brandenburg,East,Yes,0.53851,271,472,0.49349,0.58353
2004,Brandenburg,East,No,0.43294,201,472,0.38819,0.47769
2004,Mecklenburg-Western Pomerania,East,Yes,0.44863,140,276,0.38985,0.50742
2004,Mecklenburg-Western Pomerania,East,No,0.53815,136,276,0.47923,0.59707
2004,Saxony,East,Yes,0.43828,416,792,0.40370,0.47286
2004,Saxony,East,No,0.52393,376,792,0.48913,0.55874
2004,Saxony-Anhalt,East,Yes,0.48057,265,471,0.43540,0.52574
2004,Saxony-Anhalt,East,No,0.49737,206,471,0.45216,0.54257
2004,Thuringa,East,Yes,0.50555,281,467,0.46016,0.55094
2004,Thuringa,East,No,0.45921,186,467,0.41396,0.50445
2005,Schleswig-Holstein,West,Yes,0.66376,249,358,0.61475,0.71277
2005,Schleswig-Holstein,West,No,0.33624,109,358,0.28723,0.38525
2005,Hamburg,West,Yes,0.29858,64,175,0.23058,0.36657
2005,Hamburg,West,No,0.68710,111,175,0.61820,0.75600
2005,Lower Saxony,West,Yes,0.74611,731,944,0.71834,0.77389
2005,Lower Saxony,West,No,0.25158,213,944,0.22389,0.27928
2005,Bremen,West,Yes,0.46838,47,87,0.36292,0.57385
2005,Bremen,West,No,0.53162,40,87,0.42615,0.63708
2005,North Rhine-Westphalia,West,Yes,0.54453,1459,2357,0.52442,0.56464
2005,North Rhine-Westphalia,West,No,0.44969,898,2357,0.42961,0.46978
2005,Hesse,West,Yes,0.57735,495,762,0.54226,0.61245
2005,Hesse,West,No,0.41712,267,762,0.38209,0.45216
2005,"Rhineland-Palatinate, Saarland",West,Yes,0.66673,474,674,0.63112,0.70234
2005,"Rhineland-Palatinate, Saarland",West,No,0.32204,200,674,0.28674,0.35735
2005,Baden-Wuerttemberg,West,Yes,0.55939,782,1321,0.53261,0.58617
2005,Baden-Wuerttemberg,West,No,0.44061,539,1321,0.41383,0.46739
2005,Bavaria,West,Yes,0.62318,1059,1551,0.59906,0.64730
2005,Bavaria,West,No,0.37084,492,1551,0.34679,0.39488
2005,Berlin,West,Yes,0.15399,61,259,0.10995,0.19804
2005,Berlin,West,No,0.84601,198,259,0.80196,0.89005
2005,Berlin,East,Yes,0.08466,31,199,0.04589,0.12344
2005,Berlin,East,No,0.90766,168,199,0.86733,0.94798
2005,Brandenburg,East,Yes,0.52747,258,470,0.48228,0.57265
2005,Brandenburg,East,No,0.47071,212,470,0.42554,0.51589
2005,Mecklenburg-Western Pomerania,East,Yes,0.47203,150,274,0.41281,0.53125
2005,Mecklenburg-Western Pomerania,East,No,0.52524,124,274,0.46601,0.58448
2005,Saxony,East,Yes,0.49442,436,810,0.45996,0.52887
2005,Saxony,East,No,0.50208,374,810,0.46763,0.53654
2005,Saxony-Anhalt,East,Yes,0.52270,272,470,0.47749,0.56790
2005,Saxony-Anhalt,East,No,0.47193,198,470,0.42675,0.51711
2005,Thuringa,East,Yes,0.53961,291,460,0.49401,0.58521
2005,Thuringa,East,No,0.44124,169,460,0.39582,0.48667
2006,Schleswig-Holstein,West,Yes,0.67446,273,389,0.62784,0.72109
2006,Schleswig-Holstein,West,No,0.32554,116,389,0.27891,0.37216
2006,Hamburg,West,Yes,0.25918,65,193,0.19720,0.32116
2006,Hamburg,West,No,0.73065,128,193,0.66790,0.79340
2006,Lower Saxony,West,Yes,0.72624,818,1073,0.69955,0.75293
2006,Lower Saxony,West,No,0.27331,255,1073,0.24663,0.29999
2006,Bremen,West,Yes,0.48098,46,90,0.37718,0.58479
2006,Bremen,West,No,0.51902,44,90,0.41521,0.62282
2006,North Rhine-Westphalia,West,Yes,0.53407,1572,2533,0.51464,0.55350
2006,North Rhine-Westphalia,West,No,0.46275,961,2533,0.44333,0.48217
2006,Hesse,West,Yes,0.56647,561,843,0.53299,0.59994
2006,Hesse,West,No,0.42649,282,843,0.39308,0.45990
2006,"Rhineland-Palatinate, Saarland",West,Yes,0.67924,516,726,0.64527,0.71322
2006,"Rhineland-Palatinate, Saarland",West,No,0.31643,210,726,0.28258,0.35029
2006,Baden-Wuerttemberg,West,Yes,0.54609,882,1469,0.52062,0.57156
2006,Baden-Wuerttemberg,West,No,0.45268,587,1469,0.42722,0.47814
2006,Bavaria,West,Yes,0.61462,1179,1725,0.59165,0.63759
2006,Bavaria,West,No,0.38187,546,1725,0.35894,0.40481
2006,Berlin,West,Yes,0.15510,65,275,0.11223,0.19796
2006,Berlin,West,No,0.84060,210,275,0.79726,0.88394
2006,Berlin,East,Yes,0.09338,32,208,0.05374,0.13301
2006,Berlin,East,No,0.90662,176,208,0.86699,0.94626
2006,Brandenburg,East,Yes,0.49380,289,530,0.45120,0.53641
2006,Brandenburg,East,No,0.50095,241,530,0.45834,0.54356
2006,Mecklenburg-Western Pomerania,East,Yes,0.50392,173,304,0.44762,0.56021
2006,Mecklenburg-Western Pomerania,East,No,0.49608,131,304,0.43979,0.55238
2006,Saxony,East,Yes,0.46884,474,874,0.43573,0.50194
2006,Saxony,East,No,0.52159,400,874,0.48845,0.55473
2006,Saxony-Anhalt,East,Yes,0.47152,276,490,0.42728,0.51577
2006,Saxony-Anhalt,East,No,0.52270,214,490,0.47843,0.56697
2006,Thuringa,East,Yes,0.56773,332,513,0.52482,0.61064
2006,Thuringa,East,No,0.42951,181,513,0.38663,0.47239
2007,Schleswig-Holstein,West,Yes,0.64697,246,361,0.59761,0.69634
2007,Schleswig-Holstein,West,No,0.35303,115,361,0.30366,0.40239
2007,Hamburg,West,Yes,0.27687,64,189,0.21291,0.34083
2007,Hamburg,West,No,0.71269,125,189,0.64800,0.77737
2007,Lower Saxony,West,Yes,0.73937,786,1006,0.71223,0.76651
2007,Lower Saxony,West,No,0.26063,220,1006,0.23349,0.28777
2007,Bremen,West,Yes,0.50882,46,89,0.40437,0.61327
2007,Bremen,West,No,0.49118,43,89,0.38673,0.59563
2007,North Rhine-Westphalia,West,Yes,0.55635,1478,2336,0.53620,0.57650
2007,North Rhine-Westphalia,West,No,0.43875,858,2336,0.41862,0.45888
2007,Hesse,West,Yes,0.60121,532,780,0.56683,0.63560
2007,Hesse,West,No,0.38598,248,780,0.35179,0.42017
2007,"Rhineland-Palatinate, Saarland",West,Yes,0.66160,470,660,0.62547,0.69772
2007,"Rhineland-Palatinate, Saarland",West,No,0.33372,190,660,0.29772,0.36973
2007,Baden-Wuerttemberg,West,Yes,0.57373,840,1351,0.54735,0.60011
2007,Baden-Wuerttemberg,West,No,0.42579,511,1351,0.39941,0.45217
2007,Bavaria,West,Yes,0.62422,1132,1637,0.60075,0.64768
2007,Bavaria,West,No,0.37043,505,1637,0.34703,0.39383
2007,Berlin,West,Yes,0.17809,65,261,0.13158,0.22459
2007,Berlin,West,No,0.80877,196,261,0.76096,0.85657
2007,Berlin,East,Yes,0.15126,42,198,0.10123,0.20129
2007,Berlin,East,No,0.83906,156,198,0.78774,0.89037
2007,Brandenburg,East,Yes,0.50271,271,490,0.45840,0.54703
2007,Brandenburg,East,No,0.49729,219,490,0.45297,0.54160
2007,Mecklenburg-Western Pomerania,East,Yes,0.53322,165,282,0.47489,0.59156
2007,Mecklenburg-Western Pomerania,East,No,0.46678,117,282,0.40844,0.52511
2007,Saxony,East,Yes,0.47587,447,834,0.44195,0.50978
2007,Saxony,East,No,0.52413,387,834,0.49022,0.55805
2007,Saxony-Anhalt,East,Yes,0.49915,269,463,0.45356,0.54474
2007,Saxony-Anhalt,East,No,0.49132,194,463,0.44573,0.53691
2007,Thuringa,East,Yes,0.57170,310,487,0.52770,0.61569
2007,Thuringa,East,No,0.42155,177,487,0.37765,0.46545
2008,Schleswig-Holstein,West,Yes,0.66535,226,328,0.61420,0.71649
2008,Schleswig-Holstein,West,No,0.33388,102,328,0.28277,0.38500
2008,Hamburg,West,Yes,0.26941,62,185,0.20531,0.33352
2008,Hamburg,West,No,0.73059,123,185,0.66648,0.79469
2008,Lower Saxony,West,Yes,0.72433,742,965,0.69612,0.75254
2008,Lower Saxony,West,No,0.27567,223,965,0.24746,0.30388
2008,Bremen,West,Yes,0.49901,42,83,0.39079,0.60724
2008,Bremen,West,No,0.50099,41,83,0.39276,0.60921
2008,North Rhine-Westphalia,West,Yes,0.56453,1395,2173,0.54368,0.58539
2008,North Rhine-Westphalia,West,No,0.43219,778,2173,0.41135,0.45302
2008,Hesse,West,Yes,0.57719,498,731,0.54135,0.61303
2008,Hesse,West,No,0.41033,233,731,0.37465,0.44601
2008,"Rhineland-Palatinate, Saarland",West,Yes,0.68977,440,620,0.65333,0.72622
2008,"Rhineland-Palatinate, Saarland",West,No,0.31023,180,620,0.27378,0.34667
2008,Baden-Wuerttemberg,West,Yes,0.59215,807,1281,0.56523,0.61907
2008,Baden-Wuerttemberg,West,No,0.40672,474,1281,0.37981,0.43364
2008,Bavaria,West,Yes,0.66029,1094,1531,0.63656,0.68402
2008,Bavaria,West,No,0.33510,437,1531,0.31145,0.35875
2008,Berlin,West,Yes,0.15664,57,254,0.11185,0.20142
2008,Berlin,West,No,0.83866,197,254,0.79333,0.88398
2008,Berlin,East,Yes,0.15166,41,193,0.10092,0.20240
2008,Berlin,East,No,0.83883,152,193,0.78683,0.89084
2008,Brandenburg,East,Yes,0.48704,256,469,0.44175,0.53232
2008,Brandenburg,East,No,0.51181,213,469,0.46652,0.55710
2008,Mecklenburg-Western Pomerania,East,Yes,0.55728,162,276,0.49858,0.61599
2008,Mecklenburg-Western Pomerania,East,No,0.44272,114,276,0.38401,0.50142
2008,Saxony,East,Yes,0.48647,427,800,0.45181,0.52112
2008,Saxony,East,No,0.51353,373,800,0.47888,0.54819
2008,Saxony-Anhalt,East,Yes,0.49173,254,437,0.44481,0.53866
2008,Saxony-Anhalt,East,No,0.50827,183,437,0.46134,0.55519
2008,Thuringa,East,Yes,0.58753,299,472,0.54308,0.63199
2008,Thuringa,East,No,0.40503,173,472,0.36069,0.44936
2009,Schleswig-Holstein,West,Yes,0.64054,200,303,0.58642,0.69466
2009,Schleswig-Holstein,West,No,0.35946,103,303,0.30534,0.41358
2009,Hamburg,West,Yes,0.30281,62,175,0.23454,0.37108
2009,Hamburg,West,No,0.68432,113,175,0.61526,0.75338
2009,Lower Saxony,West,Yes,0.73210,706,915,0.70339,0.76081
2009,Lower Saxony,West,No,0.26790,209,915,0.23919,0.29661
2009,Bremen,West,Yes,0.49897,38,74,0.38427,0.61367
2009,Bremen,West,No,0.50103,36,74,0.38633,0.61573
2009,North Rhine-Westphalia,West,Yes,0.58774,1322,2028,0.56631,0.60917
2009,North Rhine-Westphalia,West,No,0.41206,706,2028,0.39064,0.43349
2009,Hesse,West,Yes,0.57780,461,695,0.54105,0.61455
2009,Hesse,West,No,0.41173,234,695,0.37512,0.44835
2009,"Rhineland-Palatinate, Saarland",West,Yes,0.71059,428,582,0.67371,0.74746
2009,"Rhineland-Palatinate, Saarland",West,No,0.28941,154,582,0.25254,0.32629
2009,Baden-Wuerttemberg,West,Yes,0.60516,748,1153,0.57693,0.63339
2009,Baden-Wuerttemberg,West,No,0.39484,405,1153,0.36661,0.42307
2009,Bavaria,West,Yes,0.63727,1018,1453,0.61254,0.66200
2009,Bavaria,West,No,0.36273,435,1453,0.33800,0.38746
2009,Berlin,West,Yes,0.19892,64,239,0.14821,0.24964
2009,Berlin,West,No,0.80108,175,239,0.75036,0.85179
2009,Berlin,East,Yes,0.14613,40,200,0.09705,0.19521
2009,Berlin,East,No,0.85387,160,200,0.80479,0.90295
2009,Brandenburg,East,Yes,0.52872,259,448,0.48245,0.57500
2009,Brandenburg,East,No,0.45532,189,448,0.40916,0.50149
2009,Mecklenburg-Western Pomerania,East,Yes,0.54921,162,271,0.48985,0.60856
2009,Mecklenburg-Western Pomerania,East,No,0.45079,109,271,0.39144,0.51015
2009,Saxony,East,Yes,0.50348,410,756,0.46781,0.53914
2009,Saxony,East,No,0.49454,346,756,0.45887,0.53020
2009,Saxony-Anhalt,East,Yes,0.50764,245,423,0.45994,0.55534
2009,Saxony-Anhalt,East,No,0.49213,178,423,0.44443,0.53983
2009,Thuringa,East,Yes,0.62426,298,452,0.57956,0.66896
2009,Thuringa,East,No,0.37574,154,452,0.33104,0.42044
2010,Schleswig-Holstein,West,Yes,0.60740,311,452,0.56233,0.65247
2010,Schleswig-Holstein,West,No,0.39260,141,452,0.34753,0.43767
2010,Hamburg,West,Yes,0.30991,97,243,0.25164,0.36818
2010,Hamburg,West,No,0.68875,146,243,0.63042,0.74709
2010,Lower Saxony,West,Yes,0.73793,981,1260,0.71364,0.76222
2010,Lower Saxony,West,No,0.26207,279,1260,0.23778,0.28636
2010,Bremen,West,Yes,0.45544,50,105,0.35973,0.55116
2010,Bremen,West,No,0.54456,55,105,0.44884,0.64027
2010,North Rhine-Westphalia,West,Yes,0.58633,1762,2810,0.56811,0.60454
2010,North Rhine-Westphalia,West,No,0.41017,1048,2810,0.39198,0.42836
2010,Hesse,West,Yes,0.61051,627,963,0.57970,0.64133
2010,Hesse,West,No,0.38209,336,963,0.35138,0.41279
2010,"Rhineland-Palatinate, Saarland",West,Yes,0.69420,563,775,0.66174,0.72666
2010,"Rhineland-Palatinate, Saarland",West,No,0.30569,212,775,0.27323,0.33814
2010,Baden-Wuerttemberg,West,Yes,0.61828,1074,1625,0.59465,0.64190
2010,Baden-Wuerttemberg,West,No,0.38172,551,1625,0.35810,0.40535
2010,Bavaria,West,Yes,0.64400,1438,2031,0.62317,0.66483
2010,Bavaria,West,No,0.35233,593,2031,0.33155,0.37311
2010,Berlin,West,Yes,0.16633,92,357,0.12764,0.20501
2010,Berlin,West,No,0.82499,265,357,0.78552,0.86446
2010,Berlin,East,Yes,0.16569,59,235,0.11805,0.21333
2010,Berlin,East,No,0.83431,176,235,0.78667,0.88195
2010,Brandenburg,East,Yes,0.52464,314,562,0.48331,0.56597
2010,Brandenburg,East,No,0.47536,248,562,0.43403,0.51669
2010,Mecklenburg-Western Pomerania,East,Yes,0.54567,190,355,0.49380,0.59754
2010,Mecklenburg-Western Pomerania,East,No,0.45433,165,355,0.40246,0.50620
2010,Saxony,East,Yes,0.51766,525,935,0.48562,0.54971
2010,Saxony,East,No,0.48025,410,935,0.44821,0.51229
2010,Saxony-Anhalt,East,Yes,0.49640,312,533,0.45391,0.53889
2010,Saxony-Anhalt,East,No,0.49978,221,533,0.45729,0.54227
2010,Thuringa,East,Yes,0.63739,355,538,0.59673,0.67806
2010,Thuringa,East,No,0.36261,183,538,0.32194,0.40327
2011,Schleswig-Holstein,West,Yes,0.61375,404,606,0.57495,0.65255
2011,Schleswig-Holstein,West,No,0.38625,202,606,0.34745,0.42505
2011,Hamburg,West,Yes,0.32641,111,265,0.26984,0.38297
2011,Hamburg,West,No,0.67265,154,265,0.61604,0.72925
2011,Lower Saxony,West,Yes,0.77224,1226,1514,0.75110,0.79337
2011,Lower Saxony,West,No,0.22765,288,1514,0.20652,0.24878
2011,Bremen,West,Yes,0.41717,48,121,0.32894,0.50539
2011,Bremen,West,No,0.57529,73,121,0.48685,0.66373
2011,North Rhine-Westphalia,West,Yes,0.58304,2090,3295,0.56620,0.59988
2011,North Rhine-Westphalia,West,No,0.41696,1205,3295,0.40012,0.43380
2011,Hesse,West,Yes,0.60406,743,1157,0.57587,0.63225
2011,Hesse,West,No,0.39578,414,1157,0.36759,0.42397
2011,"Rhineland-Palatinate, Saarland",West,Yes,0.69989,685,943,0.67063,0.72916
2011,"Rhineland-Palatinate, Saarland",West,No,0.29984,258,943,0.27058,0.32910
2011,Baden-Wuerttemberg,West,Yes,0.61232,1337,2000,0.59096,0.63368
2011,Baden-Wuerttemberg,West,No,0.38668,663,2000,0.36533,0.40803
2011,Bavaria,West,Yes,0.63271,1815,2572,0.61408,0.65134
2011,Bavaria,West,No,0.36385,757,2572,0.34525,0.38245
2011,Berlin,West,Yes,0.19612,105,376,0.15593,0.23630
2011,Berlin,West,No,0.80302,271,376,0.76277,0.84327
2011,Berlin,East,Yes,0.20047,76,295,0.15470,0.24623
2011,Berlin,East,No,0.79953,219,295,0.75377,0.84530
2011,Brandenburg,East,Yes,0.54705,391,680,0.50960,0.58449
2011,Brandenburg,East,No,0.45295,289,680,0.41551,0.49040
2011,Mecklenburg-Western Pomerania,East,Yes,0.50870,200,408,0.46013,0.55727
2011,Mecklenburg-Western Pomerania,East,No,0.49130,208,408,0.44273,0.53987
2011,Saxony,East,Yes,0.54180,601,1055,0.51172,0.57188
2011,Saxony,East,No,0.45688,454,1055,0.42680,0.48695
2011,Saxony-Anhalt,East,Yes,0.55058,369,655,0.51246,0.58871
2011,Saxony-Anhalt,East,No,0.44799,286,655,0.40988,0.48610
2011,Thuringa,East,Yes,0.58910,403,649,0.55121,0.62698
2011,Thuringa,East,No,0.41090,246,649,0.37302,0.44879
2012,Schleswig-Holstein,West,Yes,0.62688,397,605,0.58831,0.66545
2012,Schleswig-Holstein,West,No,0.37312,208,605,0.33455,0.41169
2012,Hamburg,West,Yes,0.32168,102,272,0.26607,0.37730
2012,Hamburg,West,No,0.67832,170,272,0.62270,0.73393
2012,Lower Saxony,West,Yes,0.76523,1193,1480,0.74363,0.78683
2012,Lower Saxony,West,No,0.23477,287,1480,0.21317,0.25637
2012,Bremen,West,Yes,0.52696,65,125,0.43908,0.61484
2012,Bremen,West,No,0.47304,60,125,0.38516,0.56092
2012,North Rhine-Westphalia,West,Yes,0.58984,2052,3205,0.57281,0.60687
2012,North Rhine-Westphalia,West,No,0.40892,1153,3205,0.39189,0.42594
2012,Hesse,West,Yes,0.59442,753,1138,0.56588,0.62296
