year,quintil_oecd_hh,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,2nd Quintile,Yes,0.50614,466,956,0.47443,0.53785
1989,2nd Quintile,No,0.46810,490,956,0.43645,0.49975
1989,3rd Quintile,Yes,0.57371,529,935,0.54199,0.60542
1989,3rd Quintile,No,0.40663,406,935,0.37513,0.43814
1989,4th Quintile,Yes,0.57211,531,933,0.54034,0.60387
1989,4th Quintile,No,0.41352,402,933,0.38190,0.44513
1989,5th Quintile,Yes,0.64468,554,839,0.61228,0.67709
1989,5th Quintile,No,0.34028,285,839,0.30820,0.37236
1990,1st Quintile,Yes,0.43765,1029,1029,0.40732,0.46797
1990,2nd Quintile,Yes,0.46398,491,1129,0.43488,0.49308
1990,2nd Quintile,No,0.50525,638,1129,0.47608,0.53443
1990,3rd Quintile,Yes,0.54169,618,1143,0.51279,0.57059
1990,3rd Quintile,No,0.43165,525,1143,0.40292,0.46038
1990,4th Quintile,Yes,0.56381,627,1123,0.53479,0.59282
1990,4th Quintile,No,0.41139,496,1123,0.38259,0.44018
1990,5th Quintile,Yes,0.63502,690,1048,0.60586,0.66418
1990,5th Quintile,No,0.34895,358,1048,0.32008,0.37782
1991,1st Quintile,Yes,0.43493,962,1994,0.41317,0.45670
1991,1st Quintile,No,0.53446,1032,1994,0.51256,0.55636
1991,2nd Quintile,Yes,0.45714,485,1138,0.42819,0.48610
1991,2nd Quintile,No,0.53293,653,1138,0.50393,0.56193
1991,3rd Quintile,Yes,0.56893,639,1174,0.54059,0.59727
1991,3rd Quintile,No,0.42959,535,1174,0.40126,0.45792
1991,4th Quintile,Yes,0.58821,679,1182,0.56014,0.61628
1991,4th Quintile,No,0.40797,503,1182,0.37994,0.43600
1991,5th Quintile,Yes,0.64919,700,1066,0.62053,0.67785
1991,5th Quintile,No,0.34367,366,1066,0.31514,0.37219
1992,1st Quintile,Yes,0.41259,581,1347,0.38629,0.43889
1992,1st Quintile,No,0.54375,766,1347,0.51714,0.57036
1992,2nd Quintile,Yes,0.51104,720,1451,0.48531,0.53677
1992,2nd Quintile,No,0.46268,731,1451,0.43702,0.48834
1992,3rd Quintile,Yes,0.52194,673,1307,0.49485,0.54903
1992,3rd Quintile,No,0.45542,634,1307,0.42841,0.48243
1992,4th Quintile,Yes,0.58036,715,1247,0.55295,0.60776
1992,4th Quintile,No,0.40313,532,1247,0.37589,0.43037
1992,5th Quintile,Yes,0.66471,713,1077,0.63650,0.69292
1992,5th Quintile,No,0.32253,364,1077,0.29460,0.35046
1993,1st Quintile,Yes,0.42038,529,1257,0.39308,0.44768
1993,1st Quintile,No,0.53509,728,1257,0.50751,0.56268
1993,2nd Quintile,Yes,0.50737,729,1445,0.48158,0.53316
1993,2nd Quintile,No,0.46196,716,1445,0.43625,0.48768
1993,3rd Quintile,Yes,0.55084,719,1334,0.52413,0.57754
1993,3rd Quintile,No,0.40523,615,1334,0.37888,0.43159
1993,4th Quintile,Yes,0.58841,726,1248,0.56110,0.61573
1993,4th Quintile,No,0.38326,522,1248,0.35628,0.41025
1993,5th Quintile,Yes,0.63086,694,1070,0.60193,0.65979
1993,5th Quintile,No,0.33601,376,1070,0.30769,0.36432
1994,1st Quintile,Yes,0.39873,515,1277,0.37187,0.42560
1994,1st Quintile,No,0.54748,762,1277,0.52017,0.57479
1994,2nd Quintile,Yes,0.53686,727,1370,0.51045,0.56328
1994,2nd Quintile,No,0.43423,643,1370,0.40798,0.46049
1994,3rd Quintile,Yes,0.55613,716,1319,0.52930,0.58295
1994,3rd Quintile,No,0.40438,603,1319,0.37788,0.43088
1994,4th Quintile,Yes,0.56686,687,1194,0.53874,0.59498
1994,4th Quintile,No,0.38313,507,1194,0.35554,0.41072
1994,5th Quintile,Yes,0.65916,742,1096,0.63108,0.68723
1994,5th Quintile,No,0.30100,354,1096,0.27383,0.32817
1995,1st Quintile,Yes,0.40000,521,1331,0.37367,0.42633
1995,1st Quintile,No,0.53998,810,1331,0.51320,0.56677
1995,2nd Quintile,Yes,0.48710,711,1426,0.46115,0.51305
1995,2nd Quintile,No,0.47894,715,1426,0.45301,0.50488
1995,3rd Quintile,Yes,0.55872,743,1359,0.53231,0.58513
1995,3rd Quintile,No,0.39702,616,1359,0.37099,0.42304
1995,4th Quintile,Yes,0.58530,717,1219,0.55763,0.61297
1995,4th Quintile,No,0.35898,502,1219,0.33204,0.38592
1995,5th Quintile,Yes,0.66553,745,1099,0.63762,0.69344
1995,5th Quintile,No,0.29440,354,1099,0.26744,0.32136
1996,1st Quintile,Yes,0.38893,502,1342,0.36283,0.41502
1996,1st Quintile,No,0.55403,840,1342,0.52743,0.58064
1996,2nd Quintile,Yes,0.49826,689,1352,0.47160,0.52492
1996,2nd Quintile,No,0.46529,663,1352,0.43869,0.49188
1996,3rd Quintile,Yes,0.55025,753,1351,0.52371,0.57679
1996,3rd Quintile,No,0.41308,598,1351,0.38681,0.43934
1996,4th Quintile,Yes,0.59103,745,1243,0.56369,0.61837
1996,4th Quintile,No,0.36094,498,1243,0.33423,0.38765
1996,5th Quintile,Yes,0.67947,749,1089,0.65174,0.70720
1996,5th Quintile,No,0.28998,340,1089,0.26302,0.31694
1997,1st Quintile,Yes,0.40390,504,1272,0.37693,0.43088
1997,1st Quintile,No,0.53945,768,1272,0.51205,0.56685
1997,2nd Quintile,Yes,0.48867,689,1366,0.46215,0.51519
1997,2nd Quintile,No,0.46508,677,1366,0.43862,0.49154
1997,3rd Quintile,Yes,0.54944,756,1337,0.52276,0.57612
1997,3rd Quintile,No,0.41151,581,1337,0.38512,0.43790
1997,4th Quintile,Yes,0.58956,742,1248,0.56225,0.61686
1997,4th Quintile,No,0.36008,506,1248,0.33343,0.38672
1997,5th Quintile,Yes,0.69169,766,1073,0.66404,0.71933
1997,5th Quintile,No,0.27461,307,1073,0.24789,0.30132
1998,1st Quintile,Yes,0.37273,522,1484,0.34812,0.39734
1998,1st Quintile,No,0.61020,962,1484,0.58538,0.63503
1998,2nd Quintile,Yes,0.50169,782,1565,0.47691,0.52647
1998,2nd Quintile,No,0.49332,783,1565,0.46854,0.51810
1998,3rd Quintile,Yes,0.53305,830,1524,0.50800,0.55811
1998,3rd Quintile,No,0.46360,694,1524,0.43855,0.48864
1998,4th Quintile,Yes,0.59139,912,1487,0.56640,0.61639
1998,4th Quintile,No,0.39533,575,1487,0.37047,0.42019
1998,5th Quintile,Yes,0.70571,931,1300,0.68092,0.73049
1998,5th Quintile,No,0.29144,369,1300,0.26672,0.31615
1999,1st Quintile,Yes,0.37206,564,1479,0.34742,0.39671
1999,1st Quintile,No,0.60586,915,1479,0.58095,0.63077
1999,2nd Quintile,Yes,0.49032,745,1505,0.46505,0.51558
1999,2nd Quintile,No,0.49525,760,1505,0.46998,0.52052
1999,3rd Quintile,Yes,0.54840,820,1475,0.52299,0.57381
1999,3rd Quintile,No,0.44152,655,1475,0.41617,0.46687
1999,4th Quintile,Yes,0.59369,858,1370,0.56767,0.61971
1999,4th Quintile,No,0.39156,512,1370,0.36571,0.41742
1999,5th Quintile,Yes,0.70310,887,1227,0.67753,0.72868
1999,5th Quintile,No,0.28442,340,1227,0.25916,0.30967
2000,1st Quintile,Yes,0.38028,1017,2509,0.36128,0.39928
2000,1st Quintile,No,0.59529,1492,2509,0.57608,0.61450
2000,2nd Quintile,Yes,0.49732,1436,2673,0.47836,0.51628
2000,2nd Quintile,No,0.48422,1237,2673,0.46527,0.50317
2000,3rd Quintile,Yes,0.55639,1567,2620,0.53736,0.57542
2000,3rd Quintile,No,0.43228,1053,2620,0.41330,0.45125
2000,4th Quintile,Yes,0.62418,1731,2576,0.60547,0.64288
2000,4th Quintile,No,0.36201,845,2576,0.34345,0.38058
2000,5th Quintile,Yes,0.68119,1757,2393,0.66252,0.69987
2000,5th Quintile,No,0.30401,636,2393,0.28557,0.32244
2001,1st Quintile,Yes,0.37428,842,2172,0.35392,0.39464
2001,1st Quintile,No,0.59301,1330,2172,0.57235,0.61368
2001,2nd Quintile,Yes,0.50214,1323,2429,0.48225,0.52203
2001,2nd Quintile,No,0.48163,1106,2429,0.46176,0.50151
2001,3rd Quintile,Yes,0.56623,1465,2394,0.54638,0.58609
2001,3rd Quintile,No,0.41448,929,2394,0.39475,0.43422
2001,4th Quintile,Yes,0.63503,1599,2341,0.61553,0.65454
2001,4th Quintile,No,0.34822,742,2341,0.32891,0.36752
2001,5th Quintile,Yes,0.67387,1564,2147,0.65403,0.69370
2001,5th Quintile,No,0.30822,583,2147,0.28868,0.32775
2002,1st Quintile,Yes,0.35916,765,2037,0.33832,0.38000
2002,1st Quintile,No,0.60164,1272,2037,0.58038,0.62291
2002,2nd Quintile,Yes,0.52786,1206,2198,0.50698,0.54873
2002,2nd Quintile,No,0.45353,992,2198,0.43271,0.47435
2002,3rd Quintile,Yes,0.58495,1383,2228,0.56449,0.60542
2002,3rd Quintile,No,0.39136,845,2228,0.37109,0.41163
2002,4th Quintile,Yes,0.61515,1571,2329,0.59539,0.63492
2002,4th Quintile,No,0.36934,758,2329,0.34973,0.38894
2002,5th Quintile,Yes,0.66638,2427,3176,0.64998,0.68278
2002,5th Quintile,No,0.31090,749,3176,0.29480,0.32700
2003,1st Quintile,Yes,0.36005,746,1995,0.33898,0.38111
2003,1st Quintile,No,0.60467,1249,1995,0.58321,0.62613
2003,2nd Quintile,Yes,0.51488,1171,2164,0.49382,0.53595
2003,2nd Quintile,No,0.46118,993,2164,0.44017,0.48219
2003,3rd Quintile,Yes,0.57809,1324,2180,0.55735,0.59882
2003,3rd Quintile,No,0.39574,856,2180,0.37521,0.41627
2003,4th Quintile,Yes,0.63573,1545,2225,0.61573,0.65573
2003,4th Quintile,No,0.34063,680,2225,0.32093,0.36033
2003,5th Quintile,Yes,0.67206,2298,2983,0.65521,0.68891
2003,5th Quintile,No,0.30901,685,2983,0.29243,0.32560
2004,1st Quintile,Yes,0.35195,704,1898,0.33046,0.37345
2004,1st Quintile,No,0.61567,1194,1898,0.59378,0.63756
2004,2nd Quintile,Yes,0.50481,1147,2124,0.48355,0.52608
2004,2nd Quintile,No,0.47298,977,2124,0.45174,0.49422
2004,3rd Quintile,Yes,0.60339,1356,2137,0.58264,0.62413
2004,3rd Quintile,No,0.36631,781,2137,0.34587,0.38674
2004,4th Quintile,Yes,0.63008,1520,2215,0.60997,0.65019
2004,4th Quintile,No,0.34363,695,2215,0.32385,0.36342
2004,5th Quintile,Yes,0.66606,2242,2892,0.64887,0.68325
2004,5th Quintile,No,0.30278,650,2892,0.28604,0.31953
2005,1st Quintile,Yes,0.37307,751,1961,0.35166,0.39448
2005,1st Quintile,No,0.62011,1210,1961,0.59862,0.64160
2005,2nd Quintile,Yes,0.51739,1109,2064,0.49583,0.53896
2005,2nd Quintile,No,0.47805,955,2064,0.45650,0.49961
2005,3rd Quintile,Yes,0.59484,1317,2094,0.57381,0.61588
2005,3rd Quintile,No,0.40008,777,2094,0.37909,0.42107
2005,4th Quintile,Yes,0.63579,1518,2208,0.61572,0.65587
2005,4th Quintile,No,0.35984,690,2208,0.33981,0.37986
2005,5th Quintile,Yes,0.67965,2163,2841,0.66249,0.69681
2005,5th Quintile,No,0.31673,678,2841,0.29962,0.33384
2006,1st Quintile,Yes,0.34780,770,2083,0.32734,0.36826
2006,1st Quintile,No,0.64253,1313,2083,0.62195,0.66312
2006,2nd Quintile,Yes,0.49147,1183,2218,0.47066,0.51228
2006,2nd Quintile,No,0.50688,1035,2218,0.48607,0.52769
2006,3rd Quintile,Yes,0.59931,1533,2381,0.57963,0.61900
2006,3rd Quintile,No,0.39866,848,2381,0.37899,0.41833
2006,4th Quintile,Yes,0.63749,1726,2491,0.61860,0.65637
2006,4th Quintile,No,0.36153,765,2491,0.34266,0.38040
2006,5th Quintile,Yes,0.67883,2338,3056,0.66227,0.69539
2006,5th Quintile,No,0.31819,718,3056,0.30167,0.33470
2007,1st Quintile,Yes,0.35842,746,1948,0.33712,0.37972
2007,1st Quintile,No,0.63202,1202,1948,0.61060,0.65344
2007,2nd Quintile,Yes,0.51346,1156,2106,0.49211,0.53481
2007,2nd Quintile,No,0.48374,950,2106,0.46239,0.50509
2007,3rd Quintile,Yes,0.61527,1448,2211,0.59499,0.63556
2007,3rd Quintile,No,0.38036,763,2211,0.36012,0.40060
2007,4th Quintile,Yes,0.64834,1637,2328,0.62894,0.66774
2007,4th Quintile,No,0.34779,691,2328,0.32843,0.36714
2007,5th Quintile,Yes,0.69301,2176,2828,0.67601,0.71001
2007,5th Quintile,No,0.30563,652,2828,0.28865,0.32261
2008,1st Quintile,Yes,0.36095,701,1864,0.33914,0.38276
2008,1st Quintile,No,0.63125,1163,1864,0.60934,0.65315
2008,2nd Quintile,Yes,0.53753,1116,1969,0.51550,0.55956
2008,2nd Quintile,No,0.46074,853,1969,0.43872,0.48276
2008,3rd Quintile,Yes,0.59707,1392,2162,0.57639,0.61775
2008,3rd Quintile,No,0.39918,770,2162,0.37853,0.41983
2008,4th Quintile,Yes,0.65788,1491,2112,0.63764,0.67812
2008,4th Quintile,No,0.34137,621,2112,0.32115,0.36160
2008,5th Quintile,Yes,0.71652,2101,2690,0.69949,0.73356
2008,5th Quintile,No,0.28238,589,2690,0.26537,0.29940
2009,1st Quintile,Yes,0.38150,699,1790,0.35900,0.40401
2009,1st Quintile,No,0.61516,1091,1790,0.59262,0.63771
2009,2nd Quintile,Yes,0.53109,1058,1884,0.50855,0.55363
2009,2nd Quintile,No,0.46688,826,1884,0.44435,0.48942
2009,3rd Quintile,Yes,0.62474,1304,1948,0.60323,0.64625
2009,3rd Quintile,No,0.37505,644,1948,0.35355,0.39656
2009,4th Quintile,Yes,0.65944,1469,2060,0.63897,0.67991
2009,4th Quintile,No,0.33909,591,2060,0.31864,0.35954
2009,5th Quintile,Yes,0.72245,1930,2481,0.70483,0.74007
2009,5th Quintile,No,0.27590,551,2481,0.25831,0.29349
2010,1st Quintile,Yes,0.36906,1321,3140,0.35217,0.38594
2010,1st Quintile,No,0.62634,1819,3140,0.60942,0.64327
2010,2nd Quintile,Yes,0.53737,1736,2917,0.51927,0.55546
2010,2nd Quintile,No,0.46195,1181,2917,0.44386,0.48005
2010,3rd Quintile,Yes,0.62715,1759,2555,0.60839,0.64590
2010,3rd Quintile,No,0.37225,796,2555,0.35350,0.39100
2010,4th Quintile,Yes,0.68037,1822,2454,0.66191,0.69882
2010,4th Quintile,No,0.31504,632,2454,0.29665,0.33342
2010,5th Quintile,Yes,0.71719,2112,2709,0.70022,0.73415
2010,5th Quintile,No,0.28143,597,2709,0.26449,0.29836
2011,1st Quintile,Yes,0.36896,1549,3701,0.35341,0.38451
2011,1st Quintile,No,0.62909,2152,3701,0.61353,0.64466
2011,2nd Quintile,Yes,0.54584,2057,3410,0.52913,0.56256
2011,2nd Quintile,No,0.45348,1353,3410,0.43676,0.47019
2011,3rd Quintile,Yes,0.63029,2228,3222,0.61362,0.64696
2011,3rd Quintile,No,0.36841,994,3222,0.35175,0.38507
2011,4th Quintile,Yes,0.67934,2268,3063,0.66281,0.69587
2011,4th Quintile,No,0.32066,795,3063,0.30413,0.33719
2011,5th Quintile,Yes,0.72875,2501,3192,0.71333,0.74418
2011,5th Quintile,No,0.27059,691,3192,0.25518,0.28601
2012,1st Quintile,Yes,0.36208,1499,3595,0.34637,0.37780
2012,1st Quintile,No,0.63496,2096,3595,0.61922,0.65070
2012,2nd Quintile,Yes,0.52239,1954,3308,0.50536,0.53941
2012,2nd Quintile,No,0.47550,1354,3308,0.45848,0.49253
2012,3rd Quintile,Yes,0.62732,2197,3202,0.61057,0.64407
2012,3rd Quintile,No,0.37268,1005,3202,0.35593,0.38943
2012,4th Quintile,Yes,0.68864,2242,3029,0.67215,0.70513
2012,4th Quintile,No,0.31136,787,3029,0.29487,0.32785
2012,5th Quintile,Yes,0.74788,2517,3158,0.73274,0.76303
2012,5th Quintile,No,0.25212,641,3158,0.23697,0.26726
2013,1st Quintile,Yes,0.37010,1649,4239,0.35557,0.38464
2013,1st Quintile,No,0.62975,2590,4239,0.61521,0.64429
2013,2nd Quintile,Yes,0.51992,2137,3856,0.50415,0.53570
2013,2nd Quintile,No,0.47919,1719,3856,0.46342,0.49496
2013,3rd Quintile,Yes,0.64470,2272,3387,0.62858,0.66082
2013,3rd Quintile,No,0.35509,1115,3387,0.33897,0.37121
2013,4th Quintile,Yes,0.69301,2267,3114,0.67681,0.70922
2013,4th Quintile,No,0.30699,847,3114,0.29078,0.32319
2013,5th Quintile,Yes,0.74970,2558,3262,0.73484,0.76457
2013,5th Quintile,No,0.25030,704,3262,0.23543,0.26516
2014,1st Quintile,Yes,0.38559,1373,3451,0.36935,0.40184
2014,1st Quintile,No,0.61216,2078,3451,0.59590,0.62842
2014,2nd Quintile,Yes,0.53315,1867,3311,0.51615,0.55014
2014,2nd Quintile,No,0.46551,1444,3311,0.44852,0.48251
2014,3rd Quintile,Yes,0.66314,2130,3109,0.64653,0.67976
2014,3rd Quintile,No,0.33686,979,3109,0.32024,0.35347
2014,4th Quintile,Yes,0.67842,2144,2926,0.66149,0.69534
2014,4th Quintile,No,0.32102,782,2926,0.30410,0.33794
2014,5th Quintile,Yes,0.74278,2344,3018,0.72719,0.75838
2014,5th Quintile,No,0.25558,674,3018,0.24001,0.27114
2015,1st Quintile,Yes,0.36777,1319,3547,0.35190,0.38364
2015,1st Quintile,No,0.62902,2228,3547,0.61312,0.64492
2015,2nd Quintile,Yes,0.51821,1814,3380,0.50136,0.53506
2015,2nd Quintile,No,0.48098,1566,3380,0.46413,0.49782
2015,3rd Quintile,Yes,0.63773,1933,3016,0.62057,0.65489
2015,3rd Quintile,No,0.36045,1083,3016,0.34332,0.37759
2015,4th Quintile,Yes,0.65558,1989,2829,0.63807,0.67310
2015,4th Quintile,No,0.34328,840,2829,0.32578,0.36078
2015,5th Quintile,Yes,0.74399,2301,2976,0.72831,0.75967
2015,5th Quintile,No,0.25601,675,2976,0.24033,0.27169
2016,1st Quintile,Yes,0.33929,1611,5195,0.32642,0.35217
2016,1st Quintile,No,0.65786,3584,5195,0.64496,0.67076
2016,2nd Quintile,Yes,0.53213,1657,3037,0.51438,0.54988
2016,2nd Quintile,No,0.46757,1380,3037,0.44982,0.48532
2016,3rd Quintile,Yes,0.63283,1766,2741,0.61478,0.65088
2016,3rd Quintile,No,0.36359,975,2741,0.34558,0.38161
2016,4th Quintile,Yes,0.65817,1881,2662,0.64015,0.67619
2016,4th Quintile,No,0.34183,781,2662,0.32381,0.35985
2016,5th Quintile,Yes,0.75545,2153,2755,0.73939,0.77150
2016,5th Quintile,No,0.24455,602,2755,0.22850,0.26061
2017,1st Quintile,Yes,0.34367,1766,5641,0.33127,0.35606
2017,1st Quintile,No,0.65404,3875,5641,0.64162,0.66645
2017,2nd Quintile,Yes,0.51968,1815,3328,0.50270,0.53666
2017,2nd Quintile,No,0.47727,1513,3328,0.46030,0.49424
2017,3rd Quintile,Yes,0.64910,2060,3107,0.63232,0.66589
2017,3rd Quintile,No,0.35090,1047,3107,0.33411,0.36768
2017,4th Quintile,Yes,0.67969,2224,3046,0.66312,0.69627
2017,4th Quintile,No,0.32026,822,3046,0.30369,0.33683
2017,5th Quintile,Yes,0.75167,2411,3095,0.73644,0.76689
2017,5th Quintile,No,0.24833,684,3095,0.23311,0.26356
2018,1st Quintile,Yes,0.35772,1630,5215,0.34471,0.37074
2018,1st Quintile,No,0.63921,3585,5215,0.62617,0.65225
2018,2nd Quintile,Yes,0.51205,1772,3439,0.49534,0.52876
2018,2nd Quintile,No,0.48779,1667,3439,0.47108,0.50450
2018,3rd Quintile,Yes,0.63915,1909,2996,0.62195,0.65635
2018,3rd Quintile,No,0.35716,1087,2996,0.34000,0.37432
2018,4th Quintile,Yes,0.67690,2068,2896,0.65986,0.69393
2018,4th Quintile,No,0.32093,828,2896,0.30393,0.33794
2018,5th Quintile,Yes,0.75216,2313,3013,0.73674,0.76758
2018,5th Quintile,No,0.24636,700,3013,0.23097,0.26175
2019,1st Quintile,Yes,0.31616,1407,4527,0.30261,0.32970
2019,1st Quintile,No,0.55378,3120,4527,0.53930,0.56826
2019,2nd Quintile,Yes,0.48948,1454,2744,0.47077,0.50819
2019,2nd Quintile,No,0.41759,1290,2744,0.39913,0.43604
2019,3rd Quintile,Yes,0.57557,1643,2532,0.55631,0.59482
2019,3rd Quintile,No,0.34156,889,2532,0.32308,0.36003
2019,4th Quintile,Yes,0.64554,1805,2469,0.62667,0.66441
2019,4th Quintile,No,0.27465,664,2469,0.25704,0.29226
2019,5th Quintile,Yes,0.67606,2039,2598,0.65806,0.69406
2019,5th Quintile,No,0.20519,559,2598,0.18965,0.22072
2020,1st Quintile,Yes,0.35557,1811,6082,0.34354,0.36761
2020,1st Quintile,No,0.64309,4271,6082,0.63105,0.65513
2020,2nd Quintile,Yes,0.54563,1740,3500,0.52913,0.56213
2020,2nd Quintile,No,0.45282,1760,3500,0.43632,0.46931
2020,3rd Quintile,Yes,0.66190,1831,2901,0.64468,0.67911
2020,3rd Quintile,No,0.33765,1070,2901,0.32044,0.35487
2020,4th Quintile,Yes,0.69262,2004,2870,0.67573,0.70950
2020,4th Quintile,No,0.30552,866,2870,0.28866,0.32237
2020,5th Quintile,Yes,0.74464,2906,3754,0.73069,0.75859
2020,5th Quintile,No,0.25501,848,3754,0.24106,0.26895
2021,1st Quintile,Yes,0.36620,961,2762,0.34823,0.38417
2021,1st Quintile,No,0.50577,1801,2762,0.48712,0.52442
2021,2nd Quintile,Yes,0.46782,1075,2138,0.44666,0.48897
2021,2nd Quintile,No,0.43318,1063,2138,0.41217,0.45419
2021,3rd Quintile,Yes,0.55913,1155,1878,0.53667,0.58160
2021,3rd Quintile,No,0.34949,723,1878,0.32792,0.37106
2021,4th Quintile,Yes,0.61948,1349,1915,0.59773,0.64123
2021,4th Quintile,No,0.27621,566,1915,0.25618,0.29625
2021,5th Quintile,Yes,0.68638,1875,2444,0.66798,0.70478
2021,5th Quintile,No,0.21727,569,2444,0.20092,0.23362
2022,1st Quintile,Yes,0.45803,2266,5030,0.44426,0.47180
2022,1st Quintile,No,0.53123,2764,5030,0.51743,0.54502
2022,2nd Quintile,Yes,0.53965,2125,4087,0.52437,0.55494
2022,2nd Quintile,No,0.45542,1962,4087,0.44014,0.47069
2022,3rd Quintile,Yes,0.61925,2074,3452,0.60305,0.63545
2022,3rd Quintile,No,0.37863,1378,3452,0.36244,0.39481
2022,4th Quintile,Yes,0.68926,2299,3438,0.67379,0.70474
2022,4th Quintile,No,0.30887,1139,3438,0.29342,0.32431
2022,5th Quintile,Yes,0.74583,2880,3839,0.73205,0.75960
2022,5th Quintile,No,0.25315,959,3839,0.23940,0.26691
