year,bula_h,rentown,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Thuringa,Owner,Yes,0.85317,211,211,0.80530,0.90104
2002,Thuringa,Tenant,Yes,0.25645,67,245,0.20166,0.31124
2002,Thuringa,Tenant,No,0.71018,178,245,0.65326,0.76711
2003,Schleswig-Holstein,Owner,Yes,0.92997,203,203,0.89478,0.96516
2003,Schleswig-Holstein,Tenant,Yes,0.36909,58,151,0.29186,0.44631
2003,Schleswig-Holstein,Tenant,No,0.63091,93,151,0.55369,0.70814
2003,Hamburg,Owner,Yes,0.70106,39,39,0.55550,0.84662
2003,Hamburg,Tenant,No,0.77701,95,95,0.69286,0.86116
2003,Lower Saxony,Owner,Yes,0.95775,550,550,0.94093,0.97458
2003,Lower Saxony,Tenant,Yes,0.44385,186,399,0.39503,0.49266
2003,Lower Saxony,Tenant,No,0.52755,213,399,0.47850,0.57659
2003,Bremen,Owner,Yes,0.84047,38,38,0.72248,0.95846
2003,Bremen,Tenant,No,0.71624,39,39,0.57289,0.85958
2003,North Rhine-Westphalia,Owner,Yes,0.86221,1026,1136,0.84216,0.88226
2003,North Rhine-Westphalia,Owner,No,0.12090,110,1136,0.10193,0.13986
2003,North Rhine-Westphalia,Tenant,Yes,0.34693,497,1318,0.32123,0.37264
2003,North Rhine-Westphalia,Tenant,No,0.61963,821,1318,0.59341,0.64585
2003,Hesse,Owner,Yes,0.88047,360,394,0.84840,0.91254
2003,Hesse,Owner,No,0.11212,34,394,0.08092,0.14331
2003,Hesse,Tenant,Yes,0.33337,160,395,0.28682,0.37992
2003,Hesse,Tenant,No,0.62809,235,395,0.58037,0.67582
2003,"Rhineland-Palatinate, Saarland",Owner,Yes,0.87477,376,420,0.84308,0.90646
2003,"Rhineland-Palatinate, Saarland",Owner,No,0.11620,44,420,0.08552,0.14689
2003,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.41880,133,294,0.36230,0.47529
2003,"Rhineland-Palatinate, Saarland",Tenant,No,0.54888,161,294,0.49190,0.60586
2003,Baden-Wuerttemberg,Owner,Yes,0.79009,588,699,0.75988,0.82031
2003,Baden-Wuerttemberg,Owner,No,0.18966,111,699,0.16057,0.21874
2003,Baden-Wuerttemberg,Tenant,Yes,0.35874,241,659,0.32209,0.39539
2003,Baden-Wuerttemberg,Tenant,No,0.60457,418,659,0.56721,0.64193
2003,Bavaria,Owner,Yes,0.87163,816,908,0.84986,0.89340
2003,Bavaria,Owner,No,0.11905,92,908,0.09798,0.14013
2003,Bavaria,Tenant,Yes,0.37175,299,717,0.33635,0.40715
2003,Bavaria,Tenant,No,0.58906,418,717,0.55303,0.62510
2003,Berlin,Owner,Yes,0.59083,53,53,0.45719,0.72447
2003,Berlin,Tenant,Yes,0.08582,38,396,0.05820,0.11344
2003,Berlin,Tenant,No,0.86321,358,396,0.82933,0.89710
2003,Brandenburg,Owner,Yes,0.93119,188,188,0.89491,0.96747
2003,Brandenburg,Tenant,Yes,0.28410,82,282,0.23137,0.33683
2003,Brandenburg,Tenant,No,0.68267,200,282,0.62825,0.73709
2003,Mecklenburg-Western Pomerania,Owner,Yes,0.85916,100,100,0.79064,0.92768
2003,Mecklenburg-Western Pomerania,Tenant,Yes,0.22400,39,166,0.16038,0.28762
2003,Mecklenburg-Western Pomerania,Tenant,No,0.76203,127,166,0.69705,0.82701
2003,Saxony,Owner,Yes,0.87498,286,286,0.83658,0.91338
2003,Saxony,Tenant,Yes,0.25148,143,507,0.21367,0.28928
2003,Saxony,Tenant,No,0.71275,364,507,0.67333,0.75218
2003,Saxony-Anhalt,Owner,Yes,0.90234,200,200,0.86109,0.94358
2003,Saxony-Anhalt,Tenant,Yes,0.23661,68,262,0.18504,0.28817
2003,Saxony-Anhalt,Tenant,No,0.74035,194,262,0.68716,0.79354
2003,Thuringa,Owner,Yes,0.87556,208,208,0.83059,0.92053
2003,Thuringa,Tenant,Yes,0.28665,72,241,0.22944,0.34386
2003,Thuringa,Tenant,No,0.68629,169,241,0.62759,0.74500
2004,Schleswig-Holstein,Owner,Yes,0.92461,199,199,0.88783,0.96139
2004,Schleswig-Holstein,Tenant,Yes,0.33284,55,148,0.25666,0.40901
2004,Schleswig-Holstein,Tenant,No,0.66716,93,148,0.59099,0.74334
2004,Hamburg,Owner,Yes,0.67418,39,39,0.52517,0.82320
2004,Hamburg,Tenant,Yes,0.20669,31,120,0.13394,0.27945
2004,Hamburg,Tenant,No,0.74857,89,120,0.67063,0.82652
2004,Lower Saxony,Owner,Yes,0.95422,552,552,0.93677,0.97167
2004,Lower Saxony,Tenant,Yes,0.42715,176,388,0.37786,0.47643
2004,Lower Saxony,Tenant,No,0.52140,212,388,0.47163,0.57117
2004,Bremen,Owner,Yes,0.86006,37,37,0.74674,0.97339
2004,Bremen,Tenant,No,0.83903,40,40,0.72369,0.95437
2004,North Rhine-Westphalia,Owner,Yes,0.86197,1008,1114,0.84171,0.88224
2004,North Rhine-Westphalia,Owner,No,0.12179,106,1114,0.10258,0.14100
2004,North Rhine-Westphalia,Tenant,Yes,0.35650,491,1268,0.33013,0.38288
2004,North Rhine-Westphalia,Tenant,No,0.61346,777,1268,0.58665,0.64027
2004,Hesse,Owner,Yes,0.87012,342,376,0.83610,0.90415
2004,Hesse,Owner,No,0.11687,34,376,0.08435,0.14938
2004,Hesse,Tenant,Yes,0.36386,168,389,0.31599,0.41174
2004,Hesse,Tenant,No,0.60717,221,389,0.55858,0.65577
2004,"Rhineland-Palatinate, Saarland",Owner,Yes,0.89048,367,405,0.86002,0.92093
2004,"Rhineland-Palatinate, Saarland",Owner,No,0.09765,38,405,0.06871,0.12660
2004,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.41604,130,288,0.35902,0.47307
2004,"Rhineland-Palatinate, Saarland",Tenant,No,0.54020,158,288,0.48254,0.59786
2004,Baden-Wuerttemberg,Owner,Yes,0.80341,582,682,0.77356,0.83326
2004,Baden-Wuerttemberg,Owner,No,0.17697,100,682,0.14830,0.20563
2004,Baden-Wuerttemberg,Tenant,Yes,0.35495,232,639,0.31782,0.39208
2004,Baden-Wuerttemberg,Tenant,No,0.61111,407,639,0.57328,0.64894
2004,Bavaria,Owner,Yes,0.86133,790,885,0.83854,0.88411
2004,Bavaria,Owner,No,0.13540,95,885,0.11285,0.15796
2004,Bavaria,Tenant,Yes,0.38289,303,692,0.34665,0.41914
2004,Bavaria,Tenant,No,0.55290,389,692,0.51583,0.58997
2004,Berlin,Owner,Yes,0.53997,53,53,0.40450,0.67543
2004,Berlin,Tenant,Yes,0.06568,32,385,0.04090,0.09046
2004,Berlin,Tenant,No,0.88441,353,385,0.85243,0.91639
2004,Brandenburg,Owner,Yes,0.96089,184,184,0.93281,0.98898
2004,Brandenburg,Tenant,Yes,0.30848,87,277,0.25399,0.36297
2004,Brandenburg,Tenant,No,0.64742,190,277,0.59106,0.70379
2004,Mecklenburg-Western Pomerania,Owner,Yes,0.86697,104,104,0.80138,0.93256
2004,Mecklenburg-Western Pomerania,Tenant,Yes,0.20214,36,162,0.14011,0.26417
2004,Mecklenburg-Western Pomerania,Tenant,No,0.78413,126,162,0.72058,0.84768
2004,Saxony,Owner,Yes,0.88756,282,282,0.85062,0.92450
2004,Saxony,Tenant,Yes,0.24046,134,486,0.20242,0.27849
2004,Saxony,Tenant,No,0.71658,352,486,0.67647,0.75669
2004,Saxony-Anhalt,Owner,Yes,0.90529,201,201,0.86471,0.94587
2004,Saxony-Anhalt,Tenant,Yes,0.20925,64,249,0.15862,0.25987
2004,Saxony-Anhalt,Tenant,No,0.75537,185,249,0.70187,0.80888
2004,Thuringa,Owner,Yes,0.87298,207,207,0.82751,0.91846
2004,Thuringa,Tenant,Yes,0.28781,74,240,0.23041,0.34521
2004,Thuringa,Tenant,No,0.67921,166,240,0.62003,0.73839
2005,Schleswig-Holstein,Owner,Yes,0.92984,189,189,0.89333,0.96635
2005,Schleswig-Holstein,Tenant,Yes,0.36298,60,155,0.28704,0.43893
2005,Schleswig-Holstein,Tenant,No,0.63702,95,155,0.56107,0.71296
2005,Hamburg,Owner,Yes,0.71136,35,35,0.55904,0.86367
2005,Hamburg,Tenant,No,0.75726,100,100,0.67280,0.84172
2005,Lower Saxony,Owner,Yes,0.97142,550,550,0.95748,0.98536
2005,Lower Saxony,Tenant,Yes,0.47530,181,376,0.42476,0.52585
2005,Lower Saxony,Tenant,No,0.51962,195,376,0.46905,0.57019
2005,Bremen,Owner,Yes,0.91936,37,37,0.83041,1.00830
2005,Bremen,Tenant,No,0.83105,38,38,0.71031,0.95179
2005,North Rhine-Westphalia,Owner,Yes,0.86228,969,1087,0.84178,0.88277
2005,North Rhine-Westphalia,Owner,No,0.13772,118,1087,0.11723,0.15822
2005,North Rhine-Westphalia,Tenant,Yes,0.35013,490,1270,0.32388,0.37637
2005,North Rhine-Westphalia,Tenant,No,0.64057,780,1270,0.61416,0.66697
2005,Hesse,Owner,Yes,0.88690,337,370,0.85458,0.91921
2005,Hesse,Owner,No,0.11310,33,370,0.08079,0.14542
2005,Hesse,Tenant,Yes,0.35007,158,392,0.30279,0.39736
2005,Hesse,Tenant,No,0.64035,234,392,0.59278,0.68792
2005,"Rhineland-Palatinate, Saarland",Owner,Yes,0.89897,352,385,0.86883,0.92911
2005,"Rhineland-Palatinate, Saarland",Owner,No,0.09250,33,385,0.06352,0.12148
2005,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.42572,122,289,0.36861,0.48282
2005,"Rhineland-Palatinate, Saarland",Tenant,No,0.56026,167,289,0.50293,0.61759
2005,Baden-Wuerttemberg,Owner,Yes,0.81167,565,672,0.78209,0.84125
2005,Baden-Wuerttemberg,Owner,No,0.18833,107,672,0.15875,0.21791
2005,Baden-Wuerttemberg,Tenant,Yes,0.32559,217,649,0.28951,0.36167
2005,Baden-Wuerttemberg,Tenant,No,0.67441,432,649,0.63833,0.71049
2005,Bavaria,Owner,Yes,0.85471,757,855,0.83107,0.87834
2005,Bavaria,Owner,No,0.14529,98,855,0.12166,0.16893
2005,Bavaria,Tenant,Yes,0.40742,302,696,0.37089,0.44395
2005,Bavaria,Tenant,No,0.58102,394,696,0.54434,0.61771
2005,Berlin,Owner,Yes,0.53941,53,53,0.40393,0.67489
2005,Berlin,Tenant,Yes,0.07477,39,379,0.04825,0.10128
2005,Berlin,Tenant,No,0.92177,340,379,0.89470,0.94884
2005,Brandenburg,Owner,Yes,0.96504,175,175,0.93775,0.99233
2005,Brandenburg,Tenant,Yes,0.30763,83,284,0.25386,0.36140
2005,Brandenburg,Tenant,No,0.68964,201,284,0.63574,0.74354
2005,Mecklenburg-Western Pomerania,Owner,Yes,0.83552,106,106,0.76461,0.90642
2005,Mecklenburg-Western Pomerania,Tenant,Yes,0.26180,44,157,0.19281,0.33078
2005,Mecklenburg-Western Pomerania,Tenant,No,0.73389,113,157,0.66454,0.80324
2005,Saxony,Owner,Yes,0.92280,296,296,0.89234,0.95326
2005,Saxony,Tenant,Yes,0.29013,140,485,0.24970,0.33056
2005,Saxony,Tenant,No,0.70470,345,485,0.66405,0.74534
2005,Saxony-Anhalt,Owner,Yes,0.89059,203,203,0.84754,0.93364
2005,Saxony-Anhalt,Tenant,Yes,0.29301,69,248,0.23625,0.34977
2005,Saxony-Anhalt,Tenant,No,0.70699,179,248,0.65023,0.76375
2005,Thuringa,Owner,Yes,0.93873,216,216,0.90667,0.97079
2005,Thuringa,Tenant,Yes,0.29365,75,230,0.23466,0.35264
2005,Thuringa,Tenant,No,0.67540,155,230,0.61476,0.73605
2006,Schleswig-Holstein,Owner,Yes,0.91415,196,196,0.87483,0.95347
2006,Schleswig-Holstein,Tenant,Yes,0.42562,77,174,0.35194,0.49930
2006,Schleswig-Holstein,Tenant,No,0.57438,97,174,0.50070,0.64806
2006,Hamburg,Owner,Yes,0.81508,38,38,0.68998,0.94018
2006,Hamburg,Tenant,No,0.83166,118,118,0.76386,0.89946
2006,Lower Saxony,Owner,Yes,0.94931,606,639,0.93228,0.96633
2006,Lower Saxony,Owner,No,0.05069,33,639,0.03367,0.06772
2006,Lower Saxony,Tenant,Yes,0.47930,212,434,0.43224,0.52635
2006,Lower Saxony,Tenant,No,0.51975,222,434,0.47269,0.56681
2006,Bremen,Owner,Yes,0.87625,33,33,0.76215,0.99034
2006,Bremen,Tenant,No,0.77404,41,41,0.64443,0.90364
2006,North Rhine-Westphalia,Owner,Yes,0.85826,1076,1203,0.83855,0.87798
2006,North Rhine-Westphalia,Owner,No,0.13963,127,1203,0.12004,0.15923
2006,North Rhine-Westphalia,Tenant,Yes,0.33061,496,1330,0.30531,0.35590
2006,North Rhine-Westphalia,Tenant,No,0.66554,834,1330,0.64018,0.69091
2006,Hesse,Owner,Yes,0.87213,384,425,0.84035,0.90392
2006,Hesse,Owner,No,0.12229,41,425,0.09110,0.15347
2006,Hesse,Tenant,Yes,0.35332,176,417,0.30739,0.39926
2006,Hesse,Tenant,No,0.63859,241,417,0.59243,0.68476
2006,"Rhineland-Palatinate, Saarland",Owner,Yes,0.89950,373,408,0.87029,0.92871
2006,"Rhineland-Palatinate, Saarland",Owner,No,0.10050,35,408,0.07129,0.12971
2006,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.46344,143,318,0.40854,0.51833
2006,"Rhineland-Palatinate, Saarland",Tenant,No,0.52801,175,318,0.47305,0.58296
2006,Baden-Wuerttemberg,Owner,Yes,0.79942,652,784,0.77137,0.82747
2006,Baden-Wuerttemberg,Owner,No,0.20001,132,784,0.17199,0.22803
2006,Baden-Wuerttemberg,Tenant,Yes,0.31269,230,685,0.27795,0.34743
2006,Baden-Wuerttemberg,Tenant,No,0.68547,455,685,0.65068,0.72027
2006,Bavaria,Owner,Yes,0.85841,856,970,0.83646,0.88036
2006,Bavaria,Owner,No,0.14058,114,970,0.11869,0.16246
2006,Bavaria,Tenant,Yes,0.38675,323,755,0.35199,0.42151
2006,Bavaria,Tenant,No,0.60742,432,755,0.57256,0.64227
2006,Berlin,Owner,Yes,0.55826,60,60,0.43155,0.68498
2006,Berlin,Tenant,Yes,0.07426,37,396,0.04840,0.10012
2006,Berlin,Tenant,No,0.92280,359,396,0.89648,0.94912
2006,Brandenburg,Owner,Yes,0.95345,207,207,0.92468,0.98222
2006,Brandenburg,Tenant,Yes,0.25324,82,313,0.20498,0.30149
2006,Brandenburg,Tenant,No,0.73877,231,313,0.69002,0.78752
2006,Mecklenburg-Western Pomerania,Owner,Yes,0.89801,127,127,0.84517,0.95085
2006,Mecklenburg-Western Pomerania,Tenant,Yes,0.23925,46,166,0.17415,0.30434
2006,Mecklenburg-Western Pomerania,Tenant,No,0.76075,120,166,0.69566,0.82585
2006,Saxony,Owner,Yes,0.91505,315,315,0.88421,0.94589
2006,Saxony,Tenant,Yes,0.27224,159,531,0.23434,0.31013
2006,Saxony,Tenant,No,0.71397,372,531,0.67550,0.75245
2006,Saxony-Anhalt,Owner,Yes,0.93570,209,209,0.90237,0.96904
2006,Saxony-Anhalt,Tenant,Yes,0.22204,67,268,0.17219,0.27189
2006,Saxony-Anhalt,Tenant,No,0.76908,201,268,0.71853,0.81963
2006,Thuringa,Owner,Yes,0.90688,243,243,0.87027,0.94350
2006,Thuringa,Tenant,Yes,0.32411,89,249,0.26586,0.38236
2006,Thuringa,Tenant,No,0.67115,160,249,0.61268,0.72962
2007,Schleswig-Holstein,Owner,Yes,0.90547,175,175,0.86199,0.94894
2007,Schleswig-Holstein,Tenant,Yes,0.38771,71,168,0.31381,0.46160
2007,Schleswig-Holstein,Tenant,No,0.61229,97,168,0.53840,0.68619
2007,Hamburg,Owner,Yes,0.90255,41,41,0.81064,0.99446
2007,Hamburg,Tenant,No,0.82994,119,119,0.76215,0.89772
2007,Lower Saxony,Owner,Yes,0.94947,564,564,0.93138,0.96757
2007,Lower Saxony,Tenant,Yes,0.50873,222,412,0.46040,0.55707
2007,Lower Saxony,Tenant,No,0.49127,190,412,0.44293,0.53960
2007,Bremen,Owner,Yes,0.81059,31,31,0.67037,0.95081
2007,Bremen,Tenant,No,0.73941,36,36,0.59398,0.88483
2007,North Rhine-Westphalia,Owner,Yes,0.84642,991,1114,0.82524,0.86760
2007,North Rhine-Westphalia,Owner,No,0.15045,123,1114,0.12944,0.17145
2007,North Rhine-Westphalia,Tenant,Yes,0.36606,487,1222,0.33904,0.39308
2007,North Rhine-Westphalia,Tenant,No,0.62788,735,1222,0.60077,0.65500
2007,Hesse,Owner,Yes,0.88706,355,389,0.85556,0.91855
2007,Hesse,Owner,No,0.10915,34,389,0.07812,0.14018
2007,Hesse,Tenant,Yes,0.39411,177,391,0.34561,0.44261
2007,Hesse,Tenant,No,0.58655,214,391,0.53768,0.63543
2007,"Rhineland-Palatinate, Saarland",Owner,Yes,0.88811,343,381,0.85641,0.91980
2007,"Rhineland-Palatinate, Saarland",Owner,No,0.11189,38,381,0.08020,0.14359
2007,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.42970,127,279,0.37151,0.48789
2007,"Rhineland-Palatinate, Saarland",Tenant,No,0.56083,152,279,0.50249,0.61917
2007,Baden-Wuerttemberg,Owner,Yes,0.82852,622,734,0.80123,0.85580
2007,Baden-Wuerttemberg,Owner,No,0.17148,112,734,0.14420,0.19877
2007,Baden-Wuerttemberg,Tenant,Yes,0.31503,218,617,0.27835,0.35172
2007,Baden-Wuerttemberg,Tenant,No,0.68400,399,617,0.64729,0.72072
2007,Bavaria,Owner,Yes,0.86212,820,925,0.83988,0.88435
2007,Bavaria,Owner,No,0.13315,105,925,0.11125,0.15506
2007,Bavaria,Tenant,Yes,0.38799,312,712,0.35217,0.42381
2007,Bavaria,Tenant,No,0.60605,400,712,0.57013,0.64196
2007,Berlin,Owner,Yes,0.59035,64,64,0.46892,0.71179
2007,Berlin,Tenant,Yes,0.09870,43,368,0.06819,0.12922
2007,Berlin,Tenant,No,0.88767,325,368,0.85536,0.91998
2007,Brandenburg,Owner,Yes,0.95819,183,183,0.92911,0.98727
2007,Brandenburg,Tenant,Yes,0.27730,88,298,0.22639,0.32822
2007,Brandenburg,Tenant,No,0.72270,210,298,0.67178,0.77361
2007,Mecklenburg-Western Pomerania,Owner,Yes,0.90373,119,119,0.85051,0.95695
2007,Mecklenburg-Western Pomerania,Tenant,Yes,0.29707,46,154,0.22466,0.36948
2007,Mecklenburg-Western Pomerania,Tenant,No,0.70293,108,154,0.63052,0.77534
2007,Saxony,Owner,Yes,0.91573,298,298,0.88413,0.94732
2007,Saxony,Tenant,Yes,0.28136,149,508,0.24222,0.32050
2007,Saxony,Tenant,No,0.71864,359,508,0.67950,0.75778
2007,Saxony-Anhalt,Owner,Yes,0.92549,202,202,0.88919,0.96180
2007,Saxony-Anhalt,Tenant,Yes,0.23743,67,247,0.18426,0.29061
2007,Saxony-Anhalt,Tenant,No,0.74719,180,247,0.69288,0.80150
2007,Thuringa,Owner,Yes,0.88497,227,227,0.84337,0.92657
2007,Thuringa,Tenant,Yes,0.33245,83,239,0.27260,0.39230
2007,Thuringa,Tenant,No,0.65564,156,239,0.59527,0.71601
2008,Schleswig-Holstein,Owner,Yes,0.91934,163,163,0.87740,0.96127
2008,Schleswig-Holstein,Tenant,Yes,0.40670,63,151,0.32809,0.48531
2008,Schleswig-Holstein,Tenant,No,0.59174,88,151,0.51309,0.67040
2008,Hamburg,Owner,Yes,0.78831,37,37,0.65486,0.92175
2008,Hamburg,Tenant,No,0.83890,114,114,0.77111,0.90668
2008,Lower Saxony,Owner,Yes,0.94527,553,584,0.92681,0.96373
2008,Lower Saxony,Owner,No,0.05473,31,584,0.03627,0.07319
2008,Lower Saxony,Tenant,Yes,0.47825,189,381,0.42803,0.52848
2008,Lower Saxony,Tenant,No,0.52175,192,381,0.47152,0.57197
2008,Bremen,Tenant,No,0.72187,34,34,0.56899,0.87475
2008,North Rhine-Westphalia,Owner,Yes,0.87046,949,1053,0.85016,0.89075
2008,North Rhine-Westphalia,Owner,No,0.12876,104,1053,0.10852,0.14900
2008,North Rhine-Westphalia,Tenant,Yes,0.35351,446,1120,0.32550,0.38152
2008,North Rhine-Westphalia,Tenant,No,0.64149,674,1120,0.61340,0.66959
2008,Hesse,Owner,Yes,0.86346,341,380,0.82889,0.89803
2008,Hesse,Owner,No,0.13654,39,380,0.10197,0.17111
2008,Hesse,Tenant,Yes,0.35753,157,351,0.30732,0.40774
2008,Hesse,Tenant,No,0.62042,194,351,0.56958,0.67126
2008,"Rhineland-Palatinate, Saarland",Owner,Yes,0.90553,325,356,0.87510,0.93596
2008,"Rhineland-Palatinate, Saarland",Owner,No,0.09447,31,356,0.06404,0.12490
2008,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.46483,115,264,0.40455,0.52511
2008,"Rhineland-Palatinate, Saarland",Tenant,No,0.53517,149,264,0.47489,0.59545
2008,Baden-Wuerttemberg,Owner,Yes,0.80811,592,711,0.77915,0.83708
2008,Baden-Wuerttemberg,Owner,No,0.19189,119,711,0.16292,0.22085
2008,Baden-Wuerttemberg,Tenant,Yes,0.35403,215,570,0.31473,0.39332
2008,Baden-Wuerttemberg,Tenant,No,0.64361,355,570,0.60425,0.68296
2008,Bavaria,Owner,Yes,0.87084,779,872,0.84857,0.89311
2008,Bavaria,Owner,No,0.12803,93,872,0.10584,0.15022
2008,Bavaria,Tenant,Yes,0.43836,315,659,0.40045,0.47628
2008,Bavaria,Tenant,No,0.55334,344,659,0.51536,0.59133
2008,Berlin,Owner,Yes,0.53339,59,59,0.40500,0.66178
2008,Berlin,Tenant,Yes,0.09627,39,358,0.06567,0.12686
2008,Berlin,Tenant,No,0.89608,319,358,0.86443,0.92774
2008,Brandenburg,Owner,Yes,0.94814,184,184,0.91602,0.98027
2008,Brandenburg,Tenant,Yes,0.22847,72,275,0.17876,0.27818
2008,Brandenburg,Tenant,No,0.76973,203,275,0.71988,0.81958
2008,Mecklenburg-Western Pomerania,Owner,Yes,0.90555,119,119,0.85278,0.95832
2008,Mecklenburg-Western Pomerania,Tenant,Yes,0.31737,43,149,0.24238,0.39236
2008,Mecklenburg-Western Pomerania,Tenant,No,0.68263,106,149,0.60764,0.75762
2008,Saxony,Owner,Yes,0.90447,282,282,0.87010,0.93884
2008,Saxony,Tenant,Yes,0.30161,145,490,0.26093,0.34229
2008,Saxony,Tenant,No,0.69839,345,490,0.65771,0.73907
2008,Saxony-Anhalt,Owner,Yes,0.96777,197,197,0.94304,0.99249
2008,Saxony-Anhalt,Tenant,Yes,0.18509,57,232,0.13501,0.23517
2008,Saxony-Anhalt,Tenant,No,0.81491,175,232,0.76483,0.86499
2008,Thuringa,Owner,Yes,0.94378,221,221,0.91334,0.97422
2008,Thuringa,Tenant,Yes,0.32516,78,234,0.26501,0.38531
2008,Thuringa,Tenant,No,0.66192,156,234,0.60118,0.72266
2009,Schleswig-Holstein,Owner,Yes,0.88896,150,150,0.83851,0.93940
2009,Schleswig-Holstein,Tenant,Yes,0.35403,50,137,0.27365,0.43440
2009,Schleswig-Holstein,Tenant,No,0.64597,87,137,0.56560,0.72635
2009,Hamburg,Owner,Yes,0.75561,36,36,0.61325,0.89798
2009,Hamburg,Tenant,No,0.81452,103,103,0.73909,0.88996
2009,Lower Saxony,Owner,Yes,0.94715,513,513,0.92777,0.96653
2009,Lower Saxony,Tenant,Yes,0.50338,193,377,0.45284,0.55391
2009,Lower Saxony,Tenant,No,0.49662,184,377,0.44609,0.54716
2009,North Rhine-Westphalia,Owner,Yes,0.86361,881,983,0.84214,0.88507
2009,North Rhine-Westphalia,Owner,No,0.13639,102,983,0.11493,0.15786
2009,North Rhine-Westphalia,Tenant,Yes,0.38644,441,1045,0.35690,0.41598
2009,North Rhine-Westphalia,Tenant,No,0.61323,604,1045,0.58368,0.64277
2009,Hesse,Owner,Yes,0.85136,317,355,0.81430,0.88842
2009,Hesse,Owner,No,0.14864,38,355,0.11158,0.18570
2009,Hesse,Tenant,Yes,0.36962,144,340,0.31824,0.42101
2009,Hesse,Tenant,No,0.61194,196,340,0.56007,0.66382
2009,"Rhineland-Palatinate, Saarland",Owner,Yes,0.91174,311,311,0.88016,0.94332
2009,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.47836,117,245,0.41568,0.54104
2009,"Rhineland-Palatinate, Saarland",Tenant,No,0.52164,128,245,0.45896,0.58432
2009,Baden-Wuerttemberg,Owner,Yes,0.81420,546,646,0.78418,0.84421
2009,Baden-Wuerttemberg,Owner,No,0.18580,100,646,0.15579,0.21582
2009,Baden-Wuerttemberg,Tenant,Yes,0.36583,202,507,0.32386,0.40780
2009,Baden-Wuerttemberg,Tenant,No,0.63417,305,507,0.59220,0.67614
2009,Bavaria,Owner,Yes,0.85343,725,816,0.82914,0.87771
2009,Bavaria,Owner,No,0.14657,91,816,0.12229,0.17086
2009,Bavaria,Tenant,Yes,0.41628,293,637,0.37797,0.45459
2009,Bavaria,Tenant,No,0.58372,344,637,0.54541,0.62203
2009,Berlin,Owner,Yes,0.55878,61,61,0.43314,0.68442
2009,Berlin,Tenant,Yes,0.10300,43,348,0.07102,0.13498
2009,Berlin,Tenant,No,0.89700,305,348,0.86502,0.92898
2009,Brandenburg,Owner,Yes,0.95301,181,181,0.92210,0.98393
2009,Brandenburg,Tenant,Yes,0.26962,78,257,0.21526,0.32398
2009,Brandenburg,Tenant,No,0.70468,179,257,0.64880,0.76057
2009,Mecklenburg-Western Pomerania,Owner,Yes,0.87092,118,118,0.81017,0.93168
2009,Mecklenburg-Western Pomerania,Tenant,Yes,0.31244,44,142,0.23593,0.38894
2009,Mecklenburg-Western Pomerania,Tenant,No,0.68756,98,142,0.61106,0.76407
2009,Saxony,Owner,Yes,0.90520,272,272,0.87032,0.94008
2009,Saxony,Tenant,Yes,0.30680,138,458,0.26452,0.34908
2009,Saxony,Tenant,No,0.69024,320,458,0.64785,0.73264
2009,Saxony-Anhalt,Owner,Yes,0.93841,189,189,0.90404,0.97277
2009,Saxony-Anhalt,Tenant,Yes,0.22450,56,219,0.16911,0.27989
2009,Saxony-Anhalt,Tenant,No,0.77513,163,219,0.71971,0.83055
2009,Thuringa,Owner,Yes,0.93218,210,210,0.89809,0.96627
2009,Thuringa,Tenant,Yes,0.37524,88,222,0.31140,0.43907
2009,Thuringa,Tenant,No,0.62476,134,222,0.56093,0.68860
2010,Schleswig-Holstein,Owner,Yes,0.90494,199,199,0.86409,0.94579
2010,Schleswig-Holstein,Tenant,Yes,0.31641,112,236,0.25695,0.37587
2010,Schleswig-Holstein,Tenant,No,0.68359,124,236,0.62413,0.74305
2010,Hamburg,Owner,Yes,0.74772,48,48,0.62355,0.87189
2010,Hamburg,Tenant,Yes,0.18510,49,183,0.12867,0.24153
2010,Hamburg,Tenant,No,0.81318,134,183,0.75655,0.86981
2010,Lower Saxony,Owner,Yes,0.95474,635,635,0.93856,0.97092
2010,Lower Saxony,Tenant,Yes,0.50277,346,600,0.46273,0.54281
2010,Lower Saxony,Tenant,No,0.49723,254,600,0.45719,0.53727
2010,Bremen,Owner,Yes,0.77340,33,33,0.62835,0.91845
2010,Bremen,Tenant,No,0.78988,47,47,0.67215,0.90761
2010,North Rhine-Westphalia,Owner,Yes,0.86775,1113,1235,0.84885,0.88665
2010,North Rhine-Westphalia,Owner,No,0.13225,122,1235,0.11335,0.15115
2010,North Rhine-Westphalia,Tenant,Yes,0.36734,649,1575,0.34352,0.39115
2010,North Rhine-Westphalia,Tenant,No,0.62642,926,1575,0.60253,0.65032
2010,Hesse,Owner,Yes,0.85603,383,431,0.82285,0.88921
2010,Hesse,Owner,No,0.14397,48,431,0.11079,0.17715
2010,Hesse,Tenant,Yes,0.40311,244,532,0.36139,0.44484
2010,Hesse,Tenant,No,0.58323,288,532,0.54130,0.62517
