"pgoeffd","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"ja","1984","(Fach-)Abitur","117","0.30213331489811","0.260171456277943","0.344095173518276"
"ja","1984","(noch) kein Abschluss","63","0.112561033873448","0.0886649497641391","0.136457117982757"
"ja","1984","AkademikerInnen","307","0.507137805688325","0.467784792328847","0.546490819047803"
"ja","1984","Hauptschulabschluss","667","0.185512630097413","0.173696180762831","0.197329079431995"
"ja","1984","Realschulabschluss","344","0.296763332150967","0.27058686495729","0.322939799344644"
"nein","1984","(Fach-)Abitur","343","0.69786668510189","0.655904826481724","0.739828543722057"
"nein","1984","(noch) kein Abschluss","609","0.887438966126552","0.863542882017243","0.911335050235861"
"nein","1984","AkademikerInnen","313","0.492862194311675","0.453509180952197","0.532215207671153"
"nein","1984","Hauptschulabschluss","3490","0.814487369902587","0.802670920568005","0.826303819237169"
"nein","1984","Realschulabschluss","826","0.703236667849033","0.677060200655356","0.72941313504271"
"ja","1985","(Fach-)Abitur","97","0.31263545114791","0.265779274876912","0.359491627418908"
"ja","1985","(noch) kein Abschluss","47","0.101759484857123","0.0754689146926268","0.12805005502162"
"ja","1985","AkademikerInnen","283","0.502813574252096","0.461767295376863","0.543859853127329"
"ja","1985","Hauptschulabschluss","606","0.197041307062968","0.183938278070686","0.21014433605525"
"ja","1985","Realschulabschluss","330","0.301839013522518","0.274536750066754","0.329141276978282"
"nein","1985","(Fach-)Abitur","279","0.68736454885209","0.640508372581092","0.734220725123088"
"nein","1985","(noch) kein Abschluss","461","0.898240515142877","0.87194994497838","0.924531085307373"
"nein","1985","AkademikerInnen","287","0.497186425747904","0.456140146872671","0.538232704623137"
"nein","1985","Hauptschulabschluss","2934","0.802958692937032","0.78985566394475","0.816061721929314"
"nein","1985","Realschulabschluss","756","0.698160986477482","0.670858723021718","0.725463249933246"
"ja","1986","(Fach-)Abitur","98","0.322303611574282","0.274746955714746","0.369860267433819"
"ja","1986","(noch) kein Abschluss","43","0.117267883166067","0.0870330574606856","0.147502708871448"
"ja","1986","AkademikerInnen","273","0.499255924806858","0.457582897672743","0.540928951940973"
"ja","1986","Hauptschulabschluss","561","0.200930173126411","0.187279658039763","0.214580688213058"
"ja","1986","Realschulabschluss","320","0.303341634171802","0.275321916110394","0.331361352233211"
"nein","1986","(Fach-)Abitur","273","0.677696388425718","0.630139732566181","0.725253044285254"
"nein","1986","(noch) kein Abschluss","392","0.882732116833933","0.852497291128552","0.912966942539314"
"nein","1986","AkademikerInnen","280","0.500744075193142","0.459071048059027","0.542417102327257"
"nein","1986","Hauptschulabschluss","2749","0.799069826873589","0.785419311786942","0.812720341960237"
"nein","1986","Realschulabschluss","714","0.696658365828198","0.668638647766789","0.724678083889606"
"ja","1987","(Fach-)Abitur","107","0.337306247287043","0.290383393423478","0.384229101150609"
"ja","1987","(noch) kein Abschluss","41","0.107806296622564","0.0785946671391701","0.137017926105957"
"ja","1987","AkademikerInnen","267","0.485738015595377","0.444119511476999","0.527356519713756"
"ja","1987","Hauptschulabschluss","557","0.196208462681943","0.182716130828014","0.209700794535873"
"ja","1987","Realschulabschluss","335","0.312974533711941","0.285177391003175","0.340771676420707"
"nein","1987","(Fach-)Abitur","283","0.662693752712957","0.615770898849391","0.709616606576522"
"nein","1987","(noch) kein Abschluss","392","0.892193703377436","0.862982073894043","0.92140533286083"
"nein","1987","AkademikerInnen","287","0.514261984404622","0.472643480286244","0.555880488523001"
"nein","1987","Hauptschulabschluss","2771","0.803791537318057","0.790299205464127","0.817283869171986"
"nein","1987","Realschulabschluss","734","0.687025466288059","0.659228323579293","0.714822608996825"
"ja","1988","(Fach-)Abitur","103","0.323518097850357","0.276481741260167","0.370554454440547"
"ja","1988","(noch) kein Abschluss","39","0.0810066196374032","0.0542682734590509","0.107744965815756"
"ja","1988","AkademikerInnen","247","0.466535059749253","0.424340541521066","0.508729577977439"
"ja","1988","Hauptschulabschluss","528","0.196023477640261","0.182354019036293","0.209692936244229"
"ja","1988","Realschulabschluss","320","0.301933268097956","0.274463677646992","0.32940285854892"
"nein","1988","(Fach-)Abitur","277","0.676481902149643","0.629445545559453","0.723518258739833"
"nein","1988","(noch) kein Abschluss","361","0.918993380362597","0.892255034184244","0.945731726540949"
"nein","1988","AkademikerInnen","290","0.533464940250747","0.491270422022561","0.575659458478934"
"nein","1988","Hauptschulabschluss","2712","0.803976522359739","0.790307063755771","0.817645980963707"
"nein","1988","Realschulabschluss","753","0.698066731902044","0.67059714145108","0.725536322353008"
"ja","1989","(Fach-)Abitur","102","0.284173018063351","0.241243045118072","0.32710299100863"
"ja","1989","(noch) kein Abschluss","45","0.106988648089077","0.0767353139238609","0.137241982254294"
"ja","1989","AkademikerInnen","243","0.451427236954337","0.40991371767376","0.492940756234914"
"ja","1989","Hauptschulabschluss","527","0.192367793274389","0.178824873277102","0.205910713271675"
"ja","1989","Realschulabschluss","325","0.299598358964927","0.272552511997841","0.326644205932013"
"nein","1989","(Fach-)Abitur","322","0.715826981936649","0.67289700899137","0.758756954881928"
"nein","1989","(noch) kein Abschluss","356","0.893011351910923","0.862758017745706","0.923264686076139"
"nein","1989","AkademikerInnen","309","0.548572763045663","0.507059243765086","0.59008628232624"
"nein","1989","Hauptschulabschluss","2727","0.807632206725611","0.794089286728325","0.821175126722898"
"nein","1989","Realschulabschluss","777","0.700401641035073","0.673355794067987","0.727447488002159"
"ja","1990","(Fach-)Abitur","131","0.290426764286961","0.250067161106771","0.330786367467151"
"ja","1990","(noch) kein Abschluss","41","0.105459173869644","0.0746988453372829","0.136219502402004"
"ja","1990","AkademikerInnen","652","0.464279723036493","0.437928682155655","0.490630763917331"
"ja","1990","Hauptschulabschluss","785","0.206280902275979","0.194017273298025","0.218544531253934"
"ja","1990","Realschulabschluss","706","0.297522343028383","0.279296575925211","0.315748110131555"
"nein","1990","(Fach-)Abitur","355","0.709573235713039","0.669213632532849","0.749932838893229"
"nein","1990","(noch) kein Abschluss","342","0.894540826130356","0.863780497597996","0.925301154662717"
"nein","1990","AkademikerInnen","724","0.535720276963507","0.509369236082669","0.562071317844345"
"nein","1990","Hauptschulabschluss","3397","0.793719097724021","0.781455468746066","0.805982726701975"
"nein","1990","Realschulabschluss","1711","0.702477656971617","0.684251889868445","0.720703424074789"
"ja","1991","(Fach-)Abitur","139","0.284435624201084","0.245990912807518","0.322880335594651"
"ja","1991","(noch) kein Abschluss","51","0.139369591055976","0.105764090712621","0.17297509139933"
"ja","1991","AkademikerInnen","602","0.449338040667855","0.422534183166893","0.476141898168816"
"ja","1991","Hauptschulabschluss","718","0.205174488463084","0.192619054203818","0.21772992272235"
"ja","1991","Realschulabschluss","658","0.287020161000386","0.268536644128646","0.305503677872126"
"nein","1991","(Fach-)Abitur","390","0.715564375798916","0.677119664405349","0.754009087192482"
"nein","1991","(noch) kein Abschluss","357","0.860630408944024","0.82702490860067","0.894235909287379"
"nein","1991","AkademikerInnen","721","0.550661959332145","0.523858101831184","0.577465816833107"
"nein","1991","Hauptschulabschluss","3256","0.794825511536916","0.78227007727765","0.807380945796182"
"nein","1991","Realschulabschluss","1643","0.712979838999614","0.694496322127874","0.731463355871354"
"ja","1992","(Fach-)Abitur","151","0.34136915212116","0.30021665686579","0.382521647376529"
"ja","1992","(noch) kein Abschluss","50","0.171414277700111","0.132375267591049","0.210453287809173"
"ja","1992","AkademikerInnen","583","0.4613647526453","0.43367411183826","0.48905539345234"
"ja","1992","Hauptschulabschluss","676","0.204634058546735","0.191462773344727","0.217805343748742"
"ja","1992","Realschulabschluss","667","0.308731827705651","0.289227165360379","0.328236490050923"
"nein","1992","(Fach-)Abitur","359","0.65863084787884","0.617478352623471","0.69978334313421"
"nein","1992","(noch) kein Abschluss","308","0.828585722299889","0.789546712190827","0.867624732408951"
