"pgoeffd","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"ja","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"ja","1986","35-65 Jahre alt","kein Migrationshintergrund","693","0.301433028252561","0.282564267843141","0.320301788661981"
"ja","1986","35-65 Jahre alt","direkter Migrationshintergrund","126","0.15383464885466","0.132619515660066","0.175049782049253"
"ja","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"ja","1986","66 und älter","kein Migrationshintergrund","","","",""
"ja","1986","66 und älter","direkter Migrationshintergrund","","","",""
"ja","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"nein","1986","16-34 Jahre alt","kein Migrationshintergrund","1264","0.752191400795851","0.731607527155594","0.772775274436107"
"nein","1986","16-34 Jahre alt","direkter Migrationshintergrund","555","0.901509557687762","0.877686743319933","0.92533237205559"
"nein","1986","16-34 Jahre alt","indirekter Migrationshintergrund","52","0.649621695018186","0.53086691210319","0.768376477933181"
"nein","1986","35-65 Jahre alt","kein Migrationshintergrund","1579","0.698566971747439","0.679698211338019","0.717435732156859"
"nein","1986","35-65 Jahre alt","direkter Migrationshintergrund","985","0.846165351145341","0.824950217950748","0.867380484339934"
"nein","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"nein","1986","66 und älter","kein Migrationshintergrund","","","",""
"nein","1986","66 und älter","direkter Migrationshintergrund","","","",""
"nein","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"ja","1987","16-34 Jahre alt","kein Migrationshintergrund","429","0.250949731644775","0.230671284972404","0.271228178317146"
"ja","1987","16-34 Jahre alt","direkter Migrationshintergrund","55","0.109230310537103","0.0846175793475422","0.133843041726664"
"ja","1987","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"ja","1987","35-65 Jahre alt","kein Migrationshintergrund","690","0.297697053731736","0.278907913664856","0.316486193798617"
"ja","1987","35-65 Jahre alt","direkter Migrationshintergrund","131","0.158118687733542","0.136596788698379","0.179640586768706"
"ja","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"ja","1987","66 und älter","kein Migrationshintergrund","","","",""
"ja","1987","66 und älter","direkter Migrationshintergrund","","","",""
"ja","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"nein","1987","16-34 Jahre alt","kein Migrationshintergrund","1327","0.749050268355225","0.728771821682854","0.769328715027596"
"nein","1987","16-34 Jahre alt","direkter Migrationshintergrund","562","0.890769689462897","0.866156958273336","0.915382420652458"
"nein","1987","16-34 Jahre alt","indirekter Migrationshintergrund","55","0.802967355820682","0.706271146255261","0.899663565386102"
"nein","1987","35-65 Jahre alt","kein Migrationshintergrund","1585","0.702302946268264","0.683513806201383","0.721092086335145"
"nein","1987","35-65 Jahre alt","direkter Migrationshintergrund","973","0.841881312266458","0.820359413231294","0.863403211301621"
"nein","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"nein","1987","66 und älter","kein Migrationshintergrund","","","",""
"nein","1987","66 und älter","direkter Migrationshintergrund","","","",""
"nein","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"ja","1988","16-34 Jahre alt","kein Migrationshintergrund","388","0.234029605765707","0.213843798086731","0.254215413444683"
"ja","1988","16-34 Jahre alt","direkter Migrationshintergrund","49","0.0971177922301027","0.0740131972731005","0.120222387187105"
"ja","1988","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"ja","1988","35-65 Jahre alt","kein Migrationshintergrund","675","0.302078326252162","0.283042468398055","0.321114184106268"
"ja","1988","35-65 Jahre alt","direkter Migrationshintergrund","127","0.163165920757559","0.140643128621802","0.185688712893315"
"ja","1988","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"ja","1988","66 und älter","kein Migrationshintergrund","","","",""
"ja","1988","66 und älter","direkter Migrationshintergrund","","","",""
"ja","1988","66 und älter","indirekter Migrationshintergrund","","","",""
"nein","1988","16-34 Jahre alt","kein Migrationshintergrund","1302","0.765970394234293","0.745784586555317","0.786156201913269"
"nein","1988","16-34 Jahre alt","direkter Migrationshintergrund","582","0.902882207769897","0.879777612812895","0.925986802726899"
"nein","1988","16-34 Jahre alt","indirekter Migrationshintergrund","86","0.937350532703804","0.889125566668799","0.985575498738808"
"nein","1988","35-65 Jahre alt","kein Migrationshintergrund","1560","0.697921673747838","0.678885815893732","0.716957531601945"
"nein","1988","35-65 Jahre alt","direkter Migrationshintergrund","907","0.836834079242441","0.814311287106685","0.859356871378198"
"nein","1988","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"nein","1988","66 und älter","kein Migrationshintergrund","","","",""
"nein","1988","66 und älter","direkter Migrationshintergrund","","","",""
"nein","1988","66 und älter","indirekter Migrationshintergrund","","","",""
"ja","1989","16-34 Jahre alt","kein Migrationshintergrund","403","0.221403638756589","0.202276175976475","0.240531101536703"
"ja","1989","16-34 Jahre alt","direkter Migrationshintergrund","60","0.152610277654415","0.124484680207033","0.180735875101797"
"ja","1989","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"ja","1989","35-65 Jahre alt","kein Migrationshintergrund","643","0.29459418808401","0.27546256296748","0.31372581320054"
"ja","1989","35-65 Jahre alt","direkter Migrationshintergrund","128","0.172713185418257","0.149871348872449","0.195555021964066"
"ja","1989","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"ja","1989","66 und älter","kein Migrationshintergrund","","","",""
"ja","1989","66 und älter","direkter Migrationshintergrund","","","",""
"ja","1989","66 und älter","indirekter Migrationshintergrund","","","",""
"nein","1989","16-34 Jahre alt","kein Migrationshintergrund","1407","0.778596361243411","0.759468898463297","0.797723824023526"
"nein","1989","16-34 Jahre alt","direkter Migrationshintergrund","568","0.847389722345585","0.819264124898203","0.875515319792967"
"nein","1989","16-34 Jahre alt","indirekter Migrationshintergrund","104","0.917656218146082","0.867846902974812","0.967465533317353"
"nein","1989","35-65 Jahre alt","kein Migrationshintergrund","1538","0.70540581191599","0.68627418679946","0.72453743703252"
"nein","1989","35-65 Jahre alt","direkter Migrationshintergrund","924","0.827286814581743","0.804444978035934","0.850128651127551"
"nein","1989","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"nein","1989","66 und älter","kein Migrationshintergrund","","","",""
"nein","1989","66 und älter","direkter Migrationshintergrund","","","",""
"nein","1989","66 und älter","indirekter Migrationshintergrund","","","",""
"ja","1990","16-34 Jahre alt","kein Migrationshintergrund","847","0.252993883474609","0.237611008755496","0.268376758193721"
"ja","1990","16-34 Jahre alt","direkter Migrationshintergrund","67","0.138904829991141","0.111208710128176","0.166600949854105"
"ja","1990","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"ja","1990","35-65 Jahre alt","kein Migrationshintergrund","1251","0.307855712297343","0.293514743770994","0.322196680823692"
"ja","1990","35-65 Jahre alt","direkter Migrationshintergrund","144","0.184397598408342","0.16162448684003","0.207170709976655"
"ja","1990","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"ja","1990","66 und älter","kein Migrationshintergrund","","","",""
"ja","1990","66 und älter","direkter Migrationshintergrund","","","",""
"ja","1990","66 und älter","indirekter Migrationshintergrund","","","",""
"nein","1990","16-34 Jahre alt","kein Migrationshintergrund","2221","0.747006116525391","0.731623241806279","0.762388991244504"
"nein","1990","16-34 Jahre alt","direkter Migrationshintergrund","532","0.861095170008859","0.833399050145895","0.888791289871824"
"nein","1990","16-34 Jahre alt","indirekter Migrationshintergrund","126","0.920295346188355","0.875749278600581","0.964841413776129"
"nein","1990","35-65 Jahre alt","kein Migrationshintergrund","2729","0.692144287702657","0.677803319176308","0.706485256229006"
"nein","1990","35-65 Jahre alt","direkter Migrationshintergrund","970","0.815602401591658","0.792829290023345","0.83837551315997"
"nein","1990","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"nein","1990","66 und älter","kein Migrationshintergrund","40","0.849441922696443","0.74827318113672","0.950610664256167"
"nein","1990","66 und älter","direkter Migrationshintergrund","","","",""
"nein","1990","66 und älter","indirekter Migrationshintergrund","","","",""
"ja","1991","16-34 Jahre alt","kein Migrationshintergrund","799","0.263232874996837","0.247168646155659","0.279297103838014"
"ja","1991","16-34 Jahre alt","direkter Migrationshintergrund","68","0.147930401469638","0.119355351577014","0.176505451362261"
"ja","1991","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"ja","1991","35-65 Jahre alt","kein Migrationshintergrund","1145","0.299072745681326","0.284551691218444","0.313593800144208"
"ja","1991","35-65 Jahre alt","direkter Migrationshintergrund","154","0.170004000549911","0.148141031802392","0.19186696929743"
"ja","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"ja","1991","66 und älter","kein Migrationshintergrund","","","",""
"ja","1991","66 und älter","direkter Migrationshintergrund","","","",""
"ja","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"nein","1991","16-34 Jahre alt","kein Migrationshintergrund","2088","0.736767125003163","0.720702896161985","0.752831353844341"
"nein","1991","16-34 Jahre alt","direkter Migrationshintergrund","525","0.852069598530362","0.823494548637739","0.880644648422986"
"nein","1991","16-34 Jahre alt","indirekter Migrationshintergrund","168","0.904015233753778","0.862348783085087","0.945681684422469"
"nein","1991","35-65 Jahre alt","kein Migrationshintergrund","2674","0.700927254318674","0.686406199855792","0.715448308781556"
"nein","1991","35-65 Jahre alt","direkter Migrationshintergrund","980","0.829995999450089","0.808133030702569","0.851858968197608"
"nein","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"nein","1991","66 und älter","kein Migrationshintergrund","32","0.927930874899097","0.842257375495904","1.01360437430229"
"nein","1991","66 und älter","direkter Migrationshintergrund","","","",""
"nein","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"ja","1992","16-34 Jahre alt","kein Migrationshintergrund","757","0.276559497097763","0.2593563535006","0.293762640694926"
"ja","1992","16-34 Jahre alt","direkter Migrationshintergrund","65","0.173042863248436","0.141341876988775","0.204743849508096"
"ja","1992","16-34 Jahre alt","indirekter Migrationshintergrund","33","0.166926722754764","0.116126285119886","0.217727160389642"
"ja","1992","35-65 Jahre alt","kein Migrationshintergrund","1147","0.31258606775925","0.297426950908515","0.327745184609984"
"ja","1992","35-65 Jahre alt","direkter Migrationshintergrund","148","0.181086639478823","0.157659913520461","0.204513365437185"
"ja","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"ja","1992","66 und älter","kein Migrationshintergrund","","","",""
"ja","1992","66 und älter","direkter Migrationshintergrund","","","",""
"ja","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"nein","1992","16-34 Jahre alt","kein Migrationshintergrund","1840","0.723440502902237","0.706237359305074","0.7406436464994"
"nein","1992","16-34 Jahre alt","direkter Migrationshintergrund","482","0.826957136751564","0.795256150491904","0.858658123011225"
"nein","1992","16-34 Jahre alt","indirekter Migrationshintergrund","174","0.833073277245236","0.782272839610358","0.883873714880114"
"nein","1992","35-65 Jahre alt","kein Migrationshintergrund","2445","0.68741393224075","0.672254815390016","0.702573049091485"
"nein","1992","35-65 Jahre alt","direkter Migrationshintergrund","890","0.818913360521177","0.795486634562815","0.842340086479539"
"nein","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"nein","1992","66 und älter","kein Migrationshintergrund","","","",""
"nein","1992","66 und älter","direkter Migrationshintergrund","","","",""
"nein","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"ja","1993","16-34 Jahre alt","kein Migrationshintergrund","729","0.266198492872797","0.248993630415475","0.28340335533012"
"ja","1993","16-34 Jahre alt","direkter Migrationshintergrund","55","0.157200238237399","0.126211852150114","0.188188624324684"
"ja","1993","16-34 Jahre alt","indirekter Migrationshintergrund","39","0.152361370207684","0.109336110623735","0.195386629791632"
"ja","1993","35-65 Jahre alt","kein Migrationshintergrund","1096","0.30484409384642","0.289601950440305","0.320086237252536"
"ja","1993","35-65 Jahre alt","direkter Migrationshintergrund","140","0.179184069850293","0.155294788775057","0.203073350925529"
"ja","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"ja","1993","66 und älter","kein Migrationshintergrund","","","",""
"ja","1993","66 und älter","direkter Migrationshintergrund","","","",""
"ja","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"nein","1993","16-34 Jahre alt","kein Migrationshintergrund","1806","0.733801507127202","0.71659664466988","0.751006369584525"
"nein","1993","16-34 Jahre alt","direkter Migrationshintergrund","475","0.842799761762601","0.811811375675316","0.873788147849886"
"nein","1993","16-34 Jahre alt","indirekter Migrationshintergrund","229","0.847638629792316","0.804613370208368","0.890663889376265"
"nein","1993","35-65 Jahre alt","kein Migrationshintergrund","2408","0.695155906153579","0.679913762747464","0.710398049559695"
"nein","1993","35-65 Jahre alt","direkter Migrationshintergrund","850","0.820815930149707","0.796926649074471","0.844705211224943"
"nein","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"nein","1993","66 und älter","kein Migrationshintergrund","","","",""
"nein","1993","66 und älter","direkter Migrationshintergrund","","","",""
"nein","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"ja","1994","16-34 Jahre alt","kein Migrationshintergrund","655","0.266102663535391","0.248273360927717","0.283931966143065"
"ja","1994","16-34 Jahre alt","direkter Migrationshintergrund","46","0.185281078555118","0.149463327796773","0.221098829313462"
"ja","1994","16-34 Jahre alt","indirekter Migrationshintergrund","46","0.234041774756656","0.183160673068704","0.284922876444608"
"ja","1994","35-65 Jahre alt","kein Migrationshintergrund","1080","0.310858851237095","0.295287443309434","0.326430259164756"
"ja","1994","35-65 Jahre alt","direkter Migrationshintergrund","124","0.156480196802298","0.132476170817433","0.180484222787164"
"ja","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"ja","1994","66 und älter","kein Migrationshintergrund","","","",""
"ja","1994","66 und älter","direkter Migrationshintergrund","","","",""
"ja","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"nein","1994","16-34 Jahre alt","kein Migrationshintergrund","1705","0.733897336464609","0.716068033856935","0.751726639072283"
"nein","1994","16-34 Jahre alt","direkter Migrationshintergrund","406","0.814718921444882","0.778901170686538","0.850536672203227"
"nein","1994","16-34 Jahre alt","indirekter Migrationshintergrund","220","0.765958225243344","0.715077123555392","0.816839326931296"
"nein","1994","35-65 Jahre alt","kein Migrationshintergrund","2314","0.689141148762905","0.673569740835244","0.704712556690566"
"nein","1994","35-65 Jahre alt","direkter Migrationshintergrund","756","0.843519803197702","0.819515777212836","0.867523829182567"
"nein","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"nein","1994","66 und älter","kein Migrationshintergrund","","","",""
"nein","1994","66 und älter","direkter Migrationshintergrund","","","",""
"nein","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"ja","1995","16-34 Jahre alt","kein Migrationshintergrund","641","0.253478850510599","0.236200967430334","0.270756733590864"
"ja","1995","16-34 Jahre alt","direkter Migrationshintergrund","69","0.178891388974999","0.147344859883536","0.210437918066462"
"ja","1995","16-34 Jahre alt","indirekter Migrationshintergrund","41","0.16477794659382","0.122080725349867","0.207475167837773"
"ja","1995","35-65 Jahre alt","kein Migrationshintergrund","1096","0.310327309645701","0.295057330294229","0.325597288997172"
"ja","1995","35-65 Jahre alt","direkter Migrationshintergrund","158","0.195786372233521","0.171043702256321","0.220529042210721"
"ja","1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"ja","1995","66 und älter","kein Migrationshintergrund","","","",""
"ja","1995","66 und älter","direkter Migrationshintergrund","","","",""
"ja","1995","66 und älter","indirekter Migrationshintergrund","","","",""
"nein","1995","16-34 Jahre alt","kein Migrationshintergrund","1794","0.746521149489401","0.729243266409136","0.763799032569666"
"nein","1995","16-34 Jahre alt","direkter Migrationshintergrund","498","0.821108611025001","0.789562081933538","0.852655140116464"
"nein","1995","16-34 Jahre alt","indirekter Migrationshintergrund","249","0.83522205340618","0.792524832162227","0.877919274650133"
"nein","1995","35-65 Jahre alt","kein Migrationshintergrund","2430","0.689672690354299","0.674402711002828","0.704942669705771"
"nein","1995","35-65 Jahre alt","direkter Migrationshintergrund","830","0.804213627766479","0.779470957789279","0.828956297743679"
"nein","1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"nein","1995","66 und älter","kein Migrationshintergrund","","","",""
"nein","1995","66 und älter","direkter Migrationshintergrund","","","",""
"nein","1995","66 und älter","indirekter Migrationshintergrund","","","",""
"ja","1996","16-34 Jahre alt","kein Migrationshintergrund","585","0.261722025593833","0.243563088007098","0.279880963180568"
"ja","1996","16-34 Jahre alt","direkter Migrationshintergrund","74","0.182193491681827","0.147804683794845","0.21658229956881"
"ja","1996","16-34 Jahre alt","indirekter Migrationshintergrund","33","0.127988034500669","0.0891341157231665","0.166841953278171"
"ja","1996","35-65 Jahre alt","kein Migrationshintergrund","1082","0.308813801416224","0.293461737982118","0.324165864850329"
"ja","1996","35-65 Jahre alt","direkter Migrationshintergrund","137","0.182370008053741","0.157349699597766","0.207390316509715"
"ja","1996","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"ja","1996","66 und älter","kein Migrationshintergrund","","","",""
"ja","1996","66 und älter","direkter Migrationshintergrund","","","",""
"ja","1996","66 und älter","indirekter Migrationshintergrund","","","",""
"nein","1996","16-34 Jahre alt","kein Migrationshintergrund","1666","0.738277974406167","0.720119036819432","0.756436911992902"
"nein","1996","16-34 Jahre alt","direkter Migrationshintergrund","410","0.817806508318173","0.78341770043119","0.852195316205156"
"nein","1996","16-34 Jahre alt","indirekter Migrationshintergrund","251","0.872011965499331","0.833158046721829","0.910865884276833"
"nein","1996","35-65 Jahre alt","kein Migrationshintergrund","2397","0.691186198583776","0.675834135149671","0.706538262017882"
"nein","1996","35-65 Jahre alt","direkter Migrationshintergrund","778","0.817629991946259","0.792609683490285","0.842650300402234"
"nein","1996","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"nein","1996","66 und älter","kein Migrationshintergrund","","","",""
"nein","1996","66 und älter","direkter Migrationshintergrund","","","",""
"nein","1996","66 und älter","indirekter Migrationshintergrund","","","",""
"ja","1997","16-34 Jahre alt","kein Migrationshintergrund","575","0.256073907635853","0.237926122705899","0.274221692565807"
"ja","1997","16-34 Jahre alt","direkter Migrationshintergrund","64","0.15944930813416","0.125810882054463","0.193087734213857"
"ja","1997","16-34 Jahre alt","indirekter Migrationshintergrund","47","0.20394854226829","0.160074620182574","0.247822464354005"
"ja","1997","35-65 Jahre alt","kein Migrationshintergrund","1059","0.299226700489509","0.283970856587708","0.314482544391311"
"ja","1997","35-65 Jahre alt","direkter Migrationshintergrund","141","0.214398230195215","0.187001023721914","0.241795436668515"
"ja","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"ja","1997","66 und älter","kein Migrationshintergrund","","","",""
"ja","1997","66 und älter","direkter Migrationshintergrund","","","",""
"ja","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"nein","1997","16-34 Jahre alt","kein Migrationshintergrund","1647","0.743926092364147","0.725778307434193","0.762073877294101"
"nein","1997","16-34 Jahre alt","direkter Migrationshintergrund","391","0.84055069186584","0.806912265786143","0.874189117945537"
"nein","1997","16-34 Jahre alt","indirekter Migrationshintergrund","277","0.79605145773171","0.752177535645995","0.839925379817426"
"nein","1997","35-65 Jahre alt","kein Migrationshintergrund","2402","0.700773299510491","0.685517455608689","0.716029143412292"
"nein","1997","35-65 Jahre alt","direkter Migrationshintergrund","721","0.785601769804785","0.758204563331485","0.812998976278086"
"nein","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"nein","1997","66 und älter","kein Migrationshintergrund","","","",""
"nein","1997","66 und älter","direkter Migrationshintergrund","","","",""
"nein","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"ja","1998","16-34 Jahre alt","kein Migrationshintergrund","588","0.257582496157355","0.240076116243158","0.275088876071552"
"ja","1998","16-34 Jahre alt","direkter Migrationshintergrund","46","0.131316784683856","0.0989773879054022","0.163656181462309"
"ja","1998","16-34 Jahre alt","indirekter Migrationshintergrund","51","0.205953147762859","0.161783143982891","0.250123151542826"
"ja","1998","35-65 Jahre alt","kein Migrationshintergrund","1226","0.295172306772662","0.281131712066236","0.309212901479087"
"ja","1998","35-65 Jahre alt","direkter Migrationshintergrund","148","0.217954244860675","0.190183150551561","0.245725339169789"
"ja","1998","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"ja","1998","66 und älter","kein Migrationshintergrund","","","",""
"ja","1998","66 und älter","direkter Migrationshintergrund","","","",""
"ja","1998","66 und älter","indirekter Migrationshintergrund","","","",""
"nein","1998","16-34 Jahre alt","kein Migrationshintergrund","1809","0.742417503842645","0.724911123928448","0.759923883756842"
"nein","1998","16-34 Jahre alt","direkter Migrationshintergrund","373","0.868683215316144","0.836343818537691","0.901022612094598"
"nein","1998","16-34 Jahre alt","indirekter Migrationshintergrund","271","0.794046852237141","0.749876848457174","0.838216856017109"
"nein","1998","35-65 Jahre alt","kein Migrationshintergrund","2828","0.704827693227339","0.690787098520913","0.718868287933764"
"nein","1998","35-65 Jahre alt","direkter Migrationshintergrund","701","0.782045755139325","0.754274660830211","0.809816849448439"
"nein","1998","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"nein","1998","66 und älter","kein Migrationshintergrund","31","0.864061691869516","0.752107554896487","0.976015828842545"
"nein","1998","66 und älter","direkter Migrationshintergrund","","","",""
"nein","1998","66 und älter","indirekter Migrationshintergrund","","","",""
"ja","1999","16-34 Jahre alt","kein Migrationshintergrund","508","0.251164439330864","0.232738290084375","0.269590588577353"
"ja","1999","16-34 Jahre alt","direkter Migrationshintergrund","38","0.139161815894828","0.102744816531849","0.175578815257806"
"ja","1999","16-34 Jahre alt","indirekter Migrationshintergrund","37","0.155439157965099","0.114575211389785","0.196303104540413"
"ja","1999","35-65 Jahre alt","kein Migrationshintergrund","1151","0.288353165140474","0.274108665390397","0.302597664890551"
"ja","1999","35-65 Jahre alt","direkter Migrationshintergrund","131","0.214973617413389","0.185670803732847","0.244276431093932"
"ja","1999","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"ja","1999","66 und älter","kein Migrationshintergrund","","","",""
"ja","1999","66 und älter","direkter Migrationshintergrund","","","",""
"ja","1999","66 und älter","indirekter Migrationshintergrund","","","",""
"nein","1999","16-34 Jahre alt","kein Migrationshintergrund","1620","0.748835560669136","0.730409411422647","0.767261709915625"
"nein","1999","16-34 Jahre alt","direkter Migrationshintergrund","309","0.860838184105172","0.824421184742194","0.897255183468151"
"nein","1999","16-34 Jahre alt","indirekter Migrationshintergrund","265","0.844560842034901","0.803696895459587","0.885424788610215"
"nein","1999","35-65 Jahre alt","kein Migrationshintergrund","2734","0.711646834859526","0.697402335109449","0.725891334609603"
"nein","1999","35-65 Jahre alt","direkter Migrationshintergrund","624","0.785026382586611","0.755723568906068","0.814329196267153"
"nein","1999","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"nein","1999","66 und älter","kein Migrationshintergrund","","","",""
"nein","1999","66 und älter","direkter Migrationshintergrund","","","",""
"nein","1999","66 und älter","indirekter Migrationshintergrund","","","",""
"ja","2000","16-34 Jahre alt","kein Migrationshintergrund","821","0.222826723595557","0.209423359917525","0.23623008727359"
"ja","2000","16-34 Jahre alt","direkter Migrationshintergrund","76","0.150021856056676","0.120525046788202","0.17951866532515"
"ja","2000","16-34 Jahre alt","indirekter Migrationshintergrund","54","0.11204812953654","0.0820951306595293","0.14200112841355"
"ja","2000","35-65 Jahre alt","kein Migrationshintergrund","2142","0.264141749590888","0.254307823914326","0.27397567526745"
"ja","2000","35-65 Jahre alt","direkter Migrationshintergrund","212","0.184478134684233","0.162836963253601","0.206119306114865"
"ja","2000","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"ja","2000","66 und älter","kein Migrationshintergrund","","","",""
"ja","2000","66 und älter","direkter Migrationshintergrund","","","",""
"ja","2000","66 und älter","indirekter Migrationshintergrund","","","",""
"nein","2000","16-34 Jahre alt","kein Migrationshintergrund","2882","0.777173276404443","0.76376991272641","0.790576640082475"
