"pgoeffd","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"nein","1984","(noch) kein Abschluss","Nordrhein-Westfalen","170","0.911888677629467","0.870820132560516","0.952957222698418"
"nein","1984","(noch) kein Abschluss","Hessen","77","0.921827274711578","0.8650922473495","0.978562302073656"
"nein","1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","40","0.790225465748728","0.673825981671894","0.906624949825563"
"nein","1984","(noch) kein Abschluss","Baden-Wuerttemberg","188","0.90768253093203","0.86786182035969","0.94750324150437"
"nein","1984","(noch) kein Abschluss","Bayern","74","0.946167595655771","0.896082706901187","0.996252484410355"
"nein","1984","(noch) kein Abschluss","Saarland","","","",""
"nein","1984","(noch) kein Abschluss","Berlin","","","",""
"nein","1984","(noch) kein Abschluss","Brandenburg","","","",""
"nein","1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"nein","1984","(noch) kein Abschluss","Sachsen","","","",""
"nein","1984","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"nein","1984","(noch) kein Abschluss","Thueringen","","","",""
"nein","1984","Hauptschulabschluss","Schleswig-Holstein","101","0.832409390705091","0.765582571008792","0.899236210401391"
"nein","1984","Hauptschulabschluss","Hamburg","63","0.746279709689151","0.653225320066613","0.839334099311689"
"nein","1984","Hauptschulabschluss","Niedersachsen","329","0.796020975065655","0.75663060364015","0.835411346491159"
"nein","1984","Hauptschulabschluss","Bremen","34","0.887783687532607","0.787428952225772","0.988138422839442"
"nein","1984","Hauptschulabschluss","Nordrhein-Westfalen","865","0.81775675274315","0.794146498630144","0.841367006856156"
"nein","1984","Hauptschulabschluss","Hessen","335","0.782747201887818","0.74283096292666","0.822663440848976"
"nein","1984","Hauptschulabschluss","Rheinland-Pfalz,Saarland","250","0.819387827916474","0.775783383357876","0.862992272475072"
"nein","1984","Hauptschulabschluss","Baden-Wuerttemberg","754","0.82629857685118","0.801210566011255","0.851386587691105"
"nein","1984","Hauptschulabschluss","Bayern","661","0.849196579398198","0.823821282865074","0.874571875931322"
"nein","1984","Hauptschulabschluss","Saarland","","","",""
"nein","1984","Hauptschulabschluss","Berlin","98","0.651733070588797","0.571955867692552","0.731510273485042"
"nein","1984","Hauptschulabschluss","Brandenburg","","","",""
"nein","1984","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"nein","1984","Hauptschulabschluss","Sachsen","","","",""
"nein","1984","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"nein","1984","Hauptschulabschluss","Thueringen","","","",""
"nein","1984","Realschulabschluss","Schleswig-Holstein","44","0.630699005667251","0.515990678507454","0.745407332827049"
"nein","1984","Realschulabschluss","Hamburg","","","",""
"nein","1984","Realschulabschluss","Niedersachsen","95","0.704485073185837","0.627231015260493","0.78173913111118"
"nein","1984","Realschulabschluss","Bremen","","","",""
"nein","1984","Realschulabschluss","Nordrhein-Westfalen","195","0.696316509049843","0.642163556040187","0.750469462059498"
"nein","1984","Realschulabschluss","Hessen","86","0.702666635472947","0.622215211148625","0.783118059797269"
"nein","1984","Realschulabschluss","Rheinland-Pfalz,Saarland","41","0.637188000283673","0.520301049819715","0.754074950747631"
"nein","1984","Realschulabschluss","Baden-Wuerttemberg","130","0.769628288486039","0.705765931812236","0.833490645159843"
"nein","1984","Realschulabschluss","Bayern","167","0.714403705013568","0.65677481918843","0.772032590838705"
"nein","1984","Realschulabschluss","Saarland","","","",""
"nein","1984","Realschulabschluss","Berlin","31","0.613593727692413","0.47995708931623","0.747230366068596"
"nein","1984","Realschulabschluss","Brandenburg","","","",""
"nein","1984","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"nein","1984","Realschulabschluss","Sachsen","","","",""
"nein","1984","Realschulabschluss","Sachsen-Anhalt","","","",""
"nein","1984","Realschulabschluss","Thueringen","","","",""
"nein","1984","(Fach-)Abitur","Schleswig-Holstein","","","",""
"nein","1984","(Fach-)Abitur","Hamburg","","","",""
"nein","1984","(Fach-)Abitur","Niedersachsen","","","",""
"nein","1984","(Fach-)Abitur","Bremen","","","",""
"nein","1984","(Fach-)Abitur","Nordrhein-Westfalen","98","0.716169924672835","0.638964167076664","0.793375682269006"
"nein","1984","(Fach-)Abitur","Hessen","46","0.838751958493938","0.742431603312163","0.935072313675714"
"nein","1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"nein","1984","(Fach-)Abitur","Baden-Wuerttemberg","66","0.735199168511298","0.638512794501751","0.831885542520844"
"nein","1984","(Fach-)Abitur","Bayern","48","0.643289140460106","0.530261458437178","0.756316822483034"
"nein","1984","(Fach-)Abitur","Saarland","","","",""
"nein","1984","(Fach-)Abitur","Berlin","","","",""
"nein","1984","(Fach-)Abitur","Brandenburg","","","",""
"nein","1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"nein","1984","(Fach-)Abitur","Sachsen","","","",""
"nein","1984","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"nein","1984","(Fach-)Abitur","Thueringen","","","",""
"nein","1984","AkademikerInnen","Schleswig-Holstein","","","",""
"nein","1984","AkademikerInnen","Hamburg","","","",""
"nein","1984","AkademikerInnen","Niedersachsen","","","",""
"nein","1984","AkademikerInnen","Bremen","","","",""
"nein","1984","AkademikerInnen","Nordrhein-Westfalen","88","0.457936926617034","0.386142625711993","0.529731227522075"
"nein","1984","AkademikerInnen","Hessen","33","0.475297349363705","0.356602203114728","0.593992495612683"
"nein","1984","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"nein","1984","AkademikerInnen","Baden-Wuerttemberg","58","0.570886822500324","0.475301675234082","0.666471969766565"
"nein","1984","AkademikerInnen","Bayern","62","0.511670304905165","0.420706049241276","0.602634560569054"
"nein","1984","AkademikerInnen","Saarland","","","",""
"nein","1984","AkademikerInnen","Berlin","","","",""
"nein","1984","AkademikerInnen","Brandenburg","","","",""
"nein","1984","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"nein","1984","AkademikerInnen","Sachsen","","","",""
"nein","1984","AkademikerInnen","Sachsen-Anhalt","","","",""
"nein","1984","AkademikerInnen","Thueringen","","","",""
"ja","1985","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"ja","1985","(noch) kein Abschluss","Hamburg","","","",""
"ja","1985","(noch) kein Abschluss","Niedersachsen","","","",""
"ja","1985","(noch) kein Abschluss","Bremen","","","",""
"ja","1985","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"ja","1985","(noch) kein Abschluss","Hessen","","","",""
"ja","1985","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"ja","1985","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"ja","1985","(noch) kein Abschluss","Bayern","","","",""
"ja","1985","(noch) kein Abschluss","Saarland","","","",""
"ja","1985","(noch) kein Abschluss","Berlin","","","",""
"ja","1985","(noch) kein Abschluss","Brandenburg","","","",""
"ja","1985","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"ja","1985","(noch) kein Abschluss","Sachsen","","","",""
"ja","1985","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"ja","1985","(noch) kein Abschluss","Thueringen","","","",""
"ja","1985","Hauptschulabschluss","Schleswig-Holstein","","","",""
"ja","1985","Hauptschulabschluss","Hamburg","","","",""
"ja","1985","Hauptschulabschluss","Niedersachsen","65","0.227861122916426","0.18175937862793","0.273962867204923"
"ja","1985","Hauptschulabschluss","Bremen","","","",""
"ja","1985","Hauptschulabschluss","Nordrhein-Westfalen","143","0.188950898101131","0.162878126565677","0.215023669636585"
"ja","1985","Hauptschulabschluss","Hessen","68","0.223495619982025","0.179726790523789","0.267264449440261"
"ja","1985","Hauptschulabschluss","Rheinland-Pfalz,Saarland","47","0.211755281269866","0.162095011188389","0.261415551351342"
"ja","1985","Hauptschulabschluss","Baden-Wuerttemberg","111","0.179635826262946","0.152485984549614","0.206785667976277"
"ja","1985","Hauptschulabschluss","Bayern","91","0.152339884090859","0.124986629239286","0.179693138942433"
"ja","1985","Hauptschulabschluss","Saarland","","","",""
"ja","1985","Hauptschulabschluss","Berlin","38","0.409841036470437","0.316655517844929","0.503026555095945"
"ja","1985","Hauptschulabschluss","Brandenburg","","","",""
"ja","1985","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"ja","1985","Hauptschulabschluss","Sachsen","","","",""
"ja","1985","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"ja","1985","Hauptschulabschluss","Thueringen","","","",""
"ja","1985","Realschulabschluss","Schleswig-Holstein","","","",""
"ja","1985","Realschulabschluss","Hamburg","","","",""
"ja","1985","Realschulabschluss","Niedersachsen","35","0.277249592174901","0.19908817067831","0.355411013671491"
"ja","1985","Realschulabschluss","Bremen","","","",""
"ja","1985","Realschulabschluss","Nordrhein-Westfalen","82","0.302247077850657","0.246745912232312","0.357748243469003"
"ja","1985","Realschulabschluss","Hessen","35","0.317344234334131","0.229966449697955","0.404722018970307"
"ja","1985","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"ja","1985","Realschulabschluss","Baden-Wuerttemberg","35","0.233417746094779","0.167459991309116","0.299375500880442"
"ja","1985","Realschulabschluss","Bayern","68","0.307758663958441","0.246905121811205","0.368612206105677"
"ja","1985","Realschulabschluss","Saarland","","","",""
"ja","1985","Realschulabschluss","Berlin","","","",""
"ja","1985","Realschulabschluss","Brandenburg","","","",""
"ja","1985","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"ja","1985","Realschulabschluss","Sachsen","","","",""
"ja","1985","Realschulabschluss","Sachsen-Anhalt","","","",""
"ja","1985","Realschulabschluss","Thueringen","","","",""
"ja","1985","(Fach-)Abitur","Schleswig-Holstein","","","",""
"ja","1985","(Fach-)Abitur","Hamburg","","","",""
"ja","1985","(Fach-)Abitur","Niedersachsen","","","",""
"ja","1985","(Fach-)Abitur","Bremen","","","",""
"ja","1985","(Fach-)Abitur","Nordrhein-Westfalen","30","0.308510581727247","0.225525044100117","0.391496119354378"
"ja","1985","(Fach-)Abitur","Hessen","","","",""
"ja","1985","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"ja","1985","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"ja","1985","(Fach-)Abitur","Bayern","","","",""
"ja","1985","(Fach-)Abitur","Saarland","","","",""
"ja","1985","(Fach-)Abitur","Berlin","","","",""
"ja","1985","(Fach-)Abitur","Brandenburg","","","",""
"ja","1985","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"ja","1985","(Fach-)Abitur","Sachsen","","","",""
"ja","1985","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"ja","1985","(Fach-)Abitur","Thueringen","","","",""
"ja","1985","AkademikerInnen","Schleswig-Holstein","","","",""
"ja","1985","AkademikerInnen","Hamburg","","","",""
"ja","1985","AkademikerInnen","Niedersachsen","34","0.610438956770086","0.483843084931073","0.737034828609099"
"ja","1985","AkademikerInnen","Bremen","","","",""
"ja","1985","AkademikerInnen","Nordrhein-Westfalen","95","0.550054436427746","0.476556595735564","0.623552277119928"
"ja","1985","AkademikerInnen","Hessen","32","0.465036102698941","0.342838221349455","0.587233984048427"
"ja","1985","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"ja","1985","AkademikerInnen","Baden-Wuerttemberg","40","0.418220344670451","0.316873732018951","0.519566957321951"
"ja","1985","AkademikerInnen","Bayern","48","0.487438656713572","0.390436606422694","0.58444070700445"
"ja","1985","AkademikerInnen","Saarland","","","",""
"ja","1985","AkademikerInnen","Berlin","","","",""
"ja","1985","AkademikerInnen","Brandenburg","","","",""
"ja","1985","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"ja","1985","AkademikerInnen","Sachsen","","","",""
"ja","1985","AkademikerInnen","Sachsen-Anhalt","","","",""
"ja","1985","AkademikerInnen","Thueringen","","","",""
"nein","1985","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"nein","1985","(noch) kein Abschluss","Hamburg","","","",""
"nein","1985","(noch) kein Abschluss","Niedersachsen","","","",""
"nein","1985","(noch) kein Abschluss","Bremen","","","",""
"nein","1985","(noch) kein Abschluss","Nordrhein-Westfalen","130","0.905399694460178","0.857093260776474","0.953706128143883"
"nein","1985","(noch) kein Abschluss","Hessen","55","0.880008332327205","0.800396606108561","0.95962005854585"
"nein","1985","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","32","0.862315659902958","0.749758726867618","0.974872592938297"
"nein","1985","(noch) kein Abschluss","Baden-Wuerttemberg","149","0.892879840567818","0.845108517788396","0.940651163347241"
"nein","1985","(noch) kein Abschluss","Bayern","57","0.953061841748718","0.899544315695213","1.00657936780222"
"nein","1985","(noch) kein Abschluss","Saarland","","","",""
"nein","1985","(noch) kein Abschluss","Berlin","","","",""
"nein","1985","(noch) kein Abschluss","Brandenburg","","","",""
"nein","1985","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"nein","1985","(noch) kein Abschluss","Sachsen","","","",""
"nein","1985","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"nein","1985","(noch) kein Abschluss","Thueringen","","","",""
"nein","1985","Hauptschulabschluss","Schleswig-Holstein","90","0.802094824016228","0.727639941657986","0.87654970637447"
"nein","1985","Hauptschulabschluss","Hamburg","56","0.765194057899828","0.668617312185262","0.861770803614395"
"nein","1985","Hauptschulabschluss","Niedersachsen","253","0.772138877083574","0.726037132795077","0.81824062137207"
"nein","1985","Hauptschulabschluss","Bremen","","","",""
"nein","1985","Hauptschulabschluss","Nordrhein-Westfalen","723","0.811049101898869","0.784976330363415","0.837121873434323"
"nein","1985","Hauptschulabschluss","Hessen","280","0.776504380017975","0.732735550559738","0.820273209476211"
"nein","1985","Hauptschulabschluss","Rheinland-Pfalz,Saarland","213","0.788244718730134","0.738584448648657","0.837904988811611"
"nein","1985","Hauptschulabschluss","Baden-Wuerttemberg","657","0.820364173737054","0.793214332023723","0.847514015450386"
"nein","1985","Hauptschulabschluss","Bayern","572","0.847660115909141","0.820306861057567","0.875013370760714"
"nein","1985","Hauptschulabschluss","Saarland","","","",""
"nein","1985","Hauptschulabschluss","Berlin","69","0.590158963529563","0.496973444904055","0.683344482155071"
"nein","1985","Hauptschulabschluss","Brandenburg","","","",""
"nein","1985","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"nein","1985","Hauptschulabschluss","Sachsen","","","",""
"nein","1985","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"nein","1985","Hauptschulabschluss","Thueringen","","","",""
"nein","1985","Realschulabschluss","Schleswig-Holstein","34","0.62494560814906","0.496997171393593","0.752894044904527"
"nein","1985","Realschulabschluss","Hamburg","","","",""
"nein","1985","Realschulabschluss","Niedersachsen","91","0.722750407825099","0.644588986328509","0.80091182932169"
"nein","1985","Realschulabschluss","Bremen","","","",""
"nein","1985","Realschulabschluss","Nordrhein-Westfalen","181","0.697752922149343","0.642251756530998","0.753254087767688"
"nein","1985","Realschulabschluss","Hessen","74","0.682655765665869","0.595277981029693","0.770033550302045"
"nein","1985","Realschulabschluss","Rheinland-Pfalz,Saarland","42","0.638058710558431","0.522989250502688","0.753128170614174"
"nein","1985","Realschulabschluss","Baden-Wuerttemberg","123","0.766582253905221","0.700624499119558","0.832540008690884"
"nein","1985","Realschulabschluss","Bayern","153","0.692241336041559","0.631387793894323","0.753094878188795"
"nein","1985","Realschulabschluss","Saarland","","","",""
"nein","1985","Realschulabschluss","Berlin","","","",""
"nein","1985","Realschulabschluss","Brandenburg","","","",""
"nein","1985","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"nein","1985","Realschulabschluss","Sachsen","","","",""
"nein","1985","Realschulabschluss","Sachsen-Anhalt","","","",""
"nein","1985","Realschulabschluss","Thueringen","","","",""
"nein","1985","(Fach-)Abitur","Schleswig-Holstein","","","",""
"nein","1985","(Fach-)Abitur","Hamburg","","","",""
"nein","1985","(Fach-)Abitur","Niedersachsen","","","",""
"nein","1985","(Fach-)Abitur","Bremen","","","",""
"nein","1985","(Fach-)Abitur","Nordrhein-Westfalen","89","0.691489418272753","0.608503880645622","0.774474955899883"
"nein","1985","(Fach-)Abitur","Hessen","34","0.79264091630129","0.671465745862682","0.913816086739898"
"nein","1985","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"nein","1985","(Fach-)Abitur","Baden-Wuerttemberg","60","0.807455238448215","0.715086682736238","0.899823794160193"
"nein","1985","(Fach-)Abitur","Bayern","33","0.660648322039712","0.525282404714701","0.796014239364723"
"nein","1985","(Fach-)Abitur","Saarland","","","",""
"nein","1985","(Fach-)Abitur","Berlin","","","",""
"nein","1985","(Fach-)Abitur","Brandenburg","","","",""
"nein","1985","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"nein","1985","(Fach-)Abitur","Sachsen","","","",""
"nein","1985","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"nein","1985","(Fach-)Abitur","Thueringen","","","",""
"nein","1985","AkademikerInnen","Schleswig-Holstein","","","",""
"nein","1985","AkademikerInnen","Hamburg","","","",""
"nein","1985","AkademikerInnen","Niedersachsen","","","",""
"nein","1985","AkademikerInnen","Bremen","","","",""
"nein","1985","AkademikerInnen","Nordrhein-Westfalen","81","0.449945563572254","0.376447722880072","0.523443404264436"
"nein","1985","AkademikerInnen","Hessen","32","0.534963897301059","0.412766015951573","0.657161778650545"
"nein","1985","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"nein","1985","AkademikerInnen","Baden-Wuerttemberg","51","0.581779655329549","0.480433042678049","0.683126267981049"
"nein","1985","AkademikerInnen","Bayern","54","0.512561343286428","0.41555929299555","0.609563393577306"
"nein","1985","AkademikerInnen","Saarland","","","",""
"nein","1985","AkademikerInnen","Berlin","","","",""
"nein","1985","AkademikerInnen","Brandenburg","","","",""
"nein","1985","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"nein","1985","AkademikerInnen","Sachsen","","","",""
"nein","1985","AkademikerInnen","Sachsen-Anhalt","","","",""
"nein","1985","AkademikerInnen","Thueringen","","","",""
"ja","1986","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"ja","1986","(noch) kein Abschluss","Hamburg","","","",""
"ja","1986","(noch) kein Abschluss","Niedersachsen","","","",""
"ja","1986","(noch) kein Abschluss","Bremen","","","",""
"ja","1986","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"ja","1986","(noch) kein Abschluss","Hessen","","","",""
"ja","1986","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"ja","1986","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"ja","1986","(noch) kein Abschluss","Bayern","","","",""
"ja","1986","(noch) kein Abschluss","Saarland","","","",""
"ja","1986","(noch) kein Abschluss","Berlin","","","",""
"ja","1986","(noch) kein Abschluss","Brandenburg","","","",""
"ja","1986","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"ja","1986","(noch) kein Abschluss","Sachsen","","","",""
"ja","1986","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"ja","1986","(noch) kein Abschluss","Thueringen","","","",""
"ja","1986","Hauptschulabschluss","Schleswig-Holstein","","","",""
"ja","1986","Hauptschulabschluss","Hamburg","","","",""
"ja","1986","Hauptschulabschluss","Niedersachsen","61","0.216082832474537","0.170704370777341","0.261461294171733"
"ja","1986","Hauptschulabschluss","Bremen","","","",""
"ja","1986","Hauptschulabschluss","Nordrhein-Westfalen","134","0.198153360148821","0.170304520647245","0.226002199650397"
"ja","1986","Hauptschulabschluss","Hessen","55","0.214670746167954","0.168362648545067","0.260978843790841"
"ja","1986","Hauptschulabschluss","Rheinland-Pfalz,Saarland","42","0.195678022542181","0.147362775751392","0.24399326933297"
"ja","1986","Hauptschulabschluss","Baden-Wuerttemberg","111","0.197731987577079","0.169208318687378","0.226255656466779"
"ja","1986","Hauptschulabschluss","Bayern","87","0.164852522798415","0.135310436357943","0.194394609238886"
"ja","1986","Hauptschulabschluss","Saarland","","","",""
"ja","1986","Hauptschulabschluss","Berlin","37","0.413682680976512","0.319927518781805","0.50743784317122"
"ja","1986","Hauptschulabschluss","Brandenburg","","","",""
"ja","1986","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"ja","1986","Hauptschulabschluss","Sachsen","","","",""
"ja","1986","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"ja","1986","Hauptschulabschluss","Thueringen","","","",""
"ja","1986","Realschulabschluss","Schleswig-Holstein","","","",""
"ja","1986","Realschulabschluss","Hamburg","","","",""
"ja","1986","Realschulabschluss","Niedersachsen","35","0.294221518115216","0.214015183261794","0.374427852968638"
"ja","1986","Realschulabschluss","Bremen","","","",""
"ja","1986","Realschulabschluss","Nordrhein-Westfalen","82","0.306547942876001","0.250069133629789","0.363026752122212"
"ja","1986","Realschulabschluss","Hessen","32","0.327536973149694","0.234619064926186","0.420454881373203"
"ja","1986","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"ja","1986","Realschulabschluss","Baden-Wuerttemberg","35","0.220908456122411","0.156424756777905","0.285392155466916"
"ja","1986","Realschulabschluss","Bayern","65","0.305732571348213","0.242970514454808","0.368494628241617"
"ja","1986","Realschulabschluss","Saarland","","","",""
"ja","1986","Realschulabschluss","Berlin","","","",""
"ja","1986","Realschulabschluss","Brandenburg","","","",""
"ja","1986","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"ja","1986","Realschulabschluss","Sachsen","","","",""
"ja","1986","Realschulabschluss","Sachsen-Anhalt","","","",""
"ja","1986","Realschulabschluss","Thueringen","","","",""
"ja","1986","(Fach-)Abitur","Schleswig-Holstein","","","",""
"ja","1986","(Fach-)Abitur","Hamburg","","","",""
