"pgoeffd","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"ja","1996","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","34","0.294842442919819","0.203151936565817","0.386532949273822"
"ja","1996","AkademikerInnen","Westdeutschland, alte Bundeslaender","269","0.404413271690369","0.368364265227169","0.440462278153568"
"ja","1996","AkademikerInnen","Ostdeutschland, neue Bundeslaender","282","0.459992594130616","0.419979674763502","0.500005513497729"
"nein","1996","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","201","0.796932951389203","0.746143889603712","0.847722013174693"
"nein","1996","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1996","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2135","0.81116898491679","0.796002317851934","0.826335651981647"
"nein","1996","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","300","0.740079265018848","0.696661782406711","0.783496747630985"
"nein","1996","Realschulabschluss","Westdeutschland, alte Bundeslaender","819","0.689505554820178","0.663038242346842","0.715972867293514"
"nein","1996","Realschulabschluss","Ostdeutschland, neue Bundeslaender","729","0.754613695944482","0.727435385893196","0.781792005995768"
"nein","1996","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","376","0.695774457449146","0.656154382846327","0.735394532051965"
"nein","1996","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","61","0.705157557080181","0.613467050726178","0.796848063434183"
"nein","1996","AkademikerInnen","Westdeutschland, alte Bundeslaender","443","0.595586728309631","0.559537721846432","0.631635734772831"
"nein","1996","AkademikerInnen","Ostdeutschland, neue Bundeslaender","314","0.540007405869384","0.499994486502271","0.580020325236497"
"ja","1997","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","38","0.176850030113663","0.126432820802438","0.227267239424889"
"ja","1997","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1997","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","381","0.178817184571762","0.163665180952514","0.193969188191009"
"ja","1997","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","84","0.254114561670635","0.209389778915672","0.298839344425597"
"ja","1997","Realschulabschluss","Westdeutschland, alte Bundeslaender","350","0.300787108975101","0.27476381953008","0.326810398420121"
"ja","1997","Realschulabschluss","Ostdeutschland, neue Bundeslaender","229","0.24528183437896","0.217893285878027","0.272670382879893"
"ja","1997","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","158","0.31467784156861","0.27514203306217","0.35421365007505"
"ja","1997","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","36","0.310970166766408","0.219788217948427","0.402152115584389"
"ja","1997","AkademikerInnen","Westdeutschland, alte Bundeslaender","290","0.398810686827925","0.363531281920902","0.434090091734947"
"ja","1997","AkademikerInnen","Ostdeutschland, neue Bundeslaender","281","0.443032264543501","0.403417022081013","0.482647507005989"
"nein","1997","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","182","0.823149969886337","0.772732760575111","0.873567179197562"
"nein","1997","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1997","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2076","0.821182815428238","0.806030811808991","0.836334819047486"
"nein","1997","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","280","0.745885438329365","0.701160655574403","0.790610221084328"
"nein","1997","Realschulabschluss","Westdeutschland, alte Bundeslaender","843","0.699212891024899","0.673189601579879","0.72523618046992"
"nein","1997","Realschulabschluss","Ostdeutschland, neue Bundeslaender","719","0.75471816562104","0.727329617120107","0.782106714121973"
"nein","1997","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","372","0.68532215843139","0.64578634992495","0.72485796693783"
"nein","1997","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","63","0.689029833233592","0.597847884415611","0.780211782051573"
"nein","1997","AkademikerInnen","Westdeutschland, alte Bundeslaender","450","0.601189313172075","0.565909908265053","0.636468718079098"
"nein","1997","AkademikerInnen","Ostdeutschland, neue Bundeslaender","323","0.556967735456499","0.517352492994011","0.596582977918987"
"ja","1998","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"ja","1998","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1998","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","416","0.185425759771809","0.170478468903382","0.200373050640237"
"ja","1998","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","78","0.240255863522329","0.196244534625898","0.28426719241876"
"ja","1998","Realschulabschluss","Westdeutschland, alte Bundeslaender","383","0.284223601782237","0.260118681187347","0.308328522377127"
"ja","1998","Realschulabschluss","Ostdeutschland, neue Bundeslaender","249","0.262877868796832","0.235850252988494","0.289905484605169"
"ja","1998","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","172","0.295818135614144","0.259389387170982","0.332246884057306"
"ja","1998","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","33","0.278249331946184","0.19170469884958","0.364793965042788"
"ja","1998","AkademikerInnen","Westdeutschland, alte Bundeslaender","342","0.40801419657665","0.37537553834918","0.44065285480412"
"ja","1998","AkademikerInnen","Ostdeutschland, neue Bundeslaender","280","0.459282760870332","0.419274456880676","0.499291064859987"
"nein","1998","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","179","0.855724728627541","0.80797406467409","0.903475392580993"
"nein","1998","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1998","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2181","0.814574240228191","0.799626949359763","0.829521531096618"
"nein","1998","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","284","0.759744136477671","0.71573280758124","0.803755465374101"
"nein","1998","Realschulabschluss","Westdeutschland, alte Bundeslaender","962","0.715776398217763","0.691671477622873","0.739881318812653"
"nein","1998","Realschulabschluss","Ostdeutschland, neue Bundeslaender","770","0.737122131203168","0.71009451539483","0.764149747011506"
"nein","1998","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","431","0.704181864385856","0.667753115942694","0.740610612829018"
"nein","1998","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","70","0.721750668053816","0.635206034957212","0.80829530115042"
"nein","1998","AkademikerInnen","Westdeutschland, alte Bundeslaender","529","0.59198580342335","0.55934714519588","0.62462446165082"
"nein","1998","AkademikerInnen","Ostdeutschland, neue Bundeslaender","316","0.540717239129668","0.500708935140013","0.580725543119324"
"ja","1999","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"ja","1999","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1999","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","369","0.178333041736022","0.162970335736065","0.19369574773598"
"ja","1999","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","79","0.249385823869741","0.202705336294776","0.296066311444706"
"ja","1999","Realschulabschluss","Westdeutschland, alte Bundeslaender","345","0.27961610016176","0.254942165981258","0.304290034342262"
"ja","1999","Realschulabschluss","Ostdeutschland, neue Bundeslaender","228","0.257582895466872","0.230048934184276","0.285116856749468"
"ja","1999","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","151","0.284972955078644","0.247485707819476","0.322460202337811"
"ja","1999","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","37","0.295050101502659","0.209822795892976","0.380277407112343"
"ja","1999","AkademikerInnen","Westdeutschland, alte Bundeslaender","335","0.399947087597242","0.367013831491841","0.432880343702642"
"ja","1999","AkademikerInnen","Ostdeutschland, neue Bundeslaender","267","0.450497219992332","0.410075238088976","0.490919201895688"
"nein","1999","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","177","0.858940102371992","0.81093851180385","0.906941692940134"
"nein","1999","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1999","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2016","0.821666958263978","0.80630425226402","0.837029664263935"
"nein","1999","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","251","0.750614176130259","0.703933688555294","0.797294663705224"
"nein","1999","Realschulabschluss","Westdeutschland, alte Bundeslaender","926","0.72038389983824","0.695709965657738","0.745057834018742"
"nein","1999","Realschulabschluss","Ostdeutschland, neue Bundeslaender","741","0.742417104533128","0.714883143250531","0.769951065815724"
"nein","1999","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","406","0.715027044921356","0.677539797662189","0.752514292180524"
"nein","1999","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","73","0.704949898497341","0.619722592887657","0.790177204107024"
"nein","1999","AkademikerInnen","Westdeutschland, alte Bundeslaender","515","0.600052912402758","0.567119656297358","0.632986168508159"
"nein","1999","AkademikerInnen","Ostdeutschland, neue Bundeslaender","315","0.549502780007668","0.509080798104312","0.589924761911024"
"ja","2000","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"ja","2000","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2000","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","715","0.161122370280165","0.150359220284996","0.171885520275334"
"ja","2000","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","97","0.223532659884092","0.185210299196497","0.261855020571688"
"ja","2000","Realschulabschluss","Westdeutschland, alte Bundeslaender","693","0.249769402131662","0.233640288003725","0.2658985162596"
"ja","2000","Realschulabschluss","Ostdeutschland, neue Bundeslaender","351","0.213384885391793","0.193574529403755","0.233195241379831"
"ja","2000","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","305","0.257644426152167","0.233400137443743","0.281888714860591"
"ja","2000","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","52","0.273545657145856","0.211918925364816","0.335172388926896"
"ja","2000","AkademikerInnen","Westdeutschland, alte Bundeslaender","712","0.349403328410001","0.327981914427118","0.370824742392884"
"ja","2000","AkademikerInnen","Ostdeutschland, neue Bundeslaender","377","0.401859197659475","0.369739219282855","0.433979176036094"
"nein","2000","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","163","0.890963640766767","0.846290863880088","0.935636417653446"
"nein","2000","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2000","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","3767","0.838877629719835","0.828114479724666","0.849640779715004"
"nein","2000","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","357","0.776467340115908","0.738144979428312","0.814789700803504"
"nein","2000","Realschulabschluss","Westdeutschland, alte Bundeslaender","2074","0.750230597868338","0.7341014837404","0.766359711996275"
"nein","2000","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1292","0.786615114608207","0.766804758620169","0.806425470596245"
"nein","2000","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","945","0.742355573847833","0.718111285139409","0.766599862556257"
"nein","2000","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","149","0.726454342854144","0.664827611073104","0.788081074635184"
"nein","2000","AkademikerInnen","Westdeutschland, alte Bundeslaender","1191","0.650596671589999","0.629175257607116","0.672018085572882"
"nein","2000","AkademikerInnen","Ostdeutschland, neue Bundeslaender","518","0.598140802340525","0.566020823963906","0.630260780717145"
"ja","2001","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"ja","2001","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2001","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","592","0.162706938507623","0.150818822952361","0.174595054062886"
"ja","2001","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","68","0.188339094263028","0.148006882106682","0.228671306419374"
"ja","2001","Realschulabschluss","Westdeutschland, alte Bundeslaender","625","0.257649591263862","0.240134413997418","0.275164768530306"
"ja","2001","Realschulabschluss","Ostdeutschland, neue Bundeslaender","316","0.224058231141674","0.202537328756795","0.245579133526553"
"ja","2001","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","251","0.236060130097871","0.210930523691315","0.261189736504427"
"ja","2001","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","57","0.32865725712778","0.259261084348363","0.398053429907197"
"ja","2001","AkademikerInnen","Westdeutschland, alte Bundeslaender","620","0.348644696703161","0.325864118505785","0.371425274900538"
"ja","2001","AkademikerInnen","Ostdeutschland, neue Bundeslaender","337","0.393903189360635","0.360275005605311","0.42753137311596"
"nein","2001","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","130","0.912297083948024","0.866570939518101","0.958023228377947"
"nein","2001","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2001","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","3111","0.837293061492377","0.825404945937114","0.849181177047639"
"nein","2001","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","293","0.811660905736972","0.771328693580626","0.851993117893318"
"nein","2001","Realschulabschluss","Westdeutschland, alte Bundeslaender","1770","0.742350408736138","0.724835231469694","0.759865586002582"
"nein","2001","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1126","0.775941768858326","0.754420866473447","0.797462671243205"
"nein","2001","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","846","0.763939869902129","0.738810263495573","0.789069476308685"
"nein","2001","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","119","0.67134274287222","0.601946570092803","0.740738915651637"
"nein","2001","AkademikerInnen","Westdeutschland, alte Bundeslaender","1061","0.651355303296839","0.628574725099462","0.674135881494215"
"nein","2001","AkademikerInnen","Ostdeutschland, neue Bundeslaender","474","0.606096810639364","0.57246862688404","0.639724994394689"
"ja","2002","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"ja","2002","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2002","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","575","0.162600531448156","0.150641033967049","0.174560028929263"
"ja","2002","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","61","0.166358270093511","0.126598390414805","0.206118149772217"
"ja","2002","Realschulabschluss","Westdeutschland, alte Bundeslaender","715","0.261319760282349","0.244787297243826","0.277852223320872"
"ja","2002","Realschulabschluss","Ostdeutschland, neue Bundeslaender","314","0.216709918180907","0.195437502620706","0.237982333741109"
"ja","2002","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","311","0.242492369842293","0.219336415149024","0.265648324535562"
"ja","2002","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","56","0.253406719360355","0.19429582569477","0.312517613025941"
"ja","2002","AkademikerInnen","Westdeutschland, alte Bundeslaender","968","0.342880029531093","0.324276957241104","0.361483101821082"
"ja","2002","AkademikerInnen","Ostdeutschland, neue Bundeslaender","382","0.395800905611727","0.364010609280413","0.427591201943042"
"nein","2002","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","142","0.906804593750416","0.861900156131077","0.951709031369754"
"nein","2002","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2002","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","3082","0.837399468551844","0.825439971070737","0.849358966032951"
"nein","2002","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","276","0.833641729906489","0.793881850227783","0.873401609585195"
"nein","2002","Realschulabschluss","Westdeutschland, alte Bundeslaender","1998","0.738680239717651","0.722147776679128","0.755212702756174"
"nein","2002","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1127","0.783290081819093","0.762017666258891","0.804562497379294"
"nein","2002","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","1005","0.757507630157707","0.734351675464438","0.780663584850976"
"nein","2002","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","152","0.746593280639645","0.687482386974059","0.80570417430523"
"nein","2002","AkademikerInnen","Westdeutschland, alte Bundeslaender","1533","0.657119970468907","0.638516898178918","0.675723042758896"
"nein","2002","AkademikerInnen","Ostdeutschland, neue Bundeslaender","527","0.604199094388273","0.572408798056958","0.635989390719587"
"ja","2003","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"ja","2003","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2003","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","514","0.174307779820446","0.161055267668863","0.187560291972029"
"ja","2003","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","52","0.180873091662391","0.135380118424365","0.226366064900416"
"ja","2003","Realschulabschluss","Westdeutschland, alte Bundeslaender","674","0.277674236208279","0.259969416954803","0.295379055461755"
"ja","2003","Realschulabschluss","Ostdeutschland, neue Bundeslaender","299","0.230466528321564","0.207431790878992","0.253501265764136"
"ja","2003","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","288","0.26907021825252","0.243915667125554","0.294224769379485"
"ja","2003","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","59","0.307384195190207","0.241427918394707","0.373340471985707"
"ja","2003","AkademikerInnen","Westdeutschland, alte Bundeslaender","846","0.33217361015924","0.312572454763876","0.351774765554604"
"ja","2003","AkademikerInnen","Ostdeutschland, neue Bundeslaender","351","0.394760820517825","0.361507150472882","0.428014490562768"
"nein","2003","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","102","0.929454953874682","0.88245005751195","0.976459850237414"
"nein","2003","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2003","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2634","0.825692220179554","0.812439708027971","0.838944732331137"
"nein","2003","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","223","0.819126908337609","0.773633935099584","0.864619881575635"
"nein","2003","Realschulabschluss","Westdeutschland, alte Bundeslaender","1784","0.722325763791721","0.704620944538245","0.740030583045197"
"nein","2003","Realschulabschluss","Ostdeutschland, neue Bundeslaender","985","0.769533471678436","0.746498734235864","0.792568209121008"
"nein","2003","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","906","0.73092978174748","0.705775230620515","0.756084332874446"
"nein","2003","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","129","0.692615804809793","0.626659528014293","0.758572081605293"
"nein","2003","AkademikerInnen","Westdeutschland, alte Bundeslaender","1372","0.66782638984076","0.648225234445396","0.687427545236124"
"nein","2003","AkademikerInnen","Ostdeutschland, neue Bundeslaender","479","0.605239179482175","0.571985509437232","0.638492849527118"
"ja","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"ja","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","492","0.170534628388115","0.157379693994537","0.183689562781694"
"ja","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","53","0.191164691825102","0.146369012539629","0.235960371110576"
"ja","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","665","0.26536407120276","0.24802181649424","0.282706325911281"
"ja","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","284","0.210430136105303","0.188515470379185","0.232344801831421"
"ja","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","291","0.248856814471781","0.225078428889953","0.27263520005361"
"ja","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","57","0.222752483134773","0.168623968315411","0.276880997954135"
"ja","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","871","0.344866269286974","0.325308416053849","0.364424122520098"
"ja","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","361","0.408350893727504","0.375307283570262","0.441394503884745"
"nein","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","101","0.894503222737683","0.838358399082737","0.950648046392629"
"nein","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2648","0.829465371611885","0.816310437218306","0.842620306005463"
"nein","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","243","0.808835308174898","0.764039628889424","0.853630987460371"
"nein","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","1825","0.73463592879724","0.717293674088719","0.75197818350576"
"nein","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1045","0.789569863894697","0.767655198168579","0.811484529620815"
"nein","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","979","0.751143185528219","0.72736479994639","0.774921571110047"
"nein","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","170","0.777247516865227","0.723119002045865","0.831376031684589"
"nein","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","1398","0.655133730713026","0.635575877479902","0.674691583946151"
"nein","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","489","0.591649106272496","0.558605496115255","0.624692716429738"
"ja","2005","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"ja","2005","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2005","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","451","0.174705578740114","0.160544573117918","0.18886658436231"
"ja","2005","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","35","0.160390903442602","0.11178886685459","0.208992940030613"
"ja","2005","Realschulabschluss","Westdeutschland, alte Bundeslaender","599","0.25901307276417","0.240967278787748","0.277058866740592"
"ja","2005","Realschulabschluss","Ostdeutschland, neue Bundeslaender","262","0.228419237921349","0.204566862027824","0.252271613814874"
"ja","2005","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","254","0.244927881261461","0.219920267378909","0.269935495144013"
"ja","2005","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","48","0.230095095772523","0.169607845364721","0.290582346180325"
"ja","2005","AkademikerInnen","Westdeutschland, alte Bundeslaender","799","0.34194715132347","0.321442781909366","0.362451520737573"
"ja","2005","AkademikerInnen","Ostdeutschland, neue Bundeslaender","339","0.40449647040209","0.370571490051738","0.438421450752441"
"nein","2005","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","71","0.861610232967727","0.78776612285461","0.935454343080844"
"nein","2005","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2005","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2311","0.825294421259886","0.81113341563769","0.839455426882082"
"nein","2005","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","184","0.839609096557398","0.791007059969386","0.88821113314541"
"nein","2005","Realschulabschluss","Westdeutschland, alte Bundeslaender","1665","0.74098692723583","0.722941133259408","0.759032721212252"
"nein","2005","Realschulabschluss","Ostdeutschland, neue Bundeslaender","928","0.771580762078651","0.747728386185126","0.795433137972176"
"nein","2005","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","882","0.755072118738539","0.730064504855987","0.780079732621091"
"nein","2005","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","138","0.769904904227477","0.709417653819675","0.830392154635279"
"nein","2005","AkademikerInnen","Westdeutschland, alte Bundeslaender","1257","0.65805284867653","0.637548479262427","0.678557218090634"
"nein","2005","AkademikerInnen","Ostdeutschland, neue Bundeslaender","465","0.59550352959791","0.561578549247559","0.629428509948262"
"ja","2006","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"ja","2006","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2006","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","470","0.177230890516392","0.163084184107388","0.191377596925395"
"ja","2006","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","39","0.182324904661687","0.131070260008232","0.233579549315142"
"ja","2006","Realschulabschluss","Westdeutschland, alte Bundeslaender","629","0.250631789907767","0.233012202287898","0.268251377527637"
"ja","2006","Realschulabschluss","Ostdeutschland, neue Bundeslaender","262","0.220298644313115","0.197032935131433","0.243564353494797"
"ja","2006","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","277","0.246264316375843","0.221460605816748","0.271068026934937"
"ja","2006","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","48","0.270641418233329","0.207132188517439","0.33415064794922"
"ja","2006","AkademikerInnen","Westdeutschland, alte Bundeslaender","837","0.341619539375937","0.32177506512164","0.361464013630234"
"ja","2006","AkademikerInnen","Ostdeutschland, neue Bundeslaender","344","0.404962537499358","0.371281722592779","0.438643352405938"
"nein","2006","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","71","0.921449354166896","0.862495295053453","0.98040341328034"
"nein","2006","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2006","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2329","0.822769109483608","0.808622403074605","0.836915815892612"
"nein","2006","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","179","0.817675095338313","0.766420450684858","0.868929739991768"
"nein","2006","Realschulabschluss","Westdeutschland, alte Bundeslaender","1695","0.749368210092233","0.731748622472363","0.766987797712102"
"nein","2006","Realschulabschluss","Ostdeutschland, neue Bundeslaender","957","0.779701355686885","0.756435646505203","0.802967064868567"
"nein","2006","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","882","0.753735683624157","0.728931973065063","0.778539394183252"
"nein","2006","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","140","0.729358581766671","0.66584935205078","0.792867811482561"
"nein","2006","AkademikerInnen","Westdeutschland, alte Bundeslaender","1357","0.658380460624063","0.638535986369766","0.678224934878361"
"nein","2006","AkademikerInnen","Ostdeutschland, neue Bundeslaender","472","0.595037462500642","0.561356647594063","0.628718277407221"
"ja","2007","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"ja","2007","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2007","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","434","0.148436155446712","0.135236637756849","0.161635673136575"
"ja","2007","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","44","0.216397145427124","0.162828713851581","0.269965577002666"
"ja","2007","Realschulabschluss","Westdeutschland, alte Bundeslaender","604","0.231701307588237","0.214736295937119","0.248666319239356"
"ja","2007","Realschulabschluss","Ostdeutschland, neue Bundeslaender","239","0.209511348275741","0.187199566183796","0.231823130367686"
"ja","2007","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","299","0.252506478140871","0.228207450978147","0.276805505303596"
"ja","2007","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","47","0.217947536092402","0.165274783353235","0.27062028883157"
"ja","2007","AkademikerInnen","Westdeutschland, alte Bundeslaender","838","0.356388956249336","0.336466381433196","0.376311531065477"
"ja","2007","AkademikerInnen","Ostdeutschland, neue Bundeslaender","334","0.371375377720272","0.338203387112063","0.40454736832848"
"nein","2007","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","71","0.824952126820758","0.743687557044007","0.906216696597509"
"nein","2007","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2007","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2353","0.851563844553288","0.838364326863425","0.864763362243151"
"nein","2007","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","183","0.783602854572876","0.730034422997334","0.837171286148419"
"nein","2007","Realschulabschluss","Westdeutschland, alte Bundeslaender","1772","0.768298692411763","0.751333680760644","0.785263704062881"
"nein","2007","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1039","0.790488651724259","0.768176869632314","0.812800433816203"
"nein","2007","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","929","0.747493521859129","0.723194494696404","0.771792549021853"
"nein","2007","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","189","0.782052463907598","0.72937971116843","0.834725216646765"
"nein","2007","AkademikerInnen","Westdeutschland, alte Bundeslaender","1382","0.643611043750664","0.623688468934523","0.663533618566804"
