"pgoeffd","year","alter_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"ja","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"ja","1984","16-34 Jahre alt","Hamburg","","","",""
"ja","1984","16-34 Jahre alt","Niedersachsen","63","0.266701409270313","0.213254413687513","0.320148404853112"
"ja","1984","16-34 Jahre alt","Bremen","","","",""
"ja","1984","16-34 Jahre alt","Nordrhein-Westfalen","164","0.258055579829942","0.226614030616088","0.289497129043797"
"ja","1984","16-34 Jahre alt","Hessen","60","0.221865839410025","0.176968293580165","0.266763385239885"
"ja","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","48","0.252847097963349","0.193779385233073","0.311914810693625"
"ja","1984","16-34 Jahre alt","Baden-Wuerttemberg","80","0.178878830745427","0.14755338447545","0.210204277015404"
"ja","1984","16-34 Jahre alt","Bayern","101","0.211507381968257","0.176203040728589","0.246811723207925"
"ja","1984","16-34 Jahre alt","Saarland","","","",""
"ja","1984","16-34 Jahre alt","Berlin","","","",""
"ja","1984","16-34 Jahre alt","Brandenburg","","","",""
"ja","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"ja","1984","16-34 Jahre alt","Sachsen","","","",""
"ja","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"ja","1984","16-34 Jahre alt","Thueringen","","","",""
"ja","1984","35-65 Jahre alt","Schleswig-Holstein","36","0.277242960095943","0.202010534261838","0.352475385930048"
"ja","1984","35-65 Jahre alt","Hamburg","35","0.324715839653404","0.234719169735918","0.414712509570889"
"ja","1984","35-65 Jahre alt","Niedersachsen","100","0.274147025511117","0.230648602938298","0.317645448083935"
"ja","1984","35-65 Jahre alt","Bremen","","","",""
"ja","1984","35-65 Jahre alt","Nordrhein-Westfalen","222","0.25424611410544","0.228057606081109","0.280434622129772"
"ja","1984","35-65 Jahre alt","Hessen","107","0.297580212591447","0.253855814539426","0.341304610643469"
"ja","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","51","0.229792986775608","0.176897688112442","0.282688285438774"
"ja","1984","35-65 Jahre alt","Baden-Wuerttemberg","154","0.230831578482943","0.2026371834284","0.259025973537486"
"ja","1984","35-65 Jahre alt","Bayern","149","0.227853989764544","0.1977748213899","0.257933158139189"
"ja","1984","35-65 Jahre alt","Saarland","","","",""
"ja","1984","35-65 Jahre alt","Berlin","69","0.48060511565815","0.403429841397392","0.557780389918908"
"ja","1984","35-65 Jahre alt","Brandenburg","","","",""
"ja","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"ja","1984","35-65 Jahre alt","Sachsen","","","",""
"ja","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"ja","1984","35-65 Jahre alt","Thueringen","","","",""
"ja","1984","66 und älter","Schleswig-Holstein","","","",""
"ja","1984","66 und älter","Hamburg","","","",""
"ja","1984","66 und älter","Niedersachsen","","","",""
"ja","1984","66 und älter","Bremen","","","",""
"ja","1984","66 und älter","Nordrhein-Westfalen","","","",""
"ja","1984","66 und älter","Hessen","","","",""
"ja","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"ja","1984","66 und älter","Baden-Wuerttemberg","","","",""
"ja","1984","66 und älter","Bayern","","","",""
"ja","1984","66 und älter","Saarland","","","",""
"ja","1984","66 und älter","Berlin","","","",""
"ja","1984","66 und älter","Brandenburg","","","",""
"ja","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"ja","1984","66 und älter","Sachsen","","","",""
"ja","1984","66 und älter","Sachsen-Anhalt","","","",""
"ja","1984","66 und älter","Thueringen","","","",""
"nein","1984","16-34 Jahre alt","Schleswig-Holstein","69","0.782250494104545","0.69552635909109","0.868974629118"
"nein","1984","16-34 Jahre alt","Hamburg","58","0.791465484036596","0.698270695963337","0.884660272109855"
"nein","1984","16-34 Jahre alt","Niedersachsen","200","0.733298590729687","0.679851595146888","0.786745586312487"
"nein","1984","16-34 Jahre alt","Bremen","","","",""
"nein","1984","16-34 Jahre alt","Nordrhein-Westfalen","580","0.741944420170058","0.710502870956203","0.773385969383912"
"nein","1984","16-34 Jahre alt","Hessen","269","0.778134160589975","0.733236614760115","0.823031706419835"
"nein","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","160","0.747152902036651","0.688085189306375","0.806220614766927"
"nein","1984","16-34 Jahre alt","Baden-Wuerttemberg","495","0.821121169254573","0.789795722984596","0.85244661552455"
"nein","1984","16-34 Jahre alt","Bayern","413","0.788492618031743","0.753188276792075","0.823796959271411"
"nein","1984","16-34 Jahre alt","Saarland","","","",""
"nein","1984","16-34 Jahre alt","Berlin","83","0.769683715996337","0.687975359178833","0.851392072813841"
"nein","1984","16-34 Jahre alt","Brandenburg","","","",""
"nein","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"nein","1984","16-34 Jahre alt","Sachsen","","","",""
"nein","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"nein","1984","16-34 Jahre alt","Thueringen","","","",""
"nein","1984","35-65 Jahre alt","Schleswig-Holstein","100","0.722757039904057","0.647524614069952","0.797989465738162"
