"pgoeffd","year","sex","n","percent","lower_confidence","upper_confidence"
"ja","1984","maennlich","867","0.232417305416911","0.220044979206475","0.244789631627347"
"ja","1984","weiblich","635","0.269426055034635","0.252546946038722","0.286305164030548"
"nein","1984","maennlich","3610","0.767582694583089","0.755210368372653","0.779955020793525"
"nein","1984","weiblich","2019","0.730573944965365","0.713694835969452","0.747453053961278"
"ja","1985","maennlich","792","0.242781434438364","0.229267575906313","0.256295292970415"
"ja","1985","weiblich","579","0.27949865011244","0.261086795886493","0.297910504338387"
"nein","1985","maennlich","3075","0.757218565561636","0.743704707029585","0.770732424093687"
"nein","1985","weiblich","1703","0.72050134988756","0.702089495661613","0.738913204113507"
"ja","1986","maennlich","756","0.248232973516005","0.23420708837202","0.26225885865999"
"ja","1986","weiblich","549","0.284669379143551","0.265492049601364","0.303846708685738"
"nein","1986","maennlich","2888","0.751767026483995","0.73774114134001","0.76579291162798"
"nein","1986","weiblich","1578","0.715330620856449","0.696153291314262","0.734507950398636"
"ja","1987","maennlich","746","0.244218600698779","0.230271408248388","0.258165793149169"
"ja","1987","weiblich","575","0.288128190649244","0.269254827206443","0.307001554092046"
"nein","1987","maennlich","2899","0.755781399301221","0.741834206850831","0.769728591751612"
"nein","1987","weiblich","1637","0.711871809350756","0.692998445907954","0.730745172793557"
"ja","1988","maennlich","690","0.238320638612304","0.224243791992635","0.252397485231972"
"ja","1988","weiblich","566","0.284928188113187","0.26611778654125","0.303738589685124"
"nein","1988","maennlich","2829","0.761679361387696","0.747602514768028","0.775756208007365"
"nein","1988","weiblich","1646","0.715071811886813","0.696261410314876","0.73388221345875"
"ja","1989","maennlich","675","0.230104025268033","0.216189654908263","0.244018395627802"
"ja","1989","weiblich","583","0.280202620189731","0.261955634723992","0.29844960565547"
"nein","1989","maennlich","2840","0.769895974731967","0.755981604372198","0.783810345091737"
"nein","1989","weiblich","1744","0.719797379810269","0.70155039434453","0.738044365276008"
"ja","1990","maennlich","1086","0.234408992451067","0.222816549845067","0.246001435057068"
"ja","1990","weiblich","1250","0.322518764973391","0.307732272577295","0.337305257369488"
"nein","1990","maennlich","4044","0.765591007548933","0.753998564942932","0.777183450154933"
"nein","1990","weiblich","2589","0.677481235026609","0.662694742630512","0.692267727422705"
"ja","1991","maennlich","1009","0.230323432861028","0.218636645325489","0.242010220396568"
"ja","1991","weiblich","1188","0.320408143214768","0.305368397503699","0.335447888925838"
"nein","1991","maennlich","3977","0.769676567138972","0.757989779603432","0.781363354674511"
"nein","1991","weiblich","2510","0.679591856785232","0.664552111074162","0.694631602496301"
"ja","1992","maennlich","983","0.235768535603049","0.223566741338734","0.247970329867364"
"ja","1992","weiblich","1172","0.34801036138131","0.331942306505022","0.364078416257598"
"nein","1992","maennlich","3666","0.764231464396951","0.752029670132636","0.776433258661266"
"nein","1992","weiblich","2204","0.65198963861869","0.635921583742402","0.668057693494978"
"ja","1993","maennlich","942","0.23005200408747","0.217774473618837","0.242329534556103"
"ja","1993","weiblich","1122","0.331196677462689","0.315282996430781","0.347110358494597"
"nein","1993","maennlich","3572","0.76994799591253","0.757670465443897","0.782225526381163"
"nein","1993","weiblich","2238","0.668803322537311","0.652889641505403","0.684717003569219"
"ja","1994","maennlich","889","0.233178254048092","0.220448863359958","0.245907644736226"
"ja","1994","weiblich","1066","0.337794049371935","0.321290743608216","0.354297355135653"
"nein","1994","maennlich","3350","0.766821745951909","0.754092355263774","0.779551136640043"
"nein","1994","weiblich","2089","0.662205950628065","0.645702644864347","0.678709256391784"
"ja","1995","maennlich","870","0.22333482864107","0.211143280313769","0.235526376968371"
"ja","1995","weiblich","1141","0.343109121019808","0.327090014127498","0.359128227912117"
"nein","1995","maennlich","3613","0.77666517135893","0.764473623031629","0.788856719686231"
"nein","1995","weiblich","2233","0.656890878980192","0.640871772087883","0.672909985872502"
"ja","1996","maennlich","820","0.222476216987355","0.209976532918202","0.234975901056509"
"ja","1996","weiblich","1095","0.345627724901912","0.329183649487851","0.362071800315972"
"nein","1996","maennlich","3433","0.777523783012645","0.765024098943491","0.790023467081798"
"nein","1996","weiblich","2118","0.654372275098088","0.637928199684028","0.670816350512149"
"ja","1997","maennlich","824","0.223998934877214","0.211377998154215","0.236619871600212"
"ja","1997","weiblich","1067","0.330230155743886","0.313915128274615","0.346545183213157"
"nein","1997","maennlich","3368","0.776001065122786","0.763380128399788","0.788622001845785"
"nein","1997","weiblich","2125","0.669769844256114","0.653454816786843","0.686084871725385"
"ja","1998","maennlich","873","0.212272935736933","0.200467556755194","0.224078314718673"
"ja","1998","weiblich","1198","0.344998376134982","0.329263191293715","0.36073356097625"
"nein","1998","maennlich","3736","0.787727064263066","0.775921685281327","0.799532443244806"
"nein","1998","weiblich","2308","0.655001623865018","0.63926643902375","0.670736808706286"
"ja","1999","maennlich","798","0.208972860625196","0.196713286883746","0.221232434366647"
"ja","1999","weiblich","1079","0.334664865972343","0.318464262203081","0.350865469741605"
"nein","1999","maennlich","3427","0.791027139374804","0.778767565633353","0.803286713116254"
"nein","1999","weiblich","2180","0.665335134027657","0.649134530258395","0.681535737796919"
"ja","2000","maennlich","1492","0.195446254425802","0.186583924949761","0.204308583901843"
"ja","2000","weiblich","1837","0.290438170064413","0.279064664396595","0.301811675732231"
"nein","2000","maennlich","6199","0.804553745574198","0.795691416098158","0.813416075050239"
"nein","2000","weiblich","4283","0.709561829935587","0.698188324267769","0.720935335603405"
"ja","2001","maennlich","1284","0.199511175037796","0.189827930917552","0.209194419158041"
"ja","2001","weiblich","1604","0.288746225261165","0.276566306982663","0.300926143539666"
"nein","2001","maennlich","5259","0.800488824962204","0.790805580841959","0.810172069082448"
"nein","2001","weiblich","3714","0.711253774738835","0.699073856460334","0.723433693017337"
"ja","2002","maennlich","1516","0.197844827739072","0.188681749027373","0.20700790645077"
"ja","2002","weiblich","1900","0.282508564086062","0.271211339871903","0.293805788300222"
"nein","2002","maennlich","5745","0.802155172260928","0.79299209354923","0.811318250972627"
"nein","2002","weiblich","4201","0.717491435913937","0.706194211699778","0.728788660128097"
"ja","2003","maennlich","1366","0.208008950193413","0.198054878122228","0.217963022264598"
"ja","2003","weiblich","1744","0.299724799117656","0.287550489194375","0.311899109040938"
"nein","2003","maennlich","5021","0.791991049806587","0.782036977735402","0.801945121877771"
"nein","2003","weiblich","3696","0.700275200882344","0.688100890959062","0.712449510805625"
"ja","2004","maennlich","1359","0.205031802645722","0.195224646516331","0.214838958775114"
"ja","2004","weiblich","1756","0.284612190387224","0.27285679091403","0.296367589860418"
"nein","2004","maennlich","5151","0.794968197354278","0.785161041224886","0.804775353483669"
"nein","2004","weiblich","3904","0.715387809612776","0.703632410139582","0.72714320908597"
"ja","2005","maennlich","1210","0.203273002352701","0.192900019376916","0.213645985328486"
"ja","2005","weiblich","1616","0.292489733093087","0.27999012990865","0.304989336277524"
"nein","2005","maennlich","4572","0.796726997647299","0.786354014671514","0.807099980623084"
"nein","2005","weiblich","3472","0.707510266906913","0.695010663722476","0.72000987009135"
"ja","2006","maennlich","1252","0.203382575988771","0.193109173583038","0.213655978394503"
"ja","2006","weiblich","1693","0.294626610720141","0.282320922403115","0.306932299037167"
"nein","2006","maennlich","4645","0.796617424011229","0.786344021605497","0.806890826416962"
"nein","2006","weiblich","3579","0.705373389279859","0.693067700962833","0.717679077596885"
"ja","2007","maennlich","1261","0.198518946073373","0.188471894582283","0.208565997564463"
"ja","2007","weiblich","1628","0.274262779449502","0.262422453469809","0.286103105429195"
"nein","2007","maennlich","4794","0.801481053926627","0.791434002435537","0.811528105417717"
"nein","2007","weiblich","3826","0.725737220550498","0.713896894570805","0.737577546530191"
"ja","2008","maennlich","1141","0.19977372230717","0.189174137292625","0.210373307321715"
"ja","2008","weiblich","1489","0.266058614131699","0.253788020307879","0.278329207955519"
"nein","2008","maennlich","4325","0.80022627769283","0.789626692678285","0.810825862707375"
"nein","2008","weiblich","3493","0.733941385868301","0.721670792044481","0.746211979692121"
"ja","2009","maennlich","1064","0.186846948372693","0.176309157744928","0.197384739000459"
"ja","2009","weiblich","1490","0.27234289139748","0.259966577753954","0.284719205041006"
"nein","2009","maennlich","4192","0.813153051627307","0.802615260999541","0.823690842255072"
"nein","2009","weiblich","3480","0.72765710860252","0.715280794958994","0.740033422246046"
"ja","2010","maennlich","1373","0.198183844483076","0.188906252834686","0.207461436131466"
"ja","2010","weiblich","1829","0.275957206968558","0.265010297868681","0.286904116068435"
"nein","2010","maennlich","5719","0.801816155516924","0.792538563868534","0.811093747165314"
"nein","2010","weiblich","4576","0.724042793031442","0.713095883931565","0.734989702131319"
"ja","2011","maennlich","1630","0.20116662057954","0.192436133911598","0.209897107247481"
"ja","2011","weiblich","2316","0.281616135440036","0.271778961969361","0.291453308910712"
"nein","2011","maennlich","6469","0.79883337942046","0.790102892752519","0.807563866088402"
"nein","2011","weiblich","5715","0.718383864559964","0.708546691089288","0.728221038030639"
"ja","2012","maennlich","1563","0.200638597059248","0.191748247040604","0.209528947077892"
"ja","2012","weiblich","2297","0.287621815669326","0.27768662530759","0.297557006031062"
"nein","2012","maennlich","6232","0.799361402940752","0.790471052922108","0.808251752959396"
"nein","2012","weiblich","5677","0.712378184330674","0.702442993968938","0.72231337469241"
"ja","2013","maennlich","1559","0.200312759079254","0.191784167850477","0.208841350308032"
"ja","2013","weiblich","2549","0.301687845603265","0.292159009761757","0.311216681444772"
"nein","2013","maennlich","6901","0.799687240920746","0.791158649691968","0.808215832149524"
"nein","2013","weiblich","6364","0.698312154396735","0.688783318555228","0.707840990238243"
"ja","2014","maennlich","1435","0.209536888309263","0.200303471957549","0.218770304660976"
"ja","2014","weiblich","2319","0.306753072180995","0.296613672376696","0.316892471985294"
"nein","2014","maennlich","6028","0.790463111690737","0.781229695339024","0.799696528042451"
