"pgoeffd","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"nein","1993","Saarland","weiblich","","","",""
"nein","1993","Berlin","maennlich","139","0.720423736060731","0.656609812812085","0.784237659309377"
"nein","1993","Berlin","weiblich","100","0.590374967889986","0.516013036371226","0.664736899408747"
"nein","1993","Brandenburg","maennlich","153","0.736225812430993","0.675901437920606","0.796550186941381"
"nein","1993","Brandenburg","weiblich","84","0.476672843927413","0.401147920908462","0.552197766946365"
"nein","1993","Mecklenburg-Vorpommern","maennlich","94","0.800748212677867","0.731003398689492","0.870493026666242"
"nein","1993","Mecklenburg-Vorpommern","weiblich","39","0.413177551124608","0.316668108069118","0.509686994180097"
"nein","1993","Sachsen","maennlich","253","0.727904025274471","0.681478282870713","0.774329767678228"
"nein","1993","Sachsen","weiblich","156","0.545560895046375","0.488741507582979","0.602380282509771"
"nein","1993","Sachsen-Anhalt","maennlich","187","0.786824315791227","0.734792697728306","0.838855933854147"
"nein","1993","Sachsen-Anhalt","weiblich","96","0.496115738850812","0.425939888405263","0.566291589296361"
"nein","1993","Thueringen","maennlich","160","0.737107696758123","0.677569887229942","0.796645506286304"
"nein","1993","Thueringen","weiblich","108","0.626597396447064","0.554931583685878","0.69826320920825"
"ja","1994","Schleswig-Holstein","maennlich","31","0.366644945380619","0.268706526553595","0.464583364207642"
"ja","1994","Schleswig-Holstein","weiblich","","","",""
"ja","1994","Hamburg","maennlich","","","",""
"ja","1994","Hamburg","weiblich","","","",""
"ja","1994","Niedersachsen","maennlich","76","0.26657782499968","0.218871040057054","0.314284609942307"
"ja","1994","Niedersachsen","weiblich","65","0.302963266797284","0.243314222760073","0.362612310834494"
"ja","1994","Bremen","maennlich","","","",""
"ja","1994","Bremen","weiblich","","","",""
"ja","1994","Nordrhein-Westfalen","maennlich","174","0.222000431339018","0.193761190643058","0.250239672034979"
"ja","1994","Nordrhein-Westfalen","weiblich","161","0.307144725461802","0.269106814134191","0.345182636789413"
"ja","1994","Hessen","maennlich","66","0.25537309085498","0.20690846925085","0.303837712459109"
"ja","1994","Hessen","weiblich","72","0.332883184607112","0.271032781835364","0.39473358737886"
"ja","1994","Rheinland-Pfalz,Saarland","maennlich","32","0.201120714697293","0.144569958273821","0.257671471120766"
"ja","1994","Rheinland-Pfalz,Saarland","weiblich","45","0.373139024119395","0.293310244950497","0.452967803288292"
"ja","1994","Baden-Wuerttemberg","maennlich","77","0.159647593871338","0.130388440322745","0.188906747419931"
"ja","1994","Baden-Wuerttemberg","weiblich","107","0.2875624171369","0.244428650852732","0.330696183421067"
"ja","1994","Bayern","maennlich","119","0.241513309802396","0.205873307317287","0.277153312287505"
"ja","1994","Bayern","weiblich","103","0.301341537212679","0.25591945707304","0.346763617352318"
"ja","1994","Saarland","maennlich","","","",""
"ja","1994","Saarland","weiblich","","","",""
"ja","1994","Berlin","maennlich","49","0.286491776509915","0.219696257489626","0.353287295530203"
"ja","1994","Berlin","weiblich","63","0.419461840247785","0.341523824366318","0.497399856129252"
"ja","1994","Brandenburg","maennlich","46","0.247372320469834","0.186654961778743","0.308089679160924"
"ja","1994","Brandenburg","weiblich","74","0.514077098657476","0.434881656472761","0.59327254084219"
"ja","1994","Mecklenburg-Vorpommern","maennlich","35","0.203844065636507","0.134858131756916","0.272829999516097"
"ja","1994","Mecklenburg-Vorpommern","weiblich","55","0.52873282418837","0.430403687549945","0.627061960826795"
"ja","1994","Sachsen","maennlich","87","0.246896562487311","0.200652104433189","0.293141020541433"
"ja","1994","Sachsen","weiblich","131","0.434774130621998","0.377719361144204","0.491828900099791"
"ja","1994","Sachsen-Anhalt","maennlich","41","0.198218580955321","0.145176763182786","0.251260398727855"
"ja","1994","Sachsen-Anhalt","weiblich","96","0.497623960930441","0.426900651109818","0.568347270751064"
"ja","1994","Thueringen","maennlich","44","0.262498139420726","0.202846879249243","0.322149399592208"
"ja","1994","Thueringen","weiblich","62","0.377961124956567","0.304200196091734","0.4517220538214"
"nein","1994","Schleswig-Holstein","maennlich","62","0.633355054619381","0.535416635792358","0.731293473446405"
"nein","1994","Schleswig-Holstein","weiblich","54","0.718069860012885","0.617571996071717","0.818567723954052"
"nein","1994","Hamburg","maennlich","33","0.769831928291866","0.639383576967893","0.900280279615839"
"nein","1994","Hamburg","weiblich","34","0.839477463569658","0.722761886868858","0.956193040270459"
"nein","1994","Niedersachsen","maennlich","254","0.73342217500032","0.685715390057693","0.781128959942946"
"nein","1994","Niedersachsen","weiblich","163","0.697036733202716","0.637387689165506","0.756685777239927"
"nein","1994","Bremen","maennlich","","","",""
"nein","1994","Bremen","weiblich","","","",""
"nein","1994","Nordrhein-Westfalen","maennlich","658","0.777999568660982","0.749760327965021","0.806238809356942"
"nein","1994","Nordrhein-Westfalen","weiblich","404","0.692855274538198","0.654817363210587","0.730893185865809"
"nein","1994","Hessen","maennlich","245","0.74462690914502","0.696162287540891","0.79309153074915"
"nein","1994","Hessen","weiblich","151","0.667116815392888","0.60526641262114","0.728967218164636"
"nein","1994","Rheinland-Pfalz,Saarland","maennlich","161","0.798879285302707","0.742328528879234","0.855430041726179"
"nein","1994","Rheinland-Pfalz,Saarland","weiblich","96","0.626860975880605","0.547032196711708","0.706689755049503"
"nein","1994","Baden-Wuerttemberg","maennlich","525","0.840352406128662","0.811093252580069","0.869611559677255"
"nein","1994","Baden-Wuerttemberg","weiblich","316","0.7124375828631","0.669303816578933","0.755571349147268"
"nein","1994","Bayern","maennlich","435","0.758486690197604","0.722846687712495","0.794126692682713"
"nein","1994","Bayern","weiblich","289","0.698658462787321","0.653236382647682","0.74408054292696"
"nein","1994","Saarland","maennlich","","","",""
"nein","1994","Saarland","weiblich","","","",""
"nein","1994","Berlin","maennlich","127","0.713508223490085","0.646712704469797","0.780303742510374"
"nein","1994","Berlin","weiblich","91","0.580538159752215","0.502600143870748","0.658476175633682"
"nein","1994","Brandenburg","maennlich","148","0.752627679530166","0.691910320839076","0.813345038221257"
"nein","1994","Brandenburg","weiblich","79","0.485922901342524","0.40672745915781","0.565118343527239"
"nein","1994","Mecklenburg-Vorpommern","maennlich","96","0.796155934363493","0.727170000483903","0.865141868243084"
"nein","1994","Mecklenburg-Vorpommern","weiblich","44","0.47126717581163","0.372938039173205","0.569596312450055"
"nein","1994","Sachsen","maennlich","247","0.753103437512689","0.706858979458567","0.799347895566811"
"nein","1994","Sachsen","weiblich","159","0.565225869378002","0.508171099900209","0.622280638855796"
"nein","1994","Sachsen-Anhalt","maennlich","176","0.801781419044679","0.748739601272145","0.854823236817214"
"nein","1994","Sachsen-Anhalt","weiblich","96","0.502376039069559","0.431652729248936","0.573099348890182"
"nein","1994","Thueringen","maennlich","165","0.737501860579274","0.677850600407792","0.797153120750757"
"nein","1994","Thueringen","weiblich","104","0.622038875043433","0.5482779461786","0.695799803908266"
"ja","1995","Schleswig-Holstein","maennlich","30","0.343832528810348","0.247296940884504","0.440368116736191"
"ja","1995","Schleswig-Holstein","weiblich","","","",""
"ja","1995","Hamburg","maennlich","","","",""
"ja","1995","Hamburg","weiblich","","","",""
"ja","1995","Niedersachsen","maennlich","81","0.265571010408022","0.220076494911442","0.311065525904602"
"ja","1995","Niedersachsen","weiblich","66","0.286598125053251","0.229151646978958","0.344044603127544"
"ja","1995","Bremen","maennlich","","","",""
"ja","1995","Bremen","weiblich","","","",""
"ja","1995","Nordrhein-Westfalen","maennlich","170","0.199771368527089","0.173518128793795","0.226024608260383"
"ja","1995","Nordrhein-Westfalen","weiblich","199","0.33816607343666","0.301194979706111","0.375137167167209"
"ja","1995","Hessen","maennlich","65","0.241166078074632","0.194799430816676","0.287532725332588"
"ja","1995","Hessen","weiblich","72","0.339381730371594","0.278842948266998","0.39992051247619"
"ja","1995","Rheinland-Pfalz,Saarland","maennlich","33","0.159951313812621","0.111840600746002","0.208062026879241"
"ja","1995","Rheinland-Pfalz,Saarland","weiblich","51","0.367854139531368","0.294275357952671","0.441432921110065"
"ja","1995","Baden-Wuerttemberg","maennlich","78","0.15979347525835","0.130997920844851","0.188589029671848"
"ja","1995","Baden-Wuerttemberg","weiblich","122","0.30243265286139","0.260774782717559","0.344090523005222"
"ja","1995","Bayern","maennlich","114","0.23703549797492","0.203260268698159","0.270810727251682"
"ja","1995","Bayern","weiblich","123","0.304334362270888","0.260894821287196","0.347773903254579"
"ja","1995","Saarland","maennlich","","","",""
"ja","1995","Saarland","weiblich","","","",""
"ja","1995","Berlin","maennlich","48","0.309080413192932","0.241001760507374","0.37715906587849"
"ja","1995","Berlin","weiblich","64","0.429131635759395","0.351462397454223","0.506800874064567"
"ja","1995","Brandenburg","maennlich","40","0.203664626762932","0.147569994862059","0.259759258663805"
"ja","1995","Brandenburg","weiblich","70","0.462081354336032","0.384342691005222","0.539820017666843"
"ja","1995","Mecklenburg-Vorpommern","maennlich","34","0.205010908559796","0.1374093237585","0.272612493361093"
"ja","1995","Mecklenburg-Vorpommern","weiblich","63","0.536337598848748","0.444796583119245","0.627878614578251"
"ja","1995","Sachsen","maennlich","84","0.234274551575338","0.189710727439698","0.278838375710978"
"ja","1995","Sachsen","weiblich","129","0.441995802502892","0.385324278933346","0.498667326072438"
"ja","1995","Sachsen-Anhalt","maennlich","37","0.185375365648395","0.13343157482981","0.237319156466981"
"ja","1995","Sachsen-Anhalt","weiblich","90","0.440228177336465","0.369827661308977","0.510628693363954"
"ja","1995","Thueringen","maennlich","38","0.236989181631717","0.180148605726701","0.293829757536734"
"ja","1995","Thueringen","weiblich","60","0.331709326148709","0.261751709039393","0.401666943258025"
"nein","1995","Schleswig-Holstein","maennlich","63","0.656167471189652","0.559631883263809","0.752703059115496"
"nein","1995","Schleswig-Holstein","weiblich","52","0.733600263530122","0.630039389818096","0.837161137242147"
"nein","1995","Hamburg","maennlich","31","0.648804264661258","0.504441593084999","0.793166936237517"
"nein","1995","Hamburg","weiblich","","","",""
"nein","1995","Niedersachsen","maennlich","281","0.734428989591978","0.688934474095398","0.779923505088558"
"nein","1995","Niedersachsen","weiblich","172","0.713401874946749","0.655955396872455","0.770848353021042"
"nein","1995","Bremen","maennlich","","","",""
"nein","1995","Bremen","weiblich","","","",""
"nein","1995","Nordrhein-Westfalen","maennlich","721","0.800228631472911","0.773975391739617","0.826481871206205"
"nein","1995","Nordrhein-Westfalen","weiblich","430","0.66183392656334","0.624862832832791","0.698805020293889"
"nein","1995","Hessen","maennlich","262","0.758833921925368","0.712467274667412","0.805200569183324"
"nein","1995","Hessen","weiblich","163","0.660618269628406","0.60007948752381","0.721157051733002"
"nein","1995","Rheinland-Pfalz,Saarland","maennlich","190","0.840048686187379","0.791937973120759","0.888159399253998"
"nein","1995","Rheinland-Pfalz,Saarland","weiblich","114","0.632145860468632","0.558567078889935","0.705724642047329"
"nein","1995","Baden-Wuerttemberg","maennlich","544","0.84020652474165","0.811410970328151","0.869002079155149"
"nein","1995","Baden-Wuerttemberg","weiblich","345","0.69756734713861","0.655909476994778","0.739225217282441"
"nein","1995","Bayern","maennlich","495","0.76296450202508","0.729189272748318","0.796739731301841"
"nein","1995","Bayern","weiblich","308","0.695665637729112","0.652226096745421","0.739105178712804"
"nein","1995","Saarland","maennlich","","","",""
"nein","1995","Saarland","weiblich","","","",""
"nein","1995","Berlin","maennlich","129","0.690919586807068","0.62284093412151","0.758998239492626"
"nein","1995","Berlin","weiblich","92","0.570868364240605","0.493199125935433","0.648537602545778"
"nein","1995","Brandenburg","maennlich","158","0.796335373237068","0.740240741336195","0.852430005137941"
"nein","1995","Brandenburg","weiblich","88","0.537918645663968","0.460179982333157","0.615657308994778"
"nein","1995","Mecklenburg-Vorpommern","maennlich","103","0.794989091440204","0.727387506638907","0.8625906762415"
"nein","1995","Mecklenburg-Vorpommern","weiblich","51","0.463662401151252","0.372121385421749","0.555203416880755"
"nein","1995","Sachsen","maennlich","263","0.765725448424662","0.721161624289022","0.810289272560302"
"nein","1995","Sachsen","weiblich","166","0.558004197497108","0.501332673927562","0.614675721066654"
"nein","1995","Sachsen-Anhalt","maennlich","178","0.814624634351605","0.762680843533019","0.86656842517019"
"nein","1995","Sachsen-Anhalt","weiblich","101","0.559771822663535","0.489371306636046","0.630172338691023"
"nein","1995","Thueringen","maennlich","177","0.763010818368283","0.706170242463266","0.819851394273299"
"nein","1995","Thueringen","weiblich","114","0.668290673851291","0.598333056741975","0.738248290960607"
"ja","1996","Schleswig-Holstein","maennlich","","","",""
"ja","1996","Schleswig-Holstein","weiblich","","","",""
"ja","1996","Hamburg","maennlich","","","",""
"ja","1996","Hamburg","weiblich","","","",""
"ja","1996","Niedersachsen","maennlich","78","0.268000520523605","0.221861362509156","0.314139678538053"
"ja","1996","Niedersachsen","weiblich","62","0.255444197224459","0.200611248502848","0.310277145946071"
"ja","1996","Bremen","maennlich","","","",""
"ja","1996","Bremen","weiblich","","","",""
"ja","1996","Nordrhein-Westfalen","maennlich","170","0.222794057593332","0.194966738575465","0.250621376611199"
"ja","1996","Nordrhein-Westfalen","weiblich","196","0.342107673296814","0.304397795974953","0.379817550618675"
"ja","1996","Hessen","maennlich","61","0.25680052243788","0.20669249407131","0.306908550804451"
"ja","1996","Hessen","weiblich","76","0.377210068199372","0.314018912096699","0.440401224302045"
"ja","1996","Rheinland-Pfalz,Saarland","maennlich","36","0.166012257563992","0.11739317678917","0.214631338338815"
"ja","1996","Rheinland-Pfalz,Saarland","weiblich","50","0.366016460949369","0.290424590529562","0.441608331369175"
"ja","1996","Baden-Wuerttemberg","maennlich","66","0.145533507729241","0.116859457499861","0.174207557958621"
"ja","1996","Baden-Wuerttemberg","weiblich","119","0.328983170533849","0.283614815781966","0.374351525285732"
"ja","1996","Bayern","maennlich","106","0.200610505888374","0.168048130435565","0.233172881341183"
"ja","1996","Bayern","weiblich","114","0.2892708184994","0.245327705185454","0.333213931813346"
"ja","1996","Saarland","maennlich","","","",""
"ja","1996","Saarland","weiblich","","","",""
"ja","1996","Berlin","maennlich","44","0.316875256669803","0.244557707233427","0.38919280610618"
"ja","1996","Berlin","weiblich","63","0.474145656470974","0.39342623424737","0.554865078694578"
"ja","1996","Brandenburg","maennlich","36","0.20041320399504","0.143342508992364","0.257483898997716"
"ja","1996","Brandenburg","weiblich","62","0.431608264618065","0.351811370734052","0.511405158502077"
"ja","1996","Mecklenburg-Vorpommern","maennlich","30","0.22284709835505","0.148076416941032","0.297617779769069"
"ja","1996","Mecklenburg-Vorpommern","weiblich","51","0.463748517360249","0.367906280441978","0.559590754278521"
"ja","1996","Sachsen","maennlich","80","0.232777014684504","0.187590452410037","0.277963576958972"
"ja","1996","Sachsen","weiblich","129","0.453173744354897","0.395681548469527","0.510665940240267"
"ja","1996","Sachsen-Anhalt","maennlich","35","0.193884627364467","0.137671003899662","0.250098250829272"
"ja","1996","Sachsen-Anhalt","weiblich","88","0.446999925756691","0.37496570433887","0.519034147174511"
"ja","1996","Thueringen","maennlich","31","0.185934717314285","0.132806610341453","0.239062824287118"
"ja","1996","Thueringen","weiblich","55","0.33407563374183","0.262752847005689","0.405398420477971"
"nein","1996","Schleswig-Holstein","maennlich","64","0.664567923562719","0.56861049534047","0.760525351784967"
"nein","1996","Schleswig-Holstein","weiblich","54","0.665550698884958","0.558055776751944","0.773045621017972"
"nein","1996","Hamburg","maennlich","34","0.696492599128027","0.559070442756219","0.833914755499834"
"nein","1996","Hamburg","weiblich","","","",""
"nein","1996","Niedersachsen","maennlich","276","0.731999479476395","0.685860321461947","0.778138637490844"
"nein","1996","Niedersachsen","weiblich","181","0.74455580277554","0.689722854053929","0.799388751497152"
"nein","1996","Bremen","maennlich","","","",""
"nein","1996","Bremen","weiblich","","","",""
"nein","1996","Nordrhein-Westfalen","maennlich","689","0.777205942406668","0.7493786233888","0.805033261424535"
"nein","1996","Nordrhein-Westfalen","weiblich","412","0.657892326703186","0.620182449381325","0.695602204025048"
"nein","1996","Hessen","maennlich","231","0.74319947756212","0.693091449195549","0.79330750592869"
"nein","1996","Hessen","weiblich","150","0.622789931800628","0.559598775697955","0.685981087903301"
"nein","1996","Rheinland-Pfalz,Saarland","maennlich","189","0.833987742436008","0.785368661661185","0.88260682321083"
"nein","1996","Rheinland-Pfalz,Saarland","weiblich","106","0.633983539050631","0.558391668630825","0.709575409470438"
"nein","1996","Baden-Wuerttemberg","maennlich","515","0.854466492270759","0.825792442041379","0.883140542500139"
"nein","1996","Baden-Wuerttemberg","weiblich","293","0.671016829466151","0.625648474714269","0.716385184218034"
"nein","1996","Bayern","maennlich","475","0.799389494111626","0.766827118658817","0.831951869564435"
"nein","1996","Bayern","weiblich","295","0.7107291815006","0.666786068186654","0.754672294814546"
"nein","1996","Saarland","maennlich","","","",""
"nein","1996","Saarland","weiblich","","","",""
"nein","1996","Berlin","maennlich","115","0.683124743330196","0.61080719389382","0.755442292766573"
"nein","1996","Berlin","weiblich","84","0.525854343529026","0.445134921305422","0.60657376575263"
"nein","1996","Brandenburg","maennlich","153","0.79958679600496","0.742516101002284","0.856657491007636"
"nein","1996","Brandenburg","weiblich","86","0.568391735381935","0.488594841497923","0.648188629265948"
"nein","1996","Mecklenburg-Vorpommern","maennlich","89","0.77715290164495","0.702382220230931","0.851923583058969"
"nein","1996","Mecklenburg-Vorpommern","weiblich","53","0.536251482639751","0.440409245721479","0.632093719558022"
"nein","1996","Sachsen","maennlich","256","0.767222985315496","0.722036423041028","0.812409547589963"
"nein","1996","Sachsen","weiblich","159","0.546826255645103","0.489334059759733","0.604318451530473"
"nein","1996","Sachsen-Anhalt","maennlich","155","0.806115372635533","0.749901749170728","0.862328996100338"
"nein","1996","Sachsen-Anhalt","weiblich","95","0.553000074243309","0.480965852825489","0.62503429566113"
"nein","1996","Thueringen","maennlich","175","0.814065282685715","0.760937175712883","0.867193389658547"
"nein","1996","Thueringen","weiblich","113","0.66592436625817","0.594601579522029","0.737247152994311"
"ja","1997","Schleswig-Holstein","maennlich","","","",""
"ja","1997","Schleswig-Holstein","weiblich","","","",""
"ja","1997","Hamburg","maennlich","","","",""
"ja","1997","Hamburg","weiblich","","","",""
"ja","1997","Niedersachsen","maennlich","78","0.250008806122706","0.204643922196885","0.295373690048527"
"ja","1997","Niedersachsen","weiblich","72","0.295984293557133","0.239285486100034","0.352683101014232"
"ja","1997","Bremen","maennlich","","","",""
"ja","1997","Bremen","weiblich","","","",""
"ja","1997","Nordrhein-Westfalen","maennlich","174","0.231070591923296","0.202666658668869","0.259474525177724"
"ja","1997","Nordrhein-Westfalen","weiblich","198","0.330682786365736","0.293591179770666","0.367774392960806"
"ja","1997","Hessen","maennlich","57","0.259390709640346","0.207960561431947","0.310820857848745"
"ja","1997","Hessen","weiblich","64","0.324014807259932","0.2613112435064","0.386718371013464"
"ja","1997","Rheinland-Pfalz,Saarland","maennlich","37","0.182185946918551","0.131972517413998","0.232399376423103"
"ja","1997","Rheinland-Pfalz,Saarland","weiblich","49","0.327227324028312","0.253833888469263","0.40062075958736"
"ja","1997","Baden-Wuerttemberg","maennlich","71","0.150654659904959","0.12156802607018","0.179741293739738"
"ja","1997","Baden-Wuerttemberg","weiblich","114","0.297238240675978","0.252890202651959","0.341586278699998"
"ja","1997","Bayern","maennlich","108","0.227407954059919","0.192753594668671","0.262062313451167"
"ja","1997","Bayern","weiblich","107","0.263554495551561","0.221013759003738","0.306095232099384"
"ja","1997","Saarland","maennlich","","","",""
"ja","1997","Saarland","weiblich","","","",""
"ja","1997","Berlin","maennlich","39","0.279936688881477","0.209930763646258","0.349942614116695"
"ja","1997","Berlin","weiblich","57","0.460033689462278","0.377178666558439","0.542888712366117"
"ja","1997","Brandenburg","maennlich","46","0.227344701696229","0.168367720592924","0.286321682799534"
"ja","1997","Brandenburg","weiblich","63","0.421322404412713","0.341771917091422","0.500872891734004"
"ja","1997","Mecklenburg-Vorpommern","maennlich","30","0.230476497475885","0.155746934477936","0.305206060473834"
"ja","1997","Mecklenburg-Vorpommern","weiblich","52","0.498526917149896","0.399534216464993","0.597519617834798"
"ja","1997","Sachsen","maennlich","84","0.244246108786761","0.198031096601988","0.290461120971534"
"ja","1997","Sachsen","weiblich","123","0.431189407759912","0.374385979859361","0.487992835660463"
"ja","1997","Sachsen-Anhalt","maennlich","","","",""
"ja","1997","Sachsen-Anhalt","weiblich","83","0.451054526685043","0.377748347387722","0.524360705982364"
"ja","1997","Thueringen","maennlich","30","0.21067784112438","0.153588289442265","0.267767392806496"
"ja","1997","Thueringen","weiblich","54","0.304746955870092","0.235349128171581","0.374144783568604"
"nein","1997","Schleswig-Holstein","maennlich","64","0.702553653542313","0.608110407818268","0.796996899266358"
"nein","1997","Schleswig-Holstein","weiblich","47","0.66028082079767","0.548530720921866","0.772030920673475"
"nein","1997","Hamburg","maennlich","34","0.823100709355261","0.707698803954586","0.938502614755937"
"nein","1997","Hamburg","weiblich","","","",""
"nein","1997","Niedersachsen","maennlich","272","0.749991193877294","0.704626309951473","0.795356077803115"
"nein","1997","Niedersachsen","weiblich","177","0.704015706442867","0.647316898985767","0.760714513899966"
"nein","1997","Bremen","maennlich","","","",""
"nein","1997","Bremen","weiblich","","","",""
"nein","1997","Nordrhein-Westfalen","maennlich","672","0.768929408076704","0.740525474822276","0.797333341331131"
"nein","1997","Nordrhein-Westfalen","weiblich","420","0.669317213634264","0.632225607039194","0.706408820229334"
"nein","1997","Hessen","maennlich","222","0.740609290359654","0.689179142151255","0.792039438568053"
"nein","1997","Hessen","weiblich","150","0.675985192740068","0.613281628986536","0.7386887564936"
"nein","1997","Rheinland-Pfalz,Saarland","maennlich","190","0.817814053081449","0.767600623576897","0.868027482586001"
"nein","1997","Rheinland-Pfalz,Saarland","weiblich","108","0.672772675971688","0.59937924041264","0.746166111530737"
"nein","1997","Baden-Wuerttemberg","maennlich","510","0.849345340095041","0.820258706260262","0.87843197392982"
"nein","1997","Baden-Wuerttemberg","weiblich","294","0.702761759324022","0.658413721300002","0.747109797348041"
"nein","1997","Bayern","maennlich","454","0.772592045940081","0.737937686548833","0.807246405331329"
"nein","1997","Bayern","weiblich","305","0.736445504448439","0.693904767900617","0.778986240996262"
"nein","1997","Saarland","maennlich","","","",""
"nein","1997","Saarland","weiblich","","","",""
"nein","1997","Berlin","maennlich","119","0.720063311118523","0.650057385883305","0.790069236353742"
"nein","1997","Berlin","weiblich","82","0.539966310537722","0.457111287633883","0.622821333441561"
"nein","1997","Brandenburg","maennlich","148","0.772655298303771","0.713678317200466","0.831632279407076"
"nein","1997","Brandenburg","weiblich","85","0.578677595587287","0.499127108265996","0.658228082908578"
"nein","1997","Mecklenburg-Vorpommern","maennlich","92","0.769523502524115","0.694793939526166","0.844253065522064"
"nein","1997","Mecklenburg-Vorpommern","weiblich","46","0.501473082850104","0.402480382165202","0.600465783535007"
"nein","1997","Sachsen","maennlich","248","0.755753891213239","0.709538879028466","0.801968903398013"
"nein","1997","Sachsen","weiblich","169","0.568810592240088","0.512007164339537","0.625614020140639"
"nein","1997","Sachsen-Anhalt","maennlich","159","0.851631754383479","0.800547386617168","0.902716122149791"
"nein","1997","Sachsen-Anhalt","weiblich","94","0.548945473314957","0.475639294017636","0.622251652612278"
"nein","1997","Thueringen","maennlich","166","0.78932215887562","0.732232607193504","0.846411710557735"
"nein","1997","Thueringen","weiblich","115","0.695253044129908","0.625855216431396","0.764650871828419"
"ja","1998","Schleswig-Holstein","maennlich","","","",""
"ja","1998","Schleswig-Holstein","weiblich","","","",""
"ja","1998","Hamburg","maennlich","","","",""
"ja","1998","Hamburg","weiblich","","","",""
"ja","1998","Niedersachsen","maennlich","95","0.261861961726257","0.219613935179124","0.30410998827339"
"ja","1998","Niedersachsen","weiblich","96","0.353961665974765","0.299113270817069","0.408810061132461"
"ja","1998","Bremen","maennlich","","","",""
"ja","1998","Bremen","weiblich","","","",""
"ja","1998","Nordrhein-Westfalen","maennlich","183","0.211942457083842","0.185704616900976","0.238180297266707"
"ja","1998","Nordrhein-Westfalen","weiblich","217","0.323123941003581","0.287895542377662","0.3583523396295"
"ja","1998","Hessen","maennlich","56","0.193916764822979","0.150462525291081","0.237371004354877"
"ja","1998","Hessen","weiblich","64","0.308485357797716","0.248795280574431","0.368175435021"
"ja","1998","Rheinland-Pfalz,Saarland","maennlich","49","0.215768235917144","0.165767385967801","0.265769085866488"
"ja","1998","Rheinland-Pfalz,Saarland","weiblich","60","0.385633312225473","0.312891357288992","0.458375267161954"
"ja","1998","Baden-Wuerttemberg","maennlich","84","0.17551215546806","0.145641153104797","0.205383157831323"
"ja","1998","Baden-Wuerttemberg","weiblich","122","0.307695375576471","0.264422428512582","0.350968322640361"
"ja","1998","Bayern","maennlich","120","0.213065167407845","0.180807840248812","0.245322494566877"
"ja","1998","Bayern","weiblich","135","0.284868628557626","0.244150077160611","0.325587179954641"
"ja","1998","Saarland","maennlich","","","",""
"ja","1998","Saarland","weiblich","","","",""
"ja","1998","Berlin","maennlich","41","0.280958120342127","0.211530378426726","0.350385862257528"
"ja","1998","Berlin","weiblich","60","0.451666695063996","0.37121767283596","0.532115717292032"
"ja","1998","Brandenburg","maennlich","37","0.189631030610061","0.133595270110776","0.245666791109346"
"ja","1998","Brandenburg","weiblich","67","0.514000065333996","0.434016243127366","0.593983887540627"
"ja","1998","Mecklenburg-Vorpommern","maennlich","32","0.248622429817734","0.173154561148748","0.32409029848672"
"ja","1998","Mecklenburg-Vorpommern","weiblich","50","0.47159897361781","0.374244557597117","0.568953389638503"
"ja","1998","Sachsen","maennlich","81","0.199526061762231","0.159131064576264","0.239921058948197"
"ja","1998","Sachsen","weiblich","147","0.505909280107808","0.450073523660387","0.561745036555229"
"ja","1998","Sachsen-Anhalt","maennlich","30","0.185383687414242","0.129834018371192","0.240933356457293"
"ja","1998","Sachsen-Anhalt","weiblich","83","0.437048293173506","0.365182399501826","0.508914186845185"
"ja","1998","Thueringen","maennlich","","","",""
"ja","1998","Thueringen","weiblich","56","0.297638430330879","0.231394297507598","0.36388256315416"
"nein","1998","Schleswig-Holstein","maennlich","86","0.760405125304398","0.681355401075252","0.839454849533545"
"nein","1998","Schleswig-Holstein","weiblich","66","0.682739739601437","0.588654911994981","0.776824567207893"
"nein","1998","Hamburg","maennlich","40","0.815609989317003","0.703542630150767","0.927677348483239"
"nein","1998","Hamburg","weiblich","31","0.822109957493769","0.702089145348089","0.942130769639448"
"nein","1998","Niedersachsen","maennlich","321","0.738138038273743","0.69589001172661","0.780386064820876"
"nein","1998","Niedersachsen","weiblich","196","0.646038334025235","0.591189938867539","0.700886729182931"
"nein","1998","Bremen","maennlich","","","",""
"nein","1998","Bremen","weiblich","","","",""
"nein","1998","Nordrhein-Westfalen","maennlich","749","0.788057542916158","0.761819702733293","0.814295383099024"
"nein","1998","Nordrhein-Westfalen","weiblich","460","0.676876058996419","0.6416476603705","0.712104457622338"
"nein","1998","Hessen","maennlich","262","0.806083235177021","0.762628995645123","0.849537474708919"
"nein","1998","Hessen","weiblich","166","0.691514642202284","0.631824564979","0.751204719425569"
"nein","1998","Rheinland-Pfalz,Saarland","maennlich","211","0.784231764082856","0.734230914133512","0.8342326140322"
"nein","1998","Rheinland-Pfalz,Saarland","weiblich","112","0.614366687774527","0.541624732838046","0.687108642711008"
"nein","1998","Baden-Wuerttemberg","maennlich","539","0.82448784453194","0.794616842168677","0.854358846895202"
"nein","1998","Baden-Wuerttemberg","weiblich","315","0.692304624423529","0.649031677359639","0.735577571487418"
"nein","1998","Bayern","maennlich","499","0.786934832592155","0.754677505433123","0.819192159751188"
"nein","1998","Bayern","weiblich","337","0.715131371442374","0.674412820045359","0.755849922839389"
"nein","1998","Saarland","maennlich","","","",""
"nein","1998","Saarland","weiblich","","","",""
"nein","1998","Berlin","maennlich","120","0.719041879657873","0.649614137742472","0.788469621573274"
