"pgoeffd","year","sampreg","n","percent","lower_confidence","upper_confidence"
"ja","1991","Westdeutschland, alte Bundeslaender","1297","0.253790331686318","0.242650127359152","0.264930536013485"
"ja","1991","Ostdeutschland, neue Bundeslaender","900","0.320751371322212","0.303529980117825","0.337972762526599"
"nein","1991","Westdeutschland, alte Bundeslaender","4565","0.746209668313682","0.735069463986515","0.757349872640848"
"nein","1991","Ostdeutschland, neue Bundeslaender","1922","0.679248628677788","0.662027237473402","0.696470019882175"
"ja","1992","Westdeutschland, alte Bundeslaender","1285","0.262397839714562","0.250875377433334","0.273920301995789"
"ja","1992","Ostdeutschland, neue Bundeslaender","870","0.361926580794605","0.342799980323726","0.381053181265483"
"nein","1992","Westdeutschland, alte Bundeslaender","4315","0.737602160285438","0.726079698004211","0.749124622566666"
"nein","1992","Ostdeutschland, neue Bundeslaender","1555","0.638073419205395","0.618946818734517","0.657200019676274"
"ja","1993","Westdeutschland, alte Bundeslaender","1271","0.256121392731382","0.244716699827042","0.267526085635721"
"ja","1993","Ostdeutschland, neue Bundeslaender","793","0.34352056243688","0.323885445698758","0.363155679175002"
"nein","1993","Westdeutschland, alte Bundeslaender","4356","0.743878607268618","0.732473914364279","0.755283300172958"
"nein","1993","Ostdeutschland, neue Bundeslaender","1454","0.65647943756312","0.636844320824998","0.676114554301242"
"ja","1994","Westdeutschland, alte Bundeslaender","1227","0.263819089513795","0.251885549977491","0.275752629050098"
"ja","1994","Ostdeutschland, neue Bundeslaender","728","0.331544430423167","0.311668311105173","0.35142054974116"
"nein","1994","Westdeutschland, alte Bundeslaender","4012","0.736180910486205","0.724247370949902","0.748114450022509"
"nein","1994","Ostdeutschland, neue Bundeslaender","1427","0.668455569576833","0.64857945025884","0.688331688894827"
"ja","1995","Westdeutschland, alte Bundeslaender","1310","0.262572065440236","0.251103321956947","0.274040808923525"
"ja","1995","Ostdeutschland, neue Bundeslaender","701","0.317881884934362","0.29843266823701","0.337331101631714"
"nein","1995","Westdeutschland, alte Bundeslaender","4345","0.737427934559764","0.725959191076475","0.748896678043053"
"nein","1995","Ostdeutschland, neue Bundeslaender","1501","0.682118115065638","0.662668898368286","0.70156733176299"
"ja","1996","Westdeutschland, alte Bundeslaender","1264","0.265002006822142","0.253218850012981","0.276785163631303"
"ja","1996","Ostdeutschland, neue Bundeslaender","651","0.312892449855477","0.292951779920644","0.332833119790311"
"nein","1996","Westdeutschland, alte Bundeslaender","4125","0.734997993177858","0.723214836368697","0.746781149987019"
"nein","1996","Ostdeutschland, neue Bundeslaender","1426","0.687107550144523","0.667166880209689","0.707048220079356"
"ja","1997","Westdeutschland, alte Bundeslaender","1251","0.25941132359569","0.247642068357275","0.271180578834104"
"ja","1997","Ostdeutschland, neue Bundeslaender","640","0.309169569990442","0.2891930130976","0.329146126883284"
"nein","1997","Westdeutschland, alte Bundeslaender","4077","0.74058867640431","0.728819421165896","0.752357931642725"
"nein","1997","Ostdeutschland, neue Bundeslaender","1416","0.690830430009558","0.670853873116716","0.7108069869024"
"ja","1998","Westdeutschland, alte Bundeslaender","1414","0.257836654071756","0.246729062028465","0.268944246115047"
"ja","1998","Ostdeutschland, neue Bundeslaender","657","0.310573053084465","0.291045445854492","0.330100660314439"
"nein","1998","Westdeutschland, alte Bundeslaender","4544","0.742163345928244","0.731055753884953","0.753270937971535"
"nein","1998","Ostdeutschland, neue Bundeslaender","1500","0.689426946915535","0.669899339685561","0.708954554145508"
"ja","1999","Westdeutschland, alte Bundeslaender","1257","0.251701988639621","0.24017251335127","0.263231463927972"
"ja","1999","Ostdeutschland, neue Bundeslaender","620","0.308013941284488","0.287984886794122","0.328042995774854"
"nein","1999","Westdeutschland, alte Bundeslaender","4186","0.748298011360379","0.736768536072028","0.75982748664873"
"nein","1999","Ostdeutschland, neue Bundeslaender","1421","0.691986058715512","0.671957004225146","0.712015113205878"
"ja","2000","Westdeutschland, alte Bundeslaender","2452","0.229872093568926","0.221864218103288","0.237879969034564"
"ja","2000","Ostdeutschland, neue Bundeslaender","877","0.266341315243889","0.251039863623423","0.281642766864356"
"nein","2000","Westdeutschland, alte Bundeslaender","8153","0.770127906431074","0.762120030965436","0.778135781896713"
"nein","2000","Ostdeutschland, neue Bundeslaender","2329","0.733658684756111","0.718357233135644","0.748960136376577"
"ja","2001","Westdeutschland, alte Bundeslaender","2109","0.231233979789637","0.22254792178766","0.239920037791615"
"ja","2001","Ostdeutschland, neue Bundeslaender","779","0.270433574826942","0.254010379606143","0.286856770047742"
"nein","2001","Westdeutschland, alte Bundeslaender","6942","0.768766020210363","0.760079962208385","0.77745207821234"
"nein","2001","Ostdeutschland, neue Bundeslaender","2031","0.729566425173058","0.713143229952258","0.745989620393857"
"ja","2002","Westdeutschland, alte Bundeslaender","2599","0.23078313742882","0.222696775194681","0.23886949966296"
"ja","2002","Ostdeutschland, neue Bundeslaender","817","0.256364931625986","0.240563323063038","0.272166540188935"
"nein","2002","Westdeutschland, alte Bundeslaender","7830","0.769216862571179","0.76113050033704","0.777303224805319"
"nein","2002","Ostdeutschland, neue Bundeslaender","2116","0.743635068374014","0.727833459811065","0.759436676936962"
"ja","2003","Westdeutschland, alte Bundeslaender","2347","0.24405502610825","0.235286659307236","0.252823392909263"
"ja","2003","Ostdeutschland, neue Bundeslaender","763","0.270901770077422","0.253848408719977","0.287955131434868"
"nein","2003","Westdeutschland, alte Bundeslaender","6871","0.75594497389175","0.747176607090737","0.764713340692764"
"nein","2003","Ostdeutschland, neue Bundeslaender","1846","0.729098229922577","0.712044868565132","0.746151591280023"
"ja","2004","Westdeutschland, alte Bundeslaender","2356","0.237529820830157","0.228937688556728","0.246121953103587"
"ja","2004","Ostdeutschland, neue Bundeslaender","759","0.255625010581888","0.239309698608807","0.271940322554969"
"nein","2004","Westdeutschland, alte Bundeslaender","7068","0.762470179169843","0.753878046896413","0.771062311443272"
"nein","2004","Ostdeutschland, neue Bundeslaender","1987","0.744374989418112","0.728059677445031","0.760690301391193"
"ja","2005","Westdeutschland, alte Bundeslaender","2138","0.238418232785671","0.229320905295829","0.247515560275514"
"ja","2005","Ostdeutschland, neue Bundeslaender","688","0.267794380628576","0.250231630609771","0.285357130647382"
"nein","2005","Westdeutschland, alte Bundeslaender","6290","0.761581767214329","0.752484439724487","0.770679094704172"
"nein","2005","Ostdeutschland, neue Bundeslaender","1754","0.732205619371423","0.714642869352618","0.749768369390229"
"ja","2006","Westdeutschland, alte Bundeslaender","2249","0.239162121915202","0.230191853426589","0.248132390403816"
"ja","2006","Ostdeutschland, neue Bundeslaender","696","0.267934185762398","0.25051064842922","0.285357723095575"
"nein","2006","Westdeutschland, alte Bundeslaender","6438","0.760837878084798","0.751867609596184","0.769808146573411"
"nein","2006","Ostdeutschland, neue Bundeslaender","1786","0.732065814237603","0.714642276904425","0.74948935157078"
"ja","2007","Westdeutschland, alte Bundeslaender","2212","0.22882755791224","0.220090865024138","0.237564250800342"
"ja","2007","Ostdeutschland, neue Bundeslaender","677","0.25044487946002","0.233879809417035","0.267009949503006"
"nein","2007","Westdeutschland, alte Bundeslaender","6669","0.77117244208776","0.762435749199659","0.779909134975862"
"nein","2007","Ostdeutschland, neue Bundeslaender","1951","0.74955512053998","0.732990050496994","0.766120190582965"
"ja","2008","Westdeutschland, alte Bundeslaender","2017","0.226474800885279","0.217322519716092","0.235627082054466"
"ja","2008","Ostdeutschland, neue Bundeslaender","613","0.245083234095735","0.227924478244245","0.262241989947226"
"nein","2008","Westdeutschland, alte Bundeslaender","6017","0.773525199114721","0.764372917945534","0.782677480283908"
"nein","2008","Ostdeutschland, neue Bundeslaender","1801","0.754916765904265","0.737758010052774","0.772075521755755"
"ja","2009","Westdeutschland, alte Bundeslaender","1957","0.223555348189732","0.21431715665188","0.232793539727584"
"ja","2009","Ostdeutschland, neue Bundeslaender","597","0.239044152810507","0.222026948157279","0.256061357463735"
"nein","2009","Westdeutschland, alte Bundeslaender","5856","0.776444651810268","0.767206460272416","0.785682843348121"
"nein","2009","Ostdeutschland, neue Bundeslaender","1816","0.760955847189493","0.743938642536265","0.777973051842721"
"ja","2010","Westdeutschland, alte Bundeslaender","2538","0.232720718404811","0.224664989225763","0.240776447583858"
"ja","2010","Ostdeutschland, neue Bundeslaender","664","0.242980384532449","0.227443071925082","0.258517697139816"
"nein","2010","Westdeutschland, alte Bundeslaender","8032","0.767279281595189","0.759223552416142","0.775335010774237"
"nein","2010","Ostdeutschland, neue Bundeslaender","2263","0.757019615467551","0.741482302860184","0.772556928074918"
"ja","2011","Westdeutschland, alte Bundeslaender","3132","0.239046476982975","0.231633492838923","0.246459461127027"
"ja","2011","Ostdeutschland, neue Bundeslaender","814","0.236078277436279","0.221833070048606","0.250323484823952"
"nein","2011","Westdeutschland, alte Bundeslaender","9584","0.760953523017025","0.753540538872973","0.768366507161077"
"nein","2011","Ostdeutschland, neue Bundeslaender","2600","0.763921722563721","0.749676515176048","0.778166929951394"
"ja","2012","Westdeutschland, alte Bundeslaender","3069","0.241208133997565","0.233684206516959","0.248732061478172"
"ja","2012","Ostdeutschland, neue Bundeslaender","791","0.240537034428639","0.226061493761224","0.255012575096054"
"nein","2012","Westdeutschland, alte Bundeslaender","9351","0.758791866002435","0.751267938521828","0.766315793483041"
"nein","2012","Ostdeutschland, neue Bundeslaender","2558","0.759462965571361","0.744987424903946","0.773938506238776"
"ja","2013","Westdeutschland, alte Bundeslaender","3302","0.247755759561529","0.240637086244805","0.254874432878252"
"ja","2013","Ostdeutschland, neue Bundeslaender","806","0.252118893827342","0.237178580079158","0.267059207575526"
"nein","2013","Westdeutschland, alte Bundeslaender","10826","0.752244240438471","0.745125567121748","0.759362913755195"
"nein","2013","Ostdeutschland, neue Bundeslaender","2439","0.747881106172658","0.732940792424474","0.762821419920842"
"ja","2014","Westdeutschland, alte Bundeslaender","3062","0.258580723906512","0.250899401184498","0.266262046628525"
"ja","2014","Ostdeutschland, neue Bundeslaender","692","0.241369754420111","0.225867558160258","0.256871950679964"
"nein","2014","Westdeutschland, alte Bundeslaender","9420","0.741419276093488","0.733737953371475","0.749100598815502"
"nein","2014","Ostdeutschland, neue Bundeslaender","2235","0.758630245579889","0.743128049320036","0.774132441839742"
"ja","2015","Westdeutschland, alte Bundeslaender","2972","0.25317721263966","0.245539434094896","0.260814991184425"
"ja","2015","Ostdeutschland, neue Bundeslaender","680","0.228137005485873","0.21270377296704","0.243570238004707"
"nein","2015","Westdeutschland, alte Bundeslaender","9479","0.74682278736034","0.739185008815575","0.754460565905104"
"nein","2015","Ostdeutschland, neue Bundeslaender","2160","0.771862994514127","0.756429761995293","0.78729622703296"
"ja","2016","Westdeutschland, alte Bundeslaender","2847","0.252982722585533","0.245093484005321","0.260871961165744"
"ja","2016","Ostdeutschland, neue Bundeslaender","653","0.243820765480176","0.227743191067851","0.2598983398925"
"nein","2016","Westdeutschland, alte Bundeslaender","8817","0.747017277414467","0.739128038834256","0.754906515994679"
"nein","2016","Ostdeutschland, neue Bundeslaender","2087","0.756179234519824","0.7401016601075","0.772256808932149"
"ja","2017","Westdeutschland, alte Bundeslaender","3292","0.252187904090652","0.244825735954503","0.259550072226801"
"ja","2017","Ostdeutschland, neue Bundeslaender","733","0.240687965292291","0.225770819351509","0.255605111233072"
"nein","2017","Westdeutschland, alte Bundeslaender","10074","0.747812095909348","0.740449927773199","0.755174264045497"
"nein","2017","Ostdeutschland, neue Bundeslaender","2422","0.759312034707709","0.744394888766928","0.774229180648491"
"ja","2018","Westdeutschland, alte Bundeslaender","3163","0.260226708058267","0.25260278358503","0.267850632531503"
"ja","2018","Ostdeutschland, neue Bundeslaender","710","0.247925376825355","0.232648287949237","0.263202465701473"
"nein","2018","Westdeutschland, alte Bundeslaender","9560","0.739773291941733","0.732149367468497","0.74739721641497"
"nein","2018","Ostdeutschland, neue Bundeslaender","2359","0.752074623174645","0.736797534298527","0.767351712050763"
"ja","2019","Westdeutschland, alte Bundeslaender","3029","0.260533813726336","0.25277188956012","0.268295737892552"
"ja","2019","Ostdeutschland, neue Bundeslaender","695","0.253097517227554","0.237402556062495","0.268792478392612"
"nein","2019","Westdeutschland, alte Bundeslaender","9255","0.739466186273664","0.731704262107448","0.74722811043988"
"nein","2019","Ostdeutschland, neue Bundeslaender","2253","0.746902482772446","0.731207521607388","0.762597443937505"
