"pgoeffd","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"ja","1984","(Fach-)Abitur","maennlich","68","0.282336664635044","0.230882747193337","0.333790582076751"
"ja","1984","(Fach-)Abitur","weiblich","49","0.331375787797307","0.259770435928001","0.402981139666612"
"ja","1984","(noch) kein Abschluss","maennlich","30","0.0883420415888069","0.0607711655274895","0.115912917650124"
"ja","1984","(noch) kein Abschluss","weiblich","33","0.155505753333522","0.111874596058611","0.199136910608433"
"ja","1984","AkademikerInnen","maennlich","198","0.448371707704742","0.402675016037527","0.494068399371957"
"ja","1984","AkademikerInnen","weiblich","109","0.674367501337538","0.602865482160931","0.745869520514145"
"ja","1984","Hauptschulabschluss","maennlich","402","0.17692075401386","0.162542888692551","0.191298619335168"
"ja","1984","Hauptschulabschluss","weiblich","265","0.200960460980659","0.180342114710933","0.221578807250384"
"ja","1984","Realschulabschluss","maennlich","167","0.288523952737182","0.251714642686514","0.32533326278785"
"ja","1984","Realschulabschluss","weiblich","177","0.304890050332472","0.267680210000671","0.342099890664273"
"nein","1984","(Fach-)Abitur","maennlich","226","0.717663335364956","0.666209417923249","0.769117252806663"
"nein","1984","(Fach-)Abitur","weiblich","117","0.668624212202693","0.597018860333388","0.740229564071999"
"nein","1984","(noch) kein Abschluss","maennlich","377","0.911657958411193","0.884087082349876","0.939228834472511"
"nein","1984","(noch) kein Abschluss","weiblich","232","0.844494246666478","0.800863089391567","0.888125403941389"
"nein","1984","AkademikerInnen","maennlich","257","0.551628292295258","0.505931600628043","0.597324983962473"
"nein","1984","AkademikerInnen","weiblich","56","0.325632498662462","0.254130479485855","0.397134517839069"
"nein","1984","Hauptschulabschluss","maennlich","2304","0.82307924598614","0.808701380664832","0.837457111307449"
"nein","1984","Hauptschulabschluss","weiblich","1186","0.799039539019342","0.778421192749616","0.819657885289067"
"nein","1984","Realschulabschluss","maennlich","415","0.711476047262818","0.67466673721215","0.748285357313486"
"nein","1984","Realschulabschluss","weiblich","411","0.695109949667528","0.657900109335727","0.732319789999329"
"ja","1985","(Fach-)Abitur","maennlich","52","0.265287978653384","0.209199072466367","0.321376884840401"
"ja","1985","(Fach-)Abitur","weiblich","45","0.383127109299002","0.30201646863312","0.464237749964884"
"ja","1985","(noch) kein Abschluss","maennlich","","","",""
"ja","1985","(noch) kein Abschluss","weiblich","","","",""
"ja","1985","AkademikerInnen","maennlich","181","0.44849902457806","0.400649465904837","0.496348583251284"
"ja","1985","AkademikerInnen","weiblich","102","0.647695281807741","0.572493723787673","0.72289683982781"
"ja","1985","Hauptschulabschluss","maennlich","367","0.186393591966377","0.170560975252416","0.202226208680339"
"ja","1985","Hauptschulabschluss","weiblich","239","0.216190278035563","0.193053402700226","0.2393271533709"
"ja","1985","Realschulabschluss","maennlich","168","0.307622386896237","0.268982282669847","0.346262491122627"
"ja","1985","Realschulabschluss","weiblich","162","0.296167359328184","0.257587534484481","0.334747184171887"
"nein","1985","(Fach-)Abitur","maennlich","186","0.734712021346616","0.678623115159599","0.790800927533633"
"nein","1985","(Fach-)Abitur","weiblich","93","0.616872890700998","0.535762250035116","0.69798353136688"
"nein","1985","(noch) kein Abschluss","maennlich","285","0.930890016215548","0.902424585922183","0.959355446508912"
"nein","1985","(noch) kein Abschluss","weiblich","176","0.840786519662601","0.790455832475895","0.891117206849307"
"nein","1985","AkademikerInnen","maennlich","234","0.55150097542194","0.503651416748716","0.599350534095163"
"nein","1985","AkademikerInnen","weiblich","53","0.352304718192259","0.27710316017219","0.427506276212327"
"nein","1985","Hauptschulabschluss","maennlich","1957","0.813606408033623","0.797773791319661","0.829439024747584"
"nein","1985","Hauptschulabschluss","weiblich","977","0.783809721964437","0.7606728466291","0.806946597299774"
"nein","1985","Realschulabschluss","maennlich","380","0.692377613103763","0.653737508877373","0.731017717330153"
"nein","1985","Realschulabschluss","weiblich","376","0.703832640671816","0.665252815828113","0.742412465515519"
"ja","1986","(Fach-)Abitur","maennlich","53","0.287194245419692","0.228335821609105","0.346052669230279"
"ja","1986","(Fach-)Abitur","weiblich","45","0.368896132514286","0.290088312021045","0.447703953007527"
"ja","1986","(noch) kein Abschluss","maennlich","","","",""
"ja","1986","(noch) kein Abschluss","weiblich","","","",""
"ja","1986","AkademikerInnen","maennlich","177","0.442787687251419","0.394648965158784","0.490926409344054"
"ja","1986","AkademikerInnen","weiblich","96","0.664068917903552","0.586925564062229","0.741212271744876"
"ja","1986","Hauptschulabschluss","maennlich","339","0.187011329396452","0.170688177514744","0.203334481278161"
"ja","1986","Hauptschulabschluss","weiblich","222","0.226823492654636","0.202275808269521","0.251371177039752"
"ja","1986","Realschulabschluss","maennlich","163","0.320136047026405","0.279804504901712","0.360467589151098"
"ja","1986","Realschulabschluss","weiblich","157","0.287098898124657","0.24821437071598","0.325983425533334"
"nein","1986","(Fach-)Abitur","maennlich","174","0.712805754580308","0.653947330769721","0.771664178390895"
"nein","1986","(Fach-)Abitur","weiblich","99","0.631103867485714","0.552296046992473","0.709911687978955"
"nein","1986","(noch) kein Abschluss","maennlich","246","0.904897762907153","0.869577796827865","0.94021772898644"
"nein","1986","(noch) kein Abschluss","weiblich","146","0.839257569631534","0.784045181915292","0.894469957347776"
"nein","1986","AkademikerInnen","maennlich","232","0.557212312748581","0.509073590655946","0.605351034841216"
"nein","1986","AkademikerInnen","weiblich","48","0.335931082096448","0.258787728255124","0.413074435937771"
"nein","1986","Hauptschulabschluss","maennlich","1853","0.812988670603548","0.796665518721839","0.829311822485256"
"nein","1986","Hauptschulabschluss","weiblich","896","0.773176507345364","0.748628822960248","0.797724191730479"
"nein","1986","Realschulabschluss","maennlich","351","0.679863952973595","0.639532410848902","0.720195495098288"
"nein","1986","Realschulabschluss","weiblich","363","0.712901101875343","0.674016574466666","0.75178562928402"
"ja","1987","(Fach-)Abitur","maennlich","55","0.304894296653723","0.245783038017722","0.364005555289724"
