"pgoeffd","year","alter_gr","n","percent","lower_confidence","upper_confidence"
"ja","1984","16-34 Jahre alt","573","0.229938545315644","0.214660355557379","0.245216735073909"
"ja","1984","35-65 Jahre alt","927","0.261302247262179","0.247967492752162","0.274637001772197"
"ja","1984","66 und älter","","","",""
"nein","1984","16-34 Jahre alt","2341","0.770061454684356","0.754783264926091","0.785339644442621"
"nein","1984","35-65 Jahre alt","3243","0.738697752737821","0.725362998227803","0.752032507247838"
"nein","1984","66 und älter","45","0.938953934477454","0.870507608018021","1.00740026093689"
"ja","1985","16-34 Jahre alt","505","0.234377760859839","0.217661890792746","0.251093630926932"
"ja","1985","35-65 Jahre alt","865","0.275661595607043","0.261161209548378","0.290161981665707"
"ja","1985","66 und älter","","","",""
"nein","1985","16-34 Jahre alt","1962","0.765622239140161","0.748906369073068","0.782338109207254"
"nein","1985","35-65 Jahre alt","2783","0.724338404392957","0.709838018334293","0.738838790451622"
"nein","1985","66 und älter","32","0.958052254417269","0.889654785250849","1.02644972358369"
"ja","1986","16-34 Jahre alt","482","0.234925251238112","0.217795387371055","0.25205511510517"
"ja","1986","35-65 Jahre alt","822","0.283059208663065","0.26791032581229","0.298208091513839"
"ja","1986","66 und älter","","","",""
"nein","1986","16-34 Jahre alt","1871","0.765074748761888","0.74794488489483","0.782204612628945"
"nein","1986","35-65 Jahre alt","2575","0.716940791336935","0.70179190848616","0.73208967418771"
"nein","1986","66 und älter","","","",""
"ja","1987","16-34 Jahre alt","494","0.237410464406063","0.220520583397925","0.254300345414201"
"ja","1987","35-65 Jahre alt","825","0.279984839613041","0.264879508465879","0.295090170760203"
"ja","1987","66 und älter","","","",""
"nein","1987","16-34 Jahre alt","1944","0.762589535593937","0.745699654585799","0.779479416602075"
"nein","1987","35-65 Jahre alt","2569","0.720015160386959","0.704909829239797","0.735120491534121"
"nein","1987","66 und älter","","","",""
"ja","1988","16-34 Jahre alt","448","0.219002054674257","0.202517812618061","0.235486296730453"
"ja","1988","35-65 Jahre alt","806","0.285656721505309","0.270209296013704","0.301104146996913"
"ja","1988","66 und älter","","","",""
"nein","1988","16-34 Jahre alt","1970","0.780997945325743","0.764513703269546","0.797482187381939"
"nein","1988","35-65 Jahre alt","2479","0.714343278494691","0.698895853003087","0.729790703986296"
"nein","1988","66 und älter","","","",""
"ja","1989","16-34 Jahre alt","476","0.213495182527787","0.197606152997642","0.229384212057931"
"ja","1989","35-65 Jahre alt","775","0.278809405730066","0.26339766976816","0.294221141691972"
"ja","1989","66 und älter","","","",""
"nein","1989","16-34 Jahre alt","2079","0.786504817472213","0.770615787942069","0.802393847002358"
"nein","1989","35-65 Jahre alt","2477","0.721190594269934","0.705778858308028","0.73660233023184"
"nein","1989","66 und älter","","","",""
"ja","1990","16-34 Jahre alt","930","0.242161410210084","0.228556883699198","0.25576593672097"
"ja","1990","35-65 Jahre alt","1398","0.293101937972047","0.280622848714428","0.305581027229666"
"ja","1990","66 und älter","","","",""
"nein","1990","16-34 Jahre alt","2879","0.757838589789916","0.74423406327903","0.771443116300802"
"nein","1990","35-65 Jahre alt","3713","0.706898062027953","0.694418972770334","0.719377151285572"
"nein","1990","66 und älter","40","0.849441922696443","0.74827318113672","0.950610664256167"
"ja","1991","16-34 Jahre alt","891","0.250545479287654","0.236529847414207","0.264561111161101"
"ja","1991","35-65 Jahre alt","1302","0.282316539898275","0.269804815739492","0.294828264057058"
"ja","1991","66 und älter","","","",""
"nein","1991","16-34 Jahre alt","2781","0.749454520712346","0.735438888838899","0.763470152585793"
"nein","1991","35-65 Jahre alt","3670","0.717683460101725","0.705171735942942","0.730195184260508"
"nein","1991","66 und älter","35","0.89933970439432","0.804910404056855","0.993769004731785"
"ja","1992","16-34 Jahre alt","855","0.264508129176193","0.249574363675034","0.279441894677352"
"ja","1992","35-65 Jahre alt","1298","0.294959370030765","0.281850764671173","0.308067975390357"
"ja","1992","66 und älter","","","",""
"nein","1992","16-34 Jahre alt","2496","0.735491870823807","0.720558105322648","0.750425636324966"
"nein","1992","35-65 Jahre alt","3351","0.705040629969235","0.691932024609643","0.718149235328827"
"nein","1992","66 und älter","","","",""
"ja","1993","16-34 Jahre alt","823","0.251219543913499","0.23649525278314","0.265943835043859"
"ja","1993","35-65 Jahre alt","1238","0.287232717191035","0.274033196981443","0.300432237400627"
"ja","1993","66 und älter","","","",""
"nein","1993","16-34 Jahre alt","2510","0.748780456086501","0.734056164956141","0.76350474721686"
"nein","1993","35-65 Jahre alt","3276","0.712767282808965","0.699567762599373","0.725966803018557"
"nein","1993","66 und älter","","","",""
"ja","1994","16-34 Jahre alt","747","0.256836571099674","0.241402361995474","0.272270780203874"
"ja","1994","35-65 Jahre alt","1207","0.290135834320213","0.276560330412784","0.303711338227642"
"ja","1994","66 und älter","","","",""
"nein","1994","16-34 Jahre alt","2331","0.743163428900326","0.727729219796126","0.758597638004526"
"nein","1994","35-65 Jahre alt","3086","0.709864165679787","0.696288661772358","0.723439669587216"
"nein","1994","66 und älter","","","",""
"ja","1995","16-34 Jahre alt","751","0.240009613698098","0.22542024344709","0.254598983949106"
"ja","1995","35-65 Jahre alt","1258","0.294157476017806","0.280894188386627","0.307420763648986"
"ja","1995","66 und älter","","","",""
"nein","1995","16-34 Jahre alt","2541","0.759990386301902","0.745401016050894","0.77457975655291"
"nein","1995","35-65 Jahre alt","3276","0.705842523982194","0.692579236351014","0.719105811613373"
"nein","1995","66 und älter","","","",""
"ja","1996","16-34 Jahre alt","692","0.246379694137782","0.231008936093562","0.261750452182002"
"ja","1996","35-65 Jahre alt","1221","0.290292320919755","0.276903563806613","0.303681078032897"
"ja","1996","66 und älter","","","",""
"nein","1996","16-34 Jahre alt","2327","0.753620305862218","0.738249547817998","0.768991063906438"
"nein","1996","35-65 Jahre alt","3194","0.709707679080245","0.696318921967103","0.723096436193387"
"nein","1996","66 und älter","30","0.819493829218748","0.68623623379561","0.952751424641886"
"ja","1997","16-34 Jahre alt","686","0.241872380745144","0.226551653096948","0.257193108393341"
"ja","1997","35-65 Jahre alt","1203","0.286345012244981","0.272906777137567","0.299783247352395"
"ja","1997","66 und älter","","","",""
"nein","1997","16-34 Jahre alt","2315","0.758127619254856","0.742806891606659","0.773448346903052"
"nein","1997","35-65 Jahre alt","3144","0.713654987755019","0.700216752647605","0.727093222862433"
"nein","1997","66 und älter","34","0.950273772047241","0.879264678259482","1.021282865835"
"ja","1998","16-34 Jahre alt","685","0.239049030288887","0.224126466227724","0.25397159435005"
"ja","1998","35-65 Jahre alt","1381","0.283992535213164","0.271412763704841","0.296572306721487"
"ja","1998","66 und älter","","","",""
"nein","1998","16-34 Jahre alt","2453","0.760950969711113","0.74602840564995","0.775873533772276"
"nein","1998","35-65 Jahre alt","3555","0.716007464786836","0.703427693278513","0.728587236295159"
"nein","1998","66 und älter","36","0.873468187346839","0.771707607367923","0.975228767325754"
"ja","1999","16-34 Jahre alt","583","0.230827683468276","0.215155990296787","0.246499376639765"
"ja","1999","35-65 Jahre alt","1292","0.278812995929407","0.265960387029097","0.291665604829717"
"ja","1999","66 und älter","","","",""
"nein","1999","16-34 Jahre alt","2194","0.769172316531724","0.753500623360235","0.784844009703213"
"nein","1999","35-65 Jahre alt","3384","0.721187004070593","0.708334395170283","0.734039612970903"
"nein","1999","66 und älter","","","",""
"ja","2000","16-34 Jahre alt","951","0.205969735793505","0.194398244761113","0.217541226825898"
"ja","2000","35-65 Jahre alt","2370","0.253500554720963","0.244526171140028","0.262474938301898"
"ja","2000","66 und älter","","","",""
"nein","2000","16-34 Jahre alt","3741","0.794030264206495","0.782458773174102","0.805601755238887"
"nein","2000","35-65 Jahre alt","6656","0.746499445279037","0.737525061698102","0.755473828859972"
"nein","2000","66 und älter","84","0.90941338209377","0.850442165452604","0.968384598734936"
"ja","2001","16-34 Jahre alt","761","0.204997774598205","0.192070024452174","0.217925524744236"
"ja","2001","35-65 Jahre alt","2115","0.254057224848169","0.244540980002434","0.263573469693905"
"ja","2001","66 und älter","","","",""
"nein","2001","16-34 Jahre alt","2985","0.795002225401795","0.782074475255764","0.807929975547826"
"nein","2001","35-65 Jahre alt","5924","0.745942775151831","0.736426530306095","0.755459019997566"
"nein","2001","66 und älter","64","0.851340354330692","0.771358871515659","0.931321837145724"
"ja","2002","16-34 Jahre alt","794","0.197542053894609","0.185076792710622","0.210007315078595"
"ja","2002","35-65 Jahre alt","2604","0.253211499617217","0.244385020823644","0.26203797841079"
"ja","2002","66 und älter","","","",""
"nein","2002","16-34 Jahre alt","3125","0.802457946105391","0.789992684921405","0.814923207289378"
"nein","2002","35-65 Jahre alt","6720","0.746788500382783","0.73796202158921","0.755614979176356"
"nein","2002","66 und älter","101","0.837874564323791","0.771654485755458","0.904094642892124"
"ja","2003","16-34 Jahre alt","692","0.218835016645218","0.204661734828877","0.233008298461558"
"ja","2003","35-65 Jahre alt","2405","0.262892181797597","0.253510761466926","0.272273602128267"
"ja","2003","66 und älter","","","",""
"nein","2003","16-34 Jahre alt","2577","0.781164983354783","0.766991701538443","0.795338265171123"
"nein","2003","35-65 Jahre alt","6053","0.737107818202403","0.727726397871733","0.746489238533074"
"nein","2003","66 und älter","87","0.897823004751616","0.838459433591825","0.957186575911408"
"ja","2004","16-34 Jahre alt","718","0.216031870889425","0.202233312401259","0.229830429377591"
"ja","2004","35-65 Jahre alt","2389","0.255457644421926","0.24624196655417","0.264673322289682"
"ja","2004","66 und älter","","","",""
"nein","2004","16-34 Jahre alt","2699","0.783968129110575","0.770169570622409","0.797766687598741"
"nein","2004","35-65 Jahre alt","6214","0.744542355578074","0.735326677710318","0.753758033445829"
"nein","2004","66 und älter","142","0.968205277340382","0.940127436702814","0.99628311797795"
"ja","2005","16-34 Jahre alt","574","0.212771779394297","0.197677128098096","0.227866430690497"
"ja","2005","35-65 Jahre alt","2247","0.258391787139941","0.248760731770441","0.26802284250944"
"ja","2005","66 und älter","","","",""
"nein","2005","16-34 Jahre alt","2250","0.787228220605703","0.772133569309503","0.802322871901904"
"nein","2005","35-65 Jahre alt","5689","0.74160821286006","0.73197715749056","0.751239268229559"
"nein","2005","66 und älter","105","0.950950745897722","0.910591135627667","0.991310356167776"
