"pgoeffd","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"ja","1994","16-34 Jahre alt","(Fach-)Abitur","108","0.335316390443666","0.286275542801889","0.384357238085442"
"ja","1994","16-34 Jahre alt","AkademikerInnen","154","0.430848036780959","0.378211802558083","0.483484271003834"
"ja","1994","35-65 Jahre alt","(noch) kein Abschluss","35","0.167259192697439","0.118922128274003","0.215596257120875"
"ja","1994","35-65 Jahre alt","Hauptschulabschluss","418","0.214007258750283","0.196326480700428","0.231688036800138"
"ja","1994","35-65 Jahre alt","Realschulabschluss","284","0.327213587108889","0.296388283824915","0.358038890392863"
"ja","1994","35-65 Jahre alt","(Fach-)Abitur","48","0.313532264391075","0.243793409047077","0.383271119735074"
"ja","1994","35-65 Jahre alt","AkademikerInnen","411","0.45850008896318","0.425745955261295","0.491254222665065"
"ja","1994","66 und älter","(noch) kein Abschluss","","","",""
"ja","1994","66 und älter","Hauptschulabschluss","","","",""
"ja","1994","66 und älter","Realschulabschluss","","","",""
"ja","1994","66 und älter","(Fach-)Abitur","","","",""
"ja","1994","66 und älter","AkademikerInnen","","","",""
"nein","1994","16-34 Jahre alt","(noch) kein Abschluss","70","0.802857607656771","0.715128478148625","0.890586737164916"
"nein","1994","16-34 Jahre alt","Hauptschulabschluss","858","0.860139798981928","0.83845761987052","0.881821978093335"
"nein","1994","16-34 Jahre alt","Realschulabschluss","854","0.727420373914563","0.701992217634267","0.75284853019486"
"nein","1994","16-34 Jahre alt","(Fach-)Abitur","248","0.664683609556334","0.615642761914558","0.713724457198111"
"nein","1994","16-34 Jahre alt","AkademikerInnen","186","0.569151963219041","0.516515728996166","0.621788197441917"
"nein","1994","35-65 Jahre alt","(noch) kein Abschluss","194","0.832740807302561","0.784403742879125","0.881077871725997"
"nein","1994","35-65 Jahre alt","Hauptschulabschluss","1649","0.785992741249717","0.768311963199862","0.803673519299572"
"nein","1994","35-65 Jahre alt","Realschulabschluss","606","0.672786412891112","0.641961109607137","0.703611716175086"
"nein","1994","35-65 Jahre alt","(Fach-)Abitur","122","0.686467735608924","0.616728880264926","0.756206590952923"
"nein","1994","35-65 Jahre alt","AkademikerInnen","478","0.54149991103682","0.508745777334935","0.574254044738705"
"nein","1994","66 und älter","(noch) kein Abschluss","","","",""
"nein","1994","66 und älter","Hauptschulabschluss","","","",""
"nein","1994","66 und älter","Realschulabschluss","","","",""
"nein","1994","66 und älter","(Fach-)Abitur","","","",""
"nein","1994","66 und älter","AkademikerInnen","","","",""
"ja","1995","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","1995","16-34 Jahre alt","Hauptschulabschluss","127","0.13617497412943","0.115498706783188","0.156851241475671"
"ja","1995","16-34 Jahre alt","Realschulabschluss","324","0.256911378373492","0.232709008050137","0.281113748696846"
"ja","1995","16-34 Jahre alt","(Fach-)Abitur","114","0.318517144392859","0.27221861842346","0.364815670362259"
"ja","1995","16-34 Jahre alt","AkademikerInnen","145","0.37088084766273","0.320913704058423","0.420847991267037"
"ja","1995","35-65 Jahre alt","(noch) kein Abschluss","34","0.191584217120204","0.137972443572714","0.245195990667695"
"ja","1995","35-65 Jahre alt","Hauptschulabschluss","422","0.219989099142963","0.202208516908735","0.237769681377192"
"ja","1995","35-65 Jahre alt","Realschulabschluss","299","0.31632565297943","0.287120434367579","0.345530871591282"
"ja","1995","35-65 Jahre alt","(Fach-)Abitur","63","0.319266774259807","0.259788627802951","0.378744920716663"
"ja","1995","35-65 Jahre alt","AkademikerInnen","425","0.439768974754346","0.408676691414866","0.470861258093827"
"ja","1995","66 und älter","(noch) kein Abschluss","","","",""
"ja","1995","66 und älter","Hauptschulabschluss","","","",""
"ja","1995","66 und älter","Realschulabschluss","","","",""
"ja","1995","66 und älter","(Fach-)Abitur","","","",""
"ja","1995","66 und älter","AkademikerInnen","","","",""
"nein","1995","16-34 Jahre alt","(noch) kein Abschluss","66","0.864519742287293","0.788078419605335","0.940961064969251"
"nein","1995","16-34 Jahre alt","Hauptschulabschluss","930","0.86382502587057","0.843148758524329","0.884501293216812"
"nein","1995","16-34 Jahre alt","Realschulabschluss","928","0.743088621626508","0.718886251303154","0.767290991949863"
"nein","1995","16-34 Jahre alt","(Fach-)Abitur","275","0.681482855607141","0.635184329637741","0.72778138157654"
"nein","1995","16-34 Jahre alt","AkademikerInnen","214","0.62911915233727","0.579152008732963","0.679086295941577"
"nein","1995","35-65 Jahre alt","(noch) kein Abschluss","173","0.808415782879796","0.754804009332305","0.862027556427286"
"nein","1995","35-65 Jahre alt","Hauptschulabschluss","1663","0.780010900857037","0.762230318622808","0.797791483091265"
"nein","1995","35-65 Jahre alt","Realschulabschluss","675","0.68367434702057","0.654469128408718","0.712879565632421"
"nein","1995","35-65 Jahre alt","(Fach-)Abitur","173","0.680733225740193","0.621255079283337","0.740211372197049"
"nein","1995","35-65 Jahre alt","AkademikerInnen","554","0.560231025245654","0.529138741906173","0.591323308585134"
"nein","1995","66 und älter","(noch) kein Abschluss","","","",""
"nein","1995","66 und älter","Hauptschulabschluss","","","",""
"nein","1995","66 und älter","Realschulabschluss","","","",""
"nein","1995","66 und älter","(Fach-)Abitur","","","",""
"nein","1995","66 und älter","AkademikerInnen","","","",""
"ja","1996","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","1996","16-34 Jahre alt","Hauptschulabschluss","128","0.150573509885368","0.128020904797978","0.173126114972758"
"ja","1996","16-34 Jahre alt","Realschulabschluss","279","0.261153142705936","0.23545057534642","0.286855710065452"
"ja","1996","16-34 Jahre alt","(Fach-)Abitur","110","0.293226499938168","0.246840281795422","0.339612718080914"
"ja","1996","16-34 Jahre alt","AkademikerInnen","138","0.39292031124372","0.341458492274219","0.444382130213221"
"ja","1996","35-65 Jahre alt","(noch) kein Abschluss","34","0.213784842899902","0.155642762283243","0.271926923516562"
"ja","1996","35-65 Jahre alt","Hauptschulabschluss","386","0.212099813669432","0.194061734302267","0.230137893036598"
"ja","1996","35-65 Jahre alt","Realschulabschluss","309","0.315191417274667","0.286539136850054","0.34384369769928"
"ja","1996","35-65 Jahre alt","(Fach-)Abitur","66","0.325400542591907","0.265876592668642","0.384924492515171"
"ja","1996","35-65 Jahre alt","AkademikerInnen","413","0.435501378987996","0.404005348167931","0.466997409808062"
"ja","1996","66 und älter","(noch) kein Abschluss","","","",""
"ja","1996","66 und älter","Hauptschulabschluss","","","",""
"ja","1996","66 und älter","Realschulabschluss","","","",""
"ja","1996","66 und älter","(Fach-)Abitur","","","",""
"ja","1996","66 und älter","AkademikerInnen","","","",""
"nein","1996","16-34 Jahre alt","(noch) kein Abschluss","53","0.794087534206698","0.695019484615127","0.893155583798269"
"nein","1996","16-34 Jahre alt","Hauptschulabschluss","838","0.849426490114632","0.826873885027242","0.871979095202022"
"nein","1996","16-34 Jahre alt","Realschulabschluss","843","0.738846857294064","0.713144289934548","0.76454942465358"
"nein","1996","16-34 Jahre alt","(Fach-)Abitur","260","0.706773500061832","0.660387281919086","0.753159718204578"
"nein","1996","16-34 Jahre alt","AkademikerInnen","208","0.60707968875628","0.555617869786779","0.658541507725781"
"nein","1996","35-65 Jahre alt","(noch) kein Abschluss","157","0.786215157100098","0.728073076483438","0.844357237716757"
"nein","1996","35-65 Jahre alt","Hauptschulabschluss","1587","0.787900186330568","0.769862106963402","0.805938265697733"
"nein","1996","35-65 Jahre alt","Realschulabschluss","701","0.684808582725333","0.65615630230072","0.713460863149946"
"nein","1996","35-65 Jahre alt","(Fach-)Abitur","172","0.674599457408094","0.615075507484829","0.734123407331358"
"nein","1996","35-65 Jahre alt","AkademikerInnen","539","0.564498621012004","0.533002590191938","0.59599465183207"
"nein","1996","66 und älter","(noch) kein Abschluss","","","",""
"nein","1996","66 und älter","Hauptschulabschluss","","","",""
"nein","1996","66 und älter","Realschulabschluss","","","",""
"nein","1996","66 und älter","(Fach-)Abitur","","","",""
"nein","1996","66 und älter","AkademikerInnen","","","",""
"ja","1997","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","1997","16-34 Jahre alt","Hauptschulabschluss","112","0.133589460200083","0.111735949680059","0.155442970720106"
"ja","1997","16-34 Jahre alt","Realschulabschluss","269","0.25625817725902","0.230447511130758","0.282068843387283"
"ja","1997","16-34 Jahre alt","(Fach-)Abitur","124","0.294721733066101","0.249703721135529","0.339739744996674"
"ja","1997","16-34 Jahre alt","AkademikerInnen","143","0.393068269097444","0.341970910839284","0.444165627355603"
"ja","1997","35-65 Jahre alt","(noch) kein Abschluss","31","0.190541705386409","0.132188363954609","0.24889504681821"
"ja","1997","35-65 Jahre alt","Hauptschulabschluss","351","0.203506888914739","0.185283546965445","0.221730230864032"
"ja","1997","35-65 Jahre alt","Realschulabschluss","310","0.309797215568164","0.281707338744916","0.337887092391411"
"ja","1997","35-65 Jahre alt","(Fach-)Abitur","70","0.354260707719728","0.292313683399764","0.416207732039691"
"ja","1997","35-65 Jahre alt","AkademikerInnen","428","0.428691274272835","0.397706894745417","0.459675653800253"
"ja","1997","66 und älter","(noch) kein Abschluss","","","",""
"ja","1997","66 und älter","Hauptschulabschluss","","","",""
"ja","1997","66 und älter","Realschulabschluss","","","",""
"ja","1997","66 und älter","(Fach-)Abitur","","","",""
"ja","1997","66 und älter","AkademikerInnen","","","",""
"nein","1997","16-34 Jahre alt","(noch) kein Abschluss","48","0.80820373782618","0.70940220771736","0.907005267935001"
"nein","1997","16-34 Jahre alt","Hauptschulabschluss","819","0.866410539799917","0.844557029279894","0.888264050319941"
"nein","1997","16-34 Jahre alt","Realschulabschluss","830","0.74374182274098","0.717931156612717","0.769552488869242"
"nein","1997","16-34 Jahre alt","(Fach-)Abitur","270","0.705278266933899","0.660260255003326","0.750296278864471"
"nein","1997","16-34 Jahre alt","AkademikerInnen","208","0.606931730902556","0.555834372644397","0.658029089160716"
"nein","1997","35-65 Jahre alt","(noch) kein Abschluss","143","0.809458294613591","0.75110495318179","0.867811636045391"
"nein","1997","35-65 Jahre alt","Hauptschulabschluss","1524","0.796493111085261","0.778269769135968","0.814716453034555"
"nein","1997","35-65 Jahre alt","Realschulabschluss","731","0.690202784431836","0.662112907608589","0.718292661255084"
"nein","1997","35-65 Jahre alt","(Fach-)Abitur","159","0.645739292280272","0.583792267960309","0.707686316600236"
"nein","1997","35-65 Jahre alt","AkademikerInnen","552","0.571308725727165","0.540324346199747","0.602293105254583"
"nein","1997","66 und älter","(noch) kein Abschluss","","","",""
"nein","1997","66 und älter","Hauptschulabschluss","","","",""
"nein","1997","66 und älter","Realschulabschluss","","","",""
"nein","1997","66 und älter","(Fach-)Abitur","","","",""
"nein","1997","66 und älter","AkademikerInnen","","","",""
"ja","1998","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","1998","16-34 Jahre alt","Hauptschulabschluss","107","0.154536185965981","0.131204547542176","0.177867824389786"
"ja","1998","16-34 Jahre alt","Realschulabschluss","268","0.245148085311321","0.220274796651723","0.27002137397092"
"ja","1998","16-34 Jahre alt","(Fach-)Abitur","123","0.293460164693598","0.249755985479859","0.337164343907337"
"ja","1998","16-34 Jahre alt","AkademikerInnen","138","0.373594989096546","0.323898520161337","0.423291458031756"
"ja","1998","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"ja","1998","35-65 Jahre alt","Hauptschulabschluss","383","0.200854428236064","0.183383094467281","0.218325762004848"
"ja","1998","35-65 Jahre alt","Realschulabschluss","363","0.30407259751669","0.278163837389204","0.329981357644176"
"ja","1998","35-65 Jahre alt","(Fach-)Abitur","82","0.303731309501046","0.250058200629367","0.357404418372726"
"ja","1998","35-65 Jahre alt","AkademikerInnen","484","0.442259975152652","0.412816251396772","0.471703698908532"
"ja","1998","66 und älter","(noch) kein Abschluss","","","",""
"ja","1998","66 und älter","Hauptschulabschluss","","","",""
"ja","1998","66 und älter","Realschulabschluss","","","",""
"ja","1998","66 und älter","(Fach-)Abitur","","","",""
"ja","1998","66 und älter","AkademikerInnen","","","",""
"nein","1998","16-34 Jahre alt","(noch) kein Abschluss","51","0.862504450713484","0.77463314541015","0.950375756016817"
"nein","1998","16-34 Jahre alt","Hauptschulabschluss","815","0.845463814034019","0.822132175610213","0.868795452457824"
"nein","1998","16-34 Jahre alt","Realschulabschluss","881","0.754851914688679","0.72997862602908","0.779725203348277"
"nein","1998","16-34 Jahre alt","(Fach-)Abitur","294","0.706539835306402","0.662835656092663","0.750244014520141"
"nein","1998","16-34 Jahre alt","AkademikerInnen","226","0.626405010903454","0.576708541968244","0.676101479838663"
"nein","1998","35-65 Jahre alt","(noch) kein Abschluss","139","0.839371198095295","0.78300184766225","0.89574054852834"
"nein","1998","35-65 Jahre alt","Hauptschulabschluss","1637","0.799145571763936","0.781674237995152","0.816616905532719"
"nein","1998","35-65 Jahre alt","Realschulabschluss","848","0.69592740248331","0.670018642355824","0.721836162610796"
"nein","1998","35-65 Jahre alt","(Fach-)Abitur","200","0.696268690498954","0.642595581627274","0.749941799370633"
"nein","1998","35-65 Jahre alt","AkademikerInnen","609","0.557740024847348","0.528296301091468","0.587183748603228"
"nein","1998","66 und älter","(noch) kein Abschluss","","","",""
"nein","1998","66 und älter","Hauptschulabschluss","","","",""
"nein","1998","66 und älter","Realschulabschluss","","","",""
"nein","1998","66 und älter","(Fach-)Abitur","","","",""
"nein","1998","66 und älter","AkademikerInnen","","","",""
"ja","1999","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","1999","16-34 Jahre alt","Hauptschulabschluss","91","0.138181600209058","0.114576301400821","0.161786899017295"
"ja","1999","16-34 Jahre alt","Realschulabschluss","223","0.248643487457835","0.222066068112262","0.275220906803409"
"ja","1999","16-34 Jahre alt","(Fach-)Abitur","109","0.288048603469093","0.242988696748339","0.333108510189846"
"ja","1999","16-34 Jahre alt","AkademikerInnen","126","0.336036353448445","0.28491804766852","0.387154659228369"
"ja","1999","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"ja","1999","35-65 Jahre alt","Hauptschulabschluss","356","0.199076668389854","0.181026767522354","0.217126569257354"
"ja","1999","35-65 Jahre alt","Realschulabschluss","350","0.291163185187959","0.265681296010688","0.316645074365229"
"ja","1999","35-65 Jahre alt","(Fach-)Abitur","79","0.287474888419586","0.234080748596658","0.340869028242513"
"ja","1999","35-65 Jahre alt","AkademikerInnen","475","0.437262804156646","0.407881903124656","0.466643705188635"
"ja","1999","66 und älter","(noch) kein Abschluss","","","",""
"ja","1999","66 und älter","Hauptschulabschluss","","","",""
"ja","1999","66 und älter","Realschulabschluss","","","",""
"ja","1999","66 und älter","(Fach-)Abitur","","","",""
"ja","1999","66 und älter","AkademikerInnen","","","",""
"nein","1999","16-34 Jahre alt","(noch) kein Abschluss","62","0.880912535197299","0.805037572438742","0.956787497955856"
"nein","1999","16-34 Jahre alt","Hauptschulabschluss","730","0.861818399790942","0.838213100982705","0.885423698599179"
"nein","1999","16-34 Jahre alt","Realschulabschluss","793","0.751356512542165","0.724779093196591","0.777933931887738"
"nein","1999","16-34 Jahre alt","(Fach-)Abitur","279","0.711951396530907","0.666891489810154","0.757011303251661"
"nein","1999","16-34 Jahre alt","AkademikerInnen","202","0.663963646551555","0.612845340771631","0.71508195233148"
"nein","1999","35-65 Jahre alt","(noch) kein Abschluss","126","0.833709977991749","0.773313410359616","0.894106545623882"
"nein","1999","35-65 Jahre alt","Hauptschulabschluss","1524","0.800923331610146","0.782873430742646","0.818973232477646"
"nein","1999","35-65 Jahre alt","Realschulabschluss","871","0.708836814812041","0.683354925634771","0.734318703989312"
"nein","1999","35-65 Jahre alt","(Fach-)Abitur","197","0.712525111580414","0.659130971757486","0.765919251403342"
"nein","1999","35-65 Jahre alt","AkademikerInnen","620","0.562737195843354","0.533356294811364","0.592118096875344"
"nein","1999","66 und älter","(noch) kein Abschluss","","","",""
"nein","1999","66 und älter","Hauptschulabschluss","","","",""
"nein","1999","66 und älter","Realschulabschluss","","","",""
"nein","1999","66 und älter","(Fach-)Abitur","","","",""
"nein","1999","66 und älter","AkademikerInnen","","","",""
"ja","2000","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2000","16-34 Jahre alt","Hauptschulabschluss","161","0.131587476767268","0.113344487117335","0.149830466417201"
"ja","2000","16-34 Jahre alt","Realschulabschluss","379","0.211226313096075","0.192755675365571","0.22969695082658"
"ja","2000","16-34 Jahre alt","(Fach-)Abitur","180","0.232544753772025","0.202954614264224","0.262134893279826"
"ja","2000","16-34 Jahre alt","AkademikerInnen","222","0.318253429477757","0.281851802462764","0.35465505649275"
"ja","2000","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2000","35-65 Jahre alt","Hauptschulabschluss","646","0.176899171490557","0.16439083698731","0.189407505993804"
"ja","2000","35-65 Jahre alt","Realschulabschluss","665","0.261031101427855","0.243879952604202","0.278182250251508"
"ja","2000","35-65 Jahre alt","(Fach-)Abitur","177","0.293806908682242","0.259108318431963","0.32850549893252"
"ja","2000","35-65 Jahre alt","AkademikerInnen","864","0.380212799693356","0.359650370232671","0.400775229154041"
"ja","2000","66 und älter","(noch) kein Abschluss","","","",""
"ja","2000","66 und älter","Hauptschulabschluss","","","",""
"ja","2000","66 und älter","Realschulabschluss","","","",""
"ja","2000","66 und älter","(Fach-)Abitur","","","",""
"ja","2000","66 und älter","AkademikerInnen","","","",""
"nein","2000","16-34 Jahre alt","(noch) kein Abschluss","72","0.921246195055905","0.861850061957336","0.980642328154473"
"nein","2000","16-34 Jahre alt","Hauptschulabschluss","1158","0.868412523232732","0.850169533582799","0.886655512882665"
"nein","2000","16-34 Jahre alt","Realschulabschluss","1497","0.788773686903925","0.77030304917342","0.807244324634429"
"nein","2000","16-34 Jahre alt","(Fach-)Abitur","603","0.767455246227975","0.737865106720174","0.797045385735776"
"nein","2000","16-34 Jahre alt","AkademikerInnen","407","0.681746570522243","0.64534494350725","0.718148197537236"
"nein","2000","35-65 Jahre alt","(noch) kein Abschluss","101","0.877707749189928","0.818594950306068","0.936820548073789"
"nein","2000","35-65 Jahre alt","Hauptschulabschluss","2929","0.823100828509443","0.810592494006196","0.83560916301269"
"nein","2000","35-65 Jahre alt","Realschulabschluss","1854","0.738968898572145","0.721817749748492","0.756120047395798"
"nein","2000","35-65 Jahre alt","(Fach-)Abitur","485","0.706193091317758","0.67149450106748","0.740891681568037"
"nein","2000","35-65 Jahre alt","AkademikerInnen","1277","0.619787200306644","0.599224770845959","0.640349629767329"
"nein","2000","66 und älter","(noch) kein Abschluss","","","",""
"nein","2000","66 und älter","Hauptschulabschluss","37","0.847588554626902","0.738889747413861","0.956287361839943"
"nein","2000","66 und älter","Realschulabschluss","","","",""
"nein","2000","66 und älter","(Fach-)Abitur","","","",""
"nein","2000","66 und älter","AkademikerInnen","","","",""
"ja","2001","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2001","16-34 Jahre alt","Hauptschulabschluss","123","0.130178598270091","0.109395121721351","0.150962074818831"
"ja","2001","16-34 Jahre alt","Realschulabschluss","303","0.214278427023189","0.193387988686473","0.235168865359906"
"ja","2001","16-34 Jahre alt","(Fach-)Abitur","153","0.228904065118576","0.1965064686648","0.261301661572351"
"ja","2001","16-34 Jahre alt","AkademikerInnen","174","0.312222747026968","0.271725987534979","0.352719506518956"
"ja","2001","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2001","35-65 Jahre alt","Hauptschulabschluss","532","0.174926934184807","0.161377562175563","0.18847630619405"
"ja","2001","35-65 Jahre alt","Realschulabschluss","636","0.269154839537008","0.251203764936058","0.287105914137958"
"ja","2001","35-65 Jahre alt","(Fach-)Abitur","154","0.262650661176577","0.228038542215185","0.297262780137969"
"ja","2001","35-65 Jahre alt","AkademikerInnen","779","0.375195390572217","0.353793250907596","0.396597530236838"
"ja","2001","66 und älter","(noch) kein Abschluss","","","",""
"ja","2001","66 und älter","Hauptschulabschluss","","","",""
"ja","2001","66 und älter","Realschulabschluss","","","",""
"ja","2001","66 und älter","(Fach-)Abitur","","","",""
"ja","2001","66 und älter","AkademikerInnen","","","",""
"nein","2001","16-34 Jahre alt","(noch) kein Abschluss","78","0.955110791806933","0.910294180707371","0.999927402906496"
"nein","2001","16-34 Jahre alt","Hauptschulabschluss","884","0.869821401729909","0.849037925181169","0.890604878278649"
"nein","2001","16-34 Jahre alt","Realschulabschluss","1179","0.785721572976811","0.764831134640094","0.806612011313527"
"nein","2001","16-34 Jahre alt","(Fach-)Abitur","493","0.771095934881424","0.738698338427649","0.8034935313352"
"nein","2001","16-34 Jahre alt","AkademikerInnen","329","0.687777252973032","0.647280493481044","0.728274012465021"
"nein","2001","35-65 Jahre alt","(noch) kein Abschluss","66","0.883567315798213","0.812839243512625","0.954295388083802"
"nein","2001","35-65 Jahre alt","Hauptschulabschluss","2488","0.825073065815193","0.81152369380595","0.838622437824437"
"nein","2001","35-65 Jahre alt","Realschulabschluss","1709","0.730845160462992","0.712894085862042","0.748796235063942"
"nein","2001","35-65 Jahre alt","(Fach-)Abitur","467","0.737349338823423","0.702737219862031","0.771961457784815"
"nein","2001","35-65 Jahre alt","AkademikerInnen","1187","0.624804609427783","0.603402469763162","0.646206749092404"
"nein","2001","66 und älter","(noch) kein Abschluss","","","",""
"nein","2001","66 und älter","Hauptschulabschluss","32","0.858600289128106","0.746329440625654","0.970871137630557"
"nein","2001","66 und älter","Realschulabschluss","","","",""
"nein","2001","66 und älter","(Fach-)Abitur","","","",""
"nein","2001","66 und älter","AkademikerInnen","","","",""
"ja","2002","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2002","16-34 Jahre alt","Hauptschulabschluss","109","0.120463649142074","0.0995773173249612","0.141349980959186"
"ja","2002","16-34 Jahre alt","Realschulabschluss","313","0.203415547116243","0.183225536048236","0.223605558184249"
"ja","2002","16-34 Jahre alt","(Fach-)Abitur","168","0.222464535919394","0.192559510115528","0.25236956172326"
"ja","2002","16-34 Jahre alt","AkademikerInnen","183","0.318179536797368","0.278337679313819","0.358021394280917"
"ja","2002","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2002","35-65 Jahre alt","Hauptschulabschluss","522","0.175174505512159","0.161613091910967","0.18873591911335"
"ja","2002","35-65 Jahre alt","Realschulabschluss","714","0.276702694609552","0.259536415509719","0.293868973709384"
"ja","2002","35-65 Jahre alt","(Fach-)Abitur","197","0.263563188500586","0.232565639777031","0.294560737224142"
"ja","2002","35-65 Jahre alt","AkademikerInnen","1158","0.368025801546062","0.350267001749308","0.385784601342817"
"ja","2002","66 und älter","(noch) kein Abschluss","","","",""
"ja","2002","66 und älter","Hauptschulabschluss","","","",""
"ja","2002","66 und älter","Realschulabschluss","","","",""
"ja","2002","66 und älter","(Fach-)Abitur","","","",""
"ja","2002","66 und älter","AkademikerInnen","","","",""
"nein","2002","16-34 Jahre alt","(noch) kein Abschluss","91","0.90737297466259","0.850833836687697","0.963912112637483"
"nein","2002","16-34 Jahre alt","Hauptschulabschluss","824","0.879536350857926","0.858650019040814","0.900422682675039"
"nein","2002","16-34 Jahre alt","Realschulabschluss","1214","0.796584452883757","0.77639444181575","0.816774463951764"
"nein","2002","16-34 Jahre alt","(Fach-)Abitur","575","0.777535464080606","0.74763043827674","0.807440489884472"
"nein","2002","16-34 Jahre alt","AkademikerInnen","342","0.681820463202632","0.641978605719083","0.721662320686181"
"nein","2002","35-65 Jahre alt","(noch) kein Abschluss","63","0.902827986722659","0.835343284138866","0.970312689306452"
"nein","2002","35-65 Jahre alt","Hauptschulabschluss","2496","0.824825494487841","0.81126408088665","0.838386908089033"
"nein","2002","35-65 Jahre alt","Realschulabschluss","1895","0.723297305390448","0.706131026290616","0.740463584490281"
"nein","2002","35-65 Jahre alt","(Fach-)Abitur","579","0.736436811499414","0.705439262775858","0.767434360222969"
"nein","2002","35-65 Jahre alt","AkademikerInnen","1675","0.631974198453938","0.614215398657183","0.649732998250692"
"nein","2002","66 und älter","(noch) kein Abschluss","","","",""
"nein","2002","66 und älter","Hauptschulabschluss","38","0.846866332300086","0.739230558031983","0.954502106568189"
"nein","2002","66 und älter","Realschulabschluss","","","",""
"nein","2002","66 und älter","(Fach-)Abitur","","","",""
"nein","2002","66 und älter","AkademikerInnen","43","0.850100216487361","0.753075588685876","0.947124844288845"
"ja","2003","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2003","16-34 Jahre alt","Hauptschulabschluss","87","0.128733456142408","0.104796969590507","0.152669942694309"
"ja","2003","16-34 Jahre alt","Realschulabschluss","273","0.234808283014146","0.211356921333728","0.258259644694564"
"ja","2003","16-34 Jahre alt","(Fach-)Abitur","160","0.266835327323678","0.23334394150165","0.300326713145706"
"ja","2003","16-34 Jahre alt","AkademikerInnen","158","0.285467700640574","0.243123221654197","0.32781217962695"
"ja","2003","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2003","35-65 Jahre alt","Hauptschulabschluss","475","0.186844040070074","0.171955599528841","0.201732480611307"
"ja","2003","35-65 Jahre alt","Realschulabschluss","699","0.282294865634296","0.264540217807076","0.300049513461516"
"ja","2003","35-65 Jahre alt","(Fach-)Abitur","186","0.279622412073161","0.24656281566392","0.312682008482402"
"ja","2003","35-65 Jahre alt","AkademikerInnen","1032","0.365462010012006","0.346851317127557","0.384072702896454"
"ja","2003","66 und älter","(noch) kein Abschluss","","","",""
"ja","2003","66 und älter","Hauptschulabschluss","","","",""
"ja","2003","66 und älter","Realschulabschluss","","","",""
"ja","2003","66 und älter","(Fach-)Abitur","","","",""
"ja","2003","66 und älter","AkademikerInnen","","","",""
"nein","2003","16-34 Jahre alt","(noch) kein Abschluss","57","0.981721538577241","0.948105452165918","1.01533762498856"
"nein","2003","16-34 Jahre alt","Hauptschulabschluss","665","0.871266543857592","0.847330057305691","0.895203030409493"
"nein","2003","16-34 Jahre alt","Realschulabschluss","982","0.765191716985854","0.741740355305436","0.788643078666272"
"nein","2003","16-34 Jahre alt","(Fach-)Abitur","510","0.733164672676322","0.699673286854294","0.76665605849835"
"nein","2003","16-34 Jahre alt","AkademikerInnen","279","0.714532299359426","0.67218782037305","0.756876778345803"
"nein","2003","35-65 Jahre alt","(noch) kein Abschluss","53","0.889193455437173","0.811060710696063","0.967326200178283"
"nein","2003","35-65 Jahre alt","Hauptschulabschluss","2158","0.813155959929926","0.798267519388693","0.828044400471159"
"nein","2003","35-65 Jahre alt","Realschulabschluss","1770","0.717705134365704","0.699950486538484","0.735459782192924"
"nein","2003","35-65 Jahre alt","(Fach-)Abitur","522","0.720377587926839","0.687317991517598","0.75343718433608"
"nein","2003","35-65 Jahre alt","AkademikerInnen","1540","0.634537989987994","0.615927297103546","0.653148682872443"
"nein","2003","66 und älter","(noch) kein Abschluss","","","",""
"nein","2003","66 und älter","Hauptschulabschluss","34","0.876190280984979","0.771469498787661","0.980911063182297"
"nein","2003","66 und älter","Realschulabschluss","","","",""
"nein","2003","66 und älter","(Fach-)Abitur","","","",""
"nein","2003","66 und älter","AkademikerInnen","32","0.891241468733047","0.79353008864806","0.988952848818033"
"ja","2004","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2004","16-34 Jahre alt","Hauptschulabschluss","94","0.148266874398343","0.122901793409448","0.173631955387238"
"ja","2004","16-34 Jahre alt","Realschulabschluss","254","0.221664734637106","0.198684318706896","0.244645150567316"
"ja","2004","16-34 Jahre alt","(Fach-)Abitur","159","0.226393750613784","0.196056123819479","0.256731377408089"
"ja","2004","16-34 Jahre alt","AkademikerInnen","184","0.357248065865529","0.313552864768077","0.400943266962982"
"ja","2004","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2004","35-65 Jahre alt","Hauptschulabschluss","449","0.182092527711408","0.167318029806722","0.196867025616093"
