"pgoeffd","year","bula_h","n","percent","lower_confidence","upper_confidence"
"ja","1984","Schleswig-Holstein","54","0.250295439313108","0.193943780219198","0.306647098407018"
"ja","1984","Hamburg","50","0.275660598154757","0.210016378196645","0.34130481811287"
"ja","1984","Niedersachsen","163","0.270122997489723","0.236476438781191","0.303769556198256"
"ja","1984","Bremen","","","",""
"ja","1984","Nordrhein-Westfalen","387","0.253634130247293","0.233645081377968","0.273623179116617"
"ja","1984","Hessen","167","0.265122834522412","0.233553962382948","0.296691706661877"
"ja","1984","Rheinland-Pfalz,Saarland","99","0.23825452422461","0.199067193294767","0.277441855154454"
"ja","1984","Baden-Wuerttemberg","234","0.208412763802227","0.187455891197065","0.229369636407389"
"ja","1984","Bayern","251","0.22047339849613","0.197664156738992","0.243282640253269"
"ja","1984","Saarland","","","",""
"ja","1984","Berlin","88","0.382831812203562","0.324308226167318","0.441355398239807"
"ja","1984","Brandenburg","","","",""
"ja","1984","Mecklenburg-Vorpommern","","","",""
"ja","1984","Sachsen","","","",""
"ja","1984","Sachsen-Anhalt","","","",""
"ja","1984","Thueringen","","","",""
"nein","1984","Schleswig-Holstein","173","0.749704560686892","0.693352901592982","0.806056219780802"
"nein","1984","Hamburg","128","0.724339401845242","0.65869518188713","0.789983621803355"
"nein","1984","Niedersachsen","506","0.729877002510277","0.696230443801744","0.763523561218809"
"nein","1984","Bremen","46","0.814555437042207","0.711840377531579","0.917270496552835"
"nein","1984","Nordrhein-Westfalen","1433","0.746365869752707","0.726376820883382","0.766354918622032"
"nein","1984","Hessen","584","0.734877165477588","0.703308293338123","0.766446037617052"
"nein","1984","Rheinland-Pfalz,Saarland","355","0.76174547577539","0.722558144845546","0.800932806705233"
"nein","1984","Baden-Wuerttemberg","1209","0.791587236197773","0.770630363592611","0.812544108802935"
"nein","1984","Bayern","1018","0.77952660150387","0.756717359746731","0.802335843261008"
"nein","1984","Saarland","","","",""
"nein","1984","Berlin","177","0.617168187796438","0.558644601760193","0.675691773832682"
"nein","1984","Brandenburg","","","",""
"nein","1984","Mecklenburg-Vorpommern","","","",""
"nein","1984","Sachsen","","","",""
"nein","1984","Sachsen-Anhalt","","","",""
"nein","1984","Thueringen","","","",""
"ja","1985","Schleswig-Holstein","50","0.275160177723404","0.212638032827238","0.337682322619569"
"ja","1985","Hamburg","44","0.261127655962037","0.192637100512043","0.329618211412031"
"ja","1985","Niedersachsen","144","0.285315182296905","0.247644952337745","0.322985412256065"
"ja","1985","Bremen","","","",""
"ja","1985","Nordrhein-Westfalen","363","0.265132574938888","0.243408937664859","0.286856212212917"
"ja","1985","Hessen","153","0.274691945874518","0.239974685920708","0.309409205828327"
"ja","1985","Rheinland-Pfalz,Saarland","94","0.267299362246101","0.224145501626921","0.310453222865281"
"ja","1985","Baden-Wuerttemberg","210","0.209218724791063","0.186812963634811","0.231624485947315"
"ja","1985","Bayern","224","0.225212866004135","0.200561094500873","0.249864637507396"
"ja","1985","Saarland","","","",""
"ja","1985","Berlin","80","0.41994268765926","0.353189976638033","0.486695398680487"
"ja","1985","Brandenburg","","","",""
"ja","1985","Mecklenburg-Vorpommern","","","",""
"ja","1985","Sachsen","","","",""
"ja","1985","Sachsen-Anhalt","","","",""
"ja","1985","Thueringen","","","",""
"nein","1985","Schleswig-Holstein","146","0.724839822276596","0.662317677380431","0.787361967172762"
"nein","1985","Hamburg","114","0.738872344037963","0.670381788587969","0.807362899487957"
"nein","1985","Niedersachsen","408","0.714684817703095","0.677014587743935","0.752355047662255"
"nein","1985","Bremen","30","0.738161456595098","0.600183960970364","0.876138952219832"
"nein","1985","Nordrhein-Westfalen","1223","0.734867425061112","0.713143787787083","0.756591062335141"
"nein","1985","Hessen","482","0.725308054125482","0.690590794171673","0.760025314079292"
"nein","1985","Rheinland-Pfalz,Saarland","310","0.732700637753899","0.689546777134719","0.775854498373079"
"nein","1985","Baden-Wuerttemberg","1056","0.790781275208937","0.768375514052685","0.81318703636519"
"nein","1985","Bayern","879","0.774787133995865","0.750135362492604","0.799438905499127"
"nein","1985","Saarland","","","",""
"nein","1985","Berlin","130","0.58005731234074","0.513304601319513","0.646810023361967"
"nein","1985","Brandenburg","","","",""
"nein","1985","Mecklenburg-Vorpommern","","","",""
"nein","1985","Sachsen","","","",""
"nein","1985","Sachsen-Anhalt","","","",""
"nein","1985","Thueringen","","","",""
"ja","1986","Schleswig-Holstein","46","0.271560991899804","0.206586614184869","0.336535369614739"
"ja","1986","Hamburg","36","0.266970825798617","0.190926126460186","0.343015525137049"
"ja","1986","Niedersachsen","140","0.278325395084583","0.241005506602456","0.31564528356671"
"ja","1986","Bremen","","","",""
"ja","1986","Nordrhein-Westfalen","348","0.268553520634209","0.245919931931331","0.291187109337086"
"ja","1986","Hessen","140","0.294164773063295","0.256855415012091","0.331474131114498"
"ja","1986","Rheinland-Pfalz,Saarland","87","0.252471573442904","0.209629582729982","0.295313564155826"
"ja","1986","Baden-Wuerttemberg","209","0.225591392802218","0.202011555487708","0.249171230116727"
"ja","1986","Bayern","219","0.24012612684047","0.213873178819692","0.266379074861248"
"ja","1986","Saarland","","","",""
"ja","1986","Berlin","74","0.408974971369576","0.341007460707757","0.476942482031396"
"ja","1986","Brandenburg","","","",""
"ja","1986","Mecklenburg-Vorpommern","","","",""
"ja","1986","Sachsen","","","",""
"ja","1986","Sachsen-Anhalt","","","",""
"ja","1986","Thueringen","","","",""
"nein","1986","Schleswig-Holstein","134","0.728439008100196","0.663464630385261","0.793413385815131"
"nein","1986","Hamburg","94","0.733029174201383","0.656984474862951","0.809073873539814"
"nein","1986","Niedersachsen","414","0.721674604915417","0.68435471643329","0.758994493397544"
"nein","1986","Bremen","35","0.820616660319717","0.703176298599562","0.938057022039871"
"nein","1986","Nordrhein-Westfalen","1125","0.731446479365791","0.708812890662914","0.754080068068669"
"nein","1986","Hessen","433","0.705835226936705","0.668525868885502","0.743144584987909"
"nein","1986","Rheinland-Pfalz,Saarland","308","0.747528426557096","0.704686435844174","0.790370417270019"
"nein","1986","Baden-Wuerttemberg","998","0.774408607197782","0.750828769883273","0.797988444512292"
"nein","1986","Bayern","798","0.75987387315953","0.733620925138752","0.786126821180308"
"nein","1986","Saarland","","","",""
"nein","1986","Berlin","127","0.591025028630424","0.523057517968604","0.658992539292243"
"nein","1986","Brandenburg","","","",""
"nein","1986","Mecklenburg-Vorpommern","","","",""
"nein","1986","Sachsen","","","",""
"nein","1986","Sachsen-Anhalt","","","",""
"nein","1986","Thueringen","","","",""
"ja","1987","Schleswig-Holstein","49","0.279688874499303","0.214118223499759","0.345259525498846"
"ja","1987","Hamburg","30","0.238118434295698","0.161910935141027","0.314325933450369"
"ja","1987","Niedersachsen","153","0.293729888075618","0.256821112166845","0.330638663984392"
"ja","1987","Bremen","","","",""
"ja","1987","Nordrhein-Westfalen","372","0.283798258698448","0.260898901494901","0.306697615901995"
"ja","1987","Hessen","126","0.255812560424303","0.220812964885801","0.290812155962805"
"ja","1987","Rheinland-Pfalz,Saarland","78","0.234380260056848","0.192392105285465","0.276368414828231"
"ja","1987","Baden-Wuerttemberg","207","0.219518459824443","0.196079597757403","0.242957321891483"
"ja","1987","Bayern","219","0.233955048724363","0.208262968173805","0.259647129274921"
"ja","1987","Saarland","","","",""
"ja","1987","Berlin","81","0.422768229482776","0.357041123725043","0.488495335240509"
"ja","1987","Brandenburg","","","",""
"ja","1987","Mecklenburg-Vorpommern","","","",""
"ja","1987","Sachsen","","","",""
"ja","1987","Sachsen-Anhalt","","","",""
"ja","1987","Thueringen","","","",""
"nein","1987","Schleswig-Holstein","131","0.720311125500697","0.654740474501153","0.78588177650024"
"nein","1987","Hamburg","90","0.761881565704302","0.685674066549631","0.838089064858973"
"nein","1987","Niedersachsen","432","0.706270111924382","0.669361336015608","0.743178887833155"
"nein","1987","Bremen","31","0.78637344016627","0.654307973365969","0.918438906966572"
"nein","1987","Nordrhein-Westfalen","1117","0.716201741301552","0.693302384098005","0.739101098505099"
"nein","1987","Hessen","471","0.744187439575697","0.709187844037195","0.779187035114199"
"nein","1987","Rheinland-Pfalz,Saarland","313","0.765619739943152","0.723631585171769","0.807607894714535"
"nein","1987","Baden-Wuerttemberg","991","0.780481540175557","0.757042678108517","0.803920402242597"
"nein","1987","Bayern","824","0.766044951275637","0.740352870725079","0.791737031826195"
"nein","1987","Saarland","","","",""
"nein","1987","Berlin","136","0.577231770517224","0.511504664759491","0.642958876274957"
"nein","1987","Brandenburg","","","",""
"nein","1987","Mecklenburg-Vorpommern","","","",""
"nein","1987","Sachsen","","","",""
"nein","1987","Sachsen-Anhalt","","","",""
"nein","1987","Thueringen","","","",""
"ja","1988","Schleswig-Holstein","47","0.293595832468525","0.227066462894536","0.360125202042513"
"ja","1988","Hamburg","","","",""
"ja","1988","Niedersachsen","140","0.287722630335086","0.250127458211029","0.325317802459143"
"ja","1988","Bremen","","","",""
"ja","1988","Nordrhein-Westfalen","357","0.277765840547613","0.254884966185235","0.30064671490999"
"ja","1988","Hessen","121","0.255021321436597","0.219363704724785","0.290678938148409"
"ja","1988","Rheinland-Pfalz,Saarland","68","0.214924678798711","0.173569748613323","0.256279608984098"
"ja","1988","Baden-Wuerttemberg","204","0.223255650158042","0.199535768351952","0.246975531964131"
"ja","1988","Bayern","205","0.224880281339421","0.199170200100192","0.250590362578651"
"ja","1988","Saarland","","","",""
"ja","1988","Berlin","77","0.410927082473583","0.345161939026662","0.476692225920505"
"ja","1988","Brandenburg","","","",""
"ja","1988","Mecklenburg-Vorpommern","","","",""
"ja","1988","Sachsen","","","",""
"ja","1988","Sachsen-Anhalt","","","",""
"ja","1988","Thueringen","","","",""
"nein","1988","Schleswig-Holstein","133","0.706404167531475","0.639874797957486","0.772933537105464"
"nein","1988","Hamburg","84","0.796486638682632","0.721923395322681","0.871049882042583"
"nein","1988","Niedersachsen","417","0.712277369664914","0.674682197540857","0.749872541788971"
"nein","1988","Bremen","36","0.744484582138408","0.617052657162591","0.871916507114224"
"nein","1988","Nordrhein-Westfalen","1115","0.722234159452387","0.69935328509001","0.745115033814765"
"nein","1988","Hessen","453","0.744978678563403","0.709321061851591","0.780636295275215"
"nein","1988","Rheinland-Pfalz,Saarland","311","0.78507532120129","0.743720391015902","0.826430251386677"
"nein","1988","Baden-Wuerttemberg","980","0.776744349841958","0.753024468035869","0.800464231648048"
"nein","1988","Bayern","808","0.775119718660579","0.749409637421349","0.800829799899808"
"nein","1988","Saarland","","","",""
"nein","1988","Berlin","138","0.589072917526417","0.523307774079495","0.654838060973338"
"nein","1988","Brandenburg","","","",""
"nein","1988","Mecklenburg-Vorpommern","","","",""
"nein","1988","Sachsen","","","",""
"nein","1988","Sachsen-Anhalt","","","",""
"nein","1988","Thueringen","","","",""
"ja","1989","Schleswig-Holstein","48","0.298933597416671","0.230913005236289","0.366954189597053"
"ja","1989","Hamburg","","","",""
"ja","1989","Niedersachsen","145","0.284981157138253","0.247660717644074","0.322301596632431"
"ja","1989","Bremen","","","",""
"ja","1989","Nordrhein-Westfalen","352","0.26656956943399","0.244155937156228","0.288983201711753"
"ja","1989","Hessen","126","0.263870932986751","0.228546901865281","0.299194964108221"
"ja","1989","Rheinland-Pfalz,Saarland","68","0.186009689726437","0.147685065986828","0.224334313466047"
"ja","1989","Baden-Wuerttemberg","202","0.21608742501609","0.192752161954685","0.239422688077494"
"ja","1989","Bayern","214","0.234591256784706","0.208825497943667","0.260357015625744"
"ja","1989","Saarland","","","",""
"ja","1989","Berlin","73","0.394980676035554","0.329939142637964","0.460022209433145"
"ja","1989","Brandenburg","","","",""
"ja","1989","Mecklenburg-Vorpommern","","","",""
"ja","1989","Sachsen","","","",""
"ja","1989","Sachsen-Anhalt","","","",""
"ja","1989","Thueringen","","","",""
"nein","1989","Schleswig-Holstein","126","0.701066402583329","0.633045810402947","0.769086994763711"
"nein","1989","Hamburg","97","0.851699254088374","0.787575064640414","0.915823443536334"
"nein","1989","Niedersachsen","417","0.715018842861747","0.677698403367569","0.752339282355926"
"nein","1989","Bremen","39","0.739724505562253","0.615593830985364","0.863855180139142"
"nein","1989","Nordrhein-Westfalen","1143","0.73343043056601","0.711016798288247","0.755844062843772"
"nein","1989","Hessen","472","0.736129067013249","0.700805035891779","0.771453098134719"
"nein","1989","Rheinland-Pfalz,Saarland","328","0.813990310273563","0.775665686533953","0.852314934013172"
"nein","1989","Baden-Wuerttemberg","993","0.78391257498391","0.760577311922506","0.807247838045315"
"nein","1989","Bayern","825","0.765408743215294","0.739642984374256","0.791174502056332"
"nein","1989","Saarland","","","",""
"nein","1989","Berlin","144","0.605019323964446","0.539977790566855","0.670060857362036"
"nein","1989","Brandenburg","","","",""
"nein","1989","Mecklenburg-Vorpommern","","","",""
"nein","1989","Sachsen","","","",""
"nein","1989","Sachsen-Anhalt","","","",""
"nein","1989","Thueringen","","","",""
"ja","1990","Schleswig-Holstein","46","0.291637299762473","0.221861685980225","0.361412913544721"
"ja","1990","Hamburg","","","",""
"ja","1990","Niedersachsen","137","0.281111601866318","0.243370031872539","0.318853171860097"
"ja","1990","Bremen","","","",""
"ja","1990","Nordrhein-Westfalen","354","0.270613987193412","0.247856128939664","0.293371845447159"
"ja","1990","Hessen","134","0.267100958686587","0.231490255910774","0.302711661462401"
"ja","1990","Rheinland-Pfalz,Saarland","65","0.203751768231695","0.162259350707657","0.245244185755734"
"ja","1990","Baden-Wuerttemberg","200","0.21585540671406","0.192301452474429","0.239409360953691"
"ja","1990","Bayern","196","0.226732245850465","0.200767328655962","0.252697163044968"
"ja","1990","Saarland","","","",""
"ja","1990","Berlin","179","0.440388331152627","0.39285455004595","0.487922112259305"
"ja","1990","Brandenburg","187","0.351135562396495","0.311280207021373","0.390990917771618"
"ja","1990","Mecklenburg-Vorpommern","125","0.328043813990583","0.281267175058546","0.374820452922621"
