"pgoeffd","year","bula_h","n","percent","lower_confidence","upper_confidence"
"ja","1990","Sachsen","312","0.300249595902122","0.272064855971746","0.328434335832499"
"ja","1990","Sachsen-Anhalt","217","0.35569531118168","0.317643001942355","0.393747620421005"
"ja","1990","Thueringen","161","0.286533141575902","0.248746257683875","0.324320025467929"
"nein","1990","Schleswig-Holstein","117","0.708362700237527","0.638587086455279","0.778138314019775"
"nein","1990","Hamburg","80","0.844747363909022","0.772678921157146","0.916815806660898"
"nein","1990","Niedersachsen","408","0.718888398133682","0.681146828139903","0.756629968127461"
"nein","1990","Bremen","37","0.815553658355377","0.699629178427484","0.93147813828327"
"nein","1990","Nordrhein-Westfalen","1110","0.729386012806588","0.706628154552841","0.752143871060336"
"nein","1990","Hessen","459","0.732899041313413","0.697288338537599","0.768509744089227"
"nein","1990","Rheinland-Pfalz,Saarland","297","0.796248231768305","0.754755814244266","0.837740649292343"
"nein","1990","Baden-Wuerttemberg","972","0.78414459328594","0.760590639046309","0.80769854752557"
"nein","1990","Bayern","803","0.773267754149535","0.747302836955032","0.799232671344038"
"nein","1990","Saarland","","","",""
"nein","1990","Berlin","240","0.559611668847373","0.512077887740695","0.60714544995405"
"nein","1990","Brandenburg","364","0.648864437603504","0.609009082228382","0.688719792978627"
"nein","1990","Mecklenburg-Vorpommern","262","0.671956186009417","0.625179547077379","0.718732824941454"
"nein","1990","Sachsen","704","0.699750404097878","0.671565664167501","0.727935144028254"
"nein","1990","Sachsen-Anhalt","391","0.64430468881832","0.606252379578995","0.682356998057645"
"nein","1990","Thueringen","389","0.713466858424098","0.675679974532071","0.751253742316125"
"ja","1991","Schleswig-Holstein","52","0.279113010144675","0.214123063524967","0.344102956764384"
"ja","1991","Hamburg","","","",""
"ja","1991","Niedersachsen","139","0.266132879648149","0.229916247801782","0.302349511494517"
"ja","1991","Bremen","","","",""
"ja","1991","Nordrhein-Westfalen","347","0.253757684390947","0.231830737519118","0.275684631262777"
"ja","1991","Hessen","140","0.279729179956855","0.244224900609177","0.315233459304534"
"ja","1991","Rheinland-Pfalz,Saarland","81","0.253510858847594","0.210169488441929","0.296852229253258"
"ja","1991","Baden-Wuerttemberg","222","0.224317415865594","0.200794663270845","0.247840168460344"
"ja","1991","Bayern","214","0.240760099401797","0.214725554994703","0.266794643808891"
"ja","1991","Saarland","","","",""
"ja","1991","Berlin","151","0.386506133877005","0.338786027502824","0.434226240251186"
"ja","1991","Brandenburg","152","0.325513266456371","0.282364335268805","0.368662197643938"
"ja","1991","Mecklenburg-Vorpommern","111","0.341021055358419","0.289242906297044","0.392799204419795"
"ja","1991","Sachsen","254","0.293327776947318","0.262353965465715","0.324301588428921"
"ja","1991","Sachsen-Anhalt","173","0.320957453061368","0.282082897709743","0.359832008412993"
"ja","1991","Thueringen","132","0.305168774617741","0.263582755588106","0.346754793647377"
"nein","1991","Schleswig-Holstein","131","0.720886989855325","0.655897043235616","0.785876936475034"
"nein","1991","Hamburg","78","0.827313997651079","0.752095270856883","0.902532724445275"
"nein","1991","Niedersachsen","433","0.733867120351851","0.697650488505483","0.770083752198218"
"nein","1991","Bremen","34","0.740827767794916","0.611356138425854","0.870299397163979"
"nein","1991","Nordrhein-Westfalen","1166","0.746242315609053","0.724315368737223","0.768169262480882"
"nein","1991","Hessen","474","0.720270820043145","0.684766540695466","0.755775099390823"
"nein","1991","Rheinland-Pfalz,Saarland","306","0.746489141152406","0.703147770746742","0.789830511558071"
"nein","1991","Baden-Wuerttemberg","986","0.775682584134406","0.752159831539656","0.799205336729155"
"nein","1991","Bayern","822","0.759239900598203","0.733205356191109","0.785274445005297"
"nein","1991","Saarland","","","",""
"nein","1991","Berlin","249","0.613493866122995","0.565773759748813","0.661213972497176"
"nein","1991","Brandenburg","301","0.674486733543629","0.631337802356062","0.717635664731195"
"nein","1991","Mecklenburg-Vorpommern","211","0.658978944641581","0.607200795580205","0.710757093702956"
"nein","1991","Sachsen","576","0.706672223052682","0.675698411571079","0.737646034534285"
"nein","1991","Sachsen-Anhalt","381","0.679042546938632","0.640167991587007","0.717917102290257"
"nein","1991","Thueringen","339","0.694831225382258","0.653245206352623","0.736417244411894"
"ja","1992","Schleswig-Holstein","46","0.301933380979338","0.231237422930256","0.37262933902842"
"ja","1992","Hamburg","","","",""
"ja","1992","Niedersachsen","141","0.278284095140364","0.240762167403593","0.315806022877134"
"ja","1992","Bremen","","","",""
"ja","1992","Nordrhein-Westfalen","356","0.267545796874551","0.245000297156586","0.290091296592517"
"ja","1992","Hessen","145","0.290811840197333","0.253660120173385","0.32796356022128"
"ja","1992","Rheinland-Pfalz,Saarland","78","0.244989996259772","0.200562957251796","0.289417035267747"
"ja","1992","Baden-Wuerttemberg","206","0.227369987736382","0.202964612338193","0.251775363134571"
"ja","1992","Bayern","221","0.252094809559111","0.225590042972521","0.278599576145702"
"ja","1992","Saarland","","","",""
"ja","1992","Berlin","136","0.375328761261505","0.326255607677228","0.424401914845781"
"ja","1992","Brandenburg","147","0.36215483141976","0.315403944855783","0.408905717983736"
"ja","1992","Mecklenburg-Vorpommern","108","0.399249224383828","0.33913915746564","0.459359291302017"
"ja","1992","Sachsen","237","0.337563606791145","0.302073622679311","0.373053590902979"
"ja","1992","Sachsen-Anhalt","174","0.362143602986933","0.319147475782857","0.405139730191009"
"ja","1992","Thueringen","131","0.348373544977939","0.302366809198286","0.394380280757592"
"nein","1992","Schleswig-Holstein","116","0.698066619020662","0.62737066097158","0.768762577069744"
"nein","1992","Hamburg","70","0.837739850073262","0.759817975975059","0.915661724171466"
"nein","1992","Niedersachsen","407","0.721715904859636","0.684193977122866","0.759237832596407"
"nein","1992","Bremen","","","",""
"nein","1992","Nordrhein-Westfalen","1125","0.732454203125449","0.709908703407483","0.754999702843414"
"nein","1992","Hessen","429","0.709188159802667","0.67203643977872","0.746339879826615"
"nein","1992","Rheinland-Pfalz,Saarland","282","0.755010003740228","0.710582964732253","0.799437042748204"
"nein","1992","Baden-Wuerttemberg","927","0.772630012263618","0.748224636865429","0.797035387661807"
"nein","1992","Bayern","810","0.747905190440889","0.721400423854298","0.774409957027479"
"nein","1992","Saarland","","","",""
"nein","1992","Berlin","238","0.624671238738496","0.575598085154219","0.673744392322772"
"nein","1992","Brandenburg","259","0.63784516858024","0.591094282016264","0.684596055144217"
"nein","1992","Mecklenburg-Vorpommern","147","0.600750775616172","0.540640708697983","0.660860842534361"
"nein","1992","Sachsen","445","0.662436393208855","0.626946409097021","0.697926377320689"
"nein","1992","Sachsen-Anhalt","306","0.637856397013067","0.594860269808991","0.680852524217143"
"nein","1992","Thueringen","281","0.651626455022061","0.605619719242408","0.697633190801714"
"ja","1993","Schleswig-Holstein","46","0.296085514836816","0.227256227882623","0.364914801791009"
"ja","1993","Hamburg","","","",""
"ja","1993","Niedersachsen","145","0.273408666171504","0.237072808416881","0.309744523926127"
"ja","1993","Bremen","","","",""
"ja","1993","Nordrhein-Westfalen","350","0.262394054511456","0.239965562557473","0.284822546465439"
"ja","1993","Hessen","140","0.280949613910646","0.244339364221435","0.317559863599858"
"ja","1993","Rheinland-Pfalz,Saarland","79","0.249490899396498","0.204092482022074","0.294889316770921"
"ja","1993","Baden-Wuerttemberg","195","0.201610455304963","0.178310763594995","0.224910147014931"
"ja","1993","Bayern","227","0.251667882742767","0.225242012177064","0.27809375330847"
"ja","1993","Saarland","","","",""
"ja","1993","Berlin","119","0.340224440482661","0.29114637409019","0.389302506875132"
"ja","1993","Brandenburg","136","0.374011101973137","0.324906834408766","0.423115369537508"
"ja","1993","Mecklenburg-Vorpommern","93","0.366682478513454","0.30385498958725","0.429509967439659"
"ja","1993","Sachsen","239","0.352853499268439","0.316061015577773","0.389645982959105"
"ja","1993","Sachsen-Anhalt","150","0.336103571225229","0.291610654926994","0.380596487523465"
"ja","1993","Thueringen","117","0.30920416350301","0.2630389074678","0.355369419538221"
"nein","1993","Schleswig-Holstein","123","0.703914485163184","0.635085198208991","0.772743772117377"
"nein","1993","Hamburg","64","0.769678183304255","0.678547780094235","0.860808586514274"
"nein","1993","Niedersachsen","433","0.726591333828496","0.690255476073873","0.762927191583119"
"nein","1993","Bremen","31","0.724140095913679","0.587332015045122","0.860948176782237"
"nein","1993","Nordrhein-Westfalen","1128","0.737605945488544","0.715177453534561","0.760034437442527"
"nein","1993","Hessen","439","0.719050386089354","0.682440136400142","0.755660635778565"
"nein","1993","Rheinland-Pfalz,Saarland","270","0.750509100603502","0.705110683229079","0.795907517977926"
"nein","1993","Baden-Wuerttemberg","944","0.798389544695037","0.775089852985069","0.821689236405005"
"nein","1993","Bayern","809","0.748332117257233","0.72190624669153","0.774757987822936"
"nein","1993","Saarland","","","",""
"nein","1993","Berlin","239","0.659775559517339","0.610697493124868","0.70885362590981"
"nein","1993","Brandenburg","237","0.625988898026863","0.576884630462492","0.675093165591234"
"nein","1993","Mecklenburg-Vorpommern","133","0.633317521486546","0.570490032560341","0.69614501041275"
"nein","1993","Sachsen","409","0.647146500731561","0.610354017040895","0.683938984422227"
"nein","1993","Sachsen-Anhalt","283","0.663896428774771","0.619403512476535","0.708389345073006"
"nein","1993","Thueringen","268","0.69079583649699","0.644630580461779","0.7369610925322"
"ja","1994","Schleswig-Holstein","54","0.329441589350757","0.258788501100217","0.400094677601297"
"ja","1994","Hamburg","","","",""
"ja","1994","Niedersachsen","141","0.280742743534736","0.243458323886372","0.318027163183099"
"ja","1994","Bremen","","","",""
"ja","1994","Nordrhein-Westfalen","335","0.256437987548214","0.233539876087365","0.279336099009063"
"ja","1994","Hessen","138","0.285995129591982","0.247667905295934","0.324322353888031"
"ja","1994","Rheinland-Pfalz,Saarland","77","0.272037938333077","0.224313154694905","0.31976272197125"
"ja","1994","Baden-Wuerttemberg","184","0.213658099114964","0.188565159156163","0.238751039073766"
"ja","1994","Bayern","222","0.266676592154512","0.238496478188697","0.294856706120327"
"ja","1994","Saarland","","","",""
"ja","1994","Berlin","112","0.346227726722271","0.294896068706426","0.397559384738116"
"ja","1994","Brandenburg","120","0.354813230073405","0.304471749664636","0.405154710482175"
"ja","1994","Mecklenburg-Vorpommern","90","0.333644812938556","0.272708067817356","0.394581558059756"
"ja","1994","Sachsen","218","0.329505509551731","0.29262603342308","0.366384985680383"
"ja","1994","Sachsen-Anhalt","137","0.331305187700155","0.285689467912979","0.37692090748733"
"ja","1994","Thueringen","106","0.308046358058432","0.261318164066375","0.354774552050488"
"nein","1994","Schleswig-Holstein","116","0.670558410649243","0.599905322398703","0.741211498899783"
"nein","1994","Hamburg","67","0.80287298419782","0.71458587727038","0.891160091125261"
"nein","1994","Niedersachsen","417","0.719257256465264","0.681972836816901","0.756541676113628"
"nein","1994","Bremen","","","",""
"nein","1994","Nordrhein-Westfalen","1062","0.743562012451786","0.720663900990937","0.766460123912635"
"nein","1994","Hessen","396","0.714004870408018","0.675677646111969","0.752332094704066"
"nein","1994","Rheinland-Pfalz,Saarland","257","0.727962061666923","0.68023727802875","0.775686845305095"
"nein","1994","Baden-Wuerttemberg","841","0.786341900885035","0.761248960926233","0.811434840843837"
"nein","1994","Bayern","724","0.733323407845488","0.705143293879673","0.761503521811303"
"nein","1994","Saarland","","","",""
"nein","1994","Berlin","218","0.653772273277729","0.602440615261884","0.705103931293574"
"nein","1994","Brandenburg","227","0.645186769926595","0.594845289517825","0.695528250335364"
"nein","1994","Mecklenburg-Vorpommern","140","0.666355187061444","0.605418441940244","0.727291932182644"
"nein","1994","Sachsen","406","0.670494490448269","0.633615014319617","0.70737396657692"
"nein","1994","Sachsen-Anhalt","272","0.668694812299845","0.62307909251267","0.714310532087021"
"nein","1994","Thueringen","269","0.691953641941568","0.645225447949512","0.738681835933625"
"ja","1995","Schleswig-Holstein","48","0.310963093047597","0.239902315558206","0.382023870536988"
"ja","1995","Hamburg","","","",""
"ja","1995","Niedersachsen","147","0.273678974365524","0.238004507560272","0.309353441170776"
"ja","1995","Bremen","","","",""
"ja","1995","Nordrhein-Westfalen","369","0.25712203786585","0.235150791935858","0.279093283795842"
"ja","1995","Hessen","137","0.279317200722427","0.242223441202491","0.316410960242362"
"ja","1995","Rheinland-Pfalz,Saarland","84","0.2433505768487","0.200653733221255","0.286047420476145"
"ja","1995","Baden-Wuerttemberg","200","0.221759573660541","0.197085989924159","0.246433157396923"
"ja","1995","Bayern","237","0.264823551757647","0.238006840416654","0.29164026309864"
"ja","1995","Saarland","","","",""
"ja","1995","Berlin","112","0.361858294145235","0.310245923847386","0.413470664443084"
"ja","1995","Brandenburg","110","0.307824473644379","0.259875116980833","0.355773830307925"
"ja","1995","Mecklenburg-Vorpommern","97","0.349581191332785","0.290590728296479","0.408571654369091"
"ja","1995","Sachsen","213","0.32336352781227","0.287180592491232","0.359546463133307"
"ja","1995","Sachsen-Anhalt","127","0.298796481323856","0.254272411307781","0.343320551339932"
"ja","1995","Thueringen","98","0.274998720468533","0.23062682170658","0.319370619230486"
"nein","1995","Schleswig-Holstein","115","0.689036906952403","0.617976129463012","0.760097684441794"
"nein","1995","Hamburg","57","0.699906395839696","0.597541492833261","0.802271298846132"
"nein","1995","Niedersachsen","453","0.726321025634476","0.690646558829224","0.761995492439728"
"nein","1995","Bremen","","","",""
"nein","1995","Nordrhein-Westfalen","1151","0.74287796213415","0.720906716204158","0.764849208064142"
"nein","1995","Hessen","425","0.720682799277574","0.683589039757638","0.757776558797509"
"nein","1995","Rheinland-Pfalz,Saarland","304","0.7566494231513","0.713952579523855","0.799346266778745"
"nein","1995","Baden-Wuerttemberg","889","0.778240426339459","0.753566842603077","0.802914010075841"
"nein","1995","Bayern","803","0.735176448242353","0.70835973690136","0.761993159583346"
"nein","1995","Saarland","","","",""
"nein","1995","Berlin","221","0.638141705854765","0.586529335556916","0.689754076152614"
"nein","1995","Brandenburg","246","0.692175526355621","0.644226169692075","0.740124883019167"
"nein","1995","Mecklenburg-Vorpommern","154","0.650418808667215","0.591428345630909","0.709409271703521"
