"pgoeffd","year","n","percent","lower_confidence","upper_confidence"
"ja","1984","1502","0.24649403840976","0.236491288072603","0.256496788746917"
"nein","1984","5629","0.75350596159024","0.743503211253083","0.763508711927397"
"ja","1985","1371","0.256882717507069","0.245962231447614","0.267803203566525"
"nein","1985","4778","0.743117282492931","0.732196796433475","0.754037768552386"
"ja","1986","1305","0.26205750467539","0.250711783282755","0.273403226068026"
"nein","1986","4466","0.73794249532461","0.726596773931974","0.749288216717245"
"ja","1987","1321","0.261295591281139","0.250044053947132","0.272547128615146"
"nein","1987","4536","0.738704408718861","0.727452871384854","0.749955946052868"
"ja","1988","1256","0.256729467324333","0.245419946507372","0.268038988141294"
"nein","1988","4475","0.743270532675667","0.731961011858706","0.754580053492628"
"ja","1989","1258","0.250480125390155","0.239369320344868","0.261590930435442"
"nein","1989","4584","0.749519874609845","0.738409069564558","0.760630679655132"
"ja","1990","2336","0.271361337935882","0.262158830634817","0.280563845236946"
"nein","1990","6633","0.728638662064118","0.719436154763054","0.737841169365183"
"ja","1991","2197","0.268258347087514","0.258939896764597","0.277576797410431"
"nein","1991","6487","0.731741652912486","0.722423202589569","0.741060103235403"
"ja","1992","2155","0.282117245511319","0.272271079629957","0.291963411392682"
"nein","1992","5870","0.717882754488681","0.708036588607318","0.727728920370043"
"ja","1993","2064","0.272345818817103","0.262513108229808","0.282178529404398"
"nein","1993","5810","0.727654181182897","0.717821470595602","0.737486891770192"
"ja","1994","1955","0.276556848720809","0.266361483644038","0.28675221379758"
"nein","1994","5439","0.723443151279191","0.71324778620242","0.733638516355962"
"ja","1995","2011","0.27299941446589","0.263148694968783","0.282850133962997"
"nein","1995","5846","0.72700058553411","0.717149866037003","0.736851305031217"
"ja","1996","1915","0.273698617437961","0.263585178993506","0.283812055882415"
"nein","1996","5551","0.726301382562039","0.716187944117585","0.736414821006494"
"ja","1997","1891","0.268332700622167","0.258226314878044","0.27843908636629"
"nein","1997","5493","0.731667299377833","0.72156091363371","0.741773685121956"
"ja","1998","2071","0.26729443321001","0.25766582464538","0.27692304177464"
"nein","1998","6044","0.73270556678999","0.72307695822536","0.74233417535462"
"ja","1999","1877","0.261654867952517","0.251696794645447","0.271612941259587"
"nein","1999","5607","0.738345132047483","0.728387058740413","0.748303205354553"
"ja","2000","3329","0.236192360547153","0.229108655811013","0.243276065283292"
"nein","2000","10482","0.763807639452847","0.756723934716708","0.770891344188987"
"ja","2001","2888","0.237993066357115","0.230329180076545","0.245656952637685"
"nein","2001","8973","0.762006933642885","0.754343047362315","0.769670819923455"
"ja","2002","3416","0.235081855856619","0.227891847519823","0.242271864193416"
"nein","2002","9946","0.764918144143381","0.757728135806584","0.772108152480177"
"ja","2003","3110","0.248435885571884","0.240648333307741","0.256223437836026"
"nein","2003","8717","0.751564114428116","0.743776562163974","0.759351666692259"
"ja","2004","3115","0.240535050552057","0.232941483106102","0.248128617998013"
"nein","2004","9055","0.759464949447943","0.751871382001987","0.767058516893898"
"ja","2005","2826","0.243169875041167","0.23510519002002","0.251234560062315"
"nein","2005","8044","0.756830124958833","0.748765439937685","0.76489480997998"
"ja","2006","2945","0.243947000665941","0.235982385300885","0.251911616030996"
"nein","2006","8224","0.756052999334059","0.748088383969004","0.764017614699115"
"ja","2007","2889","0.232535247468699","0.224817280573455","0.240253214363944"
"nein","2007","8620","0.767464752531301","0.759746785636056","0.775182719426545"
"ja","2008","2630","0.229638725234103","0.221573782382638","0.237703668085567"
"nein","2008","7818","0.770361274765897","0.762296331914433","0.778426217617362"
"ja","2009","2554","0.226222603959467","0.21811353087232","0.234331677046615"
"nein","2009","7672","0.773777396040533","0.765668322953385","0.78188646912768"
"ja","2010","3202","0.234471602179578","0.227324084381056","0.2416191199781"
"nein","2010","10295","0.765528397820422","0.7583808800219","0.772675915618944"
"ja","2011","3946","0.238527505669253","0.231950514618388","0.245104496720118"
"nein","2011","12184","0.761472494330747","0.754895503279882","0.768049485381612"
"ja","2012","3860","0.241094911020298","0.234418642915379","0.247771179125217"
"nein","2012","11909","0.758905088979702","0.752228820874783","0.765581357084621"
"ja","2013","4108","0.24851063136878","0.242084574153302","0.254936688584258"
"nein","2013","13265","0.75148936863122","0.745063311415742","0.757915425846698"
"ja","2014","3754","0.255670309785702","0.248782459739556","0.262558159831848"
"nein","2014","11655","0.744329690214298","0.737441840168152","0.751217540260444"
"ja","2015","3652","0.248913134308168","0.242059843869691","0.255766424746646"
"nein","2015","11639","0.751086865691831","0.744233575253354","0.757940156130309"
"ja","2016","3500","0.251433660522666","0.244348765968151","0.258518555077182"
"nein","2016","10904","0.748566339477334","0.741481444922818","0.755651234031849"
"ja","2017","4025","0.250277110343592","0.243671835751637","0.256882384935548"
"nein","2017","12496","0.749722889656408","0.743117615064452","0.756328164248363"
"ja","2018","3873","0.258196147070488","0.251370419599451","0.265021874541525"
"nein","2018","11919","0.741803852929512","0.734978125458475","0.748629580400549"
"ja","2019","3736","0.259313034458145","0.25236368161566","0.26626238730063"
"nein","2019","11542","0.740686965541855","0.73373761269937","0.747636318384339"
