year,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,8622,7.29945,7.24922,7.34967,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1985,Rural regions,2321,7.37781,7.28119,7.47444,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1986,Urban regions,8316,7.20194,7.15080,7.25307,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1986,Rural regions,2219,7.21381,7.11524,7.31239,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1987,Urban regions,8201,7.24126,7.19060,7.29191,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1987,Rural regions,2196,7.30757,7.21102,7.40412,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1988,Urban regions,7869,7.06674,7.01516,7.11832,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
1988,Rural regions,2059,7.16689,7.06561,7.26816,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,8.00000,8.00000
1989,Urban regions,7657,7.02901,6.97683,7.08118,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
1989,Rural regions,1946,7.04985,6.94510,7.15459,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
1990,Urban regions,,,,,,,,,,,,
1990,Rural regions,,,,,,,,,,,,
1991,Urban regions,8741,6.89884,6.84830,6.94939,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,7.00000
1991,Rural regions,4694,6.70638,6.63434,6.77842,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,7.00000
1992,Urban regions,8616,6.98451,6.93532,7.03371,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
1992,Rural regions,4502,6.75664,6.68801,6.82527,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1993,Urban regions,8550,6.83448,6.78422,6.88473,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1993,Rural regions,4477,6.76351,6.69269,6.83434,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1994,Urban regions,8426,6.79800,6.74659,6.84941,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,7.00000
1994,Rural regions,4358,6.73866,6.66759,6.80973,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1995,Urban regions,,,,,,,,,,,,
1995,Rural regions,,,,,,,,,,,,
1996,Urban regions,8504,7.04935,7.00057,7.09814,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
1996,Rural regions,4492,6.93860,6.87168,7.00553,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
1997,Urban regions,8340,6.98907,6.93943,7.03872,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
1997,Rural regions,4408,6.86794,6.79947,6.93640,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1998,Urban regions,9233,7.03054,6.98386,7.07722,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
