year,pgisced97,pli0091_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Pre-primary Level,At least once per week,0.33585,65,173,0.26527,0.40644
1985,Pre-primary Level,At least once per month,0.38488,65,173,0.31217,0.45760
1985,Pre-primary Level,Seldom,0.21305,43,173,0.15186,0.27424
1985,Primary Level,At least once per month,0.07056,51,798,0.05278,0.08834
1985,Primary Level,Seldom,0.22663,150,798,0.19756,0.25569
1985,Primary Level,Never,0.61030,597,798,0.57645,0.64416
1985,Lower Secondary Level,At least once per week,0.08709,302,3028,0.07704,0.09713
1985,Lower Secondary Level,At least once per month,0.10752,363,3028,0.09648,0.11855
1985,Lower Secondary Level,Seldom,0.22034,741,3028,0.20558,0.23511
1985,Lower Secondary Level,Never,0.57491,1622,3028,0.55729,0.59252
1985,Upper Secondary Level,At least once per week,0.08525,493,5128,0.07761,0.09290
1985,Upper Secondary Level,At least once per month,0.12670,705,5128,0.11759,0.13580
1985,Upper Secondary Level,Seldom,0.34132,1846,5128,0.32834,0.35430
1985,Upper Secondary Level,Never,0.43615,2084,5128,0.42258,0.44973
1985,Post-secondary Non-tertiary Level,At least once per month,0.19742,54,242,0.14716,0.24767
1985,Post-secondary Non-tertiary Level,Seldom,0.31972,91,242,0.26084,0.37861
1985,Post-secondary Non-tertiary Level,Never,0.34336,97,242,0.28341,0.40330
1985,First Stage of Tertiary Education,At least once per week,0.06970,44,611,0.04949,0.08990
1985,First Stage of Tertiary Education,At least once per month,0.11752,78,611,0.09197,0.14308
1985,First Stage of Tertiary Education,Seldom,0.36568,243,611,0.32746,0.40390
1985,First Stage of Tertiary Education,Never,0.43465,246,611,0.39531,0.47399
1985,Second Stage of Tertiary Education,At least once per week,0.08182,68,747,0.06215,0.10148
1985,Second Stage of Tertiary Education,At least once per month,0.16615,129,747,0.13944,0.19286
1985,Second Stage of Tertiary Education,Seldom,0.39727,318,747,0.36216,0.43239
1985,Second Stage of Tertiary Education,Never,0.34577,232,747,0.31164,0.37990
1986,Pre-primary Level,At least once per week,0.32379,62,177,0.25466,0.39292
1986,Pre-primary Level,At least once per month,0.38572,70,177,0.31381,0.45764
1986,Pre-primary Level,Seldom,0.23231,45,177,0.16992,0.29471
1986,Primary Level,At least once per week,0.08164,32,772,0.06231,0.10097
1986,Primary Level,At least once per month,0.07725,51,772,0.05840,0.09609
1986,Primary Level,Seldom,0.21040,143,772,0.18163,0.23917
1986,Primary Level,Never,0.62513,546,772,0.59096,0.65930
1986,Lower Secondary Level,At least once per week,0.08736,291,2878,0.07704,0.09768
1986,Lower Secondary Level,At least once per month,0.10726,351,2878,0.09595,0.11857
1986,Lower Secondary Level,Seldom,0.21629,710,2878,0.20124,0.23133
1986,Lower Secondary Level,Never,0.57794,1526,2878,0.55989,0.59599
1986,Upper Secondary Level,At least once per week,0.08469,450,4960,0.07694,0.09244
1986,Upper Secondary Level,At least once per month,0.13817,748,4960,0.12857,0.14778
1986,Upper Secondary Level,Seldom,0.33550,1734,4960,0.32236,0.34864
1986,Upper Secondary Level,Never,0.43446,2028,4960,0.42066,0.44826
1986,Post-secondary Non-tertiary Level,At least once per month,0.18965,52,251,0.14105,0.23825
