year,quintil_oecd,pli0091_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,1st Quintile,At least once per week,0.05211,154,2220,0.04287,0.06136
1985,1st Quintile,At least once per month,0.08855,255,2220,0.07673,0.10037
1985,1st Quintile,Seldom,0.18799,592,2220,0.17173,0.20425
1985,1st Quintile,Never,0.43704,1219,2220,0.41641,0.45768
1985,2nd Quintile,At least once per week,0.06519,192,2132,0.05471,0.07567
1985,2nd Quintile,At least once per month,0.07946,234,2132,0.06798,0.09094
1985,2nd Quintile,Seldom,0.24047,642,2132,0.22232,0.25861
1985,2nd Quintile,Never,0.40432,1064,2132,0.38348,0.42515
1985,3rd Quintile,At least once per week,0.08783,238,2177,0.07594,0.09973
1985,3rd Quintile,At least once per month,0.11521,296,2177,0.10179,0.12862
1985,3rd Quintile,Seldom,0.25664,685,2177,0.23829,0.27499
1985,3rd Quintile,Never,0.37174,958,2177,0.35144,0.39205
1985,4th Quintile,At least once per week,0.08667,232,2216,0.07495,0.09839
1985,4th Quintile,At least once per month,0.12148,323,2216,0.10787,0.13508
1985,4th Quintile,Seldom,0.27750,732,2216,0.25885,0.29614
1985,4th Quintile,Never,0.38061,929,2216,0.36039,0.40083
1985,5th Quintile,At least once per week,0.08348,216,2151,0.07179,0.09517
1985,5th Quintile,At least once per month,0.13624,352,2151,0.12174,0.15074
1985,5th Quintile,Seldom,0.32722,807,2151,0.30739,0.34705
1985,5th Quintile,Never,0.34709,776,2151,0.32697,0.36722
1986,1st Quintile,At least once per week,0.04697,135,2056,0.03782,0.05611
1986,1st Quintile,At least once per month,0.09183,252,2056,0.07934,0.10431
1986,1st Quintile,Seldom,0.17544,504,2056,0.15899,0.19188
1986,1st Quintile,Never,0.46120,1165,2056,0.43965,0.48275
1986,2nd Quintile,At least once per week,0.07036,201,2065,0.05933,0.08139
1986,2nd Quintile,At least once per month,0.08252,243,2065,0.07065,0.09439
1986,2nd Quintile,Seldom,0.20397,574,2065,0.18658,0.22135
1986,2nd Quintile,Never,0.42985,1047,2065,0.40849,0.45121
1986,3rd Quintile,At least once per week,0.08071,210,2092,0.06904,0.09239
