year,bula_h,pli0091_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Schleswig-Holstein,At least once per week,0.09001,40,350,0.05998,0.12004
1985,Schleswig-Holstein,At least once per month,0.10444,45,350,0.07235,0.13653
1985,Schleswig-Holstein,Seldom,0.29576,136,350,0.24787,0.34364
1985,Schleswig-Holstein,Never,0.32764,129,350,0.27840,0.37688
1985,Hamburg,At least once per month,0.13994,48,252,0.09702,0.18286
1985,Hamburg,Seldom,0.25652,79,252,0.20249,0.31055
1985,Hamburg,Never,0.42148,125,252,0.36039,0.48257
1985,Lower Saxony,At least once per week,0.08363,113,1091,0.06719,0.10006
1985,Lower Saxony,At least once per month,0.10188,142,1091,0.08392,0.11984
1985,Lower Saxony,Seldom,0.30019,415,1091,0.27298,0.32740
1985,Lower Saxony,Never,0.34632,421,1091,0.31807,0.37456
1985,Bremen,Seldom,0.29074,41,98,0.20037,0.38111
1985,Bremen,Never,0.52284,57,98,0.42344,0.62224
1985,North Rhine-Westphalia,At least once per week,0.06342,237,2931,0.05460,0.07225
1985,North Rhine-Westphalia,At least once per month,0.10570,381,2931,0.09456,0.11683
1985,North Rhine-Westphalia,Seldom,0.25578,927,2931,0.23998,0.27158
1985,North Rhine-Westphalia,Never,0.39372,1386,2931,0.37603,0.41141
1985,Hesse,At least once per week,0.10006,127,1114,0.08243,0.11769
1985,Hesse,At least once per month,0.11070,148,1114,0.09226,0.12913
1985,Hesse,Seldom,0.28035,357,1114,0.25396,0.30674
1985,Hesse,Never,0.36025,482,1114,0.33205,0.38846
1985,"Rhineland-Palatinate, Saarland",At least once per week,0.06362,61,757,0.04622,0.08102
1985,"Rhineland-Palatinate, Saarland",At least once per month,0.10802,103,757,0.08589,0.13015
1985,"Rhineland-Palatinate, Saarland",Seldom,0.23410,227,757,0.20391,0.26428
1985,"Rhineland-Palatinate, Saarland",Never,0.43200,366,757,0.39669,0.46731
1985,Baden-Wuerttemberg,At least once per week,0.06615,196,2026,0.05533,0.07698
1985,Baden-Wuerttemberg,At least once per month,0.10817,258,2026,0.09464,0.12170
1985,Baden-Wuerttemberg,Seldom,0.22951,562,2026,0.21119,0.24783
1985,Baden-Wuerttemberg,Never,0.40736,1010,2026,0.38595,0.42876
1985,Bavaria,At least once per week,0.08496,195,1881,0.07236,0.09756
1985,Bavaria,At least once per month,0.10765,268,1881,0.09364,0.12166
1985,Bavaria,Seldom,0.24618,587,1881,0.22671,0.26565
1985,Bavaria,Never,0.39134,831,1881,0.36927,0.41340
1985,Berlin,At least once per week,0.09077,37,364,0.06122,0.12033
1985,Berlin,At least once per month,0.14016,56,364,0.10445,0.17587
1985,Berlin,Seldom,0.25950,127,364,0.21440,0.30459
1985,Berlin,Never,0.35842,144,364,0.30909,0.40775
1986,Schleswig-Holstein,At least once per week,0.07682,33,320,0.04760,0.10604
1986,Schleswig-Holstein,At least once per month,0.10469,39,320,0.07110,0.13829
1986,Schleswig-Holstein,Seldom,0.33820,130,320,0.28628,0.39012
1986,Schleswig-Holstein,Never,0.29784,118,320,0.24766,0.34803
1986,Hamburg,At least once per month,0.15893,46,237,0.11229,0.20558
1986,Hamburg,Seldom,0.30635,83,237,0.24754,0.36516
1986,Hamburg,Never,0.38979,108,237,0.32757,0.45202
1986,Lower Saxony,At least once per week,0.09213,116,1100,0.07503,0.10923
1986,Lower Saxony,At least once per month,0.10339,149,1100,0.08539,0.12139
1986,Lower Saxony,Seldom,0.30725,430,1100,0.27997,0.33453
1986,Lower Saxony,Never,0.33798,405,1100,0.31001,0.36595
1986,Bremen,Never,0.61579,62,62,0.49372,0.73785
1986,North Rhine-Westphalia,At least once per week,0.06517,231,2835,0.05608,0.07426
1986,North Rhine-Westphalia,At least once per month,0.11977,431,2835,0.10782,0.13173
1986,North Rhine-Westphalia,Seldom,0.24380,886,2835,0.22799,0.25961
1986,North Rhine-Westphalia,Never,0.39097,1287,2835,0.37300,0.40894
1986,Hesse,At least once per week,0.08860,108,1045,0.07136,0.10584
1986,Hesse,At least once per month,0.11646,147,1045,0.09700,0.13592
1986,Hesse,Seldom,0.27102,342,1045,0.24405,0.29798
1986,Hesse,Never,0.36964,448,1045,0.34036,0.39892
