year,age_gr,bula_h,pli0091_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,Schleswig-Holstein,Seldom,0.39389,33,33,0.22460,0.56319
1985,17-29 y.,Lower Saxony,At least once per week,0.31972,88,277,0.26470,0.37474
1985,17-29 y.,Lower Saxony,At least once per month,0.28861,81,277,0.23515,0.34207
1985,17-29 y.,Lower Saxony,Seldom,0.33578,108,277,0.28007,0.39150
1985,17-29 y.,North Rhine-Westphalia,At least once per week,0.21453,177,855,0.18700,0.24206
1985,17-29 y.,North Rhine-Westphalia,At least once per month,0.28099,217,855,0.25084,0.31114
1985,17-29 y.,North Rhine-Westphalia,Seldom,0.35785,299,855,0.32570,0.39000
1985,17-29 y.,North Rhine-Westphalia,Never,0.13872,162,855,0.11554,0.16191
1985,17-29 y.,Hesse,At least once per week,0.31619,86,326,0.26563,0.36674
1985,17-29 y.,Hesse,At least once per month,0.28808,79,326,0.23884,0.33731
1985,17-29 y.,Hesse,Seldom,0.28594,100,326,0.23681,0.33507
1985,17-29 y.,Hesse,Never,0.09960,61,326,0.06704,0.13216
1985,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.22024,52,236,0.16725,0.27322
1985,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.32090,75,236,0.26122,0.38059
1985,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.30759,74,236,0.24859,0.36660
1985,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.14146,35,236,0.09690,0.18602
1985,17-29 y.,Baden-Wuerttemberg,At least once per week,0.21478,136,609,0.18214,0.24743
1985,17-29 y.,Baden-Wuerttemberg,At least once per month,0.33770,176,609,0.30011,0.37529
1985,17-29 y.,Baden-Wuerttemberg,Seldom,0.31248,181,609,0.27564,0.34932
1985,17-29 y.,Baden-Wuerttemberg,Never,0.13004,116,609,0.10330,0.15678
1985,17-29 y.,Bavaria,At least once per week,0.28403,139,522,0.24531,0.32275
1985,17-29 y.,Bavaria,At least once per month,0.31021,157,522,0.27049,0.34994
1985,17-29 y.,Bavaria,Seldom,0.32453,165,522,0.28433,0.36474
1985,17-29 y.,Bavaria,Never,0.07888,61,522,0.05574,0.10203
1985,30-45 y.,Schleswig-Holstein,Seldom,0.54200,69,104,0.44578,0.63822
1985,30-45 y.,Schleswig-Holstein,Never,0.24738,35,104,0.16405,0.33072
1985,30-45 y.,Hamburg,Seldom,0.55546,46,46,0.41027,0.70064
1985,30-45 y.,Lower Saxony,At least once per month,0.12793,46,330,0.09184,0.16403
1985,30-45 y.,Lower Saxony,Seldom,0.49497,162,330,0.44095,0.54900
1985,30-45 y.,Lower Saxony,Never,0.32176,122,330,0.27128,0.37224
1985,30-45 y.,North Rhine-Westphalia,At least once per week,0.05123,43,984,0.03745,0.06501
1985,30-45 y.,North Rhine-Westphalia,At least once per month,0.12298,110,984,0.10245,0.14351
1985,30-45 y.,North Rhine-Westphalia,Seldom,0.47303,405,984,0.44182,0.50424
1985,30-45 y.,North Rhine-Westphalia,Never,0.34375,426,984,0.31406,0.37344
1985,30-45 y.,Hesse,At least once per month,0.15162,47,311,0.11170,0.19155
1985,30-45 y.,Hesse,Seldom,0.48702,134,311,0.43138,0.54266
1985,30-45 y.,Hesse,Never,0.28532,130,311,0.23505,0.33559
1985,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.52818,81,154,0.44908,0.60728
1985,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.37890,73,154,0.30203,0.45577
1985,30-45 y.,Baden-Wuerttemberg,At least once per week,0.04650,39,639,0.03016,0.06283
1985,30-45 y.,Baden-Wuerttemberg,At least once per month,0.11514,59,639,0.09037,0.13990
1985,30-45 y.,Baden-Wuerttemberg,Seldom,0.45857,241,639,0.41990,0.49723
1985,30-45 y.,Baden-Wuerttemberg,Never,0.36878,300,639,0.33134,0.40622
1985,30-45 y.,Bavaria,At least once per week,0.07870,41,598,0.05710,0.10030
