year,migback,pli0091_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,No migration background,At least once per month,0.11322,1485,9951,0.10699,0.11945
1995,No migration background,Seldom,0.29032,3865,9951,0.28140,0.29924
1995,No migration background,Never,0.37346,3940,9951,0.36396,0.38297
1995,Direct migration background,At least once per week,0.04230,115,2767,0.03480,0.04980
1995,Direct migration background,At least once per month,0.09920,272,2767,0.08806,0.11034
1995,Direct migration background,Seldom,0.25329,697,2767,0.23709,0.26950
1995,Direct migration background,Never,0.53606,1683,2767,0.51747,0.55464
1995,Indirect migration background,At least once per week,0.08466,155,501,0.06026,0.10906
1995,Indirect migration background,At least once per month,0.10761,160,501,0.08045,0.13477
1995,Indirect migration background,Seldom,0.07531,112,501,0.05218,0.09844
1995,Indirect migration background,Never,0.05094,74,501,0.03167,0.07022
1996,No migration background,At least once per week,0.06892,869,9861,0.06392,0.07392
1996,No migration background,At least once per month,0.14332,1842,9861,0.13640,0.15023
1996,No migration background,Seldom,0.32582,4205,9861,0.31656,0.33507
1996,No migration background,Never,0.28917,2945,9861,0.28022,0.29812
1996,Direct migration background,At least once per week,0.04662,125,2585,0.03849,0.05475
1996,Direct migration background,At least once per month,0.12217,310,2585,0.10954,0.13479
1996,Direct migration background,Seldom,0.32325,840,2585,0.30522,0.34129
1996,Direct migration background,Never,0.44267,1310,2585,0.42352,0.46182
1996,Indirect migration background,At least once per week,0.08859,144,536,0.06451,0.11267
1996,Indirect migration background,At least once per month,0.10378,179,536,0.07794,0.12963
1996,Indirect migration background,Seldom,0.09650,153,536,0.07148,0.12153
1996,Indirect migration background,Never,0.03291,60,536,0.01780,0.04803
1997,No migration background,At least once per week,0.06567,825,9713,0.06075,0.07060
1997,No migration background,At least once per month,0.13670,1737,9713,0.12987,0.14353
1997,No migration background,Seldom,0.32355,4118,9713,0.31425,0.33286
1997,No migration background,Never,0.29662,3033,9713,0.28754,0.30571
1997,Direct migration background,At least once per week,0.03544,110,2452,0.02812,0.04276
1997,Direct migration background,At least once per month,0.11211,272,2452,0.09962,0.12460
1997,Direct migration background,Seldom,0.31073,765,2452,0.29241,0.32905
1997,Direct migration background,Never,0.47914,1305,2452,0.45936,0.49891
1997,Indirect migration background,At least once per week,0.08795,140,564,0.06456,0.11135
1997,Indirect migration background,At least once per month,0.13193,207,564,0.10397,0.15988
1997,Indirect migration background,Seldom,0.09341,157,564,0.06937,0.11745
1997,Indirect migration background,Never,0.04565,60,564,0.02841,0.06289
1998,No migration background,At least once per week,0.04001,629,11186,0.03638,0.04364
1998,No migration background,At least once per month,0.13889,1965,11186,0.13248,0.14530
1998,No migration background,Seldom,0.31992,4617,11186,0.31128,0.32857
1998,No migration background,Never,0.33316,3975,11186,0.32443,0.34190
1998,Direct migration background,At least once per week,0.02716,73,2388,0.02064,0.03368
1998,Direct migration background,At least once per month,0.11381,254,2388,0.10107,0.12655
1998,Direct migration background,Seldom,0.29643,691,2388,0.27811,0.31475
1998,Direct migration background,Never,0.50359,1370,2388,0.48353,0.52365
1998,Indirect migration background,At least once per week,0.08993,120,595,0.06692,0.11294
1998,Indirect migration background,At least once per month,0.14209,213,595,0.11401,0.17017
1998,Indirect migration background,Seldom,0.09975,180,595,0.07565,0.12385
1998,Indirect migration background,Never,0.05550,82,595,0.03709,0.07392
1999,No migration background,At least once per week,0.06115,865,10802,0.05663,0.06567
1999,No migration background,At least once per month,0.14294,2017,10802,0.13634,0.14954
1999,No migration background,Seldom,0.35148,4866,10802,0.34248,0.36049
1999,No migration background,Never,0.28020,3054,10802,0.27173,0.28867
1999,Direct migration background,At least once per week,0.03163,78,2188,0.02430,0.03897
1999,Direct migration background,At least once per month,0.11961,237,2188,0.10601,0.13321
1999,Direct migration background,Seldom,0.34908,770,2188,0.32910,0.36906
1999,Direct migration background,Never,0.43981,1103,2188,0.41901,0.46062
1999,Indirect migration background,At least once per week,0.09193,147,602,0.06883,0.11503
1999,Indirect migration background,At least once per month,0.15146,240,602,0.12280,0.18013
1999,Indirect migration background,Seldom,0.11437,160,602,0.08893,0.13982
1999,Indirect migration background,Never,0.03717,55,602,0.02204,0.05229
2001,No migration background,At least once per week,0.05885,1355,18107,0.05542,0.06228
2001,No migration background,At least once per month,0.14874,3363,18107,0.14356,0.15392
2001,No migration background,Seldom,0.32862,7477,18107,0.32178,0.33546
2001,No migration background,Never,0.30425,5912,18107,0.29755,0.31095
2001,Direct migration background,At least once per week,0.05149,148,2897,0.04345,0.05954
2001,Direct migration background,At least once per month,0.11396,354,2897,0.10239,0.12554
2001,Direct migration background,Seldom,0.32295,979,2897,0.30592,0.33998
2001,Direct migration background,Never,0.43796,1416,2897,0.41989,0.45603
2001,Indirect migration background,At least once per week,0.08355,170,757,0.06383,0.10328
2001,Indirect migration background,At least once per month,0.10532,231,757,0.08344,0.12720
2001,Indirect migration background,Seldom,0.12811,252,757,0.10428,0.15193
2001,Indirect migration background,Never,0.05287,104,757,0.03692,0.06882
2003,No migration background,At least once per week,0.03619,905,18697,0.03352,0.03887
2003,No migration background,At least once per month,0.13945,3340,18697,0.13448,0.14441
2003,No migration background,Seldom,0.33178,7938,18697,0.32503,0.33853
2003,No migration background,Never,0.33939,6514,18697,0.33261,0.34618
2003,Direct migration background,At least once per week,0.02928,71,2604,0.02280,0.03576
2003,Direct migration background,At least once per month,0.11434,295,2604,0.10211,0.12656
2003,Direct migration background,Seldom,0.29235,807,2604,0.27488,0.30982
2003,Direct migration background,Never,0.50691,1431,2604,0.48771,0.52612
2003,Indirect migration background,At least once per week,0.05774,113,773,0.04129,0.07420
2003,Indirect migration background,At least once per month,0.13112,272,773,0.10731,0.15493
2003,Indirect migration background,Seldom,0.12540,253,773,0.10204,0.14876
2003,Indirect migration background,Never,0.07561,135,773,0.05696,0.09425
2005,No migration background,At least once per week,0.05164,1114,17413,0.04835,0.05493
2005,No migration background,At least once per month,0.15242,3274,17413,0.14708,0.15776
2005,No migration background,Seldom,0.36643,7933,17413,0.35927,0.37359
2005,No migration background,Never,0.27975,5092,17413,0.27308,0.28642
2005,Direct migration background,At least once per week,0.04005,94,2360,0.03214,0.04796
2005,Direct migration background,At least once per month,0.12761,297,2360,0.11414,0.14107
2005,Direct migration background,Seldom,0.35358,840,2360,0.33429,0.37287
2005,Direct migration background,Never,0.44184,1129,2360,0.42180,0.46188
2005,Indirect migration background,At least once per week,0.07176,142,820,0.05409,0.08944
2005,Indirect migration background,At least once per month,0.13901,245,820,0.11532,0.16271
2005,Indirect migration background,Seldom,0.18476,321,820,0.15818,0.21134
2005,Indirect migration background,Never,0.06192,112,820,0.04541,0.07843
2007,No migration background,At least once per week,0.04936,1034,17519,0.04616,0.05257
2007,No migration background,At least once per month,0.14395,3120,17519,0.13875,0.14915
2007,No migration background,Seldom,0.37744,8089,17519,0.37026,0.38462
2007,No migration background,Never,0.27446,5276,17519,0.26785,0.28107
2007,Direct migration background,At least once per week,0.03041,65,2108,0.02308,0.03774
2007,Direct migration background,At least once per month,0.13241,285,2108,0.11794,0.14689
2007,Direct migration background,Seldom,0.34868,773,2108,0.32833,0.36903
2007,Direct migration background,Never,0.44654,985,2108,0.42532,0.46777
2007,Indirect migration background,At least once per week,0.05717,100,774,0.04081,0.07354
2007,Indirect migration background,At least once per month,0.13582,254,774,0.11167,0.15997
2007,Indirect migration background,Seldom,0.19755,311,774,0.16948,0.22562
2007,Indirect migration background,Never,0.07544,109,774,0.05682,0.09405
2008,No migration background,At least once per week,0.02816,529,16592,0.02564,0.03068
2008,No migration background,At least once per month,0.13208,2615,16592,0.12693,0.13723
2008,No migration background,Seldom,0.35987,7317,16592,0.35256,0.36717
2008,No migration background,Never,0.33151,6131,16592,0.32434,0.33867
2008,Direct migration background,At least once per week,0.02059,38,1901,0.01420,0.02697
2008,Direct migration background,At least once per month,0.13067,228,1901,0.11552,0.14583
2008,Direct migration background,Seldom,0.33027,628,1901,0.30912,0.35142
2008,Direct migration background,Never,0.49300,1007,1901,0.47052,0.51548
2008,Indirect migration background,At least once per week,0.05067,77,761,0.03508,0.06626
2008,Indirect migration background,At least once per month,0.15727,234,761,0.13139,0.18315
2008,Indirect migration background,Seldom,0.20545,320,761,0.17673,0.23418
2008,Indirect migration background,Never,0.07620,130,761,0.05734,0.09506
2009,No migration background,At least once per week,0.04743,841,15580,0.04410,0.05077
2009,No migration background,At least once per month,0.15154,2746,15580,0.14591,0.15717
2009,No migration background,Seldom,0.39768,7502,15580,0.39000,0.40537
2009,No migration background,Never,0.25480,4491,15580,0.24795,0.26164
2009,Direct migration background,At least once per week,0.03569,57,1648,0.02673,0.04465
2009,Direct migration background,At least once per month,0.12598,208,1648,0.10995,0.14200
2009,Direct migration background,Seldom,0.37894,653,1648,0.35551,0.40237
2009,Direct migration background,Never,0.42504,730,1648,0.40117,0.44892
2009,Indirect migration background,At least once per week,0.05715,77,704,0.03999,0.07430
2009,Indirect migration background,At least once per month,0.17485,220,704,0.14677,0.20293
2009,Indirect migration background,Seldom,0.24530,328,704,0.21350,0.27711
2009,Indirect migration background,Never,0.05141,79,704,0.03508,0.06773
2011,No migration background,At least once per week,0.04773,1178,23735,0.04502,0.05044
2011,No migration background,At least once per month,0.15593,4113,23735,0.15131,0.16054
2011,No migration background,Seldom,0.37957,11611,23735,0.37340,0.38574
2011,No migration background,Never,0.26581,6833,23735,0.26019,0.27143
2011,Direct migration background,At least once per week,0.02869,96,3293,0.02299,0.03439
2011,Direct migration background,At least once per month,0.13285,395,3293,0.12125,0.14444
2011,Direct migration background,Seldom,0.39630,1349,3293,0.37960,0.41301
2011,Direct migration background,Never,0.40591,1453,3293,0.38913,0.42268
2011,Indirect migration background,At least once per week,0.04613,101,1253,0.03451,0.05775
2011,Indirect migration background,At least once per month,0.15619,354,1253,0.13608,0.17630
2011,Indirect migration background,Seldom,0.19860,581,1253,0.17650,0.22069
2011,Indirect migration background,Never,0.05931,217,1253,0.04622,0.07239
2013,No migration background,At least once per week,0.02235,485,21540,0.02038,0.02433
2013,No migration background,At least once per month,0.15391,3934,21540,0.14909,0.15873
2013,No migration background,Seldom,0.37636,10453,21540,0.36989,0.38283
2013,No migration background,Never,0.29052,6668,21540,0.28446,0.29659
2013,Direct migration background,At least once per week,0.01320,51,2754,0.00894,0.01746
2013,Direct migration background,At least once per month,0.08517,400,2754,0.07474,0.09560
2013,Direct migration background,Seldom,0.19225,1089,2754,0.17753,0.20697
2013,Direct migration background,Never,0.25530,1214,2754,0.23901,0.27159
2013,Indirect migration background,At least once per week,0.01799,67,1126,0.01022,0.02576
2013,Indirect migration background,At least once per month,0.09140,362,1126,0.07456,0.10824
2013,Indirect migration background,Seldom,0.11917,517,1126,0.10024,0.13810
2013,Indirect migration background,Never,0.04631,180,1126,0.03403,0.05860
2015,No migration background,At least once per week,0.03306,702,19116,0.03052,0.03559
2015,No migration background,At least once per month,0.16149,3551,19116,0.15627,0.16671
2015,No migration background,Seldom,0.41165,9818,19116,0.40467,0.41862
2015,No migration background,Never,0.25302,5045,19116,0.24685,0.25918
2015,Direct migration background,At least once per week,0.03624,201,5981,0.03151,0.04098
2015,Direct migration background,At least once per month,0.15071,936,5981,0.14164,0.15978
2015,Direct migration background,Seldom,0.36527,2468,5981,0.35307,0.37747
2015,Direct migration background,Never,0.40610,2376,5981,0.39365,0.41855
2015,Indirect migration background,At least once per week,0.02926,99,1617,0.02104,0.03748
2015,Indirect migration background,At least once per month,0.17070,508,1617,0.15236,0.18905
2015,Indirect migration background,Seldom,0.21809,769,1617,0.19795,0.23822
2015,Indirect migration background,Never,0.07466,241,1617,0.06184,0.08747
2017,No migration background,At least once per week,0.03767,866,20119,0.03504,0.04030
2017,No migration background,At least once per month,0.18551,4440,20119,0.18014,0.19088
2017,No migration background,Seldom,0.40282,10117,20119,0.39605,0.40960
2017,No migration background,Never,0.23107,4696,20119,0.22524,0.23689
2017,Direct migration background,At least once per week,0.02884,215,8711,0.02533,0.03236
2017,Direct migration background,At least once per month,0.16434,1118,8711,0.15656,0.17212
2017,Direct migration background,Seldom,0.36931,2701,8711,0.35917,0.37944
2017,Direct migration background,Never,0.37869,4677,8711,0.36851,0.38888
2017,Indirect migration background,At least once per week,0.03772,118,1637,0.02849,0.04695
2017,Indirect migration background,At least once per month,0.19012,557,1637,0.17111,0.20914
2017,Indirect migration background,Seldom,0.21421,732,1637,0.19433,0.23409
2017,Indirect migration background,Never,0.06531,230,1637,0.05334,0.07728
2018,Direct migration background,At least once per week,0.00094,70,3149,-0.00013,0.00201
2018,Direct migration background,At least once per month,0.00513,271,3149,0.00264,0.00763
2018,Direct migration background,Seldom,0.00854,640,3149,0.00533,0.01176
2018,Direct migration background,Never,0.02402,2168,3149,0.01868,0.02937
2019,No migration background,At least once per week,0.01631,404,20145,0.01456,0.01806
2019,No migration background,At least once per month,0.17246,4226,20145,0.16724,0.17768
2019,No migration background,Seldom,0.40293,10225,20145,0.39616,0.40971
2019,No migration background,Never,0.26525,5290,20145,0.25915,0.27135
2019,Direct migration background,At least once per week,0.02000,121,7053,0.01673,0.02327
2019,Direct migration background,At least once per month,0.18156,989,7053,0.17256,0.19055
2019,Direct migration background,Seldom,0.35074,2055,7053,0.33961,0.36188
2019,Direct migration background,Never,0.39225,3888,7053,0.38085,0.40364
2019,Indirect migration background,At least once per week,0.02190,68,1578,0.01467,0.02912
2019,Indirect migration background,At least once per month,0.18467,516,1578,0.16552,0.20382
2019,Indirect migration background,Seldom,0.22092,720,1578,0.20044,0.24139
2019,Indirect migration background,Never,0.08570,274,1578,0.07188,0.09952
