year,plb0021,quintil_oecd,proportion,n,lower_confidence,upper_confidence
1985,Yes,1st Quintile,0.8111111111111111,14443,0.8047274364263645,0.8174947857958578
1985,Yes,2nd Quintile,0.13148148148148148,14443,0.12597024303211551,0.13699271993084744
1985,Yes,3rd Quintile,0.03518518518518519,14443,0.03218029041366959,0.03819007995670078
1985,Yes,4th Quintile,0.012962962962962963,14443,0.011118175959176066,0.01480774996674986
1985,Yes,5th Quintile,0.009259259259259259,14443,0.007697207216670955,0.010821311301847563
1985,No,1st Quintile,0.578058233131273,14443,0.570003717663624,0.586112748598922
1985,No,2nd Quintile,0.25598728013514854,14443,0.2488697922114144,0.2631047680588827
1985,No,3rd Quintile,0.11418066183046806,14443,0.10899390100245657,0.11936742265847955
1985,No,4th Quintile,0.037364603001093115,14443,0.03427154214124734,0.04045766386093889
1985,No,5th Quintile,0.01440922190201729,14443,0.012465670880264255,0.016352772923770326
1986,Yes,1st Quintile,0.7475538160469667,13742,0.7402904699997307,0.7548171620942027
1986,Yes,2nd Quintile,0.18199608610567514,13742,0.17554489638210888,0.1884472758292414
1986,Yes,3rd Quintile,0.046966731898238745,13742,0.04342936342722014,0.05050410036925735
1986,Yes,4th Quintile,0.01761252446183953,13742,0.015413230345346658,0.0198118185783324
1986,Yes,5th Quintile,0.005870841487279843,13742,0.00459351275117824,0.007148170223381446
1986,No,1st Quintile,0.5397485191728151,13742,0.5314150769975584,0.5480819613480717
1986,No,2nd Quintile,0.27777200457237866,13742,0.2702832000390612,0.2852608091056961
1986,No,3rd Quintile,0.12231112958536838,13742,0.1168329737361942,0.12778928543454257
1986,No,4th Quintile,0.046970799127091345,13742,0.04343328504321851,0.05050831321096418
1986,No,5th Quintile,0.013197547542346462,13742,0.011289484028890854,0.01510561105580207
1987,Yes,1st Quintile,0.7064777327935222,13496,0.698794866020583,0.7141605995664614
1987,Yes,2nd Quintile,0.19433198380566802,13496,0.18765617730338388,0.20100779030795216
1987,Yes,3rd Quintile,0.08299595141700405,13496,0.07834150947946746,0.08765039335454065
1987,Yes,4th Quintile,0.010121457489878543,13496,0.00843270493380833,0.011810210045948755
1987,Yes,5th Quintile,0.006072874493927126,13496,0.0047621000630436745,0.007383648924810577
1987,No,1st Quintile,0.49236363636363634,13496,0.4839288733681987,0.500798399359074
1987,No,2nd Quintile,0.2900779220779221,13496,0.2824216701443957,0.2977341740114485
1987,No,3rd Quintile,0.14732467532467533,13496,0.1413449239059915,0.15330442674335917
1987,No,4th Quintile,0.05049350649350649,13496,0.04679930761883744,0.05418770536817555
1987,No,5th Quintile,0.019740259740259742,13496,0.017393327499358166,0.022087191981161318
1988,Yes,1st Quintile,0.6160164271047228,12817,0.6075963639563534,0.6244364902530922
1988,Yes,2nd Quintile,0.2874743326488706,12817,0.27963890556903215,0.2953097597287091
1988,Yes,3rd Quintile,0.06570841889117043,12817,0.061418840533637005,0.06999799724870386
1988,Yes,4th Quintile,0.022587268993839837,12817,0.020014897211592438,0.025159640776087237
1988,Yes,5th Quintile,0.008213552361396304,12817,0.0066509895678925806,0.009776115154900027
1988,No,1st Quintile,0.4636393550510036,12817,0.4550059627064319,0.47227274739557534
1988,No,2nd Quintile,0.2997696610727213,12817,0.2918377620016547,0.3077015601437879
1988,No,3rd Quintile,0.15279148842821103,12817,0.14656264211962167,0.15902033473680038
1988,No,4th Quintile,0.06230119556871778,12817,0.05811670348303236,0.0664856876544032
1988,No,5th Quintile,0.021498299879346275,12817,0.01898730556255783,0.02400929419613472
1989,Yes,1st Quintile,0.6218487394957983,12393,0.6133109979863919,0.6303864810052048
1989,Yes,2nd Quintile,0.23529411764705882,12393,0.22782583756382307,0.24276239773029457
1989,Yes,3rd Quintile,0.08683473389355742,12393,0.08187693076327411,0.09179253702384073
1989,Yes,4th Quintile,0.0392156862745098,12393,0.03579816908038457,0.042633203468635035
1989,Yes,5th Quintile,0.01680672268907563,12393,0.014543492050222873,0.019069953327928386
1989,No,1st Quintile,0.4002411091018686,12393,0.3916149584121515,0.4088672597915857
1989,No,2nd Quintile,0.3086196503918023,12393,0.3004868867666805,0.31675241401692406
1989,No,3rd Quintile,0.18782399035563593,12393,0.18094747437675873,0.19470050633451313
1989,No,4th Quintile,0.075708257986739,12393,0.07105085293781599,0.080365663035662
1989,No,5th Quintile,0.02760699216395419,12393,0.024722307762513572,0.03049167656539481
1990,Yes,1st Quintile,0.6047197640117994,18165,0.5976097901890224,0.6118297378345764
1990,Yes,2nd Quintile,0.23893805309734514,18165,0.2327366346834929,0.2451394715111974
1990,Yes,3rd Quintile,0.10914454277286136,18165,0.10460990077902593,0.11367918476669678
1990,Yes,4th Quintile,0.038348082595870206,18165,0.035555415627389286,0.041140749564351126
1990,Yes,5th Quintile,0.008849557522123894,18165,0.007487583142322189,0.010211531901925598
1990,No,1st Quintile,0.3836412222609504,18165,0.37656962049049175,0.390712824031409
1990,No,2nd Quintile,0.30289299407459047,18165,0.29621059038684205,0.3095753977623389
1990,No,3rd Quintile,0.18949692111072383,18165,0.18379768323805104,0.19519615898339662
1990,No,4th Quintile,0.08911351225746486,18165,0.0849702513665791,0.09325677314835062
1990,No,5th Quintile,0.03485535029627048,18165,0.03218806605014594,0.037522634542395024
1991,Yes,1st Quintile,0.5775862068965517,17756,0.5703207830450341,0.5848516307480693
1991,Yes,2nd Quintile,0.22413793103448276,17756,0.21800407691996987,0.23027178514899566
1991,Yes,3rd Quintile,0.12931034482758622,17756,0.12437483716651375,0.1342458524886587
1991,Yes,4th Quintile,0.04885057471264368,17756,0.04567996550278945,0.05202118392249791
1991,Yes,5th Quintile,0.020114942528735632,17756,0.018049893017228074,0.02217999204024319
1991,No,1st Quintile,0.31634527089072545,17756,0.3095048537339768,0.3231856880474741
1991,No,2nd Quintile,0.2943067033976125,17756,0.2876033583276179,0.3010100484676071
1991,No,3rd Quintile,0.21522038567493113,17756,0.20917534729675338,0.22126542405310887
1991,No,4th Quintile,0.12878787878787878,17756,0.12386087435698068,0.1337148832187769
1991,No,5th Quintile,0.04533976124885216,17756,0.04227957728513296,0.04839994521257136
1992,Yes,1st Quintile,0.634698275862069,17350,0.6275332815153467,0.6418632702087912
1992,Yes,2nd Quintile,0.2273706896551724,17350,0.22113392780270738,0.23360745150763743
1992,Yes,3rd Quintile,0.07974137931034483,17350,0.075710468853532,0.08377228976715767
1992,Yes,4th Quintile,0.04633620689655173,17350,0.043208225087637636,0.04946418870546582
1992,Yes,5th Quintile,0.011853448275862068,17350,0.010243027495231339,0.013463869056492798
1992,No,1st Quintile,0.37691530560700454,17350,0.36970420158941203,0.38412640962459704
1992,No,2nd Quintile,0.28093955211315036,17350,0.27425156426839464,0.2876275399579061
1992,No,3rd Quintile,0.17907055059774374,17350,0.17336534454844962,0.18477575664703785
1992,No,4th Quintile,0.12106415221417748,17350,0.11621023121958951,0.12591807320876544
1992,No,5th Quintile,0.04201043946792389,17350,0.0390252951481299,0.04499558378771788
