,Unnamed: 0,year,bula_h,pgisced97,plb0021,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
285,285,1991,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,1.0,82,12274,0.87193,1.16785
286,286,1991,North Rhine-Westphalia,First Stage of Tertiary Education,No,1.0,130,12274,0.91355,1.08336
287,287,1991,North Rhine-Westphalia,Second Stage of Tertiary Education,No,1.0,206,12274,0.91784,1.06575
288,288,1991,Hesse,Primary Level,No,1.0,66,12274,0.70937,1.26591
289,289,1991,Hesse,Lower Secondary Level,No,1.0,232,12274,0.8917,1.11199
290,290,1991,Hesse,Upper Secondary Level,No,1.0,428,12274,0.9389,1.06754
291,291,1991,Hesse,Post-secondary Non-tertiary Level,No,1.0,35,12274,0.79081,1.21329
292,292,1991,Hesse,First Stage of Tertiary Education,No,1.0,42,12274,0.83413,1.14746
293,293,1991,Hesse,Second Stage of Tertiary Education,No,1.0,82,12274,0.90137,1.11076
294,294,1991,"Rhineland-Palatinate, Saarland",Primary Level,No,1.0,35,12274,0.66773,1.30697
295,295,1991,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,1.0,198,12274,0.92098,1.07277
296,296,1991,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,1.0,295,12274,0.94395,1.0635
297,297,1991,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,1.0,40,12274,0.87258,1.13843
298,298,1991,Baden-Wuerttemberg,Primary Level,No,1.0,171,12274,0.86051,1.12576
299,299,1991,Baden-Wuerttemberg,Lower Secondary Level,No,1.0,489,12274,0.92571,1.09094
300,300,1991,Baden-Wuerttemberg,Upper Secondary Level,No,1.0,765,12274,0.95313,1.04985
301,301,1991,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,1.0,56,12274,0.80355,1.19634
302,302,1991,Baden-Wuerttemberg,First Stage of Tertiary Education,No,1.0,93,12274,0.9014,1.09962
303,303,1991,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,1.0,92,12274,0.8978,1.0952
304,304,1991,Bavaria,Primary Level,No,1.0,58,12274,0.77895,1.22252
305,305,1991,Bavaria,Lower Secondary Level,No,1.0,359,12274,0.93687,1.07195
306,306,1991,Bavaria,Upper Secondary Level,No,1.0,780,12274,0.96019,1.034
307,307,1991,Bavaria,Post-secondary Non-tertiary Level,No,1.0,49,12274,0.8433,1.15794
308,308,1991,Bavaria,First Stage of Tertiary Education,No,1.0,92,12274,0.9001,1.09807
309,309,1991,Bavaria,Second Stage of Tertiary Education,No,1.0,141,12274,0.91349,1.09901
310,310,1991,Berlin,Lower Secondary Level,No,1.0,87,12274,0.86788,1.19538
311,311,1991,Berlin,Upper Secondary Level,No,1.0,235,12274,0.90996,1.08337
312,312,1991,Berlin,First Stage of Tertiary Education,No,1.0,34,12274,0.80366,1.21024
313,313,1991,Berlin,Second Stage of Tertiary Education,No,1.0,135,12274,0.90021,1.10414
314,314,1991,Brandenburg,Lower Secondary Level,No,1.0,69,12274,0.87916,1.13338
315,315,1991,Brandenburg,Upper Secondary Level,Yes,0.10709,39,12274,0.09097,0.12569
316,316,1991,Brandenburg,Upper Secondary Level,No,0.89291,330,12274,0.84942,0.93687
317,317,1991,Brandenburg,First Stage of Tertiary Education,No,1.0,44,12274,0.86797,1.15941
318,318,1991,Brandenburg,Second Stage of Tertiary Education,No,1.0,145,12274,0.92866,1.10017
319,319,1991,Mecklenburg-Western Pomerania,Lower Secondary Level,No,1.0,40,12274,0.82025,1.16686
320,320,1991,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.14398,40,12274,0.1197,0.17668
321,321,1991,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.85602,230,12274,0.80049,0.90615
322,322,1991,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,1.0,34,12274,0.84552,1.13764
323,323,1991,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,1.0,97,12274,0.92618,1.08753
324,324,1991,Saxony,Lower Secondary Level,No,1.0,132,12274,0.91926,1.10799
325,325,1991,Saxony,Upper Secondary Level,Yes,0.10616,67,12274,0.09594,0.11934
326,326,1991,Saxony,Upper Secondary Level,No,0.89384,625,12274,0.85947,0.92935
327,327,1991,Saxony,First Stage of Tertiary Education,No,1.0,60,12274,0.8715,1.16757
328,328,1991,Saxony,Second Stage of Tertiary Education,No,1.0,250,12274,0.95173,1.05072
329,329,1991,Saxony-Anhalt,Lower Secondary Level,No,1.0,93,12274,0.89472,1.14077
330,330,1991,Saxony-Anhalt,Upper Secondary Level,Yes,0.08792,51,12274,0.07467,0.09895
331,331,1991,Saxony-Anhalt,Upper Secondary Level,No,0.91208,382,12274,0.86612,0.95869
332,332,1991,Saxony-Anhalt,First Stage of Tertiary Education,No,1.0,49,12274,0.85446,1.16055
333,333,1991,Saxony-Anhalt,Second Stage of Tertiary Education,No,1.0,165,12274,0.92664,1.08425
334,334,1991,Thuringa,Lower Secondary Level,No,1.0,55,12274,0.83214,1.15795
335,335,1991,Thuringa,Upper Secondary Level,Yes,0.11969,55,12274,0.10201,0.14103
336,336,1991,Thuringa,Upper Secondary Level,No,0.88031,401,12274,0.82709,0.92745
337,337,1991,Thuringa,Second Stage of Tertiary Education,No,1.0,112,12274,0.9111,1.09452
338,338,1992,Schleswig-Holstein,Lower Secondary Level,No,1.0,51,11815,0.83695,1.16735
339,339,1992,Schleswig-Holstein,Upper Secondary Level,No,1.0,149,11815,0.93038,1.07721
340,340,1992,Hamburg,Upper Secondary Level,No,1.0,82,11815,0.87012,1.12125
341,341,1992,Lower Saxony,Primary Level,No,1.0,39,11815,0.74092,1.3201
342,342,1992,Lower Saxony,Lower Secondary Level,No,1.0,211,11815,0.91409,1.08763
343,343,1992,Lower Saxony,Upper Secondary Level,No,1.0,460,11815,0.95971,1.0534
344,344,1992,Lower Saxony,Post-secondary Non-tertiary Level,No,1.0,31,11815,0.8008,1.21663
345,345,1992,Lower Saxony,First Stage of Tertiary Education,No,1.0,66,11815,0.88469,1.14305
346,346,1992,Lower Saxony,Second Stage of Tertiary Education,No,1.0,73,11815,0.89057,1.14762
347,347,1992,Bremen,Upper Secondary Level,No,1.0,50,11815,0.88344,1.1415
348,348,1992,North Rhine-Westphalia,Pre-primary Level,No,1.0,44,11815,0.84028,1.20032
349,349,1992,North Rhine-Westphalia,Primary Level,No,1.0,151,11815,0.87939,1.12287
350,350,1992,North Rhine-Westphalia,Lower Secondary Level,No,1.0,541,11815,0.94378,1.06597
351,351,1992,North Rhine-Westphalia,Upper Secondary Level,Yes,0.04313,43,11815,0.03477,0.05322
352,352,1992,North Rhine-Westphalia,Upper Secondary Level,No,0.95687,1149,11815,0.92545,0.98879
353,353,1992,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,1.0,87,11815,0.86052,1.14512
354,354,1992,North Rhine-Westphalia,First Stage of Tertiary Education,No,1.0,135,11815,0.9128,1.09997
355,355,1992,North Rhine-Westphalia,Second Stage of Tertiary Education,No,1.0,204,11815,0.92058,1.06094
356,356,1992,Hesse,Primary Level,No,1.0,58,11815,0.68882,1.44617
357,357,1992,Hesse,Lower Secondary Level,No,1.0,225,11815,0.88449,1.12237
358,358,1992,Hesse,Upper Secondary Level,No,1.0,411,11815,0.93069,1.07198
359,359,1992,Hesse,Post-secondary Non-tertiary Level,No,1.0,34,11815,0.79349,1.26193
360,360,1992,Hesse,First Stage of Tertiary Education,No,1.0,41,11815,0.81721,1.17157
361,361,1992,Hesse,Second Stage of Tertiary Education,No,1.0,91,11815,0.89815,1.11913
362,362,1992,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,1.0,194,11815,0.92553,1.08275
363,363,1992,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,1.0,296,11815,0.9369,1.05019
364,364,1992,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,1.0,41,11815,0.86907,1.11965
365,365,1992,Baden-Wuerttemberg,Primary Level,No,1.0,162,11815,0.87618,1.21044
366,366,1992,Baden-Wuerttemberg,Lower Secondary Level,No,1.0,443,11815,0.9224,1.08334
367,367,1992,Baden-Wuerttemberg,Upper Secondary Level,No,1.0,732,11815,0.93902,1.04753
368,368,1992,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,1.0,57,11815,0.83752,1.22042
369,369,1992,Baden-Wuerttemberg,First Stage of Tertiary Education,No,1.0,92,11815,0.89828,1.13809
370,370,1992,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,1.0,99,11815,0.90413,1.10692
371,371,1992,Bavaria,Primary Level,No,1.0,55,11815,0.82083,1.21525
372,372,1992,Bavaria,Lower Secondary Level,No,1.0,364,11815,0.9317,1.06361
373,373,1992,Bavaria,Upper Secondary Level,No,1.0,797,11815,0.95773,1.03779
374,374,1992,Bavaria,Post-secondary Non-tertiary Level,No,1.0,50,11815,0.83334,1.24191
375,375,1992,Bavaria,First Stage of Tertiary Education,No,1.0,99,11815,0.87719,1.13741
376,376,1992,Bavaria,Second Stage of Tertiary Education,No,1.0,151,11815,0.90814,1.08886
377,377,1992,Berlin,Lower Secondary Level,No,1.0,85,11815,0.85547,1.14683
378,378,1992,Berlin,Upper Secondary Level,No,1.0,229,11815,0.92129,1.07582
379,379,1992,Berlin,Second Stage of Tertiary Education,No,1.0,127,11815,0.89949,1.12826
380,380,1992,Brandenburg,Lower Secondary Level,No,1.0,64,11815,0.87692,1.12476
381,381,1992,Brandenburg,Upper Secondary Level,Yes,0.15528,55,11815,0.13453,0.17629
382,382,1992,Brandenburg,Upper Secondary Level,No,0.84472,297,11815,0.79377,0.89193
383,383,1992,Brandenburg,First Stage of Tertiary Education,No,1.0,46,11815,0.87961,1.14704
384,384,1992,Brandenburg,Second Stage of Tertiary Education,No,1.0,140,11815,0.92151,1.0658
385,385,1992,Mecklenburg-Western Pomerania,Lower Secondary Level,No,1.0,41,11815,0.83526,1.12487
386,386,1992,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.24298,50,11815,0.20434,0.28218
387,387,1992,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.75702,174,11815,0.70824,0.80685
388,388,1992,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,1.0,85,11815,0.92389,1.08698
389,389,1992,Saxony,Lower Secondary Level,No,1.0,124,11815,0.89972,1.09717
390,390,1992,Saxony,Upper Secondary Level,Yes,0.17683,111,11815,0.16354,0.19026
391,391,1992,Saxony,Upper Secondary Level,No,0.82317,531,11815,0.78238,0.85654
392,392,1992,Saxony,First Stage of Tertiary Education,No,1.0,55,11815,0.86882,1.14696
393,393,1992,Saxony,Second Stage of Tertiary Education,Yes,0.13819,34,11815,0.11372,0.1594
394,394,1992,Saxony,Second Stage of Tertiary Education,No,0.86181,218,11815,0.81816,0.90539
395,395,1992,Saxony-Anhalt,Lower Secondary Level,No,1.0,85,11815,0.87462,1.14694
396,396,1992,Saxony-Anhalt,Upper Secondary Level,Yes,0.15583,69,11815,0.13929,0.1732
397,397,1992,Saxony-Anhalt,Upper Secondary Level,No,0.84417,340,11815,0.79507,0.8934
398,398,1992,Saxony-Anhalt,First Stage of Tertiary Education,No,1.0,48,11815,0.87181,1.1764
399,399,1992,Saxony-Anhalt,Second Stage of Tertiary Education,No,1.0,156,11815,0.90061,1.10228
400,400,1992,Thuringa,Lower Secondary Level,No,1.0,59,11815,0.86589,1.14784
401,401,1992,Thuringa,Upper Secondary Level,Yes,0.17167,74,11815,0.15319,0.1973
402,402,1992,Thuringa,Upper Secondary Level,No,0.82833,357,11815,0.78305,0.87373
403,403,1992,Thuringa,Second Stage of Tertiary Education,No,1.0,103,11815,0.88762,1.08657
404,404,1993,Schleswig-Holstein,Lower Secondary Level,No,1.0,50,11705,0.84865,1.18368
405,405,1993,Schleswig-Holstein,Upper Secondary Level,No,1.0,153,11705,0.9246,1.08432
406,406,1993,Hamburg,Upper Secondary Level,No,1.0,80,11705,0.87475,1.14064
407,407,1993,Lower Saxony,Primary Level,No,1.0,42,11705,0.78613,1.28431
408,408,1993,Lower Saxony,Lower Secondary Level,No,1.0,206,11705,0.88441,1.09806
409,409,1993,Lower Saxony,Upper Secondary Level,No,1.0,471,11705,0.95416,1.03812
410,410,1993,Lower Saxony,First Stage of Tertiary Education,No,1.0,69,11705,0.87731,1.15014
411,411,1993,Lower Saxony,Second Stage of Tertiary Education,No,1.0,78,11705,0.88919,1.14807
412,412,1993,Bremen,Upper Secondary Level,No,1.0,51,11705,0.87556,1.10895
413,413,1993,North Rhine-Westphalia,Pre-primary Level,No,1.0,43,11705,0.85043,1.15538
414,414,1993,North Rhine-Westphalia,Primary Level,No,1.0,146,11705,0.86484,1.13818
415,415,1993,North Rhine-Westphalia,Lower Secondary Level,Yes,0.0408,39,11705,0.03237,0.05262
416,416,1993,North Rhine-Westphalia,Lower Secondary Level,No,0.9592,515,11705,0.89159,1.01438
417,417,1993,North Rhine-Westphalia,Upper Secondary Level,Yes,0.04733,54,11705,0.03703,0.0567
418,418,1993,North Rhine-Westphalia,Upper Secondary Level,No,0.95267,1156,11705,0.91839,0.98301
419,419,1993,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,1.0,92,11705,0.86856,1.1573
420,420,1993,North Rhine-Westphalia,First Stage of Tertiary Education,No,1.0,125,11705,0.90952,1.10385
421,421,1993,North Rhine-Westphalia,Second Stage of Tertiary Education,No,1.0,210,11705,0.92335,1.08065
422,422,1993,Hesse,Primary Level,No,1.0,54,11705,0.66191,1.29265
423,423,1993,Hesse,Lower Secondary Level,No,1.0,235,11705,0.90531,1.12163
424,424,1993,Hesse,Upper Secondary Level,No,1.0,399,11705,0.93616,1.06446
425,425,1993,Hesse,Post-secondary Non-tertiary Level,No,1.0,33,11705,0.79043,1.27582
426,426,1993,Hesse,First Stage of Tertiary Education,No,1.0,37,11705,0.82803,1.22291
427,427,1993,Hesse,Second Stage of Tertiary Education,No,1.0,85,11705,0.89613,1.11288
428,428,1993,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,1.0,189,11705,0.92517,1.08692
429,429,1993,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,1.0,295,11705,0.94395,1.06241
430,430,1993,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,1.0,39,11705,0.85693,1.12348
431,431,1993,Baden-Wuerttemberg,Primary Level,No,1.0,172,11705,0.86322,1.1299
432,432,1993,Baden-Wuerttemberg,Lower Secondary Level,No,1.0,448,11705,0.92005,1.0846
433,433,1993,Baden-Wuerttemberg,Upper Secondary Level,No,1.0,765,11705,0.94613,1.04443
434,434,1993,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,1.0,56,11705,0.8086,1.2254
435,435,1993,Baden-Wuerttemberg,First Stage of Tertiary Education,No,1.0,91,11705,0.88302,1.12694
436,436,1993,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,1.0,103,11705,0.89639,1.11166
437,437,1993,Bavaria,Primary Level,No,1.0,52,11705,0.80275,1.20265
438,438,1993,Bavaria,Lower Secondary Level,No,1.0,346,11705,0.93136,1.07552
439,439,1993,Bavaria,Upper Secondary Level,No,1.0,797,11705,0.96403,1.03399
440,440,1993,Bavaria,Post-secondary Non-tertiary Level,No,1.0,48,11705,0.8102,1.16797
441,441,1993,Bavaria,First Stage of Tertiary Education,No,1.0,96,11705,0.8667,1.1283
442,442,1993,Bavaria,Second Stage of Tertiary Education,No,1.0,162,11705,0.91645,1.09845
443,443,1993,Berlin,Lower Secondary Level,No,1.0,74,11705,0.88614,1.16293
444,444,1993,Berlin,Upper Secondary Level,No,1.0,219,11705,0.91514,1.0815
445,445,1993,Berlin,First Stage of Tertiary Education,No,1.0,34,11705,0.81593,1.21592
446,446,1993,Berlin,Second Stage of Tertiary Education,No,1.0,128,11705,0.91868,1.09298
447,447,1993,Brandenburg,Lower Secondary Level,No,1.0,60,11705,0.85622,1.12071
448,448,1993,Brandenburg,Upper Secondary Level,Yes,0.15776,55,11705,0.13721,0.18034
449,449,1993,Brandenburg,Upper Secondary Level,No,0.84224,283,11705,0.79491,0.89849
450,450,1993,Brandenburg,First Stage of Tertiary Education,No,1.0,37,11705,0.83855,1.2007
451,451,1993,Brandenburg,Second Stage of Tertiary Education,No,1.0,138,11705,0.91673,1.0998
452,452,1993,Mecklenburg-Western Pomerania,Lower Secondary Level,No,1.0,38,11705,0.8498,1.18985
453,453,1993,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.23175,47,11705,0.19893,0.26326
454,454,1993,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.76825,172,11705,0.72406,0.8276
455,455,1993,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,1.0,78,11705,0.88061,1.11091
456,456,1993,Saxony,Lower Secondary Level,No,1.0,110,11705,0.91055,1.1104
457,457,1993,Saxony,Upper Secondary Level,Yes,0.18742,117,11705,0.17202,0.20544
458,458,1993,Saxony,Upper Secondary Level,No,0.81258,520,11705,0.78319,0.84403
459,459,1993,Saxony,First Stage of Tertiary Education,No,1.0,49,11705,0.88,1.1668
460,460,1993,Saxony,Second Stage of Tertiary Education,No,1.0,215,11705,0.93861,1.06256
461,461,1993,Saxony-Anhalt,Lower Secondary Level,No,1.0,76,11705,0.86225,1.15761
462,462,1993,Saxony-Anhalt,Upper Secondary Level,Yes,0.17838,78,11705,0.15751,0.20061
463,463,1993,Saxony-Anhalt,Upper Secondary Level,No,0.82162,325,11705,0.77635,0.88216
464,464,1993,Saxony-Anhalt,First Stage of Tertiary Education,No,1.0,43,11705,0.85446,1.19586
465,465,1993,Saxony-Anhalt,Second Stage of Tertiary Education,No,1.0,145,11705,0.90381,1.09767
466,466,1993,Thuringa,Lower Secondary Level,No,1.0,67,11705,0.87352,1.14422
467,467,1993,Thuringa,Upper Secondary Level,Yes,0.16595,66,11705,0.141,0.18746
468,468,1993,Thuringa,Upper Secondary Level,No,0.83405,345,11705,0.78103,0.88659
469,469,1993,Thuringa,Second Stage of Tertiary Education,No,1.0,104,11705,0.92027,1.10211
470,470,1994,Schleswig-Holstein,Lower Secondary Level,No,1.0,47,11612,0.84999,1.18042
471,471,1994,Schleswig-Holstein,Upper Secondary Level,No,1.0,149,11612,0.92155,1.08744
472,472,1994,Hamburg,Lower Secondary Level,No,1.0,31,11612,0.75045,1.25238
473,473,1994,Hamburg,Upper Secondary Level,No,1.0,74,11612,0.88351,1.12181
474,474,1994,Lower Saxony,Primary Level,No,1.0,39,11612,0.80593,1.29274
475,475,1994,Lower Saxony,Lower Secondary Level,No,1.0,199,11612,0.90927,1.09008
476,476,1994,Lower Saxony,Upper Secondary Level,Yes,0.06218,31,11612,0.04867,0.07681
477,477,1994,Lower Saxony,Upper Secondary Level,No,0.93782,467,11612,0.88559,0.99798
478,478,1994,Lower Saxony,Post-secondary Non-tertiary Level,No,1.0,33,11612,0.82748,1.20313
479,479,1994,Lower Saxony,First Stage of Tertiary Education,No,1.0,63,11612,0.83007,1.13859
480,480,1994,Lower Saxony,Second Stage of Tertiary Education,No,1.0,77,11612,0.86596,1.11689
481,481,1994,Bremen,Upper Secondary Level,No,1.0,42,11612,0.86125,1.15704
482,482,1994,North Rhine-Westphalia,Pre-primary Level,No,1.0,47,11612,0.85718,1.17288
483,483,1994,North Rhine-Westphalia,Primary Level,No,1.0,131,11612,0.87984,1.17744
484,484,1994,North Rhine-Westphalia,Lower Secondary Level,Yes,0.0599,44,11612,0.0452,0.07832
485,485,1994,North Rhine-Westphalia,Lower Secondary Level,No,0.9401,466,11612,0.88329,1.00963
486,486,1994,North Rhine-Westphalia,Upper Secondary Level,Yes,0.04932,74,11612,0.04317,0.05836
487,487,1994,North Rhine-Westphalia,Upper Secondary Level,No,0.95068,1137,11612,0.91718,0.98121
488,488,1994,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,1.0,91,11612,0.86459,1.13115
489,489,1994,North Rhine-Westphalia,First Stage of Tertiary Education,No,1.0,126,11612,0.88502,1.1055
490,490,1994,North Rhine-Westphalia,Second Stage of Tertiary Education,No,1.0,218,11612,0.91979,1.09983
491,491,1994,Hesse,Primary Level,No,1.0,53,11612,0.66831,1.46308
492,492,1994,Hesse,Lower Secondary Level,No,1.0,211,11612,0.91135,1.11891
493,493,1994,Hesse,Upper Secondary Level,No,1.0,397,11612,0.93486,1.06902
494,494,1994,Hesse,Post-secondary Non-tertiary Level,No,1.0,32,11612,0.80839,1.21508
495,495,1994,Hesse,First Stage of Tertiary Education,No,1.0,38,11612,0.77228,1.1695
496,496,1994,Hesse,Second Stage of Tertiary Education,No,1.0,96,11612,0.90692,1.1269
497,497,1994,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,1.0,165,11612,0.9026,1.07813
498,498,1994,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,1.0,305,11612,0.93779,1.06392
499,499,1994,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,1.0,32,11612,0.77504,1.30038
500,500,1994,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,1.0,41,11612,0.84476,1.17465
501,501,1994,Baden-Wuerttemberg,Pre-primary Level,No,1.0,36,11612,0.80615,1.23778
502,502,1994,Baden-Wuerttemberg,Primary Level,No,1.0,150,11612,0.86044,1.16295
503,503,1994,Baden-Wuerttemberg,Lower Secondary Level,No,1.0,403,11612,0.92536,1.07176
504,504,1994,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.04451,41,11612,0.0343,0.05395
505,505,1994,Baden-Wuerttemberg,Upper Secondary Level,No,0.95549,740,11612,0.91466,1.00312
506,506,1994,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,1.0,57,11612,0.79856,1.23193
507,507,1994,Baden-Wuerttemberg,First Stage of Tertiary Education,No,1.0,90,11612,0.83492,1.12306
508,508,1994,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,1.0,106,11612,0.84744,1.11765
509,509,1994,Bavaria,Primary Level,No,1.0,49,11612,0.81733,1.21234
510,510,1994,Bavaria,Lower Secondary Level,No,1.0,328,11612,0.93894,1.08994
511,511,1994,Bavaria,Upper Secondary Level,Yes,0.0507,41,11612,0.03929,0.06469
512,512,1994,Bavaria,Upper Secondary Level,No,0.9493,765,11612,0.90809,0.99562
513,513,1994,Bavaria,Post-secondary Non-tertiary Level,No,1.0,48,11612,0.81377,1.19525
514,514,1994,Bavaria,First Stage of Tertiary Education,No,1.0,89,11612,0.87091,1.18964
515,515,1994,Bavaria,Second Stage of Tertiary Education,No,1.0,163,11612,0.90097,1.10971
516,516,1994,Berlin,Lower Secondary Level,No,1.0,69,11612,0.83516,1.16535
517,517,1994,Berlin,Upper Secondary Level,No,1.0,223,11612,0.91576,1.0825
518,518,1994,Berlin,First Stage of Tertiary Education,No,1.0,32,11612,0.81593,1.19859
519,519,1994,Berlin,Second Stage of Tertiary Education,No,1.0,127,11612,0.90733,1.10242
520,520,1994,Brandenburg,Lower Secondary Level,No,1.0,55,11612,0.86131,1.12716
521,521,1994,Brandenburg,Upper Secondary Level,Yes,0.13958,53,11612,0.11912,0.16148
522,522,1994,Brandenburg,Upper Secondary Level,No,0.86042,266,11612,0.80522,0.91712
