year,pgisced97,quintil_oecd,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1993,Second Stage of Tertiary Education,1st Quintile,Yes,0.20778,33,163,0.14530,0.27025
1993,Second Stage of Tertiary Education,1st Quintile,No,0.79222,130,163,0.72975,0.85470
1993,Second Stage of Tertiary Education,2nd Quintile,No,0.90314,235,235,0.86524,0.94104
1993,Second Stage of Tertiary Education,3rd Quintile,No,0.92320,306,306,0.89331,0.95308
1993,Second Stage of Tertiary Education,4th Quintile,No,0.94073,348,348,0.91589,0.96558
1993,Second Stage of Tertiary Education,5th Quintile,No,0.98058,490,490,0.96835,0.99281
1994,No answer / don't know,1st Quintile,No,0.90750,55,55,0.83022,0.98478
1994,No answer / don't know,2nd Quintile,No,0.95463,44,44,0.89243,1.01684
1994,No answer / don't know,3rd Quintile,No,0.94977,33,33,0.87410,1.02545
1994,No answer / don't know,4th Quintile,No,0.93619,35,35,0.85403,1.01834
1994,Pre-primary Level,1st Quintile,No,0.96717,43,43,0.91328,1.02106
1994,Pre-primary Level,2nd Quintile,No,0.98568,54,54,0.95369,1.01767
1994,Pre-primary Level,3rd Quintile,No,0.98877,67,67,0.96336,1.01419
1994,Primary Level,1st Quintile,No,0.84979,175,175,0.79670,0.90287
1994,Primary Level,2nd Quintile,No,0.92874,123,123,0.88309,0.97439
1994,Primary Level,3rd Quintile,No,0.92052,92,92,0.86495,0.97610
1994,Primary Level,4th Quintile,No,0.93693,64,64,0.87690,0.99696
1994,Lower Secondary Level,1st Quintile,Yes,0.08621,87,720,0.06570,0.10673
1994,Lower Secondary Level,1st Quintile,No,0.91379,633,720,0.89327,0.93430
1994,Lower Secondary Level,2nd Quintile,Yes,0.05915,44,566,0.03970,0.07860
1994,Lower Secondary Level,2nd Quintile,No,0.94085,522,566,0.92140,0.96030
1994,Lower Secondary Level,3rd Quintile,Yes,0.04964,33,525,0.03104,0.06823
1994,Lower Secondary Level,3rd Quintile,No,0.95036,492,525,0.93177,0.96896
1994,Lower Secondary Level,4th Quintile,No,0.96190,387,387,0.94281,0.98100
1994,Lower Secondary Level,5th Quintile,No,0.94248,236,236,0.91272,0.97225
1994,Upper Secondary Level,1st Quintile,Yes,0.17354,234,1184,0.15196,0.19512
1994,Upper Secondary Level,1st Quintile,No,0.82646,950,1184,0.80488,0.84804
1994,Upper Secondary Level,2nd Quintile,Yes,0.07953,143,1400,0.06535,0.09371
1994,Upper Secondary Level,2nd Quintile,No,0.92047,1257,1400,0.90629,0.93465
1994,Upper Secondary Level,3rd Quintile,Yes,0.07151,114,1368,0.05785,0.08517
1994,Upper Secondary Level,3rd Quintile,No,0.92849,1254,1368,0.91483,0.94215
1994,Upper Secondary Level,4th Quintile,Yes,0.04870,80,1365,0.03727,0.06012
1994,Upper Secondary Level,4th Quintile,No,0.95130,1285,1365,0.93988,0.96273
1994,Upper Secondary Level,5th Quintile,Yes,0.04127,56,1198,0.03000,0.05254
1994,Upper Secondary Level,5th Quintile,No,0.95873,1142,1198,0.94746,0.97000
1994,Post-secondary Non-tertiary Level,1st Quintile,No,0.89274,59,59,0.81310,0.97238
1994,Post-secondary Non-tertiary Level,2nd Quintile,No,0.95287,49,49,0.89292,1.01282
1994,Post-secondary Non-tertiary Level,3rd Quintile,No,0.95448,75,75,0.90699,1.00197
1994,Post-secondary Non-tertiary Level,4th Quintile,No,0.99105,96,96,0.97210,1.00999
1994,Post-secondary Non-tertiary Level,5th Quintile,No,0.99462,87,87,0.97917,1.01008
1994,First Stage of Tertiary Education,1st Quintile,No,0.88984,73,73,0.81751,0.96216
1994,First Stage of Tertiary Education,2nd Quintile,No,0.91500,123,123,0.86551,0.96448
1994,First Stage of Tertiary Education,3rd Quintile,No,0.97070,159,159,0.94440,0.99700
1994,First Stage of Tertiary Education,4th Quintile,No,0.94932,144,144,0.91336,0.98527
1994,First Stage of Tertiary Education,5th Quintile,No,0.94934,189,189,0.91799,0.98069
1994,Second Stage of Tertiary Education,1st Quintile,No,0.76531,92,92,0.67823,0.85238
1994,Second Stage of Tertiary Education,2nd Quintile,No,0.93418,230,230,0.90207,0.96630
1994,Second Stage of Tertiary Education,3rd Quintile,No,0.92280,324,324,0.89369,0.95191
1994,Second Stage of Tertiary Education,4th Quintile,No,0.95441,346,346,0.93240,0.97642
1994,Second Stage of Tertiary Education,5th Quintile,No,0.97130,549,549,0.95733,0.98528
1995,No answer / don't know,1st Quintile,No,0.74068,63,63,0.63159,0.84977
1995,No answer / don't know,2nd Quintile,No,0.86086,58,58,0.77102,0.95071
1995,No answer / don't know,3rd Quintile,No,0.98948,37,37,0.95615,1.02281
1995,No answer / don't know,4th Quintile,No,0.98672,39,39,0.95033,1.02312
1995,No answer / don't know,5th Quintile,No,0.93349,35,35,0.84974,1.01725
1995,Pre-primary Level,1st Quintile,No,0.95715,58,58,0.90457,1.00972
1995,Pre-primary Level,2nd Quintile,No,0.99102,56,56,0.96610,1.01595
1995,Primary Level,1st Quintile,No,0.88660,170,170,0.83879,0.93440
1995,Primary Level,2nd Quintile,No,0.88631,134,134,0.83236,0.94026
1995,Primary Level,3rd Quintile,No,0.93697,76,76,0.88197,0.99197
1995,Primary Level,4th Quintile,No,0.97217,60,60,0.93020,1.01414
1995,Lower Secondary Level,1st Quintile,Yes,0.10499,101,702,0.08230,0.12769
1995,Lower Secondary Level,1st Quintile,No,0.89501,601,702,0.87231,0.91770
1995,Lower Secondary Level,2nd Quintile,Yes,0.05514,41,581,0.03657,0.07372
1995,Lower Secondary Level,2nd Quintile,No,0.94486,540,581,0.92628,0.96343
1995,Lower Secondary Level,3rd Quintile,No,0.95432,481,481,0.93564,0.97300
1995,Lower Secondary Level,4th Quintile,No,0.95155,379,379,0.92990,0.97320
1995,Lower Secondary Level,5th Quintile,No,0.93623,235,235,0.90492,0.96754
1995,Upper Secondary Level,1st Quintile,Yes,0.16682,218,1167,0.14542,0.18821
1995,Upper Secondary Level,1st Quintile,No,0.83318,949,1167,0.81179,0.85458
1995,Upper Secondary Level,2nd Quintile,Yes,0.09001,146,1502,0.07553,0.10449
1995,Upper Secondary Level,2nd Quintile,No,0.90999,1356,1502,0.89551,0.92447
1995,Upper Secondary Level,3rd Quintile,Yes,0.06318,100,1414,0.05049,0.07586
1995,Upper Secondary Level,3rd Quintile,No,0.93682,1314,1414,0.92414,0.94951
1995,Upper Secondary Level,4th Quintile,Yes,0.03960,73,1412,0.02942,0.04977
1995,Upper Secondary Level,4th Quintile,No,0.96040,1339,1412,0.95023,0.97058
1995,Upper Secondary Level,5th Quintile,Yes,0.04361,56,1164,0.03188,0.05535
1995,Upper Secondary Level,5th Quintile,No,0.95639,1108,1164,0.94465,0.96812
1995,Post-secondary Non-tertiary Level,1st Quintile,No,0.88439,79,79,0.81343,0.95536
1995,Post-secondary Non-tertiary Level,2nd Quintile,No,0.91816,84,84,0.85919,0.97713
1995,Post-secondary Non-tertiary Level,3rd Quintile,No,0.98595,95,95,0.96216,1.00974
1995,Post-secondary Non-tertiary Level,4th Quintile,No,0.94970,97,97,0.90598,0.99342
1995,Post-secondary Non-tertiary Level,5th Quintile,No,0.99477,83,83,0.97915,1.01038
1995,First Stage of Tertiary Education,1st Quintile,No,0.87277,59,59,0.78701,0.95853
1995,First Stage of Tertiary Education,2nd Quintile,No,0.93473,126,126,0.89143,0.97803
1995,First Stage of Tertiary Education,3rd Quintile,No,0.92723,161,161,0.88698,0.96748
1995,First Stage of Tertiary Education,4th Quintile,No,0.94626,166,166,0.91185,0.98067
1995,First Stage of Tertiary Education,5th Quintile,No,0.98280,195,195,0.96450,1.00109
1995,Second Stage of Tertiary Education,1st Quintile,No,0.85066,117,117,0.78580,0.91552
1995,Second Stage of Tertiary Education,2nd Quintile,No,0.89102,237,237,0.85126,0.93078
1995,Second Stage of Tertiary Education,3rd Quintile,No,0.92864,294,294,0.89917,0.95812
1995,Second Stage of Tertiary Education,4th Quintile,No,0.95227,381,381,0.93083,0.97370
1995,Second Stage of Tertiary Education,5th Quintile,No,0.98338,615,615,0.97327,0.99349
1996,No answer / don't know,1st Quintile,No,0.91374,71,71,0.84797,0.97951
1996,No answer / don't know,2nd Quintile,No,0.89947,52,52,0.81694,0.98200
1996,No answer / don't know,3rd Quintile,No,0.92940,39,39,0.84796,1.01085
1996,No answer / don't know,4th Quintile,No,0.78682,35,35,0.64916,0.92449
1996,No answer / don't know,5th Quintile,No,0.95562,34,34,0.88535,1.02588
1996,Pre-primary Level,1st Quintile,No,0.95899,59,59,0.90795,1.01003
1996,Pre-primary Level,3rd Quintile,No,0.97551,54,54,0.93389,1.01712
1996,Pre-primary Level,4th Quintile,No,0.97397,54,54,0.93111,1.01684
1996,Primary Level,1st Quintile,No,0.84594,159,159,0.78964,0.90223
1996,Primary Level,2nd Quintile,No,0.93836,113,113,0.89382,0.98290
1996,Primary Level,3rd Quintile,No,0.91538,72,72,0.85065,0.98012
1996,Primary Level,4th Quintile,No,0.91846,58,58,0.84742,0.98951
1996,Lower Secondary Level,1st Quintile,Yes,0.09832,95,740,0.07685,0.11978
1996,Lower Secondary Level,1st Quintile,No,0.90168,645,740,0.88022,0.92315
1996,Lower Secondary Level,2nd Quintile,Yes,0.05768,37,511,0.03744,0.07791
1996,Lower Secondary Level,2nd Quintile,No,0.94232,474,511,0.92209,0.96256
1996,Lower Secondary Level,3rd Quintile,No,0.93854,436,436,0.91597,0.96111
1996,Lower Secondary Level,4th Quintile,No,0.94587,363,363,0.92256,0.96918
1996,Lower Secondary Level,5th Quintile,No,0.95496,213,213,0.92704,0.98288
1996,Upper Secondary Level,1st Quintile,Yes,0.17385,221,1159,0.15202,0.19568
1996,Upper Secondary Level,1st Quintile,No,0.82615,938,1159,0.80432,0.84798
1996,Upper Secondary Level,2nd Quintile,Yes,0.07796,135,1395,0.06389,0.09204
1996,Upper Secondary Level,2nd Quintile,No,0.92204,1260,1395,0.90796,0.93611
1996,Upper Secondary Level,3rd Quintile,Yes,0.06778,108,1399,0.05460,0.08096
1996,Upper Secondary Level,3rd Quintile,No,0.93222,1291,1399,0.91904,0.94540
1996,Upper Secondary Level,4th Quintile,Yes,0.04523,84,1399,0.03434,0.05613
1996,Upper Secondary Level,4th Quintile,No,0.95477,1315,1399,0.94387,0.96566
1996,Upper Secondary Level,5th Quintile,Yes,0.04116,53,1122,0.02953,0.05279
1996,Upper Secondary Level,5th Quintile,No,0.95884,1069,1122,0.94721,0.97047
1996,Post-secondary Non-tertiary Level,1st Quintile,No,0.87735,82,82,0.80591,0.94879
1996,Post-secondary Non-tertiary Level,2nd Quintile,No,0.90731,76,76,0.84168,0.97295
1996,Post-secondary Non-tertiary Level,3rd Quintile,No,0.96361,82,82,0.92283,1.00439
1996,Post-secondary Non-tertiary Level,4th Quintile,No,0.97958,101,101,0.95185,1.00730
1996,First Stage of Tertiary Education,1st Quintile,No,0.93910,61,61,0.87858,0.99961
1996,First Stage of Tertiary Education,2nd Quintile,No,0.90590,113,113,0.85182,0.95997
1996,First Stage of Tertiary Education,3rd Quintile,No,0.95411,163,163,0.92189,0.98633
1996,First Stage of Tertiary Education,4th Quintile,No,0.94553,177,177,0.91201,0.97906
1996,First Stage of Tertiary Education,5th Quintile,No,0.98532,187,187,0.96804,1.00261
1996,Second Stage of Tertiary Education,1st Quintile,No,0.83240,105,105,0.76061,0.90418
1996,Second Stage of Tertiary Education,2nd Quintile,No,0.91267,200,200,0.87344,0.95189
1996,Second Stage of Tertiary Education,3rd Quintile,No,0.93355,294,294,0.90504,0.96207
1996,Second Stage of Tertiary Education,4th Quintile,No,0.93893,400,400,0.91544,0.96243
1996,Second Stage of Tertiary Education,5th Quintile,Yes,0.02683,31,660,0.01449,0.03917
1996,Second Stage of Tertiary Education,5th Quintile,No,0.97317,629,660,0.96083,0.98551
1997,No answer / don't know,1st Quintile,No,0.87063,68,68,0.79027,0.95099
1997,No answer / don't know,2nd Quintile,No,0.91314,68,68,0.84571,0.98058
1997,No answer / don't know,3rd Quintile,No,0.92889,47,47,0.85461,1.00316
1997,Pre-primary Level,1st Quintile,No,0.97693,67,67,0.94071,1.01315
1997,Pre-primary Level,2nd Quintile,No,0.97063,76,76,0.93241,1.00884
1997,Primary Level,1st Quintile,No,0.84389,158,158,0.78712,0.90067
1997,Primary Level,2nd Quintile,No,0.86379,118,118,0.80164,0.92594
1997,Primary Level,3rd Quintile,No,0.85177,59,59,0.76032,0.94321
1997,Primary Level,4th Quintile,No,0.95667,55,55,0.90236,1.01097
1997,Lower Secondary Level,1st Quintile,Yes,0.11058,97,712,0.08753,0.13364
1997,Lower Secondary Level,1st Quintile,No,0.88942,615,712,0.86636,0.91247
1997,Lower Secondary Level,2nd Quintile,Yes,0.04991,52,576,0.03211,0.06771
1997,Lower Secondary Level,2nd Quintile,No,0.95009,524,576,0.93229,0.96789
1997,Lower Secondary Level,3rd Quintile,No,0.96369,413,413,0.94562,0.98175
1997,Lower Secondary Level,4th Quintile,No,0.94788,355,355,0.92473,0.97104
1997,Lower Secondary Level,5th Quintile,No,0.96045,206,206,0.93377,0.98713
1997,Upper Secondary Level,1st Quintile,Yes,0.18769,213,1089,0.16448,0.21089
1997,Upper Secondary Level,1st Quintile,No,0.81231,876,1089,0.78911,0.83552
1997,Upper Secondary Level,2nd Quintile,Yes,0.09371,155,1437,0.07863,0.10878
1997,Upper Secondary Level,2nd Quintile,No,0.90629,1282,1437,0.89122,0.92137
1997,Upper Secondary Level,3rd Quintile,Yes,0.06252,116,1432,0.04997,0.07506
1997,Upper Secondary Level,3rd Quintile,No,0.93748,1316,1432,0.92494,0.95003
1997,Upper Secondary Level,4th Quintile,Yes,0.05291,80,1403,0.04119,0.06463
1997,Upper Secondary Level,4th Quintile,No,0.94709,1323,1403,0.93537,0.95881
1997,Upper Secondary Level,5th Quintile,Yes,0.04798,58,1119,0.03545,0.06051
1997,Upper Secondary Level,5th Quintile,No,0.95202,1061,1119,0.93949,0.96455
1997,Post-secondary Non-tertiary Level,1st Quintile,No,0.84211,70,70,0.75607,0.92815
1997,Post-secondary Non-tertiary Level,2nd Quintile,No,0.95258,78,78,0.90511,1.00005
1997,Post-secondary Non-tertiary Level,3rd Quintile,No,0.89336,71,71,0.82105,0.96567
1997,Post-secondary Non-tertiary Level,4th Quintile,No,0.98175,111,111,0.95674,1.00677
1997,Post-secondary Non-tertiary Level,5th Quintile,No,0.94463,86,86,0.89601,0.99325
1997,First Stage of Tertiary Education,1st Quintile,No,0.87132,55,55,0.78201,0.96063
1997,First Stage of Tertiary Education,2nd Quintile,No,0.96683,125,125,0.93530,0.99835
1997,First Stage of Tertiary Education,3rd Quintile,No,0.93481,168,168,0.89737,0.97225
1997,First Stage of Tertiary Education,4th Quintile,No,0.97071,181,181,0.94608,0.99534
1997,First Stage of Tertiary Education,5th Quintile,No,0.96901,194,194,0.94457,0.99346
1997,Second Stage of Tertiary Education,1st Quintile,No,0.84189,102,102,0.77073,0.91304
1997,Second Stage of Tertiary Education,2nd Quintile,No,0.94623,212,212,0.91579,0.97666
1997,Second Stage of Tertiary Education,3rd Quintile,No,0.87892,277,277,0.84044,0.91741
1997,Second Stage of Tertiary Education,4th Quintile,No,0.95063,416,416,0.92979,0.97147
1997,Second Stage of Tertiary Education,5th Quintile,No,0.97828,658,658,0.96714,0.98943
1998,No answer / don't know,1st Quintile,No,0.91043,73,73,0.84447,0.97639
1998,No answer / don't know,2nd Quintile,No,0.87594,51,51,0.78457,0.96732
1998,No answer / don't know,3rd Quintile,No,0.98792,38,38,0.95272,1.02312
1998,No answer / don't know,4th Quintile,No,0.99848,35,35,0.98538,1.01158
1998,Pre-primary Level,1st Quintile,No,0.97953,70,70,0.94612,1.01294
1998,Pre-primary Level,2nd Quintile,No,0.96754,75,75,0.92715,1.00792
1998,Pre-primary Level,3rd Quintile,No,0.98983,71,71,0.96634,1.01333
1998,Primary Level,1st Quintile,Yes,0.19348,31,183,0.13608,0.25087
1998,Primary Level,1st Quintile,No,0.80652,152,183,0.74913,0.86392
1998,Primary Level,2nd Quintile,No,0.94130,89,89,0.89219,0.99042
1998,Primary Level,3rd Quintile,No,0.91393,57,57,0.84047,0.98739
1998,Primary Level,4th Quintile,No,0.83991,52,52,0.73927,0.94055
1998,Lower Secondary Level,1st Quintile,Yes,0.14303,112,653,0.11616,0.16991
1998,Lower Secondary Level,1st Quintile,No,0.85697,541,653,0.83009,0.88384
1998,Lower Secondary Level,2nd Quintile,Yes,0.05017,39,542,0.03178,0.06857
1998,Lower Secondary Level,2nd Quintile,No,0.94983,503,542,0.93143,0.96822
1998,Lower Secondary Level,3rd Quintile,Yes,0.05029,32,453,0.03014,0.07043
1998,Lower Secondary Level,3rd Quintile,No,0.94971,421,453,0.92957,0.96986
1998,Lower Secondary Level,4th Quintile,No,0.95696,345,345,0.93552,0.97841
1998,Lower Secondary Level,5th Quintile,No,0.96127,182,182,0.93317,0.98938
1998,Upper Secondary Level,1st Quintile,Yes,0.18793,215,1079,0.16461,0.21126
1998,Upper Secondary Level,1st Quintile,No,0.81207,864,1079,0.78874,0.83539
1998,Upper Secondary Level,2nd Quintile,Yes,0.08943,141,1314,0.07400,0.10487
1998,Upper Secondary Level,2nd Quintile,No,0.91057,1173,1314,0.89513,0.92600
1998,Upper Secondary Level,3rd Quintile,Yes,0.05574,93,1379,0.04362,0.06785
1998,Upper Secondary Level,3rd Quintile,No,0.94426,1286,1379,0.93215,0.95638
1998,Upper Secondary Level,4th Quintile,Yes,0.05132,78,1348,0.03953,0.06310
1998,Upper Secondary Level,4th Quintile,No,0.94868,1270,1348,0.93690,0.96047
1998,Upper Secondary Level,5th Quintile,Yes,0.03915,42,1055,0.02744,0.05086
1998,Upper Secondary Level,5th Quintile,No,0.96085,1013,1055,0.94914,0.97256
1998,Post-secondary Non-tertiary Level,1st Quintile,No,0.88087,70,70,0.80444,0.95731
1998,Post-secondary Non-tertiary Level,2nd Quintile,No,0.93307,62,62,0.87036,0.99579
1998,Post-secondary Non-tertiary Level,3rd Quintile,No,0.96033,79,79,0.91701,1.00365
1998,Post-secondary Non-tertiary Level,4th Quintile,No,0.97074,114,114,0.93966,1.00181
1998,Post-secondary Non-tertiary Level,5th Quintile,No,0.99571,83,83,0.98156,1.00986
1998,First Stage of Tertiary Education,1st Quintile,No,0.87939,53,53,0.79088,0.96791
1998,First Stage of Tertiary Education,2nd Quintile,No,0.93360,114,114,0.88770,0.97951
1998,First Stage of Tertiary Education,3rd Quintile,No,0.95983,148,148,0.92809,0.99157
1998,First Stage of Tertiary Education,4th Quintile,No,0.96475,191,191,0.93852,0.99097
1998,First Stage of Tertiary Education,5th Quintile,No,0.98587,177,177,0.96843,1.00331
1998,Second Stage of Tertiary Education,1st Quintile,No,0.83119,91,91,0.75380,0.90858
1998,Second Stage of Tertiary Education,2nd Quintile,No,0.90099,181,181,0.85735,0.94462
1998,Second Stage of Tertiary Education,3rd Quintile,No,0.92349,276,276,0.89207,0.95491
1998,Second Stage of Tertiary Education,4th Quintile,No,0.95499,398,398,0.93460,0.97539
1998,Second Stage of Tertiary Education,5th Quintile,No,0.96883,654,654,0.95550,0.98216
1999,No answer / don't know,1st Quintile,No,0.82550,85,85,0.74433,0.90666
1999,No answer / don't know,2nd Quintile,No,0.94248,59,59,0.88255,1.00240
1999,No answer / don't know,3rd Quintile,No,0.94979,36,36,0.87743,1.02214
1999,No answer / don't know,4th Quintile,No,0.94338,45,45,0.87508,1.01167
1999,No answer / don't know,5th Quintile,No,0.97096,35,35,0.91451,1.02740
1999,Primary Level,1st Quintile,No,0.82672,153,153,0.76655,0.88689
1999,Primary Level,2nd Quintile,No,0.94411,100,100,0.89886,0.98936
1999,Primary Level,3rd Quintile,No,0.91970,65,65,0.85312,0.98628
1999,Primary Level,4th Quintile,No,0.92786,44,44,0.85052,1.00519
1999,Lower Secondary Level,1st Quintile,Yes,0.08713,68,726,0.06660,0.10766
1999,Lower Secondary Level,1st Quintile,No,0.91287,658,726,0.89234,0.93340
1999,Lower Secondary Level,2nd Quintile,Yes,0.06453,47,603,0.04490,0.08415
1999,Lower Secondary Level,2nd Quintile,No,0.93547,556,603,0.91585,0.95510
1999,Lower Secondary Level,3rd Quintile,No,0.95829,461,461,0.94002,0.97656
1999,Lower Secondary Level,4th Quintile,No,0.95247,349,349,0.93011,0.97482
1999,Lower Secondary Level,5th Quintile,No,0.97396,231,231,0.95338,0.99454
1999,Upper Secondary Level,1st Quintile,Yes,0.16770,217,1215,0.14669,0.18872
1999,Upper Secondary Level,1st Quintile,No,0.83230,998,1215,0.81128,0.85331
1999,Upper Secondary Level,2nd Quintile,Yes,0.06434,127,1547,0.05211,0.07657
1999,Upper Secondary Level,2nd Quintile,No,0.93566,1420,1547,0.92343,0.94789
1999,Upper Secondary Level,3rd Quintile,Yes,0.05966,102,1522,0.04775,0.07156
1999,Upper Secondary Level,3rd Quintile,No,0.94034,1420,1522,0.92844,0.95225
1999,Upper Secondary Level,4th Quintile,Yes,0.03305,63,1425,0.02376,0.04233
1999,Upper Secondary Level,4th Quintile,No,0.96695,1362,1425,0.95767,0.97624
1999,Upper Secondary Level,5th Quintile,Yes,0.03528,43,1188,0.02478,0.04577
1999,Upper Secondary Level,5th Quintile,No,0.96472,1145,1188,0.95423,0.97522
1999,Post-secondary Non-tertiary Level,1st Quintile,No,0.90565,68,68,0.83565,0.97564
1999,Post-secondary Non-tertiary Level,2nd Quintile,No,0.94619,77,77,0.89546,0.99692
1999,Post-secondary Non-tertiary Level,3rd Quintile,No,0.97539,87,87,0.94264,1.00813
1999,Post-secondary Non-tertiary Level,4th Quintile,No,0.98103,134,134,0.95785,1.00422
1999,Post-secondary Non-tertiary Level,5th Quintile,No,0.97207,111,111,0.94127,1.00286
1999,First Stage of Tertiary Education,1st Quintile,No,0.92309,68,68,0.85929,0.98689
1999,First Stage of Tertiary Education,2nd Quintile,No,0.96568,129,129,0.93414,0.99722
1999,First Stage of Tertiary Education,3rd Quintile,No,0.97334,188,188,0.95024,0.99643
1999,First Stage of Tertiary Education,4th Quintile,No,0.98757,208,208,0.97247,1.00266
1999,First Stage of Tertiary Education,5th Quintile,No,0.97236,187,187,0.94880,0.99592
1999,Second Stage of Tertiary Education,1st Quintile,No,0.89776,115,115,0.84214,0.95338
1999,Second Stage of Tertiary Education,2nd Quintile,No,0.89875,214,214,0.85824,0.93926
1999,Second Stage of Tertiary Education,3rd Quintile,No,0.91882,325,325,0.88908,0.94856
1999,Second Stage of Tertiary Education,4th Quintile,No,0.95803,448,448,0.93944,0.97662
1999,Second Stage of Tertiary Education,5th Quintile,No,0.98194,752,752,0.97241,0.99146
2000,Pre-primary Level,4th Quintile,No,0.99025,46,46,0.96154,1.01896
2000,Primary Level,1st Quintile,No,0.83599,94,94,0.76073,0.91125
2000,Primary Level,2nd Quintile,No,0.91262,54,54,0.83660,0.98865
2000,Lower Secondary Level,1st Quintile,Yes,0.09859,87,716,0.07674,0.12044
2000,Lower Secondary Level,1st Quintile,No,0.90141,629,716,0.87956,0.92326
2000,Lower Secondary Level,2nd Quintile,No,0.96427,476,476,0.94757,0.98096
2000,Lower Secondary Level,3rd Quintile,No,0.95592,340,340,0.93406,0.97777
2000,Lower Secondary Level,4th Quintile,No,0.98084,268,268,0.96439,0.99728
2000,Lower Secondary Level,5th Quintile,No,0.95452,143,143,0.92024,0.98879
2000,Upper Secondary Level,1st Quintile,Yes,0.16305,231,1304,0.14299,0.18310
2000,Upper Secondary Level,1st Quintile,No,0.83695,1073,1304,0.81690,0.85701
2000,Upper Secondary Level,2nd Quintile,Yes,0.06314,124,1549,0.05102,0.07525
2000,Upper Secondary Level,2nd Quintile,No,0.93686,1425,1549,0.92475,0.94898
2000,Upper Secondary Level,3rd Quintile,Yes,0.05424,95,1501,0.04278,0.06570
2000,Upper Secondary Level,3rd Quintile,No,0.94576,1406,1501,0.93430,0.95722
2000,Upper Secondary Level,4th Quintile,Yes,0.03375,61,1438,0.02441,0.04308
2000,Upper Secondary Level,4th Quintile,No,0.96625,1377,1438,0.95692,0.97559
2000,Upper Secondary Level,5th Quintile,Yes,0.03190,42,1102,0.02152,0.04228
2000,Upper Secondary Level,5th Quintile,No,0.96810,1060,1102,0.95772,0.97848
2000,Post-secondary Non-tertiary Level,1st Quintile,No,0.92822,107,107,0.87908,0.97736
2000,Post-secondary Non-tertiary Level,2nd Quintile,No,0.91080,75,75,0.84585,0.97574
2000,Post-secondary Non-tertiary Level,3rd Quintile,No,0.99537,117,117,0.98302,1.00772
2000,Post-secondary Non-tertiary Level,4th Quintile,No,0.97435,141,141,0.94817,1.00054
2000,Post-secondary Non-tertiary Level,5th Quintile,No,0.98492,142,142,0.96481,1.00504
2000,First Stage of Tertiary Education,1st Quintile,No,0.94409,113,113,0.90154,0.98664
2000,First Stage of Tertiary Education,2nd Quintile,No,0.95364,218,218,0.92567,0.98162
2000,First Stage of Tertiary Education,3rd Quintile,No,0.94635,265,265,0.91916,0.97353
2000,First Stage of Tertiary Education,4th Quintile,No,0.98110,271,271,0.96486,0.99734
2000,First Stage of Tertiary Education,5th Quintile,No,0.98902,242,242,0.97586,1.00218
2000,Second Stage of Tertiary Education,1st Quintile,No,0.86660,118,118,0.80499,0.92821
2000,Second Stage of Tertiary Education,2nd Quintile,No,0.89919,221,221,0.85941,0.93898
2000,Second Stage of Tertiary Education,3rd Quintile,No,0.93985,345,345,0.91472,0.96497
2000,Second Stage of Tertiary Education,4th Quintile,No,0.98166,477,477,0.96960,0.99371
2000,Second Stage of Tertiary Education,5th Quintile,No,0.98625,820,820,0.97827,0.99422
2001,No answer / don't know,1st Quintile,No,0.95124,43,43,0.88610,1.01637
2001,Pre-primary Level,1st Quintile,No,0.99330,117,117,0.97845,1.00815
2001,Pre-primary Level,3rd Quintile,No,0.98140,99,99,0.95465,1.00815
2001,Pre-primary Level,4th Quintile,No,0.99602,105,105,0.98391,1.00812
2001,Primary Level,1st Quintile,No,0.85270,125,125,0.79031,0.91508
2001,Primary Level,2nd Quintile,No,0.89271,81,81,0.82490,0.96053
2001,Primary Level,3rd Quintile,No,0.98860,37,37,0.95392,1.02328
2001,Lower Secondary Level,1st Quintile,Yes,0.12921,132,1000,0.10841,0.15001
2001,Lower Secondary Level,1st Quintile,No,0.87079,868,1000,0.84999,0.89159
2001,Lower Secondary Level,2nd Quintile,Yes,0.03785,39,784,0.02449,0.05122
2001,Lower Secondary Level,2nd Quintile,No,0.96215,745,784,0.94878,0.97551
2001,Lower Secondary Level,3rd Quintile,No,0.97021,570,570,0.95624,0.98418
2001,Lower Secondary Level,4th Quintile,No,0.96459,450,450,0.94749,0.98168
2001,Lower Secondary Level,5th Quintile,No,0.98040,236,236,0.96267,0.99812
2001,Upper Secondary Level,1st Quintile,Yes,0.15981,363,2020,0.14382,0.17579
2001,Upper Secondary Level,1st Quintile,No,0.84019,1657,2020,0.82421,0.85618
2001,Upper Secondary Level,2nd Quintile,Yes,0.07090,199,2490,0.06081,0.08098
2001,Upper Secondary Level,2nd Quintile,No,0.92910,2291,2490,0.91902,0.93919
2001,Upper Secondary Level,3rd Quintile,Yes,0.04816,142,2631,0.03998,0.05634
2001,Upper Secondary Level,3rd Quintile,No,0.95184,2489,2631,0.94366,0.96002
2001,Upper Secondary Level,4th Quintile,Yes,0.03042,93,2491,0.02368,0.03717
2001,Upper Secondary Level,4th Quintile,No,0.96958,2398,2491,0.96283,0.97632
2001,Upper Secondary Level,5th Quintile,Yes,0.02430,51,1941,0.01745,0.03115
2001,Upper Secondary Level,5th Quintile,No,0.97570,1890,1941,0.96885,0.98255
2001,Post-secondary Non-tertiary Level,1st Quintile,No,0.90333,141,141,0.85438,0.95228
