,Unnamed: 0,year,bula_h,regtyp,plb0021,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
312,312,1995,Mecklenburg-Western Pomerania,Rural regions,No,0.86056,311,12981,0.79335,0.92014
313,313,1995,Saxony,Urban regions,Yes,0.13987,75,12981,0.12482,0.15795
314,314,1995,Saxony,Urban regions,No,0.86013,487,12981,0.8143,0.90217
315,315,1995,Saxony,Rural regions,Yes,0.11823,61,12981,0.10232,0.13703
316,316,1995,Saxony,Rural regions,No,0.88177,453,12981,0.83149,0.93134
317,317,1995,Saxony-Anhalt,Urban regions,No,1.0,110,12981,0.857,1.13069
318,318,1995,Saxony-Anhalt,Rural regions,Yes,0.14765,85,12981,0.12767,0.16954
319,319,1995,Saxony-Anhalt,Rural regions,No,0.85235,466,12981,0.80701,0.90016
320,320,1995,Thuringa,Urban regions,No,1.0,168,12981,0.92793,1.08335
321,321,1995,Thuringa,Rural regions,Yes,0.14262,64,12981,0.12307,0.16393
322,322,1995,Thuringa,Rural regions,No,0.85738,393,12981,0.8066,0.92456
323,323,1996,Schleswig-Holstein,Urban regions,No,1.0,130,12637,0.90788,1.10488
324,324,1996,Schleswig-Holstein,Rural regions,No,1.0,135,12637,0.90768,1.07722
325,325,1996,Hamburg,Urban regions,No,1.0,120,12637,0.86217,1.17444
326,326,1996,Lower Saxony,Urban regions,Yes,0.07816,41,12637,0.05852,0.09894
327,327,1996,Lower Saxony,Urban regions,No,0.92184,461,12637,0.8669,0.98219
328,328,1996,Lower Saxony,Rural regions,Yes,0.05708,34,12637,0.04669,0.06938
329,329,1996,Lower Saxony,Rural regions,No,0.94292,483,12637,0.88789,0.99478
330,330,1996,Bremen,Urban regions,No,1.0,86,12637,0.85885,1.13326
331,331,1996,North Rhine-Westphalia,Urban regions,Yes,0.05646,151,12637,0.04858,0.06564
332,332,1996,North Rhine-Westphalia,Urban regions,No,0.94354,2283,12637,0.91493,0.966
333,333,1996,North Rhine-Westphalia,Rural regions,No,1.0,61,12637,0.87379,1.14114
334,334,1996,Hesse,Urban regions,Yes,0.05148,40,12637,0.03991,0.06562
335,335,1996,Hesse,Urban regions,No,0.94852,715,12637,0.89112,0.99754
336,336,1996,Hesse,Rural regions,No,1.0,128,12637,0.90637,1.10147
337,337,1996,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.05845,36,12637,0.04823,0.07163
338,338,1996,"Rhineland-Palatinate, Saarland",Urban regions,No,0.94155,512,12637,0.89717,1.00905
339,339,1996,"Rhineland-Palatinate, Saarland",Rural regions,No,1.0,125,12637,0.89472,1.11978
340,340,1996,Baden-Wuerttemberg,Urban regions,Yes,0.04258,83,12637,0.03146,0.05392
341,341,1996,Baden-Wuerttemberg,Urban regions,No,0.95742,1380,12637,0.91441,1.00324
342,342,1996,Baden-Wuerttemberg,Rural regions,No,1.0,201,12637,0.88151,1.12291
343,343,1996,Bavaria,Urban regions,Yes,0.06341,55,12637,0.04844,0.08091
344,344,1996,Bavaria,Urban regions,No,0.93659,738,12637,0.89571,0.98743
345,345,1996,Bavaria,Rural regions,Yes,0.06108,56,12637,0.04459,0.07989
346,346,1996,Bavaria,Rural regions,No,0.93892,772,12637,0.88942,0.98849
347,347,1996,Berlin,Urban regions,Yes,0.08485,48,12637,0.06941,0.10628
348,348,1996,Berlin,Urban regions,No,0.91515,471,12637,0.86408,0.96431
349,349,1996,Brandenburg,Urban regions,No,1.0,32,12637,0.80414,1.21098
350,350,1996,Brandenburg,Rural regions,Yes,0.12842,74,12637,0.10949,0.14759
351,351,1996,Brandenburg,Rural regions,No,0.87158,473,12637,0.83404,0.91771
352,352,1996,Mecklenburg-Western Pomerania,Urban regions,No,1.0,44,12637,0.83617,1.16375
353,353,1996,Mecklenburg-Western Pomerania,Rural regions,Yes,0.15274,49,12637,0.12079,0.18147
354,354,1996,Mecklenburg-Western Pomerania,Rural regions,No,0.84726,284,12637,0.7971,0.92238
355,355,1996,Saxony,Urban regions,Yes,0.13794,70,12637,0.12114,0.15489
356,356,1996,Saxony,Urban regions,No,0.86206,478,12637,0.81709,0.90671
357,357,1996,Saxony,Rural regions,Yes,0.12129,64,12637,0.10655,0.13601
358,358,1996,Saxony,Rural regions,No,0.87871,458,12637,0.83829,0.92999
359,359,1996,Saxony-Anhalt,Urban regions,No,1.0,129,12637,0.88275,1.11772
360,360,1996,Saxony-Anhalt,Rural regions,Yes,0.12977,72,12637,0.11513,0.14823
361,361,1996,Saxony-Anhalt,Rural regions,No,0.87023,444,12637,0.81669,0.92001
362,362,1996,Thuringa,Urban regions,No,1.0,157,12637,0.92346,1.09799
363,363,1996,Thuringa,Rural regions,Yes,0.14442,65,12637,0.12346,0.17116
364,364,1996,Thuringa,Rural regions,No,0.85558,399,12637,0.80791,0.91189
365,365,1997,Schleswig-Holstein,Urban regions,No,1.0,126,12683,0.89698,1.10768
366,366,1997,Schleswig-Holstein,Rural regions,No,1.0,128,12683,0.90593,1.11142
367,367,1997,Hamburg,Urban regions,No,1.0,116,12683,0.86222,1.14142
368,368,1997,Lower Saxony,Urban regions,Yes,0.07291,38,12683,0.05319,0.09021
369,369,1997,Lower Saxony,Urban regions,No,0.92709,477,12683,0.86441,0.98594
370,370,1997,Lower Saxony,Rural regions,Yes,0.05219,36,12683,0.04248,0.06197
371,371,1997,Lower Saxony,Rural regions,No,0.94781,486,12683,0.89059,1.00686
372,372,1997,Bremen,Urban regions,No,1.0,87,12683,0.86866,1.13223
373,373,1997,North Rhine-Westphalia,Urban regions,Yes,0.05716,164,12683,0.05083,0.06505
374,374,1997,North Rhine-Westphalia,Urban regions,No,0.94284,2274,12683,0.91049,0.97216
375,375,1997,North Rhine-Westphalia,Rural regions,No,1.0,62,12683,0.84983,1.17387
376,376,1997,Hesse,Urban regions,Yes,0.06921,40,12683,0.05532,0.09282
377,377,1997,Hesse,Urban regions,No,0.93079,677,12683,0.87467,0.98438
378,378,1997,Hesse,Rural regions,No,1.0,121,12683,0.89372,1.09916
379,379,1997,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.0803,48,12683,0.06738,0.09777
380,380,1997,"Rhineland-Palatinate, Saarland",Urban regions,No,0.9197,522,12683,0.86389,0.9731
381,381,1997,"Rhineland-Palatinate, Saarland",Rural regions,No,1.0,136,12683,0.90743,1.10696
382,382,1997,Baden-Wuerttemberg,Urban regions,Yes,0.04575,108,12683,0.03809,0.05459
383,383,1997,Baden-Wuerttemberg,Urban regions,No,0.95425,1391,12683,0.91161,1.00553
384,384,1997,Baden-Wuerttemberg,Rural regions,No,1.0,191,12683,0.88592,1.13928
385,385,1997,Bavaria,Urban regions,Yes,0.04927,53,12683,0.0401,0.0607
386,386,1997,Bavaria,Urban regions,No,0.95073,744,12683,0.89559,1.00939
387,387,1997,Bavaria,Rural regions,Yes,0.05289,43,12683,0.03681,0.07008
388,388,1997,Bavaria,Rural regions,No,0.94711,783,12683,0.90168,0.99701
389,389,1997,Berlin,Urban regions,Yes,0.11124,60,12683,0.09035,0.13106
390,390,1997,Berlin,Urban regions,No,0.88876,450,12683,0.83502,0.9462
391,391,1997,Brandenburg,Rural regions,Yes,0.10913,65,12683,0.09843,0.12354
392,392,1997,Brandenburg,Rural regions,No,0.89087,503,12683,0.84913,0.93391
393,393,1997,Mecklenburg-Western Pomerania,Urban regions,No,1.0,51,12683,0.87825,1.14004
394,394,1997,Mecklenburg-Western Pomerania,Rural regions,Yes,0.15932,47,12683,0.12992,0.19006
395,395,1997,Mecklenburg-Western Pomerania,Rural regions,No,0.84068,286,12683,0.79798,0.9046
396,396,1997,Saxony,Urban regions,Yes,0.12977,64,12683,0.11314,0.14711
397,397,1997,Saxony,Urban regions,No,0.87023,493,12683,0.82659,0.91517
398,398,1997,Saxony,Rural regions,Yes,0.10558,61,12683,0.09236,0.11902
399,399,1997,Saxony,Rural regions,No,0.89442,469,12683,0.84798,0.93463
400,400,1997,Saxony-Anhalt,Urban regions,No,1.0,118,12683,0.89134,1.10421
401,401,1997,Saxony-Anhalt,Rural regions,Yes,0.16979,80,12683,0.15112,0.19569
402,402,1997,Saxony-Anhalt,Rural regions,No,0.83021,446,12683,0.77865,0.8749
403,403,1997,Thuringa,Urban regions,No,1.0,172,12683,0.92091,1.09765
404,404,1997,Thuringa,Rural regions,Yes,0.12037,60,12683,0.10118,0.1437
405,405,1997,Thuringa,Rural regions,No,0.87963,407,12683,0.81925,0.94802
406,406,1998,Schleswig-Holstein,Urban regions,No,1.0,179,13947,0.91291,1.08015
407,407,1998,Schleswig-Holstein,Rural regions,No,1.0,153,13947,0.90575,1.09031
408,408,1998,Hamburg,Urban regions,No,1.0,146,13947,0.89806,1.09652
409,409,1998,Lower Saxony,Urban regions,Yes,0.07148,38,13947,0.05727,0.08576
410,410,1998,Lower Saxony,Urban regions,No,0.92852,533,13947,0.88427,0.97775
411,411,1998,Lower Saxony,Rural regions,Yes,0.06242,40,13947,0.04832,0.07425
412,412,1998,Lower Saxony,Rural regions,No,0.93758,571,13947,0.87769,0.99178
413,413,1998,Bremen,Urban regions,No,1.0,93,13947,0.88169,1.14046
414,414,1998,North Rhine-Westphalia,Urban regions,Yes,0.05833,178,13947,0.05143,0.0641
415,415,1998,North Rhine-Westphalia,Urban regions,No,0.94167,2582,13947,0.91425,0.96767
416,416,1998,North Rhine-Westphalia,Rural regions,No,1.0,61,13947,0.841,1.16141
417,417,1998,Hesse,Urban regions,Yes,0.05137,37,13947,0.03841,0.06361
418,418,1998,Hesse,Urban regions,No,0.94863,757,13947,0.90368,0.99249
419,419,1998,Hesse,Rural regions,No,1.0,138,13947,0.89915,1.08963
420,420,1998,"Rhineland-Palatinate, Saarland",Urban regions,No,1.0,589,13947,0.94551,1.04423
421,421,1998,"Rhineland-Palatinate, Saarland",Rural regions,No,1.0,178,13947,0.92445,1.08155
422,422,1998,Baden-Wuerttemberg,Urban regions,Yes,0.04878,104,13947,0.04054,0.05743
423,423,1998,Baden-Wuerttemberg,Urban regions,No,0.95122,1484,13947,0.90771,0.99188
424,424,1998,Baden-Wuerttemberg,Rural regions,No,1.0,192,13947,0.90852,1.08002
425,425,1998,Bavaria,Urban regions,Yes,0.03963,45,13947,0.03165,0.04897
426,426,1998,Bavaria,Urban regions,No,0.96037,848,13947,0.91212,1.01161
427,427,1998,Bavaria,Rural regions,Yes,0.05593,57,13947,0.0438,0.07145
428,428,1998,Bavaria,Rural regions,No,0.94407,905,13947,0.91125,0.98728
429,429,1998,Berlin,Urban regions,Yes,0.08986,48,13947,0.07452,0.10371
430,430,1998,Berlin,Urban regions,No,0.91014,475,13947,0.85973,0.95933
431,431,1998,Brandenburg,Rural regions,Yes,0.13314,87,13947,0.11788,0.15002
432,432,1998,Brandenburg,Rural regions,No,0.86686,493,13947,0.81611,0.91068
433,433,1998,Mecklenburg-Western Pomerania,Urban regions,No,1.0,49,13947,0.85705,1.15811
434,434,1998,Mecklenburg-Western Pomerania,Rural regions,Yes,0.16167,57,13947,0.13761,0.19141
435,435,1998,Mecklenburg-Western Pomerania,Rural regions,No,0.83833,295,13947,0.77889,0.89918
436,436,1998,Saxony,Urban regions,Yes,0.12101,73,13947,0.1053,0.13849
437,437,1998,Saxony,Urban regions,No,0.87899,503,13947,0.8285,0.92053
438,438,1998,Saxony,Rural regions,Yes,0.11148,73,13947,0.0997,0.1268
439,439,1998,Saxony,Rural regions,No,0.88852,520,13947,0.84095,0.94361
440,440,1998,Saxony-Anhalt,Urban regions,No,1.0,114,13947,0.89084,1.11682
441,441,1998,Saxony-Anhalt,Rural regions,Yes,0.18724,90,13947,0.16408,0.20851
442,442,1998,Saxony-Anhalt,Rural regions,No,0.81276,458,13947,0.7669,0.85826
443,443,1998,Thuringa,Urban regions,No,1.0,197,13947,0.92891,1.07253
444,444,1998,Thuringa,Rural regions,Yes,0.16543,86,13947,0.13802,0.19623
445,445,1998,Thuringa,Rural regions,No,0.83457,421,13947,0.78001,0.89392
446,446,1999,Schleswig-Holstein,Urban regions,No,1.0,158,13437,0.92249,1.07777
447,447,1999,Schleswig-Holstein,Rural regions,No,1.0,151,13437,0.91991,1.10363
448,448,1999,Hamburg,Urban regions,No,1.0,132,13437,0.90729,1.09142
449,449,1999,Lower Saxony,Urban regions,Yes,0.06447,33,13437,0.05013,0.07941
450,450,1999,Lower Saxony,Urban regions,No,0.93553,540,13437,0.89005,0.98084
451,451,1999,Lower Saxony,Rural regions,No,1.0,562,13437,0.95424,1.05379
452,452,1999,Bremen,Urban regions,No,1.0,83,13437,0.86693,1.10358
453,453,1999,North Rhine-Westphalia,Urban regions,Yes,0.04974,152,13437,0.04468,0.05551
454,454,1999,North Rhine-Westphalia,Urban regions,No,0.95026,2473,13437,0.92142,0.97259
455,455,1999,North Rhine-Westphalia,Rural regions,No,1.0,64,13437,0.8453,1.14941
456,456,1999,Hesse,Urban regions,No,1.0,724,13437,0.95129,1.05234
457,457,1999,Hesse,Rural regions,No,1.0,135,13437,0.91021,1.09143
458,458,1999,"Rhineland-Palatinate, Saarland",Urban regions,No,1.0,563,13437,0.95171,1.04374
459,459,1999,"Rhineland-Palatinate, Saarland",Rural regions,No,1.0,168,13437,0.89329,1.08161
460,460,1999,Baden-Wuerttemberg,Urban regions,Yes,0.05137,86,13437,0.04238,0.06171
461,461,1999,Baden-Wuerttemberg,Urban regions,No,0.94863,1440,13437,0.91066,0.98594
462,462,1999,Baden-Wuerttemberg,Rural regions,No,1.0,186,13437,0.89458,1.11226
463,463,1999,Bavaria,Urban regions,Yes,0.03228,36,13437,0.02568,0.03994
464,464,1999,Bavaria,Urban regions,No,0.96772,841,13437,0.92363,1.00722
465,465,1999,Bavaria,Rural regions,Yes,0.03533,35,13437,0.02674,0.04519
466,466,1999,Bavaria,Rural regions,No,0.96467,879,13437,0.9223,1.00493
467,467,1999,Berlin,Urban regions,Yes,0.08979,51,13437,0.07322,0.10745
468,468,1999,Berlin,Urban regions,No,0.91021,461,13437,0.85995,0.96097
469,469,1999,Brandenburg,Urban regions,No,1.0,36,13437,0.81561,1.2222
470,470,1999,Brandenburg,Rural regions,Yes,0.11251,65,13437,0.09513,0.13155
471,471,1999,Brandenburg,Rural regions,No,0.88749,486,13437,0.8372,0.93608
472,472,1999,Mecklenburg-Western Pomerania,Urban regions,No,1.0,51,13437,0.83997,1.17864
473,473,1999,Mecklenburg-Western Pomerania,Rural regions,Yes,0.11576,34,13437,0.09392,0.14275
474,474,1999,Mecklenburg-Western Pomerania,Rural regions,No,0.88424,308,13437,0.82239,0.95918
475,475,1999,Saxony,Urban regions,Yes,0.13113,73,13437,0.11494,0.15003
476,476,1999,Saxony,Urban regions,No,0.86887,484,13437,0.81572,0.92353
477,477,1999,Saxony,Rural regions,Yes,0.11591,79,13437,0.10437,0.1283
478,478,1999,Saxony,Rural regions,No,0.88409,508,13437,0.83798,0.92702
479,479,1999,Saxony-Anhalt,Urban regions,No,1.0,118,13437,0.88995,1.08526
480,480,1999,Saxony-Anhalt,Rural regions,Yes,0.12349,73,13437,0.10644,0.14106
481,481,1999,Saxony-Anhalt,Rural regions,No,0.87651,481,13437,0.82171,0.92276
482,482,1999,Thuringa,Urban regions,No,1.0,203,13437,0.93361,1.0729
483,483,1999,Thuringa,Rural regions,Yes,0.12511,57,13437,0.09931,0.15321
484,484,1999,Thuringa,Rural regions,No,0.87489,428,13437,0.81695,0.92833
485,485,2000,Schleswig-Holstein,Urban regions,No,1.0,284,23938,0.94175,1.05724
486,486,2000,Schleswig-Holstein,Rural regions,No,1.0,404,23938,0.94707,1.06215
487,487,2000,Hamburg,Urban regions,No,1.0,284,23938,0.94923,1.05477
488,488,2000,Lower Saxony,Urban regions,Yes,0.03786,39,23938,0.03149,0.04323
489,489,2000,Lower Saxony,Urban regions,No,0.96214,930,23938,0.92976,0.99528
490,490,2000,Lower Saxony,Rural regions,Yes,0.0353,41,23938,0.02851,0.04218
491,491,2000,Lower Saxony,Rural regions,No,0.9647,1016,23938,0.93099,0.99825
492,492,2000,Bremen,Urban regions,No,1.0,174,23938,0.92693,1.07656
493,493,2000,North Rhine-Westphalia,Urban regions,Yes,0.0402,239,23938,0.03725,0.04312
494,494,2000,North Rhine-Westphalia,Urban regions,No,0.9598,4760,23938,0.94567,0.97624
495,495,2000,North Rhine-Westphalia,Rural regions,No,1.0,128,23938,0.90286,1.09743
496,496,2000,Hesse,Urban regions,Yes,0.0409,55,23938,0.03444,0.04897
497,497,2000,Hesse,Urban regions,No,0.9591,1284,23938,0.93143,0.98958
498,498,2000,Hesse,Rural regions,No,1.0,316,23938,0.96024,1.04914
499,499,2000,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.03525,43,23938,0.0303,0.04018
500,500,2000,"Rhineland-Palatinate, Saarland",Urban regions,No,0.96475,1058,23938,0.93523,0.99648
501,501,2000,"Rhineland-Palatinate, Saarland",Rural regions,No,1.0,344,23938,0.95669,1.05674
502,502,2000,Baden-Wuerttemberg,Urban regions,Yes,0.03121,100,23938,0.02791,0.03498
503,503,2000,Baden-Wuerttemberg,Urban regions,No,0.96879,2554,23938,0.94813,0.99502
504,504,2000,Baden-Wuerttemberg,Rural regions,No,1.0,295,23938,0.92386,1.08294
505,505,2000,Bavaria,Urban regions,Yes,0.03483,69,23938,0.0303,0.03935
506,506,2000,Bavaria,Urban regions,No,0.96517,1517,23938,0.93911,0.99784
507,507,2000,Bavaria,Rural regions,Yes,0.03143,58,23938,0.0264,0.03547
508,508,2000,Bavaria,Rural regions,No,0.96857,1729,23938,0.94322,0.98878
509,509,2000,Berlin,Urban regions,Yes,0.08804,72,23938,0.07372,0.10302
510,510,2000,Berlin,Urban regions,No,0.91196,739,23938,0.88216,0.94786
511,511,2000,Brandenburg,Urban regions,No,1.0,65,23938,0.89203,1.10204
512,512,2000,Brandenburg,Rural regions,Yes,0.12038,124,23938,0.11113,0.12975
513,513,2000,Brandenburg,Rural regions,No,0.87962,824,23938,0.84434,0.90889
514,514,2000,Mecklenburg-Western Pomerania,Urban regions,No,1.0,72,23938,0.87094,1.1411
515,515,2000,Mecklenburg-Western Pomerania,Rural regions,Yes,0.09547,51,23938,0.08485,0.10809
516,516,2000,Mecklenburg-Western Pomerania,Rural regions,No,0.90453,438,23938,0.85837,0.95445
517,517,2000,Saxony,Urban regions,Yes,0.12224,109,23938,0.10814,0.14012
518,518,2000,Saxony,Urban regions,No,0.87776,730,23938,0.84782,0.9166
519,519,2000,Saxony,Rural regions,Yes,0.11815,120,23938,0.10621,0.12836
520,520,2000,Saxony,Rural regions,No,0.88185,817,23938,0.85334,0.91274
521,521,2000,Saxony-Anhalt,Urban regions,No,1.0,178,23938,0.92841,1.06719
522,522,2000,Saxony-Anhalt,Rural regions,Yes,0.14571,124,23938,0.1335,0.16013
523,523,2000,Saxony-Anhalt,Rural regions,No,0.85429,730,23938,0.82089,0.89017
524,524,2000,Thuringa,Urban regions,No,1.0,256,23938,0.9309,1.05724
525,525,2000,Thuringa,Rural regions,Yes,0.11671,88,23938,0.10197,0.13618
526,526,2000,Thuringa,Rural regions,No,0.88329,680,23938,0.84485,0.91843
527,527,2001,Schleswig-Holstein,Urban regions,No,1.0,268,21755,0.93758,1.07009
528,528,2001,Schleswig-Holstein,Rural regions,No,1.0,345,21755,0.93729,1.06696
529,529,2001,Hamburg,Urban regions,No,1.0,264,21755,0.93838,1.05987
530,530,2001,Lower Saxony,Urban regions,Yes,0.05444,49,21755,0.04582,0.06238
531,531,2001,Lower Saxony,Urban regions,No,0.94556,840,21755,0.90824,0.98463
532,532,2001,Lower Saxony,Rural regions,Yes,0.0468,50,21755,0.03981,0.05502
533,533,2001,Lower Saxony,Rural regions,No,0.9532,914,21755,0.91218,0.99189
534,534,2001,Bremen,Urban regions,No,1.0,140,21755,0.90652,1.08698
535,535,2001,North Rhine-Westphalia,Urban regions,Yes,0.04459,202,21755,0.03952,0.04812
536,536,2001,North Rhine-Westphalia,Urban regions,No,0.95541,4326,21755,0.94145,0.97191
537,537,2001,North Rhine-Westphalia,Rural regions,No,1.0,109,21755,0.89137,1.10566
538,538,2001,Hesse,Urban regions,Yes,0.0518,55,21755,0.04276,0.06181
539,539,2001,Hesse,Urban regions,No,0.9482,1125,21755,0.91798,0.97704
540,540,2001,Hesse,Rural regions,No,1.0,288,21755,0.95123,1.06699
541,541,2001,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.04315,42,21755,0.03579,0.05053
542,542,2001,"Rhineland-Palatinate, Saarland",Urban regions,No,0.95685,983,21755,0.92303,0.98884
543,543,2001,"Rhineland-Palatinate, Saarland",Rural regions,No,1.0,310,21755,0.94256,1.05652
544,544,2001,Baden-Wuerttemberg,Urban regions,Yes,0.02612,74,21755,0.02209,0.03148
545,545,2001,Baden-Wuerttemberg,Urban regions,No,0.97388,2270,21755,0.94692,0.99919
546,546,2001,Baden-Wuerttemberg,Rural regions,No,1.0,245,21755,0.9097,1.08396
547,547,2001,Bavaria,Urban regions,Yes,0.03193,49,21755,0.02688,0.03682
548,548,2001,Bavaria,Urban regions,No,0.96807,1396,21755,0.94011,1.00327
549,549,2001,Bavaria,Rural regions,Yes,0.03893,61,21755,0.0324,0.0449
550,550,2001,Bavaria,Rural regions,No,0.96107,1533,21755,0.92856,0.98501
551,551,2001,Berlin,Urban regions,Yes,0.0866,75,21755,0.07305,0.10197
552,552,2001,Berlin,Urban regions,No,0.9134,715,21755,0.87609,0.95337
553,553,2001,Brandenburg,Urban regions,No,1.0,66,21755,0.89962,1.11651
554,554,2001,Brandenburg,Rural regions,Yes,0.11373,105,21755,0.1039,0.12685
555,555,2001,Brandenburg,Rural regions,No,0.88627,782,21755,0.85306,0.92311
556,556,2001,Mecklenburg-Western Pomerania,Urban regions,No,1.0,64,21755,0.88332,1.12816
557,557,2001,Mecklenburg-Western Pomerania,Rural regions,Yes,0.12533,56,21755,0.10788,0.14578
558,558,2001,Mecklenburg-Western Pomerania,Rural regions,No,0.87467,389,21755,0.8275,0.93185
559,559,2001,Saxony,Urban regions,Yes,0.11917,103,21755,0.10723,0.13284
560,560,2001,Saxony,Urban regions,No,0.88083,687,21755,0.8497,0.91796
561,561,2001,Saxony,Rural regions,Yes,0.10128,97,21755,0.0917,0.11195
562,562,2001,Saxony,Rural regions,No,0.89872,755,21755,0.86241,0.92933
563,563,2001,Saxony-Anhalt,Urban regions,No,1.0,167,21755,0.93821,1.06901
564,564,2001,Saxony-Anhalt,Rural regions,Yes,0.15855,125,21755,0.1405,0.17592
565,565,2001,Saxony-Anhalt,Rural regions,No,0.84145,689,21755,0.80307,0.87851
566,566,2001,Thuringa,Urban regions,No,1.0,255,21755,0.93581,1.06457
567,567,2001,Thuringa,Rural regions,Yes,0.13672,93,21755,0.12021,0.15373
568,568,2001,Thuringa,Rural regions,No,0.86328,594,21755,0.82208,0.90558
569,569,2002,Schleswig-Holstein,Urban regions,No,1.0,300,22905,0.9172,1.0786
570,570,2002,Schleswig-Holstein,Rural regions,No,1.0,389,22905,0.9364,1.07916
571,571,2002,Hamburg,Urban regions,No,1.0,317,22905,0.91311,1.10058
572,572,2002,Lower Saxony,Urban regions,Yes,0.06573,51,22905,0.05489,0.07702
573,573,2002,Lower Saxony,Urban regions,No,0.93427,910,22905,0.89639,0.98704
574,574,2002,Lower Saxony,Rural regions,Yes,0.05527,55,22905,0.04642,0.06716
575,575,2002,Lower Saxony,Rural regions,No,0.94473,962,22905,0.89799,0.98922
576,576,2002,Bremen,Urban regions,No,1.0,157,22905,0.89174,1.10765
577,577,2002,North Rhine-Westphalia,Urban regions,Yes,0.05483,225,22905,0.04955,0.06006
578,578,2002,North Rhine-Westphalia,Urban regions,No,0.94517,4526,22905,0.9254,0.96547
579,579,2002,North Rhine-Westphalia,Rural regions,No,1.0,107,22905,0.87415,1.1232
580,580,2002,Hesse,Urban regions,Yes,0.04415,49,22905,0.03659,0.05328
581,581,2002,Hesse,Urban regions,No,0.95585,1288,22905,0.91856,0.99089
582,582,2002,Hesse,Rural regions,No,1.0,292,22905,0.91507,1.08329
583,583,2002,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.0583,49,22905,0.04815,0.06996
584,584,2002,"Rhineland-Palatinate, Saarland",Urban regions,No,0.9417,988,22905,0.90325,0.97649
585,585,2002,"Rhineland-Palatinate, Saarland",Rural regions,No,1.0,323,22905,0.92236,1.07107
586,586,2002,Baden-Wuerttemberg,Urban regions,Yes,0.03861,92,22905,0.03331,0.04584
587,587,2002,Baden-Wuerttemberg,Urban regions,No,0.96139,2450,22905,0.92551,0.9907
588,588,2002,Baden-Wuerttemberg,Rural regions,No,1.0,249,22905,0.90663,1.0888
589,589,2002,Bavaria,Urban regions,Yes,0.03352,45,22905,0.02722,0.03863
590,590,2002,Bavaria,Urban regions,No,0.96648,1560,22905,0.93003,1.00876
591,591,2002,Bavaria,Rural regions,Yes,0.0448,61,22905,0.03814,0.05275
592,592,2002,Bavaria,Rural regions,No,0.9552,1590,22905,0.91985,0.99551
593,593,2002,Berlin,Urban regions,Yes,0.0937,71,22905,0.08104,0.10613
594,594,2002,Berlin,Urban regions,No,0.9063,757,22905,0.86395,0.94686
595,595,2002,Brandenburg,Urban regions,No,1.0,64,22905,0.87988,1.11037
596,596,2002,Brandenburg,Rural regions,Yes,0.15344,126,22905,0.13667,0.16818
597,597,2002,Brandenburg,Rural regions,No,0.84656,768,22905,0.80382,0.89331
598,598,2002,Mecklenburg-Western Pomerania,Urban regions,No,1.0,71,22905,0.83007,1.15147
599,599,2002,Mecklenburg-Western Pomerania,Rural regions,Yes,0.14154,55,22905,0.11933,0.1635
600,600,2002,Mecklenburg-Western Pomerania,Rural regions,No,0.85846,389,22905,0.79531,0.91586
601,601,2002,Saxony,Urban regions,Yes,0.13715,106,22905,0.12271,0.15219
602,602,2002,Saxony,Urban regions,No,0.86285,692,22905,0.82171,0.90742
603,603,2002,Saxony,Rural regions,Yes,0.10013,84,22905,0.08697,0.11365
604,604,2002,Saxony,Rural regions,No,0.89987,766,22905,0.85992,0.93774
605,605,2002,Saxony-Anhalt,Urban regions,No,1.0,163,22905,0.9129,1.08988
606,606,2002,Saxony-Anhalt,Rural regions,Yes,0.14059,108,22905,0.12608,0.15604
607,607,2002,Saxony-Anhalt,Rural regions,No,0.85941,683,22905,0.81264,0.90552
608,608,2002,Thuringa,Urban regions,Yes,0.11732,31,22905,0.08873,0.15857
609,609,2002,Thuringa,Urban regions,No,0.88268,257,22905,0.80212,0.96757
610,610,2002,Thuringa,Rural regions,Yes,0.15895,94,22905,0.14099,0.1807
611,611,2002,Thuringa,Rural regions,No,0.84105,585,22905,0.79562,0.88353
612,612,2003,Schleswig-Holstein,Urban regions,No,1.0,278,22020,0.9116,1.08342
613,613,2003,Schleswig-Holstein,Rural regions,No,1.0,353,22020,0.92746,1.0882
614,614,2003,Hamburg,Urban regions,No,1.0,286,22020,0.92096,1.08811
615,615,2003,Lower Saxony,Urban regions,Yes,0.06075,45,22020,0.05237,0.07144
616,616,2003,Lower Saxony,Urban regions,No,0.93925,876,22020,0.8902,0.98704
617,617,2003,Lower Saxony,Rural regions,Yes,0.05583,45,22020,0.04694,0.06395
618,618,2003,Lower Saxony,Rural regions,No,0.94417,941,22020,0.90336,0.98372
619,619,2003,Bremen,Urban regions,No,1.0,159,22020,0.8852,1.10434
620,620,2003,North Rhine-Westphalia,Urban regions,Yes,0.06262,247,22020,0.05645,0.06957
621,621,2003,North Rhine-Westphalia,Urban regions,No,0.93738,4311,22020,0.9169,0.95649
622,622,2003,North Rhine-Westphalia,Rural regions,No,1.0,96,22020,0.86282,1.12704
623,623,2003,Hesse,Urban regions,Yes,0.05745,64,22020,0.04924,0.06844
624,624,2003,Hesse,Urban regions,No,0.94255,1164,22020,0.90517,0.98507
