year,sampreg,plb0021,proportion,n,lower_confidence,upper_confidence
1985,Westdeutschland,Nein,0.949071017636518,14443,0.9454854392560809,0.9526565960169552
1985,Westdeutschland,Ja,0.050928982363482034,14443,0.0473434039830449,0.054514560743919166
1986,Westdeutschland,Nein,0.9495756858101441,13742,0.9459170777041476,0.9532342939161406
1986,Westdeutschland,Ja,0.05042431418985593,13742,0.04676570608385941,0.054082922295852445
1987,Westdeutschland,Nein,0.951180946733867,13496,0.9475453158482545,0.9548165776194795
1987,Westdeutschland,Ja,0.04881905326613302,13496,0.0451834223805205,0.05245468415174554
1988,Westdeutschland,Nein,0.9492919616826322,12817,0.9454935574097373,0.9530903659555271
1988,Westdeutschland,Ja,0.05070803831736776,12817,0.04690963404447287,0.05450644259026265
1989,Westdeutschland,Nein,0.9587378640776699,12393,0.9552360455274964,0.9622396826278434
1989,Westdeutschland,Ja,0.0412621359223301,12393,0.03776031737215665,0.04476395447250355
1990,Westdeutschland,Nein,0.9621059691482227,18165,0.9593292290810451,0.9648827092154002
1990,Westdeutschland,Ja,0.03789403085177733,18165,0.035117290784599756,0.04067077091895491
1991,Westdeutschland,Nein,0.6653734976418683,17756,0.6584329071734204,0.6723140881103161
1991,Ostdeutschland,Nein,0.2772706526700137,17756,0.27068614511047207,0.28385516022955537
1991,Ostdeutschland,Ja,0.030731781530503575,17756,0.028193151821675453,0.03327041123933169
1991,Westdeutschland,Ja,0.026624068157614485,17756,0.02425618093997733,0.02899195537525164
1992,Westdeutschland,Nein,0.6722630017179447,17350,0.6652784478234587,0.6792475556124308
1992,Ostdeutschland,Nein,0.2552709667343433,17350,0.24878303628016116,0.2617588971885254
1992,Ostdeutschland,Ja,0.044432297360612216,17350,0.0413661964260325,0.04749839829519193
1992,Westdeutschland,Ja,0.0280337341870998,17350,0.025577485116624436,0.03048998325757516
1993,Westdeutschland,Nein,0.6731707317073171,16993,0.6661182149597313,0.6802232484549029
1993,Ostdeutschland,Nein,0.24948859166011014,16993,0.24298242719243687,0.2559947561277834
1993,Ostdeutschland,Ja,0.043509047993705745,16993,0.04044178322601498,0.04657631276139651
1993,Westdeutschland,Ja,0.03383162863886703,16993,0.031113256544369697,0.03655000073336436
1994,Westdeutschland,Nein,0.6651040839027491,16642,0.6579335243746719,0.6722746434308263
1994,Ostdeutschland,Nein,0.2477355792150008,16642,0.24117665270017105,0.2542945057298306
1994,Ostdeutschland,Ja,0.04401716192594947,16642,0.040900502271016125,0.04713382158088281
1994,Westdeutschland,Ja,0.04314317495630065,16642,0.04005620187024011,0.04623014804236119
1995,Westdeutschland,Nein,0.6766824130720979,17246,0.6697013913469709,0.6836634347972248
1995,Ostdeutschland,Nein,0.2411523271122125,17246,0.23476770919417103,0.24753694503025395
1995,Westdeutschland,Ja,0.04692945094091226,17246,0.04377301382276246,0.05008588805906206
1995,Ostdeutschland,Ja,0.035235808874777355,17246,0.03248402329143983,0.03798759445811488
1996,Westdeutschland,Nein,0.6748803827751196,16862,0.667810104316749,0.6819506612334902
1996,Ostdeutschland,Nein,0.24186602870813398,16862,0.23540261515636238,0.24832944225990558
1996,Westdeutschland,Ja,0.04609250398724083,16862,0.04292753243622617,0.04925747553825549
1996,Ostdeutschland,Ja,0.03716108452950558,16862,0.03430597655870314,0.04001619250030802
1997,Westdeutschland,Nein,0.6682291252879955,16487,0.6610418036271256,0.6754164469488654
1997,Ostdeutschland,Nein,0.24580916818940177,16487,0.23923675414045892,0.2523815822383446
1997,Westdeutschland,Ja,0.049574958290299516,16487,0.046261546857723324,0.05288836972287571
1997,Ostdeutschland,Ja,0.03638674823230317,16487,0.03352844528437769,0.039245051180228654
1998,Westdeutschland,Nein,0.6853106530200375,18147,0.6785538942533563,0.6920674117867186
1998,Ostdeutschland,Nein,0.23194464465907452,18147,0.22580360237992,0.23808568693822904
1998,Westdeutschland,Ja,0.04403921003315554,18147,0.041053872428832974,0.04702454763747811
1998,Ostdeutschland,Ja,0.03870549228773245,18147,0.03589897203860104,0.04151201253686386
1999,Westdeutschland,Nein,0.687621322980439,17396,0.680734058984064,0.694508586976814
1999,Ostdeutschland,Nein,0.24137673585187397,17396,0.23501768708950027,0.24773578461424767
1999,Westdeutschland,Ja,0.03800209048827834,17396,0.03516075719715007,0.040843423779406605
1999,Ostdeutschland,Ja,0.03299985067940869,17396,0.030345241267764084,0.0356544600910533
2000,Westdeutschland,Nein,0.725329848670067,30607,0.7203292822760341,0.7303304150640999
2000,Ostdeutschland,Nein,0.211482527504953,30607,0.20690755386328452,0.21605750114662148
2000,Westdeutschland,Ja,0.033174556337731316,30607,0.031168134311107605,0.03518097836435503
2000,Ostdeutschland,Ja,0.030013067487248662,30607,0.02810152557932224,0.03192460939517508
2001,Westdeutschland,Nein,0.7185764531654942,27798,0.713289980352361,0.7238629259786274
2001,Ostdeutschland,Nein,0.21667900777489818,27798,0.21183586136807306,0.2215221541817233
2001,Westdeutschland,Ja,0.034061458718992965,27798,0.03192912259144268,0.036193794846543254
2001,Ostdeutschland,Ja,0.030683080340614587,27798,0.02865571661605729,0.03271044406517189
2002,Westdeutschland,Nein,0.731208897912345,28961,0.7261029371587282,0.7363148586659618
2002,Ostdeutschland,Nein,0.20624972414706272,28961,0.20158970257260445,0.210909745721521
2002,Westdeutschland,Ja,0.033587853643465594,28961,0.0315128368758407,0.03566287041109049
2002,Ostdeutschland,Ja,0.028953524297126717,28961,0.027022356458717353,0.03088469213553608
2003,Westdeutschland,Nein,0.7212618643679215,27727,0.7159841083373677,0.7265396203984753
2003,Ostdeutschland,Nein,0.20849190701086706,27727,0.20371026662509673,0.2132735473966374
2003,Westdeutschland,Ja,0.0381952404970425,27727,0.03593916974389707,0.04045131125018794
2003,Ostdeutschland,Ja,0.03205098812416892,27727,0.029977738562749084,0.034124237685588754
2004,Westdeutschland,Nein,0.7174455268483223,26790,0.7120539565250121,0.7228370971716325
2004,Ostdeutschland,Nein,0.21040990164243023,26790,0.20552895963105713,0.21529084365380333
2004,Westdeutschland,Ja,0.04150783566285472,26790,0.0391193147820811,0.04389635654362835
2004,Ostdeutschland,Ja,0.03063673584639277,26790,0.028573094411793717,0.03270037728099182
2005,Westdeutschland,Nein,0.7143559247063449,25520,0.7088136803207026,0.7198981690919872
2005,Ostdeutschland,Nein,0.2126603430481152,25520,0.20763992300533932,0.2176807630908911
2005,Westdeutschland,Ja,0.04207008404187349,25520,0.03960705635181943,0.044533111731927554
2005,Ostdeutschland,Ja,0.030913648203666388,25520,0.028790051194054877,0.033037245213277895
2006,Westdeutschland,Nein,0.7163437428766811,27321,0.7109985338197379,0.7216889519336244
2006,Ostdeutschland,Nein,0.20893549122407112,27321,0.20411468322336693,0.21375629922477532
2006,Westdeutschland,Ja,0.043628903578755415,27321,0.04120671391574139,0.04605109324176944
2006,Ostdeutschland,Ja,0.031091862320492363,27321,0.029033734015740144,0.03314999062524458
2007,Westdeutschland,Nein,0.7175874006533717,25385,0.7120494775134879,0.7231253237932554
2007,Ostdeutschland,Nein,0.2157589351016627,25385,0.21069863035504718,0.2208192398482782
2007,Westdeutschland,Ja,0.038080842556926224,25385,0.035726389429185185,0.04043529568466726
2007,Ostdeutschland,Ja,0.028572821688039398,25385,0.026523315764379954,0.030622327611698842
2008,Westdeutschland,Nein,0.7202319320770346,23673,0.7145136617791077,0.7259502023749616
2008,Ostdeutschland,Nein,0.21992130875957755,23673,0.21464497468508859,0.2251976428340665
2008,Westdeutschland,Ja,0.032822530544626215,23673,0.03055283012268377,0.03509223096656866
2008,Ostdeutschland,Ja,0.027024228618761647,23673,0.02495857694932273,0.029089880288200563
2009,Westdeutschland,Nein,0.7146583781983682,21983,0.7086887896469686,0.7206279667497678
2009,Ostdeutschland,Nein,0.22589776322362212,21983,0.22036976725153648,0.23142575919570776
2009,Westdeutschland,Ja,0.03330188155630793,21983,0.03093000318990119,0.03567375992271467
2009,Ostdeutschland,Ja,0.026141977021701727,21983,0.024032719391017122,0.028251234652386333
2010,Westdeutschland,Nein,0.7160025036511579,35837,0.7113337089836546,0.7206712983186613
2010,Ostdeutschland,Nein,0.1979553515543501,35837,0.19382988430059586,0.20208081880810433
2010,Westdeutschland,Ja,0.055747965783434175,35837,0.0533725002963929,0.05812343127047545
2010,Ostdeutschland,Ja,0.03029417901105779,35837,0.02851962246355869,0.03206873555855689
2011,Westdeutschland,Nein,0.7314837663482215,41903,0.7272402963839862,0.7357272363124568
2011,Ostdeutschland,Nein,0.19455705573377516,41903,0.19076674865736343,0.1983473628101869
2011,Westdeutschland,Ja,0.04607466422251207,41903,0.044067320269141355,0.04808200817588279
2011,Ostdeutschland,Ja,0.02788451369549124,41903,0.026308086272251667,0.029460941118730814
2012,Westdeutschland,Nein,0.7326481870159948,40229,0.728323290113331,0.7369730839186586
2012,Ostdeutschland,Nein,0.19617138307881596,40229,0.19229089805684438,0.20005186810078754
