year,bula_h,sampreg,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Bavaria,West,No,0.81224,2929,3039,0.79835,0.82613
2001,Berlin,West,Yes,0.07867,42,434,0.05331,0.10402
2001,Berlin,West,No,0.73229,392,434,0.69059,0.77400
2001,Berlin,East,Yes,0.05764,33,356,0.03340,0.08189
2001,Berlin,East,No,0.76445,323,356,0.72031,0.80859
2001,Brandenburg,East,Yes,0.09523,108,956,0.07662,0.11385
2001,Brandenburg,East,No,0.76900,848,956,0.74227,0.79573
2001,Mecklenburg-Western Pomerania,East,Yes,0.10120,59,512,0.07505,0.12735
2001,Mecklenburg-Western Pomerania,East,No,0.75146,453,512,0.71399,0.78893
2001,Saxony,East,Yes,0.09313,200,1642,0.07907,0.10720
2001,Saxony,East,No,0.75768,1442,1642,0.73695,0.77841
2001,Saxony-Anhalt,East,Yes,0.12910,146,1002,0.10833,0.14987
2001,Saxony-Anhalt,East,No,0.74740,856,1002,0.72048,0.77432
2001,Thuringa,East,Yes,0.10746,118,967,0.08793,0.12699
2001,Thuringa,East,No,0.75916,849,967,0.73220,0.78613
2002,Schleswig-Holstein,West,No,0.79132,689,689,0.76096,0.82169
2002,Hamburg,West,No,0.84999,317,317,0.81062,0.88937
2002,Lower Saxony,West,Yes,0.04924,106,1978,0.03970,0.05878
2002,Lower Saxony,West,No,0.76641,1872,1978,0.74776,0.78506
2002,Bremen,West,No,0.78529,157,157,0.72085,0.84972
2002,North Rhine-Westphalia,West,Yes,0.04823,236,4869,0.04221,0.05425
2002,North Rhine-Westphalia,West,No,0.78697,4633,4869,0.77547,0.79847
2002,Hesse,West,Yes,0.03548,59,1639,0.02652,0.04444
2002,Hesse,West,No,0.77644,1580,1639,0.75627,0.79662
2002,"Rhineland-Palatinate, Saarland",West,Yes,0.04167,65,1376,0.03111,0.05223
2002,"Rhineland-Palatinate, Saarland",West,No,0.75794,1311,1376,0.73530,0.78058
2002,Baden-Wuerttemberg,West,Yes,0.02959,101,2800,0.02331,0.03587
2002,Baden-Wuerttemberg,West,No,0.77841,2699,2800,0.76303,0.79380
2002,Bavaria,West,Yes,0.03268,106,3256,0.02657,0.03879
2002,Bavaria,West,No,0.80118,3150,3256,0.78747,0.81490
2002,Berlin,West,Yes,0.08002,38,463,0.05528,0.10476
2002,Berlin,West,No,0.73532,425,463,0.69509,0.77555
2002,Berlin,East,Yes,0.07442,33,365,0.04746,0.10139
2002,Berlin,East,No,0.77899,332,365,0.73637,0.82162
2002,Brandenburg,East,Yes,0.12945,129,961,0.10822,0.15069
2002,Brandenburg,East,No,0.74321,832,961,0.71558,0.77085
2002,Mecklenburg-Western Pomerania,East,Yes,0.10948,57,517,0.08254,0.13642
2002,Mecklenburg-Western Pomerania,East,No,0.74950,460,517,0.71211,0.78688
2002,Saxony,East,Yes,0.10053,190,1648,0.08600,0.11505
2002,Saxony,East,No,0.75861,1458,1648,0.73794,0.77927
2002,Saxony-Anhalt,East,Yes,0.11827,125,971,0.09795,0.13859
2002,Saxony-Anhalt,East,No,0.76006,846,971,0.73318,0.78693
2002,Thuringa,East,Yes,0.12648,125,967,0.10552,0.14744
2002,Thuringa,East,No,0.73341,842,967,0.70553,0.76130
2003,Schleswig-Holstein,West,Yes,0.06383,36,667,0.04527,0.08240
2003,Schleswig-Holstein,West,No,0.77195,631,667,0.74008,0.80381
2003,Hamburg,West,No,0.83161,286,286,0.78817,0.87506
2003,Lower Saxony,West,Yes,0.04802,90,1907,0.03842,0.05762
2003,Lower Saxony,West,No,0.77669,1817,1907,0.75800,0.79539
2003,Bremen,West,No,0.80423,159,159,0.74236,0.86610
2003,North Rhine-Westphalia,West,Yes,0.05444,259,4666,0.04793,0.06095
2003,North Rhine-Westphalia,West,No,0.77570,4407,4666,0.76373,0.78767
2003,Hesse,West,Yes,0.04660,76,1498,0.03592,0.05727
2003,Hesse,West,No,0.76726,1422,1498,0.74586,0.78867
2003,"Rhineland-Palatinate, Saarland",West,Yes,0.04781,65,1353,0.03644,0.05918
2003,"Rhineland-Palatinate, Saarland",West,No,0.76961,1288,1353,0.74716,0.79205
2003,Baden-Wuerttemberg,West,Yes,0.03470,116,2687,0.02778,0.04162
2003,Baden-Wuerttemberg,West,No,0.77026,2571,2687,0.75436,0.78617
2003,Bavaria,West,Yes,0.03513,122,3126,0.02868,0.04159
2003,Bavaria,West,No,0.80025,3004,3126,0.78623,0.81427
2003,Berlin,West,Yes,0.10327,50,448,0.07506,0.13148
2003,Berlin,West,No,0.71876,398,448,0.67708,0.76044
2003,Berlin,East,Yes,0.10220,39,375,0.07150,0.13290
2003,Berlin,East,No,0.76219,336,375,0.71904,0.80534
2003,Brandenburg,East,Yes,0.10018,106,942,0.08099,0.11936
2003,Brandenburg,East,No,0.76956,836,942,0.74265,0.79646
2003,Mecklenburg-Western Pomerania,East,Yes,0.13846,80,526,0.10891,0.16800
2003,Mecklenburg-Western Pomerania,East,No,0.72788,446,526,0.68981,0.76595
2003,Saxony,East,Yes,0.11564,216,1611,0.10002,0.13126
2003,Saxony,East,No,0.74596,1395,1611,0.72470,0.76723
2003,Saxony-Anhalt,East,Yes,0.13982,137,934,0.11757,0.16207
2003,Saxony-Anhalt,East,No,0.73600,797,934,0.70772,0.76429
2003,Thuringa,East,Yes,0.12073,121,956,0.10007,0.14140
2003,Thuringa,East,No,0.75035,835,956,0.72290,0.77780
2004,Schleswig-Holstein,West,Yes,0.09019,54,669,0.06847,0.11192
2004,Schleswig-Holstein,West,No,0.75480,615,669,0.72218,0.78743
2004,Hamburg,West,No,0.82260,281,281,0.77785,0.86734
2004,Lower Saxony,West,Yes,0.04401,94,1885,0.03475,0.05327
2004,Lower Saxony,West,No,0.77865,1791,1885,0.75990,0.79739
2004,Bremen,West,No,0.81204,154,154,0.75013,0.87395
2004,North Rhine-Westphalia,West,Yes,0.05654,267,4543,0.04982,0.06326
2004,North Rhine-Westphalia,West,No,0.78218,4276,4543,0.77018,0.79419
2004,Hesse,West,Yes,0.04345,74,1442,0.03292,0.05397
2004,Hesse,West,No,0.75984,1368,1442,0.73778,0.78190
2004,"Rhineland-Palatinate, Saarland",West,Yes,0.06245,72,1304,0.04931,0.07559
2004,"Rhineland-Palatinate, Saarland",West,No,0.75574,1232,1304,0.73241,0.77907
2004,Baden-Wuerttemberg,West,Yes,0.03850,117,2605,0.03111,0.04589
2004,Baden-Wuerttemberg,West,No,0.77039,2488,2605,0.75423,0.78654
2004,Bavaria,West,Yes,0.04453,130,3045,0.03721,0.05186
2004,Bavaria,West,No,0.80021,2915,3045,0.78601,0.81442
2004,Berlin,West,Yes,0.10912,50,435,0.07979,0.13846
2004,Berlin,West,No,0.71106,385,435,0.66841,0.75370
2004,Berlin,East,Yes,0.11505,41,370,0.08250,0.14761
2004,Berlin,East,No,0.76649,329,370,0.72332,0.80965
2004,Brandenburg,East,Yes,0.12002,109,903,0.09881,0.14123
2004,Brandenburg,East,No,0.74944,794,903,0.72116,0.77772
2004,Mecklenburg-Western Pomerania,East,Yes,0.13157,72,511,0.10223,0.16090
2004,Mecklenburg-Western Pomerania,East,No,0.73147,439,511,0.69300,0.76993
2004,Saxony,East,Yes,0.11447,186,1571,0.09872,0.13022
2004,Saxony,East,No,0.75797,1385,1571,0.73678,0.77915
2004,Saxony-Anhalt,East,Yes,0.12716,114,923,0.10565,0.14866
2004,Saxony-Anhalt,East,No,0.75453,809,923,0.72675,0.78231
2004,Thuringa,East,Yes,0.14549,133,945,0.12300,0.16798
2004,Thuringa,East,No,0.72598,812,945,0.69753,0.75444
2005,Schleswig-Holstein,West,Yes,0.07078,49,645,0.05097,0.09059
2005,Schleswig-Holstein,West,No,0.77282,596,645,0.74046,0.80519
2005,Hamburg,West,No,0.85845,273,273,0.81702,0.89987
2005,Lower Saxony,West,Yes,0.04223,87,1783,0.03289,0.05157
2005,Lower Saxony,West,No,0.78747,1696,1783,0.76848,0.80647
2005,Bremen,West,No,0.84503,136,136,0.78399,0.90608
2005,North Rhine-Westphalia,West,Yes,0.06058,269,4360,0.05349,0.06766
2005,North Rhine-Westphalia,West,No,0.77626,4091,4360,0.76389,0.78863
2005,Hesse,West,Yes,0.04787,66,1368,0.03655,0.05918
2005,Hesse,West,No,0.77934,1302,1368,0.75735,0.80132
2005,"Rhineland-Palatinate, Saarland",West,Yes,0.06571,72,1240,0.05192,0.07951
2005,"Rhineland-Palatinate, Saarland",West,No,0.76161,1168,1240,0.73789,0.78534
2005,Baden-Wuerttemberg,West,Yes,0.04283,111,2519,0.03493,0.05074
2005,Baden-Wuerttemberg,West,No,0.77878,2408,2519,0.76256,0.79499
2005,Bavaria,West,Yes,0.05011,133,2899,0.04217,0.05806
2005,Bavaria,West,No,0.79294,2766,2899,0.77818,0.80769
2005,Berlin,West,Yes,0.12763,48,413,0.09541,0.15985
2005,Berlin,West,No,0.68820,365,413,0.64346,0.73293
2005,Berlin,East,Yes,0.08697,33,342,0.05706,0.11688
2005,Berlin,East,No,0.79142,309,342,0.74830,0.83455
2005,Brandenburg,East,Yes,0.12274,113,882,0.10107,0.14441
2005,Brandenburg,East,No,0.74005,769,882,0.71109,0.76901
2005,Mecklenburg-Western Pomerania,East,Yes,0.12246,68,502,0.09375,0.15117
2005,Mecklenburg-Western Pomerania,East,No,0.75012,434,502,0.71221,0.78803
2005,Saxony,East,Yes,0.11364,175,1524,0.09770,0.12957
2005,Saxony,East,No,0.76027,1349,1524,0.73883,0.78171
2005,Saxony-Anhalt,East,Yes,0.12280,106,896,0.10130,0.14430
2005,Saxony-Anhalt,East,No,0.76653,790,896,0.73882,0.79425
2005,Thuringa,East,Yes,0.16264,134,891,0.13839,0.18688
2005,Thuringa,East,No,0.70334,757,891,0.67333,0.73335
2006,Schleswig-Holstein,West,Yes,0.05781,44,673,0.04017,0.07546
2006,Schleswig-Holstein,West,No,0.77203,629,673,0.74031,0.80375
2006,Hamburg,West,No,0.80956,285,285,0.76389,0.85522
2006,Lower Saxony,West,Yes,0.05930,129,1962,0.04885,0.06975
2006,Lower Saxony,West,No,0.75882,1833,1962,0.73989,0.77776
2006,Bremen,West,No,0.86163,137,137,0.80360,0.91966
2006,North Rhine-Westphalia,West,Yes,0.06332,294,4548,0.05624,0.07039
2006,North Rhine-Westphalia,West,No,0.76836,4254,4548,0.75610,0.78062
2006,Hesse,West,Yes,0.04472,64,1481,0.03419,0.05525
2006,Hesse,West,No,0.76874,1417,1481,0.74726,0.79022
2006,"Rhineland-Palatinate, Saarland",West,Yes,0.06641,81,1290,0.05281,0.08000
2006,"Rhineland-Palatinate, Saarland",West,No,0.74864,1209,1290,0.72496,0.77232
2006,Baden-Wuerttemberg,West,Yes,0.04414,120,2716,0.03642,0.05187
2006,Baden-Wuerttemberg,West,No,0.77555,2596,2716,0.75986,0.79124
2006,Bavaria,West,Yes,0.05050,148,3140,0.04284,0.05816
2006,Bavaria,West,No,0.77999,2992,3140,0.76550,0.79448
2006,Berlin,West,Yes,0.12106,51,434,0.09034,0.15179
2006,Berlin,West,No,0.73288,383,434,0.69120,0.77455
2006,Berlin,East,Yes,0.10417,44,346,0.07193,0.13640
2006,Berlin,East,No,0.76923,302,346,0.72477,0.81369
2006,Brandenburg,East,Yes,0.12868,119,938,0.10724,0.15012
2006,Brandenburg,East,No,0.73186,819,938,0.70350,0.76023
2006,Mecklenburg-Western Pomerania,East,Yes,0.15616,85,549,0.12577,0.18655
2006,Mecklenburg-Western Pomerania,East,No,0.71596,464,549,0.67820,0.75372
2006,Saxony,East,Yes,0.11180,180,1581,0.09626,0.12734
2006,Saxony,East,No,0.76206,1401,1581,0.74106,0.78306
2006,Saxony-Anhalt,East,Yes,0.13670,133,913,0.11440,0.15899
2006,Saxony-Anhalt,East,No,0.72788,780,913,0.69900,0.75677
2006,Thuringa,East,Yes,0.12422,121,948,0.10321,0.14523
2006,Thuringa,East,No,0.73957,827,948,0.71162,0.76753
2007,Schleswig-Holstein,West,Yes,0.07049,41,613,0.05021,0.09076
2007,Schleswig-Holstein,West,No,0.77012,572,613,0.73678,0.80345
2007,Hamburg,West,No,0.82459,278,278,0.77980,0.86938
2007,Lower Saxony,West,Yes,0.05171,108,1826,0.04155,0.06187
2007,Lower Saxony,West,No,0.77558,1718,1826,0.75644,0.79472
2007,Bremen,West,No,0.85599,140,140,0.79762,0.91436
2007,North Rhine-Westphalia,West,Yes,0.05624,242,4203,0.04927,0.06320
2007,North Rhine-Westphalia,West,No,0.76842,3961,4203,0.75566,0.78117
2007,Hesse,West,Yes,0.04877,68,1393,0.03745,0.06008
2007,Hesse,West,No,0.76926,1325,1393,0.74712,0.79139
2007,"Rhineland-Palatinate, Saarland",West,Yes,0.06542,66,1174,0.05127,0.07957
2007,"Rhineland-Palatinate, Saarland",West,No,0.75021,1108,1174,0.72543,0.77498
2007,Baden-Wuerttemberg,West,Yes,0.04190,93,2488,0.03402,0.04977
2007,Baden-Wuerttemberg,West,No,0.77573,2395,2488,0.75934,0.79213
2007,Bavaria,West,Yes,0.03847,99,2954,0.03154,0.04541
2007,Bavaria,West,No,0.78960,2855,2954,0.77490,0.80430
2007,Berlin,West,Yes,0.11782,42,407,0.08646,0.14918
2007,Berlin,West,No,0.72932,365,407,0.68610,0.77254
2007,Berlin,East,Yes,0.11652,45,344,0.08256,0.15047
2007,Berlin,East,No,0.76462,299,344,0.71973,0.80952
2007,Brandenburg,East,Yes,0.12184,103,861,0.09998,0.14371
2007,Brandenburg,East,No,0.74624,758,861,0.71715,0.77532
2007,Mecklenburg-Western Pomerania,East,Yes,0.12511,66,509,0.09634,0.15388
2007,Mecklenburg-Western Pomerania,East,No,0.75805,443,509,0.72081,0.79529
2007,Saxony,East,Yes,0.10793,157,1516,0.09230,0.12355
2007,Saxony,East,No,0.77500,1359,1516,0.75398,0.79603
2007,Saxony-Anhalt,East,Yes,0.10767,106,871,0.08708,0.12827
2007,Saxony-Anhalt,East,No,0.75821,765,871,0.72976,0.78666
2007,Thuringa,East,Yes,0.12139,109,910,0.10016,0.14262
2007,Thuringa,East,No,0.74762,801,910,0.71938,0.77586
2008,Schleswig-Holstein,West,Yes,0.05284,31,553,0.03418,0.07150
2008,Schleswig-Holstein,West,No,0.78858,522,553,0.75452,0.82264
2008,Hamburg,West,No,0.83755,269,269,0.79339,0.88171
2008,Lower Saxony,West,Yes,0.04608,86,1740,0.03622,0.05593
2008,Lower Saxony,West,No,0.79088,1654,1740,0.77176,0.80999
2008,Bremen,West,No,0.85179,131,131,0.79071,0.91287
2008,North Rhine-Westphalia,West,Yes,0.05102,207,3928,0.04414,0.05790
2008,North Rhine-Westphalia,West,No,0.78373,3721,3928,0.77085,0.79660
2008,Hesse,West,Yes,0.03942,51,1314,0.02889,0.04994
2008,Hesse,West,No,0.77590,1263,1314,0.75335,0.79846
2008,"Rhineland-Palatinate, Saarland",West,Yes,0.05109,53,1097,0.03805,0.06412
2008,"Rhineland-Palatinate, Saarland",West,No,0.77159,1044,1097,0.74674,0.79645
2008,Baden-Wuerttemberg,West,Yes,0.02813,67,2359,0.02146,0.03481
2008,Baden-Wuerttemberg,West,No,0.79357,2292,2359,0.77724,0.80991
2008,Bavaria,West,Yes,0.03228,82,2751,0.02568,0.03889
2008,Bavaria,West,No,0.80180,2669,2751,0.78690,0.81670
2008,Berlin,West,Yes,0.11436,40,387,0.08261,0.14611
2008,Berlin,West,No,0.72862,347,387,0.68426,0.77299
2008,Berlin,East,Yes,0.13278,39,334,0.09633,0.16923
2008,Berlin,East,No,0.76795,295,334,0.72261,0.81329
2008,Brandenburg,East,Yes,0.13242,103,823,0.10925,0.15559
2008,Brandenburg,East,No,0.72899,720,823,0.69860,0.75937
2008,Mecklenburg-Western Pomerania,East,Yes,0.11082,55,490,0.08300,0.13865
2008,Mecklenburg-Western Pomerania,East,No,0.77801,435,490,0.74117,0.81484
2008,Saxony,East,Yes,0.08604,122,1433,0.07152,0.10056
2008,Saxony,East,No,0.78322,1311,1433,0.76188,0.80457
2008,Saxony-Anhalt,East,Yes,0.11224,94,815,0.09055,0.13392
2008,Saxony-Anhalt,East,No,0.76874,721,815,0.73978,0.79771
2008,Thuringa,East,Yes,0.11245,109,875,0.09151,0.13340
2008,Thuringa,East,No,0.76417,766,875,0.73602,0.79231
2009,Schleswig-Holstein,West,No,0.78834,480,480,0.75176,0.82492
2009,Hamburg,West,No,0.88173,257,257,0.84217,0.92129
2009,Lower Saxony,West,Yes,0.04215,70,1633,0.03241,0.05190
2009,Lower Saxony,West,No,0.80587,1563,1633,0.78668,0.82506
2009,Bremen,West,No,0.86308,114,114,0.79969,0.92646
2009,North Rhine-Westphalia,West,Yes,0.05812,194,3628,0.05050,0.06573
2009,North Rhine-Westphalia,West,No,0.77890,3434,3628,0.76539,0.79240
2009,Hesse,West,Yes,0.04057,50,1217,0.02948,0.05166
2009,Hesse,West,No,0.77786,1167,1217,0.75450,0.80123
2009,"Rhineland-Palatinate, Saarland",West,Yes,0.05543,51,1023,0.04140,0.06946
2009,"Rhineland-Palatinate, Saarland",West,No,0.76774,972,1023,0.74185,0.79363
2009,Baden-Wuerttemberg,West,Yes,0.02943,64,2107,0.02221,0.03665
2009,Baden-Wuerttemberg,West,No,0.79975,2043,2107,0.78266,0.81684
2009,Bavaria,West,Yes,0.03406,93,2609,0.02710,0.04102
2009,Bavaria,West,No,0.80536,2516,2609,0.79017,0.82056
2009,Berlin,West,Yes,0.09587,32,362,0.06550,0.12624
2009,Berlin,West,No,0.74654,330,362,0.70167,0.79141
2009,Berlin,East,Yes,0.09373,31,321,0.06180,0.12567
2009,Berlin,East,No,0.80327,290,321,0.75972,0.84683
2009,Brandenburg,East,Yes,0.11301,87,789,0.09091,0.13512
2009,Brandenburg,East,No,0.73877,702,789,0.70810,0.76945
2009,Mecklenburg-Western Pomerania,East,Yes,0.13360,48,470,0.10281,0.16439
2009,Mecklenburg-Western Pomerania,East,No,0.75163,422,470,0.71253,0.79074
2009,Saxony,East,Yes,0.09523,123,1369,0.07968,0.11079
2009,Saxony,East,No,0.77050,1246,1369,0.74822,0.79279
2009,Saxony-Anhalt,East,Yes,0.11933,84,769,0.09640,0.14225
2009,Saxony-Anhalt,East,No,0.76533,685,769,0.73536,0.79530
2009,Thuringa,East,Yes,0.11159,98,823,0.09006,0.13311
2009,Thuringa,East,No,0.73852,725,823,0.70848,0.76856
2010,Schleswig-Holstein,West,Yes,0.03358,72,733,0.02053,0.04663
2010,Schleswig-Holstein,West,No,0.81904,661,733,0.79115,0.84693
2010,Hamburg,West,No,0.84522,360,360,0.80781,0.88264
2010,Lower Saxony,West,Yes,0.05386,182,2186,0.04439,0.06332
2010,Lower Saxony,West,No,0.78109,2004,2186,0.76375,0.79843
2010,Bremen,West,No,0.77819,154,154,0.71235,0.84402
2010,North Rhine-Westphalia,West,Yes,0.05815,425,4983,0.05165,0.06465
2010,North Rhine-Westphalia,West,No,0.77467,4558,4983,0.76306,0.78627
2010,Hesse,West,Yes,0.04761,103,1674,0.03740,0.05781
2010,Hesse,West,No,0.77306,1571,1674,0.75299,0.79314
2010,"Rhineland-Palatinate, Saarland",West,Yes,0.06655,96,1341,0.05321,0.07990
2010,"Rhineland-Palatinate, Saarland",West,No,0.77742,1245,1341,0.75515,0.79969
2010,Baden-Wuerttemberg,West,Yes,0.03044,131,2896,0.02418,0.03670
2010,Baden-Wuerttemberg,West,No,0.79917,2765,2896,0.78457,0.81376
2010,Bavaria,West,Yes,0.04023,204,3583,0.03380,0.04667
2010,Bavaria,West,No,0.80393,3379,3583,0.79093,0.81693
2010,Berlin,West,Yes,0.10057,81,543,0.07525,0.12589
2010,Berlin,West,No,0.74674,462,543,0.71012,0.78335
2010,Berlin,East,Yes,0.08927,47,381,0.06060,0.11794
2010,Berlin,East,No,0.82245,334,381,0.78403,0.86087
2010,Brandenburg,East,Yes,0.10523,135,954,0.08575,0.12471
2010,Brandenburg,East,No,0.75941,819,954,0.73227,0.78655
2010,Mecklenburg-Western Pomerania,East,Yes,0.10286,96,592,0.07837,0.12736
2010,Mecklenburg-Western Pomerania,East,No,0.77582,496,592,0.74220,0.80944
2010,Saxony,East,Yes,0.09433,204,1678,0.08034,0.10832
2010,Saxony,East,No,0.77880,1474,1678,0.75894,0.79867
2010,Saxony-Anhalt,East,Yes,0.11161,136,910,0.09114,0.13208
2010,Saxony-Anhalt,East,No,0.77167,774,910,0.74438,0.79896
2010,Thuringa,East,Yes,0.10515,108,955,0.08568,0.12461
2010,Thuringa,East,No,0.77331,847,955,0.74675,0.79988
2011,Schleswig-Holstein,West,Yes,0.04380,94,984,0.03100,0.05659
2011,Schleswig-Holstein,West,No,0.79296,890,984,0.76763,0.81829
2011,Hamburg,West,No,0.85405,411,411,0.81987,0.88822
2011,Lower Saxony,West,Yes,0.04165,178,2636,0.03402,0.04928
2011,Lower Saxony,West,No,0.79086,2458,2636,0.77533,0.80639
2011,Bremen,West,No,0.75614,167,167,0.69081,0.82146
2011,North Rhine-Westphalia,West,Yes,0.04764,396,5720,0.04212,0.05316
2011,North Rhine-Westphalia,West,No,0.78490,5324,5720,0.77425,0.79555
2011,Hesse,West,Yes,0.04616,116,1966,0.03688,0.05544
2011,Hesse,West,No,0.76172,1850,1966,0.74289,0.78056
2011,"Rhineland-Palatinate, Saarland",West,Yes,0.04708,91,1612,0.03674,0.05743
2011,"Rhineland-Palatinate, Saarland",West,No,0.78081,1521,1612,0.76061,0.80101
2011,Baden-Wuerttemberg,West,Yes,0.02242,139,3532,0.01754,0.02731
2011,Baden-Wuerttemberg,West,No,0.80091,3393,3532,0.78774,0.81408
2011,Bavaria,West,Yes,0.02659,183,4435,0.02186,0.03133
2011,Bavaria,West,No,0.81644,4252,4435,0.80505,0.82784
2011,Berlin,West,Yes,0.09455,69,554,0.07016,0.11893
2011,Berlin,West,No,0.75713,485,554,0.72139,0.79287
2011,Berlin,East,Yes,0.07488,45,464,0.05090,0.09885
2011,Berlin,East,No,0.81154,419,464,0.77591,0.84716
2011,Brandenburg,East,Yes,0.11121,157,1143,0.09297,0.12944
2011,Brandenburg,East,No,0.75602,986,1143,0.73111,0.78093
2011,Mecklenburg-Western Pomerania,East,Yes,0.10099,110,658,0.07795,0.12403
2011,Mecklenburg-Western Pomerania,East,No,0.76897,548,658,0.73673,0.80120
2011,Saxony,East,Yes,0.08428,200,1839,0.07158,0.09698
2011,Saxony,East,No,0.77292,1639,1839,0.75376,0.79207
2011,Saxony-Anhalt,East,Yes,0.09014,156,1101,0.07322,0.10707
2011,Saxony-Anhalt,East,No,0.77433,945,1101,0.74962,0.79903
2011,Thuringa,East,Yes,0.10233,123,1106,0.08446,0.12020
2011,Thuringa,East,No,0.77284,983,1106,0.74814,0.79755
2012,Schleswig-Holstein,West,Yes,0.04081,73,985,0.02845,0.05317
2012,Schleswig-Holstein,West,No,0.80225,912,985,0.77737,0.82714
2012,Hamburg,West,No,0.83309,415,415,0.79717,0.86901
2012,Lower Saxony,West,Yes,0.04733,181,2567,0.03912,0.05555
2012,Lower Saxony,West,No,0.79103,2386,2567,0.77530,0.80677
2012,Bremen,West,No,0.77976,174,174,0.71801,0.84151
2012,North Rhine-Westphalia,West,Yes,0.04856,371,5535,0.04290,0.05423
2012,North Rhine-Westphalia,West,No,0.78581,5164,5535,0.77500,0.79662
2012,Hesse,West,Yes,0.03439,91,1905,0.02620,0.04257
2012,Hesse,West,No,0.77543,1814,1905,0.75668,0.79417
2012,"Rhineland-Palatinate, Saarland",West,Yes,0.04202,93,1570,0.03209,0.05194
2012,"Rhineland-Palatinate, Saarland",West,No,0.79420,1477,1570,0.77420,0.81421
2012,Baden-Wuerttemberg,West,Yes,0.02644,123,3337,0.02100,0.03189
2012,Baden-Wuerttemberg,West,No,0.79850,3214,3337,0.78489,0.81211
2012,Bavaria,West,Yes,0.03154,173,4356,0.02635,0.03673
2012,Bavaria,West,No,0.81210,4183,4356,0.80049,0.82370
2012,Berlin,West,Yes,0.08574,65,573,0.06279,0.10868
2012,Berlin,West,No,0.75812,508,573,0.72302,0.79321
2012,Berlin,East,Yes,0.06596,45,469,0.04347,0.08844
2012,Berlin,East,No,0.80034,424,469,0.76412,0.83656
2012,Brandenburg,East,Yes,0.11701,156,1098,0.09799,0.13603
2012,Brandenburg,East,No,0.74892,942,1098,0.72326,0.77458
2012,Mecklenburg-Western Pomerania,East,Yes,0.11027,92,641,0.08600,0.13454
2012,Mecklenburg-Western Pomerania,East,No,0.75503,549,641,0.72171,0.78835
2012,Saxony,East,Yes,0.07491,204,1847,0.06290,0.08691
2012,Saxony,East,No,0.78627,1643,1847,0.76757,0.80497
2012,Saxony-Anhalt,East,Yes,0.11408,141,1038,0.09473,0.13343
2012,Saxony-Anhalt,East,No,0.75445,897,1038,0.72825,0.78065
2012,Thuringa,East,Yes,0.10053,113,1079,0.08258,0.11848
2012,Thuringa,East,No,0.76897,966,1079,0.74381,0.79413
2013,Schleswig-Holstein,West,Yes,0.05660,111,1080,0.04282,0.07039
2013,Schleswig-Holstein,West,No,0.78501,969,1080,0.76049,0.80952
2013,Hamburg,West,Yes,0.03478,43,564,0.01964,0.04991
2013,Hamburg,West,No,0.84318,521,564,0.81314,0.87321
2013,Lower Saxony,West,Yes,0.05107,260,2899,0.04305,0.05908
2013,Lower Saxony,West,No,0.79358,2639,2899,0.77884,0.80831
2013,Bremen,West,Yes,0.10637,42,242,0.06744,0.14529
2013,Bremen,West,No,0.73526,200,242,0.67956,0.79096
2013,North Rhine-Westphalia,West,Yes,0.05505,538,6422,0.04947,0.06063
2013,North Rhine-Westphalia,West,No,0.77580,5884,6422,0.76560,0.78600
2013,Hesse,West,Yes,0.04404,155,2202,0.03547,0.05261
2013,Hesse,West,No,0.78552,2047,2202,0.76837,0.80267
2013,"Rhineland-Palatinate, Saarland",West,Yes,0.03449,109,1771,0.02599,0.04299
2013,"Rhineland-Palatinate, Saarland",West,No,0.80025,1662,1771,0.78162,0.81887
2013,Baden-Wuerttemberg,West,Yes,0.02622,174,3780,0.02113,0.03132
2013,Baden-Wuerttemberg,West,No,0.80445,3606,3780,0.79181,0.81710
2013,Bavaria,West,Yes,0.03172,249,4865,0.02679,0.03664
2013,Bavaria,West,No,0.80877,4616,4865,0.79772,0.81982
2013,Berlin,West,Yes,0.11106,109,691,0.08761,0.13450
2013,Berlin,West,No,0.72823,582,691,0.69503,0.76142
2013,Berlin,East,Yes,0.06823,42,478,0.04560,0.09086
2013,Berlin,East,No,0.80842,436,478,0.77311,0.84374
2013,Brandenburg,East,Yes,0.10942,155,1124,0.09116,0.12768
2013,Brandenburg,East,No,0.75276,969,1124,0.72753,0.77799
2013,Mecklenburg-Western Pomerania,East,Yes,0.08241,81,604,0.06047,0.10436
2013,Mecklenburg-Western Pomerania,East,No,0.77732,523,604,0.74411,0.81053
2013,Saxony,East,Yes,0.07243,182,1785,0.06040,0.08446
2013,Saxony,East,No,0.79297,1603,1785,0.77416,0.81177
2013,Saxony-Anhalt,East,Yes,0.10616,165,1074,0.08773,0.12459
2013,Saxony-Anhalt,East,No,0.76955,909,1074,0.74436,0.79475
2013,Thuringa,East,Yes,0.08595,108,1042,0.06892,0.10297
2013,Thuringa,East,No,0.78509,934,1042,0.76014,0.81004
2014,Schleswig-Holstein,West,Yes,0.04197,76,927,0.02906,0.05489
2014,Schleswig-Holstein,West,No,0.81192,851,927,0.78675,0.83709
2014,Hamburg,West,No,0.83188,423,423,0.79620,0.86756
2014,Lower Saxony,West,Yes,0.04397,205,2606,0.03609,0.05184
2014,Lower Saxony,West,No,0.79999,2401,2606,0.78462,0.81535
2014,Bremen,West,No,0.75785,185,185,0.69596,0.81975
2014,North Rhine-Westphalia,West,Yes,0.05117,432,5639,0.04541,0.05692
