year,bula_h,plj0047,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.39899,347,682,0.36222,0.43577
1996,"Rhineland-Palatinate, Saarland",Not concerned at all,0.15853,137,682,0.13110,0.18596
1996,Baden-Wuerttemberg,Very concerned,0.23213,517,1688,0.21199,0.25228
1996,Baden-Wuerttemberg,Somewhat concerned,0.42640,907,1688,0.40280,0.45000
1996,Baden-Wuerttemberg,Not concerned at all,0.13150,264,1688,0.11538,0.14763
1996,Bavaria,Very concerned,0.26420,521,1634,0.24281,0.28558
1996,Bavaria,Somewhat concerned,0.41952,859,1634,0.39559,0.44346
1996,Bavaria,Not concerned at all,0.12523,254,1634,0.10918,0.14129
1996,Berlin,Very concerned,0.24134,167,534,0.20501,0.27767
1996,Berlin,Somewhat concerned,0.36642,246,534,0.32552,0.40733
1996,Berlin,Not concerned at all,0.20728,121,534,0.17286,0.24169
1996,Brandenburg,Very concerned,0.21656,148,593,0.18338,0.24974
1996,Brandenburg,Somewhat concerned,0.44229,320,593,0.40228,0.48230
1996,Brandenburg,Not concerned at all,0.16400,125,593,0.13417,0.19382
1996,Mecklenburg-Western Pomerania,Very concerned,0.19314,98,389,0.15386,0.23242
1996,Mecklenburg-Western Pomerania,Somewhat concerned,0.47297,220,389,0.42329,0.52265
1996,Mecklenburg-Western Pomerania,Not concerned at all,0.13807,71,389,0.10374,0.17240
1996,Saxony,Very concerned,0.20578,270,1094,0.18181,0.22975
1996,Saxony,Somewhat concerned,0.42713,592,1094,0.39780,0.45646
1996,Saxony,Not concerned at all,0.18345,232,1094,0.16050,0.20639
1996,Saxony-Anhalt,Very concerned,0.25627,199,667,0.22311,0.28942
1996,Saxony-Anhalt,Somewhat concerned,0.42950,354,667,0.39190,0.46709
1996,Saxony-Anhalt,Not concerned at all,0.15725,114,667,0.12960,0.18490
1996,Thuringa,Very concerned,0.24401,188,651,0.21100,0.27703
1996,Thuringa,Somewhat concerned,0.39977,337,651,0.36211,0.43743
1996,Thuringa,Not concerned at all,0.16134,126,651,0.13306,0.18962
1997,Schleswig-Holstein,Very concerned,0.21835,69,264,0.16842,0.26828
1997,Schleswig-Holstein,Somewhat concerned,0.35326,125,264,0.29550,0.41103
1997,Schleswig-Holstein,Not concerned at all,0.20754,70,264,0.15853,0.25656
1997,Hamburg,Very concerned,0.22598,35,93,0.14052,0.31145
1997,Hamburg,Somewhat concerned,0.38663,58,93,0.28712,0.48614
1997,Lower Saxony,Very concerned,0.25605,319,1024,0.22930,0.28279
1997,Lower Saxony,Somewhat concerned,0.40575,547,1024,0.37565,0.43584
1997,Lower Saxony,Not concerned at all,0.13777,158,1024,0.11665,0.15889
1997,Bremen,Very concerned,0.37980,40,73,0.26769,0.49191
1997,Bremen,Somewhat concerned,0.32467,33,73,0.21651,0.43283
1997,North Rhine-Westphalia,Very concerned,0.25233,814,2486,0.23525,0.26940
1997,North Rhine-Westphalia,Somewhat concerned,0.45152,1336,2486,0.43195,0.47108
1997,North Rhine-Westphalia,Not concerned at all,0.11089,336,2486,0.09855,0.12324
1997,Hesse,Very concerned,0.27199,259,837,0.24183,0.30216
1997,Hesse,Somewhat concerned,0.38191,426,837,0.34898,0.41485
1997,Hesse,Not concerned at all,0.16661,152,837,0.14135,0.19187
1997,"Rhineland-Palatinate, Saarland",Very concerned,0.20523,188,702,0.17533,0.23513
1997,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.37564,328,702,0.33979,0.41149
1997,"Rhineland-Palatinate, Saarland",Not concerned at all,0.21793,186,702,0.18736,0.24849
1997,Baden-Wuerttemberg,Very concerned,0.25882,568,1691,0.23794,0.27970
1997,Baden-Wuerttemberg,Somewhat concerned,0.40304,839,1691,0.37965,0.42643
1997,Baden-Wuerttemberg,Not concerned at all,0.13227,284,1691,0.11612,0.14842
1997,Bavaria,Very concerned,0.26112,497,1612,0.23967,0.28256
1997,Bavaria,Somewhat concerned,0.41150,845,1612,0.38746,0.43553
1997,Bavaria,Not concerned at all,0.14120,270,1612,0.12419,0.15820
1997,Berlin,Very concerned,0.24709,158,504,0.20940,0.28478
1997,Berlin,Somewhat concerned,0.41254,254,504,0.36952,0.45557
1997,Berlin,Not concerned at all,0.15802,92,504,0.12614,0.18989
1997,Brandenburg,Very concerned,0.22126,159,589,0.18771,0.25481
1997,Brandenburg,Somewhat concerned,0.44301,313,589,0.40286,0.48316
1997,Brandenburg,Not concerned at all,0.16624,117,589,0.13615,0.19634
1997,Mecklenburg-Western Pomerania,Very concerned,0.23905,104,384,0.19633,0.28176
1997,Mecklenburg-Western Pomerania,Somewhat concerned,0.43067,199,384,0.38108,0.48027
1997,Mecklenburg-Western Pomerania,Not concerned at all,0.15686,81,384,0.12044,0.19329
1997,Saxony,Very concerned,0.21334,287,1076,0.18885,0.23783
1997,Saxony,Somewhat concerned,0.43976,561,1076,0.41009,0.46944
1997,Saxony,Not concerned at all,0.16752,228,1076,0.14520,0.18985
1997,Saxony-Anhalt,Very concerned,0.25405,191,658,0.22076,0.28734
1997,Saxony-Anhalt,Somewhat concerned,0.42577,332,658,0.38796,0.46358
1997,Saxony-Anhalt,Not concerned at all,0.17369,135,658,0.14472,0.20266
1997,Thuringa,Very concerned,0.23205,183,660,0.19982,0.26428
1997,Thuringa,Somewhat concerned,0.42484,349,660,0.38710,0.46259
1997,Thuringa,Not concerned at all,0.14343,128,660,0.11667,0.17019
1998,Schleswig-Holstein,Very concerned,0.20345,83,339,0.16053,0.24636
1998,Schleswig-Holstein,Somewhat concerned,0.35775,158,339,0.30665,0.40885
1998,Schleswig-Holstein,Not concerned at all,0.22194,98,339,0.17763,0.26624
1998,Hamburg,Somewhat concerned,0.41032,77,116,0.32042,0.50023
1998,Hamburg,Not concerned at all,0.25536,39,116,0.17566,0.33506
1998,Lower Saxony,Very concerned,0.27176,398,1177,0.24633,0.29719
1998,Lower Saxony,Somewhat concerned,0.39952,606,1177,0.37152,0.42751
1998,Lower Saxony,Not concerned at all,0.12162,173,1177,0.10293,0.14030
1998,Bremen,Very concerned,0.40184,42,85,0.29699,0.50668
1998,Bremen,Somewhat concerned,0.36798,43,85,0.26485,0.47111
1998,North Rhine-Westphalia,Very concerned,0.25647,904,2785,0.24025,0.27269
1998,North Rhine-Westphalia,Somewhat concerned,0.42279,1452,2785,0.40443,0.44114
1998,North Rhine-Westphalia,Not concerned at all,0.12369,429,2785,0.11146,0.13592
1998,Hesse,Very concerned,0.27341,322,936,0.24484,0.30198
1998,Hesse,Somewhat concerned,0.38411,425,936,0.35294,0.41529
1998,Hesse,Not concerned at all,0.15870,189,936,0.13528,0.18212
1998,"Rhineland-Palatinate, Saarland",Very concerned,0.23217,224,796,0.20282,0.26152
1998,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.42384,415,796,0.38949,0.45819
1998,"Rhineland-Palatinate, Saarland",Not concerned at all,0.15607,157,796,0.13084,0.18130
1998,Baden-Wuerttemberg,Very concerned,0.24089,511,1794,0.22109,0.26068
1998,Baden-Wuerttemberg,Somewhat concerned,0.42165,955,1794,0.39879,0.44451
1998,Baden-Wuerttemberg,Not concerned at all,0.13823,328,1794,0.12225,0.15420
1998,Bavaria,Very concerned,0.25800,583,1830,0.23795,0.27805
1998,Bavaria,Somewhat concerned,0.40822,951,1830,0.38569,0.43074
1998,Bavaria,Not concerned at all,0.14014,296,1830,0.12424,0.15605
1998,Berlin,Very concerned,0.25078,181,513,0.21323,0.28833
1998,Berlin,Somewhat concerned,0.35610,224,513,0.31462,0.39758
1998,Berlin,Not concerned at all,0.19304,108,513,0.15885,0.22722
1998,Brandenburg,Very concerned,0.27165,171,614,0.23644,0.30686
1998,Brandenburg,Somewhat concerned,0.37387,293,614,0.33557,0.41217
1998,Brandenburg,Not concerned at all,0.19101,150,614,0.15989,0.22213
1998,Mecklenburg-Western Pomerania,Very concerned,0.20301,94,403,0.16369,0.24233
1998,Mecklenburg-Western Pomerania,Somewhat concerned,0.45686,238,403,0.40816,0.50555
1998,Mecklenburg-Western Pomerania,Not concerned at all,0.14885,71,403,0.11406,0.18365
1998,Saxony,Very concerned,0.20966,309,1160,0.18622,0.23309
1998,Saxony,Somewhat concerned,0.41197,571,1160,0.38363,0.44031
1998,Saxony,Not concerned at all,0.19387,280,1160,0.17111,0.21663
1998,Saxony-Anhalt,Very concerned,0.25027,184,681,0.21771,0.28283
1998,Saxony-Anhalt,Somewhat concerned,0.41251,329,681,0.37551,0.44951
1998,Saxony-Anhalt,Not concerned at all,0.18820,168,681,0.15882,0.21758
1998,Thuringa,Very concerned,0.25450,210,722,0.22271,0.28630
1998,Thuringa,Somewhat concerned,0.42022,384,722,0.38419,0.45625
1998,Thuringa,Not concerned at all,0.12888,128,722,0.10442,0.15333
1999,Schleswig-Holstein,Very concerned,0.18690,74,321,0.14419,0.22961
1999,Schleswig-Holstein,Somewhat concerned,0.46772,189,321,0.41306,0.52239
1999,Schleswig-Holstein,Not concerned at all,0.14156,58,321,0.10337,0.17976
1999,Hamburg,Very concerned,0.29637,43,120,0.21432,0.37841
1999,Hamburg,Somewhat concerned,0.42763,77,120,0.33874,0.51652
1999,Lower Saxony,Very concerned,0.28556,403,1160,0.25956,0.31157
1999,Lower Saxony,Somewhat concerned,0.40567,602,1160,0.37740,0.43394
1999,Lower Saxony,Not concerned at all,0.12271,155,1160,0.10382,0.14160
1999,Bremen,Very concerned,0.39010,41,83,0.28452,0.49567
1999,Bremen,Somewhat concerned,0.41586,42,83,0.30918,0.52254
1999,North Rhine-Westphalia,Very concerned,0.25812,855,2677,0.24154,0.27470
1999,North Rhine-Westphalia,Somewhat concerned,0.44727,1466,2677,0.42843,0.46611
1999,North Rhine-Westphalia,Not concerned at all,0.11071,356,2677,0.09882,0.12260
1999,Hesse,Very concerned,0.21246,246,890,0.18558,0.23935
1999,Hesse,Somewhat concerned,0.45359,492,890,0.42086,0.48631
1999,Hesse,Not concerned at all,0.15787,152,890,0.13390,0.18184
1999,"Rhineland-Palatinate, Saarland",Very concerned,0.21155,202,767,0.18263,0.24047
1999,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.44423,407,767,0.40904,0.47942
1999,"Rhineland-Palatinate, Saarland",Not concerned at all,0.16509,158,767,0.13880,0.19139
1999,Baden-Wuerttemberg,Very concerned,0.26023,545,1720,0.23948,0.28097
1999,Baden-Wuerttemberg,Somewhat concerned,0.43121,923,1720,0.40779,0.45462
1999,Baden-Wuerttemberg,Not concerned at all,0.11363,252,1720,0.09863,0.12864
1999,Bavaria,Very concerned,0.20547,445,1787,0.18673,0.22421
1999,Bavaria,Somewhat concerned,0.46254,1000,1787,0.43942,0.48567
1999,Bavaria,Not concerned at all,0.15902,342,1787,0.14206,0.17598
1999,Berlin,Very concerned,0.29190,187,513,0.25252,0.33128
1999,Berlin,Somewhat concerned,0.41963,263,513,0.37688,0.46238
1999,Berlin,Not concerned at all,0.10848,63,513,0.08154,0.13542
1999,Brandenburg,Very concerned,0.26503,179,593,0.22947,0.30058
1999,Brandenburg,Somewhat concerned,0.47757,340,593,0.43733,0.51781
1999,Brandenburg,Not concerned at all,0.09499,74,593,0.07137,0.11861
1999,Mecklenburg-Western Pomerania,Very concerned,0.22190,96,399,0.18107,0.26272
1999,Mecklenburg-Western Pomerania,Somewhat concerned,0.51258,255,399,0.46347,0.56169
1999,Mecklenburg-Western Pomerania,Not concerned at all,0.09758,48,399,0.06843,0.12674
1999,Saxony,Very concerned,0.25963,340,1150,0.23428,0.28498
1999,Saxony,Somewhat concerned,0.45417,644,1150,0.42538,0.48296
1999,Saxony,Not concerned at all,0.13213,166,1150,0.11255,0.15171
1999,Saxony-Anhalt,Very concerned,0.27120,213,689,0.23798,0.30442
1999,Saxony-Anhalt,Somewhat concerned,0.46520,368,689,0.42793,0.50247
1999,Saxony-Anhalt,Not concerned at all,0.14329,108,689,0.11711,0.16947
1999,Thuringa,Very concerned,0.22486,189,718,0.19430,0.25542
1999,Thuringa,Somewhat concerned,0.48481,442,718,0.44822,0.52139
1999,Thuringa,Not concerned at all,0.10817,87,718,0.08544,0.13091
2000,Schleswig-Holstein,Very concerned,0.18890,154,698,0.15984,0.21796
2000,Schleswig-Holstein,Somewhat concerned,0.40978,342,698,0.37327,0.44629
2000,Schleswig-Holstein,Not concerned at all,0.21865,202,698,0.18796,0.24933
2000,Hamburg,Very concerned,0.35255,121,268,0.29524,0.40986
2000,Hamburg,Somewhat concerned,0.40711,147,268,0.34818,0.46605
2000,Lower Saxony,Very concerned,0.27468,682,2009,0.25516,0.29420
2000,Lower Saxony,Somewhat concerned,0.39902,1021,2009,0.37760,0.42043
2000,Lower Saxony,Not concerned at all,0.12990,306,2009,0.11519,0.14460
2000,Bremen,Very concerned,0.37042,77,186,0.30083,0.44001
2000,Bremen,Somewhat concerned,0.33211,78,186,0.26424,0.39997
2000,Bremen,Not concerned at all,0.14736,31,186,0.09628,0.19844
2000,North Rhine-Westphalia,Very concerned,0.28763,1777,5076,0.27517,0.30008
2000,North Rhine-Westphalia,Somewhat concerned,0.40394,2532,5076,0.39044,0.41744
2000,North Rhine-Westphalia,Not concerned at all,0.12827,767,5076,0.11907,0.13747
2000,Hesse,Very concerned,0.24794,517,1656,0.22714,0.26874
2000,Hesse,Somewhat concerned,0.38840,806,1656,0.36492,0.41188
2000,Hesse,Not concerned at all,0.17783,333,1656,0.15940,0.19625
2000,"Rhineland-Palatinate, Saarland",Very concerned,0.21838,399,1449,0.19710,0.23966
2000,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.37853,715,1449,0.35355,0.40351
2000,"Rhineland-Palatinate, Saarland",Not concerned at all,0.19763,335,1449,0.17711,0.21814
2000,Baden-Wuerttemberg,Very concerned,0.23360,851,2908,0.21821,0.24898
2000,Baden-Wuerttemberg,Somewhat concerned,0.41147,1507,2908,0.39358,0.42936
2000,Baden-Wuerttemberg,Not concerned at all,0.14474,550,2908,0.13195,0.15753
2000,Bavaria,Very concerned,0.21926,881,3340,0.20522,0.23329
2000,Bavaria,Somewhat concerned,0.43356,1777,3340,0.41675,0.45037
2000,Bavaria,Not concerned at all,0.17290,682,3340,0.16007,0.18573
2000,Berlin,Very concerned,0.37408,364,805,0.34064,0.40753
2000,Berlin,Somewhat concerned,0.34160,355,805,0.30882,0.37438
2000,Berlin,Not concerned at all,0.09031,86,805,0.07050,0.11012
2000,Brandenburg,Very concerned,0.31257,360,1006,0.28392,0.34123
2000,Brandenburg,Somewhat concerned,0.40904,494,1006,0.37864,0.43943
2000,Brandenburg,Not concerned at all,0.13103,152,1006,0.11017,0.15190
2000,Mecklenburg-Western Pomerania,Very concerned,0.24599,160,560,0.21029,0.28169
2000,Mecklenburg-Western Pomerania,Somewhat concerned,0.46059,314,560,0.41927,0.50191
2000,Mecklenburg-Western Pomerania,Not concerned at all,0.13346,86,560,0.10527,0.16165
2000,Saxony,Very concerned,0.23921,521,1759,0.21927,0.25916
2000,Saxony,Somewhat concerned,0.45604,970,1759,0.43276,0.47932
2000,Saxony,Not concerned at all,0.13422,268,1759,0.11829,0.15016
2000,Saxony-Anhalt,Very concerned,0.27658,343,1048,0.24949,0.30367
2000,Saxony-Anhalt,Somewhat concerned,0.43982,540,1048,0.40976,0.46989
2000,Saxony-Anhalt,Not concerned at all,0.14585,165,1048,0.12447,0.16723
2000,Thuringa,Very concerned,0.24063,290,1045,0.21470,0.26657
2000,Thuringa,Somewhat concerned,0.46517,596,1045,0.43492,0.49543
2000,Thuringa,Not concerned at all,0.13697,159,1045,0.11612,0.15783
2001,Schleswig-Holstein,Very concerned,0.21586,164,635,0.18383,0.24788
2001,Schleswig-Holstein,Somewhat concerned,0.36806,264,635,0.33052,0.40560
2001,Schleswig-Holstein,Not concerned at all,0.22614,207,635,0.19358,0.25871
2001,Hamburg,Very concerned,0.33529,111,241,0.27556,0.39502
2001,Hamburg,Somewhat concerned,0.42027,130,241,0.35782,0.48272
2001,Lower Saxony,Very concerned,0.28965,675,1837,0.26890,0.31040
2001,Lower Saxony,Somewhat concerned,0.39755,913,1837,0.37517,0.41994
2001,Lower Saxony,Not concerned at all,0.11619,249,1837,0.10153,0.13085
2001,Bremen,Very concerned,0.45933,81,144,0.37765,0.54101
2001,Bremen,Somewhat concerned,0.33028,63,144,0.25319,0.40736
2001,North Rhine-Westphalia,Very concerned,0.30767,1785,4594,0.29432,0.32102
2001,North Rhine-Westphalia,Somewhat concerned,0.39437,2213,4594,0.38024,0.40851
2001,North Rhine-Westphalia,Not concerned at all,0.11451,596,4594,0.10530,0.12372
2001,Hesse,Very concerned,0.29524,537,1471,0.27192,0.31855
2001,Hesse,Somewhat concerned,0.38483,707,1471,0.35996,0.40971
2001,Hesse,Not concerned at all,0.13145,227,1471,0.11418,0.14872
2001,"Rhineland-Palatinate, Saarland",Very concerned,0.23025,406,1341,0.20771,0.25279
2001,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.37601,647,1341,0.35007,0.40194
2001,"Rhineland-Palatinate, Saarland",Not concerned at all,0.18165,288,1341,0.16101,0.20230
2001,Baden-Wuerttemberg,Very concerned,0.24567,807,2556,0.22897,0.26236
2001,Baden-Wuerttemberg,Somewhat concerned,0.39305,1264,2556,0.37411,0.41199
2001,Baden-Wuerttemberg,Not concerned at all,0.14838,485,2556,0.13459,0.16216
2001,Bavaria,Very concerned,0.24493,893,2995,0.22953,0.26034
2001,Bavaria,Somewhat concerned,0.42933,1568,2995,0.41160,0.44706
2001,Bavaria,Not concerned at all,0.15372,534,2995,0.14080,0.16664
2001,Berlin,Very concerned,0.39968,391,785,0.36539,0.43397
2001,Berlin,Somewhat concerned,0.34775,326,785,0.31441,0.38109
2001,Berlin,Not concerned at all,0.06162,68,785,0.04479,0.07846
2001,Brandenburg,Very concerned,0.36665,385,950,0.33599,0.39731
2001,Brandenburg,Somewhat concerned,0.38307,442,950,0.35214,0.41400
2001,Brandenburg,Not concerned at all,0.10824,123,950,0.08847,0.12800
2001,Mecklenburg-Western Pomerania,Very concerned,0.36871,222,509,0.32675,0.41066
2001,Mecklenburg-Western Pomerania,Somewhat concerned,0.37702,233,509,0.33488,0.41917
2001,Mecklenburg-Western Pomerania,Not concerned at all,0.10328,54,509,0.07681,0.12974
2001,Saxony,Very concerned,0.29605,599,1626,0.27385,0.31825
2001,Saxony,Somewhat concerned,0.40273,783,1626,0.37888,0.42657
2001,Saxony,Not concerned at all,0.14180,244,1626,0.12484,0.15876
2001,Saxony-Anhalt,Very concerned,0.31535,377,991,0.28640,0.34429
2001,Saxony-Anhalt,Somewhat concerned,0.42105,481,991,0.39030,0.45181
2001,Saxony-Anhalt,Not concerned at all,0.12858,133,991,0.10773,0.14943
2001,Thuringa,Very concerned,0.32865,376,957,0.29887,0.35842
2001,Thuringa,Somewhat concerned,0.39738,459,957,0.36636,0.42840
2001,Thuringa,Not concerned at all,0.13078,122,957,0.10941,0.15216
2002,Schleswig-Holstein,Very concerned,0.18718,140,714,0.15855,0.21581
2002,Schleswig-Holstein,Somewhat concerned,0.39245,332,714,0.35661,0.42829
2002,Schleswig-Holstein,Not concerned at all,0.24386,242,714,0.21234,0.27538
2002,Hamburg,Very concerned,0.21126,84,324,0.16674,0.25578
2002,Hamburg,Somewhat concerned,0.54200,203,324,0.48766,0.59634
2002,Hamburg,Not concerned at all,0.12021,37,324,0.08474,0.15568
2002,Lower Saxony,Very concerned,0.22117,555,1970,0.20284,0.23950
2002,Lower Saxony,Somewhat concerned,0.45376,1110,1970,0.43177,0.47575
2002,Lower Saxony,Not concerned at all,0.13637,305,1970,0.12121,0.15153
2002,Bremen,Very concerned,0.34998,68,148,0.27288,0.42709
2002,Bremen,Somewhat concerned,0.38032,80,148,0.30184,0.45880
2002,North Rhine-Westphalia,Very concerned,0.23866,1416,4819,0.22663,0.25070
2002,North Rhine-Westphalia,Somewhat concerned,0.44965,2628,4819,0.43560,0.46370
2002,North Rhine-Westphalia,Not concerned at all,0.13601,775,4819,0.12633,0.14569
2002,Hesse,Very concerned,0.20671,404,1624,0.18701,0.22641
2002,Hesse,Somewhat concerned,0.43394,921,1624,0.40983,0.45805
2002,Hesse,Not concerned at all,0.16068,299,1624,0.14281,0.17855
2002,"Rhineland-Palatinate, Saarland",Very concerned,0.19458,345,1361,0.17354,0.21562
2002,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.38627,675,1361,0.36039,0.41215
2002,"Rhineland-Palatinate, Saarland",Not concerned at all,0.20773,341,1361,0.18617,0.22929
2002,Baden-Wuerttemberg,Very concerned,0.22737,736,2777,0.21178,0.24297
2002,Baden-Wuerttemberg,Somewhat concerned,0.43466,1528,2777,0.41622,0.45310
2002,Baden-Wuerttemberg,Not concerned at all,0.13886,513,2777,0.12599,0.15172
2002,Bavaria,Very concerned,0.19899,817,3238,0.18524,0.21275
2002,Bavaria,Somewhat concerned,0.47790,1848,3238,0.46069,0.49511
2002,Bavaria,Not concerned at all,0.15075,573,3238,0.13842,0.16307
2002,Berlin,Very concerned,0.32176,327,819,0.28975,0.35377
2002,Berlin,Somewhat concerned,0.38774,386,819,0.35435,0.42113
2002,Berlin,Not concerned at all,0.10863,106,819,0.08731,0.12996
2002,Brandenburg,Very concerned,0.27657,303,952,0.24814,0.30500
