year,age_gr,migback,plj0047,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,30-45 y.,Direct migration background,Somewhat concerned,0.46791,414,819,0.43372,0.50211
1997,30-45 y.,Direct migration background,Not concerned at all,0.18900,120,819,0.16217,0.21583
1997,30-45 y.,Indirect migration background,Somewhat concerned,0.63146,38,38,0.47601,0.78690
1997,46-65 y.,No migration background,Very concerned,0.29351,868,2868,0.27684,0.31017
1997,46-65 y.,No migration background,Somewhat concerned,0.51548,1482,2868,0.49718,0.53377
1997,46-65 y.,No migration background,Not concerned at all,0.17542,518,2868,0.16150,0.18934
1997,46-65 y.,Direct migration background,Very concerned,0.34045,335,928,0.30994,0.37095
1997,46-65 y.,Direct migration background,Somewhat concerned,0.48816,456,928,0.45599,0.52034
1997,46-65 y.,Direct migration background,Not concerned at all,0.15444,137,928,0.13118,0.17771
1997,66 and older,No migration background,Very concerned,0.30292,405,1313,0.27806,0.32779
1997,66 and older,No migration background,Somewhat concerned,0.47145,655,1313,0.44444,0.49847
1997,66 and older,No migration background,Not concerned at all,0.19690,253,1313,0.17538,0.21842
1997,66 and older,Direct migration background,Very concerned,0.34954,72,229,0.28765,0.41144
1997,66 and older,Direct migration background,Somewhat concerned,0.42781,105,229,0.36359,0.49203
1997,66 and older,Direct migration background,Not concerned at all,0.19555,52,229,0.14407,0.24703
1998,17-29 y.,No migration background,Very concerned,0.27986,623,2197,0.26108,0.29863
1998,17-29 y.,No migration background,Somewhat concerned,0.48970,1114,2197,0.46879,0.51061
1998,17-29 y.,No migration background,Not concerned at all,0.20322,460,2197,0.18639,0.22005
1998,17-29 y.,Direct migration background,Very concerned,0.32395,146,429,0.27962,0.36829
1998,17-29 y.,Direct migration background,Somewhat concerned,0.48041,219,429,0.43307,0.52774
1998,17-29 y.,Direct migration background,Not concerned at all,0.17111,64,429,0.13543,0.20679
1998,17-29 y.,Indirect migration background,Very concerned,0.35131,163,482,0.30864,0.39397
1998,17-29 y.,Indirect migration background,Somewhat concerned,0.48091,252,482,0.43625,0.52556
1998,17-29 y.,Indirect migration background,Not concerned at all,0.16357,67,482,0.13051,0.19662
1998,30-45 y.,No migration background,Very concerned,0.27073,1020,3907,0.25679,0.28466
1998,30-45 y.,No migration background,Somewhat concerned,0.52783,2093,3907,0.51218,0.54349
1998,30-45 y.,No migration background,Not concerned at all,0.18691,794,3907,0.17469,0.19914
1998,30-45 y.,Direct migration background,Very concerned,0.35295,268,776,0.31930,0.38659
1998,30-45 y.,Direct migration background,Somewhat concerned,0.49252,395,776,0.45732,0.52772
1998,30-45 y.,Direct migration background,Not concerned at all,0.13986,113,776,0.11544,0.16428
1998,30-45 y.,Indirect migration background,Somewhat concerned,0.56682,50,50,0.42808,0.70557
1998,46-65 y.,No migration background,Very concerned,0.30172,1045,3381,0.28624,0.31719
1998,46-65 y.,No migration background,Somewhat concerned,0.49522,1702,3381,0.47836,0.51208
1998,46-65 y.,No migration background,Not concerned at all,0.17970,634,3381,0.16676,0.19265
1998,46-65 y.,Direct migration background,Very concerned,0.38892,360,916,0.35733,0.42051
1998,46-65 y.,Direct migration background,Somewhat concerned,0.42638,406,916,0.39434,0.45842
1998,46-65 y.,Direct migration background,Not concerned at all,0.16569,150,916,0.14160,0.18978
1998,66 and older,No migration background,Very concerned,0.31487,512,1555,0.29178,0.33796
1998,66 and older,No migration background,Somewhat concerned,0.47824,768,1555,0.45340,0.50307
1998,66 and older,No migration background,Not concerned at all,0.17274,275,1555,0.15394,0.19153
1998,66 and older,Direct migration background,Very concerned,0.34778,73,240,0.28740,0.40816
1998,66 and older,Direct migration background,Somewhat concerned,0.39667,112,240,0.33465,0.45869
1998,66 and older,Direct migration background,Not concerned at all,0.22040,55,240,0.16785,0.27296
1999,17-29 y.,No migration background,Very concerned,0.30633,621,2118,0.28670,0.32597
1999,17-29 y.,No migration background,Somewhat concerned,0.53222,1169,2118,0.51097,0.55348
1999,17-29 y.,No migration background,Not concerned at all,0.15788,328,2118,0.14235,0.17341
1999,17-29 y.,Direct migration background,Very concerned,0.32123,122,368,0.27346,0.36901
1999,17-29 y.,Direct migration background,Somewhat concerned,0.48457,181,368,0.43344,0.53570
1999,17-29 y.,Direct migration background,Not concerned at all,0.19419,65,368,0.15372,0.23467
1999,17-29 y.,Indirect migration background,Very concerned,0.37318,170,478,0.32978,0.41659
1999,17-29 y.,Indirect migration background,Somewhat concerned,0.47134,237,478,0.42654,0.51614
1999,17-29 y.,Indirect migration background,Not concerned at all,0.14569,71,478,0.11403,0.17735
1999,30-45 y.,No migration background,Very concerned,0.30920,1151,3862,0.29462,0.32378
1999,30-45 y.,No migration background,Somewhat concerned,0.56452,2230,3862,0.54888,0.58016
1999,30-45 y.,No migration background,Not concerned at all,0.12276,481,3862,0.11241,0.13311
1999,30-45 y.,Direct migration background,Very concerned,0.33495,250,737,0.30085,0.36904
1999,30-45 y.,Direct migration background,Somewhat concerned,0.51903,383,737,0.48294,0.55513
1999,30-45 y.,Direct migration background,Not concerned at all,0.14127,104,737,0.11611,0.16643
1999,30-45 y.,Indirect migration background,Very concerned,0.34495,36,90,0.24619,0.44371
1999,30-45 y.,Indirect migration background,Somewhat concerned,0.57429,54,90,0.47156,0.67702
1999,46-65 y.,No migration background,Very concerned,0.30256,969,3304,0.28689,0.31823
1999,46-65 y.,No migration background,Somewhat concerned,0.55317,1889,3304,0.53622,0.57013
1999,46-65 y.,No migration background,Not concerned at all,0.13764,446,3304,0.12589,0.14939
1999,46-65 y.,Direct migration background,Very concerned,0.33794,278,844,0.30601,0.36987
1999,46-65 y.,Direct migration background,Somewhat concerned,0.47579,408,844,0.44208,0.50951
1999,46-65 y.,Direct migration background,Not concerned at all,0.17667,158,844,0.15093,0.20242
1999,66 and older,No migration background,Very concerned,0.23483,385,1529,0.21358,0.25609
1999,66 and older,No migration background,Somewhat concerned,0.53723,833,1529,0.51223,0.56223
1999,66 and older,No migration background,Not concerned at all,0.21526,311,1529,0.19465,0.23586
1999,66 and older,Direct migration background,Very concerned,0.26027,65,247,0.20543,0.31510
1999,66 and older,Direct migration background,Somewhat concerned,0.46522,115,247,0.40289,0.52756
1999,66 and older,Direct migration background,Not concerned at all,0.26318,67,247,0.20815,0.31821
2000,17-29 y.,No migration background,Very concerned,0.31626,1045,3339,0.30048,0.33204
2000,17-29 y.,No migration background,Somewhat concerned,0.50369,1717,3339,0.48673,0.52065
2000,17-29 y.,No migration background,Not concerned at all,0.16777,577,3339,0.15510,0.18045
2000,17-29 y.,Direct migration background,Very concerned,0.30681,168,584,0.26938,0.34425
2000,17-29 y.,Direct migration background,Somewhat concerned,0.44317,283,584,0.40284,0.48349
2000,17-29 y.,Direct migration background,Not concerned at all,0.23988,133,584,0.20522,0.27454
2000,17-29 y.,Indirect migration background,Very concerned,0.34908,215,602,0.31097,0.38719
2000,17-29 y.,Indirect migration background,Somewhat concerned,0.44312,272,602,0.40341,0.48284
2000,17-29 y.,Indirect migration background,Not concerned at all,0.18690,115,602,0.15573,0.21807
2000,30-45 y.,No migration background,Very concerned,0.34536,2268,6776,0.33404,0.35669
2000,30-45 y.,No migration background,Somewhat concerned,0.51774,3627,6776,0.50584,0.52963
2000,30-45 y.,No migration background,Not concerned at all,0.12851,881,6776,0.12054,0.13648
2000,30-45 y.,Direct migration background,Very concerned,0.35354,400,1162,0.32604,0.38104
2000,30-45 y.,Direct migration background,Somewhat concerned,0.44591,537,1162,0.41732,0.47450
2000,30-45 y.,Direct migration background,Not concerned at all,0.18647,225,1162,0.16407,0.20888
2000,30-45 y.,Indirect migration background,Very concerned,0.39642,53,130,0.31201,0.48083
2000,30-45 y.,Indirect migration background,Somewhat concerned,0.42297,77,130,0.33772,0.50823
2000,46-65 y.,No migration background,Very concerned,0.33464,2132,6493,0.32316,0.34611
2000,46-65 y.,No migration background,Somewhat concerned,0.49382,3321,6493,0.48166,0.50598
2000,46-65 y.,No migration background,Not concerned at all,0.16174,1040,6493,0.15279,0.17070
2000,46-65 y.,Direct migration background,Very concerned,0.33662,375,1163,0.30945,0.36379
2000,46-65 y.,Direct migration background,Somewhat concerned,0.46274,556,1163,0.43408,0.49141
2000,46-65 y.,Direct migration background,Not concerned at all,0.18111,232,1163,0.15896,0.20325
2000,66 and older,No migration background,Very concerned,0.21939,739,3166,0.20498,0.23381
2000,66 and older,No migration background,Somewhat concerned,0.49629,1618,3166,0.47887,0.51371
2000,66 and older,No migration background,Not concerned at all,0.26279,809,3166,0.24745,0.27812
2000,66 and older,Direct migration background,Very concerned,0.23139,87,351,0.18721,0.27558
2000,66 and older,Direct migration background,Somewhat concerned,0.47400,162,351,0.42169,0.52631
2000,66 and older,Direct migration background,Not concerned at all,0.28473,102,351,0.23745,0.33201
2001,17-29 y.,No migration background,Very concerned,0.36678,1139,3028,0.34962,0.38395
2001,17-29 y.,No migration background,Somewhat concerned,0.46980,1443,3028,0.45202,0.48758
2001,17-29 y.,No migration background,Not concerned at all,0.15330,446,3028,0.14046,0.16613
2001,17-29 y.,Direct migration background,Very concerned,0.34204,169,497,0.30029,0.38379
2001,17-29 y.,Direct migration background,Somewhat concerned,0.41803,227,497,0.37463,0.46144
2001,17-29 y.,Direct migration background,Not concerned at all,0.23993,101,497,0.20235,0.27751
2001,17-29 y.,Indirect migration background,Very concerned,0.42506,224,543,0.38345,0.46668
2001,17-29 y.,Indirect migration background,Somewhat concerned,0.40102,222,543,0.35976,0.44228
2001,17-29 y.,Indirect migration background,Not concerned at all,0.16538,97,543,0.13410,0.19666
2001,30-45 y.,No migration background,Very concerned,0.37022,2286,6057,0.35806,0.38238
2001,30-45 y.,No migration background,Somewhat concerned,0.50538,3081,6057,0.49279,0.51797
2001,30-45 y.,No migration background,Not concerned at all,0.11243,690,6057,0.10447,0.12039
2001,30-45 y.,Direct migration background,Very concerned,0.38330,392,1030,0.35359,0.41301
2001,30-45 y.,Direct migration background,Somewhat concerned,0.44293,466,1030,0.41258,0.47328
2001,30-45 y.,Direct migration background,Not concerned at all,0.15769,172,1030,0.13542,0.17996
2001,30-45 y.,Indirect migration background,Very concerned,0.44965,69,142,0.36754,0.53176
2001,30-45 y.,Indirect migration background,Somewhat concerned,0.40347,73,142,0.32249,0.48445
2001,46-65 y.,No migration background,Very concerned,0.36607,2211,5946,0.35382,0.37831
2001,46-65 y.,No migration background,Somewhat concerned,0.46876,2863,5946,0.45607,0.48144
2001,46-65 y.,No migration background,Not concerned at all,0.14934,872,5946,0.14028,0.15840
2001,46-65 y.,Direct migration background,Very concerned,0.31662,339,1028,0.28817,0.34507
2001,46-65 y.,Direct migration background,Somewhat concerned,0.47348,483,1028,0.44294,0.50402
2001,46-65 y.,Direct migration background,Not concerned at all,0.18818,206,1028,0.16428,0.21209
2001,66 and older,No migration background,Very concerned,0.26593,859,3000,0.25011,0.28174
2001,66 and older,No migration background,Somewhat concerned,0.48401,1461,3000,0.46612,0.50190
2001,66 and older,No migration background,Not concerned at all,0.23233,680,3000,0.21722,0.24745
2001,66 and older,Direct migration background,Very concerned,0.34456,106,332,0.29337,0.39576
2001,66 and older,Direct migration background,Somewhat concerned,0.44176,150,332,0.38826,0.49526
2001,66 and older,Direct migration background,Not concerned at all,0.20513,76,332,0.16163,0.24863
2002,17-29 y.,No migration background,Very concerned,0.28361,903,3154,0.26787,0.29934
2002,17-29 y.,No migration background,Somewhat concerned,0.50855,1649,3154,0.49110,0.52600
2002,17-29 y.,No migration background,Not concerned at all,0.19748,602,3154,0.18359,0.21138
2002,17-29 y.,Direct migration background,Very concerned,0.26071,112,437,0.21950,0.30192
2002,17-29 y.,Direct migration background,Somewhat concerned,0.46895,217,437,0.42210,0.51579
2002,17-29 y.,Direct migration background,Not concerned at all,0.26504,108,437,0.22361,0.30647
2002,17-29 y.,Indirect migration background,Very concerned,0.28203,150,520,0.24332,0.32075
2002,17-29 y.,Indirect migration background,Somewhat concerned,0.53982,265,520,0.49694,0.58270
2002,17-29 y.,Indirect migration background,Not concerned at all,0.17222,105,520,0.13974,0.20470
2002,30-45 y.,No migration background,Very concerned,0.28692,1790,6240,0.27570,0.29815
2002,30-45 y.,No migration background,Somewhat concerned,0.56599,3576,6240,0.55370,0.57829
2002,30-45 y.,No migration background,Not concerned at all,0.13863,874,6240,0.13006,0.14721
2002,30-45 y.,Direct migration background,Very concerned,0.31864,276,960,0.28915,0.34813
2002,30-45 y.,Direct migration background,Somewhat concerned,0.49460,503,960,0.46296,0.52625
2002,30-45 y.,Direct migration background,Not concerned at all,0.17283,181,960,0.14890,0.19676
2002,30-45 y.,Indirect migration background,Very concerned,0.39159,60,187,0.32144,0.46174
2002,30-45 y.,Indirect migration background,Somewhat concerned,0.44037,96,187,0.36902,0.51171
2002,30-45 y.,Indirect migration background,Not concerned at all,0.15886,31,187,0.10632,0.21139
2002,46-65 y.,No migration background,Very concerned,0.28033,1945,6735,0.26960,0.29106
2002,46-65 y.,No migration background,Somewhat concerned,0.55506,3781,6735,0.54319,0.56693
2002,46-65 y.,No migration background,Not concerned at all,0.15706,1009,6735,0.14837,0.16575
2002,46-65 y.,Direct migration background,Very concerned,0.26441,278,1026,0.23741,0.29141
2002,46-65 y.,Direct migration background,Somewhat concerned,0.51853,538,1026,0.48794,0.54912
2002,46-65 y.,Direct migration background,Not concerned at all,0.20140,210,1026,0.17685,0.22595
2002,66 and older,No migration background,Very concerned,0.24331,797,3192,0.22842,0.25820
2002,66 and older,No migration background,Somewhat concerned,0.51290,1664,3192,0.49556,0.53024
2002,66 and older,No migration background,Not concerned at all,0.23171,731,3192,0.21707,0.24635
2002,66 and older,Direct migration background,Very concerned,0.26632,78,341,0.21933,0.31331
2002,66 and older,Direct migration background,Somewhat concerned,0.48545,180,341,0.43233,0.53858
2002,66 and older,Direct migration background,Not concerned at all,0.22530,83,341,0.18089,0.26971
2003,17-29 y.,No migration background,Very concerned,0.21415,658,3105,0.19972,0.22858
2003,17-29 y.,No migration background,Somewhat concerned,0.53642,1727,3105,0.51888,0.55397
2003,17-29 y.,No migration background,Not concerned at all,0.23975,720,3105,0.22473,0.25477
2003,17-29 y.,Direct migration background,Very concerned,0.22619,78,376,0.18385,0.26854
2003,17-29 y.,Direct migration background,Somewhat concerned,0.44344,175,376,0.39316,0.49372
2003,17-29 y.,Direct migration background,Not concerned at all,0.32155,123,376,0.27428,0.36883
2003,17-29 y.,Indirect migration background,Very concerned,0.26858,129,497,0.22957,0.30758
2003,17-29 y.,Indirect migration background,Somewhat concerned,0.46355,231,497,0.41966,0.50744
2003,17-29 y.,Indirect migration background,Not concerned at all,0.25128,137,497,0.21311,0.28945
2003,30-45 y.,No migration background,Very concerned,0.23172,1318,5792,0.22086,0.24259
2003,30-45 y.,No migration background,Somewhat concerned,0.58463,3435,5792,0.57194,0.59733
2003,30-45 y.,No migration background,Not concerned at all,0.17527,1039,5792,0.16548,0.18507
2003,30-45 y.,Direct migration background,Very concerned,0.28259,227,878,0.25279,0.31239
2003,30-45 y.,Direct migration background,Somewhat concerned,0.47380,430,878,0.44075,0.50685
2003,30-45 y.,Direct migration background,Not concerned at all,0.22435,221,878,0.19674,0.25196
2003,30-45 y.,Indirect migration background,Very concerned,0.21111,41,210,0.15578,0.26643
2003,30-45 y.,Indirect migration background,Somewhat concerned,0.57244,127,210,0.50536,0.63951
2003,30-45 y.,Indirect migration background,Not concerned at all,0.20807,42,210,0.15304,0.26311
2003,46-65 y.,No migration background,Very concerned,0.24359,1554,6478,0.23313,0.25404
2003,46-65 y.,No migration background,Somewhat concerned,0.55709,3722,6478,0.54500,0.56919
2003,46-65 y.,No migration background,Not concerned at all,0.18816,1202,6478,0.17864,0.19768
2003,46-65 y.,Direct migration background,Very concerned,0.22921,210,979,0.20287,0.25556
2003,46-65 y.,Direct migration background,Somewhat concerned,0.51778,510,979,0.48646,0.54910
2003,46-65 y.,Direct migration background,Not concerned at all,0.24318,259,979,0.21629,0.27007
2003,66 and older,No migration background,Very concerned,0.19534,661,3235,0.18168,0.20901
2003,66 and older,No migration background,Somewhat concerned,0.52177,1711,3235,0.50456,0.53899
2003,66 and older,No migration background,Not concerned at all,0.26624,863,3235,0.25101,0.28148
2003,66 and older,Direct migration background,Very concerned,0.22038,69,350,0.17689,0.26387
2003,66 and older,Direct migration background,Somewhat concerned,0.46363,178,350,0.41132,0.51595
2003,66 and older,Direct migration background,Not concerned at all,0.29040,103,350,0.24277,0.33802
2004,17-29 y.,No migration background,Very concerned,0.21825,696,3048,0.20359,0.23292
2004,17-29 y.,No migration background,Somewhat concerned,0.51469,1608,3048,0.49694,0.53243
2004,17-29 y.,No migration background,Not concerned at all,0.25750,744,3048,0.24198,0.27303
2004,17-29 y.,Direct migration background,Very concerned,0.26311,92,368,0.21806,0.30816
2004,17-29 y.,Direct migration background,Somewhat concerned,0.43691,180,368,0.38616,0.48766
2004,17-29 y.,Direct migration background,Not concerned at all,0.28138,96,368,0.23537,0.32738
2004,17-29 y.,Indirect migration background,Very concerned,0.25873,137,507,0.22057,0.29689
2004,17-29 y.,Indirect migration background,Somewhat concerned,0.47917,238,507,0.43565,0.52270
2004,17-29 y.,Indirect migration background,Not concerned at all,0.24315,132,507,0.20577,0.28052
2004,30-45 y.,No migration background,Very concerned,0.24846,1313,5432,0.23697,0.25996
2004,30-45 y.,No migration background,Somewhat concerned,0.56137,3102,5432,0.54817,0.57457
2004,30-45 y.,No migration background,Not concerned at all,0.18327,1017,5432,0.17298,0.19356
2004,30-45 y.,Direct migration background,Very concerned,0.28473,217,836,0.25412,0.31534
2004,30-45 y.,Direct migration background,Somewhat concerned,0.50394,438,836,0.47003,0.53785
2004,30-45 y.,Direct migration background,Not concerned at all,0.20156,181,836,0.17435,0.22877
2004,30-45 y.,Indirect migration background,Very concerned,0.17413,42,218,0.12367,0.22458
2004,30-45 y.,Indirect migration background,Somewhat concerned,0.61670,134,218,0.55201,0.68139
2004,30-45 y.,Indirect migration background,Not concerned at all,0.19267,42,218,0.14019,0.24515
2004,46-65 y.,No migration background,Very concerned,0.24493,1524,6317,0.23432,0.25553
2004,46-65 y.,No migration background,Somewhat concerned,0.53944,3555,6317,0.52715,0.55173
2004,46-65 y.,No migration background,Not concerned at all,0.20408,1238,6317,0.19414,0.21402
2004,46-65 y.,Direct migration background,Very concerned,0.23189,199,933,0.20480,0.25899
2004,46-65 y.,Direct migration background,Somewhat concerned,0.51135,500,933,0.47926,0.54345
2004,46-65 y.,Direct migration background,Not concerned at all,0.23372,234,933,0.20655,0.26089
2004,66 and older,No migration background,Very concerned,0.19625,674,3334,0.18277,0.20974
2004,66 and older,No migration background,Somewhat concerned,0.52664,1788,3334,0.50969,0.54359
2004,66 and older,No migration background,Not concerned at all,0.25900,872,3334,0.24412,0.27387
2004,66 and older,Direct migration background,Very concerned,0.20280,74,349,0.16056,0.24505
2004,66 and older,Direct migration background,Somewhat concerned,0.42036,157,349,0.36850,0.47223
2004,66 and older,Direct migration background,Not concerned at all,0.32650,118,349,0.27723,0.37576
2005,17-29 y.,No migration background,Very concerned,0.29612,879,2977,0.27971,0.31252
2005,17-29 y.,No migration background,Somewhat concerned,0.49188,1504,2977,0.47392,0.50984
2005,17-29 y.,No migration background,Not concerned at all,0.20392,594,2977,0.18944,0.21839
2005,17-29 y.,Direct migration background,Very concerned,0.31992,83,314,0.26825,0.37160
2005,17-29 y.,Direct migration background,Somewhat concerned,0.42311,146,314,0.36838,0.47784
2005,17-29 y.,Direct migration background,Not concerned at all,0.25144,85,314,0.20338,0.29950
2005,17-29 y.,Indirect migration background,Very concerned,0.35097,156,513,0.30962,0.39231
2005,17-29 y.,Indirect migration background,Somewhat concerned,0.44160,241,513,0.39859,0.48461
2005,17-29 y.,Indirect migration background,Not concerned at all,0.19585,116,513,0.16147,0.23022
2005,30-45 y.,No migration background,Very concerned,0.30694,1494,5017,0.29418,0.31971
2005,30-45 y.,No migration background,Somewhat concerned,0.51861,2708,5017,0.50478,0.53243
2005,30-45 y.,No migration background,Not concerned at all,0.16428,815,5017,0.15403,0.17454
