year,age_gr,bula_h,plj0047,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1993,17-29 y.,Hesse,Somewhat concerned,0.05767,46,78,0.00560,0.10974
1993,17-29 y.,Baden-Wuerttemberg,Very concerned,0.06914,109,210,0.03475,0.10354
1993,17-29 y.,Baden-Wuerttemberg,Somewhat concerned,0.07832,101,210,0.04189,0.11474
1993,17-29 y.,Bavaria,Very concerned,0.06439,60,102,0.01652,0.11225
1993,17-29 y.,Bavaria,Somewhat concerned,0.02951,42,102,-0.00349,0.06252
1993,30-45 y.,North Rhine-Westphalia,Very concerned,0.04134,82,146,0.00893,0.07374
1993,30-45 y.,North Rhine-Westphalia,Somewhat concerned,0.02741,64,146,0.00084,0.05399
1993,30-45 y.,Hesse,Somewhat concerned,0.06941,58,58,0.00343,0.13539
1993,30-45 y.,Baden-Wuerttemberg,Very concerned,0.06218,86,157,0.02428,0.10007
1993,30-45 y.,Baden-Wuerttemberg,Somewhat concerned,0.05096,71,157,0.01645,0.08547
1993,30-45 y.,Bavaria,Very concerned,0.02954,35,35,-0.02737,0.08645
1993,46-65 y.,Lower Saxony,Very concerned,0.03508,32,32,-0.02969,0.09984
1993,46-65 y.,North Rhine-Westphalia,Very concerned,0.05599,103,172,0.02153,0.09045
1993,46-65 y.,North Rhine-Westphalia,Somewhat concerned,0.03256,69,172,0.00596,0.05916
1993,46-65 y.,Hesse,Somewhat concerned,0.04230,48,48,-0.01524,0.09984
1993,46-65 y.,Baden-Wuerttemberg,Very concerned,0.04803,86,177,0.01644,0.07963
1993,46-65 y.,Baden-Wuerttemberg,Somewhat concerned,0.06193,91,177,0.02632,0.09754
1993,46-65 y.,Bavaria,Very concerned,0.03394,42,88,-0.00411,0.07199
1993,46-65 y.,Bavaria,Somewhat concerned,0.03036,46,88,-0.00569,0.06641
1994,17-29 y.,Lower Saxony,Very concerned,0.06393,34,34,-0.01954,0.14740
1994,17-29 y.,North Rhine-Westphalia,Very concerned,0.09805,139,205,0.05724,0.13886
1994,17-29 y.,North Rhine-Westphalia,Somewhat concerned,0.04736,66,205,0.01821,0.07651
1994,17-29 y.,Hesse,Very concerned,0.06876,39,79,0.01260,0.12491
1994,17-29 y.,Hesse,Somewhat concerned,0.07825,40,79,0.01865,0.13785
1994,17-29 y.,Baden-Wuerttemberg,Very concerned,0.08516,102,206,0.04695,0.12337
1994,17-29 y.,Baden-Wuerttemberg,Somewhat concerned,0.07579,104,206,0.03956,0.11202
1994,17-29 y.,Bavaria,Very concerned,0.05387,40,94,0.00798,0.09975
1994,17-29 y.,Bavaria,Somewhat concerned,0.05570,54,94,0.00909,0.10231
1994,30-45 y.,North Rhine-Westphalia,Very concerned,0.04555,82,129,0.00943,0.08168
1994,30-45 y.,North Rhine-Westphalia,Somewhat concerned,0.02197,47,129,-0.00342,0.04737
1994,30-45 y.,Hesse,Very concerned,0.05404,36,89,0.00680,0.10128
1994,30-45 y.,Hesse,Somewhat concerned,0.07283,53,89,0.01854,0.12713
1994,30-45 y.,Baden-Wuerttemberg,Very concerned,0.07378,80,160,0.03314,0.11441
1994,30-45 y.,Baden-Wuerttemberg,Somewhat concerned,0.06195,80,160,0.02448,0.09942
1994,30-45 y.,Bavaria,Somewhat concerned,0.02312,34,34,-0.02816,0.07440
1994,46-65 y.,North Rhine-Westphalia,Very concerned,0.05853,101,170,0.02314,0.09392
1994,46-65 y.,North Rhine-Westphalia,Somewhat concerned,0.03669,69,170,0.00834,0.06503
1994,46-65 y.,Hesse,Very concerned,0.04732,35,70,-0.00278,0.09741
1994,46-65 y.,Hesse,Somewhat concerned,0.03991,35,70,-0.00628,0.08610
1994,46-65 y.,Baden-Wuerttemberg,Very concerned,0.05381,72,168,0.01959,0.08804
1994,46-65 y.,Baden-Wuerttemberg,Somewhat concerned,0.06345,96,168,0.02648,0.10042
1994,46-65 y.,Bavaria,Very concerned,0.02933,34,89,-0.00592,0.06458
1994,46-65 y.,Bavaria,Somewhat concerned,0.04496,55,89,0.00166,0.08825
1995,17-29 y.,Lower Saxony,Somewhat concerned,0.04790,32,32,-0.02728,0.12308
1995,17-29 y.,North Rhine-Westphalia,Very concerned,0.06359,100,172,0.02701,0.10016
1995,17-29 y.,North Rhine-Westphalia,Somewhat concerned,0.03878,72,172,0.00984,0.06771
1995,17-29 y.,Hesse,Somewhat concerned,0.05157,38,38,-0.01969,0.12283
1995,17-29 y.,Baden-Wuerttemberg,Very concerned,0.07375,100,186,0.03608,0.11141
1995,17-29 y.,Baden-Wuerttemberg,Somewhat concerned,0.05537,86,186,0.02242,0.08833
1995,17-29 y.,Bavaria,Very concerned,0.04147,36,90,0.00005,0.08289
1995,17-29 y.,Bavaria,Somewhat concerned,0.04085,54,90,-0.00027,0.08198
1995,30-45 y.,North Rhine-Westphalia,Very concerned,0.03277,74,124,0.00131,0.06423
1995,30-45 y.,North Rhine-Westphalia,Somewhat concerned,0.01663,50,124,-0.00597,0.03923
1995,30-45 y.,Hesse,Somewhat concerned,0.03650,42,42,-0.02090,0.09390
1995,30-45 y.,Baden-Wuerttemberg,Very concerned,0.04354,61,140,0.00961,0.07746
1995,30-45 y.,Baden-Wuerttemberg,Somewhat concerned,0.04716,79,140,0.01192,0.08240
1995,30-45 y.,Bavaria,Somewhat concerned,0.02260,35,35,-0.02736,0.07256
1995,46-65 y.,North Rhine-Westphalia,Very concerned,0.04176,90,156,0.01027,0.07325
1995,46-65 y.,North Rhine-Westphalia,Somewhat concerned,0.02589,66,156,0.00089,0.05089
1995,46-65 y.,Hesse,Somewhat concerned,0.04040,44,44,-0.01845,0.09925
1995,46-65 y.,Baden-Wuerttemberg,Very concerned,0.04102,67,198,0.01332,0.06872
1995,46-65 y.,Baden-Wuerttemberg,Somewhat concerned,0.05034,98,198,0.01981,0.08087
1995,46-65 y.,Baden-Wuerttemberg,Not concerned at all,0.01705,33,198,-0.00103,0.03513
1995,46-65 y.,Bavaria,Very concerned,0.02295,35,84,-0.00927,0.05517
1995,46-65 y.,Bavaria,Somewhat concerned,0.03172,49,84,-0.00598,0.06943
1996,17-29 y.,Schleswig-Holstein,Somewhat concerned,0.51041,39,39,0.35147,0.66935
1996,17-29 y.,Lower Saxony,Very concerned,0.31000,75,218,0.24846,0.37154
1996,17-29 y.,Lower Saxony,Somewhat concerned,0.56927,143,218,0.50339,0.63516
1996,17-29 y.,North Rhine-Westphalia,Very concerned,0.28005,200,636,0.24512,0.31497
1996,17-29 y.,North Rhine-Westphalia,Somewhat concerned,0.56557,361,636,0.52701,0.60412
1996,17-29 y.,North Rhine-Westphalia,Not concerned at all,0.13242,75,636,0.10606,0.15879
1996,17-29 y.,Hesse,Very concerned,0.31941,64,172,0.24953,0.38929
1996,17-29 y.,Hesse,Somewhat concerned,0.52517,108,172,0.45032,0.60002
1996,17-29 y.,"Rhineland-Palatinate, Saarland",Very concerned,0.31018,46,155,0.23712,0.38324
1996,17-29 y.,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.46163,74,155,0.38289,0.54037
1996,17-29 y.,"Rhineland-Palatinate, Saarland",Not concerned at all,0.21015,35,155,0.14581,0.27450
1996,17-29 y.,Baden-Wuerttemberg,Very concerned,0.35451,154,461,0.31080,0.39823
1996,17-29 y.,Baden-Wuerttemberg,Somewhat concerned,0.51344,241,461,0.46776,0.55911
1996,17-29 y.,Baden-Wuerttemberg,Not concerned at all,0.11906,66,461,0.08947,0.14866
1996,17-29 y.,Bavaria,Very concerned,0.31207,142,418,0.26760,0.35654
1996,17-29 y.,Bavaria,Somewhat concerned,0.50692,208,418,0.45893,0.55491
1996,17-29 y.,Bavaria,Not concerned at all,0.17888,68,418,0.14209,0.21566
1996,17-29 y.,Berlin,Very concerned,0.24504,36,87,0.15413,0.33594
1996,17-29 y.,Berlin,Somewhat concerned,0.45633,51,87,0.35106,0.56160
1996,17-29 y.,Brandenburg,Very concerned,0.33910,43,114,0.25181,0.42639
1996,17-29 y.,Brandenburg,Somewhat concerned,0.50617,71,114,0.41398,0.59835
1996,17-29 y.,Mecklenburg-Western Pomerania,Somewhat concerned,0.60136,54,54,0.46954,0.73318
1996,17-29 y.,Saxony,Very concerned,0.23944,54,246,0.18600,0.29287
1996,17-29 y.,Saxony,Somewhat concerned,0.55163,144,246,0.48936,0.61391
1996,17-29 y.,Saxony,Not concerned at all,0.20285,48,246,0.15249,0.25320
1996,17-29 y.,Saxony-Anhalt,Very concerned,0.32430,54,125,0.24190,0.40669
1996,17-29 y.,Saxony-Anhalt,Somewhat concerned,0.48667,71,125,0.39870,0.57465
1996,17-29 y.,Thuringa,Very concerned,0.33942,46,118,0.25362,0.42522
1996,17-29 y.,Thuringa,Somewhat concerned,0.46430,72,118,0.37393,0.55467
1996,30-45 y.,Schleswig-Holstein,Somewhat concerned,0.46909,42,42,0.31633,0.62185
1996,30-45 y.,Lower Saxony,Very concerned,0.28726,106,356,0.24019,0.33433
1996,30-45 y.,Lower Saxony,Somewhat concerned,0.53344,202,356,0.48154,0.58533
1996,30-45 y.,Lower Saxony,Not concerned at all,0.16783,48,356,0.12896,0.20671
1996,30-45 y.,North Rhine-Westphalia,Very concerned,0.25531,250,867,0.22627,0.28435
1996,30-45 y.,North Rhine-Westphalia,Somewhat concerned,0.60962,502,867,0.57713,0.64212
1996,30-45 y.,North Rhine-Westphalia,Not concerned at all,0.12198,115,867,0.10018,0.14378
1996,30-45 y.,Hesse,Very concerned,0.29263,94,304,0.24140,0.34386
1996,30-45 y.,Hesse,Somewhat concerned,0.46075,153,304,0.40462,0.51687
1996,30-45 y.,Hesse,Not concerned at all,0.24613,57,304,0.19763,0.29463
1996,30-45 y.,"Rhineland-Palatinate, Saarland",Very concerned,0.24012,67,253,0.18738,0.29286
1996,30-45 y.,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.58430,145,253,0.52345,0.64515
1996,30-45 y.,"Rhineland-Palatinate, Saarland",Not concerned at all,0.12685,41,253,0.08576,0.16794
1996,30-45 y.,Baden-Wuerttemberg,Very concerned,0.25623,162,567,0.22026,0.29219
1996,30-45 y.,Baden-Wuerttemberg,Somewhat concerned,0.55889,312,567,0.51798,0.59980
1996,30-45 y.,Baden-Wuerttemberg,Not concerned at all,0.17962,93,567,0.14800,0.21125
1996,30-45 y.,Bavaria,Very concerned,0.29286,169,563,0.25523,0.33048
1996,30-45 y.,Bavaria,Somewhat concerned,0.55129,309,563,0.51017,0.59241
1996,30-45 y.,Bavaria,Not concerned at all,0.14217,85,563,0.11330,0.17105
1996,30-45 y.,Berlin,Very concerned,0.37551,63,181,0.30476,0.44625
1996,30-45 y.,Berlin,Somewhat concerned,0.45255,87,181,0.37983,0.52526
1996,30-45 y.,Berlin,Not concerned at all,0.16156,31,181,0.10779,0.21532
1996,30-45 y.,Brandenburg,Very concerned,0.22705,46,208,0.16998,0.28412
1996,30-45 y.,Brandenburg,Somewhat concerned,0.56165,118,208,0.49406,0.62925
1996,30-45 y.,Brandenburg,Not concerned at all,0.19202,44,208,0.13836,0.24568
1996,30-45 y.,Mecklenburg-Western Pomerania,Somewhat concerned,0.56688,72,72,0.45162,0.68214
1996,30-45 y.,Saxony,Very concerned,0.21377,80,370,0.17194,0.25560
1996,30-45 y.,Saxony,Somewhat concerned,0.54568,202,370,0.49488,0.59649
1996,30-45 y.,Saxony,Not concerned at all,0.23519,88,370,0.19191,0.27846
1996,30-45 y.,Saxony-Anhalt,Very concerned,0.24251,52,213,0.18482,0.30021
1996,30-45 y.,Saxony-Anhalt,Somewhat concerned,0.61129,129,213,0.54567,0.67691
1996,30-45 y.,Saxony-Anhalt,Not concerned at all,0.13772,32,213,0.09133,0.18411
1996,30-45 y.,Thuringa,Very concerned,0.26943,61,237,0.21282,0.32603
1996,30-45 y.,Thuringa,Somewhat concerned,0.51550,126,237,0.45174,0.57926
1996,30-45 y.,Thuringa,Not concerned at all,0.21086,50,237,0.15882,0.26291
1996,46-65 y.,Schleswig-Holstein,Very concerned,0.38986,34,72,0.27641,0.50331
1996,46-65 y.,Schleswig-Holstein,Somewhat concerned,0.42645,38,72,0.31141,0.54149
1996,46-65 y.,Lower Saxony,Very concerned,0.32485,100,304,0.27212,0.37758
1996,46-65 y.,Lower Saxony,Somewhat concerned,0.50065,161,304,0.44435,0.55695
1996,46-65 y.,Lower Saxony,Not concerned at all,0.12929,43,304,0.09151,0.16707
1996,46-65 y.,North Rhine-Westphalia,Very concerned,0.29541,251,746,0.26265,0.32817
1996,46-65 y.,North Rhine-Westphalia,Somewhat concerned,0.56181,400,746,0.52618,0.59744
1996,46-65 y.,North Rhine-Westphalia,Not concerned at all,0.12037,95,746,0.09700,0.14373
1996,46-65 y.,Hesse,Very concerned,0.27488,79,272,0.22172,0.32803
1996,46-65 y.,Hesse,Somewhat concerned,0.47485,130,272,0.41539,0.53431
1996,46-65 y.,Hesse,Not concerned at all,0.23046,63,272,0.18032,0.28060
1996,46-65 y.,"Rhineland-Palatinate, Saarland",Very concerned,0.27373,54,179,0.20823,0.33923
1996,46-65 y.,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.51413,88,179,0.44071,0.58756
1996,46-65 y.,"Rhineland-Palatinate, Saarland",Not concerned at all,0.20970,37,179,0.14989,0.26950
1996,46-65 y.,Baden-Wuerttemberg,Very concerned,0.28360,141,465,0.24259,0.32462
1996,46-65 y.,Baden-Wuerttemberg,Somewhat concerned,0.55911,269,465,0.51394,0.60429
1996,46-65 y.,Baden-Wuerttemberg,Not concerned at all,0.12502,55,465,0.09492,0.15511
1996,46-65 y.,Bavaria,Very concerned,0.30120,134,461,0.25928,0.34313
1996,46-65 y.,Bavaria,Somewhat concerned,0.52293,259,461,0.47729,0.56858
1996,46-65 y.,Bavaria,Not concerned at all,0.14634,68,461,0.11404,0.17864
1996,46-65 y.,Berlin,Very concerned,0.30186,54,174,0.23345,0.37027
1996,46-65 y.,Berlin,Somewhat concerned,0.42086,77,174,0.34729,0.49443
1996,46-65 y.,Berlin,Not concerned at all,0.25782,43,174,0.19263,0.32300
1996,46-65 y.,Brandenburg,Very concerned,0.26622,44,186,0.20253,0.32991
1996,46-65 y.,Brandenburg,Somewhat concerned,0.55353,104,186,0.48190,0.62517
1996,46-65 y.,Brandenburg,Not concerned at all,0.17160,38,186,0.11727,0.22594
1996,46-65 y.,Mecklenburg-Western Pomerania,Very concerned,0.21398,31,139,0.14555,0.28240
1996,46-65 y.,Mecklenburg-Western Pomerania,Somewhat concerned,0.56167,76,139,0.47888,0.64445
1996,46-65 y.,Mecklenburg-Western Pomerania,Not concerned at all,0.19291,32,139,0.12708,0.25875
1996,46-65 y.,Saxony,Very concerned,0.26174,95,343,0.21515,0.30833
1996,46-65 y.,Saxony,Somewhat concerned,0.53048,184,343,0.47759,0.58338
1996,46-65 y.,Saxony,Not concerned at all,0.18962,64,343,0.14807,0.23117
1996,46-65 y.,Saxony-Anhalt,Very concerned,0.29989,70,227,0.24015,0.35963
1996,46-65 y.,Saxony-Anhalt,Somewhat concerned,0.45277,114,227,0.38787,0.51767
1996,46-65 y.,Saxony-Anhalt,Not concerned at all,0.23859,43,227,0.18302,0.29416
1996,46-65 y.,Thuringa,Very concerned,0.29886,58,188,0.23325,0.36447
1996,46-65 y.,Thuringa,Somewhat concerned,0.44954,95,188,0.37824,0.52084
1996,46-65 y.,Thuringa,Not concerned at all,0.23958,35,188,0.17841,0.30076
1996,66 and older,Lower Saxony,Very concerned,0.33067,39,91,0.23347,0.42787
1996,66 and older,Lower Saxony,Somewhat concerned,0.44400,52,91,0.34135,0.54665
1996,66 and older,North Rhine-Westphalia,Very concerned,0.33905,88,242,0.27928,0.39882
1996,66 and older,North Rhine-Westphalia,Somewhat concerned,0.53930,154,242,0.47637,0.60223
1996,66 and older,Hesse,Very concerned,0.23154,32,89,0.14341,0.31968
1996,66 and older,Hesse,Somewhat concerned,0.49150,57,89,0.38705,0.59595
1996,66 and older,"Rhineland-Palatinate, Saarland",Very concerned,0.33294,31,71,0.22254,0.44334
1996,66 and older,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.34472,40,71,0.23338,0.45607
1996,66 and older,Baden-Wuerttemberg,Very concerned,0.27546,60,195,0.21259,0.33832
1996,66 and older,Baden-Wuerttemberg,Somewhat concerned,0.45605,85,195,0.38596,0.52614
1996,66 and older,Baden-Wuerttemberg,Not concerned at all,0.23688,50,195,0.17705,0.29671
1996,66 and older,Bavaria,Very concerned,0.39629,76,192,0.32692,0.46566
1996,66 and older,Bavaria,Somewhat concerned,0.42343,83,192,0.35335,0.49350
1996,66 and older,Bavaria,Not concerned at all,0.14889,33,192,0.09840,0.19937
1996,66 and older,Berlin,Somewhat concerned,0.44687,31,31,0.26896,0.62478
1996,66 and older,Saxony,Very concerned,0.28500,41,135,0.20857,0.36143
1996,66 and older,Saxony,Somewhat concerned,0.41159,62,135,0.32826,0.49492
1996,66 and older,Saxony,Not concerned at all,0.27208,32,135,0.19673,0.34743
1996,66 and older,Saxony-Anhalt,Somewhat concerned,0.50185,40,40,0.34493,0.65878
1996,66 and older,Thuringa,Somewhat concerned,0.54533,44,44,0.39649,0.69416
1997,17-29 y.,Schleswig-Holstein,Somewhat concerned,0.43008,31,31,0.25292,0.60725
1997,17-29 y.,Lower Saxony,Very concerned,0.29417,63,237,0.23603,0.35230
1997,17-29 y.,Lower Saxony,Somewhat concerned,0.51013,134,237,0.44635,0.57391
1997,17-29 y.,Lower Saxony,Not concerned at all,0.19251,40,237,0.14220,0.24281
1997,17-29 y.,North Rhine-Westphalia,Very concerned,0.28591,192,600,0.24973,0.32210
1997,17-29 y.,North Rhine-Westphalia,Somewhat concerned,0.55552,317,600,0.51573,0.59531
1997,17-29 y.,North Rhine-Westphalia,Not concerned at all,0.14368,91,600,0.11559,0.17177
1997,17-29 y.,Hesse,Very concerned,0.34335,59,179,0.27359,0.41310
1997,17-29 y.,Hesse,Somewhat concerned,0.45072,88,179,0.37763,0.52382
1997,17-29 y.,Hesse,Not concerned at all,0.20385,32,179,0.14466,0.26303
1997,17-29 y.,"Rhineland-Palatinate, Saarland",Very concerned,0.26929,41,161,0.20056,0.33803
1997,17-29 y.,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.46336,76,161,0.38609,0.54062
1997,17-29 y.,"Rhineland-Palatinate, Saarland",Not concerned at all,0.24165,44,161,0.17532,0.30798
1997,17-29 y.,Baden-Wuerttemberg,Very concerned,0.35527,157,442,0.31061,0.39994
1997,17-29 y.,Baden-Wuerttemberg,Somewhat concerned,0.49737,221,442,0.45071,0.54404
1997,17-29 y.,Baden-Wuerttemberg,Not concerned at all,0.13243,64,442,0.10080,0.16407
1997,17-29 y.,Bavaria,Very concerned,0.28100,120,388,0.23621,0.32578
1997,17-29 y.,Bavaria,Somewhat concerned,0.53101,209,388,0.48129,0.58073
1997,17-29 y.,Bavaria,Not concerned at all,0.18218,59,388,0.14372,0.22064
1997,17-29 y.,Berlin,Somewhat concerned,0.43886,44,44,0.29053,0.58719
1997,17-29 y.,Brandenburg,Very concerned,0.24447,35,108,0.16303,0.32590
1997,17-29 y.,Brandenburg,Somewhat concerned,0.52459,73,108,0.42996,0.61921
1997,17-29 y.,Mecklenburg-Western Pomerania,Somewhat concerned,0.51442,53,53,0.37857,0.65026
1997,17-29 y.,Saxony,Very concerned,0.29154,72,233,0.23306,0.35003
1997,17-29 y.,Saxony,Somewhat concerned,0.46301,108,233,0.39884,0.52717
1997,17-29 y.,Saxony,Not concerned at all,0.23610,53,233,0.18145,0.29075
1997,17-29 y.,Saxony-Anhalt,Very concerned,0.36688,54,131,0.28403,0.44973
1997,17-29 y.,Saxony-Anhalt,Somewhat concerned,0.43681,77,131,0.35155,0.52207
1997,17-29 y.,Thuringa,Very concerned,0.31989,44,130,0.23940,0.40039
1997,17-29 y.,Thuringa,Somewhat concerned,0.53430,86,130,0.44822,0.62038
1997,30-45 y.,Schleswig-Holstein,Somewhat concerned,0.47704,44,44,0.32775,0.62634
1997,30-45 y.,Lower Saxony,Very concerned,0.29192,107,364,0.24514,0.33869
1997,30-45 y.,Lower Saxony,Somewhat concerned,0.55732,210,364,0.50622,0.60841
1997,30-45 y.,Lower Saxony,Not concerned at all,0.14350,47,364,0.10743,0.17956
1997,30-45 y.,North Rhine-Westphalia,Very concerned,0.30764,272,866,0.27688,0.33839
1997,30-45 y.,North Rhine-Westphalia,Somewhat concerned,0.55981,483,866,0.52673,0.59290
1997,30-45 y.,North Rhine-Westphalia,Not concerned at all,0.12583,111,866,0.10373,0.14794
1997,30-45 y.,Hesse,Very concerned,0.30892,77,284,0.25509,0.36276
1997,30-45 y.,Hesse,Somewhat concerned,0.49593,163,284,0.43768,0.55418
1997,30-45 y.,Hesse,Not concerned at all,0.19515,44,284,0.14897,0.24132
1997,30-45 y.,"Rhineland-Palatinate, Saarland",Very concerned,0.29404,78,259,0.23845,0.34964
1997,30-45 y.,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.46714,121,259,0.40626,0.52802
1997,30-45 y.,"Rhineland-Palatinate, Saarland",Not concerned at all,0.22616,60,259,0.17512,0.27721
1997,30-45 y.,Baden-Wuerttemberg,Very concerned,0.32169,195,585,0.28381,0.35958
1997,30-45 y.,Baden-Wuerttemberg,Somewhat concerned,0.50184,290,585,0.46128,0.54239
1997,30-45 y.,Baden-Wuerttemberg,Not concerned at all,0.16674,100,585,0.13651,0.19697
1997,30-45 y.,Bavaria,Very concerned,0.30600,168,567,0.26804,0.34397
1997,30-45 y.,Bavaria,Somewhat concerned,0.49524,299,567,0.45405,0.53643
1997,30-45 y.,Bavaria,Not concerned at all,0.19009,100,567,0.15776,0.22241
1997,30-45 y.,Berlin,Very concerned,0.32031,55,150,0.24539,0.39523
1997,30-45 y.,Berlin,Somewhat concerned,0.55434,95,150,0.47453,0.63415
1997,30-45 y.,Brandenburg,Very concerned,0.19620,43,195,0.14032,0.25208
1997,30-45 y.,Brandenburg,Somewhat concerned,0.54876,108,195,0.47873,0.61878
1997,30-45 y.,Brandenburg,Not concerned at all,0.24211,44,195,0.18183,0.30239
1997,30-45 y.,Mecklenburg-Western Pomerania,Somewhat concerned,0.46660,61,61,0.34036,0.59283
1997,30-45 y.,Saxony,Very concerned,0.23048,81,348,0.18617,0.27479
1997,30-45 y.,Saxony,Somewhat concerned,0.50593,180,348,0.45333,0.55854
1997,30-45 y.,Saxony,Not concerned at all,0.25820,87,348,0.21215,0.30425
1997,30-45 y.,Saxony-Anhalt,Very concerned,0.26196,49,199,0.20072,0.32321
1997,30-45 y.,Saxony-Anhalt,Somewhat concerned,0.50028,102,199,0.43064,0.56993
1997,30-45 y.,Saxony-Anhalt,Not concerned at all,0.22408,48,199,0.16600,0.28217
1997,30-45 y.,Thuringa,Very concerned,0.30004,60,228,0.24042,0.35965
1997,30-45 y.,Thuringa,Somewhat concerned,0.47650,115,228,0.41153,0.54148
1997,30-45 y.,Thuringa,Not concerned at all,0.21620,53,228,0.16265,0.26975
1997,46-65 y.,Schleswig-Holstein,Somewhat concerned,0.42691,35,35,0.26064,0.59317
1997,46-65 y.,Lower Saxony,Very concerned,0.33874,108,299,0.28500,0.39248
1997,46-65 y.,Lower Saxony,Somewhat concerned,0.48765,150,299,0.43090,0.54440
1997,46-65 y.,Lower Saxony,Not concerned at all,0.15496,41,299,0.11387,0.19605
1997,46-65 y.,North Rhine-Westphalia,Very concerned,0.30361,256,738,0.27041,0.33680
1997,46-65 y.,North Rhine-Westphalia,Somewhat concerned,0.55385,392,738,0.51796,0.58974
1997,46-65 y.,North Rhine-Westphalia,Not concerned at all,0.12619,90,738,0.10222,0.15017
1997,46-65 y.,Hesse,Very concerned,0.27318,80,268,0.21973,0.32662
1997,46-65 y.,Hesse,Somewhat concerned,0.51452,139,268,0.45457,0.57447
1997,46-65 y.,Hesse,Not concerned at all,0.19584,49,268,0.14824,0.24344
1997,46-65 y.,"Rhineland-Palatinate, Saarland",Very concerned,0.22666,44,178,0.16498,0.28834
1997,46-65 y.,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.47170,85,178,0.39815,0.54524
1997,46-65 y.,"Rhineland-Palatinate, Saarland",Not concerned at all,0.26951,49,178,0.20414,0.33488
1997,46-65 y.,Baden-Wuerttemberg,Very concerned,0.31064,160,471,0.26880,0.35247
1997,46-65 y.,Baden-Wuerttemberg,Somewhat concerned,0.49319,230,471,0.44799,0.53839
1997,46-65 y.,Baden-Wuerttemberg,Not concerned at all,0.17914,81,471,0.14447,0.21381
1997,46-65 y.,Bavaria,Very concerned,0.33053,141,456,0.28730,0.37375
1997,46-65 y.,Bavaria,Somewhat concerned,0.51642,240,456,0.47050,0.56233
