year,bula_h,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Berlin,Part Time,0.14931,110,569,0.12000,0.17862
1995,Berlin,Not Working,0.33366,199,569,0.29488,0.37244
1995,Brandenburg,Full Time,0.38752,295,588,0.34811,0.42693
1995,Brandenburg,Part Time,0.09677,79,588,0.07286,0.12069
1995,Brandenburg,Not Working,0.34540,214,588,0.30693,0.38386
1995,Mecklenburg-Western Pomerania,Full Time,0.33701,198,417,0.29159,0.38244
1995,Mecklenburg-Western Pomerania,Part Time,0.14685,76,417,0.11283,0.18086
1995,Mecklenburg-Western Pomerania,Not Working,0.33220,143,417,0.28694,0.37746
1995,Saxony,Full Time,0.35026,512,1099,0.32204,0.37848
1995,Saxony,Part Time,0.10740,175,1099,0.08909,0.12572
1995,Saxony,Not Working,0.36830,412,1099,0.33977,0.39683
1995,Saxony-Anhalt,Full Time,0.35677,340,689,0.32098,0.39257
1995,Saxony-Anhalt,Part Time,0.12611,116,689,0.10130,0.15092
1995,Saxony-Anhalt,Not Working,0.36637,233,689,0.33037,0.40238
1995,Thuringa,Full Time,0.31974,313,652,0.28392,0.35557
1995,Thuringa,Part Time,0.14472,116,652,0.11769,0.17174
1995,Thuringa,Not Working,0.34464,223,652,0.30813,0.38114
1996,Schleswig-Holstein,Full Time,0.28692,118,284,0.23422,0.33962
1996,Schleswig-Holstein,Part Time,0.18194,63,284,0.13699,0.22689
1996,Schleswig-Holstein,Not Working,0.32599,103,284,0.27137,0.38060
1996,Hamburg,Full Time,0.32922,51,99,0.23618,0.42226
1996,Hamburg,Not Working,0.35583,48,99,0.26104,0.45062
1996,Lower Saxony,Full Time,0.31595,421,1042,0.28771,0.34419
1996,Lower Saxony,Part Time,0.16719,251,1042,0.14452,0.18985
1996,Lower Saxony,Not Working,0.33176,370,1042,0.30316,0.36036
1996,Bremen,Full Time,0.26202,32,81,0.16566,0.35838
1996,Bremen,Not Working,0.53964,49,81,0.43042,0.64886
1996,North Rhine-Westphalia,Full Time,0.32340,1050,2554,0.30526,0.34155
1996,North Rhine-Westphalia,Part Time,0.17114,582,2554,0.15653,0.18575
1996,North Rhine-Westphalia,Not Working,0.32840,922,2554,0.31018,0.34662
1996,Hesse,Full Time,0.32242,389,908,0.29200,0.35284
1996,Hesse,Part Time,0.15920,200,908,0.13539,0.18301
1996,Hesse,Not Working,0.36092,319,908,0.32967,0.39218
1996,"Rhineland-Palatinate, Saarland",Full Time,0.30554,283,692,0.27119,0.33988
1996,"Rhineland-Palatinate, Saarland",Part Time,0.13832,139,692,0.11258,0.16406
1996,"Rhineland-Palatinate, Saarland",Not Working,0.36107,270,692,0.32526,0.39689
1996,Baden-Wuerttemberg,Full Time,0.32150,717,1704,0.29932,0.34368
1996,Baden-Wuerttemberg,Part Time,0.15814,399,1704,0.14081,0.17547
1996,Baden-Wuerttemberg,Not Working,0.32637,588,1704,0.30410,0.34864
1996,Bavaria,Full Time,0.32879,754,1660,0.30618,0.35139
1996,Bavaria,Part Time,0.17022,353,1660,0.15213,0.18830
1996,Bavaria,Not Working,0.32645,553,1660,0.30389,0.34902
1996,Berlin,Full Time,0.35740,254,542,0.31702,0.39779
1996,Berlin,Part Time,0.13890,94,542,0.10976,0.16805
1996,Berlin,Not Working,0.33363,194,542,0.29389,0.37336
1996,Brandenburg,Full Time,0.37361,292,598,0.33481,0.41242
1996,Brandenburg,Part Time,0.13403,105,598,0.10670,0.16136
1996,Brandenburg,Not Working,0.32367,201,598,0.28614,0.36120
1996,Mecklenburg-Western Pomerania,Full Time,0.34194,191,400,0.29539,0.38848
1996,Mecklenburg-Western Pomerania,Part Time,0.13896,72,400,0.10502,0.17290
1996,Mecklenburg-Western Pomerania,Not Working,0.34608,137,400,0.29940,0.39276
1996,Saxony,Full Time,0.34876,531,1109,0.32070,0.37682
1996,Saxony,Part Time,0.11880,184,1109,0.09975,0.13785
1996,Saxony,Not Working,0.36107,394,1109,0.33279,0.38935
1996,Saxony-Anhalt,Full Time,0.36365,326,674,0.32731,0.40000
1996,Saxony-Anhalt,Part Time,0.10955,102,674,0.08596,0.13315
1996,Saxony-Anhalt,Not Working,0.37542,246,674,0.33883,0.41200
1996,Thuringa,Full Time,0.34144,324,660,0.30524,0.37765
1996,Thuringa,Part Time,0.12015,105,660,0.09533,0.14498
1996,Thuringa,Not Working,0.35230,231,660,0.31583,0.38877
1997,Schleswig-Holstein,Full Time,0.30561,115,269,0.25045,0.36076
1997,Schleswig-Holstein,Part Time,0.18074,55,269,0.13467,0.22681
1997,Schleswig-Holstein,Not Working,0.30744,99,269,0.25220,0.36269
1997,Hamburg,Full Time,0.34672,55,106,0.25569,0.43775
1997,Hamburg,Not Working,0.40491,51,106,0.31102,0.49881
1997,Lower Saxony,Full Time,0.31164,431,1037,0.28344,0.33985
1997,Lower Saxony,Part Time,0.15565,218,1037,0.13358,0.17773
1997,Lower Saxony,Not Working,0.34892,388,1037,0.31989,0.37794
1997,Bremen,Full Time,0.30713,37,83,0.20728,0.40698
1997,Bremen,Not Working,0.53104,46,83,0.42302,0.63905
1997,North Rhine-Westphalia,Full Time,0.33168,1053,2507,0.31325,0.35012
1997,North Rhine-Westphalia,Part Time,0.15564,527,2507,0.14145,0.16984
1997,North Rhine-Westphalia,Not Working,0.33733,927,2507,0.31881,0.35584
1997,Hesse,Full Time,0.31503,349,847,0.28372,0.34633
1997,Hesse,Part Time,0.15244,182,847,0.12821,0.17666
1997,Hesse,Not Working,0.37233,316,847,0.33975,0.40490
1997,"Rhineland-Palatinate, Saarland",Full Time,0.29711,285,712,0.26352,0.33070
1997,"Rhineland-Palatinate, Saarland",Part Time,0.13803,134,712,0.11267,0.16338
1997,"Rhineland-Palatinate, Saarland",Not Working,0.38337,293,712,0.34763,0.41911
1997,Baden-Wuerttemberg,Full Time,0.30906,700,1706,0.28713,0.33100
1997,Baden-Wuerttemberg,Part Time,0.16767,391,1706,0.14994,0.18540
1997,Baden-Wuerttemberg,Not Working,0.32626,615,1706,0.30401,0.34852
1997,Bavaria,Full Time,0.32335,728,1623,0.30059,0.34611
1997,Bavaria,Part Time,0.17462,352,1623,0.15615,0.19310
1997,Bavaria,Not Working,0.32291,543,1623,0.30015,0.34566
1997,Berlin,Full Time,0.34915,232,510,0.30773,0.39056
1997,Berlin,Part Time,0.15083,100,510,0.11974,0.18192
1997,Berlin,Not Working,0.32555,178,510,0.28484,0.36626
1997,Brandenburg,Full Time,0.34998,272,596,0.31165,0.38830
1997,Brandenburg,Part Time,0.12980,95,596,0.10280,0.15681
1997,Brandenburg,Not Working,0.36675,229,596,0.32802,0.40547
1997,Mecklenburg-Western Pomerania,Full Time,0.35270,183,390,0.30522,0.40019
1997,Mecklenburg-Western Pomerania,Part Time,0.12587,64,390,0.09291,0.15884
1997,Mecklenburg-Western Pomerania,Not Working,0.36559,143,390,0.31773,0.41345
1997,Saxony,Full Time,0.34814,523,1087,0.31981,0.37647
1997,Saxony,Part Time,0.12157,167,1087,0.10213,0.14101
1997,Saxony,Not Working,0.36542,397,1087,0.33678,0.39406
1997,Saxony-Anhalt,Full Time,0.34755,312,666,0.31135,0.38374
1997,Saxony-Anhalt,Part Time,0.13989,119,666,0.11352,0.16625
1997,Saxony-Anhalt,Not Working,0.37746,235,666,0.34062,0.41431
1997,Thuringa,Full Time,0.31761,309,661,0.28209,0.35313
1997,Thuringa,Part Time,0.13632,110,661,0.11014,0.16250
1997,Thuringa,Not Working,0.34818,242,661,0.31184,0.38453
1998,Schleswig-Holstein,Full Time,0.32439,151,348,0.27513,0.37365
1998,Schleswig-Holstein,Part Time,0.13735,63,348,0.10113,0.17356
1998,Schleswig-Holstein,Not Working,0.34797,134,348,0.29785,0.39809
1998,Hamburg,Full Time,0.31767,60,154,0.24390,0.39144
1998,Hamburg,Part Time,0.19560,33,154,0.13274,0.25845
1998,Hamburg,Not Working,0.36813,61,154,0.29170,0.44455
1998,Lower Saxony,Full Time,0.30874,487,1197,0.28256,0.33493
1998,Lower Saxony,Part Time,0.15222,255,1197,0.13186,0.17258
1998,Lower Saxony,Not Working,0.35026,455,1197,0.32323,0.37730
1998,Bremen,Full Time,0.29779,38,86,0.20057,0.39500
1998,Bremen,Not Working,0.53815,48,86,0.43216,0.64413
1998,North Rhine-Westphalia,Full Time,0.32325,1158,2841,0.30605,0.34045
1998,North Rhine-Westphalia,Part Time,0.15488,581,2841,0.14158,0.16819
1998,North Rhine-Westphalia,Not Working,0.34485,1102,2841,0.32737,0.36233
1998,Hesse,Full Time,0.28858,367,947,0.25971,0.31745
1998,Hesse,Part Time,0.18251,218,947,0.15790,0.20713
1998,Hesse,Not Working,0.35921,362,947,0.32864,0.38978
1998,"Rhineland-Palatinate, Saarland",Full Time,0.29844,320,805,0.26681,0.33007
1998,"Rhineland-Palatinate, Saarland",Part Time,0.13764,150,805,0.11382,0.16145
1998,"Rhineland-Palatinate, Saarland",Not Working,0.38755,335,805,0.35387,0.42123
1998,Baden-Wuerttemberg,Full Time,0.30974,722,1816,0.28846,0.33101
1998,Baden-Wuerttemberg,Part Time,0.17255,423,1816,0.15516,0.18993
1998,Baden-Wuerttemberg,Not Working,0.33252,671,1816,0.31085,0.35420
1998,Bavaria,Full Time,0.32077,792,1871,0.29961,0.34192
1998,Bavaria,Part Time,0.15434,385,1871,0.13796,0.17071
1998,Bavaria,Not Working,0.35192,694,1871,0.33027,0.37356
1998,Berlin,Full Time,0.34298,241,530,0.30253,0.38344
1998,Berlin,Part Time,0.15086,97,530,0.12036,0.18136
1998,Berlin,Not Working,0.33896,192,530,0.29862,0.37930
1998,Brandenburg,Full Time,0.34238,277,620,0.30500,0.37976
1998,Brandenburg,Part Time,0.15719,114,620,0.12851,0.18586
1998,Brandenburg,Not Working,0.34667,229,620,0.30918,0.38416
1998,Mecklenburg-Western Pomerania,Full Time,0.33679,187,409,0.29093,0.38265
1998,Mecklenburg-Western Pomerania,Part Time,0.15471,82,409,0.11962,0.18980
1998,Mecklenburg-Western Pomerania,Not Working,0.33554,140,409,0.28972,0.38136
1998,Saxony,Full Time,0.35009,561,1180,0.32286,0.37732
1998,Saxony,Part Time,0.13002,200,1180,0.11082,0.14922
1998,Saxony,Not Working,0.35419,419,1180,0.32689,0.38149
1998,Saxony-Anhalt,Full Time,0.31929,303,691,0.28450,0.35407
1998,Saxony-Anhalt,Part Time,0.13582,121,691,0.11025,0.16138
1998,Saxony-Anhalt,Not Working,0.41370,267,691,0.37695,0.45045
1998,Thuringa,Full Time,0.30634,320,731,0.27290,0.33978
1998,Thuringa,Part Time,0.13897,135,731,0.11388,0.16407
1998,Thuringa,Not Working,0.36734,276,731,0.33237,0.40231
1999,Schleswig-Holstein,Full Time,0.34505,147,323,0.29312,0.39697
1999,Schleswig-Holstein,Part Time,0.15531,69,323,0.11575,0.19487
1999,Schleswig-Holstein,Not Working,0.30014,107,323,0.25008,0.35020
1999,Hamburg,Full Time,0.40810,62,139,0.32610,0.49010
1999,Hamburg,Part Time,0.18278,32,139,0.11829,0.24726
1999,Hamburg,Not Working,0.28289,45,139,0.20774,0.35804
1999,Lower Saxony,Full Time,0.31060,481,1166,0.28403,0.33718
1999,Lower Saxony,Part Time,0.18113,280,1166,0.15901,0.20324
1999,Lower Saxony,Not Working,0.32632,405,1166,0.29940,0.35325
1999,Bremen,Not Working,0.52752,45,45,0.38000,0.67504
1999,North Rhine-Westphalia,Full Time,0.32982,1132,2697,0.31208,0.34757
1999,North Rhine-Westphalia,Part Time,0.17095,591,2697,0.15674,0.18516
1999,North Rhine-Westphalia,Not Working,0.32312,974,2697,0.30547,0.34078
1999,Hesse,Full Time,0.30297,369,895,0.27285,0.33310
1999,Hesse,Part Time,0.17152,194,895,0.14681,0.19623
1999,Hesse,Not Working,0.35842,332,895,0.32698,0.38985
1999,"Rhineland-Palatinate, Saarland",Full Time,0.28959,308,771,0.25755,0.32162
1999,"Rhineland-Palatinate, Saarland",Part Time,0.16962,162,771,0.14311,0.19613
1999,"Rhineland-Palatinate, Saarland",Not Working,0.36758,301,771,0.33352,0.40163
1999,Baden-Wuerttemberg,Full Time,0.31682,698,1728,0.29488,0.33876
1999,Baden-Wuerttemberg,Part Time,0.17230,414,1728,0.15449,0.19011
1999,Baden-Wuerttemberg,Not Working,0.32238,616,1728,0.30034,0.34443
1999,Bavaria,Full Time,0.32493,781,1793,0.30325,0.34662
1999,Bavaria,Part Time,0.18297,404,1793,0.16506,0.20087
1999,Bavaria,Not Working,0.32259,608,1793,0.30095,0.34424
1999,Berlin,Full Time,0.34127,229,515,0.30028,0.38226
1999,Berlin,Part Time,0.14068,96,515,0.11062,0.17074
1999,Berlin,Not Working,0.34233,190,515,0.30131,0.38335
1999,Brandenburg,Full Time,0.30826,243,596,0.27115,0.34536
1999,Brandenburg,Part Time,0.17716,127,596,0.14648,0.20784
1999,Brandenburg,Not Working,0.35515,226,596,0.31670,0.39361
1999,Mecklenburg-Western Pomerania,Full Time,0.31887,174,400,0.27314,0.36460
1999,Mecklenburg-Western Pomerania,Part Time,0.18022,94,400,0.14250,0.21794
1999,Mecklenburg-Western Pomerania,Not Working,0.33797,132,400,0.29155,0.38438
1999,Saxony,Full Time,0.35070,535,1151,0.32312,0.37828
1999,Saxony,Part Time,0.14453,214,1151,0.12421,0.16486
1999,Saxony,Not Working,0.35099,402,1151,0.32340,0.37857
1999,Saxony-Anhalt,Full Time,0.34782,316,692,0.31230,0.38333
1999,Saxony-Anhalt,Part Time,0.12208,110,692,0.09767,0.14649
1999,Saxony-Anhalt,Not Working,0.41150,266,692,0.37481,0.44819
1999,Thuringa,Full Time,0.32299,330,719,0.28878,0.35719
1999,Thuringa,Part Time,0.13387,129,719,0.10896,0.15878
1999,Thuringa,Not Working,0.36240,260,719,0.32724,0.39756
2000,Schleswig-Holstein,Full Time,0.36473,311,708,0.32925,0.40021
2000,Schleswig-Holstein,Part Time,0.14876,136,708,0.12253,0.17499
2000,Schleswig-Holstein,Not Working,0.31491,261,708,0.28067,0.34915
2000,Hamburg,Full Time,0.36208,129,299,0.30751,0.41665
2000,Hamburg,Part Time,0.17323,58,299,0.13026,0.21620
2000,Hamburg,Not Working,0.32848,112,299,0.27516,0.38181
2000,Lower Saxony,Full Time,0.32285,827,2026,0.30248,0.34321
2000,Lower Saxony,Part Time,0.16846,440,2026,0.15216,0.18477
2000,Lower Saxony,Not Working,0.31902,759,2026,0.29872,0.33932
2000,Bremen,Full Time,0.27726,63,188,0.21310,0.34142
2000,Bremen,Part Time,0.16970,43,188,0.11590,0.22350
2000,Bremen,Not Working,0.41405,82,188,0.34345,0.48465
2000,North Rhine-Westphalia,Full Time,0.32659,2046,5141,0.31377,0.33941
2000,North Rhine-Westphalia,Part Time,0.17254,1129,5141,0.16221,0.18287
2000,North Rhine-Westphalia,Not Working,0.33205,1966,5141,0.31917,0.34492
2000,Hesse,Full Time,0.31674,689,1671,0.29443,0.33905
2000,Hesse,Part Time,0.16916,363,1671,0.15118,0.18714
2000,Hesse,Not Working,0.33555,619,1671,0.31291,0.35820
2000,"Rhineland-Palatinate, Saarland",Full Time,0.30622,577,1462,0.28259,0.32986
2000,"Rhineland-Palatinate, Saarland",Part Time,0.15064,293,1462,0.13230,0.16899
2000,"Rhineland-Palatinate, Saarland",Not Working,0.34732,592,1462,0.32290,0.37173
2000,Baden-Wuerttemberg,Full Time,0.33351,1243,2957,0.31651,0.35050
2000,Baden-Wuerttemberg,Part Time,0.17213,667,2957,0.15852,0.18573
2000,Baden-Wuerttemberg,Not Working,0.29847,1047,2957,0.28197,0.31496
2000,Bavaria,Full Time,0.34366,1446,3373,0.32763,0.35969
2000,Bavaria,Part Time,0.17221,747,3373,0.15946,0.18495
2000,Bavaria,Not Working,0.32130,1180,3373,0.30553,0.33706
2000,Berlin,Full Time,0.33655,344,812,0.30403,0.36907
2000,Berlin,Part Time,0.17304,177,812,0.14700,0.19907
2000,Berlin,Not Working,0.30480,291,812,0.27312,0.33648
2000,Brandenburg,Full Time,0.34642,443,1018,0.31718,0.37567
2000,Brandenburg,Part Time,0.15811,188,1018,0.13569,0.18053
2000,Brandenburg,Not Working,0.35663,387,1018,0.32719,0.38607
2000,Mecklenburg-Western Pomerania,Full Time,0.35803,260,567,0.31853,0.39752
2000,Mecklenburg-Western Pomerania,Part Time,0.15842,115,567,0.12834,0.18850
2000,Mecklenburg-Western Pomerania,Not Working,0.33343,192,567,0.29459,0.37227
2000,Saxony,Full Time,0.34242,791,1776,0.32034,0.36449
2000,Saxony,Part Time,0.13652,303,1776,0.12055,0.15250
2000,Saxony,Not Working,0.35927,682,1776,0.33695,0.38159
2000,Saxony-Anhalt,Full Time,0.33649,452,1061,0.30805,0.36494
2000,Saxony-Anhalt,Part Time,0.13027,180,1061,0.11001,0.15054
2000,Saxony-Anhalt,Not Working,0.41031,429,1061,0.38070,0.43992
2000,Thuringa,Full Time,0.32095,451,1053,0.29274,0.34916
2000,Thuringa,Part Time,0.15565,203,1053,0.13374,0.17755
2000,Thuringa,Not Working,0.37257,399,1053,0.34335,0.40179
2001,Schleswig-Holstein,Full Time,0.33331,266,647,0.29696,0.36966
2001,Schleswig-Holstein,Part Time,0.18800,151,647,0.15787,0.21813
2001,Schleswig-Holstein,Not Working,0.30598,230,647,0.27044,0.34152
2001,Hamburg,Full Time,0.35368,117,274,0.29696,0.41039
2001,Hamburg,Part Time,0.17533,53,274,0.13022,0.22044
2001,Hamburg,Not Working,0.33796,104,274,0.28185,0.39408
2001,Lower Saxony,Full Time,0.32300,758,1853,0.30171,0.34430
2001,Lower Saxony,Part Time,0.16916,408,1853,0.15208,0.18623
2001,Lower Saxony,Not Working,0.31998,687,1853,0.29874,0.34123
2001,Bremen,Full Time,0.28308,55,157,0.21238,0.35377
2001,Bremen,Part Time,0.22405,45,157,0.15862,0.28949
2001,Bremen,Not Working,0.35688,57,157,0.28170,0.43206
2001,North Rhine-Westphalia,Full Time,0.32124,1835,4647,0.30781,0.33467
2001,North Rhine-Westphalia,Part Time,0.17543,1046,4647,0.16449,0.18637
2001,North Rhine-Westphalia,Not Working,0.33303,1766,4647,0.31948,0.34658
2001,Hesse,Full Time,0.32187,604,1482,0.29808,0.34567
2001,Hesse,Part Time,0.18483,361,1482,0.16506,0.20460
2001,Hesse,Not Working,0.31436,517,1482,0.29072,0.33801
2001,"Rhineland-Palatinate, Saarland",Full Time,0.29612,505,1353,0.27178,0.32046
2001,"Rhineland-Palatinate, Saarland",Part Time,0.16385,301,1353,0.14412,0.18358
2001,"Rhineland-Palatinate, Saarland",Not Working,0.33649,547,1353,0.31130,0.36168
2001,Baden-Wuerttemberg,Full Time,0.33777,1095,2600,0.31959,0.35595
2001,Baden-Wuerttemberg,Part Time,0.17756,623,2600,0.16287,0.19226
2001,Baden-Wuerttemberg,Not Working,0.28826,882,2600,0.27085,0.30568
2001,Bavaria,Full Time,0.35041,1312,3039,0.33344,0.36737
2001,Bavaria,Part Time,0.18403,706,3039,0.17025,0.19781
2001,Bavaria,Not Working,0.30763,1021,3039,0.29121,0.32404
2001,Berlin,Full Time,0.33576,331,790,0.30281,0.36872
2001,Berlin,Part Time,0.19007,183,790,0.16269,0.21745
2001,Berlin,Not Working,0.28942,276,790,0.25777,0.32106
2001,Brandenburg,Full Time,0.34494,403,956,0.31479,0.37509
2001,Brandenburg,Part Time,0.14195,165,956,0.11981,0.16408
2001,Brandenburg,Not Working,0.37732,388,956,0.34657,0.40806
2001,Mecklenburg-Western Pomerania,Full Time,0.35290,227,512,0.31147,0.39434
2001,Mecklenburg-Western Pomerania,Part Time,0.17495,117,512,0.14201,0.20789
2001,Mecklenburg-Western Pomerania,Not Working,0.32489,168,512,0.28428,0.36550
2001,Saxony,Full Time,0.34842,729,1642,0.32536,0.37147
2001,Saxony,Part Time,0.13421,277,1642,0.11772,0.15071
2001,Saxony,Not Working,0.36825,636,1642,0.34491,0.39159
2001,Saxony-Anhalt,Full Time,0.32304,417,1002,0.29407,0.35201
2001,Saxony-Anhalt,Part Time,0.14477,174,1002,0.12297,0.16657
2001,Saxony-Anhalt,Not Working,0.40867,411,1002,0.37822,0.43913
2001,Thuringa,Full Time,0.31627,406,967,0.28695,0.34560
2001,Thuringa,Part Time,0.16404,185,967,0.14069,0.18739
2001,Thuringa,Not Working,0.38629,376,967,0.35558,0.41699
2002,Schleswig-Holstein,Full Time,0.31737,290,719,0.28333,0.35142
2002,Schleswig-Holstein,Part Time,0.21040,180,719,0.18059,0.24022
2002,Schleswig-Holstein,Not Working,0.30538,249,719,0.27169,0.33907
2002,Hamburg,Full Time,0.32446,134,325,0.27348,0.37544
2002,Hamburg,Part Time,0.21722,80,325,0.17232,0.26212
2002,Hamburg,Not Working,0.33553,111,325,0.28411,0.38694
2002,Lower Saxony,Full Time,0.29789,783,1978,0.27773,0.31805
2002,Lower Saxony,Part Time,0.17754,453,1978,0.16070,0.19439
2002,Lower Saxony,Not Working,0.34017,742,1978,0.31928,0.36105
2002,Bremen,Full Time,0.27856,71,172,0.21137,0.34575
2002,Bremen,Part Time,0.19587,40,172,0.13639,0.25536
2002,Bremen,Not Working,0.39236,61,172,0.31917,0.46554
2002,North Rhine-Westphalia,Full Time,0.31636,1954,4870,0.30330,0.32942
2002,North Rhine-Westphalia,Part Time,0.18100,1131,4870,0.17018,0.19181
2002,North Rhine-Westphalia,Not Working,0.33790,1785,4870,0.32461,0.35119
2002,Hesse,Full Time,0.31545,703,1639,0.29294,0.33795
2002,Hesse,Part Time,0.18897,406,1639,0.17001,0.20793
2002,Hesse,Not Working,0.30744,530,1639,0.28509,0.32978
2002,"Rhineland-Palatinate, Saarland",Full Time,0.28708,513,1376,0.26317,0.31100
2002,"Rhineland-Palatinate, Saarland",Part Time,0.17457,328,1376,0.15451,0.19464
2002,"Rhineland-Palatinate, Saarland",Not Working,0.33798,535,1376,0.31298,0.36298
2002,Baden-Wuerttemberg,Full Time,0.33106,1184,2800,0.31363,0.34850
2002,Baden-Wuerttemberg,Part Time,0.18380,695,2800,0.16945,0.19815
2002,Baden-Wuerttemberg,Not Working,0.29318,921,2800,0.27631,0.31004
2002,Bavaria,Full Time,0.33996,1417,3256,0.32368,0.35623
2002,Bavaria,Part Time,0.17709,788,3256,0.16398,0.19021
2002,Bavaria,Not Working,0.31687,1051,3256,0.30089,0.33285
2002,Berlin,Full Time,0.33887,361,828,0.30661,0.37113
2002,Berlin,Part Time,0.17801,179,828,0.15194,0.20408
2002,Berlin,Not Working,0.31352,288,828,0.28190,0.34514
2002,Brandenburg,Full Time,0.31973,400,961,0.29023,0.34923
2002,Brandenburg,Part Time,0.15846,168,961,0.13536,0.18156
2002,Brandenburg,Not Working,0.39449,393,961,0.36357,0.42540
2002,Mecklenburg-Western Pomerania,Full Time,0.32925,232,517,0.28870,0.36980
2002,Mecklenburg-Western Pomerania,Part Time,0.16805,107,517,0.13578,0.20031
2002,Mecklenburg-Western Pomerania,Not Working,0.36168,178,517,0.32022,0.40314
2002,Saxony,Full Time,0.33913,720,1648,0.31627,0.36200
2002,Saxony,Part Time,0.15098,309,1648,0.13369,0.16827
2002,Saxony,Not Working,0.36905,619,1648,0.34575,0.39236
2002,Saxony-Anhalt,Full Time,0.30172,393,971,0.27284,0.33061
2002,Saxony-Anhalt,Part Time,0.16091,177,971,0.13779,0.18404
2002,Saxony-Anhalt,Not Working,0.41571,401,971,0.38470,0.44673
2002,Thuringa,Full Time,0.31924,414,967,0.28984,0.34863
2002,Thuringa,Part Time,0.14116,176,967,0.11921,0.16312
2002,Thuringa,Not Working,0.39949,377,967,0.36860,0.43038
2003,Schleswig-Holstein,Full Time,0.33626,271,667,0.30038,0.37214
2003,Schleswig-Holstein,Part Time,0.18769,154,667,0.15804,0.21735
2003,Schleswig-Holstein,Not Working,0.31184,242,667,0.27666,0.34702
2003,Hamburg,Full Time,0.34000,123,294,0.28576,0.39424
2003,Hamburg,Part Time,0.17504,66,294,0.13153,0.21855
2003,Hamburg,Not Working,0.34537,105,294,0.29092,0.39982
2003,Lower Saxony,Full Time,0.29474,727,1907,0.27427,0.31521
2003,Lower Saxony,Part Time,0.18814,471,1907,0.17060,0.20569
2003,Lower Saxony,Not Working,0.34182,709,1907,0.32053,0.36312
2003,Bremen,Full Time,0.26896,65,174,0.20288,0.33504
2003,Bremen,Part Time,0.16159,39,174,0.10674,0.21644
2003,Bremen,Not Working,0.44421,70,174,0.37016,0.51825
2003,North Rhine-Westphalia,Full Time,0.30309,1793,4668,0.28990,0.31627
2003,North Rhine-Westphalia,Part Time,0.18197,1110,4668,0.17090,0.19304
2003,North Rhine-Westphalia,Not Working,0.34565,1765,4668,0.33201,0.35930
2003,Hesse,Full Time,0.31101,641,1498,0.28756,0.33446
2003,Hesse,Part Time,0.19544,376,1498,0.17536,0.21553
2003,Hesse,Not Working,0.30730,481,1498,0.28393,0.33067
2003,"Rhineland-Palatinate, Saarland",Full Time,0.28534,496,1353,0.26127,0.30941
2003,"Rhineland-Palatinate, Saarland",Part Time,0.17970,309,1353,0.15924,0.20017
2003,"Rhineland-Palatinate, Saarland",Not Working,0.35243,548,1353,0.32697,0.37790
2003,Baden-Wuerttemberg,Full Time,0.31631,1098,2687,0.29872,0.33390
2003,Baden-Wuerttemberg,Part Time,0.19207,693,2687,0.17717,0.20697
2003,Baden-Wuerttemberg,Not Working,0.29661,896,2687,0.27933,0.31388
2003,Bavaria,Full Time,0.33489,1318,3126,0.31835,0.35144
2003,Bavaria,Part Time,0.17791,767,3126,0.16450,0.19132
2003,Bavaria,Not Working,0.32264,1041,3126,0.30625,0.33903
2003,Berlin,Full Time,0.31413,334,823,0.28240,0.34587
2003,Berlin,Part Time,0.18870,191,823,0.16195,0.21545
2003,Berlin,Not Working,0.33610,298,823,0.30381,0.36840
2003,Brandenburg,Full Time,0.30811,380,942,0.27861,0.33761
2003,Brandenburg,Part Time,0.15703,168,942,0.13379,0.18028
2003,Brandenburg,Not Working,0.40459,394,942,0.37323,0.43595
2003,Mecklenburg-Western Pomerania,Full Time,0.32536,223,526,0.28528,0.36544
2003,Mecklenburg-Western Pomerania,Part Time,0.18155,116,526,0.14858,0.21452
2003,Mecklenburg-Western Pomerania,Not Working,0.35942,187,526,0.31837,0.40046
2003,Saxony,Full Time,0.31960,685,1611,0.29682,0.34238
2003,Saxony,Part Time,0.15971,307,1611,0.14181,0.17760
2003,Saxony,Not Working,0.38234,619,1611,0.35860,0.40607
2003,Saxony-Anhalt,Full Time,0.28729,372,934,0.25825,0.31633
2003,Saxony-Anhalt,Part Time,0.15336,161,934,0.13024,0.17648
2003,Saxony-Anhalt,Not Working,0.43518,401,934,0.40337,0.46699
2003,Thuringa,Full Time,0.31340,389,956,0.28398,0.34282
2003,Thuringa,Part Time,0.16164,185,956,0.13830,0.18499
2003,Thuringa,Not Working,0.39605,382,956,0.36503,0.42707
2004,Schleswig-Holstein,Full Time,0.31843,263,669,0.28310,0.35376
2004,Schleswig-Holstein,Part Time,0.19483,157,669,0.16479,0.22487
2004,Schleswig-Holstein,Not Working,0.33177,249,669,0.29607,0.36748
2004,Hamburg,Full Time,0.31724,118,294,0.26395,0.37053
2004,Hamburg,Part Time,0.21797,71,294,0.17070,0.26525
2004,Hamburg,Not Working,0.33213,105,294,0.27820,0.38606
2004,Lower Saxony,Full Time,0.28266,693,1885,0.26232,0.30299
2004,Lower Saxony,Part Time,0.19284,488,1885,0.17502,0.21065
2004,Lower Saxony,Not Working,0.34724,704,1885,0.32574,0.36874
2004,Bremen,Full Time,0.25895,62,167,0.19231,0.32559
2004,Bremen,Part Time,0.18906,42,167,0.12950,0.24863
2004,Bremen,Not Working,0.42868,63,167,0.35340,0.50397
