year,age_gr,quintil_oecd,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,46-65 y.,3rd Quintile,Part Time,0.18638,102,579,0.15463,0.21813
1990,46-65 y.,3rd Quintile,Not Working,0.36905,192,579,0.32971,0.40839
1990,46-65 y.,4th Quintile,Full Time,0.54405,381,674,0.50642,0.58168
1990,46-65 y.,4th Quintile,Part Time,0.19514,122,674,0.16520,0.22508
1990,46-65 y.,4th Quintile,Not Working,0.26081,171,674,0.22764,0.29399
1990,46-65 y.,5th Quintile,Full Time,0.62623,423,674,0.58968,0.66279
1990,46-65 y.,5th Quintile,Part Time,0.16892,116,674,0.14062,0.19723
1990,46-65 y.,5th Quintile,Not Working,0.20484,135,674,0.17435,0.23533
1990,66 and older,1st Quintile,Not Working,0.97671,275,275,0.95886,0.99457
1990,66 and older,2nd Quintile,Not Working,0.99033,222,222,0.97743,1.00323
1990,66 and older,3rd Quintile,Not Working,0.97939,195,195,0.95939,0.99938
1990,66 and older,4th Quintile,Not Working,0.95333,163,163,0.92085,0.98581
1990,66 and older,5th Quintile,Not Working,0.88094,141,141,0.82730,0.93459
1991,17-29 y.,1st Quintile,Full Time,0.28295,178,606,0.24706,0.31884
1991,17-29 y.,1st Quintile,Part Time,0.30888,161,606,0.27207,0.34570
1991,17-29 y.,1st Quintile,Not Working,0.40816,267,606,0.36900,0.44733
1991,17-29 y.,2nd Quintile,Full Time,0.42357,229,546,0.38209,0.46506
1991,17-29 y.,2nd Quintile,Part Time,0.26847,134,546,0.23126,0.30568
1991,17-29 y.,2nd Quintile,Not Working,0.30796,183,546,0.26920,0.34671
1991,17-29 y.,3rd Quintile,Full Time,0.56077,302,549,0.51921,0.60232
1991,17-29 y.,3rd Quintile,Part Time,0.23858,125,549,0.20289,0.27426
1991,17-29 y.,3rd Quintile,Not Working,0.20066,122,549,0.16713,0.23419
1991,17-29 y.,4th Quintile,Full Time,0.62078,360,565,0.58074,0.66082
1991,17-29 y.,4th Quintile,Part Time,0.20888,114,565,0.17533,0.24243
1991,17-29 y.,4th Quintile,Not Working,0.17034,91,565,0.13931,0.20137
1991,17-29 y.,5th Quintile,Full Time,0.64500,276,419,0.59912,0.69087
1991,17-29 y.,5th Quintile,Part Time,0.18003,77,419,0.14320,0.21687
1991,17-29 y.,5th Quintile,Not Working,0.17497,66,419,0.13855,0.21140
1991,30-45 y.,1st Quintile,Full Time,0.34989,182,456,0.30606,0.39371
1991,30-45 y.,1st Quintile,Part Time,0.23122,89,456,0.19248,0.26996
1991,30-45 y.,1st Quintile,Not Working,0.41889,185,456,0.37356,0.46423
1991,30-45 y.,2nd Quintile,Full Time,0.50769,328,629,0.46859,0.54679
1991,30-45 y.,2nd Quintile,Part Time,0.27895,166,629,0.24387,0.31403
1991,30-45 y.,2nd Quintile,Not Working,0.21336,135,629,0.18132,0.24540
1991,30-45 y.,3rd Quintile,Full Time,0.60170,367,602,0.56256,0.64084
1991,30-45 y.,3rd Quintile,Part Time,0.22092,136,602,0.18775,0.25408
1991,30-45 y.,3rd Quintile,Not Working,0.17738,99,602,0.14684,0.20792
1991,30-45 y.,4th Quintile,Full Time,0.68153,350,519,0.64141,0.72165
1991,30-45 y.,4th Quintile,Part Time,0.22335,116,519,0.18748,0.25922
1991,30-45 y.,4th Quintile,Not Working,0.09512,53,519,0.06986,0.12039
1991,30-45 y.,5th Quintile,Full Time,0.76372,461,612,0.73004,0.79741
1991,30-45 y.,5th Quintile,Part Time,0.17786,113,612,0.14754,0.20818
1991,30-45 y.,5th Quintile,Not Working,0.05842,38,612,0.03982,0.07701
1991,46-65 y.,1st Quintile,Full Time,0.17623,109,473,0.14186,0.21061
1991,46-65 y.,1st Quintile,Part Time,0.15415,69,473,0.12157,0.18673
1991,46-65 y.,1st Quintile,Not Working,0.66962,295,473,0.62718,0.71205
1991,46-65 y.,2nd Quintile,Full Time,0.36404,193,472,0.32059,0.40750
1991,46-65 y.,2nd Quintile,Part Time,0.17739,75,472,0.14289,0.21189
1991,46-65 y.,2nd Quintile,Not Working,0.45857,204,472,0.41356,0.50357
1991,46-65 y.,3rd Quintile,Full Time,0.46615,284,563,0.42491,0.50739
1991,46-65 y.,3rd Quintile,Part Time,0.16722,91,563,0.13637,0.19808
1991,46-65 y.,3rd Quintile,Not Working,0.36663,188,563,0.32679,0.40647
1991,46-65 y.,4th Quintile,Full Time,0.51528,375,685,0.47783,0.55273
1991,46-65 y.,4th Quintile,Part Time,0.21165,133,685,0.18104,0.24226
1991,46-65 y.,4th Quintile,Not Working,0.27307,177,685,0.23968,0.30646
1991,46-65 y.,5th Quintile,Full Time,0.62819,413,660,0.59129,0.66509
1991,46-65 y.,5th Quintile,Part Time,0.17889,122,660,0.14963,0.20815
1991,46-65 y.,5th Quintile,Not Working,0.19292,125,660,0.16280,0.22305
1991,66 and older,1st Quintile,Not Working,0.99253,303,303,0.98282,1.00224
1991,66 and older,2nd Quintile,Not Working,0.96741,234,234,0.94461,0.99021
1991,66 and older,3rd Quintile,Not Working,0.96920,180,180,0.94389,0.99451
1991,66 and older,4th Quintile,Not Working,0.96489,167,167,0.93690,0.99289
1991,66 and older,5th Quintile,Not Working,0.90714,129,129,0.85685,0.95742
1992,17-29 y.,1st Quintile,Full Time,0.31033,217,698,0.27598,0.34468
1992,17-29 y.,1st Quintile,Part Time,0.30820,212,698,0.27392,0.34248
1992,17-29 y.,1st Quintile,Not Working,0.38147,269,698,0.34541,0.41753
1992,17-29 y.,2nd Quintile,Full Time,0.47605,366,811,0.44166,0.51045
1992,17-29 y.,2nd Quintile,Part Time,0.24088,189,811,0.21143,0.27033
1992,17-29 y.,2nd Quintile,Not Working,0.28307,256,811,0.25204,0.31409
1992,17-29 y.,3rd Quintile,Full Time,0.49334,381,765,0.45788,0.52879
1992,17-29 y.,3rd Quintile,Part Time,0.26008,182,765,0.22898,0.29119
1992,17-29 y.,3rd Quintile,Not Working,0.24658,202,765,0.21602,0.27715
1992,17-29 y.,4th Quintile,Full Time,0.60800,457,737,0.57273,0.64327
1992,17-29 y.,4th Quintile,Part Time,0.22492,153,737,0.19475,0.25508
1992,17-29 y.,4th Quintile,Not Working,0.16708,127,737,0.14013,0.19403
1992,17-29 y.,5th Quintile,Full Time,0.68563,395,563,0.64724,0.72401
1992,17-29 y.,5th Quintile,Part Time,0.14209,77,563,0.11322,0.17095
1992,17-29 y.,5th Quintile,Not Working,0.17229,91,563,0.14107,0.20351
1992,30-45 y.,1st Quintile,Full Time,0.45587,420,825,0.42186,0.48988
1992,30-45 y.,1st Quintile,Part Time,0.26763,214,825,0.23740,0.29786
1992,30-45 y.,1st Quintile,Not Working,0.27650,191,825,0.24596,0.30704
1992,30-45 y.,2nd Quintile,Full Time,0.59076,666,1023,0.56062,0.62091
1992,30-45 y.,2nd Quintile,Part Time,0.23634,217,1023,0.21030,0.26239
1992,30-45 y.,2nd Quintile,Not Working,0.17289,140,1023,0.14971,0.19608
1992,30-45 y.,3rd Quintile,Full Time,0.61096,581,898,0.57905,0.64286
1992,30-45 y.,3rd Quintile,Part Time,0.23853,198,898,0.21064,0.26642
1992,30-45 y.,3rd Quintile,Not Working,0.15051,119,898,0.12711,0.17391
1992,30-45 y.,4th Quintile,Full Time,0.67326,526,775,0.64022,0.70630
1992,30-45 y.,4th Quintile,Part Time,0.23437,175,775,0.20453,0.26422
1992,30-45 y.,4th Quintile,Not Working,0.09237,74,775,0.07197,0.11277
1992,30-45 y.,5th Quintile,Full Time,0.73581,539,739,0.70400,0.76762
1992,30-45 y.,5th Quintile,Part Time,0.20019,154,739,0.17132,0.22906
1992,30-45 y.,5th Quintile,Not Working,0.06400,46,739,0.04634,0.08166
1992,46-65 y.,1st Quintile,Full Time,0.18972,171,753,0.16170,0.21774
1992,46-65 y.,1st Quintile,Part Time,0.16504,135,753,0.13851,0.19157
1992,46-65 y.,1st Quintile,Not Working,0.64524,447,753,0.61104,0.67943
1992,46-65 y.,2nd Quintile,Full Time,0.39989,331,721,0.36411,0.43568
1992,46-65 y.,2nd Quintile,Part Time,0.19353,130,721,0.16467,0.22239
1992,46-65 y.,2nd Quintile,Not Working,0.40658,260,721,0.37070,0.44245
1992,46-65 y.,3rd Quintile,Full Time,0.51483,446,775,0.47962,0.55004
1992,46-65 y.,3rd Quintile,Part Time,0.13822,100,775,0.11391,0.16254
1992,46-65 y.,3rd Quintile,Not Working,0.34695,229,775,0.31342,0.38048
1992,46-65 y.,4th Quintile,Full Time,0.52946,510,900,0.49684,0.56209
1992,46-65 y.,4th Quintile,Part Time,0.19289,167,900,0.16710,0.21869
1992,46-65 y.,4th Quintile,Not Working,0.27764,223,900,0.24837,0.30692
1992,46-65 y.,5th Quintile,Full Time,0.62627,561,882,0.59432,0.65822
1992,46-65 y.,5th Quintile,Part Time,0.19542,173,882,0.16924,0.22161
1992,46-65 y.,5th Quintile,Not Working,0.17831,148,882,0.15303,0.20359
1992,66 and older,1st Quintile,Not Working,0.99533,509,509,0.98940,1.00126
1992,66 and older,2nd Quintile,Not Working,0.98857,292,292,0.97636,1.00078
1992,66 and older,3rd Quintile,Not Working,0.97108,223,223,0.94903,0.99312
1992,66 and older,4th Quintile,Not Working,0.97011,211,211,0.94708,0.99314
1992,66 and older,5th Quintile,Not Working,0.92362,176,176,0.88427,0.96297
1993,17-29 y.,1st Quintile,Full Time,0.26411,203,732,0.23215,0.29607
1993,17-29 y.,1st Quintile,Part Time,0.29077,191,732,0.25785,0.32369
1993,17-29 y.,1st Quintile,Not Working,0.44511,338,732,0.40908,0.48114
1993,17-29 y.,2nd Quintile,Full Time,0.44563,313,752,0.41009,0.48118
1993,17-29 y.,2nd Quintile,Part Time,0.26317,198,752,0.23168,0.29467
1993,17-29 y.,2nd Quintile,Not Working,0.29119,241,752,0.25870,0.32369
1993,17-29 y.,3rd Quintile,Full Time,0.51337,384,751,0.47760,0.54914
1993,17-29 y.,3rd Quintile,Part Time,0.25202,191,751,0.22094,0.28309
1993,17-29 y.,3rd Quintile,Not Working,0.23461,176,751,0.20429,0.26494
1993,17-29 y.,4th Quintile,Full Time,0.62965,446,698,0.59380,0.66550
1993,17-29 y.,4th Quintile,Part Time,0.19067,138,698,0.16151,0.21984
1993,17-29 y.,4th Quintile,Not Working,0.17968,114,698,0.15118,0.20818
1993,17-29 y.,5th Quintile,Full Time,0.65932,371,551,0.61971,0.69893
1993,17-29 y.,5th Quintile,Part Time,0.18887,102,551,0.15616,0.22158
1993,17-29 y.,5th Quintile,Not Working,0.15181,78,551,0.12182,0.18180
1993,30-45 y.,1st Quintile,Full Time,0.39967,334,749,0.36457,0.43477
1993,30-45 y.,1st Quintile,Part Time,0.27364,182,749,0.24169,0.30559
1993,30-45 y.,1st Quintile,Not Working,0.32669,233,749,0.29308,0.36030
1993,30-45 y.,2nd Quintile,Full Time,0.55810,596,987,0.52710,0.58910
1993,30-45 y.,2nd Quintile,Part Time,0.24805,225,987,0.22109,0.27501
1993,30-45 y.,2nd Quintile,Not Working,0.19385,166,987,0.16917,0.21852
1993,30-45 y.,3rd Quintile,Full Time,0.63382,625,924,0.60274,0.66490
1993,30-45 y.,3rd Quintile,Part Time,0.22298,188,924,0.19612,0.24983
1993,30-45 y.,3rd Quintile,Not Working,0.14320,111,924,0.12060,0.16580
1993,30-45 y.,4th Quintile,Full Time,0.68215,543,789,0.64964,0.71467
1993,30-45 y.,4th Quintile,Part Time,0.22494,172,789,0.19579,0.25409
1993,30-45 y.,4th Quintile,Not Working,0.09291,74,789,0.07264,0.11318
1993,30-45 y.,5th Quintile,Full Time,0.73753,553,749,0.70600,0.76906
1993,30-45 y.,5th Quintile,Part Time,0.21136,155,749,0.18210,0.24062
1993,30-45 y.,5th Quintile,Not Working,0.05111,41,749,0.03533,0.06689
1993,46-65 y.,1st Quintile,Full Time,0.13975,115,714,0.11430,0.16520
1993,46-65 y.,1st Quintile,Part Time,0.12020,89,714,0.09633,0.14408
1993,46-65 y.,1st Quintile,Not Working,0.74005,510,714,0.70785,0.77224
1993,46-65 y.,2nd Quintile,Full Time,0.35216,282,707,0.31692,0.38739
1993,46-65 y.,2nd Quintile,Part Time,0.15591,109,707,0.12915,0.18268
1993,46-65 y.,2nd Quintile,Not Working,0.49193,316,707,0.45505,0.52881
1993,46-65 y.,3rd Quintile,Full Time,0.47037,394,727,0.43407,0.50668
1993,46-65 y.,3rd Quintile,Part Time,0.17768,110,727,0.14987,0.20548
1993,46-65 y.,3rd Quintile,Not Working,0.35195,223,727,0.31721,0.38669
1993,46-65 y.,4th Quintile,Full Time,0.54456,515,903,0.51206,0.57706
1993,46-65 y.,4th Quintile,Part Time,0.20042,188,903,0.17430,0.22655
1993,46-65 y.,4th Quintile,Not Working,0.25502,200,903,0.22658,0.28347
1993,46-65 y.,5th Quintile,Full Time,0.62685,565,897,0.59518,0.65852
1993,46-65 y.,5th Quintile,Part Time,0.20553,185,897,0.17908,0.23199
1993,46-65 y.,5th Quintile,Not Working,0.16762,147,897,0.14316,0.19208
1993,66 and older,1st Quintile,Not Working,0.99271,430,430,0.98466,1.00076
1993,66 and older,2nd Quintile,Not Working,0.99221,371,371,0.98325,1.00117
1993,66 and older,3rd Quintile,Not Working,0.97028,257,257,0.94947,0.99108
1993,66 and older,4th Quintile,Not Working,0.95429,209,209,0.92591,0.98268
1993,66 and older,5th Quintile,Not Working,0.95175,167,167,0.91915,0.98435
1994,17-29 y.,1st Quintile,Full Time,0.24436,170,688,0.21223,0.27649
1994,17-29 y.,1st Quintile,Part Time,0.31824,205,688,0.28341,0.35307
1994,17-29 y.,1st Quintile,Not Working,0.43740,313,688,0.40031,0.47450
1994,17-29 y.,2nd Quintile,Full Time,0.40537,297,702,0.36902,0.44171
1994,17-29 y.,2nd Quintile,Part Time,0.27109,172,702,0.23819,0.30400
1994,17-29 y.,2nd Quintile,Not Working,0.32354,233,702,0.28891,0.35817
1994,17-29 y.,3rd Quintile,Full Time,0.50266,361,718,0.46606,0.53926
1994,17-29 y.,3rd Quintile,Part Time,0.22072,163,718,0.19036,0.25108
1994,17-29 y.,3rd Quintile,Not Working,0.27662,194,718,0.24388,0.30937
1994,17-29 y.,4th Quintile,Full Time,0.58302,433,719,0.54695,0.61909
1994,17-29 y.,4th Quintile,Part Time,0.19523,142,719,0.16624,0.22423
1994,17-29 y.,4th Quintile,Not Working,0.22175,144,719,0.19136,0.25213
1994,17-29 y.,5th Quintile,Full Time,0.66166,354,514,0.62072,0.70261
1994,17-29 y.,5th Quintile,Part Time,0.15617,80,514,0.12475,0.18758
1994,17-29 y.,5th Quintile,Not Working,0.18217,80,514,0.14877,0.21557
1994,30-45 y.,1st Quintile,Full Time,0.36418,282,723,0.32908,0.39928
1994,30-45 y.,1st Quintile,Part Time,0.27266,186,723,0.24018,0.30514
1994,30-45 y.,1st Quintile,Not Working,0.36316,255,723,0.32808,0.39823
1994,30-45 y.,2nd Quintile,Full Time,0.52719,540,941,0.49528,0.55911
1994,30-45 y.,2nd Quintile,Part Time,0.25448,216,941,0.22664,0.28233
1994,30-45 y.,2nd Quintile,Not Working,0.21832,185,941,0.19192,0.24473
1994,30-45 y.,3rd Quintile,Full Time,0.63695,637,941,0.60621,0.66769
1994,30-45 y.,3rd Quintile,Part Time,0.23620,199,941,0.20905,0.26335
1994,30-45 y.,3rd Quintile,Not Working,0.12685,105,941,0.10557,0.14813
1994,30-45 y.,4th Quintile,Full Time,0.68495,534,772,0.65216,0.71774
1994,30-45 y.,4th Quintile,Part Time,0.21681,161,772,0.18772,0.24589
1994,30-45 y.,4th Quintile,Not Working,0.09824,77,772,0.07723,0.11925
1994,30-45 y.,5th Quintile,Full Time,0.73990,571,771,0.70892,0.77089
1994,30-45 y.,5th Quintile,Part Time,0.21087,162,771,0.18206,0.23968
1994,30-45 y.,5th Quintile,Not Working,0.04923,38,771,0.03395,0.06451
1994,46-65 y.,1st Quintile,Full Time,0.15148,120,701,0.12492,0.17804
1994,46-65 y.,1st Quintile,Part Time,0.13632,87,701,0.11090,0.16174
1994,46-65 y.,1st Quintile,Not Working,0.71220,494,701,0.67866,0.74574
1994,46-65 y.,2nd Quintile,Full Time,0.32438,239,669,0.28888,0.35988
1994,46-65 y.,2nd Quintile,Part Time,0.15666,106,669,0.12910,0.18423
1994,46-65 y.,2nd Quintile,Not Working,0.51896,324,669,0.48107,0.55685
1994,46-65 y.,3rd Quintile,Full Time,0.43508,383,769,0.40002,0.47014
1994,46-65 y.,3rd Quintile,Part Time,0.17695,125,769,0.14996,0.20394
1994,46-65 y.,3rd Quintile,Not Working,0.38797,261,769,0.35351,0.42244
1994,46-65 y.,4th Quintile,Full Time,0.54177,464,834,0.50793,0.57560
1994,46-65 y.,4th Quintile,Part Time,0.17638,148,834,0.15050,0.20227
1994,46-65 y.,4th Quintile,Not Working,0.28185,222,834,0.25130,0.31240
1994,46-65 y.,5th Quintile,Full Time,0.62308,571,913,0.59163,0.65454
1994,46-65 y.,5th Quintile,Part Time,0.20061,180,913,0.17462,0.22660
1994,46-65 y.,5th Quintile,Not Working,0.17630,162,913,0.15157,0.20104
1994,66 and older,1st Quintile,Not Working,0.99386,397,397,0.98617,1.00155
1994,66 and older,2nd Quintile,Not Working,0.99298,384,384,0.98462,1.00134
1994,66 and older,3rd Quintile,Not Working,0.97719,272,272,0.95941,0.99496
1994,66 and older,4th Quintile,Not Working,0.96676,212,212,0.94258,0.99095
1994,66 and older,5th Quintile,Not Working,0.92187,187,187,0.88330,0.96044
1995,17-29 y.,1st Quintile,Full Time,0.25362,190,762,0.22271,0.28454
1995,17-29 y.,1st Quintile,Part Time,0.27425,189,762,0.24255,0.30595
1995,17-29 y.,1st Quintile,Not Working,0.47213,383,762,0.43666,0.50759
1995,17-29 y.,2nd Quintile,Full Time,0.36555,260,719,0.33033,0.40078
1995,17-29 y.,2nd Quintile,Part Time,0.27334,194,719,0.24074,0.30594
1995,17-29 y.,2nd Quintile,Not Working,0.36111,265,719,0.32598,0.39624
1995,17-29 y.,3rd Quintile,Full Time,0.47639,335,695,0.43923,0.51355
1995,17-29 y.,3rd Quintile,Part Time,0.26925,179,695,0.23624,0.30225
1995,17-29 y.,3rd Quintile,Not Working,0.25437,181,695,0.22196,0.28677
1995,17-29 y.,4th Quintile,Full Time,0.58102,404,687,0.54410,0.61794
1995,17-29 y.,4th Quintile,Part Time,0.21391,153,687,0.18323,0.24460
1995,17-29 y.,4th Quintile,Not Working,0.20507,130,687,0.17485,0.23528
1995,17-29 y.,5th Quintile,Full Time,0.62805,320,494,0.58539,0.67072
1995,17-29 y.,5th Quintile,Part Time,0.14165,68,494,0.11087,0.17243
1995,17-29 y.,5th Quintile,Not Working,0.23030,106,494,0.19313,0.26746
1995,30-45 y.,1st Quintile,Full Time,0.32062,280,838,0.28900,0.35224
1995,30-45 y.,1st Quintile,Part Time,0.28419,233,838,0.25363,0.31474
1995,30-45 y.,1st Quintile,Not Working,0.39519,325,838,0.36207,0.42831
1995,30-45 y.,2nd Quintile,Full Time,0.49172,541,1017,0.46098,0.52246
1995,30-45 y.,2nd Quintile,Part Time,0.25563,258,1017,0.22881,0.28245
1995,30-45 y.,2nd Quintile,Not Working,0.25265,218,1017,0.22593,0.27937
1995,30-45 y.,3rd Quintile,Full Time,0.61897,621,955,0.58816,0.64979
1995,30-45 y.,3rd Quintile,Part Time,0.24986,228,955,0.22239,0.27733
1995,30-45 y.,3rd Quintile,Not Working,0.13117,106,955,0.10974,0.15259
1995,30-45 y.,4th Quintile,Full Time,0.65573,559,832,0.62343,0.68804
1995,30-45 y.,4th Quintile,Part Time,0.24797,190,832,0.21861,0.27733
1995,30-45 y.,4th Quintile,Not Working,0.09630,83,832,0.07624,0.11635
1995,30-45 y.,5th Quintile,Full Time,0.73324,585,797,0.70251,0.76396
1995,30-45 y.,5th Quintile,Part Time,0.20956,169,797,0.18129,0.23783
1995,30-45 y.,5th Quintile,Not Working,0.05720,43,797,0.04107,0.07333
1995,46-65 y.,1st Quintile,Full Time,0.10597,92,645,0.08220,0.12974
1995,46-65 y.,1st Quintile,Part Time,0.15288,95,645,0.12508,0.18067
1995,46-65 y.,1st Quintile,Not Working,0.74115,458,645,0.70733,0.77498
1995,46-65 y.,2nd Quintile,Full Time,0.28030,233,723,0.24754,0.31306
1995,46-65 y.,2nd Quintile,Part Time,0.15452,114,723,0.12816,0.18089
1995,46-65 y.,2nd Quintile,Not Working,0.56518,376,723,0.52902,0.60134
1995,46-65 y.,3rd Quintile,Full Time,0.42191,365,740,0.38631,0.45752
1995,46-65 y.,3rd Quintile,Part Time,0.17753,126,740,0.14998,0.20508
1995,46-65 y.,3rd Quintile,Not Working,0.40056,249,740,0.36523,0.43589
1995,46-65 y.,4th Quintile,Full Time,0.50202,497,887,0.46910,0.53494
1995,46-65 y.,4th Quintile,Part Time,0.23871,185,887,0.21064,0.26678
1995,46-65 y.,4th Quintile,Not Working,0.25927,205,887,0.23042,0.28813
1995,46-65 y.,5th Quintile,Full Time,0.61646,602,970,0.58584,0.64707
1995,46-65 y.,5th Quintile,Part Time,0.19135,187,970,0.16658,0.21612
1995,46-65 y.,5th Quintile,Not Working,0.19219,181,970,0.16738,0.21700
1995,66 and older,1st Quintile,Not Working,0.99018,297,297,0.97894,1.00141
1995,66 and older,2nd Quintile,Not Working,0.97546,400,400,0.96028,0.99064
1995,66 and older,3rd Quintile,Not Working,0.99085,323,323,0.98045,1.00125
1995,66 and older,4th Quintile,Not Working,0.93982,256,256,0.91063,0.96901
1995,66 and older,5th Quintile,Not Working,0.93840,202,202,0.90516,0.97164
1996,17-29 y.,1st Quintile,Full Time,0.26918,195,758,0.23759,0.30078
1996,17-29 y.,1st Quintile,Part Time,0.27775,217,758,0.24585,0.30966
1996,17-29 y.,1st Quintile,Not Working,0.45306,346,758,0.41760,0.48853
1996,17-29 y.,2nd Quintile,Full Time,0.41257,286,690,0.37581,0.44933
1996,17-29 y.,2nd Quintile,Part Time,0.23632,165,690,0.20460,0.26804
1996,17-29 y.,2nd Quintile,Not Working,0.35111,239,690,0.31547,0.38675
1996,17-29 y.,3rd Quintile,Full Time,0.43526,275,601,0.39558,0.47493
1996,17-29 y.,3rd Quintile,Part Time,0.28334,163,601,0.24728,0.31940
1996,17-29 y.,3rd Quintile,Not Working,0.28141,163,601,0.24542,0.31739
1996,17-29 y.,4th Quintile,Full Time,0.59987,398,664,0.56258,0.63717
1996,17-29 y.,4th Quintile,Part Time,0.22552,145,664,0.19371,0.25734
1996,17-29 y.,4th Quintile,Not Working,0.17460,121,664,0.14570,0.20350
1996,17-29 y.,5th Quintile,Full Time,0.54513,254,449,0.49902,0.59124
1996,17-29 y.,5th Quintile,Part Time,0.18164,82,449,0.14594,0.21735
1996,17-29 y.,5th Quintile,Not Working,0.27322,113,449,0.23196,0.31449
1996,30-45 y.,1st Quintile,Full Time,0.35332,305,828,0.32075,0.38590
1996,30-45 y.,1st Quintile,Part Time,0.29306,237,828,0.26204,0.32409
1996,30-45 y.,1st Quintile,Not Working,0.35361,286,828,0.32103,0.38620
1996,30-45 y.,2nd Quintile,Full Time,0.50934,538,1008,0.47846,0.54021
1996,30-45 y.,2nd Quintile,Part Time,0.27396,278,1008,0.24641,0.30151
1996,30-45 y.,2nd Quintile,Not Working,0.21670,192,1008,0.19126,0.24215
1996,30-45 y.,3rd Quintile,Full Time,0.58224,584,935,0.55061,0.61387
1996,30-45 y.,3rd Quintile,Part Time,0.30141,252,935,0.27198,0.33084
1996,30-45 y.,3rd Quintile,Not Working,0.11635,99,935,0.09578,0.13691
1996,30-45 y.,4th Quintile,Full Time,0.68883,615,886,0.65832,0.71933
1996,30-45 y.,4th Quintile,Part Time,0.20817,184,886,0.18142,0.23492
1996,30-45 y.,4th Quintile,Not Working,0.10300,87,886,0.08297,0.12303
1996,30-45 y.,5th Quintile,Full Time,0.75302,584,779,0.72272,0.78333
1996,30-45 y.,5th Quintile,Part Time,0.19301,154,779,0.16528,0.22075
1996,30-45 y.,5th Quintile,Not Working,0.05396,41,779,0.03809,0.06984
1996,46-65 y.,1st Quintile,Full Time,0.13441,96,624,0.10763,0.16120
1996,46-65 y.,1st Quintile,Part Time,0.16996,108,624,0.14046,0.19945
1996,46-65 y.,1st Quintile,Not Working,0.69563,420,624,0.65950,0.73176
1996,46-65 y.,2nd Quintile,Full Time,0.28278,204,649,0.24810,0.31745
1996,46-65 y.,2nd Quintile,Part Time,0.15980,118,649,0.13159,0.18801
1996,46-65 y.,2nd Quintile,Not Working,0.55743,327,649,0.51918,0.59567
1996,46-65 y.,3rd Quintile,Full Time,0.37675,344,788,0.34289,0.41060
1996,46-65 y.,3rd Quintile,Part Time,0.21778,161,788,0.18894,0.24662
1996,46-65 y.,3rd Quintile,Not Working,0.40547,283,788,0.37117,0.43978
1996,46-65 y.,4th Quintile,Full Time,0.49971,448,873,0.46652,0.53289
1996,46-65 y.,4th Quintile,Part Time,0.21236,194,873,0.18522,0.23951
1996,46-65 y.,4th Quintile,Not Working,0.28793,231,873,0.25788,0.31798
1996,46-65 y.,5th Quintile,Full Time,0.60190,595,965,0.57100,0.63280
1996,46-65 y.,5th Quintile,Part Time,0.20849,193,965,0.18284,0.23413
1996,46-65 y.,5th Quintile,Not Working,0.18961,177,965,0.16487,0.21436
1996,66 and older,1st Quintile,Not Working,0.97795,327,327,0.96201,0.99389
1996,66 and older,2nd Quintile,Not Working,0.98525,381,381,0.97312,0.99737
1996,66 and older,3rd Quintile,Not Working,0.98354,324,324,0.96966,0.99742
1996,66 and older,4th Quintile,Not Working,0.97132,279,279,0.95170,0.99094
1996,66 and older,5th Quintile,Not Working,0.91046,183,183,0.86897,0.95194
1997,17-29 y.,1st Quintile,Full Time,0.20845,167,685,0.17800,0.23889
1997,17-29 y.,1st Quintile,Part Time,0.30799,183,685,0.27339,0.34259
1997,17-29 y.,1st Quintile,Not Working,0.48356,335,685,0.44611,0.52101
1997,17-29 y.,2nd Quintile,Full Time,0.43818,273,679,0.40084,0.47553
1997,17-29 y.,2nd Quintile,Part Time,0.20324,151,679,0.17295,0.23353
1997,17-29 y.,2nd Quintile,Not Working,0.35858,255,679,0.32248,0.39468
1997,17-29 y.,3rd Quintile,Full Time,0.44936,272,584,0.40898,0.48974
1997,17-29 y.,3rd Quintile,Part Time,0.27046,143,584,0.23440,0.30652
1997,17-29 y.,3rd Quintile,Not Working,0.28018,169,584,0.24372,0.31663
1997,17-29 y.,4th Quintile,Full Time,0.56994,373,639,0.53152,0.60835
1997,17-29 y.,4th Quintile,Part Time,0.19168,120,639,0.16114,0.22223
1997,17-29 y.,4th Quintile,Not Working,0.23838,146,639,0.20532,0.27144
1997,17-29 y.,5th Quintile,Full Time,0.55830,267,442,0.51195,0.60465
1997,17-29 y.,5th Quintile,Part Time,0.16017,69,442,0.12594,0.19440
1997,17-29 y.,5th Quintile,Not Working,0.28153,106,442,0.23955,0.32351
1997,30-45 y.,1st Quintile,Full Time,0.33688,264,774,0.30356,0.37020
1997,30-45 y.,1st Quintile,Part Time,0.30450,217,774,0.27206,0.33694
1997,30-45 y.,1st Quintile,Not Working,0.35862,293,774,0.32481,0.39243
1997,30-45 y.,2nd Quintile,Full Time,0.52119,544,995,0.49013,0.55224
1997,30-45 y.,2nd Quintile,Part Time,0.27941,258,995,0.25152,0.30731
1997,30-45 y.,2nd Quintile,Not Working,0.19940,193,995,0.17456,0.22424
1997,30-45 y.,3rd Quintile,Full Time,0.57042,565,919,0.53840,0.60244
1997,30-45 y.,3rd Quintile,Part Time,0.28582,232,919,0.25659,0.31505
1997,30-45 y.,3rd Quintile,Not Working,0.14376,122,919,0.12107,0.16646
1997,30-45 y.,4th Quintile,Full Time,0.70616,608,872,0.67591,0.73641
