year,age_gr,migback,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,46-65 y.,Direct migration background,Full Time,0.39316,339,930,0.36175,0.42457
1998,46-65 y.,Direct migration background,Part Time,0.21590,199,930,0.18944,0.24236
1998,46-65 y.,Direct migration background,Not Working,0.39093,392,930,0.35956,0.42231
1998,66 and older,No migration background,Part Time,0.02290,40,1590,0.01554,0.03025
1998,66 and older,No migration background,Not Working,0.97096,1550,1590,0.96271,0.97922
1998,66 and older,Direct migration background,Not Working,0.99372,243,243,0.98377,1.00367
1999,17-29 y.,No migration background,Full Time,0.43033,945,2124,0.40926,0.45139
1999,17-29 y.,No migration background,Part Time,0.27683,568,2124,0.25780,0.29586
1999,17-29 y.,No migration background,Not Working,0.29284,611,2124,0.27349,0.31220
1999,17-29 y.,Direct migration background,Full Time,0.43949,152,368,0.38871,0.49027
1999,17-29 y.,Direct migration background,Part Time,0.23057,80,368,0.18747,0.27366
1999,17-29 y.,Direct migration background,Not Working,0.32994,136,368,0.28183,0.37805
1999,17-29 y.,Indirect migration background,Full Time,0.34515,181,481,0.30262,0.38768
1999,17-29 y.,Indirect migration background,Part Time,0.28500,137,481,0.24461,0.32538
1999,17-29 y.,Indirect migration background,Not Working,0.36985,163,481,0.32666,0.41304
1999,30-45 y.,No migration background,Full Time,0.60317,2353,3874,0.58776,0.61858
1999,30-45 y.,No migration background,Part Time,0.26205,984,3874,0.24820,0.27590
1999,30-45 y.,No migration background,Not Working,0.13477,537,3874,0.12402,0.14553
1999,30-45 y.,Direct migration background,Full Time,0.50814,376,741,0.47212,0.54417
1999,30-45 y.,Direct migration background,Part Time,0.28122,206,741,0.24882,0.31361
1999,30-45 y.,Direct migration background,Not Working,0.21064,159,741,0.18126,0.24002
1999,30-45 y.,Indirect migration background,Full Time,0.48676,54,54,0.35219,0.62133
1999,46-65 y.,No migration background,Full Time,0.42534,1441,3323,0.40853,0.44215
1999,46-65 y.,No migration background,Part Time,0.20525,693,3323,0.19152,0.21899
1999,46-65 y.,No migration background,Not Working,0.36941,1189,3323,0.35299,0.38582
1999,46-65 y.,Direct migration background,Full Time,0.40448,315,847,0.37140,0.43755
1999,46-65 y.,Direct migration background,Part Time,0.22425,167,847,0.19614,0.25235
1999,46-65 y.,Direct migration background,Not Working,0.37128,365,847,0.33872,0.40383
1999,66 and older,No migration background,Part Time,0.03381,55,1537,0.02477,0.04285
1999,66 and older,No migration background,Not Working,0.96258,1482,1537,0.95309,0.97207
1999,66 and older,Direct migration background,Not Working,0.97029,239,239,0.94872,0.99186
2000,17-29 y.,No migration background,Full Time,0.46363,1504,3379,0.44681,0.48045
2000,17-29 y.,No migration background,Part Time,0.27169,919,3379,0.25669,0.28669
2000,17-29 y.,No migration background,Not Working,0.26468,956,3379,0.24980,0.27955
2000,17-29 y.,Direct migration background,Full Time,0.36128,204,591,0.32252,0.40005
2000,17-29 y.,Direct migration background,Part Time,0.27109,155,591,0.23522,0.30696
2000,17-29 y.,Direct migration background,Not Working,0.36763,232,591,0.32872,0.40654
2000,17-29 y.,Indirect migration background,Full Time,0.38402,236,612,0.34545,0.42258
2000,17-29 y.,Indirect migration background,Part Time,0.29269,181,612,0.25661,0.32877
2000,17-29 y.,Indirect migration background,Not Working,0.32329,195,612,0.28620,0.36038
2000,30-45 y.,No migration background,Full Time,0.62214,4171,6830,0.61064,0.63364
2000,30-45 y.,No migration background,Part Time,0.24854,1707,6830,0.23829,0.25879
2000,30-45 y.,No migration background,Not Working,0.12932,952,6830,0.12136,0.13728
2000,30-45 y.,Direct migration background,Full Time,0.48847,571,1177,0.45990,0.51704
2000,30-45 y.,Direct migration background,Part Time,0.26640,305,1177,0.24113,0.29167
2000,30-45 y.,Direct migration background,Not Working,0.24513,301,1177,0.22054,0.26972
2000,30-45 y.,Indirect migration background,Full Time,0.59661,93,136,0.51386,0.67937
2000,30-45 y.,Indirect migration background,Part Time,0.24637,43,136,0.17368,0.31906
2000,46-65 y.,No migration background,Full Time,0.42549,2776,6556,0.41352,0.43746
2000,46-65 y.,No migration background,Part Time,0.21318,1377,6556,0.20326,0.22309
2000,46-65 y.,No migration background,Not Working,0.36133,2403,6556,0.34970,0.37296
2000,46-65 y.,Direct migration background,Full Time,0.43986,471,1182,0.41155,0.46817
2000,46-65 y.,Direct migration background,Part Time,0.20736,240,1182,0.18424,0.23048
2000,46-65 y.,Direct migration background,Not Working,0.35278,471,1182,0.32553,0.38004
2000,66 and older,No migration background,Full Time,0.00973,34,3225,0.00634,0.01312
2000,66 and older,No migration background,Part Time,0.03110,94,3225,0.02510,0.03709
2000,66 and older,No migration background,Not Working,0.95917,3097,3225,0.95234,0.96600
2000,66 and older,Direct migration background,Not Working,0.97415,343,343,0.95733,0.99097
2001,17-29 y.,No migration background,Full Time,0.45828,1318,3055,0.44061,0.47595
2001,17-29 y.,No migration background,Part Time,0.28761,877,3055,0.27156,0.30367
2001,17-29 y.,No migration background,Not Working,0.25411,860,3055,0.23867,0.26955
2001,17-29 y.,Direct migration background,Full Time,0.35980,181,497,0.31756,0.40204
2001,17-29 y.,Direct migration background,Part Time,0.27300,140,497,0.23379,0.31221
2001,17-29 y.,Direct migration background,Not Working,0.36720,176,497,0.32478,0.40963
2001,17-29 y.,Indirect migration background,Full Time,0.38006,208,547,0.33934,0.42077
2001,17-29 y.,Indirect migration background,Part Time,0.30371,160,547,0.26514,0.34229
2001,17-29 y.,Indirect migration background,Not Working,0.31623,179,547,0.27723,0.35524
2001,30-45 y.,No migration background,Full Time,0.62090,3683,6120,0.60874,0.63306
2001,30-45 y.,No migration background,Part Time,0.25902,1620,6120,0.24805,0.27000
2001,30-45 y.,No migration background,Not Working,0.12008,817,6120,0.11193,0.12822
2001,30-45 y.,Direct migration background,Full Time,0.50738,523,1040,0.47698,0.53777
2001,30-45 y.,Direct migration background,Part Time,0.29472,293,1040,0.26700,0.32244
2001,30-45 y.,Direct migration background,Not Working,0.19790,224,1040,0.17368,0.22213
2001,30-45 y.,Indirect migration background,Full Time,0.60878,96,142,0.52823,0.68933
2001,30-45 y.,Indirect migration background,Part Time,0.23810,46,142,0.16780,0.30841
2001,46-65 y.,No migration background,Full Time,0.43375,2618,6019,0.42122,0.44627
2001,46-65 y.,No migration background,Part Time,0.22020,1289,6019,0.20973,0.23067
2001,46-65 y.,No migration background,Not Working,0.34605,2112,6019,0.33403,0.35807
2001,46-65 y.,Direct migration background,Full Time,0.38913,394,1044,0.35954,0.41872
2001,46-65 y.,Direct migration background,Part Time,0.24062,236,1044,0.21468,0.26657
2001,46-65 y.,Direct migration background,Not Working,0.37025,414,1044,0.34094,0.39955
2001,66 and older,No migration background,Part Time,0.03671,111,3023,0.03000,0.04341
2001,66 and older,No migration background,Not Working,0.95509,2912,3023,0.94771,0.96247
2001,66 and older,Direct migration background,Not Working,0.94579,320,320,0.92094,0.97064
2002,17-29 y.,No migration background,Full Time,0.42230,1224,3178,0.40512,0.43947
2002,17-29 y.,No migration background,Part Time,0.29760,976,3178,0.28170,0.31349
2002,17-29 y.,No migration background,Not Working,0.28011,978,3178,0.26449,0.29572
2002,17-29 y.,Direct migration background,Full Time,0.38090,158,441,0.33553,0.42628
2002,17-29 y.,Direct migration background,Part Time,0.27640,122,441,0.23461,0.31819
2002,17-29 y.,Direct migration background,Not Working,0.34270,161,441,0.29835,0.38704
2002,17-29 y.,Indirect migration background,Full Time,0.39110,194,523,0.34924,0.43297
2002,17-29 y.,Indirect migration background,Part Time,0.27522,152,523,0.23691,0.31353
2002,17-29 y.,Indirect migration background,Not Working,0.33368,177,523,0.29322,0.37413
2002,30-45 y.,No migration background,Full Time,0.60454,3770,6282,0.59244,0.61663
2002,30-45 y.,No migration background,Part Time,0.26749,1705,6282,0.25654,0.27844
2002,30-45 y.,No migration background,Not Working,0.12797,807,6282,0.11971,0.13623
2002,30-45 y.,Direct migration background,Full Time,0.49646,490,970,0.46498,0.52794
2002,30-45 y.,Direct migration background,Part Time,0.27811,274,970,0.24989,0.30632
2002,30-45 y.,Direct migration background,Not Working,0.22544,206,970,0.19913,0.25175
2002,30-45 y.,Indirect migration background,Full Time,0.61497,114,188,0.54523,0.68472
2002,30-45 y.,Indirect migration background,Part Time,0.22963,39,188,0.16935,0.28992
2002,30-45 y.,Indirect migration background,Not Working,0.15540,35,188,0.10347,0.20732
2002,46-65 y.,No migration background,Full Time,0.42631,3155,6774,0.41453,0.43809
2002,46-65 y.,No migration background,Part Time,0.23564,1542,6774,0.22553,0.24575
2002,46-65 y.,No migration background,Not Working,0.33805,2077,6774,0.32678,0.34932
2002,46-65 y.,Direct migration background,Full Time,0.39042,403,1038,0.36072,0.42011
2002,46-65 y.,Direct migration background,Part Time,0.23281,233,1038,0.20709,0.25854
2002,46-65 y.,Direct migration background,Not Working,0.37677,402,1038,0.34728,0.40626
2002,66 and older,No migration background,Full Time,0.00750,39,3228,0.00453,0.01048
2002,66 and older,No migration background,Part Time,0.03876,146,3228,0.03210,0.04542
2002,66 and older,No migration background,Not Working,0.95374,3043,3228,0.94649,0.96099
2002,66 and older,Direct migration background,Not Working,0.94389,332,332,0.91910,0.96868
2003,17-29 y.,No migration background,Full Time,0.39292,1142,3123,0.37579,0.41006
2003,17-29 y.,No migration background,Part Time,0.29877,953,3123,0.28272,0.31483
2003,17-29 y.,No migration background,Not Working,0.30830,1028,3123,0.29210,0.32450
2003,17-29 y.,Direct migration background,Full Time,0.33690,127,380,0.28932,0.38449
2003,17-29 y.,Direct migration background,Part Time,0.28615,108,380,0.24064,0.33165
2003,17-29 y.,Direct migration background,Not Working,0.37695,145,380,0.32816,0.42574
2003,17-29 y.,Indirect migration background,Full Time,0.36595,180,504,0.32386,0.40805
2003,17-29 y.,Indirect migration background,Part Time,0.29671,149,504,0.25679,0.33663
2003,17-29 y.,Indirect migration background,Not Working,0.33734,175,504,0.29602,0.37866
2003,30-45 y.,No migration background,Full Time,0.59610,3456,5829,0.58350,0.60870
2003,30-45 y.,No migration background,Part Time,0.27697,1630,5829,0.26548,0.28846
2003,30-45 y.,No migration background,Not Working,0.12693,743,5829,0.11838,0.13547
2003,30-45 y.,Direct migration background,Full Time,0.48656,444,895,0.45379,0.51932
2003,30-45 y.,Direct migration background,Part Time,0.27848,253,895,0.24910,0.30786
2003,30-45 y.,Direct migration background,Not Working,0.23496,198,895,0.20717,0.26276
2003,30-45 y.,Indirect migration background,Full Time,0.54656,114,214,0.47970,0.61342
2003,30-45 y.,Indirect migration background,Part Time,0.23433,56,214,0.17744,0.29121
2003,30-45 y.,Indirect migration background,Not Working,0.21912,44,214,0.16356,0.27467
2003,46-65 y.,No migration background,Full Time,0.43291,3035,6540,0.42090,0.44492
2003,46-65 y.,No migration background,Part Time,0.23230,1526,6540,0.22207,0.24254
2003,46-65 y.,No migration background,Not Working,0.33479,1979,6540,0.32335,0.34623
2003,46-65 y.,Direct migration background,Full Time,0.35679,354,987,0.32689,0.38669
2003,46-65 y.,Direct migration background,Part Time,0.27206,261,987,0.24428,0.29984
2003,46-65 y.,Direct migration background,Not Working,0.37115,372,987,0.34100,0.40131
2003,66 and older,No migration background,Full Time,0.01071,42,3280,0.00719,0.01424
2003,66 and older,No migration background,Part Time,0.03948,145,3280,0.03282,0.04615
2003,66 and older,No migration background,Not Working,0.94980,3093,3280,0.94233,0.95728
2003,66 and older,Direct migration background,Not Working,0.94159,338,338,0.91655,0.96663
2004,17-29 y.,No migration background,Full Time,0.39715,1106,3071,0.37984,0.41446
2004,17-29 y.,No migration background,Part Time,0.28741,898,3071,0.27140,0.30342
2004,17-29 y.,No migration background,Not Working,0.31544,1067,3071,0.29900,0.33188
2004,17-29 y.,Direct migration background,Full Time,0.29541,110,374,0.24911,0.34171
2004,17-29 y.,Direct migration background,Part Time,0.29414,110,374,0.24789,0.34038
2004,17-29 y.,Direct migration background,Not Working,0.41046,154,374,0.36053,0.46038
2004,17-29 y.,Indirect migration background,Full Time,0.34487,176,515,0.30378,0.38596
2004,17-29 y.,Indirect migration background,Part Time,0.29661,154,515,0.25713,0.33610
2004,17-29 y.,Indirect migration background,Not Working,0.35852,185,515,0.31706,0.39998
2004,30-45 y.,No migration background,Full Time,0.59062,3182,5459,0.57757,0.60367
2004,30-45 y.,No migration background,Part Time,0.27934,1572,5459,0.26744,0.29125
2004,30-45 y.,No migration background,Not Working,0.13004,705,5459,0.12111,0.13896
2004,30-45 y.,Direct migration background,Full Time,0.47557,411,849,0.44196,0.50919
2004,30-45 y.,Direct migration background,Part Time,0.30439,249,849,0.27342,0.33536
2004,30-45 y.,Direct migration background,Not Working,0.22004,189,849,0.19216,0.24792
2004,30-45 y.,Indirect migration background,Full Time,0.57840,120,222,0.51329,0.64350
2004,30-45 y.,Indirect migration background,Part Time,0.25146,60,222,0.19425,0.30866
2004,30-45 y.,Indirect migration background,Not Working,0.17015,42,222,0.12061,0.21969
2004,46-65 y.,No migration background,Full Time,0.43128,2946,6364,0.41912,0.44345
2004,46-65 y.,No migration background,Part Time,0.24462,1545,6364,0.23406,0.25519
2004,46-65 y.,No migration background,Not Working,0.32409,1873,6364,0.31259,0.33559
2004,46-65 y.,Direct migration background,Full Time,0.36579,347,953,0.33520,0.39639
2004,46-65 y.,Direct migration background,Part Time,0.23535,224,953,0.20840,0.26230
2004,46-65 y.,Direct migration background,Not Working,0.39886,382,953,0.36775,0.42996
2004,66 and older,No migration background,Full Time,0.00961,41,3386,0.00632,0.01289
2004,66 and older,No migration background,Part Time,0.04605,167,3386,0.03899,0.05311
2004,66 and older,No migration background,Not Working,0.94434,3178,3386,0.93662,0.95207
2004,66 and older,Direct migration background,Not Working,0.95878,345,345,0.93777,0.97979
2005,17-29 y.,No migration background,Full Time,0.36722,1027,2993,0.34994,0.38449
2005,17-29 y.,No migration background,Part Time,0.31798,928,2993,0.30129,0.33467
2005,17-29 y.,No migration background,Not Working,0.31480,1038,2993,0.29816,0.33144
2005,17-29 y.,Direct migration background,Full Time,0.28768,84,316,0.23769,0.33767
2005,17-29 y.,Direct migration background,Part Time,0.31050,95,316,0.25940,0.36159
2005,17-29 y.,Direct migration background,Not Working,0.40182,137,316,0.34768,0.45596
2005,17-29 y.,Indirect migration background,Full Time,0.35663,178,520,0.31542,0.39784
2005,17-29 y.,Indirect migration background,Part Time,0.30550,138,520,0.26587,0.34513
2005,17-29 y.,Indirect migration background,Not Working,0.33787,204,520,0.29718,0.37856
2005,30-45 y.,No migration background,Full Time,0.59530,2940,5049,0.58176,0.60884
2005,30-45 y.,No migration background,Part Time,0.27575,1475,5049,0.26342,0.28808
2005,30-45 y.,No migration background,Not Working,0.12895,634,5049,0.11971,0.13820
2005,30-45 y.,Direct migration background,Full Time,0.48111,388,797,0.44640,0.51582
2005,30-45 y.,Direct migration background,Part Time,0.31416,238,797,0.28191,0.34640
2005,30-45 y.,Direct migration background,Not Working,0.20474,171,797,0.17671,0.23277
2005,30-45 y.,Indirect migration background,Full Time,0.56162,132,243,0.49910,0.62414
2005,30-45 y.,Indirect migration background,Part Time,0.27673,62,243,0.22036,0.33310
2005,30-45 y.,Indirect migration background,Not Working,0.16165,49,243,0.11527,0.20803
2005,46-65 y.,No migration background,Full Time,0.45725,2894,6078,0.44472,0.46977
2005,46-65 y.,No migration background,Part Time,0.23867,1465,6078,0.22795,0.24939
2005,46-65 y.,No migration background,Not Working,0.30408,1719,6078,0.29252,0.31565
2005,46-65 y.,Direct migration background,Full Time,0.37025,333,890,0.33851,0.40199
2005,46-65 y.,Direct migration background,Part Time,0.25061,208,890,0.22212,0.27909
2005,46-65 y.,Direct migration background,Not Working,0.37915,349,890,0.34725,0.41104
2005,66 and older,No migration background,Full Time,0.00825,37,3388,0.00521,0.01130
2005,66 and older,No migration background,Part Time,0.04702,173,3388,0.03989,0.05415
2005,66 and older,No migration background,Not Working,0.94473,3178,3388,0.93703,0.95242
2005,66 and older,Direct migration background,Not Working,0.95443,349,349,0.93251,0.97634
2006,17-29 y.,No migration background,Full Time,0.38154,1088,3143,0.36456,0.39853
2006,17-29 y.,No migration background,Part Time,0.27845,860,3143,0.26277,0.29412
2006,17-29 y.,No migration background,Not Working,0.34001,1195,3143,0.32345,0.35658
2006,17-29 y.,Direct migration background,Full Time,0.31122,95,330,0.26119,0.36125
2006,17-29 y.,Direct migration background,Part Time,0.31560,105,330,0.26538,0.36582
2006,17-29 y.,Direct migration background,Not Working,0.37318,130,330,0.32092,0.42544
2006,17-29 y.,Indirect migration background,Full Time,0.34283,166,511,0.30163,0.38402
2006,17-29 y.,Indirect migration background,Part Time,0.31504,140,511,0.27472,0.35535
2006,17-29 y.,Indirect migration background,Not Working,0.34214,205,511,0.30096,0.38331
2006,30-45 y.,No migration background,Full Time,0.58856,3018,5219,0.57521,0.60191
2006,30-45 y.,No migration background,Part Time,0.27787,1509,5219,0.26572,0.29003
2006,30-45 y.,No migration background,Not Working,0.13357,692,5219,0.12434,0.14280
2006,30-45 y.,Direct migration background,Full Time,0.44553,358,785,0.41074,0.48032
2006,30-45 y.,Direct migration background,Part Time,0.29131,223,785,0.25950,0.32311
2006,30-45 y.,Direct migration background,Not Working,0.26316,204,785,0.23234,0.29399
2006,30-45 y.,Indirect migration background,Full Time,0.56577,145,277,0.50729,0.62424
2006,30-45 y.,Indirect migration background,Part Time,0.23496,73,277,0.18494,0.28498
2006,30-45 y.,Indirect migration background,Not Working,0.19927,59,277,0.15215,0.24640
2006,46-65 y.,No migration background,Full Time,0.45972,3142,6645,0.44774,0.47171
2006,46-65 y.,No migration background,Part Time,0.24816,1652,6645,0.23778,0.25855
2006,46-65 y.,No migration background,Not Working,0.29212,1851,6645,0.28118,0.30305
2006,46-65 y.,Direct migration background,Full Time,0.38377,339,881,0.35164,0.41590
2006,46-65 y.,Direct migration background,Part Time,0.22761,214,881,0.19990,0.25531
2006,46-65 y.,Direct migration background,Not Working,0.38862,328,881,0.35642,0.42083
2006,66 and older,No migration background,Full Time,0.01134,53,4027,0.00807,0.01461
2006,66 and older,No migration background,Part Time,0.04555,212,4027,0.03911,0.05199
2006,66 and older,No migration background,Not Working,0.94311,3762,4027,0.93595,0.95026
2006,66 and older,Direct migration background,Not Working,0.94789,365,365,0.92505,0.97072
2007,17-29 y.,No migration background,Full Time,0.37280,977,2957,0.35537,0.39024
2007,17-29 y.,No migration background,Part Time,0.28213,818,2957,0.26591,0.29835
2007,17-29 y.,No migration background,Not Working,0.34506,1162,2957,0.32793,0.36220
2007,17-29 y.,Direct migration background,Full Time,0.29687,84,282,0.24345,0.35029
2007,17-29 y.,Direct migration background,Part Time,0.27095,86,282,0.21899,0.32292
2007,17-29 y.,Direct migration background,Not Working,0.43217,112,282,0.37425,0.49009
2007,17-29 y.,Indirect migration background,Full Time,0.29605,152,500,0.25600,0.33611
2007,17-29 y.,Indirect migration background,Part Time,0.33425,139,500,0.29286,0.37564
2007,17-29 y.,Indirect migration background,Not Working,0.36970,209,500,0.32734,0.41205
2007,30-45 y.,No migration background,Full Time,0.60256,2792,4752,0.58865,0.61648
2007,30-45 y.,No migration background,Part Time,0.27237,1390,4752,0.25971,0.28503
2007,30-45 y.,No migration background,Not Working,0.12507,570,4752,0.11566,0.13447
2007,30-45 y.,Direct migration background,Full Time,0.43891,314,687,0.40178,0.47605
2007,30-45 y.,Direct migration background,Part Time,0.34772,225,687,0.31208,0.38335
2007,30-45 y.,Direct migration background,Not Working,0.21337,148,687,0.18271,0.24403
2007,30-45 y.,Indirect migration background,Full Time,0.57749,151,271,0.51857,0.63641
2007,30-45 y.,Indirect migration background,Part Time,0.25314,68,271,0.20127,0.30500
2007,30-45 y.,Indirect migration background,Not Working,0.16937,52,271,0.12463,0.21411
2007,46-65 y.,No migration background,Full Time,0.47777,3018,6220,0.46535,0.49018
2007,46-65 y.,No migration background,Part Time,0.23973,1544,6220,0.22912,0.25034
2007,46-65 y.,No migration background,Not Working,0.28250,1658,6220,0.27131,0.29369
2007,46-65 y.,Direct migration background,Full Time,0.36942,303,789,0.33572,0.40312
2007,46-65 y.,Direct migration background,Part Time,0.26736,209,789,0.23646,0.29827
2007,46-65 y.,Direct migration background,Not Working,0.36322,277,789,0.32964,0.39680
2007,66 and older,No migration background,Full Time,0.01040,52,3955,0.00724,0.01357
2007,66 and older,No migration background,Part Time,0.04824,198,3955,0.04156,0.05492
2007,66 and older,No migration background,Not Working,0.94136,3705,3955,0.93403,0.94868
2007,66 and older,Direct migration background,Not Working,0.94966,354,354,0.92685,0.97247
2008,17-29 y.,No migration background,Full Time,0.38202,922,2694,0.36366,0.40037
2008,17-29 y.,No migration background,Part Time,0.28112,765,2694,0.26414,0.29809
2008,17-29 y.,No migration background,Not Working,0.33687,1007,2694,0.31902,0.35472
2008,17-29 y.,Direct migration background,Full Time,0.27043,66,229,0.21278,0.32809
2008,17-29 y.,Direct migration background,Part Time,0.36403,77,229,0.30158,0.42649
2008,17-29 y.,Direct migration background,Not Working,0.36553,86,229,0.30302,0.42804
2008,17-29 y.,Indirect migration background,Full Time,0.34421,158,489,0.30206,0.38636
2008,17-29 y.,Indirect migration background,Part Time,0.26921,127,489,0.22985,0.30856
2008,17-29 y.,Indirect migration background,Not Working,0.38658,204,489,0.34338,0.42979
2008,30-45 y.,No migration background,Full Time,0.62259,2587,4296,0.60810,0.63709
2008,30-45 y.,No migration background,Part Time,0.26738,1242,4296,0.25414,0.28062
2008,30-45 y.,No migration background,Not Working,0.11003,467,4296,0.10067,0.11939
2008,30-45 y.,Direct migration background,Full Time,0.45827,281,605,0.41853,0.49801
2008,30-45 y.,Direct migration background,Part Time,0.34288,197,605,0.30502,0.38073
2008,30-45 y.,Direct migration background,Not Working,0.19885,127,605,0.16702,0.23069
2008,30-45 y.,Indirect migration background,Full Time,0.58062,156,269,0.52154,0.63970
2008,30-45 y.,Indirect migration background,Part Time,0.28775,76,269,0.23355,0.34196
2008,30-45 y.,Indirect migration background,Not Working,0.13163,37,269,0.09115,0.17211
2008,46-65 y.,No migration background,Full Time,0.49321,2960,5935,0.48049,0.50593
2008,46-65 y.,No migration background,Part Time,0.24574,1488,5935,0.23479,0.25670
2008,46-65 y.,No migration background,Not Working,0.26105,1487,5935,0.24987,0.27222
2008,46-65 y.,Direct migration background,Full Time,0.38789,278,708,0.35197,0.42381
2008,46-65 y.,Direct migration background,Part Time,0.24554,186,708,0.21381,0.27726
2008,46-65 y.,Direct migration background,Not Working,0.36657,244,708,0.33105,0.40209
2008,66 and older,No migration background,Full Time,0.01049,51,3916,0.00729,0.01368
2008,66 and older,No migration background,Part Time,0.05264,213,3916,0.04564,0.05963
2008,66 and older,No migration background,Not Working,0.93688,3652,3916,0.92926,0.94450
2008,66 and older,Direct migration background,Not Working,0.93310,345,345,0.90670,0.95950
2009,17-29 y.,No migration background,Full Time,0.38621,889,2482,0.36705,0.40537
2009,17-29 y.,No migration background,Part Time,0.30106,712,2482,0.28300,0.31911
2009,17-29 y.,No migration background,Not Working,0.31274,881,2482,0.29449,0.33098
2009,17-29 y.,Direct migration background,Full Time,0.28225,54,182,0.21668,0.34782
2009,17-29 y.,Direct migration background,Part Time,0.32714,60,182,0.25879,0.39550
2009,17-29 y.,Direct migration background,Not Working,0.39061,68,182,0.31953,0.46169
2009,17-29 y.,Indirect migration background,Full Time,0.35645,133,427,0.31097,0.40194
2009,17-29 y.,Indirect migration background,Part Time,0.26718,113,427,0.22517,0.30920
2009,17-29 y.,Indirect migration background,Not Working,0.37636,181,427,0.33036,0.42237
2009,30-45 y.,No migration background,Full Time,0.62853,2340,3876,0.61331,0.64374
2009,30-45 y.,No migration background,Part Time,0.27366,1156,3876,0.25962,0.28769
2009,30-45 y.,No migration background,Not Working,0.09782,380,3876,0.08846,0.10717
2009,30-45 y.,Direct migration background,Full Time,0.43375,234,531,0.39155,0.47594
2009,30-45 y.,Direct migration background,Part Time,0.41327,198,531,0.37135,0.45519
2009,30-45 y.,Direct migration background,Not Working,0.15298,99,531,0.12234,0.18363
2009,30-45 y.,Indirect migration background,Full Time,0.55462,151,269,0.49511,0.61412
2009,30-45 y.,Indirect migration background,Part Time,0.33214,80,269,0.27575,0.38853
2009,30-45 y.,Indirect migration background,Not Working,0.11325,38,269,0.07531,0.15119
2009,46-65 y.,No migration background,Full Time,0.50106,2876,5660,0.48804,0.51409
2009,46-65 y.,No migration background,Part Time,0.25765,1460,5660,0.24625,0.26904
2009,46-65 y.,No migration background,Not Working,0.24129,1324,5660,0.23014,0.25244
2009,46-65 y.,Direct migration background,Full Time,0.37562,238,619,0.33744,0.41381
2009,46-65 y.,Direct migration background,Part Time,0.26591,173,619,0.23107,0.30074
2009,46-65 y.,Direct migration background,Not Working,0.35847,208,619,0.32066,0.39628
2009,66 and older,No migration background,Full Time,0.01127,62,3821,0.00793,0.01462
2009,66 and older,No migration background,Part Time,0.06340,230,3821,0.05567,0.07113
2009,66 and older,No migration background,Not Working,0.92532,3529,3821,0.91699,0.93366
2009,66 and older,Direct migration background,Not Working,0.93495,313,313,0.90758,0.96231
2010,17-29 y.,No migration background,Full Time,0.39034,1031,3235,0.37353,0.40716
2010,17-29 y.,No migration background,Part Time,0.28875,915,3235,0.27313,0.30437
2010,17-29 y.,No migration background,Not Working,0.32091,1289,3235,0.30482,0.33700
2010,17-29 y.,Direct migration background,Full Time,0.23447,117,497,0.19718,0.27175
2010,17-29 y.,Direct migration background,Part Time,0.35165,128,497,0.30963,0.39367
2010,17-29 y.,Direct migration background,Not Working,0.41388,252,497,0.37054,0.45723
2010,17-29 y.,Indirect migration background,Full Time,0.33389,138,550,0.29444,0.37334
2010,17-29 y.,Indirect migration background,Part Time,0.30488,137,550,0.26637,0.34339
2010,17-29 y.,Indirect migration background,Not Working,0.36123,275,550,0.32105,0.40141
2010,30-45 y.,No migration background,Full Time,0.64170,3589,7074,0.63052,0.65287
2010,30-45 y.,No migration background,Part Time,0.26463,2366,7074,0.25435,0.27491
2010,30-45 y.,No migration background,Not Working,0.09367,1119,7074,0.08688,0.10046
2010,30-45 y.,Direct migration background,Full Time,0.43904,559,1453,0.41352,0.46457
2010,30-45 y.,Direct migration background,Part Time,0.36579,454,1453,0.34101,0.39056
2010,30-45 y.,Direct migration background,Not Working,0.19517,440,1453,0.17478,0.21555
2010,30-45 y.,Indirect migration background,Full Time,0.57984,265,544,0.53833,0.62136
2010,30-45 y.,Indirect migration background,Part Time,0.28377,164,544,0.24585,0.32169
2010,30-45 y.,Indirect migration background,Not Working,0.13638,115,544,0.10752,0.16525
2010,46-65 y.,No migration background,Full Time,0.51872,3174,6178,0.50626,0.53118
2010,46-65 y.,No migration background,Part Time,0.26441,1715,6178,0.25342,0.27541
2010,46-65 y.,No migration background,Not Working,0.21687,1289,6178,0.20659,0.22715
2010,46-65 y.,Direct migration background,Full Time,0.33423,270,695,0.29914,0.36933
2010,46-65 y.,Direct migration background,Part Time,0.29670,192,695,0.26271,0.33068
2010,46-65 y.,Direct migration background,Not Working,0.36907,233,695,0.33317,0.40497
2010,46-65 y.,Indirect migration background,Full Time,0.51375,37,37,0.35048,0.67702
2010,66 and older,No migration background,Full Time,0.01265,60,3702,0.00905,0.01625
2010,66 and older,No migration background,Part Time,0.05705,224,3702,0.04957,0.06452
2010,66 and older,No migration background,Not Working,0.93031,3418,3702,0.92211,0.93851
2010,66 and older,Direct migration background,Not Working,0.91370,293,293,0.88149,0.94591
2011,17-29 y.,No migration background,Full Time,0.40041,1100,3610,0.38442,0.41639
2011,17-29 y.,No migration background,Part Time,0.27506,1009,3610,0.26049,0.28963
2011,17-29 y.,No migration background,Not Working,0.32453,1501,3610,0.30926,0.33981
2011,17-29 y.,Direct migration background,Full Time,0.35186,121,462,0.30827,0.39545
2011,17-29 y.,Direct migration background,Part Time,0.33153,135,462,0.28855,0.37450
