year,bula_h,pli0165,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,North Rhine-Westphalia,At least once per week,0.00115,166,938,-0.00102,0.00331
2017,North Rhine-Westphalia,Seldom,0.00032,52,938,-0.00082,0.00146
2017,North Rhine-Westphalia,Never,0.00109,136,938,-0.00102,0.00321
2017,Hesse,Daily,0.00291,203,323,-0.00297,0.00880
2017,Hesse,At least once per week,0.00085,53,323,-0.00234,0.00404
2017,Hesse,Never,0.00080,67,323,-0.00229,0.00388
2017,"Rhineland-Palatinate, Saarland",Daily,0.00421,162,234,-0.00410,0.01253
2017,"Rhineland-Palatinate, Saarland",At least once per week,0.00055,32,234,-0.00246,0.00355
2017,"Rhineland-Palatinate, Saarland",Never,0.00102,40,234,-0.00308,0.00513
2017,Baden-Wuerttemberg,Daily,0.00250,292,417,-0.00230,0.00731
2017,Baden-Wuerttemberg,At least once per week,0.00069,80,417,-0.00183,0.00320
2017,Baden-Wuerttemberg,Never,0.00052,45,417,-0.00167,0.00270
2017,Bavaria,Daily,0.00184,216,362,-0.00258,0.00627
2017,Bavaria,At least once per week,0.00078,91,362,-0.00210,0.00366
2017,Bavaria,Never,0.00038,55,362,-0.00163,0.00239
2017,Berlin,Daily,0.00225,63,63,-0.00955,0.01405
2017,Brandenburg,Daily,0.00389,84,84,-0.00950,0.01728
2017,Mecklenburg-Western Pomerania,Daily,0.00596,33,33,-0.02071,0.03263
2017,Saxony,Daily,0.00227,84,84,-0.00796,0.01250
2017,Saxony-Anhalt,Daily,0.00418,42,75,-0.01052,0.01888
2017,Saxony-Anhalt,At least once per week,0.00130,33,75,-0.00692,0.00953
2017,Thuringa,Daily,0.00403,77,77,-0.01021,0.01826
2018,Schleswig-Holstein,Daily,0.00533,109,109,-0.00840,0.01907
2018,Hamburg,Daily,0.00357,31,31,-0.01778,0.02493
2018,Lower Saxony,Daily,0.00518,319,357,-0.00228,0.01263
2018,Lower Saxony,At least once per week,0.00048,38,357,-0.00179,0.00274
2018,North Rhine-Westphalia,Daily,0.00466,524,728,-0.00029,0.00961
2018,North Rhine-Westphalia,At least once per week,0.00086,112,728,-0.00127,0.00300
2018,North Rhine-Westphalia,Seldom,0.00031,32,728,-0.00097,0.00160
2018,North Rhine-Westphalia,Never,0.00048,60,728,-0.00111,0.00208
2018,Hesse,Daily,0.00349,197,315,-0.00303,0.01001
2018,Hesse,At least once per week,0.00135,69,315,-0.00271,0.00540
2018,Hesse,Never,0.00055,49,315,-0.00204,0.00314
2018,"Rhineland-Palatinate, Saarland",Daily,0.00551,142,142,-0.00671,0.01773
2018,Baden-Wuerttemberg,Daily,0.00257,215,289,-0.00328,0.00841
2018,Baden-Wuerttemberg,At least once per week,0.00096,74,289,-0.00262,0.00454
2018,Bavaria,Daily,0.00253,197,299,-0.00317,0.00823
2018,Bavaria,At least once per week,0.00063,65,299,-0.00222,0.00348
2018,Bavaria,Never,0.00036,37,299,-0.00179,0.00251
2018,Berlin,Daily,0.00423,82,82,-0.00990,0.01837
2018,Brandenburg,Daily,0.00358,56,56,-0.01221,0.01937
2018,Saxony,Daily,0.00251,62,62,-0.01005,0.01507
2018,Saxony-Anhalt,Daily,0.00263,33,33,-0.01511,0.02037
2018,Thuringa,Daily,0.00502,76,76,-0.01097,0.02100
2019,Schleswig-Holstein,Daily,0.00596,139,139,-0.00688,0.01881
2019,Hamburg,Daily,0.00315,33,33,-0.01626,0.02255
2019,Lower Saxony,Daily,0.00462,247,310,-0.00294,0.01218
2019,Lower Saxony,At least once per week,0.00174,63,310,-0.00291,0.00639
2019,Bremen,Daily,0.00678,31,31,-0.02258,0.03613
2019,North Rhine-Westphalia,Daily,0.00543,533,769,0.00023,0.01062
2019,North Rhine-Westphalia,At least once per week,0.00121,133,769,-0.00125,0.00367
2019,North Rhine-Westphalia,Seldom,0.00037,53,769,-0.00099,0.00172
2019,North Rhine-Westphalia,Never,0.00038,50,769,-0.00100,0.00176
2019,Hesse,Daily,0.00461,179,232,-0.00413,0.01334
2019,Hesse,At least once per week,0.00136,53,232,-0.00339,0.00611
2019,"Rhineland-Palatinate, Saarland",Daily,0.00658,147,147,-0.00653,0.01970
2019,Baden-Wuerttemberg,Daily,0.00343,254,333,-0.00286,0.00972
2019,Baden-Wuerttemberg,At least once per week,0.00053,34,333,-0.00195,0.00301
2019,Baden-Wuerttemberg,Never,0.00073,45,333,-0.00217,0.00363
2019,Bavaria,Daily,0.00382,276,315,-0.00300,0.01064
2019,Bavaria,At least once per week,0.00051,39,315,-0.00199,0.00302
2019,Berlin,Daily,0.00398,63,63,-0.01169,0.01965
2019,Brandenburg,Daily,0.00273,54,54,-0.01132,0.01677
2019,Saxony,Daily,0.00256,62,62,-0.01012,0.01523
2019,Saxony-Anhalt,Daily,0.00587,69,69,-0.01229,0.02402
2019,Thuringa,Daily,0.00411,44,44,-0.01501,0.02322
